{'descr': '很不错', 'star': 5}
{'descr': '这个宾馆一般般，这个价格有点贵，不如旁边的护国寺酒店，设施简陋的，还不能刷银行卡，不过交通挺方便的。', 'star': 1}
{'descr': '比较干净的旅店，适合短期出差，学习，该有的都有。', 'star': 5}
{'descr': '住的太不顺心了，简直是烂到爆！一：进店时前台服务员态度恶劣！二：酒店没有电梯，四楼上下都是爬上去！三：进入房间味道十分强烈，估计是太潮了都没人收拾！四：刷牙用的一次性洗具都不舍得用真的，小中华牙膏是假的，味道相当难闻，牙刷掉毛，刷次牙就吐一次！五：毛巾、浴巾不给换就算了，打扫卫生的阿姨连整理都不整理！六：隔音不好！灯光太暗！东西太脏！说不完的讨厌！虽然交通便利，但是旁边也有无数宾馆！住过最差的宾馆', 'star': 1}
{'descr': '环境不错，价格合理。一出门就是地铁口，出行相当方便！值得推荐！', 'star': 5}
{'descr': '旅馆的交通方便，是最大的优势，周围无论是吃饭还是游玩或者到火车站，都很方便。大床间总体比较干净。但是前台工作人员对于北京一些景点的交通情况不熟悉，有点不太方便，建议在这方面适当进行一些培训。', 'star': 5}
{'descr': '成功入住伯鑫宾馆，非常高兴，服务台安排在四楼，条件还可以，有窗户但是窗户打开是靠着大型的户外广告相当于没有窗户，有空调，热水，电视，没有无线网络，洗澡方便但是下水流淌非常不畅，离地铁站非常近，临街很好找，床铺比较干净，热天没有提供灭蚊器，只有明天只己去小卖部购买，总的来说还可以吧!', 'star': 3}
{'descr': '服务不错，地点不错非常方便，就是没窗的房间有点闷，有异味！', 'star': 5}
{'descr': '还行，除了地理位置好，反正只是有个地方过夜，其他的也就那样，讲究情调的就不要选了。', 'star': 5}
{'descr': '食宿条件还行就是没有窗户，光线不好', 'star': 3}
{'descr': '就是便宜，其他的住了你就知道了，不多说什么', 'star': 5}
{'descr': '2012.7.24上午总台服务员态度极其恶劣，有损该酒店形象！设施陈旧，环境一般，卫生条件一般！地理位置挺好，离4号地铁站很近！位于护国寺小吃街口，对面的老陕面馆挺好！', 'star': 1}
{'descr': '出入很方便，地铁口拐个弯就到了，没电梯，标间房间小，床很小，设施旧，房间电吹风都没有', 'star': 3}
{'descr': '环境不错', 'star': 3}
{'descr': '服务态度一般，房间较为干净，离地铁比较近。出行方便。离护国寺小吃很近。周围小吃景点较多。', 'star': 5}
{'descr': '地理位置很好，住宿条件一般。服务热情不高。', 'star': 5}
{'descr': '房间有味道…设施全', 'star': 3}
{'descr': '交通方便，紧临地铁4号线平安里。环境还行，空调不错。周边小吃多。', 'star': 3}
{'descr': '宾馆房间太小 设施太旧 地点太好了 吃玩都方便丶.', 'star': 3}
{'descr': '优点：1、酒店就在地铁站边上，这点是我订这家酒店的主要原因之一。\n2、边上就是护国寺小吃街，各种小吃吃了个遍。\n缺点：1、预订的时候说了要三个单人床的三人房，结果最后给的还是一大床一小床的三人房。就在我们放完行李出门的时候，看到隔壁一个三人床的三人房空着……\n2、房间很小，三个人在屋里，很挤。\n3、房间隔间不好，隔壁敲门的声音听得很清楚……', 'star': 1}
{'descr': '酒店比较旧一点，不过非常方便。还是不错选择。', 'star': 3}
{'descr': '紧邻地铁4号线，出站即是，便于出行，如果对房间设施、清洁程度不讲究的，可以考虑入住。', 'star': 5}
{'descr': '还可以吧，去那里住过很多次了，住的是无窗的，有点闷，希望有窗的房间能便宜一点，或者开展团购活动吧', 'star': 5}
{'descr': '交通极其方便，离地铁四号线平安里站50米，出门就是特色小吃一条街，房间设施虽然旧点但干净。不错，值得推荐。', 'star': 5}
{'descr': '大床房无窗户是唯一缺点，其它的都挺好的，下次还住', 'star': 3}
{'descr': '酒店很一般,房间很小，里面有些设施还坏了!', 'star': 3}
{'descr': '护国寺小吃很不错哦\n单人间有点小，地铁很方便', 'star': 5}
{'descr': '入住很满意，地理位置很方便出行，下次还会选择这家的。', 'star': 5}
{'descr': '酒店推荐理由：附近有很多餐馆，价格也不贵，最重要的是地铁站出门半分钟就到。很近，就拐个弯。里面的设施总体来说还可以，但是单人大床房和大床房是没有窗户的，这点不够人性化，所以住标间空间比较好。另外一点空调制冷真的是出奇的好，即开就冷，很凉，一般不会一直开，度数调高也蛮凉快。备用的一次性牙刷之类的很廉价的样子说实话，设施有点旧。还有一点是网线比较长，在床上玩笔记本很方便，够长。', 'star': 5}
{'descr': '没窗的房间空气一般啦，花洒一般，不过热水还成；主要是住得便宜，周围又有好多好吃的。。。', 'star': 5}
{'descr': '还不错吧，挺干净的。主要可以看湖南卫视。', 'star': 5}
{'descr': '离地铁很近，但不能用刷卡，屋子卫生条件还可以', 'star': 1}
{'descr': '酒店除了房间小，但是很干净，其它还是可以的，交通那个方便，下次还去哪里', 'star': 5}
{'descr': ' 感觉还不错，周围环境还挺好的。', 'star': 3}
{'descr': '服务差,空调不制冷,空气不好.', 'star': 3}
{'descr': '位置方便位置方便位置方便位置方便位置方便位置方便', 'star': 5}
{'descr': '条件一般，卫生尚可，交通方便，护国寺小吃街出门就是', 'star': 5}
{'descr': '缺点：性价比不高，房间特别小，设施陈旧，有点腐霉的味道\n优点：单人间便宜，交通非常便利，出平安里地铁B出口即是，门前是护国寺小吃一条街，对面是24小时便利店，隔壁还有85度面包房。', 'star': 1}
{'descr': ' 还可以就是不能兑换消费券', 'star': 3}
{'descr': '环境不错，交通方便。', 'star': 3}
{'descr': '服务很差，卫生也不怎么样。下次我想我是不会再去住了，', 'star': 1}
{'descr': '还可以吧，给朋友订的，就是前台不怎么样', 'star': 3}
{'descr': '环境还行，离地铁很近，隔音不太好！', 'star': 3}
{'descr': '设施陈旧………………………………………………', 'star': 1}
{'descr': '床很舒适。卫生条件不是很好，服务态度也不是很好，花多少钱享受多少服务，不值那个价', 'star': 1}
{'descr': '位置不错，交通很方便，不过服务态度不太好，希望有所改进', 'star': 5}
{'descr': '位置很方便，公交地铁一分钟就到，单人房有点小', 'star': 5}
{'descr': '一如既往的方便\n一如既往的方便\n一如既往的方便\n', 'star': 5}
{'descr': '很一般', 'star': 3}
{'descr': '虽然离 恭王府 比较近 \n但 我住的那天 水温 只比体温 稍高一点\n门缝大 隔音不好', 'star': 1}
{'descr': '经济实惠，价格适中，条件略久，交通方便，下一次还会选择', 'star': 5}
{'descr': '地点比较好 离地铁近 条件一般 还是值得一去的', 'star': 5}
{'descr': '缺点：房间特别小，设施陈旧，有点腐霉的味道\n优点：价格便宜，交通非常的便利，距离地铁站1分钟即到，门前就是小吃一条街，吃东西也方便。距离什刹海也不算远，走路可达。\n总结，勉强推荐。', 'star': 5}
{'descr': '位置确实很好，出门地铁站、小吃街，晚上出门也很有逛头，房间整体虽然比较小，但还是挺舒服的，最大的缺点：隔音做的太烂。因为紧挨着楼梯口，前台的电话一直响，也没有人接，旁边房间洗澡听的非常之清楚', 'star': 1}
{'descr': '挺好', 'star': 3}
{'descr': '屋子还是很紧凑的，房间设计和普通的宾馆相似，由于地处护国寺附近 后海附近 所以进价比很高，晚上的时候可以到周边逛逛很是方便  白天可以去恭王府 看看北京的胡同 常常北京的小吃 非常有趣', 'star': 1}
{'descr': '位置不错。                                                                    \n环境也挺好。                                                          \n价格也挺合适。', 'star': 5}
{'descr': '优点：交通便利，旅店位置很好找，周边小吃店也很多。\n缺点：旅店提供的拖鞋不是一次性的', 'star': 5}
{'descr': '服务态度很差，卫生也十分糟糕，房间很小，周围环境很吵。', 'star': 1}
{'descr': '服务很差 爱理不理～ 房间内基本的一次性用品基本没有，有的也实在不敢用；床单脏潮，卫生间小，无窗，无电吹风，走廊像迷宫；前台服务态度差！竟然连个寄包服务都没有，爱住不住，反正一天的房费怎么都不会退给你，旁边的护国寺宾馆要好太多了！也没贵多少钱！定酒店网不可信过去问明明都还有房间的网上没有一个酒店网显示有房间', 'star': 1}
{'descr': '房间虽小 但五脏俱全 比较干净 但是无窗的房间比较阴暗潮湿 总体来说比较适合这个价位', 'star': 5}
{'descr': '设备齐全\n卫生干净\n旁边就是护国寺\n没有移动插座，我手机在房间里面充电接触不好，想借个移动插座都没有。\n房价稍微高了一点点。', 'star': 5}
{'descr': ' 北京伯鑫宾馆(护国寺店)主要是地理位置好，地铁四号线平安里站下了就到，卫生还好，服务也好。', 'star': 3}
{'descr': '位置不错，就是价格很高，相对的来说性价比一般。', 'star': 1}
{'descr': ' 已入住，挺好的', 'star': 3}
{'descr': '房间太潮有一股发霉的味道，被子味的都没法盖，卫生间下水不畅。', 'star': 3}
{'descr': '位置很好，地铁口30米。酒店管理不如连锁酒店。适合去故宫，北海旅游的人住。', 'star': 5}
{'descr': '酒店周边交通便利,公交车站巨多,紧邻地铁4号线平安里站,出行非常方便,楼下是护国寺小吃街,吃饭也很方便.住的是三人间,房间不大,也不是特别小,可以上网,但网速慢.卫生间很小,设施陈旧.', 'star': 5}
{'descr': '还行，就是有点小', 'star': 3}
{'descr': '房间太小，设施简陋，床单不干净，空气流通不畅。', 'star': 1}
{'descr': '不错  挺好的  挺干净的 希望下次再次入住\n', 'star': 5}
{'descr': '地理位置不错，但房间太小，隔音效果很差，而且有点贵', 'star': 1}
{'descr': '就是房间小了点，其他还可以，不过在护国寺观光附近还是性价比可以的！', 'star': 5}
{'descr': '虽然房间比较小，设施也较一般。但酒店服务态度还可以，而且交通位置非常便利。\n出门几步路就是地铁站。门口就是护国寺小吃一条街。\n性价比还是可以的，值得推荐。\n需要注意的是，房间半天没热水，洗澡一定要赶在晚上。', 'star': 5}
{'descr': '酒店位置非常好，就在地铁平安里站30米，出行非常方便；酒店距离大部分的旅游景点都比较近；位于护国寺小吃街上，就餐也非常方便，而且价位还比较合适，满意！', 'star': 5}
{'descr': '环境很一般，晚上没有热水，不能洗澡，服务态度不好。', 'star': 3}
{'descr': '＋屋子比较潮，房间也比较小，隔音不好，厕所东西没有换，就是交通比较方便！', 'star': 3}
{'descr': '挺好的！', 'star': 3}
{'descr': '交通便利,就是服务态度太一般,整个宾馆就一个吹风机，还时不时的找不到，我很无语。', 'star': 1}
{'descr': '酒店基本设施齐全，就是房间格局太小，行动不便。周边餐饮、交通服务较好。', 'star': 5}
{'descr': '刚进没多久，房间有点小，不过整体不错。', 'star': 3}
{'descr': '还不错挺实惠。', 'star': 3}
{'descr': '单人间还算干净 洗澡花洒离马桶很近', 'star': 3}
{'descr': '\n房间有点小', 'star': 3}
{'descr': ' 还不错', 'star': 3}
{'descr': '我是看了网上的评价不少定的，本来预定两晚,但酒店太差,免强住一晚.1、装修太旧，白瞎那地段了（交通、吃饭真的方便）；2、脏；3、床上用品差的不能再差；4、服务不讲规范，态度也不好。第二天住七天了，简直太不一样了，七天不愧是品牌店，价格适中。', 'star': 1}
{'descr': '离地铁近很方便拖鞋不是一次性的牙刷牙膏不太好', 'star': 5}
{'descr': ' 位置好 离地铁很近', 'star': 3}
{'descr': '第一次入住伯鑫宾馆，感觉还是不错，虽然房间小些，但干净，而且交通便利，离4号地铁只有几分钟，周边购物方便。', 'star': 5}
{'descr': '房间超狭小，没有窗户，房间隔音效果不好，早上退房高峰期的时候很吵，最可恶的是没有手机信号，唯一的优点是交通方便，旁边就是平安里地铁站', 'star': 3}
{'descr': '还不错\u3000交通方便\u3000卫生情况也还好~', 'star': 3}
{'descr': '值这个价钱 地理位置比较好  交通也便利', 'star': 5}
{'descr': '总的来说很满意。很干净，间隔很好，服务也很好。只是房间隔音不太好，老是听到隔壁房间进出的声音。送的早餐很丰盛，只是2人入住，只送1份有些郁闷。楼是新的，在百度地图上还找不到，由于正在修地铁2号线，酒店所在路段黄河路的两头都封闭施工，坐公交不好找，打的也有些司机不认识，要说到南开区政府或中南海天大酒店才认识。期待以后地铁开通会更方便。', 'star': 5}
{'descr': '房间小，马桶水箱是坏的，但是就在地铁旁，邻近护国寺位置好，交通便利。房间环境与交通不可兼得，大家自己选择吧。', 'star': 3}
{'descr': '交通方便  ，平安里地铁出来就可以看到，这样的地理位置价钱也算公道了', 'star': 5}
{'descr': '很好。', 'star': 3}
{'descr': '除了地理位置不错，其余的那真是相当的垃圾啊！', 'star': 1}
{'descr': ' 酒店洗手间 异味太大', 'star': 3}
{'descr': '服务挺好的', 'star': 3}
{'descr': '地理位置很不错，就在护国寺小吃街上，离地铁站非常近。住宿条件还可以，价钱不算贵。下次去北京很可能还去这。', 'star': 5}
{'descr': '还不错，就是地点太小了，还会继续选择的！估计本月底还会去预定', 'star': 5}
{'descr': '还可以，地理位置好，交通方便，138的单人房有独立卫浴和免费宽带，虽然没窗以及不太干净，但这个价位也不能要求太多了', 'star': 5}
{'descr': '环境还可以，服务也很好！', 'star': 3}
{'descr': '交通方便，价格便宜，性价比很高，还是比较推荐', 'star': 5}
{'descr': '我们到店里就被告知已经没有房间了，但是可以把我们安排给分店。我们自己去的分店。很远，坐公交去的。送了我们北京一日游，本来说没有附加费的，第二天上了车，还是收了自费项目的钱，每一个人都要交。', 'star': 1}
{'descr': ' hotel has no room  though i have book it. Was given a room at hong qiao which is far from underground station   ', 'star': 3}
{'descr': '条件不敢恭维，交通餐饮倒是很方便.房间霉味较重，装修简陋', 'star': 5}
{'descr': '实在是很恶心。。。。。但地理位置优越。它的旁边有一家非常不错的护国寺宾馆，强烈推荐 ', 'star': 1}
{'descr': '位置不错，设施太旧太破，关键是服务太差，建议不要去了，好地段的也不就这一家，花钱买气受。', 'star': 1}
{'descr': '老板态度太差，简直就跟我欠他钱似的，我说我网上订好的，他说你以为订好就给你留着么？我说那我网上订图什么，然后白我一眼不理我，我真是气坏了，要不是同伴拉住我，我差点抽他，以后再也不会住这里了，尽管地理位置不错，但住的生气。', 'star': 1}
{'descr': '房音间隔音不太好，卫生又差，以后不会再去住了，附近有个护国寺洒店应该不错。就是离动物园近些。', 'star': 1}
{'descr': '到前台就碰到客人跟服务员打架，报110。在前台等了半小时才入住。在房门口又等了半小时才现收拾好房间。结账时，服务员打电话10分钟不理你，查房的时候硬说你少了一个茶杯。。。又查，原来没有少！等10分钟才结账。', 'star': 1}
{'descr': '昨天，15：20，临出去，告诉服务员给打扫房间，回来后没有打扫，19：30，临出去告诉服务员打扫卫生，回来后发现还是没有打扫，请问伯鑫宾馆，你们就是这样对待客户的吗', 'star': 1}
{'descr': '交通方便，紧邻地铁四号线，吃饭方便，饭馆多，价钱合适，一分钱一分货，想住好的酒店，价钱贵', 'star': 5}
{'descr': '三人间很脏，有异味。不过交通方便，价格相对便宜', 'star': 5}
{'descr': '地理位置相当不错，非常方便。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间很小，有异味。以后多花钱也不能定这里', 'star': 3}
{'descr': '还算可以吧，比较一般,水比较小，床不舒服', 'star': 5}
{'descr': '伯鑫宾馆挺方便 临着地铁口和公交站 有电视 热水 和暖气 还成!', 'star': 3}
{'descr': '房间小得可怜，不隔音，无窗户的房间晚上根本睡不着觉', 'star': 1}
{'descr': '此酒店位置好，网速比较快。值得向朋友推荐。', 'star': 5}
{'descr': '经济实惠~~~~~只不过一个人住的屋子太小了~~~~', 'star': 5}
{'descr': '  总体环境一般，虽然是大床房，床并不大，就是卫生间比较小。但还是比较满意的！', 'star': 3}
{'descr': '地理位置还算是方便，离火车站不太远。楼下几十米就是南横街公交站，可以直达或换乘出行。\n我住的是912，大床房，房间非常大。卫生什么的都还行吧。前台办理入住、退房、存行李速度挺快的。', 'star': 5}
{'descr': '位置很好，房间住着也很舒适，服务态度还算过的去。而且价格也是很便宜。', 'star': 5}
{'descr': '＋已经入住，环境不错，设施一般，交通很方便', 'star': 3}
{'descr': '位置不错，环境也可以，交通比较方便，吃饭的地方也比较多', 'star': 5}
{'descr': '地下室噪音非常大，吵得客房不能睡觉，洗澡得站在坐便器上才能洗，因为水龙头正对着坐便器，没有人站立的位置。位置、交通还可以', 'star': 5}
{'descr': ' 不能刷卡很无奈', 'star': 3}
{'descr': '条件不错，位置也比较方便，周围吃饭的地方也挺多的。', 'star': 5}
{'descr': ';己经入住伯鑫宾馆,交通方便,条件尚可。', 'star': 3}
{'descr': '交通便利，价钱合适，吃饭方便，前台说话就是有点生硬，建议加强培训。', 'star': 5}
{'descr': '临近平安里4号线，交通便利。附近小吃店比较多，吃饭方便。', 'star': 5}
{'descr': ' 已经入住，交通方便，附近有特色小吃。服务良好', 'star': 3}
{'descr': '还可以啊。性价比OK了。能在北京市区住这样价格的的不错了', 'star': 5}
{'descr': '位置不错， 离地铁4号线平安里站东北出口很近。 服务好，只是我入住后发现不能上网，酒店方也说修不好。 ', 'star': 5}
{'descr': '\u3000条件稍不好，还可以', 'star': 3}
{'descr': '＋还不错，交通便利 ，隔音实在太差！硬件设施老旧', 'star': 3}
{'descr': '价格适中，跟4号线地铁口非常的近，附近小吃一条街可以让你一饱口福。', 'star': 5}
{'descr': '洗澡水压太小 属于很小的那中 房间里面气味比较重 这次实在是草率了点 定了这里 以后肯定不会再来了。', 'star': 1}
{'descr': '北京伯鑫宾馆，除了房间不大，卫生间太小，设施过旧之外，其他都还可以。', 'star': 3}
{'descr': '服务的态度确实有点儿欠妥！别的就不多说了！', 'star': 1}
{'descr': '+位置很好，门口就是地铁，小吃街。店内服务一般，卫生一般设施比较旧', 'star': 3}
{'descr': '  还行，就图交通方便，不过房间小了点。这个价位在北京还是很值的', 'star': 5}
{'descr': '很好的地理位置，出门就是地铁，周边吃饭的地方也很多，也不贵，是经济游的首选，第二次住了，下回来北京，还会住的', 'star': 5}
{'descr': '除了地点好（6号线平安里一出站就是），其它的极差。', 'star': 1}
{'descr': '酒店位置很好，出门就是地铁，胡同里还有小吃，就是房间太陈旧，真是寸土寸金。', 'star': 3}
{'descr': '位置非常好，卫生一般，服务一般，设施陈旧。性价比还可以', 'star': 5}
{'descr': '环境不错，离天安门也近。服务也还可以。是值得推荐的一家酒店！', 'star': 3}
{'descr': '就是一个一般的酒店，非常一般。我住的是无窗单人间，非常小，除了床卫生间之类的人活动的区域宽1米长约2米-3米。卫生还可以，可以接受。设施也没啥，就个电视空调还有做水的水壶，淋浴直接对着马桶。我比较不能理解的是，为什么早上5点开始各种说话，还有对讲机的声音，隔音效果太差。不过算了，因为这家酒店有个最好的优势就是离地铁非常近，平安里B口出来就能看到，反正我也就住一宿所以什么都能忍，价钱也比较便宜。如果', 'star': 1}
{'descr': '已经是第二次入住咯~~~服务挺热情的，宾馆的地理位置没话说，一级棒，地铁，公交都有，地铁口离宾馆步行五分钟还不到，超市，饭馆都有~~~~如果对住方面要求不是非常高的，俺都推荐这家哦~~~下次去北京，还住这，性价比还是不错的呢~', 'star': 5}
{'descr': ' 挺好,交通方便,就是网络状况不好', 'star': 5}
{'descr': '。我已入住。', 'star': 5}
{'descr': '酒店位置很好，离地铁站很近，出行方便，周围有小吃街，酒店设施太陈旧，条件一般。', 'star': 5}
{'descr': '+还可以', 'star': 5}
{'descr': '各方面条件还不错，位置也比较方便，值得推荐', 'star': 5}
{'descr': '交通便利，周边生活设施较全。宾馆服务态度挺好，第二天也及时收拾了。但是房间太小了，单人间真的只能一个人来回移动。并且洗手间马桶', 'star': 5}
{'descr': '房间小，没有窗户，有异味，紧邻4号线地铁，交通方便', 'star': 3}
{'descr': '房间太小了', 'star': 5}
{'descr': '还算不错。就是床垫该换了，床面有点不平睡着不舒服。', 'star': 5}
{'descr': '交通很方便 出门就是地铁四号站 往东走时护国寺小吃街，周围也有超市，就是房间太小了，有点压抑。卫生间比较干净，但是就是太小了。', 'star': 5}
{'descr': '位置不错，性价比不错，饭店少，没有课选择性。', 'star': 3}
{'descr': '交通非常便利，地铁4号线平安里站不到50米，公交车站30米，门口还有小吃街，去恭王府也很近。', 'star': 3}
{'descr': '房间小，墙壁被子都很脏，但是服务很热情。最值得一提的就是交通方便，出门就是地铁。', 'star': 1}
{'descr': '老式酒店，房间中有异味，卫生一般，就是位置较好，离地铁站非常近。', 'star': 1}
{'descr': '已入住伯鑫，房间还好，就是在网上查找的乘车路线有误，在打电话询问又坐了近半小时车后才到。', 'star': 5}
{'descr': '房间很闷，而且太小了。房间不能上网，问了维修工，由于硬件问题，很多房间不能上网', 'star': 1}
{'descr': '设施比较陈旧，卫生也很一般，住的没有窗的房间，感觉很闷', 'star': 1}
{'descr': '一直用的自己的毛巾，住到第5天用了一次宾馆的毛巾，之后几天他们一直没换过毛巾。。。', 'star': 3}
{'descr': '我住的是标A，房间有窗，但是外面还有一层不能打开的窗户，非常闷，房间隔音很差，每天晚上1点多还有人在走廊跑，凌晨4点多就有人出门看升旗，淋浴的水一下冷一下烫，洗澡有点麻烦，有一天出去玩回来发现房间门没锁，还好没少东西，好在这个位置交通非常方便，所以感觉还可以。建议出门旅游想找经济实惠型宾馆的住这里，但是千万不要放贵重物品，说不定打扫房间的人会忘记锁门！！', 'star': 1}
{'descr': '每次都会和老公一起来这家店，地理位置很好，离西单也很近，很适合情侣入住！', 'star': 5}
{'descr': '位置很好 但是很脏 服务很差 不会再住了', 'star': 3}
{'descr': '除了位置很好以外真的是没有可取之处！很脏、服务也很差！', 'star': 1}
{'descr': '配套设置不好,房间小,上网慢,地点还行,周围小吃不少.很一般.', 'star': 5}
{'descr': '环境一般。', 'star': 5}
{'descr': '满意', 'star': 5}
{'descr': '除了位置好，其他都不行。\r\n旁边还有个快捷宾馆，好多了，就贵一点点。\r\n定了3天，住了1天就走了', 'star': 1}
{'descr': '我很后悔轻信网络订下这家让我们难过的酒店。酒店早已搬迁，不在前门的位置，可网上地图显示还在天安门附近， 我们在网上定的时候就冲着这个位置，可到了以后才发现早不在了，打了好几通电话才告知我们要去其它地方入住。当时我们就很火不想住了，可已经过了取消预订的时间，（我们是晚上9：30到的北京）没办法只有去住了。这家宾馆真是糟透了，一股发霉的味道，就好像好几年没人住一样，总之，这家是我们在北京住过的最糟的。', 'star': 1}
{'descr': '房间异味、空调效果不好、电视看不清、服务态度一般！', 'star': 5}
{'descr': '环境一般，价格一般，条件一般，不推荐！但交通不错！', 'star': 3}
{'descr': '设施不是一般的简陋，除了烧水的壶比较好看以外，其它的简直不能容忍；服务嘛，有很好的基础服务员工，也有很差的接待人员', 'star': 1}
{'descr': '位置不错，其他不好\r\n不好不好不好不好不好', 'star': 3}
{'descr': '地理位置非常好，除此之外，没有可取之处。\r\n网线经常不好使，我住了五晚，2天根本上不去，剩下的市价，相当慢，上网查个吃的玩的，很费事。服务态度不是特别好。', 'star': 1}
{'descr': '离地铁 很近  不到一百米  坐车方便\r\n房间算大的 但是卫生间很小  设计的不好 \r\n整体 不怎么样  服务不错', 'star': 1}
{'descr': '订的套房，电话确认12点以后到&#183;结果到了订出去了&#183;其他还可以&#183;近地铁&#183;比较方便', 'star': 5}
{'descr': '交通方便，离后海较近,可以步行至恭王府', 'star': 3}
{'descr': '周围有很多小吃\u3000地道又便宜，老板很亲切~', 'star': 3}
{'descr': '宾馆地段很好，出地铁不到五十米。但单人间空间实在小，而且无窗，房间隔音效果差。如果愿意将就这样的房间与价格还是比较实惠的。', 'star': 5}
{'descr': '这个价钱虽说算北京便宜的，可是要么断网要么电话坏掉，真不知道该怎么做事，发个邮件都没办法，大堂也不提供传真服务。。。要不是时间紧迫是不会住这里的', 'star': 1}
{'descr': '房间很小，相对于价格来说，凑合了，交通方便。', 'star': 5}
{'descr': '服务很差，服务员找不到，床单，毛巾都不给换', 'star': 3}
{'descr': '服务很差，服务员找不到，床单，毛巾都不给换', 'star': 3}
{'descr': '此店服务差，卫生差。连住了三晚上没有换过一次床单被罩毛巾。不推荐入住。', 'star': 3}
{'descr': '十前台服务态度太差', 'star': 5}
{'descr': '地理位置非常棒，顺街过去就是后海那一片，只是房间没有打扫太干净，电话上全是灰，纸框底底也有个洞，电视机有点问题，打了三次电话前台才安安排人过来修，且是服务人员还当着我们的面吵架维修工才来的，猜测管理上有点问题，', 'star': 5}
{'descr': '这个地方真的很不错，价格低，比较适合大部分人士入住。', 'star': 5}
{'descr': '基本上没有一点可取的地方，就是交通还算是稍微方便点，其他的什么都没有，如果是亲戚朋友来，我不会推荐。', 'star': 1}
{'descr': '宾馆位置不错地铁四号线边上，不过就是服务太慢，打电话叫客房服务半个小时才来解决问题~', 'star': 1}
{'descr': '+就在地铁旁边，位置非常优越，其他就没什么了！', 'star': 5}
{'descr': '地点很好，地铁口，出行方便，就是房间太小', 'star': 5}
{'descr': '北京五日游，胜利归来。总的来说，酒店位置不错，无论你要去哪里，都很方便，出酒店右左转是地铁四号线，右右转是公交站，往街里走还有护国寺小吃，都是老北京的特色小吃。酒店前台服务员态度不冷不热，问路爱搭不理，不过还好最后还是告诉了。', 'star': 3}
{'descr': '感觉位置不错，服务也不错，只是没有电脑宽带，欠缺一些。', 'star': 5}
{'descr': '厕所马桶竟然发现风干的大便，通风不好，隔音太差，楼道的脚步声听的一清二楚。', 'star': 1}
{'descr': '，已入住，酒店前台服务不错。', 'star': 5}
