{'短评内容': '隔音效果不好', '短评打分': 5}
{'短评内容': '房间干净整齐，价格适中。不足是走廊和房间有怪味，希望可以改善....................................', '短评打分': 1}
{'短评内容': '第一次住这个酒店，位置偏僻，服务一般，高级大床房也只有一扇很小的窗户，放进里设施比较陈旧，走廊里有臭味，感觉很差.', '短评打分': 1}
{'短评内容': ' 满意', '短评打分': 3}
{'短评内容': '服务还是很好，前台很和气，房间干净，就是不知道怎么连不上网络的。', '短评打分': 3}
{'短评内容': '环境好，吃饭方便，价格合理，已入住多回，下回还住。', '短评打分': 5}
{'短评内容': '很不错的网站，订酒店方便，对于经常外出的人，是个好帮手，支持', '短评打分': 5}
{'短评内容': '蛮不错的还......................................................................................................', '短评打分': 5}
{'短评内容': '还行。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '总体不错，有宾至如归感觉。初到松江，地理不熟，服务人员能主动将地图借给客户使用。就管理而言略有些不足：1、如酒店室外招牌不醒目（尤其正门）。2、浴室内防滑脚垫放置应有明显告示。3、酒店工作人员不应在餐厅与客户同时就餐（早餐）4、进门插房门卡时，应有明确告示空调遥控器位置。', '短评打分': 5}
{'短评内容': '象我这样好吃的人，住在这是在是再合适不过了。下次还住。', '短评打分': 5}
{'短评内容': '不错、还好、方便、只是结账有点慢，下次介绍给朋友', '短评打分': 5}
{'短评内容': '房间还可以，周边饭馆多，吃饭很方便，下次还住这。', '短评打分': 5}
{'短评内容': '很不错，附近好吃的地方比较多，交通也还方便！', '短评打分': 5}
{'短评内容': '酒店很不错，无窗的房间也很大，不过房间还是有一点味道。楼下就是美食一条街。吃饭很方便。', '短评打分': 3}
{'短评内容': '酒店很不错，房间很干净。位置也不错。值得入住。', '短评打分': 5}
{'短评内容': '还好吧，有窗的话就更好了,没窗空气不太好，有点味道', '短评打分': 5}
{'短评内容': '价格适中,房间够大,电视遥控器不是很好用,没有晾衣服的地方,对面是美食街,吃饭很方便,门口是公交车站点', '短评打分': 5}
{'短评内容': '环境很好，很宽敞。', '短评打分': 3}
{'短评内容': ' 酒店位置比较好找，也挺方便，价格还很公道。附近吃的东西很多，还是不错的一家酒店。', '短评打分': 3}
{'短评内容': '还不错吧。。马马虎虎。。和没有边上的汉庭来的好，不过房间里面的东西还挺全。', '短评打分': 5}
{'短评内容': '走廊有点味，大概是同层楼有饭店吧 一开始去了间空调坏了的房间 还好后来有换掉呢 还可以吧', '短评打分': 3}
{'短评内容': '开会常住这个酒店，房间一般，周边是美食一条街', '短评打分': 5}
{'短评内容': '服务一般、早餐很差、房间很旧、位置很好、不过很安静。', '短评打分': 5}
{'短评内容': '方便、周边是美食街、价格合理、房间还行。下次还住。', '短评打分': 5}
{'短评内容': '房号：8619。', '短评打分': 3}
{'短评内容': '恩 不错就是屋里有点味道,其他个方面都很不错', '短评打分': 5}
{'短评内容': '经常去，不错\n房间相比其他格林豪泰大很多\n而且还有iptv\n附近有一个很大的商场吃喝什么都可以搞定\n', '短评打分': 5}
{'短评内容': '还可以\u3000蛮温馨的', '短评打分': 3}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '商务房很大很宽也蛮干净的 交通也方便 下地铁有车直接过去 打的三十块左右', '短评打分': 3}
{'短评内容': '酒店房间满干净和整洁的，房间也挺大的。其他的服务业蛮好的。', '短评打分': 5}
{'短评内容': ' 床很大，整体不错。', '短评打分': 3}
{'短评内容': '跟朋友一起订的，还行，比如家的装修稍微强点', '短评打分': 5}
{'短评内容': '总体感觉不错，在我住过的格林豪泰宾馆里面算属于好的，附近一百米有个星美电影院，新开的吧，床比较大，不知道套房的床怎么样？可惜有点小贵，不舍得订', '短评打分': 5}
{'短评内容': '很不错，感觉挺舒适的，房间卫生不错，周边设施也挺齐全，离地铁近，地铁旁就有公交站，乘一路车很快就到，在美食街上，住那算有口福啦，火锅，烧烤，干锅什么的应有尽有哦~酒店很干净，服务也很好！希望能再便宜点，哈哈', '短评打分': 5}
{'短评内容': '超级垃圾的破酒店，欺诈顾客，服务态度超级差。网上订的房间价格是137，进去看了天花板居然漏水，最后答应换房，结果价格变成了187，当时没注意，后来找前台理论时那个小姐态度极差，我以后是再不会去这家店了。大家不想被欺诈的也不要去啦。设备陈旧，服务差到极点，强烈不推荐。。', '短评打分': 1}
{'短评内容': '在上海酒店里，这个价格已经很便宜了，所以值得推荐', '短评打分': 5}
{'短评内容': '价格还行~是在松江的美食街~附近交通~商店都挺多的~房价蛮大的~就是隔音不好~我煮的房间没有窗~空气不大好~需要用空调换气~', '短评打分': 5}
{'短评内容': '房间里的洗澡水供应很差，水半天都不热，咨询前台，说着房间热水出来时比较慢的，晕', '短评打分': 1}
{'短评内容': '空调不好，温度很难调节，很冷，大概设备简陋吧！供应热水也不好，洗澡冷死了', '短评打分': 1}
{'短评内容': '还可以还可以还可以还可以还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '周边吃饭的地方很多,对于到上海松江来住宿的客人很方便.', '短评打分': 5}
{'短评内容': '还不错，干净！舒服！很方便！附近吃得地方多！', '短评打分': 5}
{'短评内容': '其他还可以，就是隔音效果很差，吃饭也很方便，交通还算可以，9号线终点站一个起步费就到了', '短评打分': 5}
{'短评内容': '蛮好的。而且位置也蛮好的。 住的也舒服。  房间也蛮大的。   去松江可以考虑下，。   而且交通也相当方便、。', '短评打分': 5}
{'短评内容': '服务态度还可以 酒店环境也算满意 价位比较适中', '短评打分': 5}
{'短评内容': '距离远，交通不便，房间有味道，潮湿，墙面斑驳==，蛮失望的。', '短评打分': 1}
{'短评内容': '不错 ，离9号线 终点站也只有一个起步价。。。。。。 晚上吃夜宵，方便，但是，隔音效果差。~', '短评打分': 5}
{'短评内容': '酒店很不错，价格还可以，不错，赞一个。。。', '短评打分': 5}
{'短评内容': '就是远了点，别的都挺好，可以考虑再去这里住一下，还是可以的', '短评打分': 5}
{'短评内容': '蛮不错的啊！值得推荐，楼下就是美食街啊，而且地段也可以', '短评打分': 5}
{'短评内容': '整体都挺好的，也干净，也宽敞。还有停车的地方。', '短评打分': 5}
{'短评内容': '进去有异味，是空调发出来的。。。不过空间蛮大的。。。还不错。。', '短评打分': 5}
{'短评内容': '环境不错，方便！我很看好！非常舒服！每次都会来！', '短评打分': 5}
{'短评内容': '世博会期间住的，商务大床2个人睡很宽松，这间酒店还不错，很干净的， 推荐哈\n', '短评打分': 5}
{'短评内容': '周边是很方便，吃饭，娱乐，休闲等， 但是就是离市区偏远点。', '短评打分': 5}
{'短评内容': '还不错，房间挺大,虽然没有窗，但比较安静', '短评打分': 5}
{'短评内容': '服务好,房间大,周围方便,离市中心远', '短评打分': 5}
{'短评内容': '地铁还是蛮方便的，只要时间安排得好，是不错的选择。', '短评打分': 5}
{'短评内容': '位置一般，但是附近饮食娱乐比较方便。\r\n酒店房间比较大，淋浴不错。\r\n卫生间马桶反应比较迟钝。', '短评打分': 5}
{'短评内容': '太远了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '大厅服务人员素质极差', '短评打分': 5}
{'短评内容': '+卫生好', '短评打分': 5}
{'短评内容': '酒店的位置很好，附近餐饮、购物都挺方便，房间面积也不小。总体而言是不错的经济型商务酒店。只是前台态度有些生硬，使服务质量打了折扣。希望及时改进。', '短评打分': 5}
{'短评内容': '酒店还可以，就是有点远，不过别的都还不错吧', '短评打分': 3}
{'短评内容': '晚上酒店内噪音大，隔壁电视声音、过道走来走去的声音，还是有点吵', '短评打分': 3}
{'短评内容': '晚上酒店内噪音大，隔壁电视声音、过道走来走去的声音，还是有点吵。', '短评打分': 1}
{'短评内容': '酒店地理位置太偏，但是世博期间价格相对便宜，还是可以考虑的，酒店附近配套齐全周边什么都有', '短评打分': 5}
{'短评内容': '酒店还是可以的，就是有点远，交通不方便，没辙啊', '短评打分': 5}
{'短评内容': '+酒店还说的过去。离地铁远了点。打车要14~18元。另外，松江新城站到马当路要一小时之久。', '短评打分': 5}
{'短评内容': '离市中心太远', '短评打分': 5}
{'短评内容': '有点小，有点窄。空调不是中央的，放在床头很不舒服', '短评打分': 1}
{'短评内容': '挺好的  就是离市区远了点  不过还好有9号线', '短评打分': 5}
{'短评内容': '  A', '短评打分': 5}
{'短评内容': '+附近都挺方便，什么都有，内部环境还可以！', '短评打分': 5}
{'短评内容': '总体来说比较满意\r\n但是位置比较偏远，去浦东地区所需要的时间较长', '短评打分': 5}
{'短评内容': '挺大的房间，就是没有窗的味道有点重，建议先把空调设成通风，人出去几小时再回来', '短评打分': 5}
{'短评内容': '环境还行，就是离车站太远', '短评打分': 5}
{'短评内容': '住的房间号是8367，这个房间的位置蛮好的，就是隔音不好，夜里来找人的，喊房门把我吵醒了！', '短评打分': 5}
{'短评内容': '十一黄金周订房，是很难订的，且价格特高，还好，这边的价格还行，舒服度也可以，只是墙壁有些地方小块脏了，影响美观，服务还好，还欠佳，让其送一张被子，结果送一张棉胎过来，还没有给套被套，后来送来了被套，得自己套，整体还是不错的，要求太高的估计不太行，嘿嘿。', '短评打分': 5}
{'短评内容': '＋环境不错，没想到还有吹风，正好我和朋友都没带，就是离市区有点小远', '短评打分': 5}
{'短评内容': ' 宾馆很好', '短评打分': 5}
{'短评内容': '＋环境不错，服务态度好', '短评打分': 5}
{'短评内容': '设施还是不错的,就是地理位置有点偏............', '短评打分': 5}
{'短评内容': '除了离地铁站比较远以外其他都还可以，有公交车可以坐', '短评打分': 5}
{'短评内容': '酒店很干净，房间也很大，性价比很高，虽说这个地方有点远，但是交通好事很方便的', '短评打分': 5}
{'短评内容': '离松江大学城大约20多块的打车费的路  还好吧 无窗房味道有点闷', '短评打分': 5}
{'短评内容': '很快很方便，服务态度很好，能帮自己找到合适的房间', '短评打分': 3}
{'短评内容': '偏了点，隔音效果也不好，哈哈~经常半夜听到激战的声音', '短评打分': 5}
{'短评内容': '如果是打算在上海旅游的话 不推荐这个酒店 太远了 又是公交又是地铁 去到市里要一个多小时 心情都在路上消磨掉了 其它都还好', '短评打分': 5}
{'短评内容': '总得来说还不错,周边吃饭,娱乐的地方都不少', '短评打分': 5}
{'短评内容': '挺不错 房间很大...就是离地铁站 远了点，不过 公交车站 很方便 出门便是，很方便...', '短评打分': 5}
{'短评内容': '位置太远了，房间有味道，结帐的时候有点慢，其他都还好。', '短评打分': 1}
{'短评内容': '酒店不錯，乾淨衛生，服務也還可以，只是有種不好聞的味道，怪怪的香味，但是這種味道是不舒服的，房間內還好，主要是過道和進們大廳的時候，網絡挺快！', '短评打分': 5}
{'短评内容': '没有窗，不过周围吃的蛮多的，感觉不是很温馨的，没窗的房间建议可以营造的温馨些！', '短评打分': 1}
{'短评内容': '刚进去，给我们安排的房间的空调是坏的，结果就让他们给我们安排新的房间，态度差的要死，不过后来他们还是给我们换了，一般般还勉强过得去吧', '短评打分': 1}
{'短评内容': '服务态度差的一比还不如强烈要求你们不要去谁去谁傻逼', '短评打分': 1}
{'短评内容': '房间设施不错，交通很方便，出门就到车站', '短评打分': 5}
{'短评内容': '环境不错，条件也可以，唯一不足，隔音效果差，走廊的声音听的很清楚。', '短评打分': 5}
{'短评内容': '房间大而宽敞，床也很大，住着很舒服\r\n最关键的是周围很多物美价廉的饭店和街边排挡，真是让人赏心悦目啊。。', '短评打分': 5}
{'短评内容': '各方面都不错，干净卫生！前台服务态度也不错！', '短评打分': 5}
{'短评内容': '外面有些吃的但是档次不高，地方相当相当偏，从酒店到城里虽然坐公车再做地铁就到。但是要用一个多小时才能到城里。环境嘛还是好的价钱也还不错。如果想去欢乐谷建议可以住虽不算近但不远。', '短评打分': 5}
{'短评内容': '的确挺不错的，就是有点远，去看世博不合适。起再早也排不上队。', '短评打分': 3}
{'短评内容': '在世博期间性价比够高了，可是的确太远了点，去世博园坐地铁都要一个多小时。不过要是想去玩上海欢乐谷就可以考虑一下了。住着很舒适，而且房间很大！就是4楼刚出电梯时味有些重，要改改。总体来说，我喜欢这个酒店！', '短评打分': 5}
{'短评内容': '环境不错，离轻轨线也比较近，交通大致还算方便。', '短评打分': 5}
{'短评内容': '没想到在松江宾馆那么紧俏的，本来想去了就能有的，结果问了好几家都满了，最后在网上查到这家，看点评说是有点偏，但是去了店里觉得还行，不算太偏，那里也很热闹，特别是晚上，人气还是很高的。房间一般般，卫生间挺干净的。', '短评打分': 5}
{'短评内容': '酒店位置不错，交通便利。服务态度很好。下次还去，性价比真的很高。', '短评打分': 5}
{'短评内容': '早餐较差，其它还好。', '短评打分': 5}
{'短评内容': '其他的都无所谓！就是服务态度不怎么好，要条被子没有，订的房间中途还给我转移了', '短评打分': 3}
{'短评内容': '价钱实惠，住的还可以，不错不错，值得推荐', '短评打分': 3}
{'短评内容': '不错，就是没饮水机', '短评打分': 5}
{'短评内容': '总体来说还是很不错的，如果下次来我还会入住', '短评打分': 5}
{'短评内容': '酒店位置很偏，环境很差，但房间里还可以…亮点是有电脑可以上网', '短评打分': 5}
{'短评内容': '在世博这个时候能有不到200的房间已经不错了，没得挑剔了', '短评打分': 5}
{'短评内容': '卫浴设施不好，酒店的一次性拖鞋不是防滑的，洗澡湿了以后很容易摔跤，希望酒店以后能有所改变', '短评打分': 5}
{'短评内容': '洗澡水不热是唯一让我不满意的地方。价格有点贵，可能是世博的原因没办法。', '短评打分': 1}
{'短评内容': '感觉不错,', '短评打分': 5}
{'短评内容': '不错，房子挺大的，很干净，设施还可以，实惠。。。。。。。', '短评打分': 5}
{'短评内容': '房间很大，周围购物也挺方便，就是隔音效果不是很好，总的来说 住的很舒服', '短评打分': 3}
{'短评内容': '除了隔音 其他都完美了，在世博期间这家真的很便宜了 条件跟汉庭差不多啦', '短评打分': 3}
{'短评内容': '真的很不错  有地毯 提供免费的矿泉水 床也很好 值得一去', '短评打分': 5}
{'短评内容': '卫生条件很好，设施较全，服务态度也好，只是隔音效果差了点，总体感觉不错，下次还会选择该酒店的。', '短评打分': 5}
{'短评内容': '隔音效果比较差，别的都还不错，但是和别的经济酒店相比还是有点差别的，也许是距离市区远的原因吧', '短评打分': 5}
{'短评内容': '格林豪泰不错', '短评打分': 5}
{'短评内容': '适合商务出差人,房间的洗衣机适用懒得洗衣服的人', '短评打分': 5}
{'短评内容': '世博期间太贵了。\r\n房间很大，服务也不错。\r\n没窗户室内空气不太好。', '短评打分': 1}
{'短评内容': '在世博期间能住在这里就非常好了，房间干净、舒适。', '短评打分': 5}
{'短评内容': '整体服务不错，可惜没有电脑，周围各种小店挺多，比较方便，总体性价比较高', '短评打分': 5}
{'短评内容': '\n已到旅馆,旅馆还行,就是隔音有点差', '短评打分': 5}
{'短评内容': '服务态度太差了&#183;&#183;说了不打扫房间还每天都打扫&#183;&#183;&#183;地方太偏&#183;&#183;就是比较安静比较新&#183;&#183;总的来说还可以&#183;&#183;', '短评打分': 5}
{'短评内容': '位置有点远，不过价格便宜', '短评打分': 1}
{'短评内容': '隔音效果很不好 ， 老是听见对讲机在吵 ， 其余的环境 ，服务 ，设施都很好 。', '短评打分': 5}
{'短评内容': '总体不错，还行吧！', '短评打分': 5}
{'短评内容': '酒店位置范围远了点，不过蛮安静的！环境不错，服务业很不错！', '短评打分': 5}
{'短评内容': '位置有点远。。。然酒店设施服务都不错', '短评打分': 5}
{'短评内容': '挺不错的 就是隔音差了点 床很大', '短评打分': 5}
{'短评内容': '就是早晨收拾其他的房间的工作人员声音太大太吵闹了！！！！', '短评打分': 5}
{'短评内容': '刚到酒店办理入住时候，门口几个女的无所事事一直盯着我们看，看的心理都很毛，从打算睡觉开始，一直听到厕所有水声，滴滴滴的，我半夜受不了特地起来看的，就是不知道哪滴的，只知道是厕所里的，电视机很模糊，看不清。附近吃的东西味道真不咋。早上想吃酒店的早餐，那里连个服务员都没，剩下的几个盘子都是黏黏的。不是我想把该酒店批评的一无是处，实话实说，还没其他连锁酒店好。', '短评打分': 1}
{'短评内容': '蛮好的 值得考虑的一家店', '短评打分': 5}
{'短评内容': '服务不错 房间性价比高 就是距离远了些', '短评打分': 3}
{'短评内容': '很远。。。', '短评打分': 5}
{'短评内容': '有种酒店叫做格林豪泰...', '短评打分': 5}
{'短评内容': '要是能再便宜点就好了，毕竟比较偏嘛', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '附近饭店比较多，饿了到处都可以吃到东西，就是酒点服务态度不怎么好，多要一条被子也没有，晚上住的房间，没通知就被挪房了', '短评打分': 5}
{'短评内容': '性价比很高', '短评打分': 5}
{'短评内容': '所住过最差的格林豪泰！！！！', '短评打分': 1}
{'短评内容': '性价比很好，环境很好，去佘山玩很方便', '短评打分': 5}
{'短评内容': '交通便利,服务周到,卫生较好...', '短评打分': 5}
{'短评内容': '酒店服务等不错,就是有点远', '短评打分': 3}
{'短评内容': '交通还是不便利的，坐地铁耗时多，累', '短评打分': 5}
{'短评内容': '地方稍微离市区远了一点，其他还好', '短评打分': 5}
{'短评内容': '酒店还可以,就是离虹桥机场有点远', '短评打分': 5}
{'短评内容': '整体设施和性价比不错，房间问题也及时得到解决！！！', '短评打分': 3}
{'短评内容': '整体设施和性价比不错，房间问题也及时得到解决！！！', '短评打分': 5}
{'短评内容': '很好，硬件OK！房间大！', '短评打分': 5}
{'短评内容': '太远了', '短评打分': 5}
{'短评内容': '就是地理位置太远了。。离地铁有段距离。。。', '短评打分': 5}
{'短评内容': '酒店一般情况还可以。就是有个酒店和格林豪泰拼一块，电梯坐了个来回。', '短评打分': 5}
{'短评内容': '房间空间太小了。不值这个价钱。。', '短评打分': 1}
{'短评内容': '酒店很吵，晚上12点过了还很吵，早上7点不到就很吵，服务员的对讲机声音大的很！', '短评打分': 1}
{'短评内容': '酒店的服务员态度有点不太好 \r\n虽然坐落的地点比较偏僻 但周围是松江的美食街 一到晚上却别有一番味道 让人感觉很温馨 也冲淡了对其偏僻的不满意\r\n酒店的卫生、设施都是经济型酒店中较好的 比较喜欢', '短评打分': 5}
{'短评内容': '还是不错的，床特别大，做起来很爽', '短评打分': 5}
{'短评内容': '卫生不怎么样', '短评打分': 5}
{'短评内容': '性价比真的高,安排的房间位置也好', '短评打分': 5}
{'短评内容': '其他都还不错,就是没有窗....', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 5}
{'短评内容': '地理位置很不好。\r\n\r\n但是价格、卫生、服务、舒适度还挺好的。', '短评打分': 1}
{'短评内容': '服务还可以，周边吃饭方便，唯一的一点就是太远了，到市区很不方便！\r\n\r\n我下火车到这里走迷失了，最后打的到酒店', '短评打分': 5}
{'短评内容': '吃饭方便 价格可以', '短评打分': 3}
{'短评内容': '吃饭满方便的', '短评打分': 3}
{'短评内容': '吃东西容易 , 22路 可以到 ..还可以呢', '短评打分': 5}
{'短评内容': '房间很大，很舒服！最惊奇的是房间里摆有电脑可以上网。另外此宾馆优点是地处美食街，就餐相当方便。去方塔公园及醉白池公园也相当方便。缺点是房间隔音太差，晨起时易被吵醒。宾馆内的酒楼价格有点小贵，建议不去。中午离店时结账时间太慢，等了30分钟，只有一个服务员。此宾馆性价比较高，值得推荐，特别适合自驾车朋友。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '房间很大，很舒服！\r\n但是离店结账时间太慢，等了30分钟，只有一个服务员.\r\n而且刷卡还不能刷，需要银行扣款再返还！', '短评打分': 5}
{'短评内容': '屋子挺大，收拾的比较规则，最便宜的房间没有窗户，屋子里有味道。远，交通还算方便，坐22路十多站到地铁松江站，再坐一个小时可以到市区的徐汇，南京路。', '短评打分': 3}
{'短评内容': '不是一般的远啊，坐公交十站左右到地铁，再坐一个小时左右地铁到市区。', '短评打分': 1}
{'短评内容': '挺好的 价位值 离地铁比较近。', '短评打分': 5}
{'短评内容': '地点佳，距离九号线搭乘22路线，一块钱即可抵达！', '短评打分': 5}
{'短评内容': '如果说是要去玩上海的，那就没必要挑这么远的酒店了，但是如果打算玩的是松江，那么这里是很好的选择。因为从这里到上海的市中心，可要花上很长时间。\r\n', '短评打分': 1}
{'短评内容': '在老城区，周边很多商业服务，用餐很方便。订的是豪华大床房，房间偏小，有点霉味。前台服务一般，对信用卡担保的房间还找麻烦。', '短评打分': 1}
{'短评内容': '赶上世博会的热潮，所以不得不选择了这个离办事地点比较远的酒店。不过环境服务都还不错，赞一个！', '短评打分': 5}
{'短评内容': '吃的地方很多，适合', '短评打分': 5}
{'短评内容': '去的时候电梯一打开全是白色地毯，吓了一跳。', '短评打分': 5}
{'短评内容': '还不错，松江22路直接可以到地铁站，还有IPTV看，网速也快', '短评打分': 5}
{'短评内容': '服务很好，就是隔音不大好，早上人家起床很吵。', '短评打分': 5}
{'短评内容': '好、好、好。', '短评打分': 5}
{'短评内容': '前台态度蛮好，环境也听安静的。', '短评打分': 5}
{'短评内容': '这家酒店我一直在住，感觉性价比挺好的，值得推荐\n', '短评打分': 3}
{'短评内容': '房间的卫生和设施方面都很不错,住着很舒适,位置也很好,周围交通和吃饭都很方便,但就是离市中心有点远,出去玩不是太方便,另外就是前台办理的有点慢.', '短评打分': 3}
{'短评内容': '酒店位置在美食街上，吃东西的确是比较方便的。但就是离地铁比较远，如果有私家车的话旧更好', '短评打分': 5}
{'短评内容': '整体来说是一般般，唯一优点是吃东西方便', '短评打分': 1}
{'短评内容': '非常好 ', '短评打分': 5}
{'短评内容': '很舒服', '短评打分': 5}
{'短评内容': '酒店很干净舒服,价格也很便宜.', '短评打分': 5}
{'短评内容': '早点服务员答非所问，口齿不清。\r\n\r\n其他服务尚好。', '短评打分': 5}
