{'短评内容': '好好好好好好好好好吧', '短评打分': 5}
{'短评内容': '房间还是不错的 服务也很好 \n交通比较方便 上次就住的这里 \n而且地处于中心地带 我觉得还是不错的\n酒店搞错了名字 不过最后还是更正了 呵呵\n\n', '短评打分': 5}
{'短评内容': '房间还是不错的 服务也很好 \n交通比较方便 上次就住的这里 \n而且地处于中心地带 我觉得还是不错的\n酒店搞错了名字 不过最后还是更正了 呵呵', '短评打分': 5}
{'短评内容': '酒店交通方便，环境好。酒店服务一般，房间比较大干净舒适，酒店装修还比较新，按四星酒店的标准还差一些，但价格合理，我每次到南宁都住正在此酒店。酒店餐厅早餐还可以，中晚餐餐厅客人很少，服务也差，不建议在酒店内就餐。', '短评打分': 5}
{'短评内容': '住了很多次了，感觉大堂越来越拥挤，价格也升了。', '短评打分': 5}
{'短评内容': '房间地理位置很好，但设施陈旧，且没有冰箱。', '短评打分': 1}
{'短评内容': '酒店挺好的，很干净，服务也很好。早饭也挺好的。', '短评打分': 5}
{'短评内容': '酒店属于经济型，地理位置极佳，适合旅游者入住。', '短评打分': 5}
{'短评内容': '地理位置好，环境也好，性价比高，下次去南宁还会入住。', '短评打分': 5}
{'短评内容': '酒店的早餐是外包给50米外的快餐厅，让我们感觉到极不方便；有一天遇上下雨就更不用说了。', '短评打分': 1}
{'短评内容': '挺好的！挺好的！挺好的！挺好的！挺好的！挺好的！', '短评打分': 5}
{'短评内容': '就在民航大巴站的马路斜对面，只是最近的地下通道在装修，所以没有找到近路。房间的设施稍微有些陈旧，但是服务员非常勤快，只要客人一离开房间就来整理房间。自助早餐味道还算不错，就是收的有点早，说是到10:30可是还没有到10:00就没有什么吃的了，服务员还催问还吃什么。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': 'good', '短评打分': 3}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '该酒店地理位置极佳，客房楼层较高，可以俯瞰整个五象广场夜景，马路对面就是南宁百货和人人乐超市。', '短评打分': 5}
{'短评内容': '位置方便！位置方便！位置方便！位置方便！位置方便！位置方便！位置方便！', '短评打分': 5}
{'短评内容': '酒店只能算三星级，房间无浴袍无冰柜，陈设老旧，与想象差距大。', '短评打分': 3}
{'短评内容': '环境可以，早餐不错，地理位置也还可以，交通比较便捷', '短评打分': 5}
{'短评内容': '哈哈，推荐哦！挺好的酒店！挺好的酒店！挺好的酒店！', '短评打分': 5}
{'短评内容': '挺好的酒店！挺好的酒店！挺好的酒店！挺好的酒店！挺好的酒店！', '短评打分': 5}
{'短评内容': '眼镜落在酒店房间，给前台打电话找寻，至今没有任何回复，哪里像星级酒店！', '短评打分': 1}
{'短评内容': '因为住的比较舒服，所以多住了一天。下次还会住这儿！', '短评打分': 5}
{'短评内容': '非常不错的酒店，窗外就是广场，隔音、床、房间大小都比较好。', '短评打分': 5}
{'短评内容': '这家酒店性价比很高，交通方便，设施齐全，我在南宁一定住在这里', '短评打分': 5}
{'短评内容': '挺好！位置好，交通方便，景色也不错！哈哈 ', '短评打分': 5}
{'短评内容': 'hao !hao !hao !hao !hao !hao !hao !', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '地理位置好！舒适！地理位置好！舒适！地理位置好！舒适！', '短评打分': 5}
{'短评内容': '酒店还不错，下次会向朋友推荐的，价格也比较合理，卫生条件也是不错，地理位置很好', '短评打分': 5}
{'短评内容': '酒店地段好,性价比高', '短评打分': 3}
{'短评内容': '环境还可以，相对于其他的四星级酒店来讲的话，服务和环境还是差了点。性价比不是很高。', '短评打分': 5}
{'短评内容': '交通方便，机场大巴就在酒店门口，附近就是商场、酒店，方便！', '短评打分': 5}
{'短评内容': '位置便利，对面就有机场巴士，还不错', '短评打分': 3}
{'短评内容': '挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的！', '短评打分': 5}
{'短评内容': '显然不够四星级别，主要是服务方面。不过早餐还不错，加油吧。', '短评打分': 1}
{'短评内容': '位置好方便,价格适中。', '短评打分': 3}
{'短评内容': '此酒店还挺好住价格合理仔南宁的五象广场对面，交通方便。', '短评打分': 5}
{'短评内容': '位于五象广场，交通方便；房间还比较宽敞，有两张沙发比较舒适；虽然有点旧，推荐入住！早餐品种少，能改进更好!性价比不错。', '短评打分': 5}
{'短评内容': '已经是第二次入住该酒店\n酒店地理位置优越，位于五象广场，交通便利，去机场车场都方便\n酒店设施一般，房间偏小，价格偏高，不过文件气息很重', '短评打分': 5}
{'短评内容': '环境还不错，早餐有改进的必要。', '短评打分': 3}
{'短评内容': '不错的酒店   房间环境挺好的，早餐品种少了些。。', '短评打分': 5}
{'短评内容': '房间很大，也蛮干净，住得很舒服。早餐也还不错，下次还入住这里。', '短评打分': 5}
{'短评内容': '南宁凯宾皇冠大酒店 条件可以吧！下次考虑!', '短评打分': 5}
{'短评内容': '张晓俊苏国兰入住1405,1406两间房间', '短评打分': 3}
{'短评内容': '位置好，就是旧了点~~~~~~~~~~~~~~·', '短评打分': 5}
{'短评内容': '地理位置不错，就在五象广场对面，名族大道旁边，交通还可以。可是服务根本没有达到4星标准。因为要赶早班飞机，问前台订出租车，居然要我打114查询，我晕。后来还是一位服务小姐说她认识开车的朋友，帮我打电话订的车。本来房费含双早，赶早班飞机来不及吃自助早餐，问可否要求宾馆打包2份早餐我们带到机场，前台小姐冷冰冰的回复说餐厅要早上6点半才开门，本宾馆不提供早餐打包服务。我们刚从越南旅游归来，在越南住了4-', '短评打分': 1}
{'短评内容': '价格有点偏高；早餐花样少，味道一般；走道有霉味。', '短评打分': 5}
{'短评内容': '交通方便，早餐一般，希望增加花样，走道地毯霉味明显。', '短评打分': 5}
{'短评内容': '酒店环境比较差，特别是控制系统，太难用了，唯一的优点就是位置不错，三星级的宾馆，四星级的收费，不划算', '短评打分': 1}
{'短评内容': '非常好的一家酒店。', '短评打分': 3}
{'短评内容': '大冷天的竟然没有暖气，\n服务还可以，\n出去打车不方便\n', '短评打分': 1}
{'短评内容': '酒店地处五象广场，景观好，购物和出行都很方便。房间宽敞、干净、舒适，尤其是自助早餐很好，品种丰富。我每次到南宁都住这里。', '短评打分': 5}
{'短评内容': '周边环境较安静，空调不是很暖和，服务一般', '短评打分': 5}
{'短评内容': '优点：地处五象广场，出门办事比较方便。\n缺点：停车位不够，停车不方便；\n\u3000\u3000\u3000房间的网线不够长，用笔记本上网，要在一张小茶几放电脑，很不方便。\n', '短评打分': 5}
{'短评内容': '房间挺大，就没光线。', '短评打分': 3}
{'短评内容': '很差!没有四星标准!', '短评打分': 3}
{'短评内容': '还蛮好的，交通方便，不吵。要是地毯的霉气少点就更棒了！', '短评打分': 5}
{'短评内容': '酒店位置不错，旁边就有去机场的大巴\n酒店内部装修有点偏旧，早餐简单\n价格偏高，配置偏低，不知道怎么评上的四星', '短评打分': 5}
{'短评内容': '酒店位置不错，旁边就有去机场的大巴，离五象广场很近，购物也方便，附近有个人人乐超市\n酒店内部装修有点偏旧，早餐比较简单，不过文化气息很重，餐厅就拍卖字画，而且酒店内到处都是字画\n楼下就是南宁书城\n价格偏高', '短评打分': 5}
{'短评内容': '交通便利，离五象广场非常近。去琅东汽车站很方便。', '短评打分': 5}
{'短评内容': '十1226房', '短评打分': 3}
{'短评内容': '还可以，就是没有免费矿泉水和浴袍有点遗憾', '短评打分': 5}
{'短评内容': '对这个所谓的四星级酒店比较失望。房间设施陈旧，淋浴喷头水非常小，还不能调。大床还可以，很舒服。酒店大门不对民族大道，坐在车里看不到酒店名称，找了好远，调头后才看到酒店。总之以后不会选它。', '短评打分': 1}
{'短评内容': '南宁凯宾皇冠酒店设施配备一般,如房间内无冰箱、保险箱等。前台服务挺好的。', '短评打分': 3}
{'短评内容': '酒店太一般，设施相当陈旧。', '短评打分': 3}
{'短评内容': '位置很好,非常适合办公出差,交通方便,有机场大巴,干净舒适,价格稍贵', '短评打分': 5}
{'短评内容': '位置不错，但酒店环境一般，房间电器控制很难用，插头太少，酒店服务也响应较慢。', '短评打分': 1}
{'短评内容': '五象广场对面交通便利，购物方便。房间宽敞明亮，服务员态度还可以。下次再来。', '短评打分': 5}
{'短评内容': '酒店就在五象广场对面，绝对的商务中心。交通便利。房间干净整洁，下次再来住。', '短评打分': 5}
{'短评内容': '房间比较大，位置也不错，比较方便。就是房间里的控制开关感觉不大好用，另外早餐简陋了一些。', '短评打分': 5}
{'短评内容': '这个酒店位置不错，服务和设施也不错，是我南宁旅游首选', '短评打分': 5}
{'短评内容': '酒店比较老 地毯的异味非常重 \n酒店里设施也很一般\n', '短评打分': 5}
{'短评内容': '地理位置很好，就在五象广场的对面，办事、购物交通方便。', '短评打分': 5}
{'短评内容': '虽然挂着四星级，但觉得就2星级的水平。房价还可以接受。地段还行。', '短评打分': 5}
{'短评内容': '地址位置好，楼下就是机场大巴\r\n但是酒店设施很老。\r\n很大的异味。。非常难闻\r\n下次不会再住', '短评打分': 1}
{'短评内容': '五象广场对面，位置，环境好。只是餐厅服务很一般，做会务，包餐为主。', '短评打分': 5}
{'短评内容': ' 感觉还好，早餐不错。', '短评打分': 5}
{'短评内容': '位置相当理想,交通和办事都很方便,就是早餐样式少些,不过队的齐这个价格,大床也很舒服!', '短评打分': 5}
{'短评内容': '位置很好。房间干净。可以上网。房间比较小。这个价位在南宁来说，性价比不高。', '短评打分': 1}
{'短评内容': '房间不好', '短评打分': 5}
{'短评内容': '   豪华标间物超所值,只是15层以上的房间要换乘电梯,这点不是很方便.', '短评打分': 5}
{'短评内容': '房间一般', '短评打分': 5}
{'短评内容': '这酒店管理比较差，卫生也对不起四星级，也对不起这价格，而且由于在装修，到10层以上要转电梯，非常的不便，唯一好的是地理位置非常好，机场大巴就在门口', '短评打分': 1}
{'短评内容': '订得标准间，房间不算大，内饰也有些旧，不过地段很好，就在五象广场边上，周边还有很多饭店，吃好饭到周边的商场、广场转转还是很惬意的。总体感觉不错。', '短评打分': 5}
{'短评内容': '在五象广场旁边，一下机场大巴就可以住进去，比较方便。\r\n还不错', '短评打分': 5}
{'短评内容': '交通方便，卫生干净', '短评打分': 5}
{'短评内容': '总体感觉还行，交通挺方便，就是酒店的装修风格不是特别协调。', '短评打分': 5}
{'短评内容': '开通机场大巴了，交通比较方便，设施较旧，但还算安静。', '短评打分': 5}
{'短评内容': '酒店周边环境好，交通方便，房间设施配备还好，就是房间相对旧一些和小了一些，不过对得起这个价位！', '短评打分': 5}
{'短评内容': '好！', '短评打分': 3}
{'短评内容': '吃饭的菜色和茶点还不是太特色。', '短评打分': 3}
{'短评内容': '还是方便！', '短评打分': 5}
{'短评内容': '还好，价格很不错', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '周边环境很好，离南湖公园不远，晚上可以去散步，很不错，就是价格有点偏高。', '短评打分': 3}
{'短评内容': '酒店房间比较宽敞，卫生条件也可以，地理位置也不错。但服务态度一般，书桌旁边居然没有网线接口，电源插头也不够，插了电视就没法插电脑。空调调节也不好用。', '短评打分': 3}
{'短评内容': '酒店房间比较宽敞，卫生条件也可以，地理位置也不错。但服务态度一般，书桌旁边居然没有网线接口，电源插头也不够，插了电视就没法插电脑。空调调节也不好用。', '短评打分': 1}
{'短评内容': '太中心了，啥都不方便', '短评打分': 1}
{'短评内容': '正对五象广场，交通很方便，老总们很满意。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '床不舒服', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '位置方便，夜景色好！', '短评打分': 3}
{'短评内容': '酒店地处很繁华的地方，出行还算方便。如果能延迟到2点退房就好了。', '短评打分': 3}
{'短评内容': '条件不错。不过把我的订单搞错了，有点遗憾。', '短评打分': 5}
{'短评内容': '性价比一流，很值的住', '短评打分': 5}
{'短评内容': '大堂不错', '短评打分': 3}
{'短评内容': '就是位置特方便。', '短评打分': 5}
{'短评内容': '性价比可以。服务人员态度也不错，四星嘛稍微勉强了点', '短评打分': 3}
{'短评内容': '性价比可以。服务人员态度也不错，四星嘛稍微勉强了点', '短评打分': 5}
{'短评内容': '酒店周边环境不错靠近五象广场，卫生也可，设施一般', '短评打分': 5}
{'短评内容': '还可以，只是住在七楼，跟桑拿中心在一起，有点怪怪的感觉，有点吵，晚上二点之前想睡着比较困难。', '短评打分': 5}
{'短评内容': '还行，便宜。', '短评打分': 1}
{'短评内容': '紧靠五象广场商业区，交通方便；房间干净设施好；服务不错。唯一不足的是门前没地方停车。', '短评打分': 5}
{'短评内容': '都满不错的酒店', '短评打分': 5}
{'短评内容': '位置很好，正对着五象广场、商务中心，交通很方便。', '短评打分': 5}
{'短评内容': '位置好，就是餐饮有待提高多样性。', '短评打分': 5}
{'短评内容': '性价比好', '短评打分': 5}
{'短评内容': '酒店的服务可以的，设施比价陈旧了，卫生还可以的，酒店的位置不错的，', '短评打分': 5}
{'短评内容': '    我于2010年2月8—10日在该酒店住了两个晚上，情况是：\r\n    一、大堂比较乱，进了大堂左右两边都是商场的柜台，对面总台只占了一半的长度，另一半也是商品柜台，所以一进这家酒店，感觉是进了一家大卖场或是旅游商品店。\r\n    二、8日晚上洗澡时，发现淋浴的花洒与软管连接处严重漏水，起码是一半的水从花洒的把底漏出来，花洒出水极少，只得草草洗完。第二天告诉总台，上午修复，当晚再洗就好了。从', '短评打分': 1}
{'短评内容': 'if you miss your dinner, you can have night snacks at the lobby resturant before you go to bed .i like it!', '短评打分': 5}
{'短评内容': '冬季没有暖空调', '短评打分': 5}
{'短评内容': '很好，性价比很高', '短评打分': 5}
{'短评内容': '酒店大门太过隐蔽，生客很难找到，但离南宁书城一墙之隔，让人顿感便捷，出门又有五象广场，购物很方便，性价比也不错，是到琅东出差、旅游的好选择。', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 5}
{'短评内容': '服务好   环境不错', '短评打分': 5}
{'短评内容': '酒店比较旧，大堂到酒店超级麻烦。。', '短评打分': 1}
{'短评内容': '交通便利，购物方便，但房间设施老化', '短评打分': 5}
{'短评内容': '在南宁新区五象广场旁，位置很好，吃饭购物都很方便。\n房间较大，价格不贵，性价比高。\n卫生间不是太好，还有在房间内放有一专门的按摩床，感觉不好！', '短评打分': 5}
{'短评内容': '地理位置十分优越,卫生很一般服务到是不错,性价比还不错.', '短评打分': 3}
{'短评内容': '酒店的位置确实很不错，交通方便，设施也还算是可以的，不过他们的早餐竟然是冷的，和他们服务员说了以后竟然告诉我，没有蜡烛温着了，于是拿去厨房加热，十分钟后回来还是冷的。', '短评打分': 3}
{'短评内容': ' 很一般，性价比不高', '短评打分': 1}
