{'短评内容': '整体还不错，比较实惠', '短评打分': 4}
{'短评内容': '酒店还算干净，有不同类型房间，青年情侣可能更喜欢', '短评打分': 4}
{'短评内容': '酒店设施都挺好，就是稍微偏了点。但服务之类的都不错', '短评打分': 5}
{'短评内容': '酒店设施不错，服务也好', '短评打分': 5}
{'短评内容': '北京的酒店一般都很贵，这个388元算不错的了。而且距离我们的目的地——国家自然科学基金委相当近啊，走几步就到了。唯一缺点是没窗。', '短评打分': 5}
{'短评内容': '房间比较干净，隔音效果一般，位置不太好找诶~', '短评打分': 5}
{'短评内容': '挺干净，挺舒服，不过通风不是很好，晚上也不是很安静，地理位置有点偏，行李没太多地儿放，只能放地上。大体还算满意吧。', '短评打分': 5}
{'短评内容': '装修和设施都很整洁，我住的房间是有天窗的。不足的是我的房间马桶时好时坏。', '短评打分': 5}
{'短评内容': '不错，虽然简单但是很舒适', '短评打分': 3}
{'短评内容': '价格算合理 房间跟走廊虽然都很浪漫温馨 但是硬件还是不行 跟星际酒店比可能还要差一些 比如冰箱 拖鞋都不是一次性的 梳子竟然只有一把 其他的都还可以吧 建议电视可以多加一根线可以链接电脑', '短评打分': 1}
{'短评内容': '考研的时候住的这家，初试复试来过两次了，很不错，推荐!', '短评打分': 5}
{'短评内容': '环境很干净，舒适，布局也好，一楼的自助餐也很好，不足之一就是隔音稍微差点，但也不影响休息。', '短评打分': 3}
{'短评内容': '不错，很宽敞…', '短评打分': 3}
{'短评内容': 'too small and walls too thin. very noisy', '短评打分': 1}
{'短评内容': '，第一天入住就出了差错，说没有房间了，后来还是帮着我们调出了一间房，价格比预订的要高，这点不是很满意，服务态度还算可以吧，总体上来说基本满意。', '短评打分': 3}
{'短评内容': '酒店环境不错，挺干净的，晚上也不吵。', '短评打分': 3}
{'短评内容': '很一般的经济型酒店，适合学生住，新装修的显得干净点，没有其他优点了。性价比不是很好', '短评打分': 3}
{'短评内容': '房间狭小，只容得下一个人转身，说是有窗户，打开就是墙，房间非常不隔音，这种档次，价格太贵了，不会再去住了。', '短评打分': 1}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '性价比蛮高的，周边都是大学，离清华非常近，房间也很干净，还是很推荐的。', '短评打分': 5}
{'短评内容': '房屋装饰新颖', '短评打分': 3}
{'短评内容': '没有图片看上去那么好，订的风尚大床房，屋子很小，整体风格跟其它的快捷酒店没什么区别，一点都没体现出概念酒店的特色。', '短评打分': 3}
{'短评内容': '电话是坏的，网络也不太稳定，其他还好，挺有特色', '短评打分': 3}
{'短评内容': '服务态度好~打扫房间的速度快~位置也挺不错的 休息时候环境安静XD', '短评打分': 5}
{'短评内容': '不错，性价比高，设施多是宜家的！挺喜欢~交通也还方便', '短评打分': 5}
{'短评内容': '觉得很不错，虽然无窗，但是很干净，也没有霉味。很好！', '短评打分': 5}
{'短评内容': '还行 就是周边环境差了点 而且 我的那个房间 的开窗很淡疼 把窗子一打开发现是一堵墙 这我就郁闷了', '短评打分': 3}
{'短评内容': '床很舒服。。。就是交通不太方便，从中关村过去坐466。', '短评打分': 5}
{'短评内容': '＋房间蛮好，很亮堂干净的感觉，前台服务态度也很好，就是离地铁站有点远', '短评打分': 3}
{'短评内容': '朋友住了 说还不错 位置不错 坏境也可以 态度很好 办理提前入住', '短评打分': 5}
{'短评内容': '就是房间不隔音，其它还不错，比较干净，设计有特点', '短评打分': 5}
{'短评内容': '酒店挺干净的，很安静，服务也不错，就是隔音效果一般，值得去', '短评打分': 5}
{'短评内容': '挺好的，就是有点偏', '短评打分': 3}
{'短评内容': '很不错，很方便，服务态度比较好，房间设计好看。无窗的房间比较潮。', '短评打分': 5}
{'短评内容': '其实一共住了四晚上，周边环境蛮安静的，选的是风尚大床房型，房间布置装修之类的都很好，跟酒店提供照片一致，酒店是新装修的，风格很适合年轻人哈，每一间房间都有不一样的款，另外酒店服务人员很好很热情', '短评打分': 5}
{'短评内容': '房间不错,很干净。', '短评打分': 3}
{'短评内容': '酒店很干净，房间也很温馨有创意，牙膏是中华的，比一般酒店要舒服。网络用起来不是最方便。很适合刷夜。', '短评打分': 5}
{'短评内容': '酒店环境卫生还可以，有无线网络，很方便，要走一段距离才有地方购买东西', '短评打分': 5}
{'短评内容': '住了3天了，感觉还不错吧。先说缺点：1、房间有些旧，墙壁个别地方掉漆了2、手机信号极差，可能是特价房没窗户原因3、房间有些潮，有一点霉味4、电视频道太少（虽说是液晶电视）\n优点：装修挺时尚，各种设施很齐全，生活用品每天更换得很勤，价钱确实够便宜，在这个地理位置这个价位住这样的环境挺不错的了。\n总之，还是推荐大家来住', '短评打分': 5}
{'短评内容': '酒店设计独特,内有空调,环境很不错.', '短评打分': 3}
{'短评内容': '酒店服务很不错，打扫卫生也很及时。热水也很方便！唯一的缺点就是无窗的房间有点潮，衣服都晾不干。', '短评打分': 3}
{'短评内容': '环境不错，就是地方比较偏，出门不方便。。。。。。。。。。', '短评打分': 5}
{'短评内容': '在这个地方这个价格很不错了，服务的态度很好，无窗的房间是有点没日没夜的感觉', '短评打分': 5}
{'短评内容': '入住，改为风尚标准房', '短评打分': 3}
{'短评内容': '酒店感觉性价比很高。感觉房间很温馨。', '短评打分': 3}
{'短评内容': '酒店没有热水，这一点就够不够格的了。\n\n别的装修啥都一般，地段就是离清华东门比较近，步行15分钟吧。\n\n网没用过。', '短评打分': 1}
{'短评内容': '餐厅在装修，总体来说不错，房间小店，并且窗户根本啥也看不到，看到的就是一堵墙', '短评打分': 5}
{'短评内容': '环境不错，隔音效果不好，网速有点慢。去得时候好像正在装修有点吵---', '短评打分': 5}
{'短评内容': '环境还不错，房间不是很大，隔音效果不好，网络很慢---', '短评打分': 1}
{'短评内容': '感觉像是山寨版的桔子酒店吧，服务员服务一般，没有桔子那么热情。酒店还是很干净的，住着也挺舒服，唯一不放心的就是那拖鞋，不是一次性的。总体感觉还行吧。', '短评打分': 5}
{'短评内容': '挺好的~房子比较漂亮。。。床也很舒服。。', '短评打分': 5}
{'短评内容': '就在国基金委隔壁，去基金委办事挺方便。房间有点儿小，不过挺干净的，还可以，推荐', '短评打分': 5}
{'短评内容': '感觉还行，就是隔音不好，前台看起来倒是挺正规的。', '短评打分': 1}
{'短评内容': '酒店整体环境不错，只是周围购物不是非常方便，服务很好。', '短评打分': 3}
{'短评内容': '原本定的是特价大床房，知道没有窗户，但是到那里一看，发现整个墙都是红色的，特别压抑，所以就换了一个房间，有窗户的大床房，他们称之为“精品大床房”，价格248，感觉还行，价格略贵了些，228或218可能合适点。', '短评打分': 5}
{'短评内容': '环境不错，屋里挺热。', '短评打分': 3}
{'短评内容': '服务还可以，房间比较干净，就是大床房没有窗户，只有一个天窗。一个人住可以。两个人住空间有点小。性价比还可以。', '短评打分': 3}
{'短评内容': '可爱 别致 温馨 服务很好 没有窗户的房间比较闷  但是 很可爱 很喜欢 ', '短评打分': 5}
{'短评内容': '还不错，推荐大家入住，下次还是会考虑住这里的。', '短评打分': 5}
{'短评内容': '酒店不错哦，住的很开心酒店不错哦，住的很开心酒店不错哦，住的很开心', '短评打分': 5}
{'短评内容': '有特色，年轻人住非常好！我住的单人间空间虽小，但五脏俱全。', '短评打分': 5}
{'短评内容': '一般吧，去周围大学近，没有餐饮，小卖部不挂账还很贵', '短评打分': 1}
{'短评内容': '酒店还算不错，比较干净…但是卫生间很小，淋浴蓬头很不好用…总体来说能给80分…', '短评打分': 3}
{'短评内容': '蛮干净', '短评打分': 3}
{'短评内容': '我是19号晚上入住的，入住两晚，选择房间是迷你单人间，环境真的很不错，在清华同方科技广场附近，推荐大家入住。下次再去海淀附近还会选择这家酒店，客服服务态度也很好的。', '短评打分': 5}
{'短评内容': '整体感觉很不错。实际住宿的房间与图片比较接近。', '短评打分': 5}
{'短评内容': '帮朋友订的，很适合北林、清华等周边的人...', '短评打分': 5}
{'短评内容': '酒店不错就是有点远..................................................................................................................', '短评打分': 5}
{'短评内容': '酒店装修挺有新意的，客房面积稍小，有人说过的火车噪音问题其实并不严重', '短评打分': 5}
{'短评内容': '还不错，比我想象中的好\n服务态度也不错\n就是里地铁口远一点', '短评打分': 5}
{'短评内容': '其它都还不错，主要是价格便宜，但是隔音太差了', '短评打分': 5}
{'短评内容': '进屋一股霉味，卫生间有小虫子，没有窗户，睡了一宿嗓子很难受。', '短评打分': 1}
{'短评内容': '交通便捷，舒适实惠。服务很好，高效率的。推荐入住', '短评打分': 5}
{'短评内容': ' 整体感觉不错，第二次入住。唯一缺点就是周围没有餐饮场所', '短评打分': 3}
{'短评内容': '地理位置还行，离五道口很近，酒店大厅看着还可以，但是房间比较陈旧，墙皮都掉了，浴室是玻璃房，隔音不好，晚上总能听到滴水声音，感觉性价比不高。', '短评打分': 1}
{'短评内容': '这个酒店比较新，服务不错，房间和被褥都很干净，但是隔音需要改进，我是考研的时候住的，隔壁MM的背书声音我都可以听得一清二楚，呵呵。', '短评打分': 5}
{'短评内容': '酒店很整洁', '短评打分': 3}
{'短评内容': '整体还行，就是没窗户。', '短评打分': 3}
{'短评内容': '酒店位置挺好找，不过味道有点大。房间有点小。', '短评打分': 5}
{'短评内容': '离林大还是很近的~走路10分钟的样子吧，主要是价位不错~房间也很干净~', '短评打分': 5}
{'短评内容': '据朋友说环境不错，就是路偏点，清华科技园走起来半小时左右，装饰确实蛮有概念', '短评打分': 5}
{'短评内容': '地理位置还行，离五道口地铁站不远，旁边就是一个假日酒店，对比鲜明啊……\n总的来说，硬件设施性价比还成，软件设施就差远了……\n热水温度不稳定，每天都有很多装修的，天不亮就开工，断电断网……服务也很一般\n至少这地方不适合现在入住，也许过一段装修好了还差不多吧', '短评打分': 1}
{'短评内容': '暖气有点热 不开空调睡不着 其他还不错 看着挺干净整洁的', '短评打分': 5}
{'短评内容': '房间不错，地方也挺好找的，暖气很足，虽然房间挺小', '短评打分': 5}
{'短评内容': '酒店干净卫生，价格实惠，而且比较安静，服务也好，性价比非常高，如果有早餐就更好了，下次入住还来', '短评打分': 5}
{'短评内容': '暖气给力，比较安静。。。交通也不错。。。。。。。。', '短评打分': 5}
{'短评内容': '房间很干净，特别舒适，很舒服~很温暖。装修很有特色~', '短评打分': 5}
{'短评内容': '环境还行，隔音比较差，半夜听到各种声音，早上还有电钻...', '短评打分': 5}
{'短评内容': '酒店很好，物美价廉，下次还会来', '短评打分': 3}
{'短评内容': '环境很好，时尚干净，就是交通不变。', '短评打分': 3}
{'短评内容': '挺不错的，干净，而且晚上安静，要是餐厅赶紧装修好就好了', '短评打分': 5}
{'短评内容': '距离清华东门步行15分钟以内，环境比较温馨，干净舒适', '短评打分': 5}
{'短评内容': '推荐！酒店很干净，离北林很近，步行至五道口15分钟，公交方便，各方面都很好。', '短评打分': 5}
{'短评内容': 'good...small but cosy', '短评打分': 3}
{'短评内容': '房间挺好的，我住的是风尚大床房。在5楼，楼顶没噪音了。每个房间的装修都不一样。', '短评打分': 5}
{'短评内容': '网站上看到的图片还可以，但那是骗人的，除了便宜之外没别的好处，宾馆里味道很重，房间里也是，设施一般，而且居然因为什么装修改造从早到晚吵了一天，根本没休息好，建议除了图便宜不要住', '短评打分': 1}
{'短评内容': '不错的，很安静。。宁静的酒店。。我很喜欢', '短评打分': 5}
{'短评内容': '服务很好，每天都有人打扫，装饰比较时尚，就是屋内空间较小，我住的是188元一天的房间，抽水马桶应该检修一下。', '短评打分': 5}
{'短评内容': '还是挺干净的离清华也不远', '短评打分': 3}
{'短评内容': '干净，清洁，就是房间稍小，无窗户。', '短评打分': 3}
{'短评内容': '交通还算便利，服务也比较好。房间整体比较新，比较干净。', '短评打分': 5}
{'短评内容': '地点紧邻假日酒店,三和酒店的服务和卫生很好! 还会再来的.', '短评打分': 5}
{'短评内容': '房间跟图片上的一样，很有风格，很干净，就是比较难找，打车的话很多司机都不知道这条路', '短评打分': 5}
{'短评内容': '房间很干净，服务态度很好了，很有个性的一家酒店。就是位置有点偏', '短评打分': 5}
{'短评内容': '很干净整齐，服务也比较到位，还是不错的选择，内部装修比较独特，挺好的', '短评打分': 5}
{'短评内容': '不错，谢谢，地理位置不错，周边环境还好，吃住行比较方便', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '住三和已经很多次了，感觉都挺好的，特别是房间的设计给你一种挺舒服的感觉，而且离五道口不远，吃喝玩乐都比较方便；就是前面那条路车比较多而且比较乱，当心就好了啊 ', '短评打分': 5}
{'短评内容': '给外国朋友订的，他们说酒店环境很好，就是有点小。总体来说不错，值得推荐，离清华大学很近，下次去北京此店将会是首选。', '短评打分': 5}
{'短评内容': '挺干净的，价格合适，交通和周边环境有点问题。如果去清华的话还是比较方便的。主要看重这一点。下次还会主这家酒店', '短评打分': 5}
{'短评内容': '整体环境不错，在路边有大招牌，位置明显很好找，内部装修很有特色，适合情侣住宿，靠近五道口和清华大学，交通还算便利。不过隔音效果有点点问题，我住的时候早上有装修，有点影响休息，另外就是有些房间没有窗。不过整体来说性价比很高，值得推荐！', '短评打分': 5}
{'短评内容': '整体还不错，房间比较舒服，设施比较完善。就是最近几天装修，电梯不能使用，如果不是急用，建议朋友们过几天再来', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '性价比比较高，虽然房间小了点。我们网上订的房间到店后没了，换了好点的房间但没涨价，足见服务还是很不错的：）', '短评打分': 5}
{'短评内容': '大床果真没窗子，难受！能换。。。但是要加钱。。有些不值。应该事先就说好的，这样比较好！。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '旅馆基本设施条件具备,内部装修风格有点特色，只是要想享受好一点的商业服务或者乘坐地铁,需要走一段路.附近还有一个铁道口有时会拦住人。', '短评打分': 5}
{'短评内容': '干净安静', '短评打分': 3}
{'短评内容': '装修太吵了，5层还有点烂烂的感觉，房间里看起来不太干净，墙上很多划痕。不过价钱一般，不算贵。其他装修环境看起来还行吧。。。。', '短评打分': 1}
{'短评内容': '房间虽不大，但特干净，电器全是新的，卫生间也挺标准清洁．', '短评打分': 3}
{'短评内容': '酒店还算干净，也比较清静，就是乘地铁不太方便。', '短评打分': 5}
{'短评内容': '不好，地方不好找，但是价格很便宜，，，。。。。', '短评打分': 1}
{'短评内容': '不错，卫生间有点小。整体来讲还不错，电视要能有更多台就更好啦~', '短评打分': 5}
{'短评内容': '服务很好！\n对这么个房间，房价是挺便宜的！:)\n只是交通情况不太好，酒店前边常常堵车', '短评打分': 5}
{'短评内容': '价格合理，而且房间设计比较独特，非常干净，服务态度也相当好。下次去北京还要住三和概念！', '短评打分': 5}
{'短评内容': '酒店环境很好，装修不错，干净，服务好。下次还会选这里。', '短评打分': 3}
{'短评内容': '装修的很有意思，服务态度也好～满方便的，就是有的房间稍微有些吵，总得来说个人觉得性价比还是很不错的', '短评打分': 5}
{'短评内容': ' 还行', '短评打分': 3}
{'短评内容': '住的大床房，每晚188.酒店卫生比较好，屋子里没有味道。住宿比较舒适。楼下有餐厅，供应午饭和晚饭，味道还可以，但是没有早餐有些不便，价格稍贵。小卖部，东西非常贵，并且没有价签，不推荐。', '短评打分': 5}
{'短评内容': '性价比还可以。房间比较大，装修和清洁不错，离清华这些学校也比较近。但酒店四周环境不是很好，典型的城乡结合部，另外感觉服务不是太好。', '短评打分': 5}
{'短评内容': '外墙装修中，很破；内部建材廉价，导致细节粗糙；卫生不好，墙面污渍多，沙发表面有油渍，书桌下有安全套包装、卫生纸等废弃物；卫生间狭长，使用不方便，热水不稳定，除了极冷就是极热，不能调节。', '短评打分': 1}
{'短评内容': '入住条件还好', '短评打分': 3}
{'短评内容': '位置有点偏，但是性价比还可以，装修的简单干净\n', '短评打分': 5}
{'短评内容': '环境不赖，还可以。服务很周到，装饰比较潮流，房间设计很新潮。', '短评打分': 5}
{'短评内容': '优点是房间很干净，装修比较有个性，热水很好。缺点：周边环境差，打车不是很方便，距离地铁站走着要15分钟左右。', '短评打分': 5}
{'短评内容': '位置有点偏，其他还行，位置有点偏，其他还行，位置有点偏，其他还行，', '短评打分': 5}
{'短评内容': '很不错呢！非常值这个价！房间的环境很干净也很舒适~', '短评打分': 5}
{'短评内容': '酒店内部视觉设计还是不错的，前台服务态度不错，就是某些细节比如厕所瓷砖掉了几粒看起来有点旧', '短评打分': 3}
{'短评内容': '    房间很漂亮', '短评打分': 3}
{'短评内容': '去年新建的酒店，就是有点小！离五道口也就20分钟。', '短评打分': 5}
{'短评内容': '不错，装修的很个性，价格很便宜。应该住进来不会后悔', '短评打分': 5}
{'短评内容': '挺好的酒店，很干净，有无线和有线网络 很方便', '短评打分': 5}
{'短评内容': '不错，很好。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '挺好的，就是有点小。也有点可惜，去晚了，没来得及看各种风格', '短评打分': 5}
{'短评内容': '好；就是那个马桶坏了，一直漏水，还好我会修马桶，把阀门给关了，节约用水呀！', '短评打分': 5}
{'短评内容': '挺好的@', '短评打分': 3}
{'短评内容': '打车还算方便，位置较偏。周围装修很多，环境很差。里面装修很有特点，有点后现代感觉。房间舒适，性价比可以。可以推荐一下吧。', '短评打分': 5}
{'短评内容': '房间不错，设施比较新。空调特给力，五楼居然还有电动天窗。就是周边环境不太好。', '短评打分': 3}
{'短评内容': '挺不错的~', '短评打分': 3}
{'短评内容': '很好，很满意，干净又舒服', '短评打分': 3}
{'短评内容': '房间挺干净的，就是住的久，不知道怎么晾衣服', '短评打分': 5}
{'短评内容': '            服务比较好.', '短评打分': 3}
{'短评内容': '不错，到各个旅游点都很近，下次还去~~~', '短评打分': 5}
{'短评内容': '装修很现代，很有风格，我喜欢，下次还会去的，如果对老顾客有优惠就更好啦~~~', '短评打分': 5}
{'短评内容': '很干净，管理比较人性化，人很好，离高校很近，就是交通不是很好~~~下次还会去~~~', '短评打分': 5}
{'短评内容': '喜欢这家酒店，各种喜欢，房间设计很有情调，美中不足就是邻楼太破', '短评打分': 5}
{'短评内容': '这不是特别好找, 但是装修非常有特点. 就是现在装修,7点就开始叮当的,特别吵..连闹钟都省了.    这出来旅行一次不容易,多累阿,都不能好好睡觉...呼呼,', '短评打分': 1}
{'短评内容': '离清华就一站。装修的很漂亮，服务不错。个人迷你间太棒了。。嗯嗯。不错！', '短评打分': 5}
{'短评内容': '刚入住，希望合意。', '短评打分': 3}
{'短评内容': '在北大清华附近办事的话很方便，性价比很不错，酒店的内装看得出也是费了一番心思的，值得推荐。\n\n事实上个人觉得比起莫泰什么的，还是这些新兴快捷酒店好一些，上次在莫泰差不多的价格居然是地下室！', '短评打分': 5}
{'短评内容': '装扮挺有风格~房间装扮也是清新~但是入住的房间有味道，没有窗户，烟味很大。。。', '短评打分': 5}
{'短评内容': '挺便宜的 但是不是很正规 隔音不好 啊啊啊啊啊', '短评打分': 5}
{'短评内容': '刚看见外面的时候 真是不堪入目 因为旁边有一栋楼在装修 酒店被挡在里面了 进去之后 发现还是不错的 我住的是单人间 基本上该有的都有了 不缺少酒店应该配有的东西 看起来也蛮干净的 还是值得推荐的~', '短评打分': 5}
{'短评内容': '第一次过去，在路边看酒店建筑挺失望的，但是进去后发现酒店装修很有特色，房间设施也挺新的，服务也还不错....感觉是东王庄小区附近性价比最高的宾馆,下次估计还是会选择这家.', '短评打分': 5}
{'短评内容': '蛮干净不错哦！！！！！！!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '酒店里面设计还是很特别的，感觉不错。就是施工有点吵，没窗的房间空气太闷', '短评打分': 5}
{'短评内容': '酒店外部很破很不起眼，开始觉得都要无语了，但是走进之后发现和照片基本是一致的，很干净，挺整洁的。\n不过并不是所有大床房都像照片一样，有些也是白色的墙，没有彩色装饰。卧室比较大，厕所有点小。', '短评打分': 5}
{'短评内容': '挺干净的 但是就是2点才让入住 楼下小卖铺东西太少 最近旁边有施工很吵', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': ' 环境还可以就是室外施工噪音太大根本无法休息\u3000气死人了还是以后完工之后再去为好', '短评打分': 3}
{'短评内容': '每一间房间的装饰好像都不太一样，顶层房间还有天窗，总的来说还不错，就是周围比较偏僻，隔音不是太好，其他的还可以', '短评打分': 5}
{'短评内容': '服务很到位，我下次还会选择这个酒店，既经济，又干净，态度也好', '短评打分': 5}
{'短评内容': '酒店价格很实惠，地方有点偏，叫车比较难。房间内部装修风格还不错，设施一般，洗脸台太小，吹风机要打电话给前台才能拿到，比较不方便。最要命的是早上8点开始就开始有施工噪音，不知道是在装修还是干啥，很打扰休息。。。', '短评打分': 1}
{'短评内容': '位置：酒店位置稍微有点儿偏，距离地铁13号线五道口走路20分钟左右。门口有466,333两路公交路过，距离北京林业大学门口公交站台5五分钟路程。打的到北京西站35块左右。\n房间：干净，看起来比北京的很多宾馆舒服多了，房间看起来很新。\n环境：房间不太隔音，有时隔壁的声音很大，很多大学的学生会经常住里面。\n其他：前台服务不错，很多问题都可以耐心解决。\n不足：地方比较偏远，周围吃的不多。\n总评：性价比还', '短评打分': 5}
{'短评内容': '风格和整体情况还行，就是外围环境和交通不太好', '短评打分': 5}
{'短评内容': '还是很干净的，服务态度也不错，最重要的是性价比高', '短评打分': 5}
{'短评内容': '酒店布置比较有心意~价位还算合适~如果离大学城更近一些就更好了~可以考虑下次来住', '短评打分': 5}
{'短评内容': '迷你单人间环境不错，服务也很不错啊，推荐', '短评打分': 5}
{'短评内容': '很普通，没有网上评论的那么好，虽然是住套房，但是没有点评上说的天窗什么的，热水有时候洗着洗着就变冷了，稍微有点儿麻烦，不过如果是去清华出差的话还好，住普通的大床房就行了，网线设计的不太好，客厅的桌子太低了，放电脑不方便，放在卧室的话还是得用客厅的那一根线。酒店环境也很普通，周围有两个楼盘暂时还没修好，酒店旁边好像有一栋楼房要被拆除还是怎么的，看上去不太给力。不过说的KTV倒是已经不在了，安静倒是挺', '短评打分': 1}
{'短评内容': ' 环境不错\u3000', '短评打分': 3}
{'短评内容': '不错 就是没镜子', '短评打分': 3}
{'短评内容': '除了隔音不太好，其他都还可以，我住的特价大床，位置不大，但设计合理，酒店内部很漂亮。', '短评打分': 5}
{'短评内容': '酒店态度很一般。。。装修倒是蛮漂亮。。。', '短评打分': 1}
{'短评内容': '房间还挺舒服的，就是服务差了一点点，没有为我预留房间', '短评打分': 5}
{'短评内容': '便宜，热水给力，房间还挺暖和，就是无窗房异味太浓，要是多换换气就好多了。房间装修风格适合情侣小聚。前台再专业点，热情点就更聚吸引力了。开发票男没事不要出来转悠，太煞风景了。', '短评打分': 5}
{'短评内容': '性价比不错，就是住了6天，竟然一直不给我换床单被套，跟前台说了2次都没用。', '短评打分': 5}
{'短评内容': '设计比较有创意。。。套房不错。。。。套房的内外两间各一台平板电视，小客厅还有沙发，洗刷间是独立式的。不错。', '短评打分': 5}
{'短评内容': '简单，干净，离五道口地铁站步行15分钟，出门打车比较方便', '短评打分': 5}
{'短评内容': '外观差，内部整洁，不错！', '短评打分': 3}
{'短评内容': '第二次来了。房间很暖，很干净。5楼的大床房有天窗，白天时采光很好，天窗上还有可以遥控的开关用来遮光，想得很周到。房间内设施齐全，有网线有wlan。', '短评打分': 5}
{'短评内容': '经理说话态度生硬，房间设计和装修还可以。隔音也不错', '短评打分': 1}
{'短评内容': '还不错，环境不错', '短评打分': 3}
{'短评内容': '这里很火，得提前预订，房子布置很有特色，有个吹风就更好啦！', '短评打分': 3}
{'短评内容': '外面看特别特别的简陋，里面的装修很精致，房间里不同的颜色，卫生间很小但是不会觉得很挤，挺推荐的~~', '短评打分': 5}
{'短评内容': ' 环境很不错。设施齐全，物超所值。', '短评打分': 3}
{'短评内容': '我住的特价大床房，没有窗，房间比较小，但是没觉得压抑，暖气很足。大家说的KTV的问题我没有发现，可能是因为没有窗或者是KTV已经搬走了。隔音确实差一点，半夜有敲暖气的声音，和断断续续的临屋电视声。\n服务态度很好，房间也很干净。', '短评打分': 5}
{'短评内容': '环境让我大吃一惊，里面的装潢和外表面完全不是一个等级的。里面超级豪华~应该说概念两个字体现得独一无二', '短评打分': 5}
{'短评内容': ' 酒店条件可以，与价格相适。以后出行继续用这种方式订酒店。谢谢', '短评打分': 3}
{'短评内容': '  设计很独特  很喜欢', '短评打分': 3}
{'短评内容': '一般，隔音效果差', '短评打分': 3}
{'短评内容': '酒店总体感觉还是不错的，迷你单人房很小…打的的话一般司机都不知道地方，肯德基外卖也不送，麦当劳说了半天终于送你…', '短评打分': 5}
{'短评内容': '房间很干净也很漂亮，就是周围环境不是很好，总体来说性价比不错。', '短评打分': 5}
