{'短评内容': '条件不错，点个赞。', '短评打分': 5}
{'短评内容': '酒店在北京火车北站附近，环境一般。酒店的服务人员态度很好，门卫进进出出都会问好，我一大早5点多退房，也很认真的办手续。酒店设施偏旧，房间还是蛮大的，该有的东西都有，我住的商务房，淋浴房偏小，有点堵。', '短评打分': 1}
{'短评内容': '很好！赞！预付超划算！', '短评打分': 3}
{'短评内容': '价格上来说返现以后很便宜，是要三百多就能住到准四星级的酒店，环境和服务都不错，也很干净，房间的面积也不小，保险箱冰箱全有，比快捷强太多了。而且距离西站只要2分钟，很是推荐！', '短评打分': 5}
{'短评内容': '酒店房间不错，位置也好，很方便。', '短评打分': 3}
{'短评内容': '房间倒是不错的，称得上四星这个等级，就是门口好难找…应有俱有吧…对面就是北京西站，还是很方便的', '短评打分': 3}
{'短评内容': '位置就在北京西站边上天桥下，干净卫生，房间够大。', '短评打分': 5}
{'短评内容': '今天入住，服务员很好，酒店也非常好，特惠房368，很超值，以后还喜欢住这！', '短评打分': 3}
{'短评内容': '酒店位置很好，房间布置不错，酒店管理很好。', '短评打分': 5}
{'短评内容': '离车北京西站很近，很方便，环境很安静。价钱有些小贵。', '短评打分': 5}
{'短评内容': '离西客站近', '短评打分': 3}
{'短评内容': '服务哈可以,但是大堂的服务员会坑人,还好经理处了还令人满意.', '短评打分': 5}
{'短评内容': '这家酒店位置不错，出西客站北门过街就到，房间干净，服务也可以。价格在这个位置还可以，总体满意！', '短评打分': 5}
{'短评内容': '价格还可以,出行方便,就是前台有个带眼镜的长得稍微难看了点.', '短评打分': 5}
{'短评内容': '星级酒店，服务周到，位置优越，值得一住。', '短评打分': 5}
{'短评内容': '空调一般，交通便利，坐火车不用担心误点', '短评打分': 3}
{'短评内容': '酒店地理位置方便，方便购物、饮食、坐火车等，但房间较小，还有厕所门、浴室门用玻璃间隔，基本透明，有外人在不方便', '短评打分': 5}
{'短评内容': '客房内环境比较好', '短评打分': 3}
{'短评内容': '酒店不错，很方便，从北京西客站北广场门出来，过天桥到马路对面，只要走几分钟。酒店设施和服务都不错。不足之处是卫生还要努力，我们让服务员换了枕套。', '短评打分': 3}
{'短评内容': ' 很好，服务不错', '短评打分': 3}
{'短评内容': '离西站近酒店较旧事和房价不成比例。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '很旧，前台服务也不好，像二星或是三星的小宾馆，很失败的一次入住经历。', '短评打分': 1}
{'短评内容': '住2次了，早起上火车，在这住很好，就是这次没有在网上预订，100元的陷进去没有了，子，下次提前在网上订吧，环境挺好的', '短评打分': 5}
{'短评内容': '还不错 就是离西站太近 附近人较多。距一号线一公里', '短评打分': 5}
{'短评内容': '抱枕有点破 空调制冷一般般 别的还好 关键是里西站真的很近 ', '短评打分': 5}
{'短评内容': '还算干净！房间空间小。设施齐全。摆放的。东西过多，显乱。偶尔可以住一下。', '短评打分': 3}
{'短评内容': '酒店位置方便出行，以后会经常入住！！！！！！！！！', '短评打分': 5}
{'短评内容': '无窗户，设备老化，不推荐入驻，就是交通方便点', '短评打分': 1}
{'短评内容': '大热天的，不开空调，说冷气坏了，退房，还要收我房费，说了很久才同意收一半房费。以后永远不会入住这家酒店。你冷气坏了，应该在我入住的时候告诉我，等我晚上发现了才要求退房，却说我已经住了9个小时，但我中午12:30开房以后，根本没在里面待，一直在外面开会、吃饭，等晚上回去开了两个小时的空调才知道有问题，最后酒店才承认是冷气坏了，然后说我已经住了半天了，需要全额支付房费。如果酒店事先就告诉我冷气坏了，我', '短评打分': 1}
{'短评内容': '酒店位置不错，服务也可以，就是硬件有些陈旧， 早餐还可以', '短评打分': 5}
{'短评内容': '交通方便，可要求延时退房。', '短评打分': 3}
{'短评内容': '我住的是无窗单间，房间足够大，貌似隔音不是很好。前台在房间未打扫时就放我进去了。服务员态度不错。', '短评打分': 3}
{'短评内容': '服务一般\r\n\r\n\r\n', '短评打分': 3}
{'短评内容': '设施有点陈旧，电脑没有音箱，不像星级酒店，安静还行', '短评打分': 3}
{'短评内容': '隔音太差', '短评打分': 3}
{'短评内容': '又住到中裕世纪大酒店了，西站附近对比了几家，还是这方便。', '短评打分': 3}
{'短评内容': ' 设施陈旧,性价比一般', '短评打分': 3}
{'短评内容': '与房间环境相比  价格稍贵  不过还可接受  总体来说还不错', '短评打分': 5}
{'短评内容': '之前曾多次入住，但今年年后服务水平大为下降。', '短评打分': 1}
{'短评内容': '大概该酒店年后有调整，服务水平显著下降，我们入住时，床上的床单都没有换，靠枕上沾满了毛发；第二天外出，回来后房间虽然进行了清理，但是牙刷、手纸、免费的矿泉水什么都没有给补充。晚上在房间点了送餐，但是饭菜咸得无法入口，打电话叫收餐具，只答应也没人来！和服务员反应情况，都推说是上一班的事。', '短评打分': 1}
{'短评内容': '还可以吧，没什么特别的。是帮别人订的，我自己没有住', '短评打分': 5}
{'短评内容': '位置非常好，条件特别舒适，环境整洁，光照充足。', '短评打分': 5}
{'短评内容': '地理位置相当优越，服务也很到位，不过房间比较小，等同于其他地区一百多的房间，住着不是很舒适，但是位置确实特别好，去哪儿都方便，还有无限局域网，随时可以用我wifi，在这个区里，能找到这么好位置的确实挺难的，如果您觉得住着不舒适，就只能去星级酒店了，怎么也的四星以上', '短评打分': 5}
{'短评内容': '整体环境不错，设施较为齐全，交通也方便', '短评打分': 3}
{'短评内容': '房间隔音差，附近房间关门声都听的很清楚，空调不暖和', '短评打分': 1}
{'短评内容': '是一个不错的酒店，就是我住的房间洗脸池在房间里面，不好', '短评打分': 5}
{'短评内容': '酒店房间还行，就是设施简单了一些，早餐要58元，比较贵。就是位置好，进西客站仅用十分钟。', '短评打分': 3}
{'短评内容': '酒店还行，离车站近，方便，门口有点乱，设施有点旧', '短评打分': 3}
{'短评内容': '已经入住北京中裕世纪大酒店802房间,这是第二次住了，这里离西客站很近,赶早车很方便,房间也干净安静,挺好的。', '短评打分': 3}
{'短评内容': ' 虽然价格又涨了，设备也比较陈旧，但交通比较方便，还是可以选的。', '短评打分': 5}
{'短评内容': '为了和老爸近一点才选择了这家酒店，位置靠近西客站，所以打车会很不方便。而且周边没有什么有名气的旅游景点，忙了一天，晚上要想出去逛逛玩玩几乎是不可能的。', '短评打分': 1}
{'短评内容': '即使以最低标准，这家酒店也不能称为四星，顶多三星，靠谱2星。卫生间水龙头生锈，水量是娟娟溪流在往下流，贵酒店是多想绿色环保呀！淋雨头生锈，马桶出水小。整个房间灯光发暗。手放到空调出风口，有小股热气往外冒，但是温度调到30度，早上醒来还是冷，这酒店真心想环保呀！您挂四星，收四星的钱，提供2星的服务。您要是2星，我就什么意见也没有。真是应了老话，在火车站附近，什么都别消费，包括四星酒店也不靠谱。', '短评打分': 1}
{'短评内容': '除了离北京西站比较近，客房环境、客房服务都不能令人满意。', '短评打分': 1}
{'短评内容': '挺安静、干净。早餐也挺可口。周围快餐连锁非常多。靠近西客站，火车出行方便。公交出行也可以。地铁及出租车出行不方便。总体来说，还不错！', '短评打分': 5}
{'短评内容': '北京西站比较上档次的的酒店，赶火车的时候可以考虑住，价格比较高。', '短评打分': 5}
{'短评内容': '离北京西站很近，周围交通也很便利，就是酒店设施稍显陈旧。', '短评打分': 5}
{'短评内容': '地段好，地段好，地段好，地段好，地段好，地段好，地段好，地段好', '短评打分': 5}
{'短评内容': '在北京西站对面，上火车方便，边上的餐馆也比较多，房间很大，但内部设施的布局不是太合理', '短评打分': 5}
{'短评内容': '酒店房间较大，交通也比较方便，只是有些房间没窗户，很闷，通风也不是很好，盥洗室设施很陈旧。', '短评打分': 5}
{'短评内容': '最大特点就是到西站乘车特方便。', '短评打分': 3}
{'短评内容': '经济，离西站很近，卫生条件挺好。\n               还会去住', '短评打分': 5}
{'短评内容': '己入住,酒店不错,离车站很近,过了天桥就到了。卫生好,房间大.', '短评打分': 3}
{'短评内容': '还算可以的酒店，值得入住。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '地理优越，卫生也不错。服务态度值得表扬。', '短评打分': 5}
{'短评内容': '地理位置较佳，到西客站极近。服务还可以。', '短评打分': 5}
{'短评内容': '交通方便是其优点！但是别想在酒店门口打到打表的D', '短评打分': 5}
{'短评内容': '硬件对得起四星的酒店，不过前台的服务就很不专业，客人都到店里了，还在聊天，并且聊得不亦乐乎', '短评打分': 5}
{'短评内容': '打车太困难了，其他还ok，有车得话还可以\n', '短评打分': 1}
{'短评内容': '环境好，服务棒，特别位置好，出行非常方便。 ', '短评打分': 5}
{'短评内容': '房间不够干净，性价比不高，但位置确实很方便去西站。', '短评打分': 1}
{'短评内容': '交通较方便，设施虽然有点陈旧，但房间较大，有熨衣板和熨斗，比较好，唯一不好的事设施陈旧了点。', '短评打分': 5}
{'短评内容': '酒店还可以，交通比较方便快捷。下一次有机会还继续住。', '短评打分': 5}
{'短评内容': '装修太陈旧，达不到4星标准，除了地理位置方便，无优势', '短评打分': 1}
{'短评内容': '酒店服务很好\\位置也好，周围吃饭的地方不少,值得推荐', '短评打分': 5}
{'短评内容': '很好,离西站很近', '短评打分': 3}
{'短评内容': '该酒店服务人员态度很好，房间也大，离北京西站很近，对于早上到西站赶火车的朋友很方便!', '短评打分': 3}
{'短评内容': '总体感觉还可以，房间环境不错，就是空调效果不太好，噪音大。', '短评打分': 5}
{'短评内容': '这次住的是经济大床间，房间很大，也很干净；美中不足的是窗户小了些。\n提个意见：早餐太贵了！配置的食物品种跟58元的价格显然差距很大！希望能改进。', '短评打分': 5}
{'短评内容': '地理位置不错，就在西站对面，早饭不错。就是酒店正门的位置不太好找，出租车从大路上拐不进去。', '短评打分': 5}
{'短评内容': '中裕的地理位置得天独厚，对于在北京差旅、从北京西站乘坐火车的人来说，简直太方便了。酒店的服务质量也不错，可以说物有所值；和它一路之隔的瑞海相比之下就差得太多了。', '短评打分': 5}
{'短评内容': '感觉这里还不错，价格也挺合适，环境还行，位置也不错，坐车都很方便。', '短评打分': 5}
{'短评内容': '西客站对面，坐火车比较方便，宾馆还行，就是内饰比较老，没有免费早餐', '短评打分': 5}
{'短评内容': '真的很不错喔,就在火车站正对面,房间也超大,哈哈,团购的,价格更是赞!', '短评打分': 5}
{'短评内容': '交通方便，卫生不错，会向朋友推荐这家酒店。', '短评打分': 5}
{'短评内容': '住的经济标间，就是无窗房。环境不错，卫生间干湿分离，就是有点小。很安静。最主要的，真的离西站很近。', '短评打分': 3}
{'短评内容': '效率低，服务一般', '短评打分': 3}
{'短评内容': '距离西客站非常近，但是前台服务员不太专业，也许是实习生吧。', '短评打分': 5}
{'短评内容': '就是地理位置方便一些，从西站坐火车很方便，设施一般吧。', '短评打分': 1}
{'短评内容': '外面就是西客站，人多车多嘈杂，周边地区感觉都乱糟糟的政府也不好好整治一下，房间面积较小', '短评打分': 1}
{'短评内容': '交通方便、餐饮及购物便利、设施齐备、闹中取静，服务好。', '短评打分': 5}
{'短评内容': '整体感觉不错，地理位置很好，就在火车站西站正对面', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '交通便利、服务质量好、设施好、闹中取静。', '短评打分': 5}
{'短评内容': '酒店离火车站很近，我的老外同事说在北京这价位的房间很好！下次他还来住，呵呵！', '短评打分': 5}
{'短评内容': '在北京来说，性价比算不算了，离1号线15分钟路程，北京堵车大家知道的，有了地铁，出行还是很方便的！', '短评打分': 5}
{'短评内容': '非常舒适', '短评打分': 3}
{'短评内容': '北京中裕世纪大酒店在西客站北广场，在西客站坐车的话，非常方便。就是费用的性价比不是非常理想。环境乱。周围乱糟糟。西客站管理，这么多年了，没有好转。脏乱差可以成为北京地区的典型。这会大大影响北京中裕世纪大酒店的入住率。', '短评打分': 5}
{'短评内容': '非常好，对面就是北京西站，交通非常方便，酒店环境不错。', '短评打分': 5}
{'短评内容': '酒店设施太旧，而且还是在车站附近，乱得很。酒店门口不好打车。', '短评打分': 1}
{'短评内容': '酒店较好，里面的用品都是新的，就是气味有点重', '短评打分': 5}
{'短评内容': '酒店性价比很高，也很舒适，交通非常方便，非常满意，完全超值。', '短评打分': 5}
{'短评内容': '酒店干净整洁，就是前台结算不方便，态度一般', '短评打分': 5}
{'短评内容': '除了房间有点小，其他还不错。离西站很近，坐火车方便。', '短评打分': 5}
{'短评内容': '名不符实 卫生间积水 马桶抽不掉 地毯脏污 不会再来了 还比不上经济型酒店', '短评打分': 1}
{'短评内容': '酒店位置好，很方便，环境也不错', '短评打分': 3}
{'短评内容': '交通方便，西客站对面，有点吵。', '短评打分': 3}
{'短评内容': '酒店很好', '短评打分': 3}
{'短评内容': '还不错。。。虽然不是新的酒店但是算四星的酒店。。。就是附近比较嘈杂。。。不过还算方便    酒店是不错', '短评打分': 5}
{'短评内容': '基本满意', '短评打分': 3}
{'短评内容': '北京西客站北广场对面，交通非常方便，酒店干净，很安静。提前5天预订了，入住时，出示了身份证，很快办理了入住手续。酒店服务热情周到。值得推荐。', '短评打分': 5}
{'短评内容': '酒店硬件设施较旧，但干净。双人间房间较大，值300多元一晚。周围快餐的地方很多，旁边有医院，较方便', '短评打分': 5}
{'短评内容': ' 酒店环境不错，就是空调不给力', '短评打分': 3}
{'短评内容': '车站旁边，入住方便；四星标准，环境很好。', '短评打分': 3}
{'短评内容': '很好，方便。北有世纪坛，南对西客站，对出行、转签的人是最佳选择。但房间狭小、低矮，身高的人慎选。', '短评打分': 3}
{'短评内容': '酒店位置就在西客站北广场对面，交通还算方便。酒店设施不算新，服务还不错，总体感觉在北京对得起328这个价格了。', '短评打分': 5}
{'短评内容': '如去北京西站乘车，该酒店是很好的选择。房间宽敞舒适，早餐也不错。', '短评打分': 5}
{'短评内容': '挂牌4星，但是给的房间却很烂，不值得去，什么都不好，烂啊   ...', '短评打分': 1}
{'短评内容': '酒店环境相当不错，以后列为北京长住酒店，性价比相当的高，内部装修达准四星标准，服务也相当不错，虽比深圳广州稍稍差点，但在北方这个价格的酒店已相当不错了', '短评打分': 5}
{'短评内容': '方便是首先的，出西站就可以进入酒店，能争取最多的时间休息。房间里还可以，比较干净。下次还住。\n', '短评打分': 5}
{'短评内容': '超值体验不管是环境还是内部设备都不错', '短评打分': 3}
{'短评内容': '条件不错,服务很好', '短评打分': 3}
{'短评内容': '性价比很高的酒店，是四星级的，酒店硬件也挺不错，就是在酒店里面吃饭贵了点。早餐59一位，没有多少可吃的东西，另外因在西站旁边，外出有点拥挤', '短评打分': 5}
{'短评内容': '不错的酒店，位置很好，前台服务态度也很不错。 环境尚可。\n如果有来京旅游人士，推荐住一下，但是不适合在京常驻', '短评打分': 5}
{'短评内容': '好!满意!条件很好。便宜点就更好了。', '短评打分': 3}
{'短评内容': '酒店总体很不错，我前后共住了20天，感觉很好，下次来还愿意住这家酒店。希望改进的两点意见：1）6楼新装修的方式我不太喜欢，洗脸池就在卧室，洗澡间和卫生间半透明，这样的房间一个人住可以，若与同事出差，两个人住，则很不方便。2）商务中心的一位工作人员态度不好，上班也不准时。据前台服务员讲，该工作人员不归酒店直接管。但商务中心设在酒店，其工作好坏也对酒店形象有影响，建议设法改进。', '短评打分': 5}
{'短评内容': '很好的酒店', '短评打分': 3}
{'短评内容': '酒店还可以', '短评打分': 3}
{'短评内容': '去的晚订的大床间没有了，酒店免费升级了商务大床间。第二天一瞧，标价798..总之酒店的设施什么都很完善，干净卫生。装修也很时尚，非常划算!', '短评打分': 5}
{'短评内容': '酒店不错，干净、卫生，多数酒店工作人员态度很好，房间隔几天就换了床单、被单。客房部的工作尤其令人满意。新装修的房间有些装修后的不良气味，众所周知对人体有害，希望能采取点措施，如：没人入住时是否不必门窗紧闭，否则客人刚入住就会感觉气味很大；也可考虑放点有吸附作用的植物，等等。总体感觉很不错。', '短评打分': 5}
{'短评内容': '老了', '短评打分': 3}
{'短评内容': '又上当了。再不会住此店，晚上不开空调，热的无法入睡。', '短评打分': 3}
{'短评内容': '已入住，非常便利。', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '离西客站比较近，环境较嘈杂，价钱挂四星的还算公道.....\n\n屋内设施比较陈旧，服务态度还不错，有问必有答........', '短评打分': 5}
{'短评内容': '位置很好，环境优良，下次还住。如果你有机会，不要错过。价格合理，特别是夜间不要信用卡担保，非常方便。', '短评打分': 5}
{'短评内容': '酒店硬件还不错，服务也还不错，呵呵，就是门口的车太少。是我所住过的酒店中性价比不错的。zaiding ', '短评打分': 5}
{'短评内容': '酒店硬件还不错，服务也还不错，呵呵，就是门口的车太少。是我所住过的酒店中性价比不错的。顶一个，呵呵！！！！！', '短评打分': 5}
{'短评内容': '酒店硬件还不错，呵呵，就是门口的车位太少，而且还不让用，总是锁着，是我所住过的酒店中停车管理最“牛”的。', '短评打分': 5}
{'短评内容': '服务热情,内部环境不错,硬件设施齐全,整洁卫生。外部环境影象很不好，脏、乱、差。酒店商务中心服务不好，不耐烦，订机票还不能刷工行牡丹信用卡，不知为啥？希望能改进。', '短评打分': 5}
{'短评内容': '酒店房间内的设施比较好也很全面，服务态度也很好，出行也比较方便。只是因为该酒店处于北京西站马路对面，周围环境有点嘈杂，略显不足。', '短评打分': 5}
{'短评内容': '距西客站一步之遥，住了很多次了，交通便利，停车方便，服务周到，新装修的房间有味道，这个价位带早餐就合适了。\n很方便。', '短评打分': 5}
{'短评内容': '性价比还可以', '短评打分': 3}
{'短评内容': '酒店位于西站的正对面,虽是路边隔音设施非常好,双层的真空玻璃把喧闹的西站隔离在外,屋内典雅的简欧装饰,清新舒适.淡绿的墙纸/通透的玻璃隔断/干湿分区的卫浴设施,体现着浪漫和温馨.旅途中在此休憩疲惫的身心,真是惬意.出行十分方便,公交总站在正对面,西侧有公交停靠站,往酒店北侧走,可以直达世纪坛和军事博物馆,公交两站还是三站地,总之是很近,不用乘车也可以.很方便.去西单/王府井都有公交直达,可以实现绿', '短评打分': 5}
{'短评内容': '饭店地理位置好，服务也很好，上下火车很方便，步行五分钟可进站。早餐也不错。只是房间家具及卫生间设备稍显陈旧。', '短评打分': 5}
{'短评内容': '北京中裕世纪大酒店的服务实在是太差了，要一双筷子竟然都不能满足，还是挂牌4星级！——以后再不会住这家酒店！', '短评打分': 1}
{'短评内容': '北京中裕大酒店服务设施很好.满意.服务人员比较冷冰冰的.', '短评打分': 3}
{'短评内容': '为了赶火车住到这里，给同事定的，他们感觉还好。离西站很近，坐车方便，特别是赶早车，不含早餐，上网免费。', '短评打分': 5}
{'短评内容': '酒店很好，住了很满意，离北京西站很近，位置很好，酒店服务也很好，房间干净，是易家很好的酒店，我下次还来，顶一个。', '短评打分': 5}
{'短评内容': '李大刚房间号1016', '短评打分': 3}
{'短评内容': '蛮好的，实惠。这个价钱能住到这样的房间，很开心了。\n', '短评打分': 5}
{'短评内容': '很不错，服务态度也很好. 价格也比较实惠', '短评打分': 5}
{'短评内容': '酒店前台服务态度很好，房间也比较干净。', '短评打分': 3}
{'短评内容': '酒店本身不错，服务也可以，性价比较好。难以向朋友推荐的理由：就是酒店周边环境可以用“脏乱差”来形容。', '短评打分': 1}
{'短评内容': '酒店内部设备可以，服务也是较好。门口环境太差，出租车就是叫不到。', '短评打分': 1}
{'短评内容': '酒店环境很好，整体装修与格局很气派，性价比相对较高。很不错', '短评打分': 5}
{'短评内容': '酒店紧邻西客站，房间很干净，可能是因为是首都人吧，服务人员的态度都很不好。处处一副高高在上的感觉。这几天北京很闷热，房间里的空调温度没法调整，整个房间像个蒸笼一样，希望能够改进一下，不管怎么说，你们是首都的门户，代表的是整个首都的形象。谢谢！', '短评打分': 5}
{'短评内容': '各项设施都很到位,尤其是床睡得特别地舒服,但是网速需要再提高', '短评打分': 5}
{'短评内容': '离西客站很近，房间也还可以，四星级的，还算不错，就是隔音太差，能很清楚的听见走廊里说话的声音。', '短评打分': 5}
{'短评内容': '西客站对面，刚到时感觉很乱，但是进来房价感觉还不错，在12层的房间看着西客站的广场很美', '短评打分': 5}
{'短评内容': '酒店的房间很不错，很宽敞，但因为是下雨天去的外部环境很不好，很脏很乱，整体还不错', '短评打分': 5}
{'短评内容': '住了2个单间，空间一大一小，设施还不错。为了大早赶火车选择的这家，过了天桥就到候车室了，确实挺方便', '短评打分': 5}
{'短评内容': '房间里面有蚊子 不过客房服务电话后很快就会拿来蚊香。房间空调不是很好 不怎么制冷，交通位置便利，去北京西站上火车很方便。房间内的设施略显陈旧', '短评打分': 5}
{'短评内容': '除了没有湖南卫视，其他方面我都比较满意。', '短评打分': 5}
{'短评内容': '北京西站旁边，做火车非常方便，房间整洁，走廊卫生差', '短评打分': 5}
{'短评内容': '设施还行，但是房间装修气味很大，开窗很吵，不开窗气味难闻。这次入住感觉服务员态度不是太好，住的两天都是不叫不来收拾房间，叫来了收拾得也很马虎，所以感觉不是太好。\n\n', '短评打分': 1}
{'短评内容': '设施还行，但是房间装修气味很大，开窗很吵，不开窗气味难闻。这次入住感觉服务员态度不是太好，住的两天都是不叫不来收拾房间，叫来了收拾得也很马虎，所以感觉不是太好。', '短评打分': 5}
{'短评内容': '不错，服务很好。虽然是闹市区但是很安静。', '短评打分': 5}
{'短评内容': '本酒店对外宾的服务欠佳，前台个别服务员会以各种理由不愿提供兑换外币的服务，而且态度生硬，给旅游生活带来诸多的不快和不便，让外宾感觉不到四星级酒店的服务水平，周边的环境欠佳，不能提供叫车的服务，与网上介绍的差异较大。前台服务水平不如一些三星级酒店。', '短评打分': 1}
{'短评内容': '酒店的位置离西客站非常的近，对于坐火车来的朋友可谓非常方便，酒店设施也不错，地下有一个大的停车场，停车也很方便。', '短评打分': 5}
{'短评内容': '大床房感觉不错，标准间条件一般，主要是周围环境太差，酒店门口没有打车服务，很不方便。', '短评打分': 5}
{'短评内容': '优点：1、位置好，在北京西站正对面，位处中心区；2、出行方便，附近饭店、商店齐全；缺点：1、房门隔音效果太差，走廊一点声音都被放大进入房间；2、房卡开不了门，到前台整了几次，最后说房门系统故障，只好每次开门找服务员，等好长时间；3、卫生差，地毯上满是瓜子壳，不知是前几位客人留下的，没清理干净。总体印象：不可能是四星级的酒店，收的是四星费！', '短评打分': 1}
{'短评内容': '环境很好，价格实惠，值得推荐给亲戚朋友\n而且里主要景点比较近', '短评打分': 5}
{'短评内容': '平心而论，酒店的位置比较方便，对面就是西客站。但装修一般，挂牌四星，感觉跟三星的没什么太大区别，外部环境人多也比较混乱，不好打车。商务出差赶火车的话可以住一晚，要是常住，建议换个别的。', '短评打分': 1}
{'短评内容': '离西站非常近，过马路就是。酒店设施也不错', '短评打分': 5}
