{'descr': '很不错！！房间舒服干净！：）老板娘人也很友善：）', 'star': 5}
{'descr': '环境很好！服务很优质！', 'star': 3}
{'descr': '环境很好！服务很优质！', 'star': 3}
{'descr': '定的百元特价房，酒店很干净，价钱真的和便宜啊！', 'star': 5}
{'descr': '定的百元特价房，酒店很干净，价钱真的和便宜啊！', 'star': 5}
{'descr': '服务态度超棒！是个很好的酒店 物超所值 以后还回去的，住的也很舒服的 超级大的床', 'star': 5}
{'descr': '服务态度超棒！是个很好的酒店 物超所值 以后还回去的，住的也很舒服的 超级大的床', 'star': 5}
{'descr': '房间很大，很干净，服务很好', 'star': 3}
{'descr': '房间很大，很干净，服务很好', 'star': 3}
{'descr': '很不错的酒店 干净 舒适 服务也很到位 以后还会来住', 'star': 5}
{'descr': '很不错的酒店 干净 舒适 服务也很到位 以后还会来住', 'star': 5}
{'descr': '酒店位置还是不错的，做九号线在宜山站下，出口就可以看见汉庭酒店的指路标示。根据提示的出站口出去只要走3~5分钟就可以看到。\n房间很干净，设施也不错。毕竟是连锁酒店在入住和服务方面都很不错！节省了很多时间！\n在十一黄金周这段时间在上海可以住到这么便宜又好的酒店实在是幸运！\n相信以后出去都会选择汉庭！', 'star': 5}
{'descr': '酒店位置还是不错的，做九号线在宜山站下，出口就可以看见汉庭酒店的指路标示。根据提示的出站口出去只要走3~5分钟就可以看到。\n房间很干净，设施也不错。毕竟是连锁酒店在入住和服务方面都很不错！节省了很多时间！\n在十一黄金周这段时间在上海可以住到这么便宜又好的酒店实在是幸运！\n相信以后出去都会选择汉庭！', 'star': 5}
{'descr': '环境不错，很干净，不远就是地铁九号线，比较方便，路北还有漕宝购物中心，里边二层有一家上海小吃店，比较好吃。', 'star': 5}
{'descr': '环境不错，很干净，不远就是地铁九号线，比较方便，路北还有漕宝购物中心，里边二层有一家上海小吃店，比较好吃。', 'star': 5}
{'descr': '我定的房间是双人间,入住时给我们的是单人间,不知道是怎么回事。', 'star': 3}
{'descr': '我定的房间是双人间,入住时给我们的是单人间,不知道是怎么回事。', 'star': 3}
{'descr': '我入住的标间（双床房）房间超大，洗手间配有吹风机，窗前写字台和床头柜都有网线，很不错~ 因为订的是百元特价，所以感觉超级超值~', 'star': 5}
{'descr': '我入住的标间（双床房）房间超大，洗手间配有吹风机，窗前写字台和床头柜都有网线，很不错~ 因为订的是百元特价，所以感觉超级超值~', 'star': 5}
{'descr': '还不错啦~', 'star': 3}
{'descr': '还不错啦~', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '还行', 'star': 3}
{'descr': '很好，环境不错，设备齐全，房间大，离商业区不远，价格实惠，值得入住！', 'star': 5}
{'descr': '很好，环境不错，设备齐全，房间大，离商业区不远，价格实惠，值得入住！', 'star': 5}
{'descr': '环境不错，。很干净 。配套很齐全。。交通很方便', 'star': 5}
{'descr': '环境不错，。很干净 。配套很齐全。。交通很方便', 'star': 5}
{'descr': '环境不错，好评～', 'star': 3}
{'descr': '环境不错，好评～', 'star': 3}
{'descr': '酒店很干净，感觉也很安全，服务态度很好。离我家的小区又特别近，下次有亲戚来继续住这里。：）', 'star': 5}
{'descr': '酒店很干净，感觉也很安全，服务态度很好。离我家的小区又特别近，下次有亲戚来继续住这里。：）', 'star': 5}
{'descr': '虽然酒店疏忽了我订的房间，但是还是极力帮我问了分店，最后还是有着落，很感谢！', 'star': 3}
{'descr': '虽然酒店疏忽了我订的房间，但是还是极力帮我问了分店，最后还是有着落，很感谢！', 'star': 3}
{'descr': '非常好！', 'star': 3}
{'descr': '非常好！', 'star': 3}
{'descr': '态度还好，速度慢了点，电话漫游了好久', 'star': 3}
{'descr': '态度还好，速度慢了点，电话漫游了好久', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '各方面都不错，90分。', 'star': 3}
{'descr': '各方面都不错，90分。', 'star': 3}
{'descr': '快捷，干净。', 'star': 3}
{'descr': '快捷，干净。', 'star': 3}
{'descr': '酒店内部设施还算不错，地理位置也好，九号线星中路站就在附近，步行十几分钟就可以抵达易买得购物广场，蛮方便的。', 'star': 5}
{'descr': '酒店内部设施还算不错，地理位置也好，九号线星中路站就在附近，步行十几分钟就可以抵达易买得购物广场，蛮方便的。', 'star': 5}
{'descr': '房间还算大  慢干净的 ~~~~~~~~~~ ', 'star': 5}
{'descr': '房间还算大  慢干净的 ~~~~~~~~~~ ', 'star': 5}
{'descr': '态度很好，干净，只是有点不隔音，总体还是不错。', 'star': 5}
{'descr': '态度很好，干净，只是有点不隔音，总体还是不错。', 'star': 5}
{'descr': '很差，没有有线电视。', 'star': 3}
{'descr': '很差，没有有线电视。', 'star': 3}
{'descr': '房间很简单  但是总的还是不错的  性价比很高吧  希望以后多多高高这样的活动', 'star': 5}
{'descr': '房间很简单  但是总的还是不错的  性价比很高吧  希望以后多多高高这样的活动', 'star': 5}
{'descr': '酒店空间很大，装修也不错，只是电视机有点小，电视频道也太少。', 'star': 3}
{'descr': '酒店空间很大，装修也不错，只是电视机有点小，电视频道也太少。', 'star': 3}
{'descr': '位置比较好，离虹桥机场1号航站楼很近，打车18块就能到。周围有商场和超市，吃饭也比较方便。酒店很干净，厕所是全玻璃的，很有现代感。', 'star': 5}
{'descr': '位置比较好，离虹桥机场1号航站楼很近，打车18块就能到。周围有商场和超市，吃饭也比较方便。酒店很干净，厕所是全玻璃的，很有现代感。', 'star': 5}
{'descr': '   物超所值，非常实惠！只有住过了才知道什么是超低价，标准双人间才只有100元呀！', 'star': 5}
{'descr': '   物超所值，非常实惠！只有住过了才知道什么是超低价，标准双人间才只有100元呀！', 'star': 5}
{'descr': '交通很方便，走5分钟就到地铁站和公交车站了，房间空间也蛮大的，感觉很干净，很清爽，周边的环境也是蛮好的，我是五一的时候住的百元特价房，感觉真的是很实惠，酒店的服务员态度也很好的。。。', 'star': 5}
{'descr': '交通很方便，走5分钟就到地铁站和公交车站了，房间空间也蛮大的，感觉很干净，很清爽，周边的环境也是蛮好的，我是五一的时候住的百元特价房，感觉真的是很实惠，酒店的服务员态度也很好的。。。', 'star': 5}
{'descr': '环境不错~服务不错~很好很好~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '环境不错~服务不错~很好很好~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐', 'star': 5}
{'descr': '很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐很好.推荐', 'star': 5}
{'descr': '房间很大 很不错 是闵行地区汉庭里比较好的店\n\n我喜欢 下次还会住的', 'star': 5}
{'descr': '房间很大 很不错 是闵行地区汉庭里比较好的店\n\n我喜欢 下次还会住的', 'star': 5}
{'descr': '感觉还不错。环境很好，以后还会来入住啊！', 'star': 5}
{'descr': '感觉还不错。环境很好，以后还会来入住啊！', 'star': 5}
{'descr': '干净，环境很好，交通也很方便。就是空调的声音有点大。', 'star': 5}
{'descr': '干净，环境很好，交通也很方便。就是空调的声音有点大。', 'star': 5}
{'descr': '客房有点小 但是因为是刚开的  设施还挺新的 离地铁9号线星中路站  走路3分钟能到  ', 'star': 5}
{'descr': '客房有点小 但是因为是刚开的  设施还挺新的 离地铁9号线星中路站  走路3分钟能到  ', 'star': 5}
{'descr': '卫生不错，就是厕所太小了', 'star': 3}
{'descr': '卫生不错，就是厕所太小了', 'star': 3}
{'descr': '挺好的。方便！~~离地铁就5分钟路程...去哪里都还算方便。。。', 'star': 5}
{'descr': '挺好的。方便！~~离地铁就5分钟路程...去哪里都还算方便。。。', 'star': 5}
{'descr': '酒店位置不错，很喜欢。以后还会来这里入住的！', 'star': 5}
{'descr': '酒店位置不错，很喜欢。以后还会来这里入住的！', 'star': 5}
{'descr': '地铁站附近，交通便利，房间跟服务总的来说还算ok~', 'star': 3}
{'descr': '地铁站附近，交通便利，房间跟服务总的来说还算ok~', 'star': 3}
{'descr': '地段一般，不过胜在交通还算便利，地铁9号线星中路出来就几分钟路程', 'star': 5}
{'descr': '地段一般，不过胜在交通还算便利，地铁9号线星中路出来就几分钟路程', 'star': 5}
{'descr': '酒店房间大，干净，性价比高!旁边有装修，要住高一点，才不吵!', 'star': 5}
{'descr': '酒店房间大，干净，性价比高!旁边有装修，要住高一点，才不吵!', 'star': 5}
{'descr': '位置不是很方便出行.其它各方面条件还不错,综合性价比还是很高的.', 'star': 5}
{'descr': '位置不是很方便出行.其它各方面条件还不错,综合性价比还是很高的.', 'star': 5}
{'descr': '该酒店服务及卫生都很好，距离地铁9号线星中路站300米左右交通十分便利，尤其方便看世博。', 'star': 5}
{'descr': '该酒店服务及卫生都很好，距离地铁9号线星中路站300米左右交通十分便利，尤其方便看世博。', 'star': 3}
{'descr': '该酒店服务及卫生都很好，距离地铁9号线星中路站300米左右交通十分便利，尤其方便看世博。', 'star': 5}
{'descr': '该酒店服务及卫生都很好，距离地铁9号线星中路站300米左右交通十分便利，尤其方便看世博。', 'star': 3}
{'descr': '还不错，离地铁很近，目前没发现缺点，20个字的评价太多啦，啊啊啊啊啊', 'star': 5}
{'descr': '还不错，离地铁很近，目前没发现缺点，20个字的评价太多啦，啊啊啊啊啊', 'star': 5}
{'descr': '酒店的硬件和软件条件都不是很好综合性价比很一般,而且服务也不是很到位.我本人不推荐这家酒店..', 'star': 1}
{'descr': '酒店的硬件和软件条件都不是很好综合性价比很一般,而且服务也不是很到位.我本人不推荐这家酒店..', 'star': 1}
{'descr': '还可以吧，就是价格贵了。预定的价格还没有直接去开房间的价格低。', 'star': 5}
{'descr': '还可以吧，就是价格贵了。预定的价格还没有直接去开房间的价格低。', 'star': 5}
{'descr': '位置比较偏，但是房间比较大，空间感觉好；还有沙发；舒适感好；但是交通不方便；', 'star': 5}
{'descr': '位置比较偏，但是房间比较大，空间感觉好；还有沙发；舒适感好；但是交通不方便；', 'star': 5}
{'descr': '酒店内部环境不错,卫生较干净 ,靠近地铁站口 ,出行方便 ,如果下次来还 会选择入住 .', 'star': 5}
{'descr': '酒店内部环境不错,卫生较干净 ,靠近地铁站口 ,出行方便 ,如果下次来还 会选择入住 .', 'star': 5}
{'descr': '位置好方便出行,卫生和设施条件有些一般,不过综合来讲还可以.', 'star': 5}
{'descr': '新酒店装修的味道特别重，卫生设施还行，位置还是挺好找的，价格其实是偏高了但是因为也是世博期间房价还是可以理解。其他的都还行就是酒店的味道挺大的。', 'star': 1}
{'descr': '位置好方便出行,卫生和设施条件有些一般,不过综合来讲还可以.', 'star': 5}
{'descr': '新酒店装修的味道特别重，卫生设施还行，位置还是挺好找的，价格其实是偏高了但是因为也是世博期间房价还是可以理解。其他的都还行就是酒店的味道挺大的。', 'star': 1}
{'descr': '設備、衛生、交通都很不錯，就是世博期間價錢貴了些，不過比起市中心還是好不少。', 'star': 5}
{'descr': '設備、衛生、交通都很不錯，就是世博期間價錢貴了些，不過比起市中心還是好不少。', 'star': 5}
{'descr': '您的点评(2000字以内，请勿发表违反国家法律的言论。) \r\n非常非常一般', 'star': 3}
{'descr': '您的点评(2000字以内，请勿发表违反国家法律的言论。) \r\n非常非常一般', 'star': 3}
{'descr': '酒店的硬件和软件条件还可以,房间就是有些小,毕竟是连锁酒店不能要求太高,就是位置上稍有些偏.不过综合性价比还是蛮高的.', 'star': 5}
{'descr': '酒店的硬件和软件条件还可以,房间就是有些小,毕竟是连锁酒店不能要求太高,就是位置上稍有些偏.不过综合性价比还是蛮高的.', 'star': 5}
{'descr': '服务不热情，周围地段比较差，都是红灯区，人群素质比较差', 'star': 1}
{'descr': '服务不热情，周围地段比较差，都是红灯区，人群素质比较差', 'star': 1}
{'descr': '地铁路口很近，对面又有超市，购物方便。又有小吃店。', 'star': 3}
{'descr': '地铁路口很近，对面又有超市，购物方便。又有小吃店。', 'star': 3}
{'descr': '都挺好的，挺干净的，位置也不错 周边吃得比较多 不担心饿肚子 呵呵\r\n推荐推荐', 'star': 5}
{'descr': '都挺好的，挺干净的，位置也不错 周边吃得比较多 不担心饿肚子 呵呵\r\n推荐推荐', 'star': 5}
{'descr': '总体还算不错，交通也算方便。。。', 'star': 5}
{'descr': '总体还算不错，交通也算方便。。。', 'star': 5}
