{'descr': '环境挺好，价格合理', 'star': 5}
{'descr': '房间没想像的那么好…三百多不值！但世博期间也将究了！房间一进去就有一种发霉的味道…很难闻…以后是不会再住了', 'star': 5}
{'descr': '这家酒店唯一值得入住的就是离世博五号门近，打车只要起步价，其它方面就很一般了，对不起这个价格，卫生间就在床的边上连门都没有，房间很小，其它就不好再做评论了。', 'star': 1}
{'descr': '    去世博还是不错的选择.离地铁还算近,也有超市.夜宵,价钱很划算.', 'star': 5}
{'descr': '位置不错，旁边有很多经济型的特色餐饮，方便实惠，出行也方便', 'star': 3}
{'descr': '位置不错，旁边有很多经济型的特色餐饮，方便实惠', 'star': 5}
{'descr': '有些潮，还有小虫子，但是位置比较好出行方便', 'star': 1}
{'descr': '已经入住,还可以.谢谢!', 'star': 5}
{'descr': '总体来说还不错，住的是内景双人房，如果不是世博会期间应该来说房间还会便宜一些。房间靠卫生间的床，的确有点潮。', 'star': 5}
{'descr': '八成平时很少人住吧，洗手台的杯子垫太恐怖了，才多少钱的东西啊，就不能用心做得更干净么', 'star': 3}
{'descr': '这个价钱能在世博园较近的地方住宿已经很不错啦，就不挑剔了哈哈', 'star': 5}
{'descr': '这个酒店真的很一般了，如果不是世博的原因 这样的价位 这样的房间 我绝对不会去订的', 'star': 3}
{'descr': '酒店一般，但是去世博园还是比较方便，服务态度可以，价格偏高', 'star': 3}
{'descr': '由于白天都去了世博园，没有在房间呆很长时间，只是很晚才回来睡\r\n所以没什么感觉，只是感觉房间与房间的隔音效果不好', 'star': 5}
{'descr': '离世博浦东入口很近,可以玩到很晚再出园区,不用操心地铁停运,也可节省大量体力,尽情游览世博园。楼下有超市,买东西很方便。', 'star': 5}
{'descr': '除了地理位置离世博园区很近 其他都算一般 这个价格就是在现在世博期间还算可以 ', 'star': 5}
{'descr': '酒店卫生服务条件还是不错的，就是旁边超市少点。', 'star': 5}
{'descr': '酒店离世博园很近，尤其是4、5、6三个门，打车也就是起步价，是去世博园住宿的好地方。旁边有超市，买东西也很方便。房间不大，条件也非常一般，不过在世博会期间能订到房间也属不易了。', 'star': 5}
{'descr': '怎么说呢 如果不是上海世博会的话 一定不会以这样的价位住这样的房间', 'star': 1}
{'descr': '距世博很近，位置优越，其他没什么好说的。服务还好，就是卫生不怎么好！面盆周围很像厕所污垢那样的胶水还是什么的，看到感觉好恶心。', 'star': 1}
{'descr': '交通还算方便，到地铁口步行也就十多分钟，性价比还合理。', 'star': 5}
{'descr': '+', 'star': 5}
{'descr': '还可以啊．．．．．．．．．．．．．．．．．．．．．．．．', 'star': 5}
{'descr': '因为是上海世博期间，所以从离世博的距离上还是可以的，但是从房间布局和舒适度上来说还是有待提高的。', 'star': 5}
{'descr': '酒店环境一般，服务还可以', 'star': 5}
{'descr': '世博期间，性价比很高。\r\n就是无窗的房间有点潮。', 'star': 5}
{'descr': '预订房间更换,淋浴下水不畅通,服务还可以!', 'star': 5}
{'descr': '我已入住，共3个房间，无窗的，酒店服务态度好，离世博4、5、6号门很近，4号门打车起步价，5号也不远，6号稍远一点，不过公交车很方便，好像是734直达门口。到外滩也有公交。总的来说还不错。推荐。', 'star': 5}
{'descr': '各方面都不错~世博期间价格高~实际价格200最多~\r\n房间内有蜈蚣~第一夜凌晨4点被咬~第二天换房间还有蜈蚣~不过被抓住了~', 'star': 1}
{'descr': ' 还算不错', 'star': 5}
{'descr': '我订的是9月16号到18号的内景大床房，价位是288元，对于一个不太讲究的人来说还行吧，因为无窗嘛潮湿和霉味要难免，但毕竟看世博在外的时间很长，回来只是洗个澡，睡个觉而已。如果从交通和周围的生活配套来说，性价比我认为很好，不过我要提个建议，我住的427房间里最好配张小桌和一把小凳或椅，因为我买回来早点想和太太吃时，却无处可摆放，就这点小小意见吧，但愿住我后面该房的人能前人栽树后人乘凉，好运吧。', 'star': 3}
{'descr': '我订的是9月16号到18号的内景大床房，价位是288元，对于一个不太讲究的人来说还行吧，毕竟看世博在外的时间很长，回来只是洗个澡，睡个觉而已，如果从交通和周围的生活配套来说，性价比我认为很好，不过我要提个建议，我住的427房间里最好配张小桌和一把小凳或椅，因为我买回来早点想和太太吃时，却无处可摆放，就这点小小意见吧，但愿住我后面该房的人能前人栽树后人乘凉，好运吧。', 'star': 5}
{'descr': '设施陈旧 洗发水居然都没泡沫！！除了离世博园比较近 一无是处', 'star': 1}
{'descr': '挺经济实惠，去看世博比较方便，下次还会考虑，买东西方便', 'star': 3}
{'descr': '比较经济实惠，离园区很近，买东西也比较方便，可以考虑', 'star': 5}
{'descr': '如果只是单纯的看世博还是挺方便的，距离5号门打车才12元就可以了。', 'star': 5}
{'descr': '酒店位置还行，房间设施一般。', 'star': 5}
{'descr': '整体感觉不错，就是前台接听电话的速度比较慢，但态度满好~~很喜欢~下次还会推荐这家酒店的`~~~', 'star': 5}
{'descr': '还不错哦  方便看世博 交通也很方便  住的也很舒服 ', 'star': 3}
{'descr': '房间有一股很浓的霉味，和相片上的差得太远了，如果不是半夜才到的话，一定会换掉房间。而且被子湿湿的，也不隔音。只是离世博不是太远而已。本来想住两天的，一个晚上就受不了了，而且窗子还不能锁，房间小没有问题，但是得干净。', 'star': 1}
{'descr': '如果去世博的话，位置不错，很近！其他一般。', 'star': 1}
{'descr': '住的还可以，方便去世博会，地方不错的！支持一下', 'star': 5}
{'descr': '我们已入住服务很好卫生很好', 'star': 5}
{'descr': '距世博园较近,卫生一般,服务尚可,性价比不高.', 'star': 1}
{'descr': '位置在世博和博览中心之间，去世博很方便，吃饭、超市都很近，酒店比较旧有湿气，世博期间价位太高。', 'star': 5}
{'descr': '卫生条件来说稍显得逊色了些，但是世博期间来说性价比还是很不错的，地理位置也很不错，距离世博园5号门很近。', 'star': 5}
{'descr': '如果打车12到17元到达世博4号或5号门。', 'star': 3}
{'descr': '我们是为了去世博，这个酒店在那个期段都挺低的价位，打车去世博也就30多块，很实惠', 'star': 5}
{'descr': '在世博期间这家酒店还是不错的，离世博园区很近，对面就是超市也很方便。房间还有窗户，打扫的也很干净。估计世博之后价格就会降下来吧！', 'star': 5}
{'descr': '＋地点不错 服务很热心 推荐', 'star': 5}
{'descr': '房间比较潮湿，一股霉味！离世博较近，门口的小饭店口味好，实惠！特别喜欢老鸭汤！以后去的朋友可以去尝尝！', 'star': 5}
{'descr': '只能说感觉一般，卫生比较糟糕，水池下水管道漏水…当然交通还是很方便的', 'star': 5}
{'descr': '环境不错，交通也很方便，离世博会很近，公交一车三站就到了，打的也就起步价！和我家就一路之隔，世博期间过来的亲戚朋友入住很方便。只是今年的价格比去年贵一倍了！', 'star': 5}
{'descr': '不上档。当然价格相对便宜。。。。。。。厕所是玻璃隔层  。', 'star': 1}
{'descr': '房间较潮湿，设备陈旧，服务一般，说真心话下次肯定不会再住了。', 'star': 1}
{'descr': '这酒店一般，世博会期间价钱有点偏高，地址也不是很理想.', 'star': 1}
{'descr': '性价比较高，在上海世博期间，能有这样价位的房间真的很棒，交通方便，环境舒适，在去上海，还会住在这里', 'star': 5}
{'descr': '建议逛世博的旅客入住这家店。吃饭浦三路上有不少小店，购物楼下有超市，到世博园只有2.4公里,打车起步价12元，最好从高科西路的5号入园口下车，买票、入园都比洪山路6号入口更方便些。我们原订了三天298元的豪华内景双人房，很幸运，酒店方面给免费升级为398元有窗的豪华大床房，热水、空调、房间都很好，续订了一天，因客满给换成了原298元的内景大床房，房间很小，无窗遮光容易入眠，只是隔音效果不好，走廊、', 'star': 5}
{'descr': '房间不能通风，异味非常重，被褥潮气重。唯一的优点：步行15分钟到达世博园。', 'star': 1}
{'descr': '整体环境很一般，但离世博圆比较近，交通比较方便。', 'star': 5}
{'descr': '其他还好，大床房卫生间虽有隔断，但无门，带小孩客人会不方便', 'star': 5}
{'descr': '离世博园5号门很近, 如果为了世博,这酒店是不错的选择.\r\n', 'star': 1}
{'descr': '离世博园区还是蛮近的，其他一般吧', 'star': 5}
{'descr': '离世博比较近而已，其它一般。', 'star': 3}
{'descr': '离世博园很近。很方便。', 'star': 5}
{'descr': '感觉还不错', 'star': 5}
{'descr': '大众化的快捷旅店，世博会不错的落脚点！', 'star': 5}
{'descr': '离世博比较近，这一点蛮好!', 'star': 5}
{'descr': '房间小了点，电梯上有异味！性价比还行！离世博较近！', 'star': 1}
{'descr': '酒店太差，无语了......', 'star': 1}
{'descr': '价格因为世博的原因偏高了！', 'star': 3}
{'descr': '还可以，离世博也不远！', 'star': 5}
{'descr': '位置不错，卫生不错，交通方便。世博期间能订到这样的宾馆已经不错了。只是价格388太贵了。', 'star': 5}
{'descr': '地毯不干净，看起来脏兮兮的，电话很差劲，拿起来就有很大杂音，而且永远是免提状态...就是位置不错，去世博园打的起步价。忽略这些因素吧，住着也还凑合。房间比较小，因为世博会期间涨价，所以388一晚不值这个价', 'star': 5}
{'descr': '去看世博的话这是一家值得一住的酒家～～蛮不错的！', 'star': 3}
{'descr': '还可以～～整体感觉不错，如果只是为了去看世博的话，这旅馆还是一个不错的选择！', 'star': 5}
{'descr': '所谓的豪华内景房就是标准间而已。。地方又小，价格还贵。。神奇的是居然一个房间规定只能住3个人。。闻所未闻。。。给我的世博旅途一个不好的开端。。心情极其郁闷！！', 'star': 1}
{'descr': '到世博交通方便，订的是无窗房间，不是很满意，', 'star': 5}
{'descr': '以后不会住这家店了。', 'star': 1}
{'descr': '我觉得离世博还是有点远。。。舒适度一般般，价格偏贵。。。。', 'star': 5}
{'descr': '如果不是世博会！不会住这！不如莫泰这种经济型酒店！', 'star': 1}
{'descr': '就是感觉有点旧，别的都不错', 'star': 5}
{'descr': '可能是因为世博，价格比过去翻番，很是不值。更加不能接受的是，第二天一早退房时，因为要去世博，需要寄存行李，酒店竟然不提供该服务，经过据理力争，总算解决。这一点请打算前往的旅客三思', 'star': 1}
{'descr': '豪华大床房的卫生间和卧室通着，还从来没有见过。根据经验其中的一条浴巾是用过的。我没有敢洗澡', 'star': 1}
{'descr': '酒店硬件条件挺一般的.而且当时我入住时电梯还坏了.挺不方便的.酒店的整体水平不高.', 'star': 1}
{'descr': '要不是世博，绝对不回去', 'star': 1}
{'descr': '卫生也挺干净的，地理位置不错', 'star': 5}
{'descr': '酒店名儿起的很有意思，环境还不错，住了三个晚上，总体感觉挺满意。', 'star': 5}
{'descr': '想去逛世博的话，建议住这家，离世博场馆很近的。', 'star': 5}
{'descr': '是为朋友预定的酒店，朋友非常满意，离世博园超乎想象的近，步行15分钟就到了，因此，还意外的拿到了中国馆的预约券，他们是7:30出发的呢，拿到了13:30的券；唯一不足的是卫生间太滑，尤其是穿提供的一次性拖鞋的时候，摔了一跤，吓得不轻，还好没事。', 'star': 5}
{'descr': '离地铁7号线不算太远，出行方便，这点值得肯定，美中不足的是我住的房间有点小。', 'star': 5}
{'descr': '性价比挺高，达到了我们的预期值，遗憾的是早餐不对味，很是吃不习惯啊。', 'star': 5}
{'descr': '隔音很差', 'star': 5}
{'descr': '我于上周入住该酒店相比周围邻近世博酒店价格相比适中但房间隔音较差地毯吸尘不干净洗漱用品差', 'star': 5}
{'descr': '酒店的服务条件设施环境都是比较不错的，而且交通也算是方便的，价格适中。', 'star': 3}
