{'短评内容': '挺好的，房间干净', '短评打分': 5}
{'短评内容': '卫生很干净 床睡的特别舒服 和女朋友住的很开心', '短评打分': 5}
{'短评内容': '真的很推荐青年阳光文灶店，房间很大，床也很棒，住的非常舒服。位置虽然不在海边，但也算是市中心了吧，步行两站就是火车站和购物中心，到轮渡打车15（包括2元燃油费），而且离公交站和BRT也都很近。个人感觉在这边住很安静，不会像在中山路那样喧闹。早餐不错，最最想说的是，酒店前台的服务态度真的很好，带了一瓶药需要冷藏，前台每天都会帮我去取，很感谢。下次要是来厦门还会住这儿的。', '短评打分': 5}
{'短评内容': '挺不错的酒店，住好几次了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '超级好的酒店，这是我这么多年来，最具性价比的一次，前台服务员超级好，我说我们没有地图，他们还附送一份，我们订的是个性大床房，最后给我们免费升级商务大床房，有个男前台非常的帅，我们接不到车，他主动联系保安到外接车。太感动了', '短评打分': 5}
{'短评内容': '酒店很不錯，可惜我訂的時候搞錯了火車站，應該是在北站的，酒店訂在了南站，差點趕不上火車，建議要注明一下離廈門北站的距離', '短评打分': 5}
{'短评内容': '  酒店位置处在市中心，距火车站只有一站路，周边有很多小吃店，附近有著名的小眼睛海鲜大排档，房间大，干净，床很大，很舒服，下次来厦门还将入座。', '短评打分': 5}
{'短评内容': '特色大床房真的不错  超级大   床很好   两个人睡很爽', '短评打分': 5}
{'短评内容': '房间可以，价位也可以，。。。。。。。。。', '短评打分': 5}
{'短评内容': '定的精致双床房，很大，睡得很好，服务也很到位。其实四楼的天台可以充分利用，搞搞茶座什么的', '短评打分': 5}
{'短评内容': ' 烟味重。其他很不错。地理位置好', '短评打分': 3}
{'短评内容': '还行。就是前台服务慢，工作人员2个一直在那打电话。应该先办理入店人员的手续再回拨给咨询的人才对吧。本来就很累，想快点把行李放下。结果让人等了好久。。不太开心。', '短评打分': 5}
{'短评内容': '定的精致双床房，简直是豪华双床房，床很大 睡得很爽。洗澡水超大的，冲的好嗨！出去了一天，感觉卫生打扫还要加强。充电插头很多，很好。有一点想不通，就算是周末，我们的房间没退，怎么就不能续租了，说是被订完了。  总体来说房间比较合意，有机会再来。', '短评打分': 5}
{'短评内容': ' 烟味很重。其他挺好的。周围吃得很多。', '短评打分': 3}
{'短评内容': '卫生差！有小强。有无线网络\n。餐厅油油的一股味道/', '短评打分': 1}
{'短评内容': '干净！卫生。。。。。。。。。以后会在洗入住的！服务特别好！交通方便\n', '短评打分': 5}
{'短评内容': '不错的一间酒店，住好几次了………………………………………………………………………………………………', '短评打分': 5}
{'短评内容': '预定的217特色大床房，还要加4%什么政府费用，要226一晚，\n房间除了卫生间看起来很旧，跟照片差距比较大…\n酒店在一个弄堂里面，家具都是二手家具一样的，\n感觉226贵了。还不如住快捷酒店。', '短评打分': 1}
{'短评内容': '＋房间有点小，电视机没中央台3和5，6，有点不合理。', '短评打分': 3}
{'短评内容': '其他都挺好，热水很给力，就是楼下声音吵。', '短评打分': 3}
{'短评内容': '一般般，床褥质量很差，电视小了点，沿街的关系半夜楼下街边路人讲话声时常能听到。', '短评打分': 1}
{'短评内容': '酒店位置偏了点，比较难找，不远有公交车站头，出入比较方便，房间还算干净，还可以', '短评打分': 5}
{'短评内容': '青年阳光挺不错的，在火车站附近，小巷子里面进出方便，且安静，订了家庭套房住了五大一小，对房间都很满意，有两个卧室三张大床，我在网上找了好久才找到的此类适合家人出游的房型，卫生整洁，推荐此店。', '短评打分': 5}
{'短评内容': '酒店的入住和离开都照顾的很到位,刚下车就有人过来迎宾拿行李,走的时候也是叫好出租帮忙放置行李.酒店卫生很好,期间因为儿子的顽皮,藏了遥控器,前台也是很客气的帮忙并派人找,酒店的淋浴也很方便,水头很大,就是卫生间如果放置两双防滑拖鞋就好了.总之,这次厦门之旅入住该酒店非常满意,下次来还会选择这里.', '短评打分': 5}
{'短评内容': '酒店的服务态度很好，房间的地毯应该随时打扫，地毯上面很脏还有好多头发。', '短评打分': 5}
{'短评内容': '我住的商务大床房，网速很快，洗澡比较舒服，2*2的床很大，交通也比较便利，卫生状况一般。', '短评打分': 5}
{'短评内容': '很碰巧，去入住的当晚遇到了《永不磨灭的番号》的孙成海的扮演者李健，他过来厦门拍戏，和戏组人员住在五楼。\n酒店在路边，晚上有点吵，小车经过的声音有点大，隔音效果不好，半夜能听到隔壁的人开门的声音，和楼上用户洗澡的水声。\n订的这间房间有点小，但是床很软，睡得很舒服。\n洗手间的台阶过高，我朋友经过伴倒了几次。\n然后还有，出入不方便，每次要坐电梯都要刷卡，如果刚好是夫妻，老婆在房间里，你要出去买东西，那样', '短评打分': 5}
{'短评内容': '洗澡水真爽 我喜欢大水的喷头  服务态度值得再次夸奖', '短评打分': 5}
{'短评内容': '服务态度好.房间干净.位置佳.市区附近.长途电话免费.房间床好大..电视也清楚 也算大节目也多   下次还来 价格也便宜', '短评打分': 5}
{'短评内容': '  服务狠好  环境也不错  还有免费长途 哇咔咔  下次去还住那', '短评打分': 3}
{'短评内容': '很舒服,很宽敞.卫生服务也很不错.每天都会定期过来打扫收拾的很整洁.', '短评打分': 5}
{'短评内容': '还不错，附近小吃很多，就是地方有点偏，难找点，下次还会入住。', '短评打分': 5}
{'短评内容': '安静,干净,整洁,位置好,很适合居住.我衣服落在店里了,呵呵,不要了', '短评打分': 5}
{'短评内容': '还不错了，就是我住的那间好像数字电视坏了！', '短评打分': 5}
{'短评内容': '房间还可以！', '短评打分': 3}
{'短评内容': '酒店附近的小吃很多味道也不错，酒店前台服务很热情，值得推荐', '短评打分': 3}
{'短评内容': '还不错，晚上快1点才入住。大床房房间有点小。', '短评打分': 5}
{'短评内容': '酒店总体来说还是不错的，前台服务员很热情，房间里面虽然不是很大但是设施不错，洗澡的是强生婴儿沐浴露，洗头的是飘柔，哈哈，很不错', '短评打分': 3}
{'短评内容': '房间很宽敞，是一大一小的床，小床睡两个人稍微有点挤，停车场很小有开车的人就很不方便', '短评打分': 5}
{'短评内容': '服务很热情，只是卫生间洗手盆下水有点堵，发现床头有蚂蚁，开门和关门很吃力，门是斜的。比较安静，周围也有很多小吃。', '短评打分': 5}
{'短评内容': '因为在小路上所以周边环境还算安静.离火车站不远,交通便捷.房间隔音一般.装修普通.稍小了点.还算干净.总之不过不失,物有所值.', '短评打分': 5}
{'短评内容': '很好，非常满意！价格也适中，以后还是会选择去那住！', '短评打分': 5}
{'短评内容': '这个酒店不错，卫生、服务都挺好，位置交通挺方便。我们住的商务大床房很不错的，特别是有个露天的阳台。价格有些小贵，不过国庆节嘛，也没办法了。再来厦门还会来住的。', '短评打分': 5}
{'短评内容': '非常棒的宾馆，外观不够起眼，里面却比一般三四星的还要满意。非常干净，房间很大，两张双人床，每一张都有1米5宽，装修简洁，服务也非常好。价廉物美！\n五星推荐', '短评打分': 5}
{'短评内容': '不错的\n周围都挺方便\n十一的酒店价格真是高啊', '短评打分': 3}
{'短评内容': '设施还不错，服务也蛮好的 酒店位置也很容易找 离火车站也近', '短评打分': 5}
{'短评内容': '挺好，不错！干净，交通方便！', '短评打分': 3}
{'短评内容': '服务很好，大园床塌塌米儿子很喜欢！', '短评打分': 3}
{'短评内容': '很好的宾馆，态度很好，酒店环境干净整洁下次还会来的，酒店旁边的客家楼饭店，味道超好吃。', '短评打分': 3}
{'短评内容': '环境挺干净，洗发水是飘柔，沐浴乳强生。服务态度也不错', '短评打分': 5}
{'短评内容': '环境一般、地理位置与服务都还可以，总的来说，还不错。', '短评打分': 5}
{'短评内容': '很不错，地理位置不错，旁边那家客家私房菜很好吃，很合算。离路口公交车站就200米，去景点都很方便', '短评打分': 5}
{'短评内容': '位置很好，虽然是在小路上，但周围吃的东西很多，离路口公交车站也只有200米左右，就是这次住的是榻榻米的房间，靠墙的柜子里跑出2只蟑螂，而且宝宝腿被蚊子咬了都是包，下次一定不会再要榻榻米的房间了。总的来说，还是不错的。', '短评打分': 5}
{'短评内容': '第一次入住，比想象中的好，房间很干净，也挺安静', '短评打分': 3}
{'短评内容': '挑了几个最后挑了这个，旁边还算热闹，吃的什么都有', '短评打分': 5}
{'短评内容': '很舒适，周边挺安静的，又地处市中心，交通很便利，很OK', '短评打分': 5}
{'短评内容': '来这很多次，给我的感觉很不错。算是在厦门不错的连锁酒店了。下次还选这家。', '短评打分': 5}
{'短评内容': '很不错，比鼓浪屿的要便宜，要舒服', '短评打分': 3}
{'短评内容': '房间还不错，灯光比较明亮，大小也还行，够用，但也不算大~~~整体还是很满意滴，不过中秋期间300+的房费也不算便宜了~~~还有床铺好像是海绵的，睡久了有点腰疼', '短评打分': 5}
{'短评内容': '很好很舒服，服务态度好~', '短评打分': 3}
{'短评内容': '性价比很高', '短评打分': 3}
{'短评内容': '环境还不错，酒店工作人员还蛮热情的', '短评打分': 3}
{'短评内容': '酒店房间的布置设计不错，大小合适，挺温馨的！酒店服务也不错的，赞一下~', '短评打分': 5}
{'短评内容': '房间很大，干净卫生，服务很好，早餐性价比也高，还有免费电话服务，非常好', '短评打分': 5}
{'短评内容': '不错呀，都挺好，沐浴液还是强生的呢，洗发露是飘柔的。也挺干净的，电梯要刷卡我还是第一次碰到诶', '短评打分': 5}
{'短评内容': '環境還好，房間也比較寬敞，但剛進去的時候感覺有異味', '短评打分': 5}
{'短评内容': '我們要趕飛機, 但由於轉更, 沒有的士, 經理很出力地幫我地找的士.....\n\n其它的服務和房間也很好, 物有所值...', '短评打分': 5}
{'短评内容': '酒店距火车站步行约20分钟。\n酒店整体环境不错，适合商旅住宿。设施整洁，设备比较新，还有液晶电视收看。\n周边交通很便捷，去轮渡码头、南普陀一辆车均可直达。\n', '短评打分': 5}
{'短评内容': ' 不错', '短评打分': 3}
{'短评内容': '有一点偏~在巷子里~设备很新很干净~很满意', '短评打分': 5}
{'短评内容': '总体来说酒店的性价比不错，硬件，卫生都不错。就是酒店的地址不太好找，有两条平行的路都叫文屏路，结果走了不少冤枉路。酒店周边有不少夜排档，吃了一家前台推荐的，味道还行，比较新鲜。', '短评打分': 5}
{'短评内容': '条件很好的宾馆，选的个性大床房和描述的一样，就是房间有点味道，大约是新装修的缘故~~还好不是很刺鼻~~前台服务也蛮贴心的，小赞一下', '短评打分': 5}
{'短评内容': '跟大家的评论一样，房间一般，卫生条件不错，配套设施也可以，用飘柔洗发水，强生沐浴露。。。总体还满意，就是价钱小贵了点，还要加收服务费，也许是假期的原因。。。在市区内，周围都可以逛街还有很多东西吃，交通方便', '短评打分': 5}
{'短评内容': '居然想骗我，明明预订的是有窗的，居然想给我间没窗的，而且预订的188价格，居然说要199，太垃圾了', '短评打分': 1}
{'短评内容': '定了两间，大床房临街有点吵，家庭房有股味。', '短评打分': 5}
{'短评内容': '酒店干净，前台服务好，早餐也相当不错，在同类酒店内强力推荐。', '短评打分': 5}
{'短评内容': '你感觉更加和高房价符合客户交通厅韩国枯竭价格好几个 ', '短评打分': 5}
{'短评内容': '我定的是家庭房，房间里有怪味，周围环境也不好。服务态度还可以。', '短评打分': 1}
{'短评内容': '酒店位置不错，交通方便；窗子不能全打开，通风不畅，而且没纱窗，晚上有蚊子；每次上电梯要刷卡，太麻烦，不过每次都有服务员给刷卡，服务还不错。酒店没有像网友说的那么新，墙皮都脱落了。', '短评打分': 5}
{'短评内容': '环境不错，比较安静，也比较有特色。电视比较好看，离火车站很近', '短评打分': 5}
{'短评内容': '不错的酒店，地点方便，入住舒适，服务热情！', '短评打分': 5}
{'短评内容': '价格还可以，环境不错，本来打算继续住的，可是五一涨到300多，有点吃不消！', '短评打分': 5}
{'短评内容': '酒店环境还可以，地点比较方便，附近吃的东西也比较多，价格要能再低点就更好', '短评打分': 5}
{'短评内容': '性价比还不错，酒店位置也不错。服务人员态度也可以。下次还会住。', '短评打分': 5}
{'短评内容': '各种满意:前台服务很好,房间很干净整洁,靠近火车站,去哪里都很方便.一楼有2台公共电脑,网速也很好,我没带笔记本,要烤照片或者上网都用的公共电脑.洗发水和沐浴露也是平日用的牌子很放心.我会很乐意推荐给朋友的~', '短评打分': 5}
{'短评内容': '酒店管理人员服务热情周到，酒店房间干净卫生，交通方便，酒店周边吃饭也很方便，在这样的酒店住着很舒心。', '短评打分': 5}
{'短评内容': '酒店真的很不错！\n设施都很新 装修也很好 洗浴是强生和舒蕾 用的比较放心\n住过的经济型酒店里 算是很好的了\n比一般的经济型酒店好多了\n这个酒店的位置也不错 附近有挺多吃的店 交通也方便 走到公交车站5分钟', '短评打分': 5}
{'短评内容': '如果送2张早餐券的话就无话可说了，很不错！', '短评打分': 5}
{'短评内容': '位置离火车站很近，2站路，但是吃饭的地方不好找噢', '短评打分': 5}
{'短评内容': '地方不是很好找,不过房间装修还不错,看了挺舒服的.配了茶盘,老公喜欢喝茶,正好.\n配了DVD机,可以到总台借片看.\n卫生间的洗手液,洗发水,沐浴露如果不是罐装的,那很好,都是常见的牌子.\n停车位不是很多,车子差点没地方停.', '短评打分': 5}
{'短评内容': '位置有点偏，不大好找。住的是套房相当的大，床很棒。', '短评打分': 1}
{'短评内容': '这次入住体验比上次好多了。在同一个楼层，但是已经没有味道，不知道是不是房间不一样的原因。', '短评打分': 5}
{'短评内容': '物有所值,强烈推荐10元自助早餐.环境好,品种较多,菜新鲜.', '短评打分': 5}
{'短评内容': '前台MM的服务态度很不错，一进门感觉就很好，房间还可以免费打长途和市话，淋浴间配备的舒蕾和强生的洗漱用品也是出人意料的，总之感觉非常不错，强烈推荐！！！', '短评打分': 5}
{'短评内容': '酒店设施不错，沐浴洗头均为品牌瓶装，在经济型酒店非常罕见，唯一不足是临街房间有点吵', '短评打分': 5}
{'短评内容': '虽然升级成个性大床房，但是明显没有上次来得舒服。房间小了不说，还有股味道。厕所的门也很难关上。其他的还行。', '短评打分': 3}
{'短评内容': '性价比不错这个价位的酒店应该挑他', '短评打分': 3}
{'短评内容': '基本对的起这价格，总体感觉不错。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '位置还不错，旁边有一个超市，周围吃饭的地方很多，出租车司机都知道，离附近的景点都不是很远，网速很快，澡水也不错。美中不足的是房价略小，而且好像没什么停车位，自驾的朋友要考虑了。', '短评打分': 5}
{'短评内容': '门口交通非常方便，服务热情周到，唯一不足的地方是入住的时候空调出了故障不能制热。', '短评打分': 5}
{'短评内容': '服務不錯!會幫客人叫車,很貼心!房間也很乾淨,下次還住!', '短评打分': 5}
{'短评内容': '很好，房间大，床大，设施新，整洁，服务好，位置好，离火车站两站路，交通方便，路口就有到火车站、轮渡、夏大、中山路、胡里山的公交。', '短评打分': 5}
{'短评内容': '晚上入住，酒店很温馨很舒服', '短评打分': 3}
{'短评内容': '挺方便的，房间很新，环境不错，总体不错。', '短评打分': 3}
{'短评内容': '在一小巷子里，有点点难找，房间比较干净还不错，周边交通方便。吃的店也比较多，有网上很知名小眼睛海鲜，个人觉得一般，金榜路的“禾记深海鱼”吃鱼的各个部分在厦门呆了四天，去吃了三顿。有兴趣的朋友可以试试。另外提下，在附近高架桥的下面靠近天福茶庄边上，有家武夷山栗子饼，门面很小，有咸甜两种口味，个人觉得比鼓浪屿买的饼好吃很多，有兴趣的也可以试试。论斤买的，买了12个只要10元左右。', '短评打分': 5}
{'短评内容': '可以多开，大家懂的，200左右， 20平上下， 服务态度热情周到，总之不错', '短评打分': 5}
{'短评内容': '房间基本满意！出行很方便！结账不能刷卡，有点郁闷！', '短评打分': 5}
{'短评内容': '很棒，感觉很温馨，地上有大大的地毯，房间有吹风机，很不错', '短评打分': 5}
{'短评内容': '不错不错\n服务态度不错，环境卫生不错。\n热水很足。', '短评打分': 5}
{'短评内容': '地理位置不错，公交也很方便，但是走廊没有铺地毯，高跟鞋跟推车声音非常吵。', '短评打分': 5}
{'短评内容': '环境服务都不错，值得推荐', '短评打分': 3}
{'短评内容': '服務周到 比較方便 房間很大 折扣太少了  ', '短评打分': 5}
{'短评内容': ' 很干净，设施都很好，交通也很方便。不过我住的是临街的位置，有点吵。', '短评打分': 3}
{'短评内容': '地理位置非常方便，房间也不错，挺大的，用的是强生的沐浴露，就是通水有点慢', '短评打分': 5}
{'短评内容': '总体服务不错，因刚开业，服务人员的经验有点欠缺，入住环境还可以。', '短评打分': 5}
{'短评内容': '酒店位置非常好，从机场大车30元15分钟左右就到了，大堂的服务员态度相当不错，当天晚上来的时候比较冷，一进门mm就端上来两杯热茶，上楼的时候还特意送了2包茶叶给我们，很有回家的感觉，呵呵，住的精致大床房，房间很大，床垫也很软，设施也很不错，比如家之类的强很多。由于现在酒店楼下超市装修，现在10元的自助早点也免费，还不错。临街的房间隔音有些差，早上8点不到就车来车往了，第二天换了个性大床房，安静了很', '短评打分': 5}
{'短评内容': '环境还不错', '短评打分': 3}
{'短评内容': '干净、整洁、服务态度好！开始可能有点难找，但是熟悉了环境后非常好找，而且方便，四通八达。', '短评打分': 5}
{'短评内容': '大大的房間 十分舒服  並且服務態度很好 風塵僕僕的去到 服務員馬上端兩杯熱水過來 ', '短评打分': 5}
{'短评内容': '很干净，交通方便，服务人员态度很好，总体感觉很贴心，下次去还会选择住在那里', '短评打分': 5}
{'短评内容': '感觉不错！环境安静，交通方便。服务热情，房间卫生。电梯刷卡制度应该保持！', '短评打分': 5}
{'短评内容': '很温馨的酒店，环境还不错，只不过地段稍微有点偏。', '短评打分': 5}
{'短评内容': '哈哈，挺不错的啊，房间很大，电话拨打还免费，而且还送水果，环境也很安静，只是打的比较麻烦点', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '真的是很不错的酒店，闹中取静，离主干道又不会远，到机场非常方便，卫生也很好，很干净。酒店的服人员态度非常的好，还给了个标有小眼镜大排档的名片，感觉很方便，询问时总是给予耐心的回答，谢谢。', '短评打分': 5}
{'短评内容': 'good 很好  不错   比如家什么的好太多了', '短评打分': 5}
{'短评内容': '不错的，旅馆闹中取静，出入也很方便，房间舒适，有个性', '短评打分': 5}
{'短评内容': '第一次去有些难找，在小马路上，不过闹中取静，走路到车站不远交通方便。酒店服务人员态度很好，非常热情。房间还是比较清洁的，不过房间里有点气味。总体上讲还是比较经济实惠的。', '短评打分': 5}
{'短评内容': '房间不错，比较满意', '短评打分': 5}
{'短评内容': '酒店距火车站步行15分钟，去机场打的33元，十几公里。酒店在小马路上，找起来有点难度，不过问问就知道了 。\r\n酒店很有个性，设施可以说按四星标准的酒店，床单、被套、枕套都感觉不错。卫生间很干净。房间里铺的是地毯，设施比较新，床头背景墙上的 话很吸引人，电视是IPTV，电视机是液晶的。\r\n酒店早餐10元自助餐，可记账在房费里面。\r\n但酒店周边没有什么娱乐和购物场所，买东西要拐出去，到大马路上才有。\r', '短评打分': 3}
{'短评内容': '酒店距火车站步行15分钟，去机场打的33元，十几公里。酒店在小马路上，找起来有点难度，不过问问就知道了 。\r\n酒店很有个性，设施可以说按四星标准的酒店，床单、被套、枕套都感觉不错。卫生间很干净。房间里铺的是地毯，设施比较新，床头背景墙上的 话很吸引人，电视是IPTV，电视机是液晶的。\r\n酒店早餐10元自助餐，可记账在房费里面。\r\n但酒店周边没有什么娱乐和购物场所，买东西要拐出去，到大马路上才有。\r', '短评打分': 5}
{'短评内容': '最满意也最难得的一点是，床非常舒适，比很多四星酒店的都好。总体而言，比一般的快捷酒店强，房间较大，设施较新，出行、就餐也都很便利。下水是比较慢，不知道是不是为了省水呀。', '短评打分': 5}
{'短评内容': '挺好的, 虽说外面看起不怎么样,但里面很不错,大厅以及走道都很明亮,不象有些酒店窄小昏暗.设旆也比较新,前台挺客气的.\r\n\r\n房间比较干净,配备也较齐全,吹风,洗手液,大瓶装品牌洗发,沐浴液都齐备.对于200元的价格来讲还是很不错的了.\r\n\r\n结帐时可叫前台帮忙叫出租,20分钟到机场,30多元钱,很方便的.\r\n\r\n下次去厦门又去住,比较划算.', '短评打分': 5}
{'短评内容': '地理位置很方便，房间也挺大的，就是枕头有点高有点硬，睡的不舒服，卫生间的通水有点慢', '短评打分': 5}
{'短评内容': '挺不错的酒店，挺满意的。就是洗手间的门太糟糕了，很紧，空间很小，开关门非常不方便。', '短评打分': 5}
{'短评内容': '住的挺舒服的 位置也不错 到火车站 轮渡 机场都不远的 ', '短评打分': 5}
{'短评内容': '酒店的卫生不干净。床单不干净。地上有死蟑螂。', '短评打分': 1}
{'短评内容': '非常不错的一家酒店，环境很优雅，室内装饰很有文化底蕴', '短评打分': 5}
{'短评内容': '非常不满意，本来是定的有窗的房间结果窗户在室内。', '短评打分': 1}
{'短评内容': '    该酒店在弄堂内，门面不咋样，但性价比高，尤其是家庭房。不过有件很麻烦的事，乘电梯必须先刷房卡，这是我住宾馆到现在第一次碰到的新鲜事，当时我定了三间房，二间在五楼，一间在三楼，每个房间只有一张房卡，要上楼或下楼必须随身带房卡，那晚我下楼，拿走房卡，我lG在房间只能漆黑一片，希望酒店在这方面能改进下。\r\n    酒店是有早餐的（10元一位），但不包含在房费内，在二楼，比较简单，品种不多，但能吃', '短评打分': 5}
{'短评内容': '房间卫生环境，酒店地理位置都不错。房间也挺大的，有窗和吹风机是我很满意的～离那网上神传的小眼镜就个起步费…', '短评打分': 5}
{'短评内容': '还算比较不错的快捷，早餐不如锦江之星，其他方面屡胜一筹。', '短评打分': 5}
{'短评内容': '离火车站很近，出入方便，周边小吃、排档、商场、便利店应有尽有。酒店门厅虽小但房间干净宽敞，卫生间里沐浴露是强生，洗发水是舒蕾的哦', '短评打分': 3}
{'短评内容': '离火车站很近，出入方便，周边小吃、排档、商场、便利店应有尽有。酒店门厅虽小但房间干净宽敞，卫生间里沐浴露是强生，洗发水是舒蕾的哦', '短评打分': 5}
{'短评内容': '酒店和其他网友评论的差不多：电梯用房卡刷卡，比较安全；离火车站两站路，步行半个小时；火车站有沃尔马超市，临走的时候可以去购买纪念品；酒店周边可以解决吃饭问题，想吃得好点就往火车站走，另外小朋友喜欢的肯德基、必胜客也都有；酒店附近有一家鲜榨果汁店，6元一大瓶，比鼓浪屿果汁的信价比高多了；酒店的床很舒服，也比较安静；可以免费拨打国内长途，随便多久都可以哦～；酒店服务生很客气，早上帮忙叫出租车，打车到飞', '短评打分': 5}
{'短评内容': '酒店距离火车站较近但在小巷里不大好找，打个车八块钱就到了。住宿环境还可以淋浴水超大的很舒服。早餐要另外付每人十元，味道也还可以', '短评打分': 5}
{'短评内容': '酒店其实不算难找，只要从文屏路路进入就能看到了。酒店服务生很热情，还给免费升级了商务大床房。电话、宽带、点播都免费使用，洗漱用品也不错，坐在小露台上喝喝酒，聊聊天，感觉很惬意。', '短评打分': 5}
{'短评内容': '房间干净，地段还好，服务不错', '短评打分': 5}
{'短评内容': '酒店交通很方便，环境也不错。退房之后还可以免费寄行李。', '短评打分': 5}
{'短评内容': '入住三家宾馆：锦江之星 厦大店\r\n              汉庭 中山路店\r\n              青年阳光 文灶店\r\n青年阳光 性价比最好 装修个性 交通方便 网速快 早餐也不错 强烈推荐\r\n锦江之星 价格实惠 该有都有 推荐\r\n汉庭  最贵 最差 不隔音 早餐也不怎么样 电梯刷卡不方便 不推荐', '短评打分': 3}
{'短评内容': '总体是还好，但是有一点小瑕疵就是发现了一些小蟑螂在桌上爬窜，希望贵酒店在卫生方面能够做得到位一点', '短评打分': 5}
{'短评内容': '很好，会考虑再次入住。服务真的很真诚，酒店服务员个个都给人阳光般形象。', '短评打分': 3}
{'短评内容': '这次住了3家酒店，锦江之星，汉庭，青年阳光。。\r\n青年阳光第一，很有特色，唯一不好设施齐全，网速最快，就是窗户不太隔音。\r\n锦江之星，总体还好，没什么风格，全国都一样，有会员卡没享受会员待遇，不行。\r\n汉庭，最烂，价格高，设施差，窗户坏的，网速慢。\r\n', '短评打分': 5}
{'短评内容': '已经住过好几次了,酒店的环境好,服务人员的态度也不错', '短评打分': 5}
{'短评内容': '厦门青年阳光酒店（文灶店）初到酒店就被酒店的大堂所吸引，服务员把客人当自己的家人看待，很让人温暖。房间空间很大，设备也很齐全。还有免费的饮料。小细节处体现服务周到。 ', '短评打分': 3}
{'短评内容': ' 环境不错，交通也比较方便', '短评打分': 5}
{'短评内容': '初到酒店就被酒店的大堂所吸引，服务员把客人当自己的家人看待，很让人温暖。房间空间很大，设备也很齐全。还有免费的饮料。小细节处体现服务周到。', '短评打分': 5}
{'短评内容': '很不错的酒店，除了位置比较不好找以外其他的都很棒，配置很新，双人床大的可以睡4个人，有机会还会入住.推荐之.', '短评打分': 5}
{'短评内容': '总体还算是不错的，就是好像有点点偏，离渡轮还是近的，，还有环岛路，下次来了还住着', '短评打分': 5}
{'短评内容': '总体还算是不错的，就是好像有点点偏，离渡轮还是近的，，还有环岛路，下次来了还住着', '短评打分': 3}
{'短评内容': '出行很方便，设备设施也不错，很实惠，还会再次入住！', '短评打分': 5}
{'短评内容': '酒店很干净，工作人员态度很好，非常满意，下次有机会好会选择住！', '短评打分': 3}
{'短评内容': '酒店很干净，工作人员态度很好，非常满意，下次有机会好会选择住！', '短评打分': 5}
{'短评内容': '，酒店干净，舒适，服务态度好，很满意。', '短评打分': 5}
{'短评内容': '非常好的一家酒店，服务给人有上帝的感觉，干净，舒适。下次会继续选择。', '短评打分': 5}
{'短评内容': '感觉不错.就差有点小虫子!', '短评打分': 5}
{'短评内容': '总体来说，还可以，不过白天跟晚上还是挺吵的，希望改进些。', '短评打分': 5}
{'短评内容': '前台态度非常好，给予了很多帮助，早餐也还可以，性价比不错', '短评打分': 5}
{'短评内容': '挺不错的，新开的，设施都比较新。位置不太好找，但是离BRT文灶站挺近的，出行还是挺方便的。', '短评打分': 5}
