{'短评内容': '都挺好的，安静方便', '短评打分': 5}
{'短评内容': '从来旅游都是选择锦江之星，一如既往的贴心，服务相当好\n这家锦江之星是我见到的最大的了，房间也比其他锦江之星大，当然房价也比别处贵了一点，但够宽敞！\n美中不足的是洗手间下水管道工程做的不太好，估计是下水口较窄，容易有下水道味窜出，住的第一天味道很大，和服务员说了之后，后来几天就好了。。。', '短评打分': 5}
{'短评内容': '浴巾质量不好', '短评打分': 3}
{'短评内容': '不是第一次住了，环境很好，房间很大，，就是希望非会员也可以14点退房就好了..', '短评打分': 5}
{'短评内容': '酒店不错 环境好 服务也不错 这个价钱值', '短评打分': 3}
{'短评内容': '安排我的房间太嘈，楼层低，电视机太小，质量也差，前台老要求办会员卡很不爽，不过被子和枕头还是不错的', '短评打分': 1}
{'短评内容': '很不错，环境优雅，很干净，每天早上出门时扔的乱七八糟的衣服，晚上回来都叠的非常整齐。觉得需要改进的有1.应该提供一次性浴帽2.不太喜欢一次性纸杯做水杯和刷牙杯。3.我所在的618房间（布局很好也很大）马桶冲水按键有一个不好用，需要修修。其他的都比较满意~前台的小美女态度很好也很漂亮呢~~100分！', '短评打分': 5}
{'短评内容': '今天入住的。\n总的说来房型比较大，秉承锦江的风格。但和上海的旗舰店比还差点。\n尤其是晚餐，看到那个菜单就够了。早餐还不知道如何，18元/位/\n楼道指示不明确，容易迷路。刚才除去两次，两次找不到电梯。\n从紧急出口下楼吧，到了第二次居然封上了，这要是有安全隐患时可咋办？望重视。！！！', '短评打分': 5}
{'短评内容': '挺好，离机场和火车北站都比较近，交通便利，房间也算安静。', '短评打分': 5}
{'短评内容': '不错，房间大，设施不错，也很齐备，服务也很好。\n\n就是洗手间干区的地面倾斜度和地漏配合不好，一旦湿区的水不小心洒过来，干区就有一片会积水\n\n另外就是店外的免费停车场是和大厦收费停车场共用的，车位比较紧张\n\n总的来说是个不错的快捷酒店，推荐~', '短评打分': 5}
{'短评内容': '我见过最大的锦江之星，位置很方便，服务还好吧，早餐不怎么样，饺子好硬', '短评打分': 5}
{'短评内容': '整体感觉一如既往的好，就是房间洗澡的地方还是有点漏水……', '短评打分': 5}
{'短评内容': '为工作等各种方便每次来都住这里，这个价位基本上是满意的。不过这次住的房间卫生间淋雨的地方漏水，导致到处都是水，其余的都还好。', '短评打分': 5}
{'短评内容': '挺好的，交通也比较便利，尤其是餐厅的一名女服务员态度非常的热情友好。建议每天更换床单。', '短评打分': 5}
{'短评内容': '室内装潢过于简单，床单没有天天更换。不过交通还算便利。', '短评打分': 1}
{'短评内容': '还行吧，不过如果不在周边办事，还是到市区住方便些，因为饭店周边的配套设施不全，尤其是吃饭不是很方便。', '短评打分': 5}
{'短评内容': '酒店卫生不错，但过于简单，另外周边餐饮店很少，不方便。', '短评打分': 3}
{'短评内容': '总体入住还是不错的，主要是距离浐灞比较近比较方便，房子隔音效果不好，室内布置比较的简单，入住期间床单一直没有给换，让人觉得很不舒服。', '短评打分': 1}
{'短评内容': '几乎每次来西安都住这里，主要是离浐灞近而且方便，就是觉得房间布置不够温馨。', '短评打分': 1}
{'短评内容': '还可以，就是离办事的地方比较方便。只是酒店在打扫房间的时候从来没有给换过床单，这点让人觉得很不舒服。', '短评打分': 1}
{'短评内容': '不错，锦江之星一如既往的风格，每次一个人到西安都会住这里。', '短评打分': 5}
{'短评内容': '房间宽敞，床垫很舒适，就餐方便。位于立交桥旁边，交通不是很方便。', '短评打分': 5}
{'短评内容': '除了房间内布置不够温馨外，其余都还不错。在要求下给安排了安静的房间，表示感谢。', '短评打分': 5}
{'短评内容': '环境比较安静，酒店设施很好，服务也不错，值得推荐！', '短评打分': 5}
{'短评内容': '酒店环境不错，服务也还好，房间里的设置也比较方便，淋浴用的喷头很大，差不多有向日葵那么大，还是很不错的，就是觉得价格有点高。', '短评打分': 5}
{'短评内容': '酒店设施还可以，就是房间多的象走迷宫，另外在立交桥下，不熟悉路的人有点麻烦', '短评打分': 5}
{'短评内容': '不错，保持锦江之星一贯的风格！但我27号预定了3间房，到店告诉只有2间，等了1个多小时别人退房了才能入住，很郁闷，还提供了信用卡担保，居然差点无房！！！', '短评打分': 5}
{'短评内容': '环境舒服，房间干净，晚上清净，服务周到，态度很好', '短评打分': 5}
{'短评内容': '不错，就是价格有点贵。晚上睡觉稍微有点吵', '短评打分': 5}
{'短评内容': '环境很好，而且很大，床很软很舒服，干净', '短评打分': 3}
{'短评内容': '不错，干净卫生。下次还回入住，，就是没有早餐比较遗憾', '短评打分': 5}
{'短评内容': '还不错，就是现在还没暖气，也没空调，很冷。\n可以用的电脑太少，有的闲人一直占着，想打印个材料都没办法，不像话', '短评打分': 5}
{'短评内容': '酒店环境一般，服务员拿着对讲机吼来吼去，晚上吵的要死！', '短评打分': 5}
{'短评内容': '很棒的说 房间很大，就是太贵啦 唉 一般人可不愿意住，硬件没的说，服务业不错的', '短评打分': 5}
{'短评内容': '房间很干净，服务态度很好\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '房间很干净，服务态度很好.房间很干净，服务态度很好\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '酒店不错， 位置在二环， 距离鼓楼有点儿远，但是对自驾的很方便。 楼顶的小露台很好， 夏天可以和朋友喝茶，聊天。 ', '短评打分': 5}
{'短评内容': '房间很干净，服务态度很好', '短评打分': 3}
{'短评内容': '环境一般，感觉不值这个价！', '短评打分': 3}
{'短评内容': '停车出行方便，卫生好，房问宽敞。', '短评打分': 3}
{'短评内容': '打车出行比较方便，但是挨着环路的方向真的很吵。房间很大，早餐也不错，但是房间内没有备浴帽。', '短评打分': 1}
{'短评内容': '酒店不错，宽敞明亮，落地窗，床也很舒服。应该是最好的锦江之星了。前台服务也不错。每天送两瓶水。', '短评打分': 5}
{'短评内容': '酒店不错，位置好，服务也不错，房间很干净。很安静。', '短评打分': 5}
{'短评内容': '会向朋友推荐 不错。。。。。。。。。。。。。。。 \n', '短评打分': 5}
{'短评内容': '不错不错 会向朋友推荐 。。。。。。。。。。', '短评打分': 5}
{'短评内容': '连锁酒店，都是差不多的。。。。。。。。。。。还算是行吧。。。。。', '短评打分': 5}
{'短评内容': '经济型酒店的服务还是不错的，不过好像这家店的环境不如其他的锦江之星，厕所一直有臭味发出，价格比同类别城市稍贵。不过锦江之星的服务还是挺好的', '短评打分': 5}
{'短评内容': '房间很大，很干净。就是位置在立交桥下面，方向感不好的人容易转迷糊', '短评打分': 3}
{'短评内容': '挺好,卫生', '短评打分': 3}
{'短评内容': '房间里有绿色植物，二楼吃饭方便，旁边有超市。', '短评打分': 5}
{'短评内容': '酒店离西安北火车站比较近，在立交桥边很好找，房间大，干净，全国连锁标准统一，很好，以后还会住。', '短评打分': 5}
{'短评内容': '酒店服务好，二楼饭菜也价廉物美。酒店旁边有百姓厨房吃饭也不错，附近有大润发超市，但是房间和楼道有异味。', '短评打分': 5}
{'短评内容': '宽敞明亮,干净整洁,交通便利,值得推荐!', '短评打分': 3}
{'短评内容': '很不错的酒店，房间很大，位置也不错，餐厅挺好的，网速稍微慢一点', '短评打分': 5}
{'短评内容': '在该地段性价比不错，可以考虑今后的入住！', '短评打分': 5}
{'短评内容': ' 不便宜啊', '短评打分': 3}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '方便、房间大、干净、位置好、就是有电话骚扰', '短评打分': 5}
{'短评内容': '标准的锦江之星配置，唯一不同的可能就是大堂比较好，比其它的锦江之星看着大气些，地理位置如果是在经开区办事的话很方便。', '短评打分': 5}
{'短评内容': '房间很多多，但每次都好像房间紧张的样子，结账速度还不错', '短评打分': 1}
{'短评内容': '服务态度一般，房间比较吵闹，打车也不方便，不推荐了', '短评打分': 1}
{'短评内容': '喜欢锦江之星，一直觉得四星以下首选锦江之星。(20至2000字以内，请勿发表违反国家法律的言论。) ', '短评打分': 5}
{'短评内容': '很不错的经济酒店，不过就是网速稍微的有点慢了。', '短评打分': 5}
{'短评内容': '够大的，应该是我看到最大气的一家锦江之星了！值得入住', '短评打分': 5}
{'短评内容': '床的舒适很好，餐厅的菜价有点贵且量小. 骚扰电话，不应该啊', '短评打分': 5}
{'短评内容': '之前入住觉得洗发水是单包的,使用很不方便,本次已改变,很满意!以后到西安还会选择入住的.很不错的酒店', '短评打分': 5}
{'短评内容': '锦江之星，不愧为经济商务酒店的龙头啊\n大堂漂亮，服务不错，价格也不贵啊\n是外出的首选', '短评打分': 5}
{'短评内容': '安静，干净，方便，早餐差了点，可以调整品质种类。', '短评打分': 5}
{'短评内容': '房间不小，但是面临北面的房间稍微有点吵吵；旁边还有个小巷子，不少小吃呵呵', '短评打分': 5}
{'短评内容': '酒店不错，房间比较大，按照预定时间到达，酒店房间还没有打扫出来，等了有半个小时左右。', '短评打分': 5}
{'短评内容': '非常有性价比 和如家差不多。', '短评打分': 3}
{'短评内容': '环境很好，停车方便', '短评打分': 3}
{'短评内容': '经济，快捷型酒店，锦江之星，入住的首选。', '短评打分': 5}
{'短评内容': '房间服务都不错，我感到很满意。在写字台上方额一个灯或者额一个台灯就更加完美无缺了。另、但冬天7楼天井应封闭，人走过去风太大了！', '短评打分': 5}
{'短评内容': '房间不错，干净、温馨。值得推荐，唯一就是位置偏了一点。', '短评打分': 5}
{'短评内容': '房间大、服务好、位置好、形象好、去机场方便、价格合适', '短评打分': 5}
{'短评内容': '干净，舒适，来的时候单人间没了，换了个商务间，没加钱，感觉不错，还会再来的！', '短评打分': 3}
{'短评内容': '这家店的网速还不错，房间非常大，电视就相对看着有一点小，停车方便安全，省公安厅斜对面。房价还是很合理的。能接受。', '短评打分': 3}
{'短评内容': '早餐不错，15元非常超值，房间也很大，卫生也很清洁，服务员见面都很亲切问好', '短评打分': 3}
{'短评内容': '还是一如既往的服务热情，茶餐厅最近的菜品还比较好吃，比原来有很多进步，交通方便，去机场、火车站、市中心钟楼都非常方便（公交车、出租车）值得推荐！', '短评打分': 5}
{'短评内容': '房间不错，临街的有几个房间稍微有点吵；周围有夜排档聚集点，晚上吃饭很方便；', '短评打分': 3}
{'短评内容': '锦江之星是我首选的快捷酒店;我一直信任它!!', '短评打分': 5}
{'短评内容': '一如既往的好;位置在北二环，如果下午5,6点从市区回酒店不好打车，非常不好打，司机都不来这个方向；由于办事在这里方便，酒店服务很热情，居住舒服，是很干净的白色，被子和床都很好，适合出差，价格公道。茶餐厅饭菜不错。', '短评打分': 3}
{'短评内容': '酒店很干净，第一天房间不太理想，提出后很快就换了房间，解决很及时，服务员态度也很亲和，房间简洁舒适，性价比很高。早餐15元一个人还不错，餐厅装潢比较现代，下面的百姓厨房餐厅便宜又可口。', '短评打分': 5}
{'短评内容': '非常棒的酒店，停车方便，交通方便，服务好，早餐相当棒，房间唯一缺点就是隔音差点。不过是一家值得推荐入住的很好的酒店。', '短评打分': 5}
{'短评内容': '好大的房间啊好大的房间啊好大的房间啊好大的房间啊', '短评打分': 5}
{'短评内容': '这家锦江之星应该是我住过的锦江之星里条件算最好的了。不错。', '短评打分': 3}
{'短评内容': '很干净就是离市区有点远，但是去市区公交车很多。', '短评打分': 5}
{'短评内容': '干净整洁，设施较齐，地理位置好，酒店很大，早餐一般', '短评打分': 3}
{'短评内容': '卫生做的很好，交通很便利，打车去机场一百块钱，四十分钟就能到，重点推荐旁边的饭店，百姓厨房，很火爆，服务员很厚道', '短评打分': 5}
{'短评内容': '呢天晚上空调不太好   有些热    让人一点兴致都没了\r\n总体还可以', '短评打分': 5}
{'短评内容': '这儿离我工作的地方很便利，房间舒适，干净，服务态度好，电脑维护人员十分负责，网速也很快。', '短评打分': 3}
{'短评内容': '位置在北二环，去北郊还比较方便，旁边是百姓厨房，很好吃家常菜，离公交六公司比较近', '短评打分': 3}
{'短评内容': '离我工作的地方还行，周边交通，购物方便。房间干净，服务态度好。', '短评打分': 3}
{'短评内容': '在西安这个价我认为还可以，周围交通方便，购物便利，房间舒适', '短评打分': 5}
{'短评内容': '这次住在7楼洗澡时水太小了，其它的还可以。', '短评打分': 5}
{'短评内容': '干净整洁 服务也不错  出行也很方便  性价比较高', '短评打分': 5}
{'短评内容': '非常好，卫生环境都不错，离酒店不远游夜市很方便。', '短评打分': 3}
{'短评内容': '酒店硬件设施不错，服务态度也很好，只是在入住的时候等待时间较长，房间整理的一般。', '短评打分': 5}
{'短评内容': '第一次住锦江之星，没想到比预期的好很多，干净舒适，特别是餐厅环境很好，唯一不足的就是离市中心稍远一点，推荐！', '短评打分': 5}
{'短评内容': '很好，值得继续入住。不愧是锦江集团的连锁酒店。', '短评打分': 5}
{'短评内容': '可以，交通方便，房间宽敞。值这个价。下次继续', '短评打分': 5}
{'短评内容': '总体来说还可以！挺干净的楼下还可以免费停车。', '短评打分': 5}
{'短评内容': '房间比较宽敞，住宿比较舒服，但是靠外的房间以为靠着路边稍微有点吵闹；但是服务态度很棒。', '短评打分': 5}
{'短评内容': '锦江之星一直是我喜欢的，这家锦江之星性价比超好，房间真大，服务很好，对于自驾车的非常方便，停车场能停好几十辆车并且免费，就是要到前台换卡（绿色的）', '短评打分': 3}
{'短评内容': '非常棒！这家锦江之星在全国都算的上是规模超大的，超大的停车场，超大的大厅，超大的房间，超好的服务，具有极高的性价比，强力推荐，交通也很方便，去机场25分钟、去火车站也就4公里。赞一个！酒店后面有一个烧烤广场，东西品种很多，价格公道。', '短评打分': 5}
{'短评内容': '单人间太小了，而且卫生一般，房间里还要刚修补过的痕迹。', '短评打分': 5}
{'短评内容': '床很软很舒服...房间面积刚合适', '短评打分': 5}
{'短评内容': '离北二环近，晚上车速快，噪音较大，北面房间有些吵', '短评打分': 5}
{'短评内容': ' 不错', '短评打分': 5}
{'短评内容': '酒店很干净，服务态度好。价格仿贵，能提供免费早餐更完羡。', '短评打分': 5}
{'短评内容': '服务态度差，说话态度很不好。我当时抄下来的那个员工的号码找到了：163058', '短评打分': 3}
{'短评内容': '前台的男接待态度很差，说话很拽。忘记那个人的员工号了。好像是106538年龄大一点的男的。', '短评打分': 5}
{'短评内容': '出差2天去西安，而且要夜里干活，为了方便住了这家店，可惜没有睡一个踏实觉，并不是因为酒店不好，而且因为工作。酒店整体感觉不错，服务很周到，给我分配的房间是朝南的，不吵，也许朝北对着二环会吵一些。酒店餐厅早中晚都是自助餐，当接近尾声的时候，菜不多了，也不会新增，但是还要收全价，有些不合适。应该考虑如果收全价就应该继续把菜品补充好，如果不补充菜品，可以考虑根据实际情况减少费用。酒店附近饭馆不多，尤其是', '短评打分': 5}
{'短评内容': '已经N次入住该酒店了，一直感觉很温馨舒适；此次入住后前台更换了新人，培训不到位吧，办理流程严重不熟悉；餐厅经理也更换了，之前的经理很和善，会亲切招呼，感觉很温馨，但此次有很大变化。\r\n位置在西安属于北郊，出租车多不愿到此处。', '短评打分': 5}
{'短评内容': '交通便利，房间很整洁', '短评打分': 3}
{'短评内容': '交通很便利  房间横整洁', '短评打分': 3}
{'短评内容': '位置不错 北郊算是很不错的酒店了', '短评打分': 5}
{'短评内容': '到西安北部地区的首选吧。比普通的锦江之星要强多了。价格也还合适。', '短评打分': 5}
{'短评内容': '位置还不错，价格合理。挺好的，呵呵', '短评打分': 5}
{'短评内容': '就是有点吵，因为在二环边上', '短评打分': 5}
{'短评内容': '下次还来这里！房间足够大', '短评打分': 5}
{'短评内容': '环境不错，性价比较好，枕头和被子柔软，睡的很香。', '短评打分': 3}
{'短评内容': '环境不错，交通也算便利', '短评打分': 5}
{'短评内容': '酒店卫生没的说，但是前台的服务员脸色不好看', '短评打分': 5}
{'短评内容': '嗯，还不错，价格合适。', '短评打分': 5}
{'短评内容': '锦江之星，住得很舒适', '短评打分': 5}
{'短评内容': '总体感觉不错', '短评打分': 3}
{'短评内容': '紧挨着北二环，在北郊算是位置优越，旁边超市，百姓厨房，公交车站一应俱全，还是不错的。尤其是床铺的整洁度，很值得表扬', '短评打分': 5}
{'短评内容': '网速真是烂的可以。。。索性不提供宽带不就得了。或者收个费。弄了个半吊子算啥', '短评打分': 5}
{'短评内容': '提供的饮用水严重过期，200912月的', '短评打分': 5}
{'短评内容': '性价比很高，整体感觉很不错', '短评打分': 5}
{'短评内容': '价格适中，床和被子十分舒服。下回还会入住。', '短评打分': 5}
{'短评内容': '对了，电视有点小，这没啥。就是挂太高了，坐在靠近电视的床边看很难受，而且屏幕泛黑，还挺难受。坐在远离电视的床边看，可不清楚。用我们课本上的话说，就是人机不够和谐，不过这也是难免的，光我们学校，还有家里，还有很多场所都存在“人机不和谐”的问题，不过学校一直在尽量改进，鼓励同学们发现问题，提出问题。希望你们也可以。', '短评打分': 3}
{'短评内容': '    酒店很适合年轻人居住，装饰比较现代。卫生间很卫生，而且比较大，不错。但是，因为我是在年30入住，可能呢一天人比较少吧，房间给安排到很角落的位置，这样很不好，为什么，同样的价钱，却不安排到视野和位置比较好的地方呢？不知道这是不是酒店的行业规矩，我不太懂，如果是不太好意思了，请下次在可能的情况下尽量给客人安排位置比较好的房间，谢谢。平时下雪或者下雨请注意打扫店门口，减少路面的雨水或者泥泞，这样', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '环境很好，配套也不错，值得去', '短评打分': 5}
{'短评内容': '干净，整洁，就是出门打车要走几步，门口不是太方便', '短评打分': 5}
{'短评内容': '酒店服务很好周到热情.设施完善,地理位置很方便,房间里很干净,住着很舒适,性价比比较高的一家酒店,值得推荐.', '短评打分': 3}
{'短评内容': '酒店的环境特别好，服务也不错，就是交通不太方便，价格稍微有点高 ', '短评打分': 3}
{'短评内容': '酒店的总体感觉不错,从服务到卫生都挺好的.各方面都比较符合我的要求.', '短评打分': 3}
{'短评内容': '酒店干净卫生，整体环境不错，离市中心有点远，但在北郊办事还是不错的', '短评打分': 5}
{'短评内容': '在北2环，未央立交，对于在北郊办事的人来说，很好，立交这打车相对还容易点。对比附近的几个酒店，包括比凤城价格便宜，比如家快捷环境好，房间比较清爽，而且还算安静。\r\n不过酒店的网络另人不满意，第一天还好，到第2天，速度特别慢，查个机票都要好半天，想下载邮件或者传东西，那基本就是龟速，问前台，说酒店就是个4MB的电信ADSL，这要是住的人多了，上网的人多了就特别慢。本来住着事情办完还想多住1天，打算就', '短评打分': 5}
{'短评内容': '该酒店定位很清晰，商务旅客需要的服务很好， 多余的没必要的东西几乎没有.  服务人员都很有礼貌， 让人很舒服. \r\n\r\n(电视的遥控器不太好, 算个小毛病吧:D)', '短评打分': 5}
{'短评内容': '酒店的硬件设施，环境都很不错，价格也还比较优惠，就是出门叫车，坐车不太方便，其他都挺好的，我也推荐了我的朋友去住。', '短评打分': 3}
{'短评内容': '酒店的硬件设施，环境包括他们的服务我感觉都挺不错的，位置也挺好，比较方便，就是价格稍微高了一点。', '短评打分': 5}
{'短评内容': '整体感觉还不错，经济、整洁，地理位置也方便', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '酒店的地板有点滑，不过倒是挺干净的，感觉还不错，位置也还可以，总体来说还算是不错的。', '短评打分': 5}
{'短评内容': '在北二环立交下，购物和餐饮不是很方便。出行只能靠出租。新开的酒店，环境还可以。床很舒适', '短评打分': 5}
{'短评内容': '酒店的环境卫生都很好,价格也很优惠,位置出行方便,值得再次入住的酒店.', '短评打分': 5}
{'短评内容': '酒店虽然说是商务型的,但是房间很干净,也很舒适,价格也不贵,挺满意的', '短评打分': 5}
{'短评内容': '还算不错的出门旅行住宿的好去处，很是舒适的，就是北二环店，不太好找。', '短评打分': 5}
{'短评内容': '说实话，这个酒店不错，虽然面积不大，但是室内温度非常好，严寒的冬季也很舒适，卫生情况不错，值得推荐！', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
