{'短评内容': '环境很不错', '短评打分': 5}
{'短评内容': '位置不错，就是酒店太老了，房内设施比较旧了，楼层和房间内都有一股发霉的味道，而且双人入住标间只包括一份早餐，另一份要付费88元再加15%的服务费，有点不合理。', '短评打分': 1}
{'短评内容': '老酒店，房间内很差。插座很少，灯会自己闪。\n早餐还可以。\n网速还行，比周围几个酒店都好一点', '短评打分': 5}
{'短评内容': '酒店房间很大很舒适，但早餐差一些', '短评打分': 3}
{'短评内容': '酒店环境不错，设施齐全，卫生干净，性价比较高。\n', '短评打分': 5}
{'短评内容': '酒店环境不错，设施齐全，卫生干净，性价比较高。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '我己入住,感觉不错，请明天上午十点半来电话，我看情况是否续住。谢谢！', '短评打分': 3}
{'短评内容': '服务态度好，值得入住，很安静，电视很清晰，下次还来', '短评打分': 5}
{'短评内容': '总体感觉还可以，内部的硬件设施有待提高。', '短评打分': 3}
{'短评内容': '酒店不错，去了很多次了，床非常舒服，打车很方便，服务也很good，推荐', '短评打分': 5}
{'短评内容': '经常入住，感觉非常方便，而且性价比还是不错，以后会经常入住', '短评打分': 5}
{'短评内容': '挺好的！服务很好，但是设施有点旧...周边吃饭地点也很多，地铁也不远！', '短评打分': 5}
{'短评内容': '酒店设施比较一般吧， 浴室里的毛巾架居然掉下来了。 ', '短评打分': 5}
{'短评内容': '酒店房间一般，但是服务很好！大堂刘经理很热情！值得大家去住！', '短评打分': 5}
{'短评内容': ' 还是一如既往地好。', '短评打分': 3}
{'短评内容': '酒店房间略显小，但十分干净。最好是房间有无线网络，网速还可以。', '短评打分': 5}
{'短评内容': '还可以，房间条件不错，早餐丰富，服务快捷，整体性价比比较高', '短评打分': 5}
{'短评内容': '房间比较宽敞，地理位置好，稍微有点味道，开窗透了一会气', '短评打分': 5}
{'短评内容': '周边涉外酒店不多，相较还算不贵的酒店', '短评打分': 3}
{'短评内容': ' 房间设施很好，早餐也不错！', '短评打分': 3}
{'短评内容': '服务不错，就是今年价位涨了', '短评打分': 3}
{'短评内容': '不错~地理位置及环境都蛮好的\n。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '环境优雅,设施齐全', '短评打分': 3}
{'短评内容': '让我感觉很温馨的是在卫生间里服务员留给我的便条 以及提供给我的方便服务！感觉不错~以后有机会还回来 这是第二回了', '短评打分': 5}
{'短评内容': '酒店不错，室内干净，空间大，设施齐全，性价比高，就是周围不怎么搭，去哪都不是特别方便。打车就无所谓了。', '短评打分': 5}
{'短评内容': '交通便利，环境都不错，就是特价房是在转角处，而且房间超级小，并没有体现出特价的优势，所以如果以后再入住，肯定不住特价房了。', '短评打分': 5}
{'短评内容': '给朋友定的据反馈挺不错的，复核该级别酒店评定的标准，对得起这个价格。朋友很满意。', '短评打分': 5}
{'短评内容': '酒店环境不错，值得信赖！设施齐全，卫生干净，性价比较高。\n', '短评打分': 5}
{'短评内容': '服务很到位！酒店偏陈旧，但是陈旧不意味着落后，相反这个价位的五星级还是不错的！', '短评打分': 5}
{'短评内容': '酒店环境不错，值得信赖！设施齐全，卫生干净，性价比较高。', '短评打分': 5}
{'短评内容': '洒店房间不错，贵了点', '短评打分': 3}
{'短评内容': '已经是第二次住这里了,酒店早餐非常丰富,就是第二个人吃早餐要交80元,有些麻烦,酒店硬件设施非常好,但唯一不足就是被子有股很难闻的药水或者洗涤液的味道.', '短评打分': 5}
{'短评内容': '服务和早餐都不错！如果要是房间里能有WI-FI那就更棒了', '短评打分': 5}
{'短评内容': '房间卫生整洁', '短评打分': 3}
{'短评内容': '环境好,干净卫生。', '短评打分': 3}
{'短评内容': '交通比较便利  服务态度好 早餐还是不错 的', '短评打分': 5}
{'短评内容': '房间内有股味道。。。里面设施也很旧了。。。除了早餐还可以之外，其他都不咋地', '短评打分': 1}
{'短评内容': '下午四点多去的，被告知暂时没有我们预定的大床房。。。有大床房的时候，也不知道打个电话通知一下。。。房间内有股味道。。。里面设施也很旧了。。。除了早餐还可以之外，其他都不咋地', '短评打分': 1}
{'短评内容': '酒店环境不错，值得信赖！设施齐全，卫生干净，性价比较高。', '短评打分': 5}
{'短评内容': '酒店设施不错前台的服务非常好！', '短评打分': 3}
{'短评内容': '房间很安静，设施也齐全，干净卫生。附近生活设施很方便，喜欢，有机会会推荐给朋友、', '短评打分': 5}
{'短评内容': '总体上是不错的，早餐也比较丰盛，卫生清洁，就是窗帘拉不住。。。。。', '短评打分': 5}
{'短评内容': '环境很好，很安静，实施也很不错，值得来住的酒店！', '短评打分': 5}
{'短评内容': '酒店很不错，气派呵呵', '短评打分': 3}
{'短评内容': '港中旅维景酒装已旧。', '短评打分': 3}
{'短评内容': '不错，蛮干净，春节期间，一切设施休息，遗憾。', '短评打分': 5}
{'短评内容': '每次去北京一直入住次酒店。安静，服务好，价格不贵。下次还会选择这家酒店', '短评打分': 5}
{'短评内容': '酒店设施，特别是房间设施是陈旧了点，但是人员素质还是挺好的，态度好，也愿意为客人解决问题。交通方面，离地铁站的距离偏远。总体满意！', '短评打分': 5}
{'短评内容': '很安静，交通方便，每次朋友去北京，就指定这家酒店。', '短评打分': 5}
{'短评内容': '店里还好  主要是交通方便   价格再低点。星级可是不够', '短评打分': 5}
{'短评内容': '感觉非常好，超值', '短评打分': 3}
{'短评内容': '比较方便。。。。。。每次出差都住在这里。。。。', '短评打分': 5}
{'短评内容': '交通方便,标准商务.就是门口的地面停车居然还要对住店客人收费,小遗憾.', '短评打分': 3}
{'短评内容': '酒店干净，整洁，感觉舒适。\n服务态度良好。\n\n一楼大厅的男厕冲水困难。4星级酒店需要注意点点滴滴，是否符合你们的标准。', '短评打分': 5}
{'短评内容': '健身房和游泳池不错！靠北侧房间有点吵！南侧房间不错', '短评打分': 3}
{'短评内容': '环境不错，服务很好', '短评打分': 3}
{'短评内容': '港中旅维景大酒店环境很好，服务不错；但是它的中餐厅价格高的离谱。', '短评打分': 3}
{'短评内容': '酒店不错   服务号  交通方便入住环境好  客房干净舒适', '短评打分': 5}
{'短评内容': '挺好的，交通方便，吃饭很好， 挺好的，交通方便，吃饭很好', '短评打分': 5}
{'短评内容': '房间设计合理、布局不错，屋顶很高，感觉很舒畅，蛮温馨的.', '短评打分': 5}
{'短评内容': '经常住这个酒店,周边办事方便,交通也方便.', '短评打分': 5}
{'短评内容': '常住此酒店了,周边办事方便,交通也方便.', '短评打分': 5}
{'短评内容': '挺好的，交通方便，吃饭很好， 挺好的，交通方便.', '短评打分': 5}
{'短评内容': '挺好的，交通方便，吃饭很好， 挺好的，交通方便，吃饭很好.', '短评打分': 5}
{'短评内容': ' 比我朋友公司的协议贵了百十大洋，还不能用券，下次还是订协议的吧，呵呵。这个酒店还不错啦！推荐。', '短评打分': 3}
{'短评内容': '这是连续第五次在这家酒店预订，条件比较好，交通方便，服务也很好。good', '短评打分': 5}
{'短评内容': '还行吧，入住有着比较好的体验。手指不小心弄破了，前台递上创可贴，态度不错。位置也还可以，车打不到的话还可以走一段去地铁。房间的设施也比较符合这个价格。维景旗下的酒店在我印象中都还不错。', '短评打分': 5}
{'短评内容': '挺好的，交通方便，吃饭很好， 挺好的，交通方便，吃饭很好， 已经在这预定3次了。', '短评打分': 5}
{'短评内容': '北京港中旅维景国际大酒店位置比较方便，酒店比较干净，挺好的', '短评打分': 5}
{'短评内容': '还不错。。价格有点小贵。。。其它挺好的。。。。。到出差的地方近', '短评打分': 5}
{'短评内容': '帮非洲朋友预定的，他们说英语的，在这里沟通不成问题，挺好的', '短评打分': 5}
{'短评内容': '帮非洲朋友订的酒店，这里的外籍人不少，沟通交流都挺方便的', '短评打分': 5}
{'短评内容': '房间宽敞，环境舒适，交通便利。\n很不错的宾馆', '短评打分': 5}
{'短评内容': '感觉很好，感觉很好，早参丰富，下次还会来住的。', '短评打分': 5}
{'短评内容': '挺好的，交通方便，吃饭很好， 挺好的，交通方便，吃饭很好， 下次还来', '短评打分': 5}
{'短评内容': '性价比还不错啦～', '短评打分': 3}
{'短评内容': '服务水平一般', '短评打分': 3}
{'短评内容': '很好!服务很到位。环境，优雅，安静，干净，整洁。', '短评打分': 5}
{'短评内容': '替朋友订的，酒店环境不错，就是打车回去有点绕，每回都要绕广安门桥底下', '短评打分': 5}
{'短评内容': '酒店住着很舒服，交通便利，房间采光也好，下次有机会还会选择这里。', '短评打分': 3}
{'短评内容': '酒店整体环境不错，交通便利', '短评打分': 3}
{'短评内容': '还不错 下次还会在来的 卫生也不错  态度还好', '短评打分': 5}
{'短评内容': '还不错的四星级', '短评打分': 3}
{'短评内容': '已入住很满意', '短评打分': 3}
{'短评内容': '每次朋友来都住这家。以后还会继续住。\n服务不错，早餐也不错。', '短评打分': 5}
{'短评内容': '非常干净，市中心，离天安门打车10分种左右。。。。。。早餐也不错', '短评打分': 5}
{'短评内容': '挺好的，性价比比较高。交通便利。餐饮的选择也比较多。', '短评打分': 5}
{'短评内容': '酒店位置还可以房间不错，我的客人还满意。', '短评打分': 5}
{'短评内容': '服务不错', '短评打分': 3}
{'短评内容': '十好', '短评打分': 3}
{'短评内容': '酒店位置很好,紧临西二环.下次还会选择港中旅维景。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '近期有所改进，住店停车不用再付费。这才是真正的国际惯例。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': 'This hotel and their service was top notch. The facilities were on the level of a 5 Star hotel.  I would stay here again when I visit Beijing without any hesitation.', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '，不错，位置比较便利', '短评打分': 3}
{'短评内容': '周末特价非常给力，这个价格可以住到北京四星半的酒店。而且还是维景品牌。满意\n位置也不错，在牛街附近，晚上可以去吃小吃', '短评打分': 5}
{'短评内容': ' 好 不错 就是没早餐 ', '短评打分': 3}
{'短评内容': '第一次住这家酒店，感觉很有档次，我是帮朋友定的，朋友很满意，他也说这家酒店的性价比很高，酒店的服务也很周到，房间比较大，住起来很舒服，下次还回订这家酒店的，朋友是回族，离牛街很近，我们步行大概十五分左右去牛街吃饭，还是比较方便的', '短评打分': 5}
{'短评内容': '服务比较好，在预定中提出的要求可以很好的满足。但不知道是由于客人太多还是什么别的原因，每次来时客房都没有收拾你完毕。另外，大厅中有时会有一些类似旅行团的客人，大声说话，长时间占用大厅的等待休息区的作为，且行为和姿态很不雅观，必要时请工作人员适当提醒。', '短评打分': 5}
{'短评内容': '挺好的，就是小贵，希望多搞一些活动，设施都挺高档，卫生也好，可以常来，挺好的，就是小贵，希望多搞一些活动，设施都挺高档，卫生也好，可以常来，挺好的，就是小贵，希望多搞一些活动，设施都挺高档，卫生也好，可以常来，挺好的，就是小贵，希望多搞一些活动，设施都挺高档，卫生也好，可以常来，挺好的，就是小贵，希望多搞一些活动，设施都挺高档，卫生也好，可以常来，', '短评打分': 5}
{'短评内容': '整体还不错。就是离地铁口远了点。以后附近有地铁后应该不错。', '短评打分': 5}
{'短评内容': '已經住這家酒店五年了.服務.設施都很好.完善.只是裝修方面有待加強', '短评打分': 5}
{'短评内容': '设施比较旧，服务还可以。交通方便，吃饭，逛街比较方便。', '短评打分': 1}
{'短评内容': '位置好，交通便利，虽然设施有点陈旧，旦总体性价比还比较高', '短评打分': 5}
{'短评内容': '挺好！早晨也不错！周边大大小小的店抽空转转也方便。下次还会住吧！', '短评打分': 5}
{'短评内容': '设施老旧，宣传蒙人，标称36平，结果比如家还小，充其量是一个落寞的3星级标准，浴室的水龙头脏的让人恶心，居然调水很难，早上被楼上装修的电钻声吵醒，刻骨铭心的一晚。', '短评打分': 1}
{'短评内容': '还是很不错的，住得很舒服，以后有机会还会去住的', '短评打分': 5}
{'短评内容': '我对北京港中旅维景国际大酒店印象非常好！酒店设施和酒店的服务都非常好！我非常满意！下次我到北京还到这里来！谢谢酒店的全体员工！', '短评打分': 5}
{'短评内容': '住的可以，但吃的太咸了！房间隔音效果较差！', '短评打分': 5}
{'短评内容': '硬件还可以，服务还是要加强，如果餐饮、娱乐能够提升一些的话，还可以。', '短评打分': 5}
{'短评内容': '房间卫生干净 物品非常齐全 离西单很近 很好很强大', '短评打分': 5}
{'短评内容': '很不错，已经第二次招待朋友住这里了。主要是位置很方便，性价比也不错', '短评打分': 5}
{'短评内容': '离地铁站远点，但是其它方面感觉还是不错的，房间也可以，不过提供不了剪刀，这么大的酒店这个也没有？', '短评打分': 5}
{'短评内容': '挂牌的招待所，服务达不到高星级的要求，港中旅还要进步啊，我要了份报纸到我离开酒店还没送。', '短评打分': 1}
{'短评内容': '房间比较大，可以开窗子挺不错的。就是房间比较紧张，给了一间有烟的房间。', '短评打分': 5}
{'短评内容': '这个酒店不错，，服务人员不少啊，，这个你懂的，哈哈哈哈\n', '短评打分': 5}
{'短评内容': '地理位置好，，环境也不错，，在北京这个价格的4星也算可以了\n', '短评打分': 5}
{'短评内容': '酒店虽为四星级，但房间挺大，服务也很周到。不错。，', '短评打分': 5}
{'短评内容': '不错的酒店，入住很舒服，环境也很优雅，前台服务不错。', '短评打分': 5}
{'短评内容': ' 房间干净 服务周到 很棒的酒店 \r\n\r\n', '短评打分': 3}
{'短评内容': '很不错！周边也挺方便。下次出差还会住吧。', '短评打分': 5}
{'短评内容': '挺好的，住过多次。虽然周围有点儿嘈杂，不过大大小小的店，有空儿转转的话还是挺不错！', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '这是第二次入驻该酒店，感觉各方面都不错。早餐品种丰富，下一次到北京还会考虑入驻。', '短评打分': 5}
{'短评内容': ' 价格不贵', '短评打分': 3}
{'短评内容': '服务热情，房间很干净，就是早餐品种再多一点就好了。', '短评打分': 5}
{'短评内容': '第二次入主了，酒店不错~ 主要是离要去的地方很近，很方便！', '短评打分': 5}
{'短评内容': '非常满意的一次入住，房间宽敞明亮，交通方便，还有游泳池哦', '短评打分': 5}
{'短评内容': '环境位置都还ok得酒店。。。。。。。。。。', '短评打分': 5}
{'短评内容': '环境卫生好,服务态度好,交通较便利。', '短评打分': 3}
{'短评内容': '环境好，服务好，交通便利，早餐很好。房间较大，性价比较好。', '短评打分': 5}
{'短评内容': '这个价位在北京还好啦！酒店环境也不错', '短评打分': 3}
{'短评内容': '常客了，就是每次都要在六点之前做预授权有点麻烦。', '短评打分': 5}
{'短评内容': '总的来说比较好，但\n1。5层以下的北面房间由于临近马路，噪音大，影响休息。\n2。订房时显示有大床和双人床，但没有办法在网上选，只能在入住是听任安排。', '短评打分': 5}
{'短评内容': '地点很好，交通方便。替朋友预订的，朋友反映很好，每次到北京都要求住在这里。', '短评打分': 5}
{'短评内容': '交通便利，服务较好，早餐不错，性价比较高。环境较好。', '短评打分': 5}
{'短评内容': '服务态度非常好，环境很好，早餐不错。交通便利。就是价格贵了些。', '短评打分': 5}
{'短评内容': '服务态度非常好，环境很好，早餐不错。交通便利。近来涨价了。', '短评打分': 5}
{'短评内容': '酒店服务很人性化,四星级的酒店，七星级的服务，客人反映很好', '短评打分': 5}
{'短评内容': '非常舒适', '短评打分': 3}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '  好', '短评打分': 3}
{'短评内容': '港中旅维通酒店很不错，住得舒服，交通方便，空调噪音很小，设施比较齐全，推荐入住。xyz', '短评打分': 3}
{'短评内容': ' 不错', '短评打分': 3}
{'短评内容': '酒店的地理位置不错，离地铁也不算太远。周围吃饭选择较多。但房间设施比较陈旧，龙头上锈迹斑斑，马桶盖发黄。离四星级有点差距。不过价格相对比较便宜，值得推荐。', '短评打分': 5}
{'短评内容': '  ＋ 服务好', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '给朋友定的，他说很好，干净，气派，可以去住，就是价格贵了些', '短评打分': 5}
{'短评内容': '环境一般，服务不错，宾馆条件也还可以，下次还会来。建议关注。', '短评打分': 5}
{'短评内容': '非常不错的酒店\n1. 早餐很丰盛；\n2. 服务态度非常好，刚到酒店还有人帮按电梯；\n3. 晚上酒店还帮助开夜床；\n4. 价格也很优惠；\n5. 就是设施有些旧了。', '短评打分': 5}
{'短评内容': '多次入住，感觉很上档次，环境不错，卫生也好，就是538贵，458还能接受，要是能用券就更好啦', '短评打分': 5}
{'短评内容': '不错的酒店！  很大气，有档次。地理位置离办公地点较近！！推荐', '短评打分': 5}
{'短评内容': '还行吧！', '短评打分': 3}
{'短评内容': '性价比挺高的,服务态度也很好.房间大小不错,硬件中规中矩', '短评打分': 5}
{'短评内容': '酒店不错,交通什么的也比较方便.就是走廊墙壁站铃处的比较脏,建议清洁一下.', '短评打分': 5}
{'短评内容': '交通比较便利，环境很好，服务非常好，早餐不错。性价比较高。', '短评打分': 5}
{'短评内容': '交通非常便利，环境很好，服务没得说，性价比比较高。早餐很好。', '短评打分': 5}
{'短评内容': '环境好，服务态度好，早餐很好，交通方便，门口就是医院。', '短评打分': 5}
{'短评内容': '酒店环境和服务很好。交通便利。早餐也很好。', '短评打分': 5}
{'短评内容': '不错的酒店！  就离位置，早餐都不错。  价格也还可以有一点贵', '短评打分': 5}
{'短评内容': '前台服务十分差，弄个入住用10分钟，而且态度不好，要了果盘要3个小时不送，第一次也是最后一次去这家酒店', '短评打分': 1}
{'短评内容': '房间不错，配套设施也挺好，就是大床房太少！', '短评打分': 5}
{'短评内容': '地理位置和价格都不错，一楼中餐厅种类非常多。', '短评打分': 5}
{'短评内容': '不错的酒店，环境可以，酒店的服务上佳，房间舒适。', '短评打分': 5}
{'短评内容': '服务较以前有改进,餐厅上菜太慢、服务人手少效率低价高质差。\n\n\n住的标准大床房，还可以——价格也是偏高。\n', '短评打分': 5}
{'短评内容': '住过好几次了。因为离办事的地方很近，周边的商业设施也很方便。酒店朝南的房间视野很好，很清静。早餐也不错！', '短评打分': 5}
{'短评内容': '酒店的环境和设施都不错，而且最近已升级为五星级酒店。酒店位置交通方便。', '短评打分': 5}
{'短评内容': '房间设施比较陈旧,服务还可以。交通还算方便，位置挺好。', '短评打分': 5}
{'短评内容': '酒店挺干净的，早餐也还好，不错,两会期间房价有点高', '短评打分': 5}
{'短评内容': '四星的酒店 交通方便 价格合适 房间不错 值得考虑一下', '短评打分': 5}
{'短评内容': '交通方便，服务还热情，卫生也干净，下次还去住的\n。', '短评打分': 5}
{'短评内容': '总体还不错，但有些细节还不够好，比如房间里的开水壶已经很破旧了，早餐价格太高，希望以后能够改进。', '短评打分': 5}
{'短评内容': '除了房间设施有点旧，别的都还可以\n房间应该重新装修', '短评打分': 5}
{'短评内容': '性价比还可.早餐也不错,位置比较好.出酒店比较好打车.', '短评打分': 5}
{'短评内容': '前年去过一次，服务和位置不错。这次感觉家具有点旧，二楼餐厅价格非常高，期望能够改进。', '短评打分': 5}
{'短评内容': '住过几次了，感觉不错，在附近办事的可尝试一下', '短评打分': 3}
{'短评内容': '不错的酒店。服务员什么的都很客气！很好啦！', '短评打分': 5}
{'短评内容': '不错的地理位置和内部设施。很舒适。每次来选择这家不错~', '短评打分': 5}
{'短评内容': '服务很好,值得选择.早餐还可以，性价比高，正门还是开着好。', '短评打分': 5}
{'短评内容': '酒店服务很到位，下次还来。卫生很干净，服务员的素质很高，英文水平很高。', '短评打分': 5}
{'短评内容': '酒店地理位置不错，环境也行，整洁干净，服务态度也不错。', '短评打分': 5}
{'短评内容': '酒店地理位置不错，环境也还可以，比较干净，服务也不错', '短评打分': 5}
{'短评内容': '先说好的方面：前台服务不错，早餐也不错，是4星级的水平。\n再说不好的方面：房间太旧，最多就是3星级的水平；浴室的浴缸水龙头在洗淋浴的时候关不紧，因此淋雨的水流很小；中央空调太陈旧，房间冷，空调风量开到最大也不及家中壁挂式的最小风量，最搞笑的是找来客房人员检查，说是所有房间都是这样，建议我睡觉时再加一床毯子。说实在话，要不是当天我实在很累，我直接就换酒店了。\n总体来讲，不建议尝试此酒店，建议到别处碰', '短评打分': 1}
{'短评内容': '床有些小，车位比较紧张，早餐一般，但在这个区域已经是最好的酒店了。', '短评打分': 5}
{'短评内容': '还好，酒店挺暖的.在立交桥下，出租车开过了，又找回来，不是很方便。', '短评打分': 5}
{'短评内容': '4星酒店还是不错的，环境服务地理位置很都好', '短评打分': 5}
{'短评内容': '服务好 环境好 位置方便 很喜欢 服务好 环境好 位置方便 很喜欢 ', '短评打分': 5}
{'短评内容': '地理位置好  方便    酒店客服挺好哒', '短评打分': 5}
{'短评内容': ' 很好，不错！', '短评打分': 3}
{'短评内容': '交通及其便利，服务态度好，就是房型略显旧', '短评打分': 5}
{'短评内容': ' 酒店性价比高，服务非常热情，每次到京都选择这里。', '短评打分': 3}
{'短评内容': '朋友来京出差住这里，环境服务都挺好，值得推荐', '短评打分': 5}
{'短评内容': '非常大气！富丽堂皇又很温馨！值得入住！地理位置优越！', '短评打分': 5}
{'短评内容': '房间还是不错的，没有仔细观看总体感觉比较好的', '短评打分': 5}
{'短评内容': '住宿不错在北京算是很不错的酒店了，早餐也不错，建议首选', '短评打分': 5}
{'短评内容': '呵呵，服务挺好的，就是早餐品种少了点，特别是水果的种类挺少的。', '短评打分': 5}
{'短评内容': '酒店服务员很细心，能发现小细节为客人服务，是住的那么多家酒店以来感觉最贴心的一次，下次还会选择。', '短评打分': 5}
{'短评内容': '不知道是第多少次去了，一直都是那么的好。推荐推荐', '短评打分': 5}
{'短评内容': '酒店已入住.', '短评打分': 3}
{'短评内容': '这家酒店还是蛮不错，性价比还算可以蛮干净，商务出差也合适', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '挺好的，每次去北京都会选择这家，环境＆性价比不错！', '短评打分': 5}
{'短评内容': '我八月住这家酒店，虽然只有一天但是感觉很好。', '短评打分': 5}
{'短评内容': '环境条件不错，浴室用品上乘，家具略微破旧，建议更新', '短评打分': 5}
{'短评内容': ' 还可以.', '短评打分': 3}
{'短评内容': '环境舒适，地点好，交通方便。服务员态度不错，就是停车场位置少点。值得推荐！', '短评打分': 5}
{'短评内容': ' 酒店卫生好，服务好。网络好用，还免费。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店位置不错 一楼有个小餐厅不收服务费 菜做的不错 ', '短评打分': 5}
{'短评内容': '很好满意!', '短评打分': 5}
{'短评内容': '交通比较便利，且离广安门中医院非常近，酒店用餐很方便', '短评打分': 5}
{'短评内容': '除价格稍高一些,其它都不错!位置在二环内,较为方便', '短评打分': 5}
{'短评内容': '挺好的，方便，干净，安静。就是早餐人多有点乱，当然可能是国庆节的原因。', '短评打分': 5}
{'短评内容': '总体感觉不错，服务热情，设施也较新。不足就是早餐非常一般，选择的余地很少。', '短评打分': 5}
{'短评内容': '不错的酒店,比较舒适,早饭性价比差了点.', '短评打分': 3}
{'短评内容': '不错的酒店，价格还不错，下次去还会选择这里', '短评打分': 5}
{'短评内容': '卫生状况很好，噪声小，设施新，交通便利，下次继续入住', '短评打分': 5}
{'短评内容': ' 条件很好', '短评打分': 5}
{'短评内容': 'Clean and soft towels, nice staffs, above average level breakfast all make you a comfortable stay.', '短评打分': 5}
{'短评内容': '性价比不错,位置方便，周围特色饭店也挺多。', '短评打分': 5}
{'短评内容': '在北京选择酒店最多就是安排这家酒店，位置不错，四星级里面性价比也算比较高，商务房间大。就是早餐稍微贵而且食物少。', '短评打分': 5}
{'短评内容': '该酒店地理位置比较好，服务非常热情，特别是大堂副理，每次上电梯时都会微笑着给你开电梯门，很是温馨。其他服务人员也非常热情。价格也相当合理。值得选择。', '短评打分': 3}
{'短评内容': '房间很大，没有过旧或过新的味道，设施不错也安静。早餐相对于80的价位来说，很一般，不太值。', '短评打分': 5}
