{'短评内容': '干净整洁6666666666666666', '短评打分': 5}
{'短评内容': '很好！环境也很不错！酒店可购买的商品太少！希望以后服务有更多改进！', '短评打分': 5}
{'短评内容': '交通很方便。不过感觉服务一般。\n喜欢徐州人，不过不喜欢这家酒店的前台，态度实在对不起如此昂贵的价格。扯！', '短评打分': 5}
{'短评内容': '还行。但是叫醒服务却没有履行。希望以后能提高服务质量。', '短评打分': 5}
{'短评内容': '太老久了，服务也不行，吃亏只吃这一次，下次换地方。', '短评打分': 1}
{'短评内容': '每次到徐州都是在这家酒店入住，总体还行吧，毕竟是很老的四星级酒店了\n', '短评打分': 5}
{'短评内容': '服务还行，老牌酒店了在徐州是很不错的了，就是设施有点老了', '短评打分': 5}
{'短评内容': '市中心，交通方便，早餐不是太丰富，虽然靠近火车站但是还是比较安静', '短评打分': 5}
{'短评内容': '6月7日入住，预订的是豪华单人间，1.8米大床，实际只是1.5米床。房间地毯较脏，卫生间浴缸龙头锈蚀严重，接缝处有霉斑。因为地处徐州火车站，噪音较大。酒店服务较好，出入便利。', '短评打分': 1}
{'短评内容': '性价比高。交通超方便。', '短评打分': 5}
{'短评内容': '毕竟是老的四星级酒店了，服务到位，就是房间有点旧了', '短评打分': 5}
{'短评内容': '火车站旁，交通方便，停车不方便，还算干净，还可以吧，，', '短评打分': 5}
{'短评内容': '就在火车站旁边，做火车的人比较方便，步行可到达，火车进站时比较吵，', '短评打分': 5}
{'短评内容': '这次入住感到比上次干净前台预定出错耽误时间希望多注意', '短评打分': 3}
{'短评内容': '＋前台服务非常一般，设施老旧。早餐一般。', '短评打分': 3}
{'短评内容': '酒店就在火车站边，楼下就是铁轨，但玻璃是4层，所以也不吵。就是酒店旧了点，感觉不到四星，早餐也比较简单，停车位少', '短评打分': 3}
{'短评内容': '交通比较方便，但是性价比不高。如果在200元左右的价格会更加有吸引力。', '短评打分': 1}
{'短评内容': '总的来说, 还算不错. 赶上装修季节, 白天有点吵 ', '短评打分': 5}
{'短评内容': '离四星标准还差很远', '短评打分': 3}
{'短评内容': '离火车站太近了，睡梦中就有轰隆隆的响声啊', '短评打分': 1}
{'短评内容': '还可以，房间比较旧。早餐还好。交通非常方便。', '短评打分': 5}
{'短评内容': '老火车站旁边，位置很方便，现在是星程酒店的管理，服务不错的，性价比不错，还主动给高楼层的房间，很好', '短评打分': 5}
{'短评内容': '因天气气温下降，房间空调温度太低，冻死了。', '短评打分': 3}
{'短评内容': '交通方便,酒店清洁干净,价位适中;早餐菜肴不够丰富,娱乐项目不错.', '短评打分': 5}
{'短评内容': '酒店马马虎虎吧离火车站很近', '短评打分': 3}
{'短评内容': '酒店就在火车站边，交通便利，总的来说还可以，就是设施稍显陈旧了些。', '短评打分': 5}
{'短评内容': '位置还是不错的，交通方便。但是设施有点陈旧，性价比稍低。', '短评打分': 5}
{'短评内容': '本人住的24层，比较安静，就是比预想中的房间要小，服务比较热情。', '短评打分': 5}
{'短评内容': '感觉不错…就好像贵宾专列', '短评打分': 3}
{'短评内容': '房间还可以，就是靠近火车站，有些吵；前台服务员态度较冷淡。', '短评打分': 3}
{'短评内容': '总的来讲还可以，就是开空调还有时间限制，不是所有的时段都会有热风，要是冬天入住，身体怕冷的朋友需要考虑。早餐还不错，符合这个价位酒店的标准。', '短评打分': 5}
{'短评内容': '酒店虽然有点旧，但位置好，交通方便，价位低，推荐', '短评打分': 3}
{'短评内容': '酒店还可以，就是餐厅从味道和价格都不好，服务可以。', '短评打分': 1}
{'短评内容': '性价比高，酒店环境，位置都不错，价位也合适，非常值得推荐。', '短评打分': 5}
{'短评内容': '酒店环境不好', '短评打分': 3}
{'短评内容': '酒店位置很好，服务也比较周到。火车站就在旁边，很方便！', '短评打分': 5}
{'短评内容': '是偶常住的酒店，紧挨火车站、汽车站，位置非常好，很方便，服务很好，设施有点儿陈旧被子、浴巾、毛巾都改换了。', '短评打分': 5}
{'短评内容': '第一次入住老家的酒店，感觉服务有待提高。\n洗浴没有防滑垫，客房管理有待提高。结账时，说我喝了房价的咖啡。真是郁闷。\n屋里连咖啡杯都没有，我怎么喝。最后总台还是没有让我赔付。一贷咖啡几块钱，即使出得起，也郁闷啊。', '短评打分': 5}
{'短评内容': '酒店很好，位置还不错，房间很干净也很安静，下次还住。', '短评打分': 5}
{'短评内容': '洗澡水有点混', '短评打分': 3}
{'短评内容': '还行吧。就是性价比低点。价格贵、需要重新装修啦', '短评打分': 1}
{'短评内容': '交通便利，服务周到，早餐丰富', '短评打分': 3}
{'短评内容': '图片和房间实际差距太大！！！ 感觉是被坑爹！！ 很失望！！ 早知道花299元 我不如去如家或者汉庭之类的酒店了！', '短评打分': 1}
{'短评内容': '还行，交通比较方便，紧靠着火车站，办事很方便', '短评打分': 5}
{'短评内容': '这个酒店比较老了，而且靠这火车站。但是酒店适合出差的人士，靠火车站和汽车站都挺近的。', '短评打分': 5}
{'短评内容': '比较旧。中餐厅的菜口味一般', '短评打分': 3}
{'短评内容': '還不錯，隔音不好', '短评打分': 3}
{'短评内容': '我住过很多酒店，这是最最差的4星酒店。浴缸很旧，房间布置简单，一包简易卡啡居然还收费!!结帐时只有2个服务员，等了10钟，晕到倒!', '短评打分': 3}
{'短评内容': '酒店不错，几乎在市中心，住20楼，很安静，早餐也不错，火车站就在边上，买车票很方便。（高铁在东站）', '短评打分': 5}
{'短评内容': '交通便利，行政層的房間還可以，酒店就是舊了的，其他都挺不錯。', '短评打分': 5}
{'短评内容': '房间环境不好,没有搞卫生,就让我们入住.', '短评打分': 3}
{'短评内容': '大环境不错，早餐很丰盛。', '短评打分': 3}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '在火车站汽车站边上，交通方便，但设施过于陈旧了。', '短评打分': 5}
{'短评内容': '很旧，很破，很老的四星级酒店，只有专业热情的服务能够达到四星，其余硬件都不过关！早餐很差，花样少！不过在这里可以体会20年前高档酒店的风格！如果酒店不重新装修的话，建议住对面的格林豪泰！', '短评打分': 1}
{'短评内容': '交通很便利，火车站汽车站边上，房间设施比较老了，大床1.5米有点偏小。', '短评打分': 5}
{'短评内容': '還不錯。', '短评打分': 3}
{'短评内容': '房间较老。。一般般.......................................................', '短评打分': 1}
{'短评内容': '交通便捷，但酒店设施比较陈旧。遗失手机充电器在酒店，也与其确认了遗失的物品，但邮寄给我时缺少部件，也无人再确认此事', '短评打分': 1}
{'短评内容': ' 总体还算比较好,只是设施有点陈旧 ', '短评打分': 3}
{'短评内容': '总体不错，火车站旁边，但是房间还是比较安静....服务尚可，早餐也还过得去..........', '短评打分': 5}
{'短评内容': '服务一般吧，性价比也不高，不过靠近 火车站 差旅的朋友可以考虑', '短评打分': 5}
{'短评内容': '酒店设施不是很新，挂牌4星好像，但是也就是3星的样子。白天服务人员还是很热情的，这一点值得表扬。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '感觉周边酒店中属于最好的。虽然价格也比较不错。\n酒店设施也老了，但比经济型酒店还是好一些。\n而且早餐也还不错\n此外周边交通确实非常方便。\n', '短评打分': 5}
{'短评内容': '酒店交通非常方便，火车站、汽车站就在周边。\n周边24小时可以吃到简单的东西，针对商务人士非常方便。\n房间设施一般，很多物品比较陈旧。', '短评打分': 5}
{'短评内容': '徐州嘉利国际酒店距离火车站和长途汽车站很近，在飞机场乘班车20元即到（北京到徐州航班凭登机牌免费）。酒店房间较大，其他还好，电视节目也多。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店位置不错，服务也周到，值得推荐', '短评打分': 3}
{'短评内容': '位置很好，挨着徐州站。', '短评打分': 3}
{'短评内容': '该洒店早餐，离火车站近，服务还行，还能在酒店买到火车票，值得推荐', '短评打分': 3}
{'短评内容': '该酒店地理位置好，早餐好！就是有点吵，房间有点陈旧', '短评打分': 3}
{'短评内容': '靠近火车站，地理位置不错，费用也不高！在徐州也就这样，还是可以的！唯一不足的就是火车太吵，影响休息！！！！！！！！！！！！！！！！！！！！！1', '短评打分': 5}
{'短评内容': '在火车站旁边，价格不便宜，随便住住吧，徐州这边没有住到什么满意的酒店。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '除了地理位置在车站附近，基本没有性价比。房间设施就是小旅馆，早餐都不能恭维', '短评打分': 1}
{'短评内容': '性价比还不错,就是靠火车站太近了,晚上火车开过有点吵了', '短评打分': 5}
{'短评内容': '那个晚上我没怎么睡着，离火车站太近，轰隆隆的声音老是让我在梦中回到现实。\n整洁，早餐等都挺好的，离火车站非常非常近，很方便！', '短评打分': 5}
{'短评内容': '火车站旁，交通便利，出行方便，早餐丰富，环境也可以，如果价位再合理一些就会更加具有性价比。', '短评打分': 5}
{'短评内容': '呼吁受我五千六白金项链没有让我买六远日元', '短评打分': 5}
{'短评内容': '酒店设施不是很新，挂牌4星好像，但是也就是3星的样子。白天服务人员还是很热情的，这一点值得表扬。', '短评打分': 5}
{'短评内容': 'GOOD HOTEL, BUT POOR SERVICE                        ', '短评打分': 5}
{'短评内容': '设施，环境，价格都还可以，旅游占住的话，各方面都还行。', '短评打分': 5}
{'短评内容': '呼吁收我五千六白金相连没有给我六元日元下担子', '短评打分': 5}
{'短评内容': '呼吁手我五千六白金项链没有给我溜圆日元下担子 ', '短评打分': 5}
{'短评内容': '交通位置便利，房间整洁干净，服务完善。', '短评打分': 3}
{'短评内容': '挺好的！房间卫生不错，早餐也比较丰富，就是房间小了点，不过这也是没办法的事！！！', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': ' hao', '短评打分': 3}
{'短评内容': '早餐比较差，住宿环境还可以，位置还算方便', '短评打分': 5}
{'短评内容': '去火车站和汽车站非常方便，就在旁边，打车出行也还不错，就是酒店设施陈旧，浴巾看上去不干净感觉。', '短评打分': 5}
{'短评内容': '该酒店地理位置优越，靠近火车站。早餐特别好，就是房间陈设有点旧，不过值得推荐', '短评打分': 3}
{'短评内容': '帮客户定的，不知道怎么样。感觉应该不错吧~', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '唯一可以接受的就是离火车站很近，糟糕的服务，糟糕的房间，陈旧的设施。。。我都不明白怎么就是四星的！！checkin后竟然还被安排到没有打扫的房间，也没有提前说一声！！太差劲！！！', '短评打分': 1}
{'短评内容': '   酒店不够新', '短评打分': 3}
{'短评内容': '-不好，酒店房间内设施陈旧，面积很小达不到四星标准！介绍这样的宾馆是对你们声誉的付面影响，让客户对你们的服务产生怀疑！', '短评打分': 3}
{'短评内容': '酒店交通便利，环境舒适，整体感觉不错，值得推荐', '短评打分': 3}
{'短评内容': '不好，酒店设施太老了。。。。。。。....', '短评打分': 1}
{'短评内容': '经常住的酒店，位置比较好！还不错的。经常住的酒店，位置比较好！还不错的。', '短评打分': 5}
{'短评内容': '不错的酒店,交通最便利,我喜欢,下次还会入住', '短评打分': 5}
{'短评内容': '设施已经很陈旧，性价比不高，还不如一般的3星', '短评打分': 1}
{'短评内容': '太糟杂', '短评打分': 3}
{'短评内容': '给我的房间就在火车站边上,晚上没有办法入睡. ', '短评打分': 1}
{'短评内容': '除了地理位置好，其余的都不行，下回不会再来。', '短评打分': 1}
{'短评内容': '设备房间都有些老了,还有早餐很不好,样式品种味道等均不符四星级.', '短评打分': 1}
{'短评内容': '房間太髒了,早知澳聽朋友建議M住別家酒店去,我想一分錢一分貨吧 ! 但真的是髒!', '短评打分': 1}
{'短评内容': '帮同事预定的，反映还可以，有机会还会入住', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '离火车站很近，就是不知道地方就不好找，不显眼啊', '短评打分': 5}
{'短评内容': 'Near railway and bus terminal,very convenient hotel.Hospitality is not too bad. Rooms and facilities are not very new, but comfort.', '短评打分': 5}
{'短评内容': '酒店各方面设施 都可以。交通方便，步行3--5分钟到徐州火车站，打出租车也方便。', '短评打分': 5}
{'短评内容': '真的很旧了，前台服务也不好。差强人意！不推荐！', '短评打分': 1}
{'短评内容': '装修一般太老旧服务可以', '短评打分': 3}
{'短评内容': '房间比较老，毛巾一看就是用过挺久，没有矿泉水，早参还不错。', '短评打分': 3}
{'短评内容': '位置非常好，紧临汽车站火车站，服务和环境也不错，值得推荐。', '短评打分': 3}
{'短评内容': '差就一个字！！', '短评打分': 3}
{'短评内容': '设施还行，不过早上的早餐券发放不是很规矩，如果不提的话，他们也忘记给。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '酒店位置优越，交通方便，总台接待入住，退房结账，业务熟练，快捷省时。只是房间设施陈旧，有烟味。不抽烟的人，很不习惯。建议做无烟房标识。', '短评打分': 5}
{'短评内容': '酒店所在位置交通方便，性价比较好，酒店硬件需要改进。\n', '短评打分': 5}
{'短评内容': '地理位置方便，价钱也不贵，设施不错，推荐', '短评打分': 5}
{'短评内容': '酒店停车场小，电梯拥挤，房间设施陈旧，最令人质疑的是放热水是黄色有铁锈味的浑水，一直20分钟也没见清水，浴池放水阀关不上，看大厅符合4星，房间比普通旅社强不了对少啊。呵呵。看来要整改了。', '短评打分': 1}
{'短评内容': '其实还不错，交通啊吃饭啊什么的还是蛮方便', '短评打分': 5}
{'短评内容': '设施有点陈旧\n单身商务间298有点不值\n房间没有泡面、矿泉水等小食品\n', '短评打分': 1}
{'短评内容': '网络不太好，房间很旧，地段还可以', '短评打分': 3}
{'短评内容': '  设备齐全，环境一般', '短评打分': 3}
{'短评内容': '酒店还不错，就是床很硬，其它都不错。', '短评打分': 3}
{'短评内容': '这也是4星级酒店吗？电视清晰度让我想起20年前，设施陈旧，各种开关不一定能有用。电视机一会有声音一会没有声音无语。不知道这个4星最近考核过没有，真该向旅游主管部门投诉，撤销这种3星都不够的伪4星！', '短评打分': 1}
{'短评内容': '一般.服务态度不错,配置少了点.婴儿床都没,早餐吃的一般.', '短评打分': 3}
{'短评内容': '酒店设施比较旧，入住的时候房间还在打扫，门口等了20分钟才打扫结束，前台态度一般，酒店停车很困难', '短评打分': 1}
{'短评内容': '位置不错，挨着火车站和汽车站，很方便，酒店干净，服务很好，只是管理死板不懂得变通。有新装修的房间，登记时注意提醒，推荐。', '短评打分': 5}
{'短评内容': '酒店就在火车站旁约50米,属于老旧酒店,里边不是令人感到很舒服.服务人员态度不错,早餐比较丰富.总体来说可以住住.', '短评打分': 5}
{'短评内容': '地点很好，距火车站和长途车站走路即可到达，但是酒店设施相对较陈旧，空调暖风不是很热。', '短评打分': 5}
{'短评内容': '地理位置比較好 但酒店設施比較舊', '短评打分': 3}
{'短评内容': '性价比尚可，设施旧了点', '短评打分': 3}
{'短评内容': '每次到徐州，都住这个酒店，老的4星，但是很方便，楼下就可以买火车票', '短评打分': 5}
{'短评内容': '酒店设施陈旧，环境嘈杂，夜间能听到火车声', '短评打分': 5}
{'短评内容': '徐州嘉利国际酒店是火车站地区比较上档次的酒店，但是，酒店设施老化严重，房间设施很老旧，感觉很简陋。不过也有可赞之处，比如顶楼的旋转餐厅，自助晚餐还是不错的。', '短评打分': 5}
{'短评内容': '服务较好，价格适中，建议近期装修，以提高服务质量', '短评打分': 5}
{'短评内容': '地理位置好，出行方便,酒店设施一般，但服务不错', '短评打分': 5}
{'短评内容': '还不错的酒店，价格比较便宜 位置比较好.。。。。', '短评打分': 5}
{'短评内容': 'CLOSE TO RAILWAY STATION, GOOD', '短评打分': 5}
{'短评内容': '靠近火车站，晚上很吵 ，早餐也很差。现在又装修，修路 ，全都是灰尘', '短评打分': 1}
{'短评内容': '酒店比较旧，靠近火车站很吵。这次住的房间空调还不好用。', '短评打分': 1}
{'短评内容': '方便实惠的酒店.', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '位置蛮好的，火车站加了隔音板，上面感觉好多了', '短评打分': 5}
{'短评内容': '房间设施较陈旧，卫生一般，唯一好处就是离火车站和汽车站较近。', '短评打分': 1}
{'短评内容': '离火车站/汽车站非常近，出行非常方便。 酒店设施一般，但服务还不错。 ', '短评打分': 5}
{'短评内容': '地理位置很好，坐车非常方便，环境也不错，推荐一下了，呵呵', '短评打分': 5}
{'短评内容': '在火车站边上，位置不错，离市区一个起步费。上面的旋转餐厅还不错。', '短评打分': 5}
{'短评内容': '+入住成功', '短评打分': 5}
{'短评内容': '挺不错的，价钱也挺便宜的，环境也很好，比想象的要好，下次还会住的', '短评打分': 5}
{'短评内容': '酒店离火车站还挺近，里面环境卫生还可以，但价格有些小贵。', '短评打分': 5}
{'短评内容': '比较陈旧，床也太不舒服了。。连个路由都不能提供', '短评打分': 1}
{'短评内容': '地理位置很好,但设施比较陈旧,前台服务效率及态度欠佳,整体感觉与四星标准相差甚远.', '短评打分': 1}
{'短评内容': '位置很好的，酒店的服务和结算东欧很快，这人也友好的，价格很合适的。', '短评打分': 3}
{'短评内容': '酒店的价格还是很优惠的，位置离火车站、汽车站很近的。', '短评打分': 5}
{'短评内容': '订的是￥398.00的行政间.前台服务漫不经心，三组客人只有一个服务员在办理入住手续，还老是接电话。\n  房间里配有电脑，但是用自己的电脑上网却很不方便，因为台式机上的网线和其他接口线被牢牢绑在一起。洗澡的淋浴设备很差。酒店好像不知道客人需要什么。靠近火车站很近，所以凌晨赶火车的话应该方便。但是即使我需要凌晨赶火车，也不会选择这个性价比很不好的酒店', '短评打分': 1}
{'短评内容': 'Nearest hotel from Xuzhou station (Bus &amp; Railway).Facilities are not very new, but hospitality is good.', '短评打分': 5}
{'短评内容': 'very convient,very good hotel', '短评打分': 5}
{'短评内容': '价格还可以吧，好象室内设置有些就了，不如从前了！', '短评打分': 5}
{'短评内容': '酒店虽然是4星级的但是里面的设施太陈旧，床太小而且一进屋好像什么不干净似的，东西太老了，电视都是80年代了。', '短评打分': 1}
{'短评内容': '酒店太旧了，应该再装修一下，按照现在的设施房价有点高。', '短评打分': 1}
{'短评内容': 'VERY GOOD !  VERY CLEAN !  ', '短评打分': 5}
{'短评内容': '房间不错', '短评打分': 5}
{'短评内容': '酒店周边紧邻火车站交通便利，房间面积很大，也很干净，服务热情周到，服务员热情周到，价位也不高下次还会入住的。 \r\n', '短评打分': 5}
{'短评内容': '这是离徐州火车站最近的一所四星级宾馆，地理位置很好，但是由于距离火车站太近，内部环境不好，卫生也比较差。如果急着赶路，可以选择来这里住。如果来旅游，那么最好还是往市区里走一走。', '短评打分': 5}
{'短评内容': '很不错，性价比很高。在网上看到很多网友说卫生不太好，实际到那里后感觉很干净。就是服务态度不够四星级。', '短评打分': 5}
{'短评内容': '优良', '短评打分': 3}
{'短评内容': '＊优良', '短评打分': 5}
{'短评内容': '交通比较方便，酒店设施有点旧。', '短评打分': 5}
{'短评内容': '位置离火车站很近，是乘火车到徐州办事的理想住所。可以入住啊。', '短评打分': 5}
{'短评内容': '比较旧的三星级酒店', '短评打分': 5}
{'短评内容': '不是很好 设施陈旧 ', '短评打分': 3}
{'短评内容': '设施比较旧，位置不错。', '短评打分': 5}
{'短评内容': '和宾馆的星级不成比，太糟糕了。太陈久了，不改进绝不会再住', '短评打分': 1}
{'短评内容': '不错，就觉得累', '短评打分': 5}
{'短评内容': '在火车站旁，那天居然叫我们住店的自己找停车位。房间里的设施也很一般，没有很干净的感觉。', '短评打分': 1}
{'短评内容': '价格小贵，性价比不高，但交通方便', '短评打分': 5}
{'短评内容': '感觉交通，环境设施都都挺好。 性价比还挺高的', '短评打分': 5}
{'短评内容': '离火车站和汽车站很近,设施比较陈旧', '短评打分': 3}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '设施比较陈旧,性价比不高', '短评打分': 5}
{'短评内容': '离火车站很近，步行也只有5分钟路程。\r\n服务还算可以，就是早餐太寒酸。', '短评打分': 5}
{'短评内容': '服务不好', '短评打分': 1}
{'短评内容': '设施老点，位置不错，', '短评打分': 5}
{'短评内容': '整体一般，性价比底；唯一比较好的是交通非常方便。火车站、汽车站就在附近。', '短评打分': 1}
{'短评内容': '基本是热水，空调没有用', '短评打分': 1}
{'短评内容': '这个酒店连三星的标准都达不到，设施很陈旧，空调基本是摆设，洗澡居然是凉水！', '短评打分': 1}
{'短评内容': '自2008年年底开始入住过多次，感觉酒店一般。卫生及设施等个方面，很难\r\n达到大城市的4星级标准。应该说是大城市的比较老的3星等级宾馆。', '短评打分': 5}
{'短评内容': '房间有点旧了，早餐不错', '短评打分': 5}
{'短评内容': '最大优势是和火车站、汽车站近在咫尺。停车不方便。适合商务人士。餐饮、设施、服务一般性', '短评打分': 5}
{'短评内容': '这个酒店性价比不高，最不好的就是它就在火车站的旁边，一般火车站旁边的酒店都有点乱，至少让人感觉不好。火车站旁边的酒店建议喜欢干净和安静的不要选择。', '短评打分': 1}
{'短评内容': '太旧啦，太贵啦！就是离火车站近点嘛～商务中心可以直接出火车票～哈哈，看到的人们，不必去火车站排队啦～', '短评打分': 3}
{'短评内容': '酒店环境设施总体感觉不错，这次没过夜，就定了房间3个小时就退房了，总台却说要收一天的房款，也没办法。', '短评打分': 5}
{'短评内容': '离火车站太近，一个字乱，不仅环境乱，酒店内也乱，以后不会住了。', '短评打分': 1}
{'短评内容': '位置离火车站很近', '短评打分': 3}
{'短评内容': '酒店设施、服务都不错，价格也合适', '短评打分': 3}
{'短评内容': '酒店设施、服务都不错，价格也合适。', '短评打分': 5}
{'短评内容': '唉，这个酒店我住过无数次，也评论过好多次，评价越来越低。前天住进去，空调已经停用了。', '短评打分': 5}
{'短评内容': '不错，以后还会住。', '短评打分': 5}
{'短评内容': '是 四星级的标准吗？\r\n差远着呢...........', '短评打分': 1}
{'短评内容': '离火车站很近。服务态度还不错。\r\n', '短评打分': 3}
{'短评内容': '离车站很近。', '短评打分': 3}
{'短评内容': '服务态度还算可以。但是我当晚入住的时候楼道很吵。', '短评打分': 5}
{'短评内容': '我住过无数次，也点评过N次。有自己的协议，也通过ELONG订，总体觉得蛮便宜，就是空调太差。', '短评打分': 5}
{'短评内容': '交通非常方便', '短评打分': 3}
{'短评内容': '去机场的大巴改到别的地方去了.', '短评打分': 1}
{'短评内容': '这个酒店我真的住过好多次了。这次3月份住的没有暖气了貌似，很冷，空调不怎么管用', '短评打分': 3}
{'短评内容': '交通很方便啦，虽然在铁路边，可是一点都不吵', '短评打分': 5}
{'短评内容': '靠近火车站，晚上有点吵，门面不是很好', '短评打分': 3}
{'短评内容': '第二次住了，感觉还可以', '短评打分': 3}
{'短评内容': '第二次入住酒店了，感觉挺好的，就是位置不是很好，酒店的门面不好，太小了', '短评打分': 5}
{'短评内容': '很一般的酒店', '短评打分': 1}
{'短评内容': '酒店4星级，设备较陈旧，但是在徐州还算是很好了。房间还比较干净。\r\n房间不是很隔音，能听到隔壁的声音。另外，空调不是太强。', '短评打分': 5}
{'短评内容': '这个酒店我住过无数次,有他们的金卡,也通过ELONG订过.\r\n\r\n位置挺好,但空调太差,夏天热,冬天冷,不符合四星的标准.\r\n\r\n而且小姐太贵,只有全套服务,没有只做一项的.我也见证了价格从2006年的500到600的成长!', '短评打分': 3}
{'短评内容': '不错的酒店，关键是方便，就在火车站、汽车站边上，离商业中心也不远。除了价格高点、房间酒店，总体还行。\r\n不过，现在徐州新的酒店很多，也很不错，价格更合理。如果不图方便，还是多找找几家吧', '短评打分': 3}
{'短评内容': '性价比在徐州不高，就是离火车站近', '短评打分': 3}
{'短评内容': '很好的位置，陈旧的设施，一般的服务。不想在住这里了。', '短评打分': 3}
{'短评内容': '就在火車站邊, 位置是非常不錯...', '短评打分': 5}
{'短评内容': '酒店的白毛巾都变色了，跟四星级的酒店不相配。', '短评打分': 1}
{'短评内容': '这家我住过无数次，看中的原因是因为离火车站近，唯一遗憾：空调不好，夏天太热，冬天制暖又不足！', '短评打分': 5}
{'短评内容': '酒店的毛巾浴巾床单太老，太脏，太老，尽显岁月痕迹', '短评打分': 3}
{'短评内容': '酒店设施比较陈旧，服务态度一般\r\n位置近邻火车站，交通方便但嘈杂', '短评打分': 1}
{'短评内容': '设施很旧的酒店了 哎 人员比较杂。。。。手巾有些发黑了  感觉有点脏啊  哎', '短评打分': 1}
{'短评内容': '与四星不匹配，在当地性价比不高', '短评打分': 1}
{'短评内容': '酒店的电脑不好用，没有播放器，也不能安装，郁闷，自己捣鼓了一晚上也没有弄好，气死。。。。有电脑就应该有维护，电视更是气人，不通电喊了服务员来了一次，关上后就又开不了了。。。。。对于自己的设施还是应该多检查检查的。。。。', '短评打分': 3}
{'短评内容': '酒店位置很好，离火车站、汽车站都很近，但房间设施略显陈旧，而且空调舍不得开，作为一个四星酒店，实在有些过分！\r\n总体来说，算是徐州不错的酒店了，就是价格贵了点，性价比不是很高。', '短评打分': 5}
{'短评内容': '感觉酒店总台非常的不厚道，打电话个问题推三阻四，服务根本不行，不是四星级酒店应该有的服务态度，很不耐烦。。。。\r\n酒店的位置不是很好，比较乱的位置', '短评打分': 5}
{'短评内容': '房间镜子太多、', '短评打分': 1}
{'短评内容': '酒店管理有问题，结账竟然多收钱，幸好仔细看了账单，退回了多收的钱。', '短评打分': 1}
{'短评内容': '第一次住这个酒店，整体还可以，当地已经算是不错的了，下次还会住,和价位很相符.', '短评打分': 3}
{'短评内容': '这个酒店不太好 距离火车站太近，而且设施比较旧', '短评打分': 3}
{'短评内容': '这家酒店地点紧邻火车站和汽车站，因此交通不用说有多好了，环境也不错，而且可以在酒店内订火车票，费用也只要五元钱。有一点不好的地方就是紧靠铁道边上，有时候会感觉到火车来往的噪声。', '短评打分': 5}
{'短评内容': '位置优越，交通方便。设施比较旧，临火车站噪声稍大。', '短评打分': 5}
