{'短评内容': '吃东西很方便', '短评打分': 4}
{'短评内容': '还不错，比想象中好，位置很便利，离地铁很近，就是忘记问wifi的事情了，不知道实际有没有。感觉翻新不久，表面看着干净，细节肯定不能和酒店比了。要求不高这里是好的选择，女儿很喜欢。就是走的那天告诉我，又升价了，回头一看，涨了40%，还指望下次能优惠呢=_=...', '短评打分': 5}
{'短评内容': '  不错，挺干净的 交通便利 性价比比较高，下次去还住这家。', '短评打分': 5}
{'短评内容': '第一次住家庭旅馆，比想象的要好很多，冰箱、空调、WIFI都有，当然，香港的房间都小的可怜，估计只有6-7平方，接待的除一个老者会中文外，其它为菲律宾人不会中文。另外，没有转换头供租借，需自行购买。酒店会很明确在告诉你，从酒店买自己去楼下买10元，我是在楼下买的果然10港元。', '短评打分': 5}
{'短评内容': '酒店位置好，利于购物，但房间太小。', '短评打分': 3}
{'短评内容': '小巧型,适合对住宿要求不高的人群,交通非常方便,工作3天的下班后正好把油麻地,尖沙咀,旺角逛了遍,都是走路20分钟内的哦', '短评打分': 5}
{'短评内容': '经济实惠', '短评打分': 3}
{'短评内容': '刷卡机不能刷， 不是12点前退房就可以吗？10点不到打扫卫生的阿姨就来催退房了，而且说是应该9点退房。不是太晚订不到其他酒店我想是不会住这家的。', '短评打分': 1}
{'短评内容': '位置还好，房间很干净。服务还好。如果价格再优惠点会更好', '短评打分': 5}
{'短评内容': '港龙酒店地理位置不错，就是房间稍微小了点，我要预定的是酒店，客服给订的家庭旅馆，区别太大，', '短评打分': 3}
{'短评内容': '上一次还行，这次去，根本不像话，POS机明明可以用，非要贴个“故障”，而且三台都是故障，明白着就是想收现金，而且酒店的床单脏的要死，窗帘都要掉下来了，什么都不行，而且还贵的要死！！以后是根本不会再住的！', '短评打分': 1}
{'短评内容': '房间不大，但很干净。在香港寸土是金的地方，这里性价比蛮高的。关键出门就是佐敦E出口，交通太方便了', '短评打分': 3}
{'短评内容': '地理位置很方便呀~然后退房以后还可以把行李机房在前台，不耽误逛街。', '短评打分': 5}
{'短评内容': '地段好,出行非常方便.香港酒店都比较小,但生活设施还是很齐全,老板也很热情,打电话咨询都能解释得很清楚.下次自己和家人去还会订这家.', '短评打分': 5}
{'短评内容': '房间不大但是很干净而且五脏俱全，在香港普遍的酒店都不大，老板人很好，下次去还会住的...', '短评打分': 5}
{'短评内容': '经济又实惠，交通比较方便，下次还会入住。', '短评打分': 5}
{'短评内容': '临近佐敦地铁，交通方便。屋内环境干净，相对好多家庭旅馆，比较宽的。', '短评打分': 5}
{'短评内容': '酒店蛮好找的', '短评打分': 3}
{'短评内容': '还好吧！环境一般！房间小！有点挤！住的累！', '短评打分': 5}
{'短评内容': '房间不错，老板也很热心，每天有人做卫生，交通去哪都方便，下次去还会选择。', '短评打分': 5}
{'短评内容': '匆匆忙忙之下只能找一间价格适中的酒店，于是就订了这家。地理位置一般，但地方很小，下次还是会尽量提早预订。', '短评打分': 1}
{'短评内容': '房间太小', '短评打分': 3}
{'短评内容': '好小的房间', '短评打分': 3}
{'短评内容': '家庭旅馆，交通比较方便，距离地铁和庙街都很近。老板服务态度很好。房间够干净但隔音效果一般，没有拖鞋，窗帘拉不上。', '短评打分': 5}
{'短评内容': '酒店位置很方便，老板态度也很好，房间不大但还算干净，有免费的宽带，速度很快。\n不好的地方就是电视的频道太少，总共就4-5个频道。', '短评打分': 5}
{'短评内容': '此酒店很好，不像有的人说的那么差。价钱现在全行都是这么贵。没有办法。此酒店也很干净的，有毛巾，牙刷，风筒。所有服务员都很热情，客气的。', '短评打分': 5}
{'短评内容': '行李搬运不方便', '短评打分': 3}
{'短评内容': '房内大部分设备都是迷你型的，不过环境还算干净，在香港这个价钱还是算可以了。不要按国内的标准进行对比', '短评打分': 5}
{'短评内容': '房间太小了，十平米以内。服务态度还可以。也很安全。', '短评打分': 1}
{'短评内容': '酒店的地理位置方便的很，房间较小，房间的设施一般般。', '短评打分': 3}
{'短评内容': '老板很热情，卫生不错。价格还蛮公道，比较安静。', '短评打分': 5}
{'短评内容': '很差', '短评打分': 3}
{'短评内容': '服务还可以，酒店地理位置方便，地铁佐敦E出口50米。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '可能因为国庆房间太近了，最终花900港币定了一间，但给的是一个三人间，房间很大。这是个家庭旅馆，几个房间挤在一个单位里面，但打扫的很干净，而且服务态度也很好。酒店离佐敦地铁很近，去哪里都很方便，所以感觉还好啦。', '短评打分': 5}
{'短评内容': '在香港这个寸土寸金的地方，算是不错了，在HK的开销主要在住宿和吃饭上，所以不多买点东西根本对不起，哈哈，这个酒店真的是麻雀虽小五脏俱全啊', '短评打分': 5}
{'短评内容': '还可以，地方还真的蛮小的。。。', '短评打分': 3}
{'短评内容': '家庭式宾馆，价钱比较高，房间也很小。除了二张床，基本没有什么其他东西', '短评打分': 1}
{'短评内容': '酒店还好，房间有点小。不过服务很周到，如果再优惠点会更好的。', '短评打分': 5}
{'短评内容': '服务很周到。因假期客房紧张。安排到另一酒店，宽敞、安静、安全、很好！ ···················', '短评打分': 5}
{'短评内容': '稍微有点难找，不过老板非常耐心，住址酒店的程序和注意事项一一耐心解释清楚。房间里有电视冰箱保险柜，收拾得很干净。在家庭旅馆中算是较好的。可以免费无线上网。交通很方便。', '短评打分': 5}
{'短评内容': '交通方便，在佐敦道E出口拐进去就到了，恒福酒店旁边。买金饰的朋友可以考虑住那。住宿条件一般，空调很差，噪音大，不过价钱在香港还算OK了。', '短评打分': 5}
{'短评内容': '虽然是宾馆，但感觉不错！干净整结，装修不错，环境优美！好在上网做左功课，所以不是太难找！唯一美中不足的就是让我们遇上了停电！', '短评打分': 5}
{'短评内容': '位置还不错，比较清洁适惠。', '短评打分': 3}
{'短评内容': '酒店地理位置很好，出行超级方便，酒店的老板非常热情，服务很贴心，下次还会入住。', '短评打分': 5}
{'短评内容': '环境和地段还好，就是房间有点小，不过也是香港大多数酒店的通病', '短评打分': 5}
{'短评内容': '酒店地理位置好，房间卫生条件一般，最好自带洗漱用品。', '短评打分': 5}
{'短评内容': '还好，酒店地理位置方便，可刷银联卡，老板不错。', '短评打分': 5}
{'短评内容': '服务可以，卫生可以，12点离店早了一点点。', '短评打分': 5}
{'短评内容': '地理位置非常好，就在佐敦地铁的边上，周围吃饭逛街的地方非常多，就是价格有点小贵，房间也不太大，还是值得推荐！希望老客户下次入住可以打折！', '短评打分': 5}
{'短评内容': '店主很细心，服务很好，原来订的两张单人床的房间没有了，就给了两张双人床的房间住，价格不变。房间虽小，但五脏俱全', '短评打分': 5}
{'短评内容': '店家态度很好。我和朋友半夜三四点才回来，钥匙在同住的朋友那里，但已经睡了。只好硬着头皮把店家吵醒讨要钥匙，还好蛮顺利的，没有遭到什么责难。真心谢谢了！\n以及房间的设施挺齐全的，在房里开伙都没问题，厨具都有。唯一问题还是床小了点。我们的双人大床不是很够睡。。据说四人间很宽敞！', '短评打分': 5}
{'短评内容': '房间太小，6楼房间床上有蚂蚁，卫生也不好。', '短评打分': 1}
{'短评内容': '确实在市中心 那家人态度很好 但是房间真的非常小 条件不怎么样。。。', '短评打分': 5}
{'短评内容': '服务相当好，老板很热情，性价比挺高的，但由于是民居改造的，环境一般，房间也有点小，', '短评打分': 5}
{'短评内容': '酒店地理位置还不错，就是卫生条件一般，价格一般', '短评打分': 1}
{'短评内容': '房价内还是比较干净,但是环境确实不怎么样,就是居民住宅改建的家庭旅社,这个价格在香港也只有住这种酒店了.下次如果还要去香港肯定会多花一点钱住好一点的地方', '短评打分': 1}
{'短评内容': '很干净，地角也很理想。老板态度也很好，不错不错', '短评打分': 5}
{'短评内容': '该酒店位于佐敦地铁口附近，交通非常方便。房间实在太小，但是还蛮干净，价格有点高', '短评打分': 5}
{'短评内容': '近捷運/價格合理/乾淨/房間大小尚可/只可惜只有三台有線電視', '短评打分': 5}
{'短评内容': '一般、条件一般、卫生一般、环境一般、交通方便', '短评打分': 1}
{'短评内容': '第二次去这个酒店，整体性价比还是不错，追求品味的还是不推荐了。', '短评打分': 5}
{'短评内容': '位置不错,房间小但干净,安全.\n\n不隔音,适合睡眠好的人,如果睡眠不好的人需要考虑这一点.\n\n', '短评打分': 5}
{'短评内容': '工作人员的服务还是不错，空调外机声音太吵，洗澡间的水会流到卫生间，预订两天只住了一天。', '短评打分': 1}
{'短评内容': '交通方便，但住宿确实比较单独，家具用品尺寸都小', '短评打分': 5}
{'短评内容': ' 酒店位置很好，就是没有梳子，一次性脱鞋和早点。态度还可以。', '短评打分': 3}
{'短评内容': '老板人真的不错，英语水平有待提高！避免不必要的尴尬·', '短评打分': 5}
{'短评内容': '位置超好，周边交通方便。\n\n干净，安全。\n\n只是房间不太隔音', '短评打分': 5}
{'短评内容': 'location is good and normal price', '短评打分': 5}
{'短评内容': '地點肖尚,但是上落不是很方便,家庭旅館尚可,服務人員還算不錯,價錢=服務水準尚算合格,', '短评打分': 1}
{'短评内容': '地理位置好，离地铁很近，服务态度很好，房间不大。', '短评打分': 5}
{'短评内容': '地理位置较好，距离地铁站很近，服务也还好，非常方便，房间较小，卫生条件一般。', '短评打分': 5}
{'短评内容': '交通方便,房间有点小.\n整体还不错,可以推荐!', '短评打分': 5}
{'短评内容': '看了很多评论，觉得有些人有点过了，总的来说还可以，会点英语比较好，当惯少爷的别住，你们还是去住五星级的好了，这样的价格不错啦。交通方便，还有无线上网！', '短评打分': 5}
{'短评内容': '虽然房间比较迷你，但设施齐全且地理位置优越，如果第一次去香港首选还不错。只是不大容易找。如有朋友订房，请再找不到的情况下打店里电话，那的服务还可以。那里去庙街、星光大道、旺角、油麻地都很近。距离地铁口也近，但请注意：港铁出口特多，请先看好哪个口近哦。提示离周大福珠宝店那很近的。', '短评打分': 5}
{'短评内容': ' 地点还不错。房间干净，价格有点贵。', '短评打分': 3}
{'短评内容': '这里是一个家庭旅馆，房间较小，但还比较干净，且位置非常便利。出门对面的商场直通地铁佐敦站。', '短评打分': 5}
{'短评内容': '以房间的标准来说，一个字贵！但在位置来说是不错的，在香港真的没办法，没有足够银两就祗能这样！！', '短评打分': 5}
{'短评内容': '交通真的是很方便的，佐敦站E出口，从B2层到1层，出来问明德兴街，很短的一条街，走一下就看到了。其实在E出口的对面。房内设施完善，有保险柜、冰箱、电吹风等设施，感觉比较整洁，比国内的经济型酒店好一点。房间就是比较小，但在香港这种地方，也可以接受。步行在尖沙咀逛街很方便，去其他地方有地铁也便捷。', '短评打分': 5}
{'短评内容': '酒店房间虽然小，不过比想象中好，总体感觉还行啦。。。', '短评打分': 5}
{'短评内容': '价位太高,信价比低.标识不清楚,找了半天,问了很多人才算找到.', '短评打分': 1}
{'短评内容': '挺好的，房间算不小了，就是价格上觉得有点贵。', '短评打分': 5}
{'短评内容': '已付房费请解冻', '短评打分': 3}
{'短评内容': '位置非常好的一个酒店，离地铁很近，如果想在尖沙咀附近购物，是个非常方便的选择。酒店是菲律宾人开的，很小巧，也还干净，有不少外国人入住。原来订的是单人间，因为朋友临时决定想一起住一个晚上，所以跟酒店协商，加付差价改成了双人间，服务态度不错。', '短评打分': 5}
{'短评内容': '酒店老板很好,环境也不错,地理位置价格各方面都很好,以后有机会还去那里住.', '短评打分': 5}
{'短评内容': ' 酒店是家庭式的，地段绝对好', '短评打分': 3}
{'短评内容': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '不错，因为定的是单人房但入住时没有，安排了个四人房，房价照旧是单人价，而且态度都相当的好，只要懂几句简单英语的人就OK了，下次来香港还住这里。', '短评打分': 5}
{'短评内容': '还可以，就是太小了！', '短评打分': 3}
{'短评内容': '胶囊型酒店，有办法最好不要去住。但好处是出路很方便，周边很热闹。', '短评打分': 1}
{'短评内容': '地理位置非常好，去哪都方便，在香港这个价位的酒店就算是不错了。', '短评打分': 5}
{'短评内容': '本来以为是酒店，点知道是家庭旅馆，比之前在旺角住的还落后，而且也不便宜，服务不够好，没免费上网（需要花20块买条网线才能上）', '短评打分': 1}
{'短评内容': '房间设施还行感觉8性价比不是很高也不是很安全', '短评打分': 3}
{'短评内容': '位置好，但是酒店是超小的，小床小房间，性价比差', '短评打分': 1}
{'短评内容': '地段很黄金，就是爆小无比。老板人挺好，就是够小气啊～', '短评打分': 1}
{'短评内容': '接待的菲律宾人还挺和蔼，但是房间真的小到你自杀，卫生程度嘛在香港算一般啦，大家也知道香港一项是个比较不干净的地方。这个家庭式酒店里还算整洁，不过就是会有点蚂蚁之类的“小朋友”', '短评打分': 1}
{'短评内容': '房间还行,但是上网速度慢,网线必须买,20块钱,而且没发票.插座转换器收押金差点没退,最后还是办了,不过印象确实不好了', '短评打分': 1}
{'短评内容': '太小哦！！！不过地理位置还是可以的将就的话可以住住', '短评打分': 1}
{'短评内容': '交通非常的便利，如果对环境没有特殊要求的是个不错的选择哦！\n小是意料之中的事，但唯一觉得失望的就是除了小以外，另外一床备用的被子，上面有好多头发，搞到我都不敢盖，但因为天气原因怕感冒，也只能将就放在上面了。。其它方便都不错的，最重要交通便利！！！', '短评打分': 5}
{'短评内容': '当天预订的，时间比较赶，同等价位，只有这家有房。条件很一般，房间也蛮小，服务态度不错，住一两夜可以考虑', '短评打分': 5}
{'短评内容': '房间很小，噪音很大。楼下一通风口噪音在房间里觉得比住街边不小，大到难以安眠。清冽要求换房后好点，但还是很大，只好开电视睡。', '短评打分': 1}
{'短评内容': '该酒店雖然陳旧，但对只要求住宿的人功能基本迖到', '短评打分': 3}
{'短评内容': '环境安静，房间虽然不大，但整洁、干净。工作人员也十分热情。', '短评打分': 3}
{'短评内容': '就是小了点，不过这个价格还可以，位置也是在旺区，还可以吧', '短评打分': 5}
{'短评内容': '如果有别的选择，下次不会主动选择这家酒店了。似乎是住宅楼改过来的，房间极小，也没有太卫生洁净的感觉。服务一般。因为临时订房，很多酒店都订不到了，只订到了它。也许还因为旺季的关系，价格也不算太低。总之我住的时候，感觉性价比比较不值。\n地点还可以，出去吃饭逛街都还很方便。', '短评打分': 1}
{'短评内容': '酒店位置很好，交通便利，酒店服务很好，家庭式酒店，还可以做饭，值得选择。', '短评打分': 5}
{'短评内容': '该酒店位置很好，出入方便，房间小而紧凑，还是很不错，虽然是家庭旅馆，对于那些对住宿要求不是非常高的自助游游客来说还是不错的选择！', '短评打分': 5}
{'短评内容': '除了地理位置还可以以外，房间小不说晚上很吵，在一个小区里，如果不留意找到的可能性为零，老板的服务也超差，动不动就说我们开了那么久了就这样的，瓷砖地还给的纸拖鞋，脚冰的要命，洗澡只能在3分钟之内洗完，不然就没热水里，哎失误失误。', '短评打分': 1}
{'短评内容': '港龙酒店地址不错，周围吃的很多，就是房间不太恭维', '短评打分': 5}
{'短评内容': '不错，老板很热情，也很干净，出行非常方便！', '短评打分': 5}
{'短评内容': '去的时候，坐的中港通，其实下车的地方离酒店很近，可是就是没找到德兴街，打了车，这个司机拉着我换港币，所以花了24元，后来发现，地铁左敦站的一个酒店的出口就在德兴街上，特别特别方便，所以下次打算自己过关去住了，虽然这次的价格贵了（750），下次估计不用这么多了。我想那个比较干净的小房间加上很不错了的位置，还是会再去的', '短评打分': 5}
{'短评内容': '位置不错，房间很小，退房后可以把东西寄存在接待大叔那里，态度还ok', '短评打分': 5}
{'短评内容': '价格值得了~~~~\n不过设施什么是比较差', '短评打分': 5}
{'短评内容': 'Attractive pricing, safe and in an excellent location. Our room was functional, quite large and moderately clean. Hot water is limited, so be prepared to shower quickly! We were also grateful for the ', '短评打分': 1}
{'短评内容': '订得晚了，所以只找到这家家庭旅馆，价格还是不便宜，但过年期间在香港来说已经算可以接受了。地段是在旺角，去哪儿都还比较方便，但它是在一个小胡同里，找的时候颇费了番功夫。住的是标准双人间，房间很小，洗手间和冲凉房连转个身都有点困难，但也算设施设备齐全了，不过倒是很干净，香港地小，这种条件也还好吧，当然要是和一晚上千港币的知名酒店比就不必提了，总之还是值得一住的。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '酒店位置真的很不错，附近很多地铁口，香港的地铁网络又很发达，所以无论什么时间想去哪里都特别方便。老板也很热情，只是提醒一下大家这家酒店除了老板外，服务人员都说英语，老板只有白天在店里，所以如果英文不是很好的旅友，如果有什么事情尽量在白天老板在的时候交代清楚，比如办理退房手续什么的。另外说一下不足之处啊，这个价格不可能那么完美了，酒店房间的大小个人认为还是可以接受的，床也没有想象的那么小，大床的房间', '短评打分': 5}
{'短评内容': '酒店很一般。', '短评打分': 3}
{'短评内容': '，条件太差了，没法住，我已换酒店了', '短评打分': 3}
{'短评内容': '根本不是酒店，就是个私人招待，自己上门价格比网络订至少便宜一半。位置不错。', '短评打分': 3}
{'短评内容': '酒店属于家庭式的，房间很小，设施也很陈旧，唯一的好处就是对面地下就是地铁佐敦站的E出口，', '短评打分': 1}
{'短评内容': '酒店可以，但是价格不太好，周边环境不错，房间宽敞', '短评打分': 5}
{'短评内容': '香港酒店房间小，也就罢了，看这酒店完全超出可以结算的范围。预订的单人房，可是房间里面没有卫生间。上网免费提供，但网线要自己买。不建议入住。', '短评打分': 1}
{'短评内容': '交通很方便，地方也很安静，相当于国内的青年旅社的感觉\n不好的地方就是隔音比较差，适合背包客', '短评打分': 5}
{'短评内容': '酒店服务还好，位置很好方便，就是房间太小！', '短评打分': 3}
{'短评内容': '姐是被名字欺骗了的 香港港龙酒店 多霸气的名字\n在佐敦找了两回 就在德兴街街口问的街坊都不知道有这么个酒店 reception在2楼 从下晚上看 就是一民宅 姐第一次震惊 到了2楼 看到家庭作坊式的前台 看到两个绝对60超过的大爷和一个暴躁的中年男子就是酒店老板兼员工了 姐又一次震惊了\n默默的上了4楼 老板还特别不地道的给了404房 姐那个时候已经被震的傻了 啥都不知道 只知道点头和“哦”\n进了房', '短评打分': 1}
{'短评内容': '比较干净，房间很小', '短评打分': 3}
{'短评内容': '香港豪境酒店单人间让我想起日本胶囊旅馆,寸土寸金啊', '短评打分': 3}
{'短评内容': '周围挺方便,就是门口较难找。', '短评打分': 3}
{'短评内容': '酒店毗邻佐敦地铁站，交通非常便利，可以轻松到达中环和旺角等购物商圈。酒店可以免费上网，但是室内装饰比较残旧和简陋，室内装修不如红茶馆。如果对住宿要求不高，只求交通方便，是很好的选择。', '短评打分': 5}
{'短评内容': '酒店的交通很便利,出行坐地铁挺不错的.就是房间小,去了几次香港住的酒店都不大.寸土寸金的地方啊.', '短评打分': 5}
{'短评内容': '以后应该还会入住，地理位置真的不错，出来就是地铁', '短评打分': 5}
{'短评内容': '酒店地理位置很好，工作人员的服务态度特别热情，就是房间太小了，尤其是卫生间，连洗澡都没法转身，比较郁闷。', '短评打分': 5}
{'短评内容': '离旺角地铁站很近，交通方便。很安静。条件一般。', '短评打分': 5}
{'短评内容': '位置不错，就是房间太小了', '短评打分': 3}
{'短评内容': '酒店的位置非常好，但是不建议入住。太简单，条件比较差。', '短评打分': 5}
{'短评内容': '环境不怎么样，但交通便利。。。。。。。。。', '短评打分': 1}
{'短评内容': '离地铁站很近，离庙街特别近，庙街都是吃的，有香辣蟹非常好吃！', '短评打分': 5}
{'短评内容': '酒店的宽带速度很不错，干净整洁，就是来的时候记得自己带毛巾和洗刷用品！', '短评打分': 5}
{'短评内容': '这家酒店的服务态度很好！上网速度很快，离市区特近！', '短评打分': 5}
{'短评内容': '酒店还不错!位置好.交通方便.卫生搞的也好.推荐大家入住!!', '短评打分': 5}
{'短评内容': '交通方便，靠近佐敦地铁口。家庭式酒店，房间卫生间很小。', '短评打分': 5}
{'短评内容': '酒店身在闹市，却很安静，交通很方便。出门不远就是佐敦地铁口，到商业街也很近。房间虽小，但挺整洁的，而且基础设备也都齐全，服务态度也很亲切。就是初次去不容易找到，要留意门牌，很容易走过。', '短评打分': 5}
{'短评内容': '让人郁闷之极的地方，简直是民宅改成的招待所。', '短评打分': 3}
{'短评内容': '位置也很不错，靠近庙街、女人街，购物很方便。靠近地铁佐敦站，到东荟城只从荔景站倒一次地铁即可到达。沿弥敦道前行就可到达维多利亚海港、香港太空馆、星光大道等', '短评打分': 5}
{'短评内容': '酒店还是很不错的，虽然房间小点，但是基本可以满足客人的要求，服务态度也很好', '短评打分': 5}
{'短评内容': '干净，交通便利，周围购物也挺方便，总体来说不错，值得一试', '短评打分': 5}
{'短评内容': '酒店位置很好，佐顿地铁站旁边，容易找，房间大小还过得去，其他设施就一般了', '短评打分': 3}
{'短评内容': '房间太小，感觉很压抑！而且连毛巾都没有！', '短评打分': 1}
{'短评内容': '房间小，干净，有小桌子就更好了，网络信号挺好，床的长度小了，服务不错，安全性也不错，总体这等价格也就算好的了！', '短评打分': 3}
{'短评内容': '这个应该叫做出租屋，当我一进入“前台”，已经无语，房间和本地非法改建的250一个月的住宅改建出租屋一模一样。房间与网站提供的照片没有任何关系，性价比超低！由于时间太紧，不小心订了这个地方，下次宁愿找个通宵网吧好过！这里仅适合“体验生活”的人士。\n唯一的好处:旺，交通方便。', '短评打分': 1}
{'短评内容': '房间太小。不过还算干净。服务态度不错。没有在外面挂标志，很不好找。', '短评打分': 1}
{'短评内容': '雖然有點難找, 住宅區內且無招牌, 但環境尚清潔, 離佐敦地鐵站近, 且附近商店多, 非常便利. 只是淋浴熱水裝置是一般電熱器, 洗沒多久便會變冷. 有無線及有線網路, 可免費使用, 櫃台也有免費電腦可用, 很讚! 下次有機會, 應該還是會去住.', '短评打分': 5}
{'短评内容': '太难找...................................', '短评打分': 1}
{'短评内容': '位置非常好，就在地铁站上面，是个私人旅馆，但还算干净，服务态度很好，很亲切，下次去还会住！！', '短评打分': 5}
{'短评内容': '交通特方便！地铁入口就在出大门对面马路。卫生，服务较佳!就是房间小些，有个别房间，洗手间在隔壁！', '短评打分': 5}
{'短评内容': '还是具有很高的性价比，交通也比较方便，现在的价格住到这样的宾馆已经不错。毕竟是旺季', '短评打分': 5}
{'短评内容': '预定的香港酒店满房给安排了港龙酒店酒店环境非常差，说赔付200元消费券我没同意，坚持下赔付了200元现金还免我点气。', '短评打分': 5}
{'短评内容': '经济实惠。也很干净。香港来说，这个价格，性价比还是比较高的。', '短评打分': 5}
{'短评内容': 'like a family hotel, the room is too small, no check in front desk, no lobby, only check in the private small room', '短评打分': 1}
{'短评内容': '位于恒丰中心背后的胡同里，位置来说还不错，只是叫酒店实在不够档，叫招待所差不多，房间是民房改的，设施倒还齐全就是电梯走廊房间都太小，行李多的朋友实在不方便…', '短评打分': 1}
{'短评内容': '地址太难找了，连香港人都不认识，是条很小的街，门牌号和接待的礼苑不在一起的，房间算大了，其他也都一般的，如果是半夜入店的话，菲佣的脸色不太好看，很臭臭的', '短评打分': 5}
{'短评内容': '酒店总体来说只是一般，跟一般的旅馆其实是差不多的', '短评打分': 3}
{'短评内容': '超级差的一个地方，没见过那么小的，而且卫生间还不是独立的！跟国内20-30块钱的差不多，还要550港币！', '短评打分': 1}
{'短评内容': '不是一个正规酒店，只是民宅，房间只有5个平方，一群菲律宾服务员服务态度很差，上网的话需要自己出去买网线，性价比非常低！', '短评打分': 1}
{'短评内容': '位置较好，距离佐敦地铁站咫尺之遥。房间 在居民楼内，为一套单位分隔而成，如果凑合住还可以 。', '短评打分': 1}
{'短评内容': '住的根本不是酒店是民宿且小的离谱差不多才6平米的空间大床1米4环境差楼梯尽是垃圾堆,整晚没睡,实在不是人住的,请贵公司处理', '短评打分': 5}
{'短评内容': '还是不要去住为好，家庭式的跟国内那种小旅店一样，就是一个套间隔开的那种小房子', '短评打分': 1}
{'短评内容': '说真的，虽然是节假日，但750元一晚的房价还系很贵，但无办法拉，谁叫我们没有提前预订。而且此酒店还是公寓式的', '短评打分': 1}
{'短评内容': '很差', '短评打分': 5}
{'短评内容': '离弥敦道的佐敦地铁站几分钟路程，非常方便。只是价钱贵了些', '短评打分': 5}
{'短评内容': '+地段不错,价格偏高,虽起了酒店名字,其实是家庭旅馆,而且老板对内地客态度不好,服务人员用菲佣,不会中文', '短评打分': 5}
{'短评内容': '没有招牌和门面，很难找。其实就是一家公寓酒店，在一幢公寓里，但是前台在一个单元，房间又在另一个单元！\r\n房间小 设施也不全……\r\n还有，网线居然要花20港币来买！\r\n唯一好的是离地铁站近点\r\n感觉性价比不高！\r\n\r\n', '短评打分': 1}
{'短评内容': '酒店不打扫卫生，没有服务', '短评打分': 5}
{'短评内容': '总的来说性价比还是不错的比较安静，交通比较方便，我会再次入住只是房间发现过一次虫子可能是树木太多了吧', '短评打分': 5}
{'短评内容': '酒店位置不错 房间不大 但是麻雀虽小 五脏俱全 只是房子内部装修较为陈旧了', '短评打分': 1}
{'短评内容': '这也算叫酒店,前台也没有.怪不得预定时要担保,而且第一晚必须扣钱,发现不好改也不行了,550算贵了,只能算个家庭旅馆.', '短评打分': 1}
{'短评内容': '基本接受,性价比嘛,只是没有招牌难找呀.', '短评打分': 1}
{'短评内容': '没有招牌，刚开始以为上当了呢。那就不应该命名啊。订了大床房，却只有1.2的床.', '短评打分': 1}
{'短评内容': '酒店居然停电了，很及时的找维修人员尽快给我修理了。其他方面还可以了。', '短评打分': 5}
{'短评内容': '环境非常差，空调不制冷，床太小，不建议居住', '短评打分': 1}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '个人认为地理位置很好，出门对面就有口可以下地铁站，两分钟就到。\r\n房间比较小，不过出门在外就将就了。\r\n设施虽旧，但挺齐全。', '短评打分': 5}
{'短评内容': '没有招牌，所以比较难找，接待在2楼，从外面完全看不出来', '短评打分': 1}
{'短评内容': '在香港能找到这样性价比的酒店已经是算不错了，经济,实惠，干净。', '短评打分': 5}
{'短评内容': '这个酒店相当难找，在小巷子里，而且不启眼，问了很多人，都不知道港龙酒店在哪里，不过坐地铁是相当的方便。房间太小了。二个人住有点挤。空调又差，不制冷不说，晚上还有响声。', '短评打分': 1}
