{'短评内容': '酒店卫生还算不错，老板也很热情，家具摆件有点差了。', '短评打分': 4}
{'短评内容': '位置非常好，就在西栅东门的对面。\n房间很大，室内是典型的江南水乡装修风格，我很喜欢，就连卫生间都很大，感觉这样的价格住这样的房间也太值了吧。\n老板一家相当热情，老板娘还亲自帮忙把东西拎到3楼。\n吃了他们家的当地特色的饭菜，非常可口，老板娘还给了优惠，强荐马来头，是当地的一种野菜，有一点点苦味儿，很绿色，很健康。\n我吃饭的时候，老板一家在剥花生吃，老板就抓了一大把来给我，可惜我已经是心有余而力不足了', '短评打分': 5}
{'短评内容': '酒店很干净，基本的洗漱用品都有。老板服务态度很好，就在西栅景区东门，晚上看西栅的夜景很方便，以后去乌镇还会选择它。', '短评打分': 5}
{'短评内容': '离景区非常近，服务态度很好，那天回去很晚了老板还煮了热水给我们喝', '短评打分': 5}
{'短评内容': '老板人很好，到车站来接我们，楼下的饭菜都是乌镇特色菜，味道好还有优惠，我们离开还送我们到车站', '短评打分': 3}
{'短评内容': '离西栅景区非常近，老板一家人非常热情，在他们家吃饭老板还打折，饭菜可口也不贵，总之性价比高。', '短评打分': 5}
{'短评内容': '典型的民宿， 住的三人房， 房间还挺大， 不过一个房间的三张床全部没有床垫的， 只有盖被， 睡在上面搁着疼， 还很冷。 另外， 两个房间的卫生间电热水器全部漏电， 手脚都湿水后就有触电的感觉。', '短评打分': 1}
{'短评内容': '酒店距西栅景区很近，老板娘人非常热情，服务很周到，就是空调制热效果有点不给力。', '短评打分': 5}
{'短评内容': '条件还行就是贵了点，热水不够洗。', '短评打分': 3}
{'短评内容': '酒店老板人很好，就是节日来价格贵了。不值这个价！平时如果有得便宜还是不错的！', '短评打分': 5}
{'短评内容': '地段对得起价钱，总的来说不错 但是空调不给力 如果再热一些就好了 现在来说还是有点凉  ', '短评打分': 5}
{'短评内容': '老板和老板娘的热情是我印象最深刻的！在他们这里感觉到乌镇最真实的淳朴与厚道！旅馆房间很干净，酒楼的菜也很美味！真心祝愿酒楼的生意如其名：万顺楼，事事顺！：）', '短评打分': 5}
{'短评内容': '干净舒适，典型的家庭旅馆，就是水有点点小。', '短评打分': 3}
{'短评内容': '民居改装，设施一般，但价格对得起这个地段', '短评打分': 5}
{'短评内容': '老板娘人很不错...烧的东西也很好吃...', '短评打分': 5}
{'短评内容': '不错，有网线，交通方便，是乌镇性价比挺好的酒店之一', '短评打分': 5}
{'短评内容': '酒店还可以了，可以向朋友推荐。\n位置对得起这个价格。', '短评打分': 5}
{'短评内容': '酒店在西栅景区东大门门口，房间环境还行，只是网络很差，网速超级慢。老板很热情，离开的时候老板去车站接人，顺便把我们带了过去', '短评打分': 3}
{'短评内容': '老板是很好的人，由于苏州到乌镇的车不准时到，她在车站外等了我许久，还热心给我们介绍如何玩乌镇，吃饭还打折，真是开心。住宿条件还不错，安静舒服，如果浴室多一个淋浴门就好了，但热水很大，老婆说比前两天在苏州的酒店好多了，可以自已洗头。店就在西栅东门门口，晚上从西栅玩完夜景直接走回酒店。', '短评打分': 5}
{'短评内容': '离乌镇景区大门确实近啊，就在斜对面，住的3人房，房间很大很干净，有3个1米2的床，被褥全新、松软，睡着很温暖，卫生间更大，看着开心，虽然设施简单，但有电热水器，洗澡热水能保证，不错，服务也很好，唯一缺点就是窗外有车子声响有点影响睡觉，门口能免费停车，这个对私家车来说很好', '短评打分': 5}
{'短评内容': '环境还不错老板很给力！', '短评打分': 3}
{'短评内容': '免费接送站，房间宽敞明亮，离乌镇西栅东门很近。', '短评打分': 3}
{'短评内容': '环境好，老板服务态度好，好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '交通很方便，饭菜挺不错。只是少了点水乡的意境。西栅里的或许更有梦里水乡的感觉。', '短评打分': 5}
{'短评内容': ' 很好 老板派车来接 出门就是景区门口', '短评打分': 3}
{'短评内容': '交通方便。', '短评打分': 3}
{'短评内容': '地理位置很好，出门走几步就是西栅。老板没有来接站，但是公交车一块钱也很快的，很方便。房间很一般，但是该有的都有，床单什么的也很干净，住住也不错，周末去的，标间160，不错！最好的是老板很热情，在他家吃饭还会优惠，而且吃的比别家都要便宜哦，而且也蛮好吃的，推荐！', '短评打分': 5}
{'短评内容': '车接车送，离西栅很近，饭菜也可口，环境一般了', '短评打分': 5}
{'短评内容': '相同价位的旅馆环境还可以，饭菜口味不错，住宿费稍微有点高。', '短评打分': 5}
{'短评内容': '还好的吧~~不过没的便宜···过去后再找房子也可以~~~或是民宿···也还便宜的干净的', '短评打分': 5}
{'短评内容': '老板很热情，很不错', '短评打分': 3}
{'短评内容': '满意，楼下吃饭口味也不错，而且老板还给吃饭打折扣，推荐！', '短评打分': 5}
{'短评内容': '设施太简陋了··像住招待所 不过老板娘很热情 农家菜也很好吃', '短评打分': 1}
{'短评内容': '老板人很好，有车免费接送，离西栅景区特近~', '短评打分': 5}
{'短评内容': '酒店离西栅很近，老板服务态度不错，房间还比较整洁，唯一的缺点就是洗澡的水不热，这个季节洗澡特别冷。', '短评打分': 5}
{'短评内容': '地处西栅景区外，老板人好，非常热情，好客，饭做的相当好。只是没有提供浴巾。', '短评打分': 5}
{'短评内容': '一般的客栈而已，感觉没有网上其他评论那么好！房间不大，电视不大，没有浴巾！不过也还算干净吧！', '短评打分': 1}
{'短评内容': '老板很热情，环境也挺干净，就是靠近马路比较吵', '短评打分': 5}
{'短评内容': '人很好的老板娘哦，很热心的。房间也很干净哟，就是住在路边靠窗房间的各位，千万记得要关窗户睡觉噻，不然会好吵哦！', '短评打分': 3}
{'短评内容': '如介绍所述的，就在东大门对面，离大门就100米。店主也不错，到了打个电话就来车接的。吃饭直接在店里吃的，菜单价格相对来说有一点点贵，但是味道真的很好，最后老板还打了个折。房间还是比较干净的，房间还有一台电脑。房间靠里面走廊的墙是木板的，隔音不是太好，总体来说还不错，价格130，冲着口碑来的。', '短评打分': 5}
{'短评内容': '他家总体还好，价格也算公道，就是隔音效果不太好…', '短评打分': 3}
{'短评内容': '万顺楼不错哟~离西栅很近，夜游回来很方便的，老板和老板娘都很好，到了之后打个电话就赶紧来车站接了，人真好~~~第二天中午在那吃的饭，也挺好吃的，白水鱼，蛋饺，芋艿，也不贵嘞~~好开心，下次还来', '短评打分': 5}
{'短评内容': '环境很不错，老板人很好，还来接我们。', '短评打分': 3}
{'短评内容': '我住的这里很舒服，很安静，店老板人很好，地方很美。还多住了一天，', '短评打分': 5}
{'短评内容': ' 老板娘亲自到车站去接!很准时。酒店虽不高档但胜在干净,离西栅景区很近。', '短评打分': 3}
{'短评内容': '老板很好很热情，好评', '短评打分': 3}
{'短评内容': '酒店虽然很小，但也算干净，酒店做的菜倒是蛮好吃的。', '短评打分': 1}
{'短评内容': ' 很不错的酒店', '短评打分': 3}
{'短评内容': '位置很方便，老板很热情，饭好吃，房间设施不好。', '短评打分': 3}
{'短评内容': '房子离景区挺近', '短评打分': 3}
{'短评内容': '不错,离西栅近,玩到十点也能很快走回去  ', '短评打分': 3}
{'短评内容': '地理位置不错，老板人也热情。房间空间可以接受。重点推荐粽香肉味道超级好。', '短评打分': 3}
{'短评内容': '酒店很舒适又干净，吃饭方便，饭菜很好又可口，态度好。', '短评打分': 3}
{'短评内容': '老板人很好！还到车站来接我们！游完西栅夜景从东门出来就是酒店了，很方便！', '短评打分': 5}
{'短评内容': '蛮干净的，就在西栅门口', '短评打分': 3}
{'短评内容': '价格比较公道，房间比较干净，老板热情，一层饭菜比较合口，距离西栅半分钟。', '短评打分': 5}
{'短评内容': '    掌柜的很热情，提前20分钟致电，女掌柜如约提前来乌镇车站接我们两人，由于是中午到达，就在此用餐，强烈推荐清蒸白水鱼，很赞！中午小憩片刻觉得房间挺吵了（沿街），担心晚上睡不好，游玩西栅需5-6个小时，回店已是晚上10:30，西栅门口许多拉客的，我们还好住在对面省去了车费。洗漱用品建议自带（1是环保低碳2是省得影响情绪），晚上这条街出奇的安静，睡了个好觉！\n    性价比不错的客栈！推荐！  ', '短评打分': 5}
{'短评内容': '很干净，老板确实很热情，在西栅景点门口，很方便，老板家白水鱼挺好吃的，酱鸭一般，可能我们喜欢吃烧烤味的，呵呵', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '房间一般.. 标间是靠马路的，比较吵。设施一般，性价比低。卫生间卫浴用品很少。楼下吃饭的地方倒是方便，味道也不错，就是比较贵。', '短评打分': 1}
{'短评内容': '不是很干净，而且很吵', '短评打分': 3}
{'短评内容': '住了两天，老板人很好～房间很干净！还给我们送了菊花茶～到了桐乡车站还有专车接送！最重要的是，他家的菜做的好吃！尤其是那个红烧汪刺鱼！', '短评打分': 3}
{'短评内容': '就在西栅景区门口，房间挺干净的', '短评打分': 3}
{'短评内容': '饭菜价格也很实惠，房间的环境一般，但很干净，老板人很好，都很热情，店里有乌镇的特产可以买些带回去，离西栅景区也比较近，晚上回来都比较方便', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '店家着实不错，宾馆条件也还好，尤其是饭菜做的很合口，既有当地的特点，又比较适合旅游者的大众口味。离东栅和西栅都不远，逛起来很方便。尤其是价格很有诱惑力，与西栅的民俗住宿比起来性价比就高多了。我们只在西栅住了一晚，只为看看夜景，第二天就搬出来了，在周边逛了逛。', '短评打分': 5}
{'短评内容': '酒店就在西栅东大门对面，即使晚上逛到11点出来，也非常方便，我选了靠里的房，挺安静，早上会听到清脆的小鸟叫声。一定会向朋友推荐。', '短评打分': 5}
{'短评内容': '酒店的红烧羊肉好吃，住宿条件尚可！', '短评打分': 3}
{'短评内容': '酒店设施一般，太简陋了。性价比不高!其实就是家庭旅馆，酒店服务也不是很热情.', '短评打分': 1}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '酒店总体来说还行吧，就是设施不太齐全，这个价格还是可以接受的', '短评打分': 5}
{'短评内容': '老板娘人很好，来接我的时候太匆忙了把我的手机号码记错了，还说我欠费停机了哈；房间也很舒适干净。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '位置确实很好很方便.不过房间卫生一般.卫生间居然还有上个住户的头发没有清理掉.汗!价格也不便宜,不如住附近某连锁经济酒店', '短评打分': 1}
{'短评内容': '酒店位置很好，到了西栅东门，先去酒店放下行李，步行到景区门口售票处只要5分钟，玩到9:00出来，到了酒店很干净，空调是格力的，很安静。只是床垫有点硬，应该是棕垫。老板人很好的说，我们跟了3：10的团进去西栅景区，每个人省去30元，划算阿！！！\n\n他家的酱鸭面不错哦  10元一碗，量足，好吃！！', '短评打分': 5}
{'短评内容': '老板人很好 还到车站接  而且地里位置很好 …………', '短评打分': 5}
{'短评内容': '再次入住，老板还是那么热情，熟悉的笑脸，菜也做得好地理位置佳，强力推荐。', '短评打分': 5}
{'短评内容': '很好的酒店，老板和老板娘人都非常热情，距离西栅景区特别特别近，他家就自带饭馆，饭菜非常好吃，因为住在那里，吃饭还给我们打折了，最后我们还从那里买了好多土特产带回来分给亲戚朋友，强烈推荐~~', '短评打分': 5}
{'短评内容': '房间很不错。更主要的是老板态度超好,他们家的饭也超好吃。去的时候都在他们家吃了!!', '短评打分': 5}
{'短评内容': '老板人好，免费接送，还帮我订汽车票，旅馆的菜也好吃。只是房间简单，牙具差，没有浴巾。', '短评打分': 5}
{'短评内容': '老板人很好，客栈位置也不错，离大门很近。老板家的饭菜也还不错，推荐！', '短评打分': 5}
{'短评内容': '看了网上评价才订的酒店，老板人真的很好，去汽车站接送，还帮我们买汽车票，饭店的菜味道很好，羊肉面很好吃。我们住的是星期六，房间有点贵。', '短评打分': 5}
{'短评内容': '房间宽敞干净，老板人很好，会推荐他们家好吃的饭菜给我们，还有免费的车接送到店。总体很满意~~', '短评打分': 5}
{'短评内容': '老板一家人都非常好,特别感谢,我们两大两小都十分开心,而且离乌镇西栅很近,下次去玩还要选那儿', '短评打分': 5}
{'短评内容': '老板人很好，客栈位置也不错，离大门很近的。老板家的饭菜也还不错。', '短评打分': 5}
{'短评内容': '29号过去，老板不错，房间也不错，离景区近，就又订了间房！免费接送不错！', '短评打分': 5}
{'短评内容': '老板老板娘兄弟两很热情很勤快，他们的妈妈很慈祥。酒店干净，卫生，吃的东西很多很好吃。不油腻。而且方便。很喜欢这个酒店。走的时候舍不得的说。万顺楼。让我惊喜呢。', '短评打分': 5}
{'短评内容': '位置还好，虽然不是在景区里面，但还是在西栅东大门门口那边。我觉得老板超好，，我们赶车，老板帮我们去叫的士，还帮我们给的士的钱，总之不错。值得推荐', '短评打分': 5}
{'短评内容': '老板娘人不错，红烧羊肉味道蛮好的，推荐的菊花很香。', '短评打分': 5}
{'短评内容': '夫妻俩很热情环境不错,房间很卫生干净！走时还给我们送到汽车站', '短评打分': 5}
{'短评内容': '离西栅很近，房间大，酒店的菜蛮好吃的。。。。。。。。', '短评打分': 5}
{'短评内容': '离西栅景区很近，适合傍晚和晚上去西栅看夜景，但要注意西栅晚上10点就关了，游西栅大概要3、4小时，如果晚上来的话可能不如住里面的民宿。房间很干净，也蛮大的~热水要去楼下找老板要暖壶，不要不好意思~老板也很好，设备什么的都蛮新的~', '短评打分': 5}
{'短评内容': '来乌镇一定要去西栅，此酒店就在西栅对面，家庭式酒店，设施简单，卫生还不错，价格低，是不错的选择。', '短评打分': 5}
{'短评内容': '老板和老板娘非常热情，住的挺满意的，离景区是相当的近啊···', '短评打分': 5}
{'短评内容': '看了网上的评论后才选的这家。很干净，也很安静。店老板很实在，第一天的晚餐我们开玩笑说让老板送2瓶啤酒，没想到还真送了。第二天的早餐也送了。菜的口味很好，尤其是烧羊肉。', '短评打分': 5}
{'短评内容': '这家的环境和服务真的没得说，我一定推荐我的朋友们去乌镇时选择这家酒店', '短评打分': 5}
{'短评内容': '房间里饮水机也没有，热水瓶也没有。想喝水还要买矿泉水。床很小，房间与图片不符。', '短评打分': 1}
{'短评内容': '条件很好，服务不错。', '短评打分': 3}
{'短评内容': '老板娘超级热情，而且店里收拾的很干净。离景区很近，很方便~', '短评打分': 3}
{'短评内容': '位置好，态度好，房间干净宽敞，有电脑可上网！岁不是很高级，但挺舒适的，值得一住！！！', '短评打分': 5}
{'短评内容': '老板很热情！餐厅的菜好吃，东坡肉有特色，总的说来还不错！还帮买了到苏州的车票,值得推荐!', '短评打分': 5}
{'短评内容': '古色古香，很有乡土气息~~~推荐朋友来住', '短评打分': 5}
{'短评内容': '酒店老板非常热情，服务周到，给人到家的感觉，饭菜很可口，临走的时候还要了一个泡菊花的茶壶，现在在家也天天喝.', '短评打分': 5}
{'短评内容': '这家酒店比我想像中的要好，又干净又安静，老板热情，饭菜味道好尤其是扎肉很有特色。性价比高。', '短评打分': 5}
{'短评内容': '非常非常好的民宿。条件比我想象的好得多，又宽敞又舒服。地理位置也好，离西栅非常近，旁边还有卖特产的。关键是老板和老板娘人很好。菜也好吃。还送了杯三白酒。呵呵~下回去还会住你们那欧。', '短评打分': 5}
{'短评内容': '正如其他驴友所说，老板和老板娘真的很好。具体事例：1、我们带着小孩子，不方便到大堂吃饭，老板娘亲自送菜到房里；2、免费帮忙买车票并免费请车送我们到车站。反正旅客有什么要求他们基本都能达到，当然，必然人家是开店的，不要提一些无理要求哈。', '短评打分': 5}
{'短评内容': '老板非常热心，来回接送，还帮忙买火车票，在老板家吃饭也是很实惠，非常满意！', '短评打分': 5}
{'短评内容': '房间很干净，服务很好，他家菜好好吃，去景区游玩好尽量出来吃。如果不是周末去，价格应该是很实惠的。', '短评打分': 5}
{'短评内容': '设施不好', '短评打分': 3}
{'短评内容': ' 老板娘人特别好…值得入住…推荐', '短评打分': 3}
{'短评内容': '老板很热情  我全家一起去的 吃饭宝宝不听话 老板和店员一直帮我们抱着宝宝直到吃饭结束 每餐都是哦  很感动  很好的店家  房间也很干净 舒适 推荐！！！', '短评打分': 5}
{'短评内容': '该酒店就在乌镇西栅景区大门口，非常方便。老板非常热情，房间很干净，地地道道的乌镇当地菜，向大家强烈推荐。', '短评打分': 5}
{'短评内容': '乌镇没有原住民了，有点缺失生活气息。这家店靠大门口很近，基本上一出门就是，非常非常方便', '短评打分': 5}
{'短评内容': '老板和老板娘人都和善周到.菜做的很好也不贵去了一定要尝－下', '短评打分': 5}
{'短评内容': '房间很干净，开始给的房间不太满意，老板立马给换了房间。老板特别好，菜好吃又便宜', '短评打分': 5}
{'短评内容': '老板人很好', '短评打分': 3}
{'短评内容': '老板很好，房间还算干净，不过非节假日来旁边的学校有点吵', '短评打分': 3}
{'短评内容': ' 在网上看到的，看评价都不错，价格也很便宜，而且服务也很周到，因为我们不认识路，所以酒店服务员告知我们有车接我们', '短评打分': 3}
{'短评内容': '老板很热情，菜的味道很好不贵，房间也还可以，没在西栅景区里，不过离大门很近。', '短评打分': 5}
{'短评内容': ' 老板真好，虽然遭遇停电，但临走时还送了野菊花给我们，总体还是很好的～', '短评打分': 3}
{'短评内容': '老板和老板娘的态度都很好，就是房间隔音不大好咯，早上会有点被吵到的感觉', '短评打分': 5}
{'短评内容': '老闆很熱心房間不大但很乾淨', '短评打分': 3}
{'短评内容': '其实酒店是还不错的，就是普通的民宅，五一出行价格偏贵了，卫生一般，也算舒适，店主人很好，还帮我们换了家庭房。。酒店就在西栅边，也算方便，但下次再去的话可能会选择住在景区里面咯~~', '短评打分': 5}
{'短评内容': '价格太高！隔音效果差！', '短评打分': 3}
{'短评内容': '酒店很好，老板服务很好，酒店菜做的也很有特色', '短评打分': 3}
{'短评内容': '酒店位置很好，就在西栅景区东门正对面，房间干净整洁，卫生间和床都很大，最关键的是老板人很好，服务态度给方面都OK，最出彩是该店的饭菜，东坡肉、羊肉、清蒸白鱼、油焖春笋、野菜都很棒，下次再去首选的酒店。。。', '短评打分': 5}
{'短评内容': '很家居哦，挺不错的！特别是那的饭菜挺好吃的，东坡肉真的很好吃！！', '短评打分': 5}
{'短评内容': '家庭旅馆型的酒店，老板娘非常热情，比较安静安全', '短评打分': 5}
