{'短评内容': '哈哈哈哈哈哈哈', '短评打分': 5}
{'短评内容': '酒店干净服务态度好,很满意', '短评打分': 3}
{'短评内容': '交通非常方便，出门口就可坐到想去的公交车，而且酒店服务态度是一级棒。', '短评打分': 3}
{'短评内容': '环境确实很不错，特别方便，就在北京西站的旁边。附近吃饭的点也挺多的。', '短评打分': 5}
{'短评内容': '价格还可以,适合来京旅游,但是不适合休闲的,总体还不错.', '短评打分': 5}
{'短评内容': '很不错，离西站真的很近，交通十分便利环境也相当好', '短评打分': 5}
{'短评内容': '离北京西站真的很近，房间很干净。总之酒店非常超值。', '短评打分': 5}
{'短评内容': '酒店不错呀，靠近车站倒挺安静。带的耳塞没用上。', '短评打分': 3}
{'短评内容': '还不错吧，就是前台慢了点，不过总体环境还不错', '短评打分': 5}
{'短评内容': '图个下火车的方便，住了几次，设施比较陈旧。这次酒店的登记信息有问题，明明入住而且结账了，但一直说查不到入住信息，颇费周折。', '短评打分': 5}
{'短评内容': '挺不错的，订好了很方便…直接入住了就', '短评打分': 3}
{'短评内容': '北京西站附近性价比最高的一家酒店了，没什么说的，都不错，又订了。', '短评打分': 5}
{'短评内容': '交通方便，但是周围环境还是很乱的，火车站嘛……酒店设施一般，洗漱用品要收费的算是对得起这个价钱', '短评打分': 5}
{'短评内容': '厕所不好用', '短评打分': 3}
{'短评内容': '酒店太难找，手机地图指引过去还要绕个大圈，比较旧的酒店，房间里还有暗门，晚上感觉不是很安全！酒店里的设施设备并比较陈旧，有的地板还是破的，在酒店调房来着，客房服务员态度很好，前台应向客房服务员学习！', '短评打分': 1}
{'短评内容': '空间太小啦，尤其是卫生间。站个人，门就打不开啦。而且房间里还有一股油漆味。太晚啦，将就着住吧。可是其他的商务房是不是也这样呢？', '短评打分': 1}
{'短评内容': '前台服务不敢恭维！', '短评打分': 3}
{'短评内容': '我还以为挺好，结果很失望，主要是装修和房间大小实在是不怎么样', '短评打分': 3}
{'短评内容': '酒店位置很方便，在西站口附近，步行即到。房间还算舒服。值得推荐。', '短评打分': 3}
{'短评内容': '位置很好，很容易就找到。不过挂牌名字是饭店不是酒店，害我特意打电话确认。环境还不错，就是人进房间洗漱用品都没放，还得打电话要。', '短评打分': 5}
{'短评内容': '总体不错，态度挺好，就是设施有点陈旧，服务挺好，会按时来打扫房间。', '短评打分': 5}
{'短评内容': '酒店总体不错，很舒服，地段也好，性价比高', '短评打分': 3}
{'短评内容': '不咋的，装饰简单，卫生间太小，想换个标准间还说没有，网上查了都还有房订！服务有待加强！', '短评打分': 3}
{'短评内容': '性价比不高，有点不符合这个价位，位置还可以，个人认为也就是值个100的价位', '短评打分': 1}
{'短评内容': '卫生还可以，临近火车站有点吵但做火车比较方便', '短评打分': 3}
{'短评内容': '酒店位置不错，离西客站很近，出行方便。酒店设施较好，服务态度较好。', '短评打分': 5}
{'短评内容': '住的一般，不开窗还挺安静的，确实是商务间啊，只是稍微有点点旧', '短评打分': 5}
{'短评内容': '帮客户订的，今天看到他俩挺精神，估计休息的很好', '短评打分': 3}
{'短评内容': '距北京西站和公交总站超近，交通非常方便。', '短评打分': 5}
{'短评内容': '酒店距离西客站很近，公交车站也方便，唯独不足之处就是房间太小，但是整体感觉不错，下次还会去的。', '短评打分': 5}
{'短评内容': '距离西站近，地理位置好，时间紧时比较方便。当打电话时前台态度不好，影响心情，尽量不住。', '短评打分': 5}
{'短评内容': '整体不错，服务到位。不过晚上能听到西站的吵闹声。', '短评打分': 3}
{'短评内容': '环境不错，交通方便', '短评打分': 3}
{'短评内容': '环境相当不错，也没有说的那么吵，挺干净的，睡的很舒服，而且出去也挺方便，下次还住这儿…', '短评打分': 3}
{'短评内容': '.难找。', '短评打分': 3}
{'短评内容': '酒店交通非常方便。', '短评打分': 3}
{'短评内容': '交通便利，设施一般，卫生条件还可以、、、、、、', '短评打分': 5}
{'短评内容': '服务态度挺好，晚上身体不舒服，打电话给服务台加一床被子，两分钟就给送来了，心里暖暖的。', '短评打分': 5}
{'短评内容': '房间还挺大的，干净整洁。', '短评打分': 3}
{'短评内容': '乘车方便、也比较卫生，就是卫生洁具需要打电话给前台后才送。', '短评打分': 5}
{'短评内容': '房间较小，隔音还行，挨着西站听不见火车声音，价格对不起房间，楼道异味浓厚，房间设施简陋，网速还可以。', '短评打分': 3}
{'短评内容': '优点：距北京西站和公交总站超近，交通非常方便。缺点：开窗比较吵。服务态度很一般。', '短评打分': 5}
{'短评内容': '除了有点小，其他都挺好的～地上没有地毯的哦。离火车站很近，门口就是公交车总站，最大优点～', '短评打分': 5}
{'短评内容': '酒店不错，交通方便，环境可以，值得一住。', '短评打分': 3}
{'短评内容': '服务也还可以，最主要的是离西站近，很方便。', '短评打分': 5}
{'短评内容': '这个酒店还不错，设施横好，干净卫生，价格也不算很高，总体感觉还是不错的，值得推荐！！！', '短评打分': 5}
{'短评内容': '很干净，很舒服，很暖和，价格也可以，紧邻北京西站，出差旅游选择这不错！', '短评打分': 5}
{'短评内容': '温馨舒适，宽敞明亮，性价比高，服务优质，就在北京西客站旁，西站北广场出战往右行100米即到，酒店门前即为大型公交车站，出行交通非常方便！下次还住', '短评打分': 5}
{'短评内容': '服务周到，环境也不错。房间设施简单 干净，值得一住！！', '短评打分': 5}
{'短评内容': '一般吧，这个价位不错了。\n房间有点小了。', '短评打分': 5}
{'短评内容': '房间整洁，住宿舒适，免费上网，整体不错，打车不方便。\n\n', '短评打分': 5}
{'短评内容': '价格还可以，里面设施一般般，对面就是西站！', '短评打分': 5}
{'短评内容': '该酒店就在北京西客站，非常方便，酒店房间干净、设施好，舒适，性价比好，值得推荐。', '短评打分': 5}
{'短评内容': '服务态度很好，离西站很近，出了北广场就到了', '短评打分': 3}
{'短评内容': '打车不方便，房间整洁，住宿舒适，免费上网，整体不错。', '短评打分': 3}
{'短评内容': '酒店设施很不错，价格尚可', '短评打分': 3}
{'短评内容': '价位和地理位置性价比还是可以的！环境也还可以，', '短评打分': 5}
{'短评内容': '价格适中，交通便利，是乘火车来北京游玩的好住宿，一下火车，走几步就是酒店，可以立即洗去一身的疲惫。虽然酒店设备简陋，但是只是晚上住还是很好的。', '短评打分': 5}
{'短评内容': '房间没有想象中的好，房间小，要不是离西站进，这价格绝对没人去。', '短评打分': 1}
{'短评内容': '首先是位置好又很安静。暖气超热。住店可以免费停车。', '短评打分': 5}
{'短评内容': '还不错 离火车站很近 热水空调很给力 卫生也挺好 推荐入住', '短评打分': 3}
{'短评内容': '暖气挺好，感觉不错。', '短评打分': 3}
{'短评内容': '前台服务非常好，我订的单人间没有了给我换了个套间，还不加钱~不过窗户外边就是铁路，确实乱了点，但是不影响休息', '短评打分': 3}
{'短评内容': '非常满意', '短评打分': 3}
{'短评内容': '作为一个差旅中转型的酒店，性价比还算比较高的。虽然是在西站旁边，但是很安静，房间虽然不太大，但是很干净，设施比较齐全。洗澡水很好，美中不足的是暖气不够热。但是客房部很热情的提供了两床被子，住的很舒适，下次还会选择。', '短评打分': 5}
{'短评内容': '住宿环境好！但是早餐的品种和质量还应提高！', '短评打分': 3}
{'短评内容': '离火车西站很近很近，其实就是铁路局开的，railway嘛，就是吵了点，不过个方面不错，就是吃饭不方便点，虽然下面有个餐厅，但不是24小时供餐，一次饭点去了，居然说人满了，明明有很多空位，郁闷。', '短评打分': 5}
{'短评内容': '不错，就在北广场边上。候车的时候入住的，虽然不是新开的酒店但卫生还是不错的，可以舒服地洗个热水澡。', '短评打分': 5}
{'短评内容': '非常不错.感觉看外面的人.自己很舒适.', '短评打分': 3}
{'短评内容': '该酒店离北京西站很近，赶火车非常方便，经济实惠。', '短评打分': 5}
{'短评内容': '十其实就是铁路宾馆，几乎在站内。很旧!', '短评打分': 3}
{'短评内容': '环境不错，住得比较舒适', '短评打分': 3}
{'短评内容': '位置好，服务尚可。暖气太足。订的豪华单间没有，给的标间，但第一天没有免费升级。', '短评打分': 5}
{'短评内容': '一如既往，老样子', '短评打分': 3}
{'短评内容': '入住非常方便，交通很便利，离火车站仅需3分钟，酒店服务很好，很干净', '短评打分': 5}
{'短评内容': '离西客站很近，转车非常方便，而且房间干净，设备好，服务态度好，值得推荐。', '短评打分': 5}
{'短评内容': '酒店位置好，下了火车一拐弯就到，干净卫生，服务也可以，吃放在楼下。', '短评打分': 5}
{'短评内容': '洗澡空间不是很大，牙刷什么的居然要钱这点不太好。其他倒是没什么，毕竟是火车站的酒店，算是合适了吧。', '短评打分': 5}
{'短评内容': '住的比较舒服', '短评打分': 3}
{'短评内容': '还行；安静；前台服务态度也不错；洗澡间的空间太小', '短评打分': 5}
{'短评内容': '在經濟型的酒店來講究還行 乾淨\n就在北京西站旁邊大地鐵不太方便祕還要坐公交', '短评打分': 5}
{'短评内容': '这是我在西站住的比较满意的宾馆，房间很大，很安静，很不错，下次我还会光临的', '短评打分': 5}
{'短评内容': '酒店的位置绝佳，特别市朝火车站台的房间很新，也很干净，物有所值。', '短评打分': 5}
{'短评内容': '火车西站旁边最方便快捷的酒店，而且很干净，让我有家的感觉。', '短评打分': 5}
{'短评内容': '酒店地理位置绝佳，房间很干净，舒适，下次还要住那里。', '短评打分': 5}
{'短评内容': '酒店地理位置极佳，出行极其方便，房间内清洁卫生，价格适中，下次去北京办事还住这里。', '短评打分': 5}
{'短评内容': '酒店交通方便，设施一般，卫生一般，有一些吵。', '短评打分': 5}
{'短评内容': '热水分时断供应而且不准时，耍了卡前台不急时退我押金我都出门了也不叫住我，进了火车站想起来又去拿，她们都不打我的电话坏人素质低…', '短评打分': 3}
{'短评内容': '周围就是公交枢纽，出行方便，打车的话就很不方便。房间内设施一般，勉强可以吧！热水还分时间段使用，哎…', '短评打分': 3}
{'短评内容': '已经入住标间和单人间，交通便利，标准间还挺好，网上订的单人间有点脏差旧了。', '短评打分': 3}
{'短评内容': '很好! 彻底颠覆我以前挨着车站没什么好酒店的看法.  门面不大,但是里面通道真长. 房间很干净,看起来很舒服.虽然挨着铁路但是没什么噪音.设施也不错. 前台美女态度很好!  缺点就是卫生间比较小.  总之比较满意.', '短评打分': 5}
{'短评内容': '很干净很舒服，离西站进，门口是公交总站，出行方便，下次还住！', '短评打分': 5}
{'短评内容': '总体来说比较不错，算的上快捷酒店中五星级，就是房间里较热!', '短评打分': 5}
{'短评内容': '酒店在车站附近，转乘车方便，就餐方便，服务好，房间宽敞，环境也不错，满意', '短评打分': 5}
{'短评内容': '    酒店的地理位置及交通都比较便利，还可以在酒店就餐！服务非常好，房间的环境也比较好，我在入住期间非常满意！', '短评打分': 5}
{'短评内容': '我已经入住瑞尔威北京西客站店。服务员业务熟练，办手续快，态度热情，服务周到。谢谢！', '短评打分': 3}
{'短评内容': '房间设施卫生还是不错的，就是周边噪音有点大。价格稍贵了点。', '短评打分': 5}
{'短评内容': '酒店还不错,交通极方便', '短评打分': 3}
{'短评内容': '＋房间大，入住方便', '短评打分': 3}
{'短评内容': '非常好满意', '短评打分': 3}
{'短评内容': '我们订的标间换成了单间，不过酒店环境还好，设施齐全，交通方便，不错！', '短评打分': 3}
{'短评内容': '酒店位于北京西客站主楼南侧，到北京下火车即可入住，门前就是公交车站，交通便利，房间较大，干净整洁，价位还算合理。', '短评打分': 5}
{'短评内容': '出西客站后很方便，直接就可以进入酒店。内部环境一般，但是服务员很热情，地下车库住店可以免费。进出火车站都很方便，值得一住。', '短评打分': 5}
{'短评内容': '设施有些陈旧,还算干净,关键是一出站就是酒店,非常近,如果选择西站附近经济型住宿,这个还是个不错的选择,', '短评打分': 3}
{'短评内容': '离北京西站很近， 很方便。酒店卫生还算干净。', '短评打分': 5}
{'短评内容': '总体还可以', '短评打分': 3}
{'短评内容': '房间面积可以，硬件一般。价格合适。', '短评打分': 3}
{'短评内容': '整体来说还不错！！下次有机会还来这。大家都可以来这里试一试。整体来说还不错！！下次有机会还来这。大家都可以来这里试一试。', '短评打分': 5}
{'短评内容': '瑞尔威饭店服务周到，价格合理。', '短评打分': 3}
{'短评内容': '位置很方便，条件也不错。服务也可以。下次还在这个旅馆住。', '短评打分': 5}
{'短评内容': '方便，便宜，环境不错，地点也好，出了西站就是！', '短评打分': 5}
{'短评内容': '非常好的一家酒店，交通十分方便，价格合适，客房宽敞干净、隔音效果和空调效果都非常好，特别是客房中提供的衣架多，还提供有北京地图，说明酒店是真心为顾客着想，很人性化。如果能将洗手盆容易发霉的边缘经常注意清扫干净，那就更好了。', '短评打分': 5}
{'短评内容': '乘车方便 套间双空调 窗外是西站隔音不错 就是卫生间小点 下次还住这', '短评打分': 5}
{'短评内容': '酒店位置不错，值得推荐。\n干净、卫生、服务好，下次来还会入住。', '短评打分': 5}
{'短评内容': '门前有公交站，交通很方便。冷气很强劲，比较干净。双层玻璃窗，火车噪音听起来不大。卫生间稍显小。感觉不错。', '短评打分': 5}
{'短评内容': '离车站非常近，房间条件还不错，性价比好，值得推荐,但在暑期预定难度大，可能是黄金时间段，流量大。', '短评打分': 5}
{'短评内容': '离火车站很近，交通便捷。早餐供应较周边实惠，卫生，服务周到，价钱合理。', '短评打分': 5}
{'短评内容': '离火车站近，房间虽然不大但是还算舒服。推荐赶车的人入住。', '短评打分': 5}
{'短评内容': '距离西站非常近，服务好，房间宽敞，比较赞！', '短评打分': 5}
{'短评内容': '交通方便，房间面积比较大，价格合理，每次去京首选该酒店入住', '短评打分': 5}
{'短评内容': '酒店位置交通便利，经济实惠，卫生干净，建议下次还住这里', '短评打分': 5}
{'短评内容': '早晨有点儿吵。卫生条件还可以。。。。。。。', '短评打分': 5}
{'短评内容': '房间太小，尤其是卫生间。有点儿阴森，房内没有固定电话。', '短评打分': 1}
{'短评内容': '我会向我的朋友推荐这家酒店，酒店非常好，离火车站很近', '短评打分': 5}
{'短评内容': '本来订这家酒店就是看中离西站很近，图片看上去也挺干净的，谁知道到达酒店办理入住的时候，被告之没做好卫生，另外加收10元/间给我们换房间，这个不是酒店自己的问题吗，我们是15点多才到达酒店的，14点不就可以入住?!身边有老人在，也没怎么跟她理论，就觉得多支付那10元不爽！！！', '短评打分': 1}
{'短评内容': '很好的酒店，很舒适。就在西站旁边，门前的公交车站，非常的方便。', '短评打分': 5}
{'短评内容': '   非常方便，性价比好，满意，值得推荐，下次还住。', '短评打分': 5}
{'短评内容': '离西站很近，坐便器很小，洗澡间小，床有点小，隔音效果差', '短评打分': 5}
{'短评内容': '总体环境还可以，厕所环境有待提高，服务态度不错。', '短评打分': 5}
{'短评内容': '这里还不错出门就是北京西站，房间宽敞就是洗澡的地方太债，总体不错！', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '瑞尔威连锁酒店硬件一般，没有网上介绍的好。', '短评打分': 1}
{'短评内容': '不好', '短评打分': 3}
{'短评内容': '酒店不错，就是地方有些吵，但是离西站近，很方便', '短评打分': 3}
{'短评内容': '地理位置特别好，离车站非常近，酒店虽然有点老但是住着还是很舒服的', '短评打分': 5}
{'短评内容': '虽然房间挺小，但是挺干净的，住得舒服，离北京西站也只有一步之遥', '短评打分': 5}
{'短评内容': '房间虽然有点小，但是很干净，住得舒服，离北京西站非常近，出门左边就是。', '短评打分': 5}
{'短评内容': '虽然有点小，但是挺干净，住得舒服，离北京西站只有一步之遥。', '短评打分': 5}
{'短评内容': '1.便宜  标间248元\n2.方便  北京西站出站右拐\n3.干净  设施较老但很干净', '短评打分': 5}
{'短评内容': '交通方便，环境一般,乘坐火车比较方便。价格再便宜点就更好啦。', '短评打分': 5}
{'短评内容': ' 设施还算可以，位置方便，是出差住宿的好选择。', '短评打分': 3}
{'短评内容': '酒店一般,价格也不算便宜.只是离北京西站很近!前台服务员态度比较差,位置不好找.', '短评打分': 1}
{'短评内容': '酒店服务还可以。房间送餐服务很好！', '短评打分': 3}
{'短评内容': '酒店就在北京西站的旁边，坐车的朋友非常的方便。', '短评打分': 5}
{'短评内容': ' 酒店很好，交通非常方便，卫生很好，服务态度差！', '短评打分': 3}
{'短评内容': ',酒店一般', '短评打分': 3}
{'短评内容': '酒店位置非常地好就紧邻北京西客站不到200米，对赶火车的人超级方便。酒店楼下就是公交车的调配站，几乎有到北京各个地方的公交车可以坐，这样就省了打的的费用了，呵呵。酒店的设施还算可以，唯一美中不足的是前台不能寄存行李：（', '短评打分': 5}
{'短评内容': '送的30元的券根本不被承认，搞什么啊！', '短评打分': 3}
{'短评内容': '房间太小，隔音不好。房间干净，离西站较近', '短评打分': 3}
{'短评内容': ',第一次来北京，找了一下才找到，也算顺利入住，房间还行，但空间不大！', '短评打分': 3}
{'短评内容': '非常满意，下次还住。非常满意，下次还住。非常满意，下次还住。非常满意，下次还住。', '短评打分': 1}
{'短评内容': '酒店在火车站旁边，非常方便，性价比好，值得推荐。', '短评打分': 5}
{'短评内容': '酒店和北京西站就是一栋楼,从酒店大门出来左拐就是西站的进站口了,对赶火车的人来说非常方便.服务也还不错.房间内有点旧,但是干净卫生.大床房还不错.下次有机会还会选择住这家.', '短评打分': 5}
{'短评内容': '酒店在火车站旁边，非常方便，性价比好，值得推荐。', '短评打分': 5}
{'短评内容': '服务很好，房间洁净', '短评打分': 3}
{'短评内容': '不错的地理位置，房间精致，早饭简洁，靠近西站周围环境有些杂乱，位置相对靠里，停车在地下，不询问不太好找。服务热情周到，房间干净整洁，还会再去的', '短评打分': 5}
{'短评内容': '1点退房时间，好！\r\n曹正婷', '短评打分': 3}
{'短评内容': ',感觉比较便宜但环境条件差点', '短评打分': 3}
{'短评内容': '**************\n不好，空间太小，服务质量较差', '短评打分': 1}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '服务员的服务还好，就是房间太小，而且空气干燥。卫生间无异味比较开心!总的来说还行。', '短评打分': 1}
{'短评内容': '1.  离西客站对接，乘车方便；\n2.  服务态度尚可；\n3.  设施简陋或陈旧，性价比低；\n4.  时出现停水、降低所定房屋质量， 等单方违约行为。    ', '短评打分': 1}
{'短评内容': '公交很便利 但是打的相当困难，没有地铁，航空大巴很远\n  大厅的房价是随意标价，房间设施陈旧，与其标价明显不符\n  餐厅价格高出其相应档次的10%， 即餐厅的毛利在65%\n  电视太小，说明该酒店的服务理念极为差劲。 与其房价不对称\n', '短评打分': 1}
{'短评内容': '热水是24小时供应，但忽冷忽热，而且水管稍动一点点水温就从80-20，受不了。', '短评打分': 5}
{'短评内容': '还好，但是附近的士比较难打！黑的士比较多！', '短评打分': 5}
{'短评内容': ' 与西站近在咫尺，方便快捷。住宿环境也还ok啦。', '短评打分': 5}
{'短评内容': '不错，起码刚进房间的时候没有异味。很方便，就是设施简陋，价格就显得高了。前台服务员都是老枪--服务行业的老油条，服务态度让人感觉到的是内在的、发自内心的不舒服！', '短评打分': 5}
{'短评内容': '服务不错、服务不错、服务不错、服务不错、', '短评打分': 5}
{'短评内容': '感觉很不错，舒适，服务周到，美中不足就是商务中心（机票、火车票的订购）机网订网单一作用不明显。', '短评打分': 5}
{'短评内容': '提前一天预定好过去仍需等待40分钟，而且没有热水', '短评打分': 1}
{'短评内容': '酒店房间干净卫生，二十四小时热水，服务人员热情体贴，早餐品种丰富，比较满意。', '短评打分': 3}
{'短评内容': '酒店电视太小了，入住585房间，有一股怪味。', '短评打分': 3}
{'短评内容': '服务态度好，房间干净整洁，满意！', '短评打分': 3}
{'短评内容': '＋酒店服务很好，房间也很干净，挺好的。', '短评打分': 3}
{'短评内容': '每次到北京都会住这家酒店，也算是有感情了。\n这次到京又选择了瑞尔威，房间是套间，更适合三口之家。\n餐厅的菜是淮扬菜，菜品大部分都更换了，口味比较清淡。\n临近西站，乘车方便。', '短评打分': 5}
{'短评内容': '酒店不错  房间大小合适 干净  服务态度好， 我走的急，把充电器忘在房间了 第二天打了个电话，取回来了 谢谢', '短评打分': 5}
{'短评内容': '位置很好 就在西客站东楼  房间干净  虽是火车站 但噪音不大 双层玻璃窗', '短评打分': 5}
{'短评内容': '1 离北京西客站很近，乘车方便；\n2 早、晚限时供应热水，很不方便；\n3 一次性洗漱用品要找服务员要，收费物品太多；\n4 窗的隔音效果很好，但不能开；\n5 入住时，送电开关是坏的，无电。此类事虽属偶然，但给给旅客带来很大不便。实际 上，此类事稍检就可避免。', '短评打分': 1}
{'短评内容': '这家酒店就是每次去的时候，酒店的房间不对型号希望这次有这个问题。一次两次还可以多次就不是不是问题。', '短评打分': 5}
{'短评内容': '还好吧~在西站周边算是性价比还不错的酒店！', '短评打分': 5}
{'短评内容': '地理位置不错，满分5分可以给4.5分；\n服务态度可以，满分5分可以给3.5分；\n设施比较陈旧，满分5分最多给2.5分；\n综合评价给3.5分。', '短评打分': 5}
{'短评内容': '离北京西站非常近，10分钟即可进站。前台办理入住离店都很快。价格合理', '短评打分': 5}
{'短评内容': '我也是做酒店的，当天凌晨到的这家酒店，服务员的态度不是很好，一点也没感觉到热情，房间设施设备简单单调，而且已经老化，并且这种天气，房间的被子竟然是薄被，中央空调吹得是冷风，卫生间的淋浴区离门太近了。\n当然也有好的地方，就是房间隔音效果还行，早餐比较便宜，15元一位，有免费的网线。最重要的是西客站很近，房间配有北京市地图。这点值得肯定。', '短评打分': 1}
{'短评内容': '距离西客站很近，房间卫生条件较好，没有想像中的吵闹。', '短评打分': 5}
{'短评内容': '在西客站附近算是还不错的，只是房价略高些', '短评打分': 5}
{'短评内容': '靠近火车站，晚上有点吵！设施比较陈旧！价位有点偏高', '短评打分': 5}
{'短评内容': '酒店设施太旧了，特别是门窗家具和卫生间\n但是还很算很干净，隔音也不错，我住的那间床还不错\n早餐只要15块还是很划算的，但是房价258相对于这个条件来说有点贵了，200块应该足够了\n如果需要赶火车，我还是很推荐住这里\n', '短评打分': 5}
{'短评内容': '紧邻西客站，交通便利，房间安静，整洁，就是不能存行李', '短评打分': 5}
{'短评内容': '火车站的酒店，无奈才入住的，设施陈旧，鱼龙混杂，感觉很不安全.', '短评打分': 1}
{'短评内容': '性价比可以,放便北京西站乘车.', '短评打分': 3}
{'短评内容': '酒店设施不错,就是环境有些吵', '短评打分': 3}
{'短评内容': '所有的都很好！就是前台服务应该提高一下，能达到餐饮部的标准就可以了', '短评打分': 5}
{'短评内容': '卫生一般，可能是因为房子旧的原因，但空调一点用的都没有，只要暖气，温度不是很好', '短评打分': 5}
{'短评内容': '很好，就是有点吵！', '短评打分': 3}
{'短评内容': '酒店位置好，坐火车很方便；就是现在房子有些旧了；晚餐结束的时间太早，建议延长；', '短评打分': 5}
{'短评内容': '     酒店卫生太差!!!不划算', '短评打分': 3}
{'短评内容': '方便又卫生，不错。下会去还会住在哪里，不怕晚到了。', '短评打分': 5}
{'短评内容': '离西站很近，方便', '短评打分': 3}
{'短评内容': '酒店的服务还好！环境也很好，价格还可以！里边的环境还不错灯光还好可一上网', '短评打分': 5}
{'短评内容': '房间的环境挺好，很干净，服务态度也不错，会做为首选', '短评打分': 5}
{'短评内容': '酒店位置非常好，就在北京西站出口，非常好找，出站后就找到了，房间干净，但比我想象的要小些。服务不错。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '睡觉有点吵隔音不好', '短评打分': 3}
{'短评内容': '我以为他家豪华单人间有多豪华呢，都没有2线城市的普通间好！不过离西站超级近，我是听着报站声入睡的', '短评打分': 3}
{'短评内容': '和北京西站平行，坐火车挺方便的，出门口就是公交站，去哪都很方便。\n服务也还不错，24小时热水。总体很满意。', '短评打分': 5}
{'短评内容': '位置很好，到西客站只需两分钟，服务也很好。', '短评打分': 3}
{'短评内容': '酒店设施好,干净,位置很好,吃也很方便,傍边就有几家美食店,逛大超市也很近,', '短评打分': 5}
