{'短评内容': '老顾客，干净整洁暖和', '短评打分': 5}
{'短评内容': '交通方便，停车方便，旁边就是洛阳公安局，感觉踏实。房价也不贵，不错。', '短评打分': 5}
{'短评内容': '位置方便，总体来讲还算比较满意的。不错！', '短评打分': 5}
{'短评内容': '很好的酒店，很大很卫生，酒店前身是法院，很安静，夜间有骚扰电话，一口气住了7天的。\n', '短评打分': 5}
{'短评内容': '环境还不错，155的价格也比较合理，和金卡会员价一样', '短评打分': 3}
{'短评内容': '很不错 很喜欢 宽带 热水都很好 值得入住', '短评打分': 5}
{'短评内容': '很干净清爽的一家酒店，性价比很高，值得推荐。', '短评打分': 3}
{'短评内容': '比较满意，房间够大，设施全。唯一缺点是没有无线网络。', '短评打分': 3}
{'短评内容': '第一次去，感觉环境很好，很干净，挺满意的。下次还来。', '短评打分': 5}
{'短评内容': '酒店交通十分方便，卫生条件也不错，就是介绍的旅行社不照，估计洛阳的旅游业也就这个水平，不如西安等地，有点郁闷。', '短评打分': 5}
{'短评内容': '这家酒店很好 很干净  洗澡很方便   服务很周到    下次一定还住这家酒店', '短评打分': 5}
{'短评内容': '非常干净舒适，性价比很高，唯一的缺点就是冬天洗澡很不方便，一个人洗完澡后，另一个人想洗就要等到两个小时以后了，而且要洗得快一点，否则就要来个冷水浴了', '短评打分': 5}
{'短评内容': '干净，舒服，服务周到，交通便利。不过商务大间房每层只有一间，入住的注意了', '短评打分': 5}
{'短评内容': '房间还可以，就是电视有点小，台收的比较少，并且下午5点多会有半个小时没有任何节目。其他都蛮好的，无论是热水还是服务都很不错，直接推荐一下。下次还继续住这里。', '短评打分': 5}
{'短评内容': '位置在市区中心，刚好在洛阳公安局和国安局斜对面，所以感觉住起来很放心。离王城广场（天子驾六博物馆）、中央百货大楼和著名的小街锅贴小吃（中央百货大楼后街道里）步行不到5分钟，坐车去白马寺和龙门石窟也非常方便。房间里大方整洁，色调朴素优雅，卫生和环境良好，我们住在19层，可以俯瞰洛阳城，感觉甚是幸运。另前台服务员也很热情，我们下火车后尚未入住就打电话如何从车站去宾馆，以及从白马寺如何去宾馆及龙门石窟，', '短评打分': 5}
{'短评内容': '性价比不错。十几层的客房看洛阳城视野非常好！酒店干净，热水给力，大床房的大床很大！还有瓶装饮用水赠送，很人性化。住的很满意，不足之处，与楼道的隔音较差，和电视有些小，躺在床上看不到电视的字幕。', '短评打分': 5}
{'短评内容': '卫生很好，被子很舒适。淋浴器的水量很大，服务员挺热情的。就是花展期间有些贵', '短评打分': 5}
{'短评内容': '房间设备虽然简单但整洁明亮,天子驾六博物馆步行十分种就可到达,前台服务人员态度亲切热忱,酒店后面的七一路大小饭馆很多可选择,从酒店旁的小巷穿过也只要步行十分种就可到达.', '短评打分': 5}
{'短评内容': '酒店比较老，服务一般。早饭很差。不会再入住！！！！！！', '短评打分': 1}
{'短评内容': '房间不错,就是有点贵,停车方便', '短评打分': 3}
{'短评内容': '  环境不错', '短评打分': 3}
{'短评内容': '酒店干净，闹中取静，离火车站也挺近的，有公交直达。同样旅游咨询比较丰富', '短评打分': 5}
{'短评内容': '150的价位，标准间的房间比较大，卫生间也比较大，设施也过得去\n出行比较方便，离八达航空到郑州机场的大巴上车点步行十分钟\n\n隔音是个大问题，早上服务员的对讲机响个不停，忘记挂请勿打扰的牌了，早上又来敲门问要不要搞卫生。。。', '短评打分': 5}
{'短评内容': '除了网速太慢，其他的（交通、餐饮、环境卫生……）都很好，值得推荐', '短评打分': 5}
{'短评内容': '酒店还算好.温暖.房间和浴室较大.但毛巾浴巾太旧不太敢用.马桶堵.打电话马上来人修好了.', '短评打分': 3}
{'短评内容': '总的来说还不错，一开始不知道买东西去哪里，后来才发现后面有条街，里面卖很多东西，挺方便的，不过网速实在是慢得让人无语，还有隔音不是很好，中午睡午觉的时候总是被外面吸尘器的声音吵醒。', '短评打分': 5}
{'短评内容': '不错啊。去洛阳，在那住了两次了。交通蛮方便的。', '短评打分': 5}
{'短评内容': '还可以，不过同一楼的酒店，装修也一模一样，少了50块啊', '短评打分': 1}
{'短评内容': '位置很好，性价比还不错，推荐。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '价位比较实惠，房间还挺干净的，\n楼下还配有小卖部，方便吃点零食', '短评打分': 5}
{'短评内容': '酒店服务不错，挺干净的，', '短评打分': 3}
{'短评内容': '住过两次，挺不错的，性价比很高，楼层比较高，适合远眺，房间不大但很干净，服务也不错，地点也还行，就是电视小了点儿', '短评打分': 5}
{'短评内容': '房间比较整洁，有一点我们住的那个卫生间洗澡的时候不是很暖和，其他的都挺好，房间还比较大，挺舒服的，难忘的一夜', '短评打分': 5}
{'短评内容': ' 房间挺干净,挺大!', '短评打分': 3}
{'短评内容': '还可以，赶紧整洁，客房服务好。每天送2瓶水', '短评打分': 5}
{'短评内容': '经济实惠酒店，出行方便，只是楼层比较高，等电梯着急', '短评打分': 5}
{'短评内容': '安静 交通还行\n\n附近吃饭的地方好像不太多', '短评打分': 5}
{'短评内容': '酒店不错，性价比高，地理位置优越。', '短评打分': 3}
{'短评内容': '不错。干净，环境清静，热水比较好。周围吃的东西比较多，离周王城广场很近啊', '短评打分': 5}
{'短评内容': '酒店很干净卫生，就是有一点，隔音确实有点不太好，晚上老听见,门外人走来走去,不知道在干什么，半夜还听见叫X声,入住了三天，送了4瓶矿泉水，服务态度十分不错...住到16层 晚上看夜景灰常不错,嘎嘎.....出酒店,走一点,就是小商品城,那里的小吃十分不错,嘿嘿....距离王城公园特别近三站地,, 洛阳市区环境真好....酒店也很给力,就是有一点没有电脑房,,呵呵,好评!!', '短评打分': 5}
{'短评内容': '停车场变小了，旁边驾校没了，在施工。晚上有按摩电话骚扰。以后不住了', '短评打分': 5}
{'短评内容': '不错 酒店干净 交通方便 价钱合理', '短评打分': 3}
{'短评内容': '还不错。价格便宜，位置也可以。服务热情~床有点点硬，设备有点点旧。但是别的方面都很好。', '短评打分': 5}
{'短评内容': '很不错，交通方便，服务也行。不远就有个超市。', '短评打分': 5}
{'短评内容': '酒店非常干净、舒适、方便,晚上睡得很好,周围有吃饭的地方,出行也方便,酒店内还有停车场,下次还会选择它。', '短评打分': 3}
{'短评内容': '环境不错交通便利隔音有点差离高铁站比较远', '短评打分': 3}
{'短评内容': '很不错的…', '短评打分': 3}
{'短评内容': '酒店环境不错，卫生也好，装修也棒，就是网络不太稳定，希望可以改善，下次来还住', '短评打分': 5}
{'短评内容': '价格合理，交通便利，所以连住了4晚，没换酒店', '短评打分': 5}
{'短评内容': '还不错，就是隔音效果不好，走廊内太吵，不过看价格也算可以吧', '短评打分': 5}
{'短评内容': '很好，这个价位可以的了，房间很大，就是隔音有点稍微不好。...............................', '短评打分': 5}
{'短评内容': '我住那间的烧水壶有点问题，水开得时候需要手动去按，不然就一直煮沸，刚开始看水壶一直冒烟，就是不断电，有点瘆人，呵呵。其他还好，卫生什么的都不错，也算安静，性价比不错。', '短评打分': 5}
{'短评内容': 'bucuo，经常去住了，各方面还可以，就是有时候会忘记送矿泉水，还有提醒顾客退房时间，建议以后能够做的更好', '短评打分': 5}
{'短评内容': '位置还行，比较好找，条件一般，还算干净，这个价位也就这样子了。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '服务相当好，还送矿泉水，也特别的干净和亮丽', '短评打分': 5}
{'短评内容': '去过几次了，服务都还不错，只是忘送矿泉水吧了', '短评打分': 5}
{'短评内容': '非常干净，网上预订还送两瓶水。房间宽大，性价比非常高。朝向洛河的每层只有两个房间（12、13号）没有订上，我们住的离楼道较远，噪声很小。', '短评打分': 5}
{'短评内容': '都还好~下次再来', '短评打分': 3}
{'短评内容': '非常干净，网上预订还送两瓶水，比较温馨，下个月出差过来还住这里', '短评打分': 5}
{'短评内容': '总体上不错，还能上个网', '短评打分': 3}
{'短评内容': '价有所值，环境很不错！\n应该是性价比非常好的了', '短评打分': 5}
{'短评内容': '卫生干净，服务态度好，位置也还不错，推荐入住。缺点是隔音稍差，有一晚半夜3点多被隔壁的叫x声吵醒。每晚都会有人打电话来问要不要服务，只要接电话是女的就会马上挂断。', '短评打分': 5}
{'短评内容': '房间挺大，陈设还行。位置离天子驾六博物馆很近，可以走过去。这个博物馆很值得一去。', '短评打分': 5}
{'短评内容': '性价比很高的宾馆。房间面积很大，设施较新，服务态度好。离王城广场很近，门口有公交车站，打车去市内景点也很方便。洛阳的出租车费很便宜，打车到龙门石窟27元，到龙门高铁车站23元，到关林23元，到丽京门9元。唯一不足之处是电视信号不好，电视节目很少。', '短评打分': 5}
{'短评内容': '很好,很舒服的酒店!!!如果去那玩,我还会选择的,!!', '短评打分': 5}
{'短评内容': '地理位置好,走路就能去西工小街吃小吃。酒店房间在高层，环境很好，设施新,房间宽敞干净,非常满意。', '短评打分': 3}
{'短评内容': '总的来说还不错，就是房间隔音效果不好，有宽带但没电脑，来个电脑必须的再住，因为晚上的时光不想看电视度过。。。', '短评打分': 5}
{'短评内容': '位置价格都不错，房间这个价位算蛮大的，附近有小吃街，挺好，值得推荐', '短评打分': 5}
{'短评内容': '酒店设施齐全，工作人员服务热情，地理位置方便', '短评打分': 5}
{'短评内容': '性价比很高，酒店地理位置很好，内部设施齐全，酒店干净卫生', '短评打分': 5}
{'短评内容': '酒店环境，服务都相当不错，值得大家光临！！！', '短评打分': 5}
{'短评内容': '基本去洛阳就住那边，别的都可以。就是早餐不方便，一楼早餐怎一个差字了得！\n', '短评打分': 5}
{'短评内容': '但是我住的是标间。屋里装修状态还行。很干净。价格算便宜。', '短评打分': 5}
{'短评内容': '里面很干净，去各个景点都比较方便，服务态度不错。', '短评打分': 5}
{'短评内容': '房间干净整洁，很大很宽敞，床也很大，服务周到；电视机有些频道不是很清楚，还有房间的隔音效果实在是不怎么样，隔壁房间聊天聊了半夜我听了半夜，而且走廊有人抽烟在我房间里都能闻到烟味。不过总体来说还是不错的。', '短评打分': 5}
{'短评内容': '房间挺舒适的，价位也比较适中，以后还会常去的。', '短评打分': 5}
{'短评内容': '卫生、环境、服务，各方面还都不错，地理位置也还不错！再接再厉，送早餐就更好了！', '短评打分': 5}
{'短评内容': '房間夠大清潔舒適,但離火車站還是有點距離,需打D.', '短评打分': 5}
{'短评内容': '干净整洁，地理位置好，视野宽阔，比较满意。', '短评打分': 5}
{'短评内容': ' 很好', '短评打分': 3}
{'短评内容': '酒店位置很好，房间很干净。当天因为入住客人比较少，酒店未提供早餐。', '短评打分': 5}
{'短评内容': '＋环境很好很安静，酒店设施也好，物超所值……', '短评打分': 3}
{'短评内容': '房间装修挺好,很干净', '短评打分': 3}
{'短评内容': ' 酒店非常干净 不错！ ', '短评打分': 3}
{'短评内容': '很不错，性比很高，推荐，下次还选择这个地方', '短评打分': 5}
{'短评内容': '都忘了评价了，这酒店住着很惬意~环境安静，布局舒适，服务也很好，还送了两瓶水~', '短评打分': 5}
{'短评内容': '1、位置较好，离王城广场特近。\n2、同一地段有航空城商务、航空城酒店和宜家三家，出租车司机容易搞混。\n3、酒店卫生尚可，但在写字楼，人员混杂，安全感稍差。\n', '短评打分': 5}
{'短评内容': '环境还不错，，，位置也蛮好。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很不错的一家酒店，房间很大，布置简洁，卫生干净，电热水器使用很方便，我们住的17层，窗子朝东正对着洛河景致不错，可能因为非周末，所以楼道很清静。', '短评打分': 5}
{'短评内容': '火车周六上午不到8点就到了。到酒店才八点半，很快给我们安排了入住，服务很好。房间很大，可惜因为是经济酒店吧，没有冰箱。\n隔音的确像大家评论的一样不太好。周日一早7点不到就被旅行团们给吵醒了。也好趁机早点出发去玩。\n不过热水器倒是完全没有问题，入住的时候就很贴心地介绍了要提前烧热水。用下来完全没问题啊。', '短评打分': 5}
{'短评内容': '1、离火车站比较近，打车就6元；\n2、服务挺好，总台和客房服务质量不错；入住即送了两瓶纯净水，还可以。\n3、房间简洁，但很舒适；楼层高，空气还算不错，只是没有什么绿色植物（包括走道和大堂）；白天窗外（朝北方向）有点吵，因为北面不远有个开放式公园，大喇叭和演出活动的声音比较闹人，不过晚上就安静了。\n4、电热水器一个人洗洗完全足够，两个人就稍微紧张了。\n5、离市区和景点很近，后面有个大超市，比较方面。', '短评打分': 5}
{'短评内容': '地方好找，酒店是高层，卫生环境也很干净，就是系在热水有限。', '短评打分': 5}
{'短评内容': '酒店位置不错，市中心，步行十分钟有小吃街。步行十几分钟有很集中的公交车站和商场超市。火车站出来打的八九块钱。\n酒店服务也不错，登记时我把钱包遗忘在前台，后来找不到急死了，还是前台特地打电话通知到我。\n酒店大堂有自己的餐厅，价格实惠，菜量也很大，味道不重，南方的客人应该会喜欢。\n酒店房间时尚简洁，空间也比较大，很安静。', '短评打分': 5}
{'短评内容': '周边环境、交通条件都还不错，房间也挺宽敞，配套设施、入住服务等都还行，值得下次再住，但是房间里的插座有些少，不够用，比较遗憾。', '短评打分': 5}
{'短评内容': '很好啊！满意！热水很热啊，服务也很好啊！', '短评打分': 5}
{'短评内容': '位置很好，但是床垫质量很差，对睡眠要求高的不用考虑了。', '短评打分': 5}
{'短评内容': '房间比预想的空间大，布置很简单，衣橱什么都省了，地理位置不错，能走着去国花园，门口打车方便，去老城区、火车站、商业区打车费用在10块以内，去龙门石窟30块。总体而言，还是很推荐的，个人对旅游酒店要求不是很高，毕竟大部分时间都在外面，住的方便和安全就够了。', '短评打分': 5}
{'短评内容': '位置不错，比较干净。隔音效果不太好，热水器有点小了，不过注意一下，别洗太长时间就行。总体还不错！', '短评打分': 5}
{'短评内容': '很宽敞的地方。楼曾高而安静.h还送了两瓶水。要是有早餐就更好了', '短评打分': 5}
{'短评内容': '性价比不错的一家酒店。\n洗澡水可能由于是电热水器的缘故，忽冷忽热。提供免费上网且酒店备有网线。', '短评打分': 5}
{'短评内容': '便宜，网速快，干净，不临街的房间也很安静，推荐入住', '短评打分': 5}
{'短评内容': '酒店很干净，装修简洁，价格实惠。缺点是洗澡的热水有问题，洗一会儿水就冷了，如果连续二个人洗澡可能就有问题，怀疑是不是电热水器。另外，感觉空调好像不怎么起作用。', '短评打分': 5}
{'短评内容': '性价比不错，房间也很干净，交通便利。就是隔音效果不太好', '短评打分': 5}
{'短评内容': '宽敞明亮舒适，卫生间窗玻璃做贴花或砂就更好了', '短评打分': 3}
{'短评内容': '酒店位置不错，从火车站过去7元钱就到了，从酒店出来向北500米东侧有不少小吃，味道不错，在酒店对面坐36路到第五人民医院，在那里有不少去龙门石窟的车。', '短评打分': 5}
{'短评内容': '性价比较好,地段比较好,房间设施较好', '短评打分': 3}
{'短评内容': '性价比还行，交通也比较便利，就是窗户和墙壁的隔音不是很满意', '短评打分': 5}
{'短评内容': '交通还算方便，附近就有王城广场。房间整体设计不错，简单而实用。但是似乎房间隔音效果不太好，希望以后能有改进。', '短评打分': 5}
{'短评内容': '干净整洁', '短评打分': 3}
{'短评内容': '酒店所处地理位置不错，周围交通十分方便，距离火车站，长途汽车站都不太远。', '短评打分': 5}
{'短评内容': '位置很不错 交通也方便 酒店的价格 环境 都很合适', '短评打分': 5}
{'短评内容': '房间比较简约，也比较大。环境不错。价格更优，建议入住。', '短评打分': 5}
{'短评内容': '放假还可以，有点儿小，有早餐就更好了！期待改进！', '短评打分': 5}
{'短评内容': '地理位置优越，室内较干净，比较值', '短评打分': 3}
{'短评内容': '条件不错，交通便利房间内电视小点感觉像显示器，总之同价位横比不吃亏', '短评打分': 3}
{'短评内容': '这个价位住的还算是值的，就是没有早餐这个比较麻烦点', '短评打分': 5}
{'短评内容': '1807', '短评打分': 3}
{'短评内容': '就是卫生间的热水器有点不方便~洗到一半就没有热水了，冻死我了', '短评打分': 5}
{'短评内容': '本网站预订服务很不错，值得推荐给广大朋友', '短评打分': 3}
{'短评内容': '环境好，楼层高安静，干净整洁，性价比高，对得起房价了', '短评打分': 5}
{'短评内容': '干净，停车方便，有大院，不错.距离老城区真不同饭店4.5公里', '短评打分': 5}
{'短评内容': '入住的几天餐厅没有开，从房间来说，性价比相当高，值得入住', '短评打分': 5}
{'短评内容': '离市区很近，停车倒是方便，但住宿环境感觉一般，不如昨天住的新雅都。', '短评打分': 5}
{'短评内容': '位置很好，去龙门石窟、老集都可以下来直接坐公交车，很方便。房间比较大，也很安静。明卫，19层的卫生间一面大窗户，洗漱的时候看外面挺有意思。', '短评打分': 5}
{'短评内容': '没什么。一切还可以。。就是房间要选好点的~', '短评打分': 5}
{'短评内容': '我住的是19楼的大床特价房，什么都很好，很干净，而且很有家的感觉，宾馆服务态度也很好，经理还送了我一份早餐。就是房间里有个蛐蛐叫了两天，我走的时候它也不叫了。', '短评打分': 5}
{'短评内容': '如果每天都可以换床单和浴巾、毛巾就好了！', '短评打分': 5}
{'短评内容': '你们的服务有待改进！环境和位置也还不错处在繁华的地段！早饭我先申明必须的是人吃的东西！早饭太差！', '短评打分': 1}
{'短评内容': '此酒店在这个价位区间的性价比还算可以，大床房的房间挺大的，比较宽敞。缺点卫生间反味比较厉害，洗澡得烧热水器,最不好的是酒店不事先提醒热水器要现烧，对于一回酒店就想立刻洗澡的客人来说会洗着一半就没有热水了，得冻着等至少20分钟才能继续洗澡。', '短评打分': 5}
{'短评内容': '还不错，性价比挺高。。。房间干净整洁，地理位置也不错。。。是比较不错的休息住宿处。。。', '短评打分': 5}
{'短评内容': '酒店很干净，交通很方便，到火车站只需要6块钱', '短评打分': 5}
{'短评内容': '房间和环境都不错，有点小缺陷就是网络容易断，每次断了都要等一会才能用，送的早餐有点简单。', '短评打分': 5}
{'短评内容': '不错，１８层的房间很安静，很干净，就是电水壶有漏水现象．', '短评打分': 5}
{'短评内容': '酒店前台服务态度很好 已经是第二次入住 感觉不错 交通也方便 距离洛阳市的百货楼商圈 小街小吃街都很近 距离火车站也很近 真的很不错 强力推荐', '短评打分': 5}
{'短评内容': '通过亿龙网预定该酒店服务很不错，也很贴心，矿泉水也送到了房间，其他网站订的都只说不送。服务很周到不错', '短评打分': 5}
{'短评内容': '很干净舒服', '短评打分': 5}
{'短评内容': '性价比很高的酒店 房间很大 也很舒适 灯光也好 比如家等好一些 价格还便宜！ 夫妻2个人住大床房的话，只能提供一份早餐！而且早餐品种比较单一，咸菜的品种比其他任何东西都多！好像有6样咸菜，如果有6样炒菜就好了！呵呵~~~早餐给我的第一感觉是，洛阳人都吃素！', '短评打分': 5}
{'短评内容': '酒店停车比较方便，热水器需要向前台咨询使用方法，位置不错，向北走到广场东侧有小吃夜市，含的早餐只能管饱，其他就不要挑剔了。整体性价比还行', '短评打分': 5}
{'短评内容': '酒店位于市中心区域,附近交通非常方便,房间比较大,早餐品种一般.', '短评打分': 3}
{'短评内容': '性价比很高的酒店 房间很大 也很舒适 灯光也好 比如家等好一些 价格还便宜！', '短评打分': 5}
{'短评内容': '早餐差些，不过信价比高，值得推荐。\r\n订了3间房，有2间房的窗户锁不上，虽说是19楼比较安全，但是顶楼，也是存在隐患的。窗户虽然不能全打开，但是打开的缝隙可以过一个人。', '短评打分': 5}
{'短评内容': '我们入住后感觉与我在网上看到的很吻合，你们网站很诚信，谢谢！', '短评打分': 5}
{'短评内容': '酒店离市中心不远,附近交通也很方便,但是早餐品种比较一般.', '短评打分': 5}
{'短评内容': '整体感觉还不错，性价比高。下次来洛阳还会选择的', '短评打分': 5}
{'短评内容': '房间里比较干净舒适，周围环境一般，但晚上休息绝对不吵。\r\n吃早餐时遇到了一个70人左右的旅行团，人相当多，等了半个多小时才有位子，又补了一些餐。早餐只能说一般般。', '短评打分': 5}
{'短评内容': '房间内环境不错，性价比不错~~~~~', '短评打分': 5}
{'短评内容': '提供了早餐，但是早餐很不好，餐具似乎不怎么干净，食物种类少而且口味很怪异。另外，床很硬，桌子很小，插座很少。\n其他的都还好，交通、环境都不错，19楼很高风景好。', '短评打分': 1}
{'短评内容': '性价比比较好', '短评打分': 5}
{'短评内容': '环境很好，卫生打扫的很干净，设施也比较新，住的挺舒适的。', '短评打分': 5}
{'短评内容': '性价比很高的酒店，房间很干净，配套设施完善，总体来说很不错的酒店，下次还会住的。', '短评打分': 5}
{'短评内容': '非常不错的一家酒店，地点和服务都很好，房间很大，很干净，性价比非常高，推荐！', '短评打分': 5}
{'短评内容': '物超所值', '短评打分': 5}
{'短评内容': '环境挺好，住的挺舒适的，早餐也挺不错，种类不多，但是味儿不错。', '短评打分': 5}
{'短评内容': '酒店在市中心交通方便，附近就有一个喷泉广场环境非常不错。酒店干净舒适，价格也很合适，整体感觉优质。下次还会住。', '短评打分': 5}
{'短评内容': '房间干净，但隔音不太好，还算可以！', '短评打分': 3}
