{'短评内容': '不知道好不好', '短评打分': 5}
{'短评内容': '首先，地理位置的确挺难找的，如果没去过，还真的会错过，但是入住之后，很有家的感觉，老板娘也很热情。但是如果喜欢住星级酒店的朋友，要慎重考虑。总体还是不错。', '短评打分': 5}
{'短评内容': '先说不好的：小...真的是小！要把鞋子拎着才能关门 房间就一张床 两个懒人椅 椅子当中是一套泡功夫茶的茶具 接着是厕所 只有一个水盆 连旁边放牙刷杯子的台面也没有 洗澡是帘子拉起来的 然后是隔音效果比较差 早上能听到隔壁房间洗澡声音 开着空调晚上有蚊子...然后说好的 环境比较干净 入住前一天老板娘把登岛后的路线像文字寻宝图样的发给我们 找起来蛮有趣的 到了之后老板娘还帮忙拎箱子 不过用朋友的话 ', '短评打分': 5}
{'短评内容': '蛮不错的 很安静 室内装修布置都很温馨 远在经济型连锁酒店', '短评打分': 3}
{'短评内容': '很不错，可以躺在大床上看大片，喝茶，特别适合情侣住哦', '短评打分': 5}
{'短评内容': '不错  位置很便捷  房间也不错  老板人也很好', '短评打分': 5}
{'短评内容': '因为是家庭旅馆的关系，所以也没有招牌，有点难找，当天入住的时候正巧手机也没电了，打不了电话，只好自己瞎走。最好认的办法是芒果芒果边上有个画社（完了叫什么名了），它正对的那条小巷走到快到底就到了，墙上有门牌号的。他家是有门卡的，老板人很NICE，告诉我们如果回来晚，不想叫门的话，就用门卡走侧门就好了。我们只是提前4天订的，只订到浪漫大床B。房间很干净，和大家说的一样，很有家的感觉。无赖住的那一晚，W', '短评打分': 5}
{'短评内容': '阿姨很热心，同学感冒了阿姨主动送药呢，还跟我们介绍岛上好玩的地方', '短评打分': 5}
{'短评内容': '老板娘很好，很热情，房间也很干净，很温馨，值得推荐！', '短评打分': 5}
{'短评内容': '在厦门住了4晚，荷香楼给我感觉是最舒服最喜欢的，喜欢它的榻榻米设计，干净的地板，小资情调的茶座，还配备了电脑和液晶屏幕，和老公泡上一壶功夫茶坐在坐垫上看着电影，那一个享受啊，真舒服！更喜欢它有一个很阳光的露台，白天阳光很充足拉开帘整间房子充满阳光，还可以晾晒衣服，跟家一样。老板一家子也很好人的，中午退房还会问我们是出岛了还是继续玩，如果继续玩可以把行李放在他们家，我们就是退了房后把行李放他那然后继', '短评打分': 5}
{'短评内容': '朋友说小木屋有一种家的感觉，而且东西都很齐全，还配了门卡，出入很方便~~老板娘和家人都好友善~~', '短评打分': 5}
{'短评内容': '首先地段非常好，离龙头路非常近，但是闹中取静。\n其次，老板人很好，还给我们备用的后门钥匙，说是太晚回来可以走后门，非常贴心。\n还有，房间虽然不大，但设备一应俱全，而且很新，老板真是太有心了，不但有电视电脑一体的液晶显示器，无线键盘和鼠标还有Wifi，还提供了免费的铁观音和功夫茶具，住在里面叹空调上着网，听着音乐，喝着功夫茶，都不想离开了，真后悔只订了一个晚上。\n下次来鼓浪屿一定还住荷香楼，好评！', '短评打分': 5}
{'短评内容': '叭错。地段很好，出门就是人挤人的地方了，离小吃街很近。有家的感觉，住的是328大洋的浪漫塌塌米，就是晚上睡觉有蚊子，早上起来的时候身上好几个包。阳台还不错，就是没风景。总体来说满意，如果价格稍微再低点就好了。', '短评打分': 5}
{'短评内容': '老板娘态度真的不错，环境很舒服，靠龙头路蛮近', '短评打分': 3}
{'短评内容': '地理位置优越，闹中取静，离龙头路就几分钟路程，离码头也不远，在此也不推荐游客住太远的（因为真的太难走了……每天都要走好远出来玩和吃）\n\n房主一家很和善，态度很好，家里的小朋友很懂事～也很友好！\n\n房屋内设施一应俱全，有免费的铁观音和茶具，居然还有电脑电视一体的设施以及ＷＩＦＩ……实在是性价比很高……总之是我所调查搜索的鼓浪屿住处具备最高性价比的住处了。', '短评打分': 5}
{'短评内容': '老板娘态度好好，服务很周到，家人都很友好，有家的感觉。酒店干净清洁，旺中带静。装修好特别好温馨。', '短评打分': 5}
{'短评内容': '这是一家总体还不错的家庭旅馆。\n优点:1、方便。出门便是龙头路，离日光岩也很近。2、干净。房门部署的很温馨。3、老板娘很热心。\n缺点：1、周边环境不怎么样，感觉有点脏。2、房间小，卫生间也是很迷你的。3、性价比不高，可能是五一的原因吧，感觉房价高了。', '短评打分': 5}
{'短评内容': '环境很好很干净，老板娘也很nice，离龙头路非常近，非常方便。', '短评打分': 3}
{'短评内容': '虽然价格有点贵,但是确实是厦门之行住过的最温馨和舒适干净的酒店,从布置到设施各方面都很完备,真的很不错.', '短评打分': 5}
{'短评内容': '在岛上的地理位置非常好，正是热闹区，每天早上听着鸟儿的叫鸣声起床，真的很惬意、离海边仅几分钟、\n老板娘也很热情、很喜欢、', '短评打分': 5}
{'短评内容': '很干净，很方便，很不错，下次再来，就怕没房间了', '短评打分': 5}
{'短评内容': '在家庭旅馆我们一共住了2个晚上，入住的前一天就把地址方位短信发给我们，很快就能找到此旅馆。旅馆闹中取静，挺好的，设施都齐全，蛮干净的，离商业街很近，老板也很热情', '短评打分': 5}
{'短评内容': '虽然只住了短短一个晚上，和老板娘家里人交流的也不多，但是和善的婆婆，热情的老板娘，可爱的小妹妹都给我留下深刻的印象哦，我点的甜蜜大床房真当滴挺喜欢，除了厕所小一点，踏踏米床超爱的，我和男朋友也瞬间想把还没开始装修的新房卧室也换成榻榻米的了。卧室里还有一台超大显示屏，有电脑主机，可以随心所欲看电影哦。老板娘还很细心，给我们提供了可口的铁观音，连我这个平常不爱喝茶的人那天也喝了一大壶。不过亲们去之前一', '短评打分': 5}
{'短评内容': '不起眼的一个家庭旅馆', '短评打分': 3}
{'短评内容': '路还挺难找的，不过环境还蛮好的、', '短评打分': 3}
{'短评内容': '很温馨的房间,粉粉的很有爱,房间有电脑,还带了个小阳台,老板娘很热情的一人,就是位置有点难找.绕了好久才找到的.', '短评打分': 5}
{'短评内容': '很好的说，房间很干净很有特色，离龙头路，日光岩等景点都很近的，赞一个！\n老板很热情的，去的那天早上还发来信息告知具体的路线，很不错的。强烈推荐', '短评打分': 5}
{'短评内容': '很给力！房东家的小女孩的古筝也很给力！', '短评打分': 3}
{'短评内容': '有点特别的双人床，房间干净整齐，跟其它宾馆相比更有家的感觉。特别，我喜欢。', '短评打分': 5}
{'短评内容': '房间布置的相当不错，老板也比较热情，可以免费上网，呵呵！赞！', '短评打分': 5}
{'短评内容': '挺舒服的，旅馆主人也挺好。。过得很开心。推荐！！', '短评打分': 5}
{'短评内容': '外表很不起眼，不过我们住的那间真的非常不错哦！201吧 榻榻米风格，wifi 电视 电脑都配齐了，电热水器也很安心，不用担心没热水了。还有个阳台，阳光洒进来的感觉非常棒！\n要说缺点，就是木头门，文艺范是够了，隔音效果差了点。\n临走看了一下2楼其他两间，好像是203那间，有两个窗户对着外面的红墙，那间的视觉效果更好。', '短评打分': 5}
{'短评内容': '这间是朋友入住的，有个很亮堂的阳台，挺不错的，个人还是比较喜欢甜蜜大床房，嘿嘿', '短评打分': 5}
{'短评内容': '旅馆离龙头路非常近，在一条小弄堂里面，出行方便，晚上又很安静，可能刚开始找的时候会有点晕，找到后就很顺路了。入住前先和老板联系，这样她就会发路线的短信给你了。我们住的是甜蜜大床房，超赞的日式风格，窗台上是一排盆栽和木头栅栏，光线很充足，强烈推荐', '短评打分': 5}
{'短评内容': '去之前一定要打个电话过去，留下自己的联系方式，这样老板娘就会把到旅馆的路线发到你手机上，否则真的会比较难找~~跟着老板娘给的路线一找就找到了~\n我们住的迷你情侣房，房间蛮有情调，有一个小阳台，榻榻米的布置比较显空间。因为是迷你，所以没有桌子，我们只好把行李箱和两个榻榻米座椅当桌子~\n卫生间也比较干净，就是马桶下水好像不太好，不知道是不是个别情况。洗澡用的是热水器，20分钟左右热水就没了，洗头要加快', '短评打分': 5}
{'短评内容': '老板很热情，屋子也很干净、整洁，布置的非常有特色。', '短评打分': 5}
{'短评内容': '酒店的位置很好，真的是家庭旅馆，主人就住楼下。\n房间比拍的图片漂亮，我们住的201，有阳台。\n房间其实不大，只是榻榻米的设计让人觉得空间还不错。房间准备了电脑可以上网，有独立卫生间，不过偏小，有冷暖空调。不过洗手间比较小。\n整个酒店感觉比较新，最大的优势在于离龙头路很近很近。\n\n和我第二天住的酒店来说，性价比就没那么高了，但是还是可以考虑入住的，整体感觉一般吧。\n\n老板娘很执着，让她加床被子，就是', '短评打分': 1}
{'短评内容': '干净，温馨，舒服。独特的日式设计，一定让你觉得有丝丝意外的惊喜', '短评打分': 5}
{'短评内容': '非常温馨的日式榻榻米，网上睡得很香，老板娘人很好。离轮渡和龙头路商业街都很静。', '短评打分': 5}
{'短评内容': '房间很大很整洁，很舒适，出去就是龙头路，晚上很安静。店家很热情，很有特色', '短评打分': 5}
{'短评内容': '是在网上看到的，离码头、龙头商业街都很近的，一家很温馨的日式榻榻米家庭旅馆，房间也很有特色，蛮不错的，房间比网上的图片要精致得多，房间环境也很好，很舒服、干净，有免费的WIFI 无限上网，不错！我们住的是308，房间外面还有一个公共的小阳台晒衣服真是方便嘀！老板娘很热情又亲切，我们到的比较早，除了让我们寄放行李，特别详细的给我们介绍鼓浪屿岛上的特色小吃、鼓浪屿的旅游路线，还送给我们自制的地图，很是', '短评打分': 5}
{'短评内容': '旅馆闹中取静，离龙头路和码头都很近，唯一遗憾的是我住的那间房没暖空调，不过还好老板给了个取暖器，老板一家都很热心，在这谢谢他们！！', '短评打分': 5}
{'短评内容': '温馨又相当有特色的一家民宿，特别有情调，在鼓浪屿众多的民宿中算是性价比比较高的了，老板和老板娘很亲切，也很有特色，电视电脑一体的哦，旅馆离小吃一条街很近、很方便的，离码头也不远，下次来还想住小木屋\n\n', '短评打分': 5}
