{'descr': '方便快捷地理位置优越', 'star': 5}
{'descr': '垃圾的很垃圾的很垃圾的很垃圾的很垃圾的很垃圾的很垃圾的很垃圾的很垃圾的很垃圾的很垃圾的很', 'star': 1}
{'descr': '垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。', 'star': 1}
{'descr': '垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。垃圾的很。', 'star': 1}
{'descr': '还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。', 'star': 5}
{'descr': '还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。还中。', 'star': 5}
{'descr': '很老的酒店，不过还可以住。很老的酒店，不过还可以住。', 'star': 5}
{'descr': '很老的酒店，不过还可以住。很老的酒店，不过还可以住。', 'star': 5}
{'descr': '经济型酒店，周围环境比较嘈杂，酒店好象也变成了钟点式的，房间也不是很干净，房间电器旧', 'star': 1}
{'descr': '经济型酒店，周围环境比较嘈杂，酒店好象也变成了钟点式的，房间也不是很干净，房间电器旧', 'star': 1}
{'descr': '酒店暖气和热水都非常好，楼层服务员也很热情周到，酒店左侧平遥人家的饭菜正宗物美价廉。有些遗憾的事大床房床是1.5x1.9的，弹簧又很硬。希望改进。', 'star': 1}
{'descr': '酒店暖气和热水都非常好，楼层服务员也很热情周到，酒店左侧平遥人家的饭菜正宗物美价廉。有些遗憾的事大床房床是1.5x1.9的，弹簧又很硬。希望改进。', 'star': 1}
{'descr': '一般', 'star': 5}
{'descr': '一般', 'star': 5}
{'descr': '恩房子不错。服务～也还行。在北京这个价钱不错了。', 'star': 3}
{'descr': '恩房子不错。服务～也还行。在北京这个价钱不错了。', 'star': 3}
{'descr': '服务很好，转机方便', 'star': 5}
{'descr': '服务很好，转机方便', 'star': 5}
{'descr': '  设施基本齐全，价格实惠', 'star': 5}
{'descr': '  设施基本齐全，价格实惠', 'star': 5}
{'descr': '服务态度差，监控 不够 完善，周边坐车还算方便，但是没有超市。', 'star': 3}
{'descr': '服务态度差，监控 不够 完善，周边坐车还算方便，但是没有超市。', 'star': 3}
{'descr': '酒店距离机场很近，但很安静，并且有车接送到机场，如果要到北京机场转机，这个酒店是不错的选择。不足之处是资助早餐太差。', 'star': 5}
{'descr': '酒店距离机场很近，但很安静，并且有车接送到机场，如果要到北京机场转机，这个酒店是不错的选择。不足之处是资助早餐太差。', 'star': 5}
{'descr': '酒店设施陈旧，毛巾灰暗，空调制暖效果欠佳，热水器制热效果不好！', 'star': 5}
{'descr': '酒店设施陈旧，毛巾灰暗，空调制暖效果欠佳，热水器制热效果不好！', 'star': 5}
{'descr': '位置还是不错的，就是飞机起飞什么有点声音，接送机的师傅开的那个猛啊。。。太猛了。价格什么还是可以的哦。', 'star': 5}
{'descr': '位置还是不错的，就是飞机起飞什么有点声音，接送机的师傅开的那个猛啊。。。太猛了。价格什么还是可以的哦。', 'star': 5}
{'descr': '地方有点背静，其实离十字路口还是很近，作为转机或早班飞机是不错的选择。起码价格上还算便宜。其次，离T2很近的。把客人送到那回北京上机场高速方便。', 'star': 5}
{'descr': '地方有点背静，其实离十字路口还是很近，作为转机或早班飞机是不错的选择。起码价格上还算便宜。其次，离T2很近的。把客人送到那回北京上机场高速方便。', 'star': 5}
{'descr': '交通比较方便，但是周围商业不繁华，价格有点偏高，属于展会宾馆，根据展会的规模规定价格。', 'star': 1}
{'descr': '交通比较方便，但是周围商业不繁华，价格有点偏高，属于展会宾馆，根据展会的规模规定价格。', 'star': 1}
{'descr': '服务挺好的', 'star': 5}
{'descr': '服务挺好的', 'star': 5}
{'descr': '除了离机场近，方便转机，别的没什么好。.........................', 'star': 1}
{'descr': '除了离机场近，方便转机，别的没什么好。.........................', 'star': 1}
{'descr': '好vbdfd不错，还可以的酒店，可以去住，发发发发发发发发发发发发发发。', 'star': 5}
{'descr': '好vbdfd不错，还可以的酒店，可以去住，发发发发发发发发发发发发发发。', 'star': 5}
{'descr': '酒店离机场很近，交通很方便，酒店还提供接送机服务，环境、设施也不错。', 'star': 5}
{'descr': '酒店离机场很近，交通很方便，酒店还提供接送机服务，环境、设施也不错。', 'star': 5}
{'descr': '因为第二天8点多的国际航班，所以选择这家酒店，虽然路有点绕，但是酒店会派车从机场接客人，性价比挺不错，房间简洁而且明亮。不过大家自己开车或者打车会比较难找，还是让这里的车子接送吧~', 'star': 5}
{'descr': '因为第二天8点多的国际航班，所以选择这家酒店，虽然路有点绕，但是酒店会派车从机场接客人，性价比挺不错，房间简洁而且明亮。不过大家自己开车或者打车会比较难找，还是让这里的车子接送吧~', 'star': 5}
{'descr': '不错，下次还住那，虽然位置有点偏，但是还能接飞机', 'star': 5}
{'descr': '不错，下次还住那，虽然位置有点偏，但是还能接飞机', 'star': 5}
{'descr': '有接送机服务 很不错，卫生也不错，设施也不错，价格也适中，总体来说听好的', 'star': 5}
{'descr': '有接送机服务 很不错，卫生也不错，设施也不错，价格也适中，总体来说听好的', 'star': 5}
{'descr': '对于机场附近的200元内的酒店，已经不错了。就是太偏，周围什么都没有。小卖店很贵。房间比较满意，网络也很畅通，床，卫生间，基本设施都可以。', 'star': 5}
{'descr': '对于机场附近的200元内的酒店，已经不错了。就是太偏，周围什么都没有。小卖店很贵。房间比较满意，网络也很畅通，床，卫生间，基本设施都可以。', 'star': 5}
{'descr': '整体感觉不错，就是位置偏了些，还有淋浴的那个水力量太大', 'star': 3}
{'descr': '整体感觉不错，就是位置偏了些，还有淋浴的那个水力量太大', 'star': 3}
{'descr': '整体感觉都还不错，就是比较难找，早上的叫起床服务很不错', 'star': 5}
{'descr': '整体感觉都还不错，就是比较难找，早上的叫起床服务很不错', 'star': 5}
{'descr': '方圆四季接送很方便,环境还可以,服务也不错,美中不足淋浴不下水洗澡很不爽。转机还可以,推荐', 'star': 5}
{'descr': '方圆四季接送很方便,环境还可以,服务也不错,美中不足淋浴不下水洗澡很不爽。转机还可以,推荐', 'star': 5}
{'descr': '离机场很方便', 'star': 5}
{'descr': '离机场很方便', 'star': 5}
{'descr': '挺不错的，接机小伙挺热情的\n转机的好地方', 'star': 5}
{'descr': '挺不错的，接机小伙挺热情的\n转机的好地方', 'star': 5}
{'descr': '有接机报务，对于晚到或早走的客人还是不错的。', 'star': 3}
{'descr': '有接机报务，对于晚到或早走的客人还是不错的。', 'star': 3}
{'descr': '晚到的航班还是比较方便的，有接机服务，还是比较负责的。', 'star': 5}
{'descr': '晚到的航班还是比较方便的，有接机服务，还是比较负责的。', 'star': 5}
{'descr': '爸妈送机三人订了一个标间，结果到了以后被告知必须订三人间或者加床，原因是“这是机场旁边”。别处加床50这里100，原因还是“这', 'star': 5}
{'descr': '爸妈送机三人订了一个标间，结果到了以后被告知必须订三人间或者加床，原因是“这是机场旁边”。别处加床50这里100，原因还是“这', 'star': 5}
{'descr': '不错，就是机场附近噪音大，但是也没有办法了，条件还是挺好的', 'star': 5}
{'descr': '不错，就是机场附近噪音大，但是也没有办法了，条件还是挺好的', 'star': 5}
{'descr': '宾馆房间满了，给我安排了个别的', 'star': 5}
{'descr': '宾馆房间满了，给我安排了个别的', 'star': 5}
{'descr': '已经入住，整体感觉不错，接机态度很好，离机场也很近，是性价比很高的一家店。', 'star': 5}
{'descr': '卫生不错，干净整洁，设施也好，服务态度较好，性价比较高。去机场方便。下次还会选择这家酒店。', 'star': 5}
{'descr': '已经入住，整体感觉不错，接机态度很好，离机场也很近，是性价比很高的一家店。', 'star': 5}
{'descr': '卫生不错，干净整洁，设施也好，服务态度较好，性价比较高。去机场方便。下次还会选择这家酒店。', 'star': 5}
{'descr': '环境安静 卫生干净 不错不错', 'star': 5}
{'descr': '环境安静 卫生干净 不错不错', 'star': 5}
{'descr': '条件可以;但定的大床间,住的标准间,饭菜较高,卫生还好;可以推荐,靠近机场方便!', 'star': 5}
{'descr': '条件可以;但定的大床间,住的标准间,饭菜较高,卫生还好;可以推荐,靠近机场方便!', 'star': 5}
{'descr': 'SO SO!just to transfer\n', 'star': 1}
{'descr': 'SO SO!just to transfer\n', 'star': 1}
{'descr': '首先得感谢前台服务员送吹风很快，打了电话2分钟就送到房间了。\n但是不得不说的是，浴室水量太小。。。\n早上酒店给叫的黑车到T3要50块。酒店送到机场的班车1小时出发一班，比较不灵活。', 'star': 5}
{'descr': '首先得感谢前台服务员送吹风很快，打了电话2分钟就送到房间了。\n但是不得不说的是，浴室水量太小。。。\n早上酒店给叫的黑车到T3要50块。酒店送到机场的班车1小时出发一班，比较不灵活。', 'star': 5}
{'descr': ' 已入住 不错', 'star': 5}
{'descr': ' 已入住 不错', 'star': 5}
{'descr': '转机比较方便', 'star': 5}
{'descr': '转机比较方便', 'star': 5}
{'descr': '比较方便 位置有点不太好找,酒店安排车随时能送到机场', 'star': 5}
{'descr': '比较方便 位置有点不太好找,酒店安排车随时能送到机场', 'star': 5}
{'descr': '距离机场很近，有接送，卫生条件还可以，总体感觉满意。推荐入住', 'star': 3}
{'descr': '距离机场很近，有接送，卫生条件还可以，总体感觉满意。推荐入住', 'star': 3}
{'descr': ' 机场近打车来回12元，接送机不错，整体满意，推荐', 'star': 5}
{'descr': ' 机场近打车来回12元，接送机不错，整体满意，推荐', 'star': 5}
{'descr': 'Good points:\r\nNear the airport, and free shuttle service was provided between the airport and the hotel.\r\nClean room.\r\nGood polite service of the hotel counter personnel.\r\nRestaurant served delicious ', 'star': 5}
{'descr': 'Good points:\r\nNear the airport, and free shuttle service was provided between the airport and the hotel.\r\nClean room.\r\nGood polite service of the hotel counter personnel.\r\nRestaurant served delicious ', 'star': 5}
{'descr': 'Its a good place to stay to catch fly. the price is very reasonable.front desk and the shuttle driver were very nice and friendly. only the bath room shower is not that great. will stay here again if ', 'star': 5}
{'descr': 'Its a good place to stay to catch fly. the price is very reasonable.front desk and the shuttle driver were very nice and friendly. only the bath room shower is not that great. will stay here again if ', 'star': 5}
{'descr': '酒店网速慢 无法使用信用卡，其他挺好，接机、送机都不错！\r\n早餐简单', 'star': 1}
{'descr': '酒店网速慢 无法使用信用卡，其他挺好，接机、送机都不错！\r\n早餐简单', 'star': 1}
{'descr': '与其价位相比，整体算不错了\r\n房间烟味特别大，接机服务较慢', 'star': 5}
{'descr': '与其价位相比，整体算不错了\r\n房间烟味特别大，接机服务较慢', 'star': 5}
{'descr': '酒店提供的接送机服务真的很好，很方便，我一个人在北京是个路盲，酒店的服务解决了我的大问题，顺利的赶上了第二天的飞机，位置对于转机的客人来说还是不错的，服务也很热心，性价比还不错', 'star': 5}
{'descr': '酒店提供的接送机服务真的很好，很方便，我一个人在北京是个路盲，酒店的服务解决了我的大问题，顺利的赶上了第二天的飞机，位置对于转机的客人来说还是不错的，服务也很热心，性价比还不错', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '不错，转机方便，同事都住了好几次了，性价比很高', 'star': 5}
{'descr': '不错，转机方便，同事都住了好几次了，性价比很高', 'star': 5}
{'descr': 'I like this hotel and plan to stay AGAIN in the future!', 'star': 3}
{'descr': 'I like this hotel and plan to stay AGAIN in the future!', 'star': 3}
{'descr': '此宾馆还行，离机场近，作为转机来说比较方便。住宿的条件很一般，不过还算干净。早餐也将就吧。', 'star': 3}
{'descr': '此宾馆还行，离机场近，作为转机来说比较方便。住宿的条件很一般，不过还算干净。早餐也将就吧。', 'star': 3}
{'descr': '住宿条件还可以！', 'star': 5}
{'descr': '住宿条件还可以！', 'star': 5}
{'descr': 'LCD TV &amp; A/C are pretty nice in my room!', 'star': 5}
{'descr': 'LCD TV &amp; A/C are pretty nice in my room!', 'star': 5}
{'descr': '酒店位置很不好找，且前台服务人员态度很差劲，我们刚到的时候正在和另一客户吵架。而且为了多赚100元，提供虚假信息。由于在机场附近很嘈杂的环境。下次不会入住该酒店。', 'star': 3}
{'descr': '酒店位置很不好找，且前台服务人员态度很差劲，我们刚到的时候正在和另一客户吵架。而且为了多赚100元，提供虚假信息。由于在机场附近很嘈杂的环境。下次不会入住该酒店。', 'star': 3}
{'descr': '服务态度差且吵闹，环境不好。酒店难找。不会再选择此酒店', 'star': 5}
{'descr': '服务态度差且吵闹，环境不好。酒店难找。不会再选择此酒店', 'star': 5}
{'descr': '为了早上的赶飞机才住这家酒店的，还有就是有机场的接送服务，适合赶早班和转机入住。', 'star': 5}
{'descr': '为了早上的赶飞机才住这家酒店的，还有就是有机场的接送服务，适合赶早班和转机入住。', 'star': 5}
{'descr': '不错的酒店，离机场很近，有接送机，服务态度也不错', 'star': 5}
{'descr': '不错的酒店，离机场很近，有接送机，服务态度也不错', 'star': 5}
{'descr': '房价合理，服务周到，但外部周围环境较需改善。', 'star': 5}
{'descr': '房价合理，服务周到，但外部周围环境较需改善。', 'star': 5}
{'descr': '酒店位置很好，适合早晨乘飞机的旅客，环境不是很好，卫生状况也不是很好，服务还算一般吧！性价比不高。', 'star': 5}
{'descr': '酒店位置很好，适合早晨乘飞机的旅客，环境不是很好，卫生状况也不是很好，服务还算一般吧！性价比不高。', 'star': 5}
{'descr': '接机的服务生很有耐心等了很久 快一点了还在等飞机。房间还可以，比较舒适，热水很足，离机场近 适合转机住宿', 'star': 5}
{'descr': '接机的服务生很有耐心等了很久 快一点了还在等飞机。房间还可以，比较舒适，热水很足，离机场近 适合转机住宿', 'star': 5}
{'descr': '第一次入住感觉很好。', 'star': 5}
{'descr': '第一次入住感觉很好。', 'star': 5}
{'descr': '机场接送服务很方便，只是吃饭不太方便，其他都不错。', 'star': 5}
{'descr': '机场接送服务很方便，只是吃饭不太方便，其他都不错。', 'star': 5}
{'descr': '+房间内蚊子太多,睡前打死两只后大人小孩还是都被叮了大胞,太气人了', 'star': 5}
{'descr': '+房间内蚊子太多,睡前打死两只后大人小孩还是都被叮了大胞,太气人了', 'star': 5}
{'descr': 'not a bad choice.  Will stay there again', 'star': 5}
{'descr': 'not a bad choice.  Will stay there again', 'star': 5}
{'descr': '环境还不错,价格一般,就是周边施工有点不好走车,里边停车位很紧张.', 'star': 5}
{'descr': '环境还不错,价格一般,就是周边施工有点不好走车,里边停车位很紧张.', 'star': 5}
{'descr': '服务人员热情，机场接送及时有效，很满意。房间卫生不错，设施也算齐全。早餐有点简单，种类不够丰富。', 'star': 3}
{'descr': '服务人员热情，机场接送及时有效，很满意。房间卫生不错，设施也算齐全。早餐有点简单，种类不够丰富。', 'star': 3}
{'descr': '昏暗的灯光，嗡嗡的蚊虫叫，不标明日期的饮水机，随意活动的昆虫，带给我无比厌恶的旅居感受。这家酒店，你连提也不要向我提起！', 'star': 1}
{'descr': '昏暗的灯光，嗡嗡的蚊虫叫，不标明日期的饮水机，随意活动的昆虫，带给我无比厌恶的旅居感受。这家酒店，你连提也不要向我提起！', 'star': 1}
{'descr': '中转好算方便有免费接送。可以入住没有订单普间要260元。', 'star': 5}
{'descr': '中转好算方便有免费接送。可以入住没有订单普间要260元。', 'star': 5}
{'descr': '很方便 接送机服务也很好 性价比很好\r\n就是如果送机改为半小时一趟 早餐可以为7点以前赶飞机的人准备一点那就更好了 ', 'star': 5}
{'descr': '很方便 接送机服务也很好 性价比很好\r\n就是如果送机改为半小时一趟 早餐可以为7点以前赶飞机的人准备一点那就更好了 ', 'star': 5}
{'descr': '总体还行！有点偏僻！适合大众人群居住！免费接送机场，服务还行！比较满意', 'star': 5}
{'descr': '总体还行！有点偏僻！适合大众人群居住！免费接送机场，服务还行！比较满意', 'star': 5}
{'descr': '服务人员工作和到位 房间干净舒适 很不错！', 'star': 5}
{'descr': '服务人员工作和到位 房间干净舒适 很不错！', 'star': 5}
{'descr': '作为飞机转机还是很方便的酒店，设施比较满意。', 'star': 3}
{'descr': '作为飞机转机还是很方便的酒店，设施比较满意。', 'star': 3}
{'descr': '离机场近，还有汽车接送不错.下次还会再来。', 'star': 3}
{'descr': '离机场近，还有汽车接送不错.下次还会再来。', 'star': 3}
{'descr': '接站送站很不错，位置比想象的稍微偏僻点，有点社会主义新农村的感觉。房间大小不错，就是细节还要提高，洗澡间居然没有一垫脚巾，隔音效果差点意思，隔壁咳嗽听得清清楚楚。\r\n总的来说还不错。', 'star': 5}
{'descr': '接站送站很不错，位置比想象的稍微偏僻点，有点社会主义新农村的感觉。房间大小不错，就是细节还要提高，洗澡间居然没有一垫脚巾，隔音效果差点意思，隔壁咳嗽听得清清楚楚。\r\n总的来说还不错。', 'star': 5}
{'descr': '不错的酒店,负责接送飞机,送机的师父态度很好,房间被褥也干净,是转飞机过夜不错的选择', 'star': 5}
{'descr': '不错的酒店,负责接送飞机,送机的师父态度很好,房间被褥也干净,是转飞机过夜不错的选择', 'star': 5}
{'descr': '酒店接送服务很周到热情，房间设施不错，虽然离机场很近但噪音不大。打车的话可能不太好找，位置稍稍有点偏', 'star': 5}
{'descr': '酒店接送服务很周到热情，房间设施不错，虽然离机场很近但噪音不大。打车的话可能不太好找，位置稍稍有点偏', 'star': 5}
{'descr': '还不错，空间挺大的，卫生还可以，服务业不错，还有机场大巴，（虽然离机场很近，第一次没有坐上），还可以免费到火车站，不过需要预约，那也是很方便的啊。', 'star': 5}
{'descr': '还不错，空间挺大的，卫生还可以，服务业不错，还有机场大巴，（虽然离机场很近，第一次没有坐上），还可以免费到火车站，不过需要预约，那也是很方便的啊。', 'star': 5}
{'descr': '如果说推荐等级有5颗星的话，我愿意至少给4.5。我是在国外帮父母订的酒店，开始的时候就是看到其他的兄弟姐妹们对这家宾馆的评价不错，当然也不乏负面的评价（正常，如果好评如潮没有一点儿负面评价我反而不敢去了）。我和我妻子为双方父母在这里定了2间房，时间是8月底左右，父母们为了到国外来和我们团聚，提前一天到北京（第二天上午11点的国际航班），因为酒店提供接送飞机服务，他们到北京的当天就和酒店服务联系，然', 'star': 5}
{'descr': '如果说推荐等级有5颗星的话，我愿意至少给4.5。我是在国外帮父母订的酒店，开始的时候就是看到其他的兄弟姐妹们对这家宾馆的评价不错，当然也不乏负面的评价（正常，如果好评如潮没有一点儿负面评价我反而不敢去了）。我和我妻子为双方父母在这里定了2间房，时间是8月底左右，父母们为了到国外来和我们团聚，提前一天到北京（第二天上午11点的国际航班），因为酒店提供接送飞机服务，他们到北京的当天就和酒店服务联系，然', 'star': 5}
{'descr': '还可以。有一点不满意的是，在浴室洗澡很不方便。水漫的到处都是，差点摔跤了。', 'star': 5}
{'descr': '还可以。有一点不满意的是，在浴室洗澡很不方便。水漫的到处都是，差点摔跤了。', 'star': 5}
{'descr': '交通还算方便，特别是免费送机场服务还不错。', 'star': 1}
{'descr': '交通还算方便，特别是免费送机场服务还不错。', 'star': 1}
{'descr': '服务不错提供机场免费接送，早餐有点一般，房间挺大的。', 'star': 5}
{'descr': '服务不错提供机场免费接送，早餐有点一般，房间挺大的。', 'star': 5}
{'descr': '接送机很及时，如能把退房时间延迟到下午2点就更OK!', 'star': 5}
{'descr': '接送机很及时，如能把退房时间延迟到下午2点就更OK!', 'star': 5}
{'descr': '本人觉得很好 就是周边环境一般  周围还是有几家餐馆不错', 'star': 3}
{'descr': '本人觉得很好 就是周边环境一般  周围还是有几家餐馆不错', 'star': 3}
{'descr': '很方便 接机很人性化 周围环境一般 主要是货运的区域，', 'star': 5}
{'descr': '很方便 接机很人性化 周围环境一般 主要是货运的区域，', 'star': 5}
{'descr': '离北京机场3号航站楼很近，适合转机中转住宿\n价格便宜，物有所值', 'star': 5}
{'descr': '离北京机场3号航站楼很近，适合转机中转住宿\n价格便宜，物有所值', 'star': 5}
{'descr': '房间比较大，卫生较差，距离机场很近，服务态度尚可。', 'star': 1}
{'descr': '房间比较大，卫生较差，距离机场很近，服务态度尚可。', 'star': 1}
{'descr': '位置不错，离T3也不算远，很干净！早上的早餐差了点~~~~~~~~~~~~~', 'star': 5}
{'descr': '位置不错，离T3也不算远，很干净！早上的早餐差了点~~~~~~~~~~~~~', 'star': 5}
{'descr': '+洒店比较干净，机场接送及时，服务好', 'star': 5}
{'descr': '+洒店比较干净，机场接送及时，服务好', 'star': 5}
{'descr': '先说不喜欢的地方：\r\n只有饮水机，没有热水壶，这点不太适应，而且也不清楚桶装水是不是过期了\r\n说是24小时热水，可是下午3点来钟想冲澡，只有冷水，不过到晚上洗澡时就有热水了，水量还挺大\r\n\r\n性价比很高的酒店。住的是标准间，房间里有双床、电视、空调、电话、藤椅、小桌子、椅子、饮水机、拖鞋、洗漱用具等。房间很敞亮很干净。\r\n网速很快。\r\n服务态度非常好！反应迅速，真正解决问题。\r\n\r\n晚餐点的西红柿', 'star': 5}
{'descr': '先说不喜欢的地方：\r\n只有饮水机，没有热水壶，这点不太适应，而且也不清楚桶装水是不是过期了\r\n说是24小时热水，可是下午3点来钟想冲澡，只有冷水，不过到晚上洗澡时就有热水了，水量还挺大\r\n\r\n性价比很高的酒店。住的是标准间，房间里有双床、电视、空调、电话、藤椅、小桌子、椅子、饮水机、拖鞋、洗漱用具等。房间很敞亮很干净。\r\n网速很快。\r\n服务态度非常好！反应迅速，真正解决问题。\r\n\r\n晚餐点的西红柿', 'star': 5}
{'descr': '入住1天，前台忘记退给我钥匙押金，但是经过几天后，查询酒店，前台的宋小姐帮我妥善解决了问题，还是要表达感谢。', 'star': 1}
{'descr': '入住1天，前台忘记退给我钥匙押金，但是经过几天后，查询酒店，前台的宋小姐帮我妥善解决了问题，还是要表达感谢。', 'star': 1}
{'descr': '接机服务很满意。环境一般，有些吵，飞机起落噪音。', 'star': 5}
{'descr': '接机服务很满意。环境一般，有些吵，飞机起落噪音。', 'star': 5}
{'descr': '首都机场的接送非常方便，餐饮很有家常味道；就是隔音一般，明显的飞机起落声。', 'star': 5}
{'descr': '首都机场的接送非常方便，餐饮很有家常味道；就是隔音一般，明显的飞机起落声。', 'star': 5}
{'descr': 'hhhhhhhhhhhhhh很不错，推荐！', 'star': 5}
{'descr': 'hhhhhhhhhhhhhh很不错，推荐！', 'star': 5}
{'descr': ',方园四季宾馆非常好,下次转机时还住该宾馆.    杨明鉴', 'star': 5}
{'descr': ',方园四季宾馆非常好,下次转机时还住该宾馆.    杨明鉴', 'star': 5}
{'descr': '房间大.卫生好.适合转机的客人不好的方面-离机场近.飞机起飞噪音大.', 'star': 5}
{'descr': '房间大.卫生好.适合转机的客人不好的方面-离机场近.飞机起飞噪音大.', 'star': 5}
{'descr': '还好', 'star': 5}
{'descr': '还好', 'star': 5}
{'descr': '感觉还行，蛮适合转机住，接送蛮好，坐了两次极品飞车…', 'star': 5}
{'descr': '感觉还行，蛮适合转机住，接送蛮好，坐了两次极品飞车…', 'star': 5}
{'descr': '+设施齐全服务非常好。', 'star': 5}
{'descr': '+设施齐全服务非常好。', 'star': 5}
{'descr': '离机场比较近,挺干净,转机比较方便,下次还会住的.', 'star': 5}
{'descr': '离机场比较近,挺干净,转机比较方便,下次还会住的.', 'star': 5}
{'descr': '很差的酒店！！！卫生，服务，以及接送机都很不方便。酒店像个很低档的招待所，是藏在机场物流仓库附近似的。', 'star': 1}
{'descr': '很差的酒店！！！卫生，服务，以及接送机都很不方便。酒店像个很低档的招待所，是藏在机场物流仓库附近似的。', 'star': 1}
{'descr': '机场附近这件酒店算比较合理的，就是房间有点小，其他的酒店都在街对面，感觉像乡下，所以很庆幸定的是这件酒店了', 'star': 5}
{'descr': '机场附近这件酒店算比较合理的，就是房间有点小，其他的酒店都在街对面，感觉像乡下，所以很庆幸定的是这件酒店了', 'star': 5}
{'descr': '送机很快，几分钟就到T3，清晨登机的话完全不用担心。位置稍偏僻，不让宾馆接的话有些难找，但是接站态度很好。原则上只负责一次接站，所以对于有送站后要返回宾馆需求的人员不方便，二次出车费用颇高。性价比还不错，但是菜品实在不敢恭维：鱼段和水煮肉片尚可，地三鲜和豆腐就免了吧。', 'star': 5}
{'descr': '送机很快，几分钟就到T3，清晨登机的话完全不用担心。位置稍偏僻，不让宾馆接的话有些难找，但是接站态度很好。原则上只负责一次接站，所以对于有送站后要返回宾馆需求的人员不方便，二次出车费用颇高。性价比还不错，但是菜品实在不敢恭维：鱼段和水煮肉片尚可，地三鲜和豆腐就免了吧。', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '服務挺熱情的一家店, 我們預訂了房間, 但因為航班延誤而未能入住, 他們也沒有問題, 這點挺好.', 'star': 5}
{'descr': '服務挺熱情的一家店, 我們預訂了房間, 但因為航班延誤而未能入住, 他們也沒有問題, 這點挺好.', 'star': 5}
{'descr': '设施配置有些陈旧了，设施出差临时入住。', 'star': 5}
{'descr': '设施配置有些陈旧了，设施出差临时入住。', 'star': 5}
{'descr': '酒店最好的就是地段位置，距离迎泽大街很近，很方便。', 'star': 5}
{'descr': '酒店最好的就是地段位置，距离迎泽大街很近，很方便。', 'star': 5}
{'descr': '酒店的周围环境还不错，楼下就有公交站。出行方便。', 'star': 5}
{'descr': '酒店的周围环境还不错，楼下就有公交站。出行方便。', 'star': 5}
{'descr': '酒店的位置非常好，附近餐饮也很方便。交通也很不错，性价比合理适中。', 'star': 5}
{'descr': '酒店的位置非常好，附近餐饮也很方便。交通也很不错，性价比合理适中。', 'star': 5}
