{'短评内容': '差', '短评打分': 1}
{'短评内容': '不错的酒店，值得推荐！房间干净卫生，安静。早餐丰富！', '短评打分': 5}
{'短评内容': '环境舒适，景观好，服务好。', '短评打分': 3}
{'短评内容': '从地理位置和价格比例来看，这个酒店应值得推荐。从这家酒店开业起，我每次到大连，首选这家酒店。', '短评打分': 5}
{'短评内容': '地点方便。', '短评打分': 3}
{'短评内容': '老店就是有老店的好，住着一如既往的舒适。', '短评打分': 3}
{'短评内容': '位置很好，酒店设施也不错，但价格小贵。但好处是能加早餐。', '短评打分': 5}
{'短评内容': '\n酒店还不错，唯一不足的是家具有些年头了，服务还好，总体不错', '短评打分': 3}
{'短评内容': '收得是五星酒店的钱，不过服务和硬件都不如三星啊。', '短评打分': 1}
{'短评内容': '大堂感觉不错，就是房间装修太旧，不太像五星级酒店感觉！', '短评打分': 5}
{'短评内容': '酒店很好', '短评打分': 3}
{'短评内容': '环境不错。', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '给客户订的酒店，房间和服务还行。但是没有5星水平的感觉，不如以前。', '短评打分': 1}
{'短评内容': '我感觉不是5星级的大堂和大楼，4星级的房间。 如果下次有人问我5星级的酒店推荐的话 不会推荐这一家的。', '短评打分': 1}
{'短评内容': '住过好几次了 没有什么大的缺点 就是价格太贵了 天气变冷 大连的其他的5星级的都开始降价了 价格上再便宜一点的话 就更好了。', '短评打分': 1}
{'短评内容': '不错的酒店 住过很多次了 上楼要座2次电梯 有点麻烦。还有这次的房间2601里的墙壁有裂缝了 该修一修了。', '短评打分': 5}
{'短评内容': '交通方便  周围买东西旅游都很好  不错的酒店    服务也很好  就是价格还可以再降一点 就更合适了。', '短评打分': 5}
{'短评内容': '服务和房间都不错 就是大堂在6楼 进出都要座两次电梯挺麻烦的。还有价格上没有优势 很多五星级都要比这里便宜。希望在价格上多努力。', '短评打分': 5}
{'短评内容': '不错 服务什么的都很好 就是价格还有点贵 因为在大连最便宜的五星级饭店是500元左右', '短评打分': 5}
{'短评内容': '位置好，方便，虽然不是很新但是很舒适。还会入住！', '短评打分': 5}
{'短评内容': '每次都住在这里。服务水准没得说。就是大床间少了些。而且，也许因为是旅游旺季，早餐水平有些下降。', '短评打分': 5}
{'短评内容': '＋大堂豪华漂亮，酒店房间干净舒适，遗憾的是早晨没来得及体验自助早餐。', '短评打分': 3}
{'短评内容': '宾至如归!今后还会继续利用。', '短评打分': 3}
{'短评内容': '已入住很满意!', '短评打分': 3}
{'短评内容': ' 很好', '短评打分': 3}
{'短评内容': '地点好。是市中心。方便。服务挺好', '短评打分': 3}
{'短评内容': '六月份之前，停车时要收费的，现在可以免费停车。只是地下停车场和麦凯乐同用一个停车场。真的是天天爆满，等待的时间超长。', '短评打分': 5}
{'短评内容': '酒店早餐很丰富，服务很好！希望下次朋友来时还定这里！', '短评打分': 3}
{'短评内容': '不错的，去过好多次了，交通方便，价格有点高', '短评打分': 5}
{'短评内容': '很好!', '短评打分': 3}
{'短评内容': '地点很好，服务还行，购物方便，是一家老五星。', '短评打分': 5}
{'短评内容': '价格优惠，服务很好，房间干净卫生，希望优惠继续。', '短评打分': 5}
{'短评内容': 'check in & check out速度很快，早餐也很好，主要是地理位置还不错，去哪都方便。', '短评打分': 5}
{'短评内容': '原瑞士酒店，地理位置较好，但设施略显陈旧，要是能装修一下更好。感觉没有5星，也就4.5星左右吧。', '短评打分': 1}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '5星级的大堂和大楼 4星级的房间   如果有人问我5星级的酒店推荐的话 不会推荐这一家的 房间太普通了。', '短评打分': 1}
{'短评内容': '无论是设施、早餐、服务，所有方面多可以说是上上的。推荐！', '短评打分': 5}
{'短评内容': '交通方便，价格合理，服务好。\n每次去大连都是住在这里。\n', '短评打分': 5}
{'短评内容': '价格比还可以,服务一般,早餐一般,地理位置很好.', '短评打分': 5}
{'短评内容': '服务到位，晚上很安静没有骚扰电话，单位客户很满意。\n', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '酒店设施齐全服务到位，评价优良。建议更加努力做好服务质量。', '短评打分': 5}
{'短评内容': '首先，我觉得酒店服务很周到，很让人放心，管理很专业，无论是房间还是服务，都很让人满意。\n其次，性价比很高，这个价格享受这种服务，真的很好，下次有机会一定会再来~\n\n唯一遗憾的地方就是，订了两个房间，其中一间真的很冷，空调不太好用，客房人员来解决了两次，态度很好，但好像没什么效果，顺便说一下，房间号是3010~~\n还有，前台的一位短发的MM，是唯一一位让人觉得在这家酒店不太舒服的人，态度有点像招待所', '短评打分': 5}
{'短评内容': '酒店清洁温馨 ，晚上没有骚扰电话，公司的客人很满意。', '短评打分': 5}
{'短评内容': '还不错，干净。安静。价格基本合理。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店表面看还行，原来预定的海景大床房，等到了说没有大床房，只有双床房。住进去发现也不是海景房。更要命的是浴缸下水坏了，洗完澡放水的时候发现整个洗手间地面全是水！晕倒！下次不会住这里了！', '短评打分': 1}
{'短评内容': '大连的老牌五星酒店，我上次入住已是10年以前。\n十年了，没感觉各方便水准有什么下降，一切都好。价格小贵。\n大连市区本来就不大，瑞士又在市中心交通很方便。', '短评打分': 5}
{'短评内容': ' 还好，和以前感觉一样', '短评打分': 3}
{'短评内容': '同事出差给订的，她觉得很不错，主要是离办公室很近。', '短评打分': 5}
{'短评内容': '还可以吧,不是我想像得那么好.酒吧不是很满意 不是想得那样好,没有情调.', '短评打分': 5}
{'短评内容': '不错不错，每次都住这里，感觉不错。价格实惠，服务不错', '短评打分': 5}
{'短评内容': '入住酒店很满意', '短评打分': 3}
{'短评内容': '价格比较实惠，也许是酒店没有自己的前庭，大堂在八楼的原因吧。服务一般，十月底，房间里寒气逼人，竟然没有暖风，吹出的是冷风。', '短评打分': 1}
{'短评内容': '地处大连市最中心地区，面朝劳动公园，毗邻步行商业街。\n8楼的大堂及咖啡苑环境优雅大方。\n房间电视陈旧该更换了。\n\n还会再次入住。', '短评打分': 5}
{'短评内容': '地理位置优秀。与大连著名的麦凯乐商场同在一处。周围百年城等高档商场林立。酒店非常干净舒适。', '短评打分': 5}
{'短评内容': '环境还不错,厕所洗面池水龙头有些漏水,整体不错,很干净', '短评打分': 5}
{'短评内容': '每次去大连都住在这，环境一流、交通方便、服务热情，虽然没有星海假日美，没有远洋豪华，但的却是性价比很高的酒店，如果非得说出一个毛病就是日本人太多，强烈推荐入住', '短评打分': 5}
{'短评内容': '预定的房间其中两间不能看到海景，之前是因为床型问题协调过给安排了行政楼层的房间。后来酒店称大床房和海景房不能同时安排就没再换房间，提前预定是要是不能安排应该说明。', '短评打分': 5}
{'短评内容': '位置很好，房间里也不错。酒吧差点。以前叫瑞士酒店，估计是为了节约管理费吧，哈哈', '短评打分': 5}
{'短评内容': '酒店位置非常好，楼下就是青泥洼商业街，离火车站也非常近，8楼的自助早餐也非常不错，我预定的房间在29楼，晚上很安静，只不过海景房和园景房没有区别，都是城市的景象，下次还是预定园景房吧，窗外就是劳动公园。', '短评打分': 5}
{'短评内容': ' 设备太旧了。房间好热，热的没法儿住了！', '短评打分': 3}
{'短评内容': '大连瑞诗酒店给我带来感动，我入住酒店的几天感觉非常好，丰富的西式早餐自助，地处市中心繁华地带，是女性逛商场的好选择，特别是有一天回到酒店，进门看到一张生日贺卡，接着看到一束红色玫瑰花和一个精美的生日蛋糕，让我好感动！自己都不记得生日了，出差在外还有这样好的待遇，真是有回家的感觉，再次感谢大连瑞诗酒店！', '短评打分': 3}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '这是我在大连的首选酒店', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店位置好,设施陈旧', '短评打分': 5}
{'短评内容': '+ok', '短评打分': 5}
{'短评内容': 'nice service. fast check-in and check-out. \r\nclose to shopping center. always stay in this hotel.', '短评打分': 5}
{'短评内容': '这家酒店是在大连住宿的首选,从开业时至今,都是如此。今后还将继续利用。', '短评打分': 5}
{'短评内容': '价格偏高，地势不错的。但是房间设施太陈旧。3星的标准', '短评打分': 3}
{'短评内容': '地理位置很好,房间比起其它五星级酒店列为差些,毕竟它开业多年了,能保持这种水平已经很好了.但它价格便宜些.\r\n酒店自助餐品种不错,价格也不太贵.员工服务很好,态度也很好.', '短评打分': 5}
{'短评内容': '这个酒店，最便宜的房间住了，设施不好。不能推荐。水龙头坏了。电视旧的。卫生间比较小。从火车站不近。', '短评打分': 1}
{'短评内容': '保安态度极其恶劣！！！！！！！', '短评打分': 1}
{'短评内容': '服务很好。日本人居住也完全没有语言上的障碍。早上劳动公园晨练的声音还是比较大的，有点影响。哈', '短评打分': 5}
{'短评内容': '设备有点老化，电视很老了，位置很好！', '短评打分': 1}
{'短评内容': '地理位置优越交通方便，环境优雅舒适，服务细致周道，设施人性化，员工热情有责任心，价格合理物超所值', '短评打分': 5}
{'短评内容': '还比较满意。只是按摩小姐太多，追到电梯很不好。', '短评打分': 5}
{'短评内容': '房间设施陈旧。但是位置特别好', '短评打分': 5}
{'短评内容': '住得还算舒适，逛街购物很方便', '短评打分': 5}
{'短评内容': '通过网站预订，每次都住靠拐角的房间', '短评打分': 3}
{'短评内容': '通过网站预订，每次都住靠拐角的房间', '短评打分': 3}
{'短评内容': '通过网站预订，每次都住靠拐角的房间', '短评打分': 1}
{'短评内容': '给客户订的酒店，房间和服务都很好，有标准5星水平，不过酒店处于商业区中心，交通太拥挤，早晚出行不方便。还有洗衣房实在是太贵了，3件衬衫加一套衣服竟然七百多块。。。', '短评打分': 1}
{'短评内容': '非常好，下次还住', '短评打分': 5}
{'短评内容': '还行啊', '短评打分': 5}
{'短评内容': '周边环境很好， 逛街餐饮很方便， 房间风景也很好。', '短评打分': 5}
{'短评内容': '交通方便，可以推荐入住', '短评打分': 5}
{'短评内容': '酒店服务很好', '短评打分': 5}
{'短评内容': '5星级嘛,挺好的,服务的细节还需要注意', '短评打分': 5}
{'短评内容': '舒适', '短评打分': 5}
{'短评内容': '非常好的酒店，离劳动公园非常近。风景漂亮', '短评打分': 3}
{'短评内容': '房间非常棒，所以我又续住了一个晚上。圣诞在这里过实在是太温馨了。前台服务非常热情周到，入住速度超级快。\r\n房间空调温度正好，床很软，枕头好喜欢啊（真想买回家）。\r\n位置就在麦凯乐楼上，楼下就是步行街，度假购物最佳选择。\r\n因为用了优惠卷，觉得性价比很不错。', '短评打分': 5}
{'短评内容': '我和外国朋友一起住的，我们都感觉不错，房间设施不错，地段很好，买东西很方便，吃早餐还不错，唯一不好的就是半夜能接到骚扰电话，感觉不好', '短评打分': 3}
{'短评内容': '很舒服，让人放心', '短评打分': 3}
{'短评内容': '酒店的位置比较不错', '短评打分': 3}
{'短评内容': '服务态度真的还不错。', '短评打分': 5}
{'短评内容': '五星级的酒店，服务还不错，在8楼的大堂可能安全系数会高一点。\r\n不足的就是设施有点旧了，还有酒店的卷纸和面巾纸可以换更舒服一点的就好了。', '短评打分': 5}
{'短评内容': '大连市中心很好的酒店', '短评打分': 5}
{'短评内容': '酒店的位置比较不错，硬件条件挺好的也，而且我觉得他们人员的服务也不错，整体来说很满意。', '短评打分': 3}
{'短评内容': '这家酒店的综合素质是比较好的。但大门前的空间太小。客人上落不方便，叫出租也不方便。', '短评打分': 5}
{'短评内容': ' 我很喜欢这家酒店。感觉很好。地理位置很好。', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '位置很不错', '短评打分': 5}
{'短评内容': '老酒店', '短评打分': 1}
{'短评内容': '酒店的硬件设施算是还可以，环境不错也挺干净的，地理位置相对来说还算是比较方便。', '短评打分': 5}
{'短评内容': '酒店的服务不错，性价比高，环境也很好，但房间内有些设施有些老化了，酒店的位置也挺好的，交通很方便', '短评打分': 5}
{'短评内容': '酒店各方面做的都挺好的,但当时遇到了打扫人员,在敲完门未经允许就进入房间,这点很不满意,虽然已与酒店投诉反映,酒店也道歉了,但还是觉得一家五星级酒店不应该范这个的低级错误', '短评打分': 5}
{'短评内容': '其它方面还都可以,就是价格有点高了.', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;我去前台办理入住,被告要等30分清理房间.我是中午12点多去的.没办法呀!等吧!好在服务小姐提供了一杯免费的果汁.听听音乐就过去了!住的是山景房,景色还不错,房间一般.酒店很多外国人,让人生气的是,办退房时被一个日本人给插队!&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '我的感受和上面那位很不一样！因为我是从沈阳的凯宾斯基来到这里的！-可以去看看那里我的评论！前台不错的，我要无烟的楼层，没有大床房了，就免费给我升级到了行政楼。位置还好，服务价格都还好，就是7楼的中餐没有特点！比较一般！中午大堂的自助海鲜还真得不错，味道不错，可能价格稍贵了？我忘了是138还是148了？', '短评打分': 3}
{'短评内容': '对了，刚才忘了说还有这家酒店的自助餐据一位撰写英文杂志介绍大连的外国人说是大连最好的自助餐，我们就试了一下果然不错，即使是园景房的景色也非常美，后来酒店还给我们免费升级到海景房，还能看到酒店附近热闹的步行街，非常好。', '短评打分': 3}
{'短评内容': '这家酒店性价比很高，设施好，服务好，价格比起同等级别的上海酒店要合算得多，值得推荐！', '短评打分': 3}
{'短评内容': '大堂很气派，只是有些杂乱。蛋糕味道很不错，值得品尝！美容院的理发师技术差了些，原本想做个好些的发型，结果比上海最普通的理发师还差。房间普通，不愧五星级名声。就是太小气了些，我住了2天，居然连肥皂，香波都不给更换。其余也都可以，服务生服务很周到，就在步行街上，这点是最满意的。', '短评打分': 3}
{'短评内容': '不知道为什么几乎没有留下什么印象，也许感觉中酒店就应该是这样的。', '短评打分': 3}
{'短评内容': '各个方面都很好！没说的！&lt;br /&gt;\n大连第一！&lt;br /&gt;\n', '短评打分': 3}
{'短评内容': '酒店很不错，但是的价格比较高，不如找朋友公司的协议价格好。而且，大堂在8楼。除了这些外，确实是很好很好的酒店，服务很到位，嘿嘿。', '短评打分': 3}
{'短评内容': '真的不错，名副其实的5星级。要住就要行政房，很好。', '短评打分': 3}
{'短评内容': '该酒店不错,就是能不能在问候语时先说中文!', '短评打分': 3}
{'短评内容': '该酒店房间很不错，只是自助早餐的品种稍微少了一些，否则，它可能是大连最好的酒店！', '短评打分': 3}
