{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '酒店环境还不错~~价格适中~~服务到位~~下次还住这边~~~', '短评打分': 5}
{'短评内容': '宾馆干净舒适，服务人员的态度很好，因为她们总是在微笑，让人觉得很亲切。只是开始洗澡时放不出热水来，让我很担心了一番，不过找到服务员后她们很快就解决了，让我们舒舒服服地洗了个热水澡。第二天退房后我试着跟总台商量能不能代保管一会行李，她们微笑地回应了三个字“没问题”，让我非常感动。总之从各方面来讲，都让我非常满意。', '短评打分': 5}
{'短评内容': '服务态度不错,但宾馆设施有些陈旧o', '短评打分': 3}
{'短评内容': '环境不错，三人套间比较实用，还有苹果，不错。', '短评打分': 3}
{'短评内容': '相当8错，干净卫生，服务一流（房间网线不够长，值班经理帮忙找了根N长的），餐厅非常场面，干净卫生，早餐也可以---绝对超值三星。有些小细节要注意：木找到洗脸香皂，浴室地板上要加防滑垫。', '短评打分': 5}
{'短评内容': '服务好！房间卫生、干净 住着放心，周围交通便利', '短评打分': 5}
{'短评内容': '很好 很干净 服务挺好 每天还有水果送 就是商务间的电脑实在是不给力 出差办公的朋友最好自带本本 还有就是酒店房间有点小 外面的射灯开的太晚了 要半夜才熄 整的房间里关了灯也挺亮', '短评打分': 5}
{'短评内容': '酒店倒是干净，挺整洁的，服务也还可以，下午还送了免费的水果。缺点就是酒店房间有点小，我住的是普通标准间，其他是不是大点就不得而知了。还有就是靠近公路一侧太吵，还有就是酒店外的不知道什么灯太亮了，拉上窗帘房间里都亮的很，这灯凌晨以后不知几点才熄的，这点不好。希望能改进。', '短评打分': 1}
{'短评内容': '优点：服务态度极好。当我的电脑不能联网，服务台很快让技术人员前来维修。虽然紧靠经十路，但房间隔音较好，晚上很安静。三人套间很实用，里外分隔，便于不同性别的家人居住。楼内设有餐饮部，就餐很方便，质量也不错。另外离店时间为2点，对顾客来说很方便。\n不足：电视影像不佳，两台电视只有一台能看，另一台没有信号，服务台说只有一个机顶盒，所以只有一台有信号。好像有设备能将信号分给两台使用，望酒店能加以改进。', '短评打分': 5}
{'短评内容': '服务还可以，                    \n房间有点旧', '短评打分': 5}
{'短评内容': '房间还可以，楼下有个餐厅是自助的，一般，附近餐馆不多似乎，离火车站不太远。床有些硬，电视频道不多。送时令的桃子。服务员的态度不错还。', '短评打分': 5}
{'短评内容': ':P恩', '短评打分': 3}
{'短评内容': '＋就是价格有点贵', '短评打分': 3}
{'短评内容': ' 环境不错，服务人员态度很好！满意', '短评打分': 3}
{'短评内容': '客房干净明亮 服务到位 吃喝住都比较满意 就是交通不太方便 酒店门前打车要很长时间应该让用户随时能打到车 方便出行', '短评打分': 5}
{'短评内容': '很不错的酒店 我会向朋友推荐的 就是偏贵啊', '短评打分': 5}
{'短评内容': '地理位置不错，宾馆的服务也很到位，但是设施稍有陈旧，我住的商务标准间比普通标准间贵40多元，其实就多了台电脑，机箱和显示器很旧的那种，觉得不太满意。', '短评打分': 5}
{'短评内容': ' 酒店硬件不错 性价比还可以', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '服务态度挺好，平时一般住经济型酒店了，这次住店花的钱不多，还有水果送，挺好', '短评打分': 5}
{'短评内容': '老三星，设施服务很不错。特别是大厅保洁员服务热情，细心。\n\n唯一缺点就是隔音不太好。', '短评打分': 5}
{'短评内容': '＋酒店条件很好', '短评打分': 3}
{'短评内容': '房间的装修卫生还不错，位置离你办事的地方比较近，价格在当地来看算是比较不错了，服务还不错。', '短评打分': 3}
{'短评内容': '酒店环境是不错，价格服务态度都挺好的，房间的设施看起来也很好住着还成。', '短评打分': 3}
{'短评内容': '位置好方便出行，而且就近选择的酒店，整体来讲非常满意.', '短评打分': 5}
{'短评内容': '设施很陈旧，位置还可以，房间住着也不是很舒服，电视也不行，房间空调开了也觉得很冷，酒店服务态度还行，但是价格还是偏高。', '短评打分': 1}
{'短评内容': '老牌三星宾馆，性价比还可以，带早餐，入住时候正好济南第一场雪，气温低，没有热水！', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '环境不错，交通也方便', '短评打分': 3}
{'短评内容': '卫生间装修时间有点长,显得有些陈旧,硬件配置也不是太好,床硬.中央空调也不是很好.不过位置好,提供的早餐也不错.', '短评打分': 1}
{'短评内容': '总体感觉不错，住的普通标间，在北面靠路，隔音还可以，卫生、早餐都还不错。', '短评打分': 5}
{'短评内容': '还不错，床垫稍微有点硬！以后还会继续入住！\n服务还不错\n房间还有电脑，虽然配置稍微低了点！ \n', '短评打分': 5}
{'短评内容': '还不错，床垫稍微有点硬！以后还会继续入住！\n服务还不错\n房间还有电脑，虽然配置稍微低了点！', '短评打分': 5}
{'短评内容': '差', '短评打分': 3}
{'短评内容': '经济，比较整洁、干净，服务态度很好。宾馆外墙在装修，不影响入住。因为早上要早走，所以免费早餐券没用，有些可惜。', '短评打分': 5}
{'短评内容': '一般吧，也就离单位比较近，挂了个三星，个人印象不好', '短评打分': 1}
{'短评内容': '感觉服务贴心，到位。房间整洁，舒适。但临街，较吵。酒店早餐很好，品种齐全，比较超值。酒店对客人安全也比较重视。', '短评打分': 3}
{'短评内容': '+居住环境良好，舒适。服务热情，周到，细致。', '短评打分': 5}
{'短评内容': '此酒店环境不错,也很干净,愿意为朋友推荐', '短评打分': 5}
