{'短评内容': '很好。卫生各方面都行', '短评打分': 5}
{'短评内容': '交通方便，虽然设施是陈旧，但还是过得去。服务态度并不像有的客人点评的那样糟糕，广西的服务水平大体也就是这样的了。下次还会住，如果飞去广西的话。', '短评打分': 5}
{'短评内容': '我从6月30日入住到7月14日了，这里的环境卫生都还可以。最主要的是交通方便，去机场的大巴车就在楼下。', '短评打分': 5}
{'短评内容': '房间还挺大，装修不算新，卫生还算可以。如果只是住来说还是不错的，而且坐机场大巴方便。但酒店令我最不满意的是前台，入住时我没注意退房时间，因为很多酒店退房时间都不一样，但一般快到时间前台会给电话提醒是否续住，退房当天迟了大概1个小时左右吧（他们退房时间12点，她们没有任何电话提醒），到前台说要补半天房费，我就是随意问了句怎么要补房费？怎么没电话提醒下？前台的反映就大了，先是很不客气的说，押金单上都有', '短评打分': 1}
{'短评内容': '民航饭店卫生还可以，交通也方便。去火车站和机场都便捷。', '短评打分': 3}
{'短评内容': '选择南宁民航酒店的唯一理由还就是为了方便坐机场大巴方便，酒店本身乏善可陈。机场大巴整点和半点各一班，酒店三小时钟点房方便安排去机场。', '短评打分': 3}
{'短评内容': '   晚上8点的飞机到达南宁机场，机场大巴直接通到酒店门口，超方便。虽然不象邕江宾馆那样的星级酒店，但对于旅行者来说，方便是第一位的。并且离火车站也很近，南国的天气超热，别有一番风味。吃吃老友粉，再尝尝酸野的味道，看看南宁的姑娘，不错！\r\n    从这里又去越南的河内游玩了一番，确实感觉到人生的惬意。\r\n    爽！！！', '短评打分': 1}
{'短评内容': '普普通通、一般般！设备陈旧，八十年代的老电视机，辐射非常大，开关的时候还有静电明显被电到。前台服务不是很好。', '短评打分': 1}
{'短评内容': '该酒店非常不错啊，和火车站非常近，旁边就有民航大巴', '短评打分': 5}
{'短评内容': '怎么又要评价？我已经说了啊 啊啊啊啊，况且我也差不多忘记了，至少不会给我留下什么深刻印象', '短评打分': 5}
{'短评内容': '180的价格，还能要求啥？\n过的去，商务的最低选择吧', '短评打分': 5}
{'短评内容': '总体感觉不错  以后出差有机会还会入住酒店，希望服务更好', '短评打分': 5}
{'短评内容': '地点不错，旁边的一个餐厅的菜价廉物美。但前台结帐太慢，为了赶最早的班车才住这个宾馆，但第一趟班车还是给耽误了。需要改进！', '短评打分': 5}
{'短评内容': '酒店的地理位置不错，可以步行至市中心商业区。酒店楼下就有机场大巴，卫生环境也挺好，但是空调不制冷，只吹风，当时已向工作人员提出过，但并没有得到改善。希望酒店能重视这个问题。', '短评打分': 5}
{'短评内容': '还可以，地理位置优越，有机场大巴，方便，下次还会考虑入住', '短评打分': 5}
{'短评内容': '住了两次，觉得环境一般，就是方便坐飞机。', '短评打分': 1}
{'短评内容': '还不错，如果坐飞机的话住这个可以，大巴就在楼下。如果不坐飞机就算了。', '短评打分': 3}
{'短评内容': '性价比不错，位置非常好，离火车站也近！不过比较吵', '短评打分': 1}
{'短评内容': '位置不错，但设施老化，尤其电器。服务不到位，门卡要天天到总台刷新，不管你住几天都一样，清洁卫生客人要求才搞', '短评打分': 1}
{'短评内容': '环境真的不好，还不如住其它的酒店，我就看机场大巴到这就订的，下次不来了。', '短评打分': 1}
{'短评内容': '这标间一般，同等地段180价偏高.', '短评打分': 3}
{'短评内容': '酒店总体还不错，就是空调不给力', '短评打分': 3}
{'短评内容': '设施陈旧。重新装修后反而多了味儿，加上卫生间里的臭味，前台服务员说开着水冲冲就好了。图的是半夜的飞机住宿方便些。前台服务员工作效率倒是不错。估计以后不会图方便了。', '短评打分': 1}
{'短评内容': '楼前就是机场大巴站乘坐方便,步行到火车站也非常近,地理位置很好,预定的客房能给留到23点,真的不错.应该最近曾经装修过,卫生间的吹风机和电水壶都很新净,屋里的地板墙面等也很光亮,有免费宽带上网,热水很冲.也有不足地方,就是412房间2个窗头灯都不亮,面盆水龙头冷热水跟标志相反,淋浴混水器装得比膝盖还低使用不方便.总的来说以100多元的价位住进来觉得还是很值的.', '短评打分': 5}
{'短评内容': '性价比不错，位置非常好，离火车站也近，吃饭很方便！', '短评打分': 5}
{'短评内容': ' 床很硬', '短评打分': 3}
{'短评内容': '很满意，新装修的，很干净，也比较安静。向大家推荐。', '短评打分': 3}
{'短评内容': '交通便利，就是有点吵。\n楼上太乱！\n不过物有所值！！！！！！！！', '短评打分': 5}
{'短评内容': '房间内的设施有点老旧，但还算干净，最主要的是机场大巴始发站就在边上，这才是最有附加值的。', '短评打分': 5}
{'短评内容': '服务周到,价格合理,住过几次了不错', '短评打分': 3}
{'短评内容': '民航饭店坐飞机很方便，始发站', '短评打分': 3}
{'短评内容': '房間空調好差，睡得熱死掉了。', '短评打分': 3}
{'短评内容': '到达机场方便', '短评打分': 3}
{'短评内容': '酒店位置很好，在火车站边上，周围也算繁华。\n设施有些陈旧，热水壶烧开水后不会自动断开，差点烧糊', '短评打分': 5}
{'短评内容': '宾馆的硬件还行 就是老旧了点 位置很方便 没有更好选择的话下次还会住这里的', '短评打分': 3}
{'短评内容': '地理位置不错到机场和火车站都很方便也比较安静服务还好', '短评打分': 5}
{'短评内容': '民航大巴下車點 離火車站非常非常近 步行距離到百盛購物還好 門口有個木桶飯 好吃', '短评打分': 5}
{'短评内容': '性价比不错，就是没有早餐，如果有早餐就更好了。', '短评打分': 5}
{'短评内容': '地理位置好离火车站步行几分钟，旁边有民航售票处和到机场的大巴，交通非常便利。附近有很多小饭馆。酒店干净安静，还不错。没有早餐没有WIFI有点遗憾。', '短评打分': 5}
{'短评内容': '具有较高性价比，就是被子有些厚，洗脸盆的水龙头不知什么原因没接上热水，其他都可以。', '短评打分': 5}
{'短评内容': '交通方便，住宿比较安静，去机场火车站近，参加德天旅游发车就在旁边。', '短评打分': 5}
{'短评内容': '这次的房间没有上次的好哦！！！！！！！！！', '短评打分': 5}
{'短评内容': '不错，干净和安静是睡觉的好地方！在市中心火车站周边十分便利！', '短评打分': 5}
{'短评内容': '干净安静服务员热情态度好前台服务差没有微笑也没有耐心解释评价一般', '短评打分': 3}
{'短评内容': '比较方便，价格也还合适，但是里边的设置相对来说有单老，空调好像没用。。', '短评打分': 5}
{'短评内容': '房子的后面有个什么设备，声音很大，因此双号的房子比较吵，开始的双号的，后换成单号的就好了，这次住的是九楼，感觉九楼的比三楼的设施好一些', '短评打分': 5}
{'短评内容': '交通方便，设施老， 服务一般', '短评打分': 3}
{'短评内容': '初次入住该酒店感觉还是挺不错滴。环境也比较好，安静舒适，坐机场大巴也比较方便。', '短评打分': 5}
{'短评内容': '房间全部新装修，非常干净，机场大巴直达，方便哦～～～～', '短评打分': 5}
{'短评内容': '酒店找了半天才找着，纠结。订的大床结果是双人床，不过比标准的大。客房条件很普通。服务还算热情。这酒店最大的优点在于乘坐大巴去机场方便，对不熟悉南宁的人来说凌晨乘机确实很方便。', '短评打分': 5}
{'短评内容': '床说大张，结果小小一张，冰箱也没有，洗澡水水温不够热，一个字＂差＂', '短评打分': 3}
{'短评内容': '酒店离火车站很近、交通方便.附近商店饭店较多、乘民航大巴十分方便。', '短评打分': 3}
{'短评内容': '因雾霾天航班延误到达，考虑到入住和第二天出行方便，临时选择入住南宁民航饭店。是重新装修后第一次入住，感觉比以前好很多。下次应该还会选择的……', '短评打分': 5}
{'短评内容': '主要是交通方便 晚上民航大巴直接到楼下 服务就不要讲究了  他们当旅客不存在 我们也不当他们存在 偷偷的改了我的订单 差点返现没有了  恶心', '短评打分': 5}
{'短评内容': '适合晚上到的旅客 旁边有个银河 价钱差不多 感觉应该好些', '短评打分': 5}
{'短评内容': '180的价格贵了点！！不值！！服务还行，房间设施一般！！', '短评打分': 1}
{'短评内容': '装修很老，位置不错，房间有点小，电视很小!', '短评打分': 5}
{'短评内容': '地点去机场很方便，房间比较宽敞，服务不错', '短评打分': 5}
{'短评内容': '服务不错，设施较为陈旧，没有乱七八糟的东西', '短评打分': 5}
{'短评内容': '我就直话直说了。我刚走进去的时候，前面正好有2位客人，陆续拿到的都是10楼的房卡。然后轮到我了，就变成4楼了，我说能不能换高点的，他们的回答是没房间了。我说我要大床房，他们说你定的是标准间？？？我就奇了怪了，订房间的时候，预定那一栏大床房跟标准间是写在一个档里用/分隔开了而已~！我又为什么不能调换呢？那好吧，反正就我一个人，就一晚上而已。但我不明白，就算我是提前预定的，付了跟门市价一样的房费，凭什', '短评打分': 1}
{'短评内容': '酒店房间空间挺大的，就是空调吹的人不舒服没电脑，总体感觉可以', '短评打分': 3}
{'短评内容': '性价比还可以，交通方便。楼下有机场大巴，离火车站最多8分钟路程', '短评打分': 5}
{'短评内容': '晚上12:45左右到达的，航巴直接开到门口，下车就是，方便。\n服务员服务态度一般，不冷不热，还算礼貌。整体房间还蛮整洁的。\n空调声音很吵，隔壁的空调也能吵到，整个晚上轰轰轰的。卫生间的疏水功能做得不好，洗个澡整个卫生间都淹了。\n谦吵没开空调睡，盖了两床被子，早上还是被冻醒。\n想不明白的是团购价168，酒店门口的标价打的是130+，我还特意问了服务员这个事情，他们给我答复是房间型号不一样，具体我没验', '短评打分': 5}
{'短评内容': '一般，不知道为什么水蛮冷的，环境一般，东西有点旧', '短评打分': 1}
{'短评内容': '酒店住着还不错,和价格相符,', '短评打分': 3}
{'短评内容': '交通便利，服务周到，大家放心住宿。卫生稍差，不过和价位相比还是很值！！！', '短评打分': 5}
{'短评内容': '赶早飞机的话，入住很方便。并且提供当天火车票或者机票还能延迟退房到15点，这一点很任性。床稍微硬了些。', '短评打分': 5}
{'短评内容': '环境一般，服务一般，不过交通方便。', '短评打分': 3}
{'短评内容': '设施条件有些简单了，不过对于来回机场入住来说是最方便不过了。', '短评打分': 5}
{'短评内容': '性价比挺高,服务态度好,环境还可以,适合个人旅行消费', '短评打分': 3}
{'短评内容': '地理位置优越，位于火车站附近，而且最关键的是在机场大巴终点站，下车就有落脚地了', '短评打分': 5}
{'短评内容': '房间在九楼，整体很卫生，设备比较齐全，离火车站非常近，拿当天的火车票可以延到15点退房。唯一的不好就是离街太近，晚上比较吵。', '短评打分': 3}
{'短评内容': '机场巴士直达酒店门口，对于途径南宁的乘客非常适合，我每次需要在南宁过夜的时候都会选择这里。', '短评打分': 5}
{'短评内容': '基本上每次回家需要在南宁过夜的时候都会住民航饭店,住习惯了!整体还是不错的,感觉相对安全吧。', '短评打分': 3}
{'短评内容': '房间好大,设施也不错,地点临近市中心,就是隔音效果不太好.', '短评打分': 3}
{'短评内容': '  还不错  房间比较大  网速一般', '短评打分': 3}
{'短评内容': '房间大小还可以，照明条件也不错，价钱也还算公道，交通比较拥挤', '短评打分': 5}
{'短评内容': '方便,离火车站步行只有5分钟路程,且半点和整点有车去机场,周边购物饮食都比较方便.房间宽敞,但设施较老,感觉地毯有味道.另外住的10楼,整晚有机器运转的嗡嗡声.最大的优点:如果赶火车或飞机,很方便.', '短评打分': 5}
{'短评内容': '地理位置佳，房间宽敞洁净，洗澡间下水不 太好。', '短评打分': 3}
{'短评内容': '坐机场大巴很方便', '短评打分': 3}
{'短评内容': '具体还可以，装修后好多了.具体真的可以住', '短评打分': 5}
{'短评内容': '不错，给爸妈订的，主要是方便，从机场直接到达。但是据说周围有很多更便宜的酒店', '短评打分': 5}
{'短评内容': '交通方便，特别是乘机', '短评打分': 3}
{'短评内容': '房间较大，且整齐干净，家具配置较齐，地理位置很好，前台服务态度尚好。\n\n建议：窗户没有一个纱窗，打开透气必进蚊子；窗帘没有纱帘，白天关上窗帘，室内一片漆黑；浴池内没有一个放洗漱液的地方，给洗漱带来不便。上述装修上的小疏忽，给房间良好的其它硬件条件填黑。\n\n总体上我推荐该酒店，但期望上述问题有改进。\n\n\n\n\n', '短评打分': 5}
{'短评内容': '设备有点旧,被子有点旧,其他还行,没有早餐.', '短评打分': 5}
{'短评内容': '赶着去机场，忘记拿东西了，下去退房的时候都不告诉我！\n', '短评打分': 1}
{'短评内容': '多次入住了 位置好 逛街方便 去火车站方便 还有去机场的大巴', '短评打分': 5}
{'短评内容': '干净房间宽敞地理位置好就是卫生间地漏流水不痛快。基本上满意。', '短评打分': 3}
{'短评内容': '刚住进来，还可以。希望晚上能休息好。如果一直到离开都没问题，下次可能还回来。', '短评打分': 5}
{'短评内容': '不错哦，房间够大，环境干净，主要是去机场很方便！！', '短评打分': 5}
{'短评内容': '酒店总的来说应该算不错，地理位置优越，房内设施也还不差，就此性价比应算较高。', '短评打分': 5}
{'短评内容': '民航班车的起点站,对于半夜到的和一早走的还是不错的,在南宁机场班车一直开到最后一个航班到达,票价20元,主要是方便,对没人接,半夜或者一早去机场你需要这样的地方!', '短评打分': 5}
{'短评内容': '酒店位置便于出行，很便利。', '短评打分': 3}
{'短评内容': '由于从南宁机场乘大巴的终点站是这家酒店，所以对旅客特别方便', '短评打分': 5}
{'短评内容': '挺好的，门口就是机场大巴，条件也不错，就是水压太小，热水也不太热，需要加强', '短评打分': 5}
{'短评内容': '已经入住,酒店新装修很好。', '短评打分': 3}
{'短评内容': '地理位置好,交通便利,房间较大，干净卫生。不过，淋浴房缺少隔板，摆洗浴用品不方便', '短评打分': 5}
{'短评内容': '交通便利，靠近南宁火车站，楼下机场大巴，房价也不贵', '短评打分': 5}
{'短评内容': '性价比不错，交通也方便，靠近火车站，机场大巴就在门口', '短评打分': 5}
{'短评内容': ',比较实惠，服务不错！', '短评打分': 3}
{'短评内容': '酒店一般，去那天还赶上节电，热死人啦！没有早餐，不方便，但是地理位置错，靠近火车站，交通方便。', '短评打分': 5}
{'短评内容': '进出机场比较方便，门口就有机场巴士，适合初次到南宁的朋友。', '短评打分': 5}
{'短评内容': '＋已入住，感觉还好。', '短评打分': 3}
{'短评内容': '\r\n在这可以免费寄存行李，减轻出游的负担。', '短评打分': 3}
{'短评内容': '\r\n服务比较好', '短评打分': 3}
{'短评内容': '\r\n卫生、冷气足，服务态度好，结账可刷卡。', '短评打分': 3}
{'短评内容': '南宁民航饭店位置很好，由机场乘民航班车下车即到，乘火车也近。酒店房间较大，电视节目也多。餐厅与酒店为两家，用餐不方便。', '短评打分': 5}
{'短评内容': '酒店很一般，就是靠近火车站和楼下就是机场大巴这一点好外，别的就没有什么啦！。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '如果不是因为航班到南宁太晚，肯定不会去住这个酒店。房间设施陈旧，床太硬，枕头是我住过饭店里看到最小的（宽度），也是最薄的（厚度）。', '短评打分': 1}
{'短评内容': '酒店离火车站非常近，大约还不到100米，步行就可以了，很方便，房间还可以......', '短评打分': 5}
{'短评内容': '晚上没有接到骚扰电话，相反回来看到床头边上按摩的台历可能是被服务员收走了，值得表扬哈。不过还是有人从门缝里塞色情名片，说实话，我是冲着返券30元才定的商务房，180元一晚，是有些高了。住进来总体感觉还行吧，10楼房间，去机场还很方便。房间还可以，是中央空调，晚上洗澡后根本不用开空调睡觉！！  不过这个价格可以在南宁找个很不错的宾馆拉！！这次住了四天，感觉还好吧。下次来南宁找个好点的地方住了，不能亏', '短评打分': 5}
{'短评内容': '晚上没有接到骚扰电话，相反回来看到床头边上按摩的台历可能被服务员收走了，值得表扬哈。不过还是有人从门缝里塞色情名片，说实话，我是冲着返券30元才定的商务房，180元一晚，是有些高了。住进来总体感觉还行吧，10楼房间，去机场还很方便。房间还可以，是中央空调，晚上洗澡后根本不用开空调睡觉！！ 不过这个价格可以在南宁找个很不错的宾馆拉！！\n', '短评打分': 5}
{'短评内容': '说实话，我是冲着返券30元才定的商务房，180元一晚，是有些高了。住进来总体感觉还行吧，10楼房间，就是进门有股霉味。晚上接到1个骚扰电话，回来的时候有人从门缝塞了小姐的名片，酒店门口有很多卖发票的，去机场还方便。房间还可以，是中央空调，晚上洗澡后根本不用开空调睡觉！！', '短评打分': 5}
{'短评内容': '怎么说呢，预定之前在网上看了大家评价不高。说实话，我是冲着返券30元才定的商务房，180元一晚，是有些高了。住进来总体感觉还行吧，10楼房间，就是进门有股霉味。晚上接到1个骚扰电话，确实是开业很久了，下次不来住了。去住好点的拉！！', '短评打分': 5}
{'短评内容': '饭店设施、环境、服务都不错，主要是去机场很方便，价格略高。', '短评打分': 5}
{'短评内容': '民航班车的起点站,对于半夜到的和一早走的还是不错的,在南宁机场班车一直开到最后一个航班到达,票价20元,主要是方便,对没人接,半夜或者一早去机场你需要这样的地方!', '短评打分': 5}
{'短评内容': '第二次入住了,民航大巴终点站,交通也很便利,总体不错!', '短评打分': 5}
{'短评内容': '性价比很高，交通便利是最大的优势。房间装修一般，普通商务客人建议首选。', '短评打分': 5}
{'短评内容': '饭店不错', '短评打分': 3}
{'短评内容': '房间有霉味', '短评打分': 3}
{'短评内容': '唯一的优点就是机场大巴终点站就是该酒店，交通方便；宾馆已经很老很旧了，进了房间一股霉味，空调力度也不够，楼下的餐厅早餐实在太差，虽然不包早餐，但是付钱的早餐做的稍微用心一点行不行？', '短评打分': 1}
{'短评内容': '10楼得卫生间已装修好，但房间整体还不够档次，需要进一步改善，住这里就图个方便。', '短评打分': 5}
{'短评内容': '条件尚可', '短评打分': 3}
{'短评内容': '房间的设施很破旧。服务态度差。而且酒店在装修，很吵。空调没什么效果', '短评打分': 1}
{'短评内容': '其他都还好，就是没有提供送餐，餐厅承包出去了，吃饭也不能算房费', '短评打分': 5}
{'短评内容': '交通方便,民航大巴终点站.周边也有很多小吃,位于市中心,游玩也很方便.卫生很好,服务很好,我入住了两晚,下次出差还会入住,给个好评!\n\n', '短评打分': 5}
{'短评内容': '交通方便,民航大巴终点站.周边也有很多小吃,位于市中心,游玩也很方便.卫生很好,服务很好,我入住了两晚,下次出差还会入住,给个好评!', '短评打分': 5}
{'短评内容': '环境卫生一般，南宁民航饭店，环境卫生一般', '短评打分': 5}
{'短评内容': '主要是比较方便了,下了机场大巴就到了,适合对南宁不熟的朋友.', '短评打分': 5}
{'短评内容': '房间陈设很陈旧，性价比也不高，骚扰电话也多。但我还是住过好几次，主要是因为乘民航巴士方便，深夜到或者很早出发方便。', '短评打分': 1}
{'短评内容': '交通方便，不过酒店比较旧，部分正在装修，如果再便宜一点就好了。', '短评打分': 5}
{'短评内容': '酒店位置挺好,联着火车站和中山路,单位数房面积小于双位数房,二楼按摩店有色情成份,不好。', '短评打分': 3}
{'短评内容': '酒店装潢太旧，服务还可以。现在新建的酒店很多，要是酒店可以重新装修，在那个地段交通是很方便的', '短评打分': 1}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '我住了1007房间，还可以，交通方便，推荐', '短评打分': 3}
{'短评内容': '酒店房间空间挺大，设施旧了点，总的来说还算舒服，早班机坐机场大巴的最好选择，就在楼下，到机场也只需25分钟。', '短评打分': 5}
{'短评内容': '交通位置是很方便的，\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000。', '短评打分': 5}
{'短评内容': '     \n设施陈旧，距离市中心近，但公交车很不方便，距离火车站走路十分钟。房间双数号比单数好大很多，但是床太硬，跟睡地上没区别和，', '短评打分': 5}
{'短评内容': '机场巴士就在楼下始发。真是太方便了，值得向坐飞机路过的人士推荐。', '短评打分': 5}
{'短评内容': '宾馆环境很好交通便利', '短评打分': 3}
{'短评内容': '交通方便', '短评打分': 3}
{'短评内容': '宾馆设施陈旧，房间隔音基本不起作用，空调房间风机噪音太大', '短评打分': 1}
{'短评内容': '酒店内部环境还好.本人的房间安排在比较幽静的位置,房间空间足够,还是不错的选择.\n\n', '短评打分': 5}
{'短评内容': '距离火车站很近，搭去机场的巴士也很方便。', '短评打分': 5}
{'短评内容': '酒店内部环境还好.本人的房间安排在比较幽静的位置,房间空间足够,还是不错的选择.\n\n.', '短评打分': 5}
{'短评内容': '环境不错   服务态度也很好值得入住  强烈推荐', '短评打分': 5}
{'短评内容': '酒店位置不错，交通方便，就是房间旧些,价格应适当降低。', '短评打分': 5}
{'短评内容': '做民航班车非常方便，性价比不错，结帐速度超慢，前台服务态度差', '短评打分': 5}
{'短评内容': '设施差，盥洗盆漏水，窗帘黑呼呼的，服务一般，仅坐机场大巴方便', '短评打分': 1}
{'短评内容': '还好！', '短评打分': 3}
{'短评内容': '便宜，就是有点太老旧，搭机方便，离市中心近。', '短评打分': 5}
{'短评内容': '环境还可以  但是有些服务员服务态度较差', '短评打分': 5}
{'短评内容': '可以，还不错.挺好的。有机会再去。各方面都还可以啊', '短评打分': 5}
{'短评内容': '网线用不了，比较郁闷……\n怎么还有这么多字的要求，太不人道了……', '短评打分': 5}
{'短评内容': '酒店设施都比较陈旧,电视真是小', '短评打分': 3}
{'短评内容': '位置不错，毗邻火车站，机场大巴是相当方便。\n房间被褥整洁。\n只是设施略显陈旧。', '短评打分': 5}
{'短评内容': '＋房间不错，离火车站近，坐民航班车来往都方便！', '短评打分': 3}
{'短评内容': '酒店非常旧，又没有早餐，前台服务不热情，洗手间非常臭，以后不会入住此酒店！', '短评打分': 1}
{'短评内容': '交通非常方便，服务及设施较好，房间面积较大，清洁卫生尚可，只是没早餐，楼边餐厅较贵，早餐品种非常少，也不好吃，不管是用中、晚餐或早餐，出门后左转，前行500－800米左右有多家餐饮店可选择。另自由旅行的话，周边有很多家旅行社可以选择。', '短评打分': 5}
{'短评内容': '酒店位置不错，可惜没有早餐，空调效果不好。', '短评打分': 3}
{'短评内容': ' 交通方便，服务小姐态度和蔼，但设施陈旧。', '短评打分': 3}
{'短评内容': '  饭店没空调，热水供应不好，设施陈旧，性价比很低。但是坐大巴来回机场方便。', '短评打分': 3}
{'短评内容': '离火车站非常近这是优点,房间没有电脑不太方便,离马路近有些吵,另外白天的洗澡水也不太热.', '短评打分': 5}
{'短评内容': '机场大巴比较方便，环境一般！', '短评打分': 3}
{'短评内容': '以前坐早班飞机都在这里，主要是搭去机场的大巴车方便！！', '短评打分': 5}
{'短评内容': '酒店各种设施都不错！而且地理位置极佳！值得推荐！', '短评打分': 3}
{'短评内容': '晚班飞机乘大巴直接下车入住,方便!价格不高,楼下有夜宵.', '短评打分': 5}
{'短评内容': '酒店门口就是机场大巴，确实很方便', '短评打分': 3}
{'短评内容': '位置不错，方便，设施一般，价格不贵，购机票，去机场方便', '短评打分': 5}
{'短评内容': '就住了一晚，热水不热，配置很一般。', '短评打分': 3}
{'短评内容': '床比较硬睡起来不舒服，网比较差，网页都打不开。', '短评打分': 1}
{'短评内容': '破地儿，网没法儿用，朋友们还不要住这儿。', '短评打分': 1}
{'短评内容': '已入住豪华单间，180元一天！', '短评打分': 3}
{'短评内容': '地理位置不错，紧挨火车站，并有大巴直通机场，其它一般设施比较老', '短评打分': 5}
{'短评内容': '真的不推荐这个宾馆 唯一的优点是机场大巴 其他一无是处', '短评打分': 1}
{'短评内容': '虽然外部有些沉旧,但房内清洁也比较宽敞,服务小姐态度也很好,位置佳,出行方便,真的没选错', '短评打分': 3}
{'短评内容': '不错，很好', '短评打分': 5}
{'短评内容': '酒店唯一不足门面缩在里面，不易发现。性价比较好，去机场方便。', '短评打分': 5}
{'短评内容': '位置好的没话说，尤其是到机场的朋友，非常值得推荐，楼下就是机场大巴，火车站走路也不过5分钟。环境及设施方面，还过的去，因人而异吧。不过总来说还不错，我住的是8楼，有窗没障碍物，相当不错。', '短评打分': 5}
{'短评内容': '过得去过得去过得去过得去过得去过得去过得去过得去', '短评打分': 5}
