{'短评内容': '总体印象不错', '短评打分': 4}
{'短评内容': '房型有点老，地段很好，毕竟是湖州80年代地标了，周边很繁华，绝对的市中心。\n前台一如既往的冷漠态度，也难怪，毕竟是老国企', '短评打分': 5}
{'短评内容': '酒店服务一般，普通标准间设施较陈旧，早餐还不错，一般出差还可以。', '短评打分': 5}
{'短评内容': '酒店的交通、饮食都还方便，后面古代建筑风格的商业区挺有特色。\n唯一不足的二点是：红旗路是单行道；停车要进立体车库取车不方便', '短评打分': 5}
{'短评内容': '酒店环境和服务都不错,就是停车场的位置不太方便,尤其遇到下雨天的时候,如果从停车场到酒店侧门之间加个雨棚就好了,总体还可以吧.', '短评打分': 5}
{'短评内容': '酒店位市中心，比较方便。停车还可以，只是取车太慢（立体车位）。', '短评打分': 5}
{'短评内容': '老式三星级，早饭也不错，就是午饭和晚饭较差，建议外出就餐', '短评打分': 5}
{'短评内容': '就在商业区内，逛街很方便，价格也相当实惠。', '短评打分': 3}
{'短评内容': '酒店比较老一些，双早的配置，但是一定要身份证领取，不知道如果约了朋友来吃早餐，朋友没带身份证岂不是很惨！', '短评打分': 1}
{'短评内容': '住的是普通标房，感觉性价比较高。酒店地理位置好，购物、去景点均较方便。房间设施比较陈旧，但卫生尚可，房间也较大。淋浴的出水量很大，很舒服。早餐还过得去，不难吃，应该很对得起这个房价了。由于酒店在闹市区，因此靠马路的房间会有点吵。网络方面目前只有有线网，没有无线网，手机、iPad上网不太方便，不过短住的话问题也不大。', '短评打分': 5}
{'短评内容': '网上定的普标，到后要了十层的房间，可以上网，也挺干净，不错！', '短评打分': 3}
{'短评内容': '湖州当年的标志性建筑了吧，服务很不错，就是房间什么的都旧了点。', '短评打分': 5}
{'短评内容': '环境真的不错。很干净，住高层感觉也很好。在湖州还算可以吧。赞！！已经第二次住了。', '短评打分': 5}
{'短评内容': '第二次住了，电梯比较慢，房间还可以，市中心，免费停车。', '短评打分': 5}
{'短评内容': '早餐比以前好吃多了，就是肉食少了点，总体感觉还不错。', '短评打分': 5}
{'短评内容': '价格适中，地段好。楼下有KTV，晚上有点吵，早餐一般。', '短评打分': 5}
{'短评内容': '房间很大，很干净，非常不错，非常方便，早餐不是很好。确实是三星级。', '短评打分': 5}
{'短评内容': '比较不适合我们年轻人吧，里面的设施等都是很复古。接受不了。该与时俱进了', '短评打分': 1}
{'短评内容': '总体不错，地理位置好，但是服务不是很周到。', '短评打分': 5}
{'短评内容': '周边环境不错，买东西逛街都很方便值得推荐', '短评打分': 5}
{'短评内容': '客房不错，早餐不够好！不过我下次还会再次入住本酒店。', '短评打分': 5}
{'短评内容': '在湖州的市中心，去走走很方便。几个朋友一起去的，大家都很满意。', '短评打分': 5}
{'短评内容': '酒店位于繁华地段，交通购物方便。性价比高，，酒店设施陈旧，环境卫生较好，', '短评打分': 5}
{'短评内容': '房间灯光有点暗，设施陈旧但看得出质量不错，床比较小。晚上住着不是太吵（很多酒店隔音效果都很差，这里算一般）。在市中心，地理位置很好，吃饭打车都很方便，对面就是个商业休闲区。', '短评打分': 5}
{'短评内容': '\n性价比绝佳。\n边上的周生生馄饨好吃\n很好的酒店，酒店后面的停车场免费停车过夜的（先付钱，结账时前台退的），这个价位很便宜啦，早餐可以接受。\n位置在市中心，停好车就去做事啦\n', '短评打分': 5}
{'短评内容': '很好的酒店，酒店后面的停车场免费停车过夜的（先付钱，结账时前台退的），这个价位很便宜啦，早餐可以接受。\n位置在市中心，停好车就去做事啦', '短评打分': 5}
{'短评内容': '住宿地方交通购物方便，卫生条件较好，设施有点旧，早餐较丰富', '短评打分': 5}
{'短评内容': '地段不错，在市中心，很方便。下次还会选择的。服务也好。', '短评打分': 5}
{'短评内容': ' 房间还可以.地理位置在中心.旁边有吃有玩.总体可以', '短评打分': 5}
{'短评内容': '位处繁华的红旗路，出行购物较方便，内部设施有点陈旧，卫生较好，早餐自助餐还不错，水果较单一，性价比高。', '短评打分': 5}
{'短评内容': '整体不错，就是上网怪麻烦的！', '短评打分': 3}
{'短评内容': '市中心，挺方便的。房间里装修有点陈旧。浴室龙头不太好。', '短评打分': 5}
{'短评内容': '房间干净，服务态度好，只是前台客人多时显得手忙脚乱', '短评打分': 5}
{'短评内容': '酒店位置和设施都很好，值得推荐！应该是3-4星的标准吧', '短评打分': 5}
{'短评内容': '建议选择11楼以上的豪华间，设施好，比较安静，周边小吃多。唯一不足的是门前的马路太闹了，停车不方便', '短评打分': 5}
{'短评内容': '交通方便，边上就是购物中心，住宿环境卫生，但是晚上有点吵，隔音效果差，早餐有点简单，去年的早餐丰富些，', '短评打分': 5}
{'短评内容': '还不错，挺干净的，就是设备老了点，女朋友倒是挺满意的', '短评打分': 5}
{'短评内容': '房间内电源太少了，手机充电时就不能看电视了。借个吹风机还要另收押金，第一次碰到这样的。不过价格倒是在湖州算便宜了，早餐还比较丰富。', '短评打分': 3}
{'短评内容': '总体感觉，，三星也就这样了，，房间电话打了从大副到房务中心，，没一个接的。check in的时候服务员可以说是面无表情，好不容易打通了叫餐的电话，居然叫我等一下然后直接挂了，接电话的时候缺少敬语，酒店说明里房务中心的号码还是错的，也不知道三星复评的时候是不是有猫腻，这也能通过复评？', '短评打分': 1}
{'短评内容': '酒店设施比较陈旧，是个老酒店了，位置非常好，市中心，总体的来说这个价格这个酒店不错了。', '短评打分': 5}
{'短评内容': '不错，地点、卫生、服务都还可以。还准备了剪刀、尺子、胶带等文具，虽然没有用到，但是觉得蛮体贴。', '短评打分': 5}
{'短评内容': '装修可能是有点陈旧落伍，但其它还是不错的，感觉也比较卫生的。价格也比较合适。\n另外，我感觉网速比较快！ ', '短评打分': 5}
{'短评内容': '地理位置还不错，就是停车过夜要20元，酒店的环境也还可以。', '短评打分': 5}
{'短评内容': '性价比较高，整洁，只是电梯较慢，要等很长时间', '短评打分': 5}
{'短评内容': '酒店不错。感觉挺好。两年前住过。我喜欢的是在市中心。很方便。周围有很多点。这次国庆去住，街上更是热闹。周生记得馄饨又吃了一次。好吃。', '短评打分': 5}
{'短评内容': '酒店设施虽然陈旧，但是卫生状况很好。门口有周生记，馄饨的味道还不错。湖州400元以下挑来挑去只有这家了', '短评打分': 5}
{'短评内容': '住的是豪华标准间11F，以为有电脑结果没有的，服务员比较瞎，早上在睡觉居然自己开门进来。。。交通算便利，周围有点吵', '短评打分': 5}
{'短评内容': '感觉一般啊，早餐一般，房间一般，不过还挺干净的', '短评打分': 3}
{'短评内容': '地处湖州市中心打车也比较方便，周围各种消费档次餐饮都能找到。早餐还可以品种不够丰富。房间装修交新对得起这个价格。', '短评打分': 5}
{'短评内容': '条件还不错，服务也可以', '短评打分': 3}
{'短评内容': '整体感觉不错，价格实惠，房间内还算干净，周围吃饭的地方很多。\n周围有新的商业圈，吃过饭可以在里面散散步，还是不错的。', '短评打分': 5}
{'短评内容': '湖洲4星很少,国际酒店有点偏贵,三星也不多, 但是价钱比其他地方也偏贵,这家还行.在湖州随便住住没问题的.', '短评打分': 5}
{'短评内容': ' 还行', '短评打分': 3}
{'短评内容': '客房是新装修的，家具和电视都更新了，感觉很舒服，房间的卫生比较干净，就是还有一些装修的气味，总体上很满意。', '短评打分': 5}
{'短评内容': '酒店环境不错，很干净，地理位置好，就是酒店内走廊太窄了，走起来有点压抑！', '短评打分': 3}
{'短评内容': '酒店挺干净的，服务员态度挺好的，是老牌的酒店了，很亲切，晚上很安静，还可以看到湖景，位于市中心地段，交通方便，边上有湖滨公园，附近是商业区，晚上还可以去公园悠闲地喝杯茶，和朋友聊天，聊累了便可回酒店休息。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '湖州地区比较好的酒店了~性价比超高！！！周边环境太嘈杂，地下车库是立体车库面，酒店早餐不错，不过餐厅环境相当好！', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '九点位置优越，在中心区这样的性价比，是优先选择的酒店。唯一就是立体停车库，取、停车比较繁琐。', '短评打分': 5}
{'短评内容': '服务很不错，房间干净舒适，在市中心，周边吃的地方很多，下次有机会到湖州还会再入住这里', '短评打分': 3}
{'短评内容': '性价比较高，地理位置较偏，不过有车族和出差的人很合宜\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '卫生，硬件，位置都ok。\n就是洗手间的设置有点问题，洗完澡整个地面全是水。\n早餐也还行，饮料差了点。', '短评打分': 5}
{'短评内容': '好，睡得踏实，干净。下次还选这个酒店 。', '短评打分': 5}
{'短评内容': '还不错  很干净 房间也很大 价格适中  值得住一下', '短评打分': 5}
{'短评内容': '房间里的设施还行，不过就是看上去有点旧。', '短评打分': 5}
{'短评内容': '临近市中心，交通和逛街都比较方便,其他一般', '短评打分': 5}
{'短评内容': '干净，宽敞舒适，空调什么都很好，豪华单间里面设施很齐全，早餐也很好，性价比优越', '短评打分': 5}
{'短评内容': '不错，感觉挺干净，特别是空调，冷风给力。早餐品种也很多，挺超值的', '短评打分': 5}
{'短评内容': '不错，卫生条件可以，临近银泰商业区，交通便利，出行方便', '短评打分': 5}
{'短评内容': '地理位置方便！就是停车要到红旗那头开过才能进车库！', '短评打分': 5}
{'短评内容': '位置绝佳，有自己的停车场，就是进去要绕一下。有早餐，还可以接受，有水果。性价比是不错的', '短评打分': 5}
{'短评内容': '中规中距的三星，服务不错。出行很方便!下次还会入住', '短评打分': 5}
{'短评内容': '地段虽然比较好，但是周围环境太吵太脏太乱,电视机不太好。', '短评打分': 1}
{'短评内容': '酒店地理位置优越，交通方便，逛街方便，住宿条件较好，早餐种类较多很好，', '短评打分': 5}
{'短评内容': '还干净，设备也基本有，不过估计因为建的时间比较久，有点陈旧感，浴室居然是浴缸。。。没有吹风机，要问工作人员拿。位置很好，隔音也可以。', '短评打分': 5}
{'短评内容': '还可以吧，早饭有点差，位于市中心，很方便', '短评打分': 5}
{'短评内容': '地处市中心，房间设施也比较新，早餐品种不多，但房价较便宜，不错', '短评打分': 5}
{'短评内容': '这酒店还不错，性价比挺好，下次还会考虑住', '短评打分': 5}
{'短评内容': '在市中心很方便 ,就是早餐品种太少,性价比较不错。', '短评打分': 5}
{'短评内容': '就在市中心很方便  就是早餐品种太少。。。。。。', '短评打分': 5}
{'短评内容': '不错,地处市中心,交通方便,早餐很一般,能改善下就更好了 \n', '短评打分': 5}
{'短评内容': '酒店设施还是不错的。房间里面东西齐全。\n电视也不错，晚上正好看欧冠', '短评打分': 5}
{'短评内容': '干净清爽，离爱山很近，要有无线网络和早餐水果就好了', '短评打分': 5}
{'短评内容': '我住的是豪华单人间，空调和早餐不怎么样，其他可以。', '短评打分': 5}
{'短评内容': '不错,地处市中心,交通方便,早餐很一般,能改善下就更好了', '短评打分': 5}
{'短评内容': '很不错,位置就在市中心,出行购物方便面,房间也不错,很满意', '短评打分': 5}
{'短评内容': '不错,交通方便,周围商场超市什么的很多,就是早餐比较一般.', '短评打分': 5}
{'短评内容': '房间给人一种比较温暖的感觉，床和被子很舒服，软软的。总体来说，房间的性价比还是蛮高的。 ', '短评打分': 5}
{'短评内容': '酒店位置很好在市中心出行方便,房间也不错,就是早餐品种太少了,而且没到结束时间很多东西就没有了.', '短评打分': 5}
{'短评内容': '性价比很好的酒店 大堂一般 但房间环境、地理位置都很好 下次还要入住', '短评打分': 5}
{'短评内容': 'Fangjiansheshiyouxiechenjiu,zaocantinghaode.', '短评打分': 5}
{'短评内容': '在当地的酒店看看还算不错！就是楼下的环境差了点，停车不方便', '短评打分': 5}
{'短评内容': '总体感觉不错，离市区繁华地带仅一步之遥，但酒店设施较陈旧。不过电话可以免费畅打，值得推荐，建议打扫卫生的人员不要自行进入打扫卫生，未退房随意进入房间总有些安全隐患！', '短评打分': 5}
{'短评内容': '房间内很干净，但就是设施一般。空调很好用。', '短评打分': 5}
{'短评内容': '不错的酒店，房间很暖，离浙北商业中心步行只要5分钟。\n早餐非常不错。', '短评打分': 5}
{'短评内容': '交通便利，环境还不错。', '短评打分': 3}
{'短评内容': '还可以。一般，空调有声音，有点吵。', '短评打分': 3}
{'短评内容': ' 酒店就在市中心，非常方便，房间里面也很干净，设施不错，下次还会选择。', '短评打分': 3}
{'短评内容': '酒店位置在市中心红旗路，附近有老字号周生记、丁莲芳。房间设置还不错，性价比较高。', '短评打分': 5}
{'短评内容': '房间很干净，空气不错。卫生设施有点旧，不过总体感觉很舒服', '短评打分': 5}
{'短评内容': ' 大堂和电梯装修还好。房间空调很暖和，洗澡水压够大。不足之处是床不够大而且有点旧，房间隔音太差。', '短评打分': 3}
{'短评内容': '老公和小叔去住的，还不错，很舒适，这个价格还是很值得的。', '短评打分': 5}
{'短评内容': '酒店周边环境还不错，购物逛街方便，酒店设施有点旧，不过卫生服务还不错，早餐是自助，种类较多，但水果较单一。总的来说性价比还是不错的', '短评打分': 5}
{'短评内容': '我是2011年1月8日入住该酒店的，酒店周边环境还不错，购物逛街方便，酒店设施有点旧，不过卫生服务还不错，早餐是自助，种类较多，但水果较单一。总的来说性价比还是不错的。', '短评打分': 5}
{'短评内容': '房有所值！', '短评打分': 3}
{'短评内容': '豪华单人间确实不错，设施也挺新的，下次来还住。\n就是早餐有点差，东西太少', '短评打分': 5}
{'短评内容': '不错的，挺好，以后大家可以去住。意见为什么要写那么多字呢', '短评打分': 5}
{'短评内容': '不错，酒店不错，挺舒服的，位置也不错，打车也比较方便', '短评打分': 5}
{'短评内容': '很干净的酒店,每次来都会入住', '短评打分': 3}
{'短评内容': '酒店各项设施都挺新的，应该是新装修不久，就是早餐品种稍微少了些。', '短评打分': 5}
{'短评内容': '虽然设备有点旧，床很硬，空调好像不太好，但是在湖州还是算很不错的了。环境很干净，服务态度好，下次还会选择的', '短评打分': 5}
{'短评内容': '地点好，停车位较少，大堂门口是手机店，房间还干净，就是没有惊喜的3星', '短评打分': 5}
{'短评内容': '简约的装修，回归到90年代末中规中矩的酒店', '短评打分': 5}
{'短评内容': '豪标很新,房间很干净还有电脑。就是网速有点慢', '短评打分': 3}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '在市内比较繁华的地方，房间内的环境一般。性价比还可以', '短评打分': 5}
{'短评内容': '门口红旗路为单行线，开车进出不太方便。设施比较陈旧，地段还是湖州市中心，吃行还是比较方便。', '短评打分': 5}
{'短评内容': '早餐很是一般啊。停车可以报销的。床垫不是很好，有点软了，可能是使用时间有点长了。', '短评打分': 5}
{'短评内容': '在市中心，前面的红旗路是单行道，找入口有点麻烦。早餐不错，周边也有吃的，丁莲香的小吃不错。房间隔音不太好。', '短评打分': 5}
{'短评内容': '在湖州市中心，基地里位置很好，服务也不错', '短评打分': 5}
{'短评内容': '酒店地理位置不错，就在市中心，出门很方便。房间挺干净的，性价比不错。', '短评打分': 3}
{'短评内容': '不错的酒店，入住当晚还在他们的饭店用的餐，地理位置也很方便，晚上出门随便逛逛都很方便。\r\n\r\n就是去的时候停车场在修，费了一点时间。', '短评打分': 5}
{'短评内容': '感觉还不错，我们住的房间安静，睡的比较舒服，就是电视机不太好。', '短评打分': 5}
{'短评内容': 'bucuode tinghaode dajiaquzhuba', '短评打分': 5}
{'短评内容': '地段虽然比较好，但是周围环境太吵太脏太乱', '短评打分': 1}
{'短评内容': '+干净实惠性价比高交通方便就是早餐一般', '短评打分': 5}
{'短评内容': '位置不错，可惜门口那条红旗路是单行道，有点不太方便！设施有点点旧了！不过其他都不错，值得推荐的一个酒店！', '短评打分': 5}
{'短评内容': '还不错地点也好，早餐的粥蛮不错的。性价比还可以。', '短评打分': 5}
{'短评内容': '地理位置不错，酒店内设施一般。                 ', '短评打分': 1}
{'短评内容': '当我置身于繁华的街巷当中 就知道这家是订对了 红旗路是全湖州的主干道 商业也都在这里 出行很方便 酒店干净整洁 豪华标间配有电脑和免费宽带 房间比较大还有太阳 真是缓和舒适 早餐有多种选择 但是ms每天是一样的 所以第二天就吃腻了 有一点点不爽的是 我们晚上不到8点去2楼的中餐厅吃饭 被前台冷冰冰的告知已经下班了 可是房间的服务指南上写的明明是8点半结束营业 再有就是早餐券是每天送到房间的 大家要', '短评打分': 5}
{'短评内容': '地理位置非常好，市中心，周边繁华，硬件设施较一般，但很齐全，卫生条件较好，性价比不错。', '短评打分': 5}
{'短评内容': '整体很不错', '短评打分': 5}
{'短评内容': '外面有点吵闹,但是一边是繁华区,一边是河边!门口道路不宽,人多,开车的要小心!', '短评打分': 5}
{'短评内容': '环境及设施尚可，虽然是一家老的宾馆，但服务和房间里的设施均保持完善。', '短评打分': 3}
{'短评内容': '总的来说还可以，环境优雅，装修一般，设备稍微有点老了\r\n不过还是推荐一下，毕竟是老牌酒店', '短评打分': 3}
{'短评内容': '老牌酒店，性价比OK\r\n环境优雅，老店新装的感觉', '短评打分': 5}
{'短评内容': '设施和环境尚不错', '短评打分': 5}
{'短评内容': '这个酒店是我十几年前的一个情结，但现在感觉差强人意。', '短评打分': 1}
{'短评内容': '除了酒店位置还不错，早餐还可以，其他就差强人意了。', '短评打分': 1}
{'短评内容': '汽车进入酒店的门比较难找，马路又是单行道，比较不方便。建议汽车入口标志明显一些。', '短评打分': 5}
{'短评内容': '早餐一般，床一般。', '短评打分': 5}
{'短评内容': '名副其实的三星级。停车虽有所不便，但管理员态度极好，足以弥补。在湖州用餐，建议在该宾馆，清蒸白水鱼堪称绝品。\r\n湖州总体上是个服务业水准有欠缺的城市，有此认识，就会觉得湖州大厦实为性价比极佳的选择。', '短评打分': 5}
{'短评内容': '尽量选择较高的新装修的楼层.\n', '短评打分': 5}
{'短评内容': '位置在最繁华的商业街，但靠马路太近了，朝北的房间吵。但对商务出差，这个价位和如家，莫泰168一样绝对有竞争力。另外湖州的莲花庄公园和飞英塔公园都是免费的，给人的感觉很棒。都是古迹呀，南浔动不动那点破地方就上百~~', '短评打分': 5}
{'短评内容': '还不错，环境挺好，干净，就是停车有点麻烦，是立体车库。', '短评打分': 5}
{'短评内容': '停车库比较麻烦，不过还算自动化，就是如果很多车要进要出的话，要等一下。停好车之后再去车上拿东西的时候也是比较麻烦。\r\n其他就马马虎虎了。空调漏水，很快就来修好了。', '短评打分': 5}
{'短评内容': '还是非常不错的，在这个价位上，干净，方便', '短评打分': 5}
{'短评内容': '位于是市中心的繁华地段，比较方便，不足的是酒店过于老旧，房间设施有点老，性价比还不错。', '短评打分': 5}
{'短评内容': '干干净净，但要注意一定要住高楼层新装修的房间，餐厅也是价廉物美，位置在湖州最热闹的红旗路上。', '短评打分': 5}
{'短评内容': '中心位置，出门方便', '短评打分': 3}
{'短评内容': '房间还是很舒适的，位置极佳。', '短评打分': 5}
{'短评内容': '一般般吧，早餐不是很丰盛', '短评打分': 5}
{'短评内容': '还不错，帮朋友订的！', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '地段比较中心，出门方便', '短评打分': 5}
{'短评内容': '都很不错，就是停车麻烦一点', '短评打分': 3}
{'短评内容': '地理位置太繁华，以至于门口经常堵车，停车场太小，不是很方便，而且要先付费，结账时再退，有点麻烦，服务很好', '短评打分': 5}
{'短评内容': '床很大，很舒适', '短评打分': 5}
{'短评内容': '环境不错，交通也便利，性价比可以', '短评打分': 5}
{'短评内容': '不错，推荐！', '短评打分': 3}
{'短评内容': '性价比很高！', '短评打分': 5}
{'短评内容': '结账和入住手续办理非常快。', '短评打分': 5}
{'短评内容': '其他方面都是不错的，就是有些吵.', '短评打分': 5}
{'短评内容': '酒店房间设置比较老，早餐很一般，性价比较高，单纯住宿不错！', '短评打分': 5}
{'短评内容': '还可以的！', '短评打分': 3}
{'短评内容': '很不错，还会入住', '短评打分': 5}
{'短评内容': '高性价比 干净卫生 位置好 早餐一般', '短评打分': 5}
{'短评内容': '酒店有些老，总的来说还可以的.', '短评打分': 5}
{'短评内容': '入住日期：2010/3/29~31\r\n1，性价比算比较高\r\n2，中心地带，方便\r\n3，早餐品种不算多\r\n', '短评打分': 5}
{'短评内容': '几乎每次去都住那,比较方便\r\n\r\n', '短评打分': 5}
{'短评内容': '几乎每次去都住那,比较方便', '短评打分': 3}
{'短评内容': '总体来说还是不错的,比较舒服', '短评打分': 5}
{'短评内容': '位置非常好，大堂、外面都很气派，房间实在是太落伍了，不过卧具都很舒适，就这个价位而言，还过得去。', '短评打分': 5}
{'短评内容': '对得起180元的价钱，但对不起3星的牌子，赫赫，乃自费住店的不二之选', '短评打分': 3}
{'短评内容': '闹中取静的高性价比酒店，尤其是靠近河道这边的房间比较安静，但酒店翻新的痕迹比较明显，显然是酒店老板在装修费用上，抠门的结果，赫赫。停车20元（住一晚算你停了2天），第二天前台结账时可以找酒店报销。', '短评打分': 5}
{'短评内容': '住了两晚。感觉不错。以后还会住，', '短评打分': 5}
{'短评内容': '酒店位置不错！我已经多次入住该酒店，但不知道为什么该酒店一直没有重新装修（本次入住9楼919和920房间，其他楼层不清楚，也许其他楼层已经装修过），所以十几年来，设施已经陈旧落后，中央空调几乎没什么效果，想在橱柜里多找条被子也没有。总之，感觉越来越差，希望该酒店尽快装修！', '短评打分': 1}
{'短评内容': '还可以的酒店，不过门口是单行道，车子进出来要绕道。\r\n\r\n最好的是全国长途免费打，方便差旅人士。', '短评打分': 5}
{'短评内容': '地处闹市区，周围设施比较齐全\r\n酒店所在的餐厅生意比较好，吃饭要赶早', '短评打分': 5}
{'短评内容': '性价比好，早点也不错。', '短评打分': 5}
{'短评内容': '交通方便,自助餐再丰富点就更好了.', '短评打分': 5}
{'短评内容': '感觉早餐不怎么丰盛,房间隔音效果差些,不过在湖州,这家酒店还是不错的', '短评打分': 5}
{'短评内容': '卫生有待提高！特别是毛巾消毒！', '短评打分': 5}
{'短评内容': '态度决定一切！服务态度很赞！', '短评打分': 3}
{'短评内容': '除了宽带有时上不去，其他无可挑剔，要是有24小时送餐就好了！', '短评打分': 3}
{'短评内容': '服务还好，不过年轻的8090后态度绝对不如年长一些的服务员有亲和力，另外宽带要抢，他们只有130个端口，也就是当他们的入住率接近90%,且所有住客都上网的时候，你就有可能得不到路由分配的地址，所有都让人满意的酒店，唯独这条不足！要是给打折，我就用自己的无线宽带算了！', '短评打分': 3}
{'短评内容': '酒店的客房服务员让人感觉很亲切，态度也认真。总台的也还可以，不足之处就是免费的早餐总是重复，我在那住了一星期，就没怎么换种类。不过中餐晚餐比较可口，收费也合理。另外中央空调让我在寒冬之际非常温暖，基本背心裤头和，有时还得开会儿窗户。要是有泳池和健身房就更棒了，地理位置极好，比较适合常驻，特别是现在有长途随意打不收费，我这周去参加浙江矿业协会年会，还会住湖州大厦！', '短评打分': 5}
{'短评内容': '酒店房间还是比较干净舒适的,人员服务也蛮热情周到的,离市区也蛮近的,性价比还不错.', '短评打分': 3}
{'短评内容': '挺不错的商务酒店，很温馨', '短评打分': 5}
{'短评内容': '由于工作的关系，十几年来我前后住过湖州十多个宾馆。经比较近期我几乎都选住湖州大厦，主要原因是性价比高，并且早餐颇佳，卫浴上下水管道很畅。', '短评打分': 3}
{'短评内容': '感觉越来越温馨了，特别是前台的退房，非常信任你！', '短评打分': 5}
{'短评内容': '由于工作的关系，十几年来我前后住过湖州十多个宾馆。经比较近期我几乎都选住湖州大厦，主要原因是性价比高，并且早餐颇佳，卫浴上下水管道很畅。', '短评打分': 5}
{'短评内容': '价格高了一点，另外外面施工的太吵了！', '短评打分': 5}
{'短评内容': '我喜欢湖州大厦的沐浴露,有薰衣草的味道.只是这次我还没有退房,服务员就来换床单了,不知道是什么原因,很奇怪.我从外面回来发现整个房间灰雾沉沉,服务员正在换床单.', '短评打分': 5}
{'短评内容': '位置好,性价比高.特别是卫生间很干净,设施好象都是新的.台盆及面版质量不错.有咖啡和纯净水赠饮,很温馨.下次会住.', '短评打分': 5}
{'短评内容': '两个人一起住宿，竟然都要身份证。。说是查的严，还特地要我们去派出所开证明，住了那么多酒店第一次遇到', '短评打分': 1}
{'短评内容': '有煎鸡蛋了么', '短评打分': 5}
{'短评内容': '估计是1楼租金很贵，所以都租掉了；开房间的前台服务员笨笨的，退房的服务员很干练，相差很大，早餐环境应该是同价位最好的，就是好像没有现煎鸡蛋；其他还可以。', '短评打分': 5}
{'短评内容': '宾馆靠河的那边在建造楼房,晚上有些吵,其他的都很不错,有丰富的早餐,可以免费打电话和上网,我比较满意.', '短评打分': 5}
{'短评内容': '酒店的位置不错，价格合适，硬件配备和环境都比较不错，我们挺满意的，服务也挺到位的。', '短评打分': 3}
{'短评内容': '这次我住的邻街的房间，开窗睡觉有些吵，其他的感觉都不错', '短评打分': 5}
{'短评内容': '酒店整体感觉很好，卫生服务都很好，交通方便，性价比比较高的。', '短评打分': 3}
{'短评内容': '房间很舒适 早餐也不错', '短评打分': 5}
{'短评内容': '周边环境不太好,吃饭找不到地只有一些小地没有大的餐饮场所,酒店的内部设施还可以,服务很一般.', '短评打分': 3}
{'短评内容': '交通方便，周边生活设施较全面，早餐需改进。', '短评打分': 5}
{'短评内容': '服务和性价比非常好，就是早餐有待提高', '短评打分': 5}
{'短评内容': '新装的房间很干净，还带电脑，价格蛮实惠的，就是早餐有点马马虎虎！', '短评打分': 5}
{'短评内容': '酒店的环境不错，服务也挺好的，《但前台个别服务员，对业务不太熟练，太粗心了，后来还是前台的领班解决了问题》设施完善，而且酒店在市中心，交通方便，还是推荐给朋友入住。', '短评打分': 5}
{'短评内容': '各个方面都不错；就是价格方面折扣有些偏高；如果能再优惠一些就更好了；', '短评打分': 5}
{'短评内容': '整体感觉不错，挺舒适的，环境也很好', '短评打分': 5}
{'短评内容': '酒店的性价比不错，算是价廉物美，而且房间干净，硬件方面也不错，交通挺方便的。', '短评打分': 5}
{'短评内容': '酒店的环境不错，服务也挺好的，设施完善，而且酒店在市中心，交通方便，就是隔音不太好，有点吵。', '短评打分': 5}
