{'descr': '服务好，房间时尚', 'star': 5}
{'descr': '和其他门店基本一样,服务员更亲切一些.另外地理位置不错,紧贴运河,停车场也够大.', 'star': 3}
{'descr': '酒店位于离市区有一段距离，但是很适合休息。这次订了个行政房 挺适合朋友一起小聚的。境外卫星电视，这点非常好。虽然平时比较喜欢上网。还有无线网络。总体来说不错，蛮方便的。', 'star': 5}
{'descr': '在运河边，地点很好，离何园很近。酒店的设施很新，装璜如星级酒店，这也是最大的一家莫泰店。员工素质也很好，有礼貌，只是前台较小，定房、退房要排队，有点烦。', 'star': 5}
{'descr': '很不错。经常去的。房间很好环境也很好。交通方便。就是外面景观一般。。\n不过这次空调遥控器不是很好，希望能改善一下。', 'star': 5}
{'descr': '整洁舒适,不错!', 'star': 3}
{'descr': '琼花大厦，很美。\n新装修的，走廊里还有些装修的气味。\n房间布置的很温馨，有家的感觉。卫生间也很好。\n预定的家庭房，一个大床1.8米，一个小床1.2米。\n对家庭出游来说，很实惠。一间家庭房208元/晚。\n因为是新装修的，所以设施设备都很新。卫生间的垃圾桶和卫生纸位置设置的不太人性化，用纸的话，需要回头伸长手臂才能拉大。对孩子来说，有点费劲。', 'star': 5}
{'descr': '房间很大，很干净，唯一不足的是窗户开下来后的景色不是很雅观，全是矮破的民房，呵呵', 'star': 5}
{'descr': '老的建筑，新的装修，还可以的。可以偶尔住住。', 'star': 5}
{'descr': '环境很不错，住过很多次了。是我住过的几家莫泰中最好的。\n', 'star': 5}
{'descr': '总体非常不错。地点在古运河边，房间内就能看到运河景色。从大堂经理到普通清洁员都很热情。房间布置合理，干净整洁。下次来扬州肯定还会住这里的。', 'star': 5}
{'descr': '很温馨的房间，装饰风格很有特色，跃层房间接待朋友也很方便，喜欢', 'star': 5}
{'descr': '不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '环境很不错，住过很多次了。\n是我住过的几家莫泰中最好的。', 'star': 5}
{'descr': '价格到位，服务热情，配套也不错，周围景点娱乐场所多', 'star': 5}
{'descr': '住了好多次了，性价比高，一如既往的好评，推荐入住', 'star': 5}
{'descr': '环境很好，空间够大，房间干净清爽，硬件配套不错，服务人员也很热情', 'star': 5}
{'descr': '朋友推荐的，果然很大很不错。住的套间，设施不错。不足的是餐厅质量实在有待提高。', 'star': 5}
{'descr': '酒店环境很好，入住比较舒适，酒店较大，服务人员很热情、周到。', 'star': 5}
{'descr': '停车场很大，楼下有个可的，离何园很近，位置算是在城外了。住的是三人间，还行，在同类酒店中算是中等了。', 'star': 5}
{'descr': '从开发区打车过来要40元左右。不过周围环境还不错的。到各个景点都很近。', 'star': 5}
{'descr': '还不错的酒店吧。旁边就是古运河，晚上出去走走还蛮惬意的', 'star': 5}
{'descr': '不错，服务很热情', 'star': 3}
{'descr': '地点不方便，位置比较偏，周边没有什么吃的和逛的。前台的服务实在不敢恭维，一个胖妹服务员不冷不热的。房间也确实比较小，但胜在还比较干净。没有网络，本来订了4天，结果没有网络，一天就退了。', 'star': 1}
{'descr': '住的14楼家庭房，橘色的墙壁超温馨，很有家的感觉~ 电视能够收到TVB，同学超开心一直嚷着要留下看电视。走廊铺着厚厚的地毯，玩了一天超累的时候走上去好舒服~~ 隔音效果不错，可以看到扬州一部分夜景。虽然周围有点荒，但是楼下有便利店，走五分钟可以到公交站台，离何园，1912都很近，步行即可~ 下次去扬州还会住哦！；）', 'star': 5}
{'descr': '清洁、卫生、舒适…', 'star': 3}
{'descr': '房间略小，其他感觉还不错，位置稍微偏了一点', 'star': 5}
{'descr': '服务非常好,房间也大,尤其家庭房,卫生间干净。', 'star': 3}
{'descr': '环境还不错 挺安静的 就是被子的面料不太舒服', 'star': 5}
{'descr': '虽然是经济型酒店，但是挺安静的，睡得很好。下次还会去。', 'star': 5}
{'descr': '酒店工作人员的态度都很棒，房间干净整洁，就是窗户望出去的风景稍差，交通也比较方便。', 'star': 5}
{'descr': '很不错，服务很好，从门口保安到前台到楼上的清洁人员都很热情。', 'star': 5}
{'descr': '房间很不错!', 'star': 3}
{'descr': '非常好，干净', 'star': 3}
{'descr': '酒店位置很好就在市中心 房间也很干净  值得推荐', 'star': 5}
{'descr': '一般，前台服务差。', 'star': 3}
{'descr': '这家酒店很不错，服务很好，卫生干净，地理位置也还可以，反正扬州不大。住的是家庭房，虽然不是套件，但房间还挺大。总体比其他经济型酒店档次要高些。', 'star': 5}
{'descr': '房间比大坪店的小一点，不过 橡树林确实不错……', 'star': 5}
{'descr': '酒店整体来说还不错，，蛮干净的，服务也很好.\n房间太小，房门不太隔音。商务大床太硬，不过再加床被子就好了。', 'star': 5}
{'descr': '酒店环境不错，出行方便。房间设施也较新。\n房间稍小，没地方放行李。', 'star': 5}
{'descr': '入住的是行政房，酒店位置不错，离景点都不算太远。房内各设施也很干净，服务人员也很热心。下次来扬州的首选。', 'star': 5}
{'descr': '房间很小，卫生间更小。商务大床的床垫及其不舒服，不但小而且还清楚的感觉到每根弹簧的具体位置。房间不是隔音不好，而是基本没有隔音，凌晨4点左右被楼下（住在15层）得狗叫声吵醒，狗叫了很久，基本就没有再睡。隔壁的房客出门，我们都能清楚的听到。性价比及其不高，只值100——150元。', 'star': 1}
{'descr': '房间内饰什么都不错，挺干净的。但入住时告知我没有大床房了，要+32元换成数码房带电脑的，换了后发现用自己电脑无法上网打电话要求找人来看一下，结果一等就是1个多小时仍没有人来，打了几次电话催，回复我马上就找人来看。由于有事要办实在等不了了，气愤啊，这钱加的。。。。', 'star': 5}
{'descr': '环境还不错，服务态度也还可以，就是浴室小了点。', 'star': 3}
{'descr': '酒店整体来说还不错，外面看过去很高，蛮干净的，服务也很好，特别是酒店推荐的足浴店真的很不错，西津足道68元一位，酒店推荐还优惠10元一人。酒店房间价格稍微高了一些，没办法是节假日吗。', 'star': 5}
{'descr': '感觉不错，离何园和卢氏古祠很近，夜晚能俯视古运河，夜景很美。', 'star': 5}
{'descr': '酒店的装修风格我很喜欢    但是房间太小了   早餐也相当难吃', 'star': 1}
{'descr': '  房间布局合理，非常适合家庭入住，设备较新，服务也不错。', 'star': 3}
{'descr': '很不错的酒店,以后一定还会去.服务好,餐厅菜品口味也还行', 'star': 5}
{'descr': '酒店停车很方便，客服人员态度也非常好。\n住在11楼，在房间就能看到1912和大运河，夜景很不错。\n离国庆路老街也不是很远。\n卫生间的热水不小，洗澡蛮舒服的。\n就是房间和毛巾都没有一年前住的那么新了。', 'star': 5}
{'descr': ' 房间温馨，就是有点小', 'star': 3}
{'descr': '一直很喜欢橡树林的风格，到重庆每次都入住橡树林，罗马假日店很安静，服务也很不错。', 'star': 5}
{'descr': '很不错的酒店，服务热情专业。位置闹中取静，就在运河边上。去何园、卢氏盐宅、1912只需步行，去其它景点也不远。酒店有自己的停车场，很方便。\n很不好意思，刚才点错了推荐，只能重发。', 'star': 5}
{'descr': '很不错的酒店，服务热情专业。位置闹中取静，就在运河边上。去何园、卢氏盐宅、1912只需步行，去其它景点也不远。酒店有自己的停车场，很方便。', 'star': 1}
{'descr': '交通方便 里何园很近 附近就是古运河和1912街区 早上可步行去卢氏盐祠\n服务人员主动问好 房间很新 \n', 'star': 5}
{'descr': '服务很周到，工作人员随时见到客人都会打招呼，很亲切，房间设施也很干净，很温馨', 'star': 5}
{'descr': '不知道为什么春节扬州特别多人，所以这个酒店的价格将近平时的两倍。不过行政房还是很好的，有两间，这样比较适合家庭三个人入住的酒店确实比较少了。很实用。就是窗户不够大，看运河不爽。但是其他配套的都是一般连锁酒店的标准吧。\n管前台要网线的时候，态度小恶劣（不知道是不是因为自己不太习惯江南口音和表达习惯，人家可能本身不是很恶劣）。另外就是因为入住和退房的时候人比较多，前台电脑还有问题，服务员忙不过来，等了', 'star': 5}
{'descr': '房间还是比较小啊！', 'star': 3}
{'descr': '酒店很温馨,就是房间太小', 'star': 3}
{'descr': '服务非常好,环境也不错,硬件设施也不错,值得推荐', 'star': 5}
{'descr': '酒店不大但布置很温馨，旁边还有电影院，很适合情侣入住。', 'star': 5}
{'descr': ' 酒店非常不错，有宾至如归的感觉，推荐各位去扬州游玩的朋友入住。', 'star': 5}
{'descr': '那天是先订的重庆星宇酒店，酒店说房间没有，要等打扫卫生后才有，忽悠我们等了一个小时后，还要我们接着等，前台服务态度实在糟糕，取消订单转到这里，前台非常客气，马上就办理好了，感觉挺舒服的，酒店环境不错，很舒服。', 'star': 5}
{'descr': '风格很喜欢，欧洲的田园风格，但是格局有点小。服务也不错\n', 'star': 5}
{'descr': '相当干净的酒店,地理位置也方便,家庭房大小也不错,反正相当满意', 'star': 5}
{'descr': '很好，离我要参加考试的地方很近，晚上比较安静，且早餐不错，推荐', 'star': 5}
{'descr': '我们一行从南京到扬州，在南京住的是桔子，由于扬州没有桔子选择了莫泰（琼花），没想到莫泰（琼花）有星级酒店的感觉，比南京的桔子还好，房价也较合理，是住过的莫泰中最好的。值得推荐！\n', 'star': 5}
{'descr': '重庆成都都住过。挺好的，尤其重庆这家，位置很安静，但是离景区比较远', 'star': 5}
{'descr': '真的很不错\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000\u3000建议大家去', 'star': 5}
{'descr': '人员服务很热情,而且对房间装修装潢很喜欢,价格也非常实惠,只是酒店离市中心稍微有点远', 'star': 5}
{'descr': '很奇怪的酒店。。朝向好的.对风景的都给外国人..朝里面的无风景的给大陆人...这么莫名???', 'star': 1}
{'descr': '没有正规的大堂,门口出租车没有地方停,入住率不高,所以门口没有等候的出租车!!!!!!!!!!', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
