{'短评内容': '嗯呢', '短评打分': 5}
{'短评内容': '各方面都很好，唯一不足是客房没有无线上网！', '短评打分': 5}
{'短评内容': '地铁出口交通便利，离会展很近，下次仍入住', '短评打分': 5}
{'短评内容': '房间很安静，交通方便，出门就是地铁。楼下就是茶歺厅。下次还会考虑入住哦', '短评打分': 5}
{'短评内容': '其实我不知该不该推荐这酒店，因为酒店的设施很旧，如果追求性价比我不推荐，这价钱能住更好的，我推荐它的理由是因为它适合我，只能说如果单身一个女人外出，又想交通方便吃饭方便和安全的话，这间还可以，楼下就是地铁站，打的也方便，有免费的自助早餐送味道还可以，酒店内吃饭什么都方便的，服务态度也不错，退房较慢，酒店太旧了该装修了', '短评打分': 5}
{'短评内容': '交通方便，酒店还不错', '短评打分': 3}
{'短评内容': '交通便利，办事方便。就是早餐品种不多，但服务态度不错。', '短评打分': 5}
{'短评内容': '总体不错，交通便利', '短评打分': 3}
{'短评内容': '交通的确很方便，早餐一般般', '短评打分': 3}
{'短评内容': ' 性价比挺好', '短评打分': 3}
{'短评内容': '还好', '短评打分': 3}
{'短评内容': '酒店位置不错，商业服务交通便利，客房设施较老旧。', '短评打分': 3}
{'短评内容': '酒店地理位址方便，周围好多特色餐饮。', '短评打分': 3}
{'短评内容': '条件还不错，同等价位中比较值。配用的物品质量比较好', '短评打分': 5}
{'短评内容': '在酒店门口 就是地铁站（昌岗站）\n周围的商业街还算热闹。  购物，用餐都十分得方便。\n', '短评打分': 5}
{'短评内容': '酒店位置交通便利，设施不错，餐饮也丰富。服务很到位，以后还会来住', '短评打分': 5}
{'短评内容': '交通方便，周边餐厅多，味道美，对面是医院，特别方便！交通方便，周边餐厅多，味道美，对面是医院，特别方便！', '短评打分': 5}
{'短评内容': '酒店房间很大，交通方便，酒店附近很多好吃的，楼下的咖啡屋就一般，不喝东西也要收25元人均.但总体还不错！', '短评打分': 5}
{'短评内容': '老牌酒店，外部显得有些陈旧。房间卫生OK,总的性价比OK. 唯一不足的是，一个四星级酒店，连一次性的刮胡刀都不提供，这点十分不满意。', '短评打分': 5}
{'短评内容': '＋环境较为卫生、整，周围交通便捷。', '短评打分': 3}
{'短评内容': 'not so bad however with bad breakfast and so much people around. room is not as godd as 4 star. hoping to promote', '短评打分': 5}
{'短评内容': '早餐很差，人很多。客房不象4星级标准。希望改进', '短评打分': 5}
{'短评内容': '交通方便,离地铁站近,大堂还可以, 就是房间味道太不好了,可能是不让开窗的原因吧', '短评打分': 3}
{'短评内容': '不错，住了很多回了。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '不错的酒店，去会展中心很方便，房间干净卫生', '短评打分': 5}
{'短评内容': '各方面都还不错，就是有点贵', '短评打分': 5}
{'短评内容': '住着挻好的，就是有点贵', '短评打分': 5}
{'短评内容': '住着挻好的，就是有点贵', '短评打分': 5}
{'短评内容': '很干净，服务很温馨，位置很好。就在昌岗站边上。机场快线也不远。很好的酒店！！', '短评打分': 5}
{'短评内容': '酒店很旧，房间小，设施破旧，地毯都烂掉了', '短评打分': 3}
{'短评内容': '挺精致的酒店，刚遇到交易会，房价太贵了，下次再来。', '短评打分': 5}
{'短评内容': 'It is very old hotel with reasonable service. ', '短评打分': 1}
{'短评内容': '酒店的位置和交通都不错，设施稍陈旧了一些，卫生状况还可以。周围餐饮很方便。', '短评打分': 5}
{'短评内容': '酒店行政客房还行，周围很方便，地铁站很近', '短评打分': 3}
{'短评内容': '很好，服务不错。。。。。值得推荐很好，服务不错。。。。。值得推荐', '短评打分': 5}
{'短评内容': '地理位置比较好，邻近地铁站，房间干净舒适，还会再住。', '短评打分': 5}
{'短评内容': '上次已经推荐朋友住过啦，这次又推荐其他朋友入住，很好的酒店，性价比很高，很舒服的酒店，非常人性化，还会再来哦！', '短评打分': 5}
{'短评内容': '交通方便，附近设施完善，酒店的服务不错。', '短评打分': 5}
{'短评内容': '价格公正，服务优质，环境优美，值得来此一住', '短评打分': 5}
{'短评内容': '位置便利，交通方便，但客户服务及房间硬件较差。', '短评打分': 1}
{'短评内容': '设备太旧了，房间也不是很大，就是大堂看起来还可以。', '短评打分': 3}
{'短评内容': '酒店房間乾淨，緊靠地鐵站出型十分方便，四周店家林立，購物非常方便～整體而言滿意～', '短评打分': 5}
{'短评内容': '第三次入住这家酒店了，依然是最高26楼的珀丽客房，觉得650元这个价与同类型同价格的酒店相比是最好的。。不过这次有点小瑕疵，发现原来的DVD机没有了，是我房间的机了，还是现在取消了呢？希望能把设施搞好，同时下次入住时，希望能有WIFI吧。。呵呵！', '短评打分': 5}
{'短评内容': '地理位置很好，周边配套不错，卫生条件不错', '短评打分': 5}
{'短评内容': '住房设施俱全，度过愉快的旅程。', '短评打分': 3}
{'短评内容': '位置好，交通商业方便，房间设施较老。', '短评打分': 3}
{'短评内容': '性价比不错', '短评打分': 3}
{'短评内容': '服务态度一般，环境卫生方面良好，前台服务有待提升', '短评打分': 5}
{'短评内容': ' 酒店很不错，交通方便，已经是第二次入住了。', '短评打分': 3}
{'短评内容': '房间干净,有早餐更好!', '短评打分': 3}
{'短评内容': '房间小了一点，冲凉房小而且没有淋浴间，只能在浴缸里淋浴，设施比较旧，灯光比较昏暗，连茶水台也没有，四星级的酒店房间只有三星级的设施，前台的小姐还说已经把我们的特惠房升级到行政房间，总的来说不太满意。', '短评打分': 1}
{'短评内容': '珀丽酒店，香港、广州的房间我都很喜欢，特别是它的行政房间，简直太舒适了', '短评打分': 5}
{'短评内容': '酒店的服务不错，但就是设备太旧了些，没有浴衣，电视也是老式的，太小了，但价格还算合理，推荐入住。', '短评打分': 5}
{'短评内容': '雖是老酒店，但還是有比較周到的服務，周邊設施還是很方便。', '短评打分': 3}
{'短评内容': '此酒店外观富丽堂皇，有气派，房间干净整洁，卫生间的水盆很时尚,4部电梯上下楼很快，尤其在网上预订很实惠，很满意！', '短评打分': 5}
{'短评内容': '酒店周邊環境不錯，這次是去考試，也非常方便，步行就能到廣美。屬於老牌四星酒店，服務到位，雖然房間比較舊。', '短评打分': 3}
{'短评内容': '前台和行李寄存服务不错。就是不太好打车，房间检查不认真，东西忘记了，再回来就找不到了。', '短评打分': 5}
{'短评内容': '房间环境，卫生各个方面还算不错，就是空间太小！！！', '短评打分': 5}
{'短评内容': '一家老酒店，地理位置优越，酒店氛围还不错', '短评打分': 5}
{'短评内容': '10年前就去住过的酒店，房间有点小，感觉不如以前好了，一楼的早茶不错，主要是为带着老人感受一下广式早茶。', '短评打分': 5}
{'短评内容': '酒店还不错，位置在昌岗地铁站旁边，下面吃饭的地方 购物的地方也还算比较方便， 属于港式的酒店。房间一般， 只是礼宾部有个小男生动辄就给你推荐租车服务不好。', '短评打分': 5}
{'短评内容': '老牌酒店，服务可以，交通方便，楼下有地铁二号线，周边购物、吃饭都方便。', '短评打分': 5}
{'短评内容': '交通方便，门口就是地铁。但是隔音差，靠路边早早吵醒。价位比较高 \n', '短评打分': 5}
{'短评内容': '还可以的酒店，邻近商业旺地，购物饮食特方便。酒店服务效率必须改变。只有态度好，没有效率有何用？', '短评打分': 5}
{'短评内容': '还可以的酒店，邻近商业旺地，购物饮食特方便。酒店服务效率必须改变。', '短评打分': 5}
{'短评内容': '比江北的酒店性价比高，很满意的是还升了房间。', '短评打分': 5}
{'短评内容': '酒店在商业旺地，购物十分方便，希望酒店服务更方便快捷，提高服务效率。', '短评打分': 5}
{'短评内容': '交通方便，门口就是地铁。但是隔音差，靠路边早早吵醒。价位比较高', '短评打分': 5}
{'短评内容': '住宿条件一般，四星级，价格高了，里面设施陈旧，上网速度太慢，网页晚上都打不开，不知道是人多的缘故还是带宽的缘故。服务人员态度还可以。楼下交通方便，用餐方便。', '短评打分': 5}
{'短评内容': '不错，服务再好点就更好了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店价格较贵,前台办结账手续繁复,填写支票内容都需客人填写,财务人员不作为.', '短评打分': 1}
{'短评内容': '位于海珠区商业中心，双地铁出行，超方便！步行到江南西商业街仅十分钟', '短评打分': 5}
{'短评内容': '旅游旺季,房价不平,附近为商业旺地,购物餐饮方便.', '短评打分': 5}
{'短评内容': '酒店在商业旺地，交通购物非常方便，到处都能找到餐厅酒楼，不错。', '短评打分': 5}
{'短评内容': '房间不错', '短评打分': 3}
{'短评内容': '房间很大，干净，下次还来', '短评打分': 3}
{'短评内容': '酒店房间宽，不错', '短评打分': 3}
{'短评内容': '交通便利，酒店环境很好。出门就是地铁站，购物也方便', '短评打分': 5}
{'短评内容': '酒店挺好的，在海珠区一个比较热闹的街上，酒店比较大气，生意很好，住客相当的多。。。要不是预定的话估计都订不到合适的房型。。好的就不说了为了给大家好的建议，我只说不好的方面吧。酒店没有浴袍。。。早餐很简单。基本找不到喜欢吃的。。', '短评打分': 5}
{'短评内容': '到店可能是有大的团体占用了几层，帮我升级到了套房。房间质量不错，有4星级的标准。只是临近马路晚上感觉有些吵，另外房间隔音也还是有些问题，睡觉的时候可以听见隐约的电视声、人声。\n\n地理位置非常方便，机场大巴、地铁近在咫尺，江南大道也是非常繁华的地段，逛街也很方便。以后还会选择来住。', '短评打分': 5}
{'短评内容': ' 交通方便，不錯!', '短评打分': 3}
{'短评内容': '很近地鐵，去上下九沙面要轉站\n附近沒有大商場，\n酒店汗淨的。', '短评打分': 5}
{'短评内容': '还不错，管理也不错。...................................', '短评打分': 5}
{'短评内容': '帮同事定的柏丽房，听说还行。酒店门口就是地铁站', '短评打分': 5}
{'短评内容': 'very good！iwill ask my friends to come and live in this hotel. ', '短评打分': 5}
{'短评内容': '广交会期间住的，还可以,去展会比较方便，服务也还可以', '短评打分': 5}
{'短评内容': '定的大床房，但是去的时候却没有了，客房应事先提醒。另外房间一直有股烟味，而窗户是打不开的，通知客房人员好久才来去除味道，但最终没什么效果。酒店交通位置不错，靠近地铁。性价比尚可。', '短评打分': 1}
{'短评内容': '酒店位置十分便利，临近地铁。酒店装修是件较长，但很整洁。总体还是不错。', '短评打分': 5}
{'短评内容': '酒店的服务很专业，不是一般国内小酒店可以比的。下次来广州还会住。。', '短评打分': 5}
{'短评内容': '房间翻新了，不错啊！', '短评打分': 3}
{'短评内容': '交通便利，房间一般，最好的是楼下就有两家非常地道的广式早茶餐厅。', '短评打分': 5}
{'短评内容': '住的是7楼的豪华房，房间足够大了，不过设备显得稍旧，特别是那台旧式创维电视，看得很不爽。最满意的是干净明亮的洗手间，马桶和浴缸都上档次。另外，走廊里总有一股怪怪的味道，不能喷点清新剂吗？', '短评打分': 5}
{'短评内容': '位于海珠区商业中心，交通方便，香港汽车直通到达酒店，无需转车；另酒店服务不错，房间达四星标准，性价比高。', '短评打分': 5}
{'短评内容': '地理位置很好，周围饭店很多，交通便利，是出行的首选。', '短评打分': 5}
{'短评内容': '还不错，可以考虑。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '环境不错。\n前台接待不错。\n酒店内部房间设施不错。\n入住或者退房人多的时候应该有人维持至于并做相应解释。', '短评打分': 5}
{'短评内容': '房间太小，没有4星级的装修水平，服务员的服务速度非常慢，三催四请，餐饮也不好，好像是外判的，周围环境可以，商业气氛很浓厚，在地铁上盖，出入方便。', '短评打分': 1}
{'短评内容': '离中山大学很近，珀丽房较大，设施什么的都不错。中上水平吧。', '短评打分': 5}
{'短评内容': '这次是第二次入住了，选了除套房外，单间房里最贵的，650元的珀丽客房，在最高的26楼。。房间确实比较好，而且方位刚好在酒店圆形的转角位，应该比同类型的房间要稍大，但虽然稍大，不过就因为圆形转角位的原因，房间呈梯形，刚进门很宽，向前走到窗户位置就越来越窄，根据之前住该酒店的经验，行政房间的行政台都设在窗户位置，这样显得比较光亮，风景很好，但限于位置窄，酒店只好把桌子设在刚进门的洗手间旁边，虽然这边的', '短评打分': 5}
{'短评内容': '房子很一般，不值。而且我退房后，竟然没将我的入住信息反馈给ELONG', '短评打分': 1}
{'短评内容': '位置很不错，出门就能打到车，离地铁也很近，打车去天河去越秀都不远。虽然酒店有点儿老式，但各项服务还不错', '短评打分': 5}
{'短评内容': '五星大堂 四星价格 三星服务 二星客房 打车不方便，这么热的天站门口排队打车至少等了40分钟', '短评打分': 1}
{'短评内容': '服务好！地段好！离琶洲展馆方便！停车方便！', '短评打分': 5}
{'短评内容': '卫生，干净，交通方便，下次来，还会住这个酒店，真心推荐', '短评打分': 5}
{'短评内容': '酒店交通便利，环境尚算可以，购物方便，是出游之选。', '短评打分': 5}
{'短评内容': '地理位置很不错，房间有点老旧了，早餐一般般。离我办事的地点近我就选了它。', '短评打分': 5}
{'短评内容': '好地段！好环境！去琶洲会展特方便！可停车！', '短评打分': 5}
{'短评内容': '已经第二次入住该酒店，喜欢这间酒店附近设施齐备，食住行一条龙，挺方便的。', '短评打分': 5}
{'短评内容': '附近食的地方比较多，交通方便倒是真的，是理想的购物区。', '短评打分': 5}
{'短评内容': '床很大，离地铁很近，交通方便，附近很多购物点去。', '短评打分': 5}
{'短评内容': '房间安静，环境优美，总得来讲住得比较满意。', '短评打分': 5}
{'短评内容': '经典老牌子了，客户喜欢入住。不过设施有点老旧，其他的还好', '短评打分': 5}
{'短评内容': ' 酒店还是一如既往的好。很满意！', '短评打分': 3}
{'短评内容': '还不错，床蛮大的！', '短评打分': 3}
{'短评内容': '环境还不错', '短评打分': 3}
{'短评内容': '我喜欢这家酒店因为离开地铁很近的。昌岗站2号线与8号线都有的。附近也有很多吃的美味哦！价格便宜哦！推荐。如果有早餐送那就更好了！', '短评打分': 5}
{'短评内容': ' 不错的酒店。大堂很大的。也有室外游泳池。室内健身房。附近吃的美味价格也可以。推荐哦！', '短评打分': 5}
{'短评内容': '环境十分好，干净，最重要的是交通方便', '短评打分': 3}
{'短评内容': '房间有一股怪怪的味道，给人不爽的感觉。交通便利，从机场坐地铁到酒店很方便。', '短评打分': 1}
{'短评内容': '酒店设施齐全服务完善,不错。', '短评打分': 3}
{'短评内容': '不是想向的好，卫生一般，地点还可以在地铁旁边', '短评打分': 1}
{'短评内容': '交通方便，房间干净吧..........推荐', '短评打分': 5}
{'短评内容': '酒店有些年头了，翻新过但里面有些豪华房还是有点脏，但是服务还行，交通也挺好的，酒店就在地铁上面，出行吃饭购物都方便。如果能含早餐就好了。', '短评打分': 5}
{'短评内容': '酒店位置好有港澳直通车,地铁站上,值得推荐', '短评打分': 3}
{'短评内容': '不错，不错，不错，不错，不错不错，不错，不错，不错，不错', '短评打分': 5}
{'短评内容': '位置佳，生活 交通方便。', '短评打分': 3}
{'短评内容': '订房', '短评打分': 3}
{'短评内容': '建造比较早的一家酒店，设施不算新，但也还不至于破旧。\n好在交通方便，附近吃饭的地方也不少。', '短评打分': 5}
{'短评内容': '如果出行目的是琶洲展馆，那这家酒店可是非常好的选择。从机场乘3号机场快线很方便到珀丽酒店。\n从展馆回酒店，地铁8号线昌岗站C2口出来，走几步就到。\n酒店旁边就有一家“好又多”超市，买点水果什么挺方便。\n特别值得一提的是，这家酒店的大床啊，可真叫一个大，有二米半宽。还头一回见这么大的床呢。\n酒店的服务和其他设施，都还可以，不算坏，也不算十分突出。\n多家酒店住下来，还是觉得烟台的丽景海湾酒店，服务超好', '短评打分': 5}
{'短评内容': '酒店几好，前台服务一般，价钱偏贵。', '短评打分': 3}
{'短评内容': '酒店气氛非常好，早餐丰富，房间整洁，下次还住这里。', '短评打分': 5}
{'短评内容': '交通方便，酒店设施旧，有点吵，吃东西方便', '短评打分': 5}
{'短评内容': '不错,挺好的，GOOD不错,挺好的，GOOD不错,挺好的，GOOD', '短评打分': 5}
{'短评内容': '服务好，比较好沟通．．．．．．．．．．．．', '短评打分': 5}
{'短评内容': '感觉不值这么多钱，比较旧的老的星级酒店，只有老板住的套房装修比较新，我住的标间真的只值100多块。', '短评打分': 1}
{'短评内容': '感觉不值这么多钱，比较旧的老的星级酒店，只有老板住的套房装修比较新，我住的标间真的只值200块。', '短评打分': 1}
{'短评内容': '酒店不是很新，但各方面都挺好的，交通发达，位置适中，服务也很好，推荐一下！', '短评打分': 5}
{'短评内容': '酒店不错，交通方便。很好！以后还会订这个酒店。', '短评打分': 5}
{'短评内容': '地铁口， 方便， 楼下有几家粤菜， 挺不错的。 ', '短评打分': 5}
{'短评内容': '交通方便，酒店较旧，价格一般，房间性价比一般，有点吵闹', '短评打分': 5}
{'短评内容': '珀丽酒店顶层的珀丽房非常的好，下次还会住。', '短评打分': 5}
{'短评内容': '地理位置和酒店设施都很不错，交通也很方便，强烈推荐入住。', '短评打分': 5}
{'短评内容': '不错的酒店，10年了每次到广州都回来住，楼下早茶也不错。', '短评打分': 5}
{'短评内容': '酒店房间设施很旧，三星都很牵强。热水就更差了，洗澡时水忽冷忽热，让我联想起很久以前住招待所时曾有过这种感受。餐厅不能点菜，98元的自住餐还要加15%的服务费，没有吃到很喜欢吃的东西。就是地点好，所以又涨价了，但是我退出了。', '短评打分': 1}
{'短评内容': '旧了点，别的都还可以，服务稍微不太跟的上', '短评打分': 5}
{'短评内容': '这家酒店虽然有一定的年限，从外观看有点旧，但里面还是很漂亮的。。职员服务很热情，预订时提出的房间要求也做到，入住的是行政房，因为面向十字马路，房间采光度很好。。也很整洁，房内除有连接互联网的线插，后来发现原来也有WIFI的，可满足两人上网。。就是觉得洗手间太小了，而且还是浴缸形式的，我个人比较喜欢玻璃门形式的，不过很干净，就连房间外的公用洗手间也很好很干净，呵呵。。还有，这次订的是新年套餐，含晚间', '短评打分': 5}
{'短评内容': '酒店位置非常好，交通方便，地铁昌岗站从C2站口出来就是，2号线和8号线都可以到达。', '短评打分': 5}
{'短评内容': '酒店大堂很气派，有四星级的风范，不过房间设施很陈旧了，感觉不是很值。', '短评打分': 5}
{'短评内容': '装修了后比以前好了！装修了后比以前好了！装修了后比以前好了！', '短评打分': 5}
{'短评内容': '酒店插座和网口比较少，布置不合理', '短评打分': 3}
{'短评内容': '交通便利,购物方便，房间干净，服务态度好，安全', '短评打分': 5}
{'短评内容': '十还行', '短评打分': 3}
{'短评内容': '不错很舒服有点旧服务不大好', '短评打分': 3}
{'短评内容': '房间不错,就是暖气19:30才开放,且热水不够热', '短评打分': 3}
{'短评内容': '地点好，交通方便，网速较快，睡眠比较舒适!\n\n酒店设施较陈旧！\n\n至于是否入住请驴友自行斟酌！\n\n俺是公家出钱，还是推荐一下吧；如果自己出钱旅游，就不一定选择这家酒店了。', '短评打分': 5}
{'短评内容': '酒店房间不错，挺安静，网速又快，交通非常方便，搭地铁去机场不用一个小时', '短评打分': 3}
{'短评内容': '地理位置还算可以，周围吃饭，购物都方便，设施就一般了，比较老的酒店了', '短评打分': 5}
{'短评内容': '在这个级别的酒店不错。但门童服务质量不好。退房时间太久。', '短评打分': 3}
{'短评内容': '酒店服務還可以，交通非常好，四通八達，衛生不錯，值得推薦', '短评打分': 3}
{'短评内容': '酒店服务不错，交通很好，四通八达，到哪里吃，逛街都比较方便，环境还不错，值得推荐', '短评打分': 5}
{'短评内容': '位置交通方便,周边商业繁荣,旁边有机场大巴站,推荐', '短评打分': 3}
{'短评内容': '老板的广州最爱酒店，每次和老板出差，都制定要我们住这间酒店。我们想换换口味都不让。不过，酒店还是不错的，干净卫生舒适，服务也不错，就是自助早餐品种不是特别够丰富。酒店旁也有711、好又多超市、国美电器、小小女人街，还有很多小吃店。打车去上下九、北京路都比较近,但离天河区远点。每次怕早上打车去天河，回来会赶不上下午的飞机。所以来广州这么多次，都没机会去天河，因为老板只要这家酒店。哎......', '短评打分': 5}
{'短评内容': '优点：酒店交通非常方便，但房间内很安静！前台服务很规范。吸烟楼层与不吸烟楼层分开管理，好！\n缺点：装修时间较长了，家具等不太新！\n其他：网速很快！', '短评打分': 5}
{'短评内容': '我住的行政房间，总体满意，只是网线接口离办公桌太远了，要牵一条很长的钱，不太方便。', '短评打分': 5}
{'短评内容': '不错的酒店。只不过临马路，有些噪音，希望能改善。', '短评打分': 5}
{'短评内容': '安全舒适,地铁站在其旁边', '短评打分': 3}
{'短评内容': '帮朋友订的，听说不错', '短评打分': 3}
{'短评内容': '服务很好的一家酒店。但这次入住让我感觉非常不好，这次到店拿了两只箱子，还提着一个袋子，进大厅门时，有个男服务生，手臂还带红袖套，就看着我艰难的推开玻璃门，像什么！都没发生一样，过份！气愤！他太无责任心。很损害酒店形象。这时亚运会刚刚结束', '短评打分': 5}
{'短评内容': '酒店位于地铁交汇口交通方便,周围商业齐,不错', '短评打分': 3}
{'短评内容': '与价格相对的话还不错..就是清洁方面有点欠佳', '短评打分': 5}
{'短评内容': '酒店设施陈旧，太老了。性价比很不好。贵在地段不错', '短评打分': 1}
{'短评内容': '有点旧', '短评打分': 3}
{'短评内容': '酒店刚装修完，味道很大，看上去硬件不错，但是餐厅的服务实在不敢恭维，大概要引进服务员才能改进服务质量', '短评打分': 3}
{'短评内容': '酒店的服务一般,就是交通,吃饭非常方便.出门就是地铁口四通八达', '短评打分': 3}
{'短评内容': '不推荐。性价比不高，太旧了。只不过是地段位置还好，以后还是换一家。', '短评打分': 1}
{'短评内容': '服务不错,地点很好,门口就是地铁交通非常方便', '短评打分': 5}
{'短评内容': '在广州的一家老牌挂牌四星级酒店，卫生间硬件设施老化了点。不过大堂蛮好的，适合商务住宿，把客户请大堂吧喝咖啡谈生意还是不错的！', '短评打分': 5}
{'短评内容': '大堂环境ok，不过等的士等好耐啊。好少车入来。', '短评打分': 3}
{'短评内容': '前台服务人员动作太慢，结算的时候等了很久。', '短评打分': 3}
{'短评内容': '住豪华套房，但设施不足，没有音响和电影等设备，只是房间大，什么设备都没有。', '短评打分': 5}
{'短评内容': '位置超好，交通便利。就餐也方便，服务非常好。美中不足是房间和走廊气味比较大。', '短评打分': 5}
{'短评内容': '干净卫生，交通方便，周边有很多餐馆，商务及旅行人士皆适应，但是工作人员的服务态度一般', '短评打分': 5}
{'短评内容': '方便快捷，服务意识强。', '短评打分': 5}
{'短评内容': '还不错。有非吸烟区。不用吸二手烟。', '短评打分': 5}
{'短评内容': '除了大堂大点没其他优势,不像4星,内部很旧,感觉不好', '短评打分': 1}
{'短评内容': '房间还可以，床比较大，就是有一个味道不太好闻', '短评打分': 5}
{'短评内容': '这家老牌酒店，服务水准比较差，你回发现门迎和前台面孔冷冰。\r\n设施一般，除了珀丽房还凑合之外，其他都不怎么样。\r\n\r\n珀丽房一晚620，感觉不划算。这种设施400多500，就不错了。\r\n\r\n', '短评打分': 5}
{'短评内容': '周围环境好，交通很便利。服务也很好。推荐。', '短评打分': 5}
{'短评内容': '该酒店位置好，交通方便，我每次去广州都入住该酒店，感觉很好。', '短评打分': 5}
{'短评内容': '离地铁比较近，交通方便，环境优美，价格合适。', '短评打分': 3}
{'短评内容': '酒店价格合理！离地铁比较近，交通方便，环境优美，价格合适。', '短评打分': 5}
{'短评内容': '客人一直要求住这里，不错，就是一点不好，都交了定金，还不能确定房间，还要到店再安排，几次都是这样，有的客人会要求问几号房时很不好解释，钱都交了，还不能给个确定的房号吗？预定完了，就是没去住都要扣钱，这点不好', '短评打分': 5}
{'短评内容': '1大堂短发黑猫眼的接待领班态度生硬；2设施不便，电视机放在大木柜里，看着奇怪，还挡路；吹风机藏在抽屉里，不方便找到和使用。3没有浴衣。4总的说来不值得入住，尤其服务态度让客人完全没有再次入住的欲望！（仅限于怡乐路店入住感受）', '短评打分': 3}
{'短评内容': '性价比差，装修完全不行。', '短评打分': 1}
{'短评内容': '酒店还不错，就是二楼的佬湘楼餐厅，在菜里面吃到恶心的东西，很差劲', '短评打分': 5}
{'短评内容': '一般！下次不会住', '短评打分': 3}
{'短评内容': '一般！下次不会住', '短评打分': 3}
{'短评内容': '太一般了', '短评打分': 1}
{'短评内容': 'ps：电视机和冰箱还放在个柜子里，看电视时要把两扇柜门大开，一来过路不便，二是实在感觉奇怪！', '短评打分': 3}
