{'descr': '很好', 'star': 5}
{'descr': '还可以，位置不错，靠近运河，位于酒吧一条街，晚上很热闹~房间略有些陈旧。', 'star': 5}
{'descr': '设施比较满意，建议大家还是住朝着运河那边', 'star': 3}
{'descr': '非常不错的选择 出了隔音效果不太好 其他都无可挑剔 物有所值', 'star': 5}
{'descr': '非常好的旅馆，希望下次去还能住那边，附件有很好吃的饭店', 'star': 5}
{'descr': '位置好，还有中餐', 'star': 3}
{'descr': '酒店房间虽然不是很大， 但是很干净。前台的服务员态度很好， 很细心的回答我的问题， 算得上细致周到。 酒店紧邻酒吧街，晚上会有一些吵，入住尽量选择同酒吧街相反方向的房间， 风景很好。此酒店地理位置很好，距离崇安寺小吃街以及公车站都比较近，推荐入住！', 'star': 5}
{'descr': '环境较吵（因在酒吧一条街上）、交通方便、价格实惠、服务周到。', 'star': 5}
{'descr': '优点：\n1.服务热情 -- 预订的是双床，入住时应要求换为大床，并且给予了高区（8楼）朝北方向以减少噪音干扰。\n2.设施人性化 -- 每张房卡可获得三杯免费咖啡/奶茶；大堂里有两台可供免费使用的电脑。\n3.交通方便 -- 对面就是火车站，也是公交枢纽所在；附近有新百联商场等设施，购物饮食还算方便。\n缺点：\n1.房内设施较简陋 -- 被套有破洞，椅子仅一把，地板墙壁等装修都较粗糙。\n2.周围环境不佳', 'star': 5}
{'descr': '已经是第二次入住这家酒店了！因为是酒吧街的关系，晚上会有一些音乐声，但是对我们这次的一帮人来说，几乎是没什么影响的！酒店很干净，服务态度很好！相比之下，标准间比大床房更好一些！关键是该酒店交通很方便，从火车站出来过个马路就是了！很适合外地人出差或者旅游居住！', 'star': 5}
{'descr': '很干净，很舒适，走廊不是很隔音', 'star': 3}
{'descr': '你们那个800元的消费券怎么使用啊', 'star': 3}
{'descr': '房间还可以，就是附近都是酒吧有点吵，离火车站很近，总体还可以。服务也不错。', 'star': 5}
{'descr': '离火车站很近，交通蛮方便的。服务也不错，房间小了点，晚上的确有点吵。', 'star': 5}
{'descr': '室内环境和卫生都不错，晚上临街的一侧比较吵', 'star': 1}
{'descr': '好吵.........\n吵到夜里3点多........', 'star': 1}
{'descr': '酒店距离火车站很近，距离市中心步行也就20分钟，交通便利。酒店设施不错，环境也好，就是在酒吧街里，夜里太吵了。不过总的来说很不错。', 'star': 5}
{'descr': '总体感觉很好！离火车站很近，很方便！虽然旧点但房间够大够安静！', 'star': 3}
{'descr': '挺好的，对面就是无锡车站，夜景挺好', 'star': 3}
{'descr': '老公出差给老公预订的，听他说房间不大，不过卫生设施还算干净，出差入住比较经济', 'star': 5}
{'descr': '不错，北面的房间可以看到河，很有感觉', 'star': 3}
{'descr': '酒店在酒吧街楼上，晚上实在是吵，喜欢热闹的年轻人士比较适合，出差的休息不好。房间内有异味，抽风也抽不干净；床单还有做爱留下的痕迹没有洗掉，惨不忍睹。心情比较差。', 'star': 1}
{'descr': '旁边都是酒吧，1912，比较适合年轻人入住，晚上可以去泡炮吧，不错的选择，对面就是火车站，比较适合出差的朋友', 'star': 5}
{'descr': '不错的酒店，靠近火车站，很方便。在古运河的边上，风景很好。但邻酒吧街的一侧，晚上噪音较大。', 'star': 5}
{'descr': '第一次住漢庭，印象不錯，和如家等酒店差不多。位置很好，在古運河邊上，適合散步。', 'star': 5}
{'descr': '环境还是可以的！比较干净，不是很吵。经济实惠！就是空调不给力!', 'star': 5}
{'descr': '地理位置很好，离火车站很近，不过，晚上太吵了，影响睡觉。', 'star': 1}
{'descr': '楼下是酒吧街。真的非常吵。酒店布置很不怎么样。', 'star': 1}
{'descr': '房间还算干净，靠近酒吧一侧晚上会有点吵。比较差劲的是，房门一侧的隔音很差，走廊里的动静、声音传进屋里超清晰。。。', 'star': 5}
{'descr': '交通特别便利，只是酒店地处酒吧街，半夜音乐的震撼很防强烈，，，', 'star': 5}
{'descr': '感觉还不错。虽然位于酒吧一条街，也许是因为入住的时候并非周末和双休，并不觉得吵闹。离火车站很近，交通比较OK.', 'star': 5}
{'descr': '酒店设施一应俱全，除了晚上酒吧一条街比较吵外，都还不错。', 'star': 5}
{'descr': '交通方便,环境也不错,整洁干净,下次还会再来', 'star': 5}
{'descr': '感觉环境不错,房间也宽敞,空间大的,交通出入也方便', 'star': 5}
{'descr': '环境还不错，也满干净的，就是有些吵，毕竟就在酒吧旁边。', 'star': 3}
{'descr': '这酒店不错，离火车站比较近；住8楼挺好，不太吵。', 'star': 5}
{'descr': '还不错哦…就是没有数字电视好可惜', 'star': 3}
{'descr': '站前店地角十分方便，但是由于位于酒吧一条街，直到深夜还会听到楼下歌厅传来的歌声，大功率音箱和低音炮震得人心跳过速，睡不好觉。', 'star': 1}
{'descr': '不是第一次住汉庭了，满意！就是对着酒吧街，太吵！', 'star': 3}
{'descr': '感觉一般', 'star': 3}
{'descr': '很好，服务，房间都很棒', 'star': 3}
{'descr': '酒店位置不错 交通很方便 下次去无锡还会去住', 'star': 5}
{'descr': '环境还不错，我住在八楼所以没有听见太大的噪音', 'star': 3}
{'descr': '住的100块特价房，非常不错，江景房。就是酒吧声音比较吵。', 'star': 5}
{'descr': '在酒吧街这块还算可以的酒店了。晚上三周年庆典有点小吵', 'star': 5}
{'descr': '蛮好的，除了楼下是酒吧街有点吵。。。家庭房不错的啊啊啊啊', 'star': 5}
{'descr': '位置价格环境都不错，免费的咖啡和巧克力奶茶也很好就是每天三杯少了点，为什么要50字呢？位置价格环境都不错，免费的咖啡和巧克力奶茶也很好就是每天三杯少了点，为什么要50字呢？位置价格环境都不错，免费的咖啡和巧克力奶茶也很好就是每天三杯少了点，为什么要50字呢？', 'star': 5}
{'descr': '汉庭的床好舒服！', 'star': 3}
{'descr': '除了吵点其他还好。睡眠轻的不建议入住。卫生条件还说得过去。离火车站非常近，交通很方便。但楼下就是酒吧一条街，晚上出来感觉乱得很。', 'star': 5}
{'descr': '位于酒吧一条街  我很喜欢这个位置   住了两次   我决定以后只要在无锡住宾馆  汉庭是我唯一的选择  去其他地方  我仍然会选择汉庭', 'star': 5}
{'descr': '在酒吧街上，隔音效果不好，晚上很吵', 'star': 3}
{'descr': '很好的旅游落脚点，交通也方便，对于年纪大的人来讲可能吵闹了点，但年轻人的话很适合，很热闹', 'star': 5}
{'descr': '太吵了，入住后就有点后悔，但价格比较便宜，下次不会来住', 'star': 1}
{'descr': '交通很方便，在火车站对门，虽然入住时前台已经提示下面是酒吧街，晚上有点吵，没想到确实很吵，不过服务非常好，卫生也很好。', 'star': 5}
{'descr': '还可以，很方便。离火车站很近。很容易就找到。', 'star': 5}
{'descr': '总的来说还不错~交通比较方便 至于周围是酒吧街~对于我貌似没什么影响~不吵', 'star': 5}
{'descr': '楼下是酒吧一条街，有点吵,价格有点偏高，唯一的好处就是离火车近', 'star': 1}
{'descr': '标志很明显，就是有点儿不太好找。其他的和别的汉庭没什么区别', 'star': 5}
{'descr': '还行。。。。快捷经济的酒店咯、、、、、、、', 'star': 5}
{'descr': '房间较小,地理位置很好,离火车站只有一条马路,周围都是酒吧和KTV,快餐附近有沙县小吃', 'star': 5}
{'descr': '住的房间卫生间积水，建议不要用浴帘！住过别的地方的汉庭，他们用的都是数字电视！不是连锁酒店嘛...应该都一样吧！', 'star': 5}
{'descr': '太吵，其余房间门口聚集太多人。', 'star': 3}
{'descr': '好，不错。干净舒适，价格合适·····值得推荐', 'star': 5}
{'descr': '房间不错，交通方便', 'star': 3}
{'descr': '其他还好吧 楼下就是酒吧 不过确实太吵了\n', 'star': 5}
{'descr': '还可以。马马虎虎、店员服务态度还是蛮好的，就是靠酒吧一条街，晚上有点闹', 'star': 5}
{'descr': '这个店在站前酒吧一条街上，晚上根本就睡不好，这家店明显是为喝醉的人准备的', 'star': 3}
{'descr': '晚上外面的噪声实在太大了，第二实际付款与网上订购价格不符~~', 'star': 1}
{'descr': '房间不好，很破，有霉味，', 'star': 3}
{'descr': '太吵了，下面是酒吧街，整晚都很吵适合那些喜欢夜生活的旅客入住', 'star': 1}
{'descr': '很好，继续努力很好，继续努力很好，继续努力很好，继续努力很好，继续努力很好，继续努力', 'star': 5}
{'descr': '位置是不错，就 是太吵了，到了六楼还是吵', 'star': 5}
{'descr': '入住', 'star': 3}
{'descr': '处于车站附近，周围小吃，酒吧林立，唯一的缺陷就是要过桥 走的脚疼！', 'star': 5}
{'descr': '窗外即是运河，夜晚灯光闪烁光影迷离，位置就在火车站对面。一下车看到这样情景，心情立即舒爽起来，汉庭的房间也挺干净，还有吹风器用，挺好', 'star': 3}
{'descr': '酒店经济实惠，适合到无锡旅游的朋友，但是楼下有酒吧，非常的吵，到火车站也要绕一下路，总体来说还行！', 'star': 1}
{'descr': '服务态不错，环境也还好,火车站也近，蛮方便的', 'star': 5}
{'descr': '6层临河的房间，晚上还比较安静，楼下就是1912酒吧一条街很热闹，房间比较大卫生也比较好，就是办理入住时间有点长', 'star': 5}
{'descr': '还行吧~床很大，莲蓬头是最大的败笔了。。。', 'star': 5}
{'descr': '楼下环境比较不好，全是酒吧，晚上有点吵，酒店本身可以', 'star': 5}
{'descr': '位置不错，就是环境吵一点，gf还算满意。酒店内部干净，前台态度都不错。\n\n', 'star': 5}
{'descr': '离火车站近，在酒吧一条街上，是有些吵，不过一般人都能接受的了，关个窗户就好了', 'star': 5}
{'descr': '卫生、设施总体来讲还不错，办理入住，退房手续很快，服务态度很好！值得推荐！', 'star': 5}
{'descr': '：还可以，但比较嘈杂', 'star': 3}
{'descr': '交通方便，购物方便，离火车站也近。房间还不错,就是有点吵。', 'star': 5}
{'descr': '环境幽雅，服务人员素质也很高，总体感觉不错！', 'star': 3}
{'descr': '服务很好 也很规范 房间也很干净 \n靠湖边的景色非常怡人 ', 'star': 5}
{'descr': '的确不是一般的吵，还好我今天晚上不打算睡。酒店硬件还是不错的。', 'star': 1}
{'descr': '交通方便，购物方便，离火车站也近。房间还不错', 'star': 5}
{'descr': '服务非常到位，态度也很好！房间很干净，早上开的话是非常好的选择！晚上的话就可能有点吵了，毕竟在酒吧街上！', 'star': 5}
{'descr': '酒店位置太过吵杂，并且设施过于陈旧。还不如选择其他周边的7天和168！', 'star': 1}
{'descr': '不错，一路上帮客人订房间，有一两家不是很好。\n这家客人还是挺满意的', 'star': 5}
{'descr': '太吵闹了，周边全是KTV，凌晨三点钟之前别想睡觉－－－房间的隔音太差！', 'star': 1}
{'descr': '入住后发现酒店下面面临酒吧街，一直到晚上3点还在放着迪吧音乐，太吵。', 'star': 1}
{'descr': '酒店在火车站对面，交通出行还是很方便的，门口打车或者坐公交都很方便，前台服务很好，周到热情，房间卫生条件不错，硬件设施齐全，舒适度很好。', 'star': 5}
{'descr': '酒店的价格不错，性价比蛮高的，大堂装修的很好，前台办事效率蛮高的，卫生很好，装修的很清爽的感觉，住着很舒服', 'star': 5}
{'descr': '汉庭酒店的服务没有问题，下面是酒吧一条街，晚上低音炮很吵', 'star': 1}
{'descr': '酒店距离火车站较近，坐车很方便，性价比蛮高的，房间环境很好，干净，整洁，服务很不错，住宿环境很好', 'star': 5}
{'descr': '前台和客房的服务员都很热情周到，酒店距离火车站比较近，出行方便，卫生还可以，隔音效果也不错，住宿条件还可以', 'star': 5}
{'descr': '房间空间还是蛮大的，硬件设施齐全，服务到位，房间隔音效果很好，住着很安静。', 'star': 5}
{'descr': '酒店规模算比较大的，就在火车站对面。可以直接看到无锡的风景，前台服务员办事效率蛮快的，环境很好，房间卫生条件也不错，住宿环境很好', 'star': 5}
{'descr': '酒店距离火车站很近，出行还是很方便的，房间装修的很温馨，卫生条件很好，打扫的很干净，酒店附近有家乐福，保利广场购物中心，餐馆也很多，房间隔音效果一般', 'star': 3}
{'descr': '地点虽然还行，不过周围环境很差\n更重要的是连个停车的地方都没有\n还要停在外面付费的停车线内\n最好不要住', 'star': 1}
{'descr': '还是很凑合的，随便住住还可以，不要期待很多', 'star': 3}
{'descr': '临近酒吧街，外面太热闹了，临晨四点还是很热闹', 'star': 5}
{'descr': '酒店整体感觉较差，没有停车场，停车在宾馆门外还要另收停车费。前台办理手续速度相当慢，让人等得心急。宾馆所处位置，周围脏得一塌糊涂，外面非常吵，让人难以安静入睡，建议不要选择这家宾馆住宿', 'star': 1}
