{'短评内容': '中规中矩.', '短评打分': 4}
{'短评内容': '位置好，到中关村办事很近；房间比较大，干净整洁；灯光比较亮，床很舒服；周边环境很安静，前台服务态度也好，美中不足是房间地毯有些脏，不过在这个位置的价格已经很值了！下次去还会住这里的。', '短评打分': 5}
{'短评内容': '已入住北京燕山大酒店', '短评打分': 3}
{'短评内容': '酒店很大，感觉还不错，但是价格挺贵，还没有早餐。靠近人大，交通也比较方便。', '短评打分': 5}
{'短评内容': '经济实惠，硬件旧了，服务人员还不错，地理位置也很方便', '短评打分': 5}
{'短评内容': '各方面条件都非常好. 房间里还有两小瓶免费的矿泉水, 不错', '短评打分': 5}
{'短评内容': '老五星级的酒店，服务和卫生还是比较好的，房间很大。', '短评打分': 5}
{'短评内容': '感觉挺舒服挺干净的，感觉比同等级别的友谊宾馆的房间能强一点儿，但是装修有点儿旧，洗浴系统不是特别新，床很舒服！价格微贵，不过这个地段也值了！', '短评打分': 5}
{'短评内容': '房间干净 舒适 服务员服务态度好 交通便利 ', '短评打分': 5}
{'短评内容': '北京的酒店就是贵。靠近地铁 交通方便。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '很干净，服务很好…', '短评打分': 3}
{'短评内容': '离人大近，方便。', '短评打分': 3}
{'短评内容': '去人民大学办事，住这里真方便，就是设施有点老啊', '短评打分': 5}
{'短评内容': '环境不错，方便。虽有一点贵，但下次还会入住。', '短评打分': 3}
{'短评内容': '闹中取静,物超所值!', '短评打分': 3}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '酒店设施太陈旧，上世纪的装修，性价比太低，若非去人大办事绝不该选', '短评打分': 3}
{'短评内容': '该酒店离人大近，交通便利，下次还会住。公寓档次有待提升！', '短评打分': 3}
{'短评内容': '酒店配套设施完善，卫生还可以，下次来人大办事还会选择她！', '短评打分': 3}
{'短评内容': '这家店很好,我到京常住,第一次网上定房,太方便了。', '短评打分': 3}
{'短评内容': '交通方便，挨着地铁，公交车也多，去中关村非常方便', '短评打分': 5}
{'短评内容': '环境还是不错的，就是价格有点偏高', '短评打分': 3}
{'短评内容': '服务好，虽然住的是副楼，但是总体感觉很干净。\n我们住的是套房，性价高，离人大地铁站也比较近，所以还是很方便的。', '短评打分': 5}
{'短评内容': '环境很不错，我们定的套房也非常的实惠。离地铁人民大学站也很近，只是这次比赛未能如愿啊啊啊', '短评打分': 5}
{'短评内容': '干净，设施旧了点', '短评打分': 3}
{'短评内容': '特别不错这个酒店，大厅的服务员都特么热情', '短评打分': 5}
{'短评内容': '前台男服务生服务态度不好，没有礼貌。停车不好停，早餐一般。', '短评打分': 1}
{'短评内容': '酒店的设施真的很不错，而且服务员都特别的热情', '短评打分': 5}
{'短评内容': '房间还不错 挺大的 也很干净舒适 在北京三百多这个条件还算不错了 性价比挺高的 推荐！', '短评打分': 3}
{'短评内容': '上周刚住过，这周就涨价了...对于518的房价来说，房间设施太陈旧了，不过卫生还是做的很不错的', '短评打分': 5}
{'短评内容': '燕山了，还是挺好的，当然设备有些老，毕竟有年头的。当时订的大床单间，到的时候没有房，就给免费升级成了套间', '短评打分': 5}
{'短评内容': '蛮好的，出行方便，去客户公司也方便以后出差还住这里。', '短评打分': 5}
{'短评内容': '住的是公寓楼，办理入住手续很慢，进去后，房间大小一般，设施有些陈旧，卫生还可以。', '短评打分': 5}
{'短评内容': '酒店还可以吧，离当代商城近，买东西挺方便的！', '短评打分': 5}
{'短评内容': '地处中关村附近，价格优势明显，服务挺好，如果酒店设施再改进下就更好了！', '短评打分': 5}
{'短评内容': '嗯不错交通方便周边各种设施齐全也比较卫生', '短评打分': 3}
{'短评内容': '非常舒适 满意', '短评打分': 3}
{'短评内容': '房间很大，也比较干净，服务很亲切，设施较老，以后还会选择入住！', '短评打分': 3}
{'短评内容': '非常好，第二次住了，离人大非常近，400多一个套间，很超值', '短评打分': 5}
{'短评内容': '房间比较小,设施陈旧,但是比较干净.在海淀黄庄附近乃至中关村附近住过很多酒店了,同价位的酒店中,燕山综合来说算非常不错了.\n', '短评打分': 5}
{'短评内容': '交通便利购物环境好，房间设施有些陈旧，住宿停车收费不好。', '短评打分': 3}
{'短评内容': '酒店周围交通挺方便，只是设施太旧了，该重新装修一下。', '短评打分': 5}
{'短评内容': '感觉很值，就是玻璃窗锁着打不开。', '短评打分': 3}
{'短评内容': '周边的交通比较方便，在中关村或人大附近办事比较便捷，就是房间设施稍旧且总台的服务态度不是非常好。', '短评打分': 1}
{'短评内容': '在这个周边地区还算性价比不错的了，老牌宾馆，比较放心！', '短评打分': 5}
{'短评内容': '酒店位置不错，离当代商城很近', '短评打分': 3}
{'短评内容': '交通方便，周围环境较好，停车要另外收費不好，房间整体可以，有点旧。', '短评打分': 5}
{'短评内容': '，酒店条件很好，房间较大。', '短评打分': 3}
{'短评内容': '不错，房间大，干净卫生，交通便利，特别是离中国人民大学较近，附近地铁也方便，我住这家酒店不下5次了。', '短评打分': 5}
{'短评内容': '嗯还不销干净安静交通也方便', '短评打分': 3}
{'短评内容': '除了房间比较大，一无是处，以后不会在住这家酒店了', '短评打分': 1}
{'短评内容': '设施设备有点旧,冬天入住时暖气不是很足,有点冷.服务态度还不错.', '短评打分': 1}
{'短评内容': '还不错，离地铁近，环境好，就是不含早餐，有机会还会再住的。', '短评打分': 5}
{'短评内容': '酒店设施稍显老旧  但是还在接受范围内', '短评打分': 3}
{'短评内容': '位置方便，价钱合理', '短评打分': 3}
{'短评内容': '环境方便，在当代商城的后面，空间大，适合家人一起聚会', '短评打分': 5}
{'短评内容': '服务态度非常好，晚上有噪音，打个电话服务员立马解决、不过副楼的房间的确不如主楼的，隔音效果不够好，但是副楼房间空间和光线比主楼好一些。', '短评打分': 5}
{'短评内容': '还可以，卫生条件还过得去。\n公共交通条件不错，但酒店门口却极难打车。。。', '短评打分': 5}
{'短评内容': '老牌酒店，位置没的说，但就是店内各种设施比较老旧了。', '短评打分': 5}
{'短评内容': '还可以，只是装修比较老旧了，而且年前人比较少，早餐贵且东西少！', '短评打分': 5}
{'短评内容': '好破旧呢。。。', '短评打分': 3}
{'短评内容': '非常好，居然是套间，把我的同学羡慕坏了。最主要的是离人大非常近，我考研住在这里真是太美妙了', '短评打分': 5}
{'短评内容': '大厅好冷呀!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', '短评打分': 1}
{'短评内容': '设施老旧  地理位置不错 性价比太低  服务一般吧', '短评打分': 1}
{'短评内容': '入住了，位置挺方便。', '短评打分': 3}
{'短评内容': '位置好，离办事的地方很近。只是由于酒店较老，设施陈旧，上网还要付钱', '短评打分': 5}
{'短评内容': '不错，经常来这里。环境和服务都好，吃饭交通便利。', '短评打分': 5}
{'短评内容': '地理位置不错，交通方便。总体上对得起这个价格。', '短评打分': 5}
{'短评内容': '地点好，就在人大对面，房间很干净，交通便利。', '短评打分': 5}
{'短评内容': '房间很大，就在人大对面。离4号线也很近。酒店旁边是条小马路，所以很安静，属于闹中取静型。与房间价格相符。唯一，淋浴没有做干湿分离。如果是去人大办事，住在这里很合适，距离人大最近的酒店', '短评打分': 5}
{'短评内容': '位置方便、价格合适，总之性价比非常好，周围有好多吃饭的地方，以后还会继续住', '短评打分': 5}
{'短评内容': '酒店服务态度很好，最主要是可以免费延迟到14：00退房，太棒了', '短评打分': 5}
{'短评内容': '此房价可接受但不含早餐不合理\n', '短评打分': 3}
{'短评内容': '离学校近，但是很雷人的是没有暖气啊！！然后隔音效果不好', '短评打分': 5}
{'短评内容': '房间是套房，感觉还可以，说不上停大，但适合一家人出游时入住。', '短评打分': 3}
{'短评内容': '离地铁四号线很近，大商场如当代商城也在边上。去北大、清华、人大办事的人住这儿是最方便的。', '短评打分': 5}
{'短评内容': '停车场收费对客人非常不公平。应提醒客人', '短评打分': 3}
{'短评内容': '第二次住这里了，感觉还是可以的。除了房间内的毛巾浴巾稍显旧一点儿，其他都不错———房间大、被品干净、出入方便、旁边饭店多且价格不贵', '短评打分': 3}
{'短评内容': '因为来的是外国友人，燕山是离家最近的酒店，便于照顾。没想到入住后，朋友很是满意。这已经是第三次住燕山大酒店了。我的朋友满意，我就满意。', '短评打分': 5}
{'短评内容': '300多的公寓，对这个价位，这样的设施，还是很划算的。', '短评打分': 5}
{'短评内容': '酒店还行,价格高了点', '短评打分': 3}
{'短评内容': '虽然老点,但地理位置不错,靠近地铁,外宾比较喜欢,自己就去天安门了.', '短评打分': 5}
{'短评内容': '酒店老了点,但房间敞亮很干净,卫生间设施有些简陋。总体感觉不错!', '短评打分': 5}
{'短评内容': '卫生还可以，不过房间设施很老了，电视是非常老款的那种，上网需另收费，没有电脑房！', '短评打分': 5}
{'短评内容': '2酒店很干净', '短评打分': 3}
{'短评内容': '住宿、服务还可以，就是卫生间太简陋，隔音不是很好，价格一般。', '短评打分': 5}
{'短评内容': '公寓楼虽然设施差点倒是干净，入住时等待时，前台送免费咖啡券，感觉不错。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '早8：30到，前台服务规范，及时安排入住，较以往有很大改进。房间设施整洁干净，宽敞明亮，不错。坚定了以后来京继续住这里，呵呵。', '短评打分': 5}
{'短评内容': '酒店老了点,但房间敞亮很干净,卫生间设施有些简陋。总体感觉不错!', '短评打分': 3}
{'短评内容': '   住宿条件一般', '短评打分': 3}
{'短评内容': '酒店很安静！周围交通方便！到机场可以先坐10号线，换机场快轨，1个小时就到了！\n下次出差还来住这家！', '短评打分': 5}
{'短评内容': '住公寓楼大床间，去人大的首选，属于老国企，整体服务不错，内部设施太老了，很安静。\n相对价格来说，设施应该还有提升的空间', '短评打分': 5}
{'短评内容': '不错，中规中矩，下次还会入住。交通方便，就是早餐太差，没啥吃的，特别是没有肉食，稀饭也是凉的！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '燕山大酒店很不错，服务也好', '短评打分': 3}
{'短评内容': '燕山大酒店住宿环境不错  服务可以', '短评打分': 3}
{'短评内容': '挺好的。', '短评打分': 3}
{'短评内容': '感觉很好，房间非常干净，和人大距离非常近，下次去那附近办事，还会再入住。不错，推荐！！！！！！！！！！！！！！！！1', '短评打分': 5}
{'短评内容': '交通方便，周围吃饭方便，房间设施陈旧，网速慢，前台较快\n交通方便，周围吃饭方便，房间设施陈旧，网速慢，前台较快', '短评打分': 5}
{'短评内容': ' 还不错，挺整洁的，性价比高', '短评打分': 3}
{'短评内容': '地理位置很好，方便。房间一般，卫生还行。', '短评打分': 5}
{'短评内容': '好评。', '短评打分': 3}
{'短评内容': '交通方便，就是四号线人民大学站边上。性价格也比较高', '短评打分': 5}
{'短评内容': '上网需要另外付钱，一天35元，太贵，现在就是经济型酒店都已经免费上网，燕山大酒店还收付费，不好。同时住店人员停车还要另外收费，也是不合现在大多数酒店免费原则。看来京城目前的确居之不易啊。', '短评打分': 1}
{'短评内容': '价位合适，设施还行，位置也不错。值得推荐。 \n', '短评打分': 5}
{'短评内容': '北京燕山大酒店大饭店硬件不错,价格优惠,服务周到!我是常驻!', '短评打分': 5}
{'短评内容': '地处地铁人民大学站附近，交通方便、服务也不错, 尤其公寓房很实惠！', '短评打分': 5}
{'短评内容': '不错的酒店，服务很热情，就是出门打车要看运气了。', '短评打分': 5}
{'短评内容': '性价比不高，价格过高，设施一般. 除了交通比较方便外其他没什么了。', '短评打分': 1}
{'短评内容': '房间大，但早点贵。若能降低早餐价格，就更好了。', '短评打分': 5}
{'短评内容': '距离人民大学近，地铁口近，地段好，视野好，房间大。', '短评打分': 5}
{'短评内容': '酒店位置一般，服務尚可，但內部專修和設備相當陳舊破落，房价偏高，實在毫無性价比可言。勉強夠三星水準，如果不是為了見從法國來人大任教的朋友，我是絕對不會入住的。\n合理的房价應該在400元左右，如果不降低房价，我下次來北大和人大，絕對不會考慮入住了。。。', '短评打分': 1}
{'短评内容': '上次住的公寓楼，这次是前台那栋楼，都很不错。环境比较干净，交通便利，推荐', '短评打分': 5}
{'短评内容': '老顾客了。还能说不好么？强烈推荐！！', '短评打分': 3}
{'短评内容': '位置很好，靠近人大地铁站。周围吃饭也挺方便。就是停车还收费太恶心了！', '短评打分': 5}
{'短评内容': '交通地点方便性价比高,如果有早餐提供会更好了~\n\n', '短评打分': 5}
{'短评内容': '酒店宽带很好，老门童非常热情。', '短评打分': 3}
{'短评内容': '地点非常方便，价格也合适，就是周围吃饭的地方少', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '交通方便，价格也还过得去，但酒店里的餐饮就不敢恭维了。', '短评打分': 1}
{'短评内容': '酒店比较老了，但服务设施尚可，旁边是当代商城，购物比较方便。卫生状况也可以。', '短评打分': 5}
{'短评内容': '老顾客了，还能说什么，强力推荐！', '短评打分': 3}
{'短评内容': '不错，安静、卫生。自助餐蔬菜水果比较新鲜，但品种少，以肉蛋水产为主，清淡的品种少，不适合我的口味。', '短评打分': 5}
{'短评内容': '交通方便，环境优雅，客房干净，有些旧了。\n', '短评打分': 5}
{'短评内容': '很干净,服务还不错.就是卫生间水流小.', '短评打分': 3}
{'短评内容': '条件还不错。', '短评打分': 3}
{'短评内容': '地理位置很好，是个老宾馆了，服务热情，很不错', '短评打分': 5}
{'短评内容': '交通地点方便性价比高,如果有早餐提供会更理想', '短评打分': 5}
{'短评内容': '虽然楼和装修都比较老了，但卫生条件良好，居室环境安静，休息不错。\n另外，服务人员热情到位，不像一些其他的老牌酒店，依着牌子老旧耍脸色。', '短评打分': 5}
{'短评内容': '酒店不错', '短评打分': 3}
{'短评内容': '.感觉一般的', '短评打分': 3}
{'短评内容': '很不错！', '短评打分': 3}
{'短评内容': '这家酒店的软硬件只能说尚可，好在它的地理位置算还不错，尤其是对于到人民大学附近办事的旅客而言。值得表扬的是，这家酒店的宽带免费——北京四星以上对宽带收费的酒店貌似占大多数？\n', '短评打分': 5}
{'短评内容': '...............................', '短评打分': 5}
{'短评内容': '房间挺大的，但是卫生间小且旧，不过318元的价格也差不多', '短评打分': 3}
{'短评内容': '设施虽有些旧，但总体感觉还不错，卫生还可以，地理位置优越，出行方便。', '短评打分': 5}
{'短评内容': '实惠酒店，', '短评打分': 3}
{'短评内容': '酒店里的环境挺好的，最好的是离人大很近。', '短评打分': 5}
{'短评内容': '比较满意，服务员很亲切，很热情的帮助和指路', '短评打分': 5}
{'短评内容': '地理位置不错。离地铁较近。前台服务可以。隔音较差。是吸烟者不错的选择。', '短评打分': 5}
{'短评内容': '入住燕山大酒店公寓二天，现已离店。', '短评打分': 3}
{'短评内容': '服务不错', '短评打分': 3}
{'短评内容': '尚可', '短评打分': 3}
{'短评内容': '酒店房间很老，陈旧，早餐88一位，实在是性价比低。', '短评打分': 1}
{'短评内容': '？我定得大床房结果变成两床房…', '短评打分': 3}
{'短评内容': '燕山大酒店配套设施不错，非常干净，交通便利', '短评打分': 5}
{'短评内容': '很老的酒店了，房间都比较旧，但服务还算不错。', '短评打分': 5}
{'短评内容': '已经推荐过朋友在那里住宿了，交通非常的便利，性价比很好，实在。', '短评打分': 5}
{'短评内容': '平生第一次见过这么糟糕的酒店。屋子里能听见外面嘈杂声音。服务态度不好不说，谎言偏多。建议鄙视它、唾弃它', '短评打分': 1}
{'短评内容': '<北京燕山大酒店>位置不错,环境还好,卫生\\舒适.', '短评打分': 5}
{'短评内容': '有家庭间，两室一厅，还算可以吧。离北大也算近，只是还不太够好。', '短评打分': 5}
{'短评内容': '到人大办事最近的酒店，紧邻当代商城，购物便利', '短评打分': 5}
{'短评内容': '值得反复居住的酒店，服务周到热情，位置最佳', '短评打分': 5}
{'短评内容': '.  非常满意', '短评打分': 3}
{'短评内容': '地理位置很好！距离高校很近！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '交通很方便，旁边有商城，有女人街，对面是人大，步行几分钟就有地铁站。房间很宽敞卫生搞得也还好。', '短评打分': 5}
{'短评内容': '离人大很近，套房面积很大，如果是家长来学校看望孩子，一家人会住的很舒适，很值得推荐', '短评打分': 5}
{'短评内容': '性价比高，就是早餐太贵。', '短评打分': 3}
{'短评内容': '干净，服务好！就是房间插座都松了，手机充电、上网带来些不便。地段也好，值得推荐！', '短评打分': 5}
{'短评内容': '环境不错，干净,离地铁也很近，非常方便.下次去了还要住在这里。', '短评打分': 5}
{'短评内容': '此次我们到店较早，房间尚未打扫，前台很热情给我免费升级到3人间，感觉宾至如归。', '短评打分': 5}
{'短评内容': '十1206房.不错，环境和服务价格都不错，下次出差就定这里.', '短评打分': 3}
{'短评内容': '很好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境和服务都很好，满意', '短评打分': 3}
{'短评内容': '已19日入住', '短评打分': 3}
{'短评内容': '住的是公寓套房，性价比较高，地理位置较好设施也很人性化床铺卫生干净。不足之处是地面吸尘不是很彻底有头发和尘絮(床角处）。以后有机会还会住。', '短评打分': 5}
{'短评内容': '燕山大酒店服务好房间干净整洁，交通方便，离地铁4号线人大站特别近，周围采购等也很方便，酒店前台服务也不错，我去的早，酒店免费给茶水饮料咖啡等。燕山大酒店性价比不错，值得一住。', '短评打分': 5}
{'短评内容': '老顾客了！没的说！吃饭购物交通都方便！从5年前就住那了。绝对没的说，价格也合适', '短评打分': 5}
{'短评内容': '燕山大酒店环境很不错，服务也好每次来北京都住这儿，以后还会来哟！', '短评打分': 3}
{'短评内容': '公寓房比较实惠', '短评打分': 3}
{'短评内容': '房间还很舒适', '短评打分': 3}
{'短评内容': '干净卫生，楼层高的话比较安静，房间比较宽敞。', '短评打分': 5}
{'短评内容': '强烈推荐！老顾客了！！', '短评打分': 3}
{'短评内容': '这间酒店不错，设施配套完善、卫生整洁、环境宁静、服务态度良好，是到北京工作、旅游不错的选择', '短评打分': 5}
{'短评内容': '性价比不错的酒店 周围设施齐全交通方便 靠近地铁', '短评打分': 5}
{'短评内容': '入住燕山大酒店附属公寓，离人大很近，房间干净整洁，周围环境安静，服务员态度好，很热情，总体满意。性价比不错。', '短评打分': 5}
{'短评内容': '燕山酒店位置好，周边生活方便，交通便利，靠近地铁，商场。', '短评打分': 3}
{'短评内容': '该洒店值得推荐', '短评打分': 3}
{'短评内容': '燕山大酒店的环境安静，交通便利，离地铁4号线人民大学站很近。', '短评打分': 5}
{'短评内容': '环境很好,服务很好,性价比很高', '短评打分': 3}
{'短评内容': '服务质量不错！', '短评打分': 3}
{'短评内容': ' 酒店不错，前台服务很好', '短评打分': 3}
{'短评内容': '酒店不错，干净卫生，位置好，面对中国人民大学，紧挨商场。', '短评打分': 5}
{'短评内容': '不错，到底是四星级酒店；虽然是旧楼，服务还是好的', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '地理位置较好，离人大很近，这是我为什么选择这家酒店最直接的原因。之前住过酒店里，觉得还行，虽然这酒店比较有历史了。这次住的是公寓楼，是图个便宜，可惜设置还比不上招待所，洗澡之后就水漫金山，这是让我最不爽的地方，好歹也弄个地方隔开来吧。其他，就那样吧，还能住，隔音效果不好。', '短评打分': 5}
{'短评内容': '酒店总体来说还 不错，就是设施有点陈旧，不过酒店的服务员综合素质很好，有机会还是会过去入住的', '短评打分': 5}
{'短评内容': '酒店副楼条件一般  设施陈旧  不过交通还算便利', '短评打分': 5}
{'短评内容': '酒店公寓价格合理、房间也很大，卫生条件很好，服务员的态度很热情。。。。继续', '短评打分': 5}
{'短评内容': '交通方便、位置也好、卫生条件和环境也不错，尤其是门卫，工作很负责！！还会继续去住。', '短评打分': 5}
{'短评内容': 'Service is good and the location is better', '短评打分': 5}
{'短评内容': '老主官', '短评打分': 3}
{'短评内容': '实惠型酒店公寓，交通方便', '短评打分': 3}
{'短评内容': '到北京海淀一带办事住这里很方便，周边商业便利，店内服务周到', '短评打分': 5}
{'短评内容': '＋已入住燕山酒店', '短评打分': 3}
{'短评内容': '性价比很高的酒店，推荐！', '短评打分': 3}
{'短评内容': '地方不错，蛮干净的\n但是看起来很旧的样子', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '房间不错,但可否增设早餐方便顾客', '短评打分': 3}
{'短评内容': '燕山大酒店很不错，干净整洁，房间也很大。地理位置非常方便。\n', '短评打分': 5}
{'短评内容': '酒店离人大很近，如到人大办事住这是个不错的选择，酒店设施、服务都还行。', '短评打分': 5}
{'短评内容': '地点不错，干净卫生。不过酒店副楼看着有些老旧，到四星级标准有些勉强，298一天的价格也有一些贵。', '短评打分': 5}
{'短评内容': '位置好，卫生好，服务好，每个小细节都做得好，很棒的酒店！', '短评打分': 5}
{'短评内容': '因为经常来这里办事居住，熟悉了的环境和交通，房间舒适，安全', '短评打分': 5}
{'短评内容': '舒适，交通便利，服务周到，特别喜欢浴室内嵌式吹风机', '短评打分': 3}
{'短评内容': 'The service in this hotel is good. Location is nice', '短评打分': 5}
{'短评内容': '房间的大床是用两张单人床拼的  设施稍稍有点旧 但是酒店位置很好 吃饭逛街出行都很方便    ', '短评打分': 3}
{'短评内容': '北京燕山大酒店酒店服务很不错，卫生很好，周边氛围很好，就是停车位很少。', '短评打分': 5}
{'短评内容': '一般的很，绝对和4星差远了，太失望了，设置有点陈旧', '短评打分': 1}
{'短评内容': '酒店服务很不错，卫生很好，在冬季入住就是有点干燥，能配置加湿器就好了！', '短评打分': 5}
{'短评内容': '环境不错，安静舒适，交通方便。住的商务间，但感觉有点小，也没有电脑', '短评打分': 5}
{'短评内容': '酒店很好很方便', '短评打分': 3}
{'短评内容': '不好啊，是边上的公寓，不是酒店里的放，硬件软件都超差，以后一定看清再定', '短评打分': 3}
{'短评内容': '  还不错', '短评打分': 3}
{'短评内容': ' 很好!', '短评打分': 3}
{'短评内容': '公寓房的性价比高,采光很好', '短评打分': 3}
{'短评内容': '性价比绝对高,位置和环境都不错~~交通便利~~不过设施比较简陋~~卫生间没有浴缸 只有淋浴~~停车不免费是15元一天~', '短评打分': 5}
{'短评内容': '不需要多解释了，习惯这里的环境和状况，出行方便，办事省心', '短评打分': 5}
{'短评内容': '很好...下次还住.地理位置不错,环境不错\n', '短评打分': 5}
{'短评内容': '常常入住这里，熟悉环境，了解服务，一直比较满意', '短评打分': 5}
{'短评内容': '  已经不是第一次住在这里了，一样的舒适，一样的物有所值！^_^', '短评打分': 3}
{'短评内容': '酒店位置好，价格合理，房间面积大，下次仍会考虑入住此酒店。', '短评打分': 5}
{'短评内容': '入住多次了，燕山酒店给人印象最深的就是房间干净，价钱合适，服务态度越来越好。', '短评打分': 5}
{'短评内容': '跟燕山大酒店是不打不相识，入住多次了，开始是不满意的，越来越满意。\n房间很干净，房价适中，服务态度也越来越好.', '短评打分': 5}
{'短评内容': '＋还行', '短评打分': 3}
{'短评内容': '  房间比较大，床很舒服，洗澡花洒的出水量有点小，洗的不痛快。设施比较齐备。总之不错，离中关村很近，推荐。', '短评打分': 3}
{'短评内容': '  设施还不错，稍显陈旧了一些，床很大很舒服，交通便利，服务也说的过去，物有所值，值得推荐。', '短评打分': 3}
{'短评内容': '经常入住燕山大酒店，已经是常客了，很喜欢这里的氛围，别的就不说了', '短评打分': 5}
{'短评内容': '我是到中国人民大学办事，网上搜索预订了燕山大酒店，确实方便，下次还来这里住', '短评打分': 5}
{'短评内容': '燕山大酒店是性价比比较优秀的酒店，位置好，设施略显陈旧，没有免费早餐......', '短评打分': 5}
{'短评内容': '因为是燕山大酒店的常客，太多的感受都是因为燕山的优点，位置好，出行方便，服务热情......', '短评打分': 5}
{'短评内容': '房间比较大，卫生间实在不怎么样，最恶心的是上网居然收费，一天30块钱，再不住这里了', '短评打分': 3}
{'短评内容': '交通很方便，离人民大学东门很近，服务很热情，下次还来这里住', '短评打分': 5}
{'短评内容': '位置不错，靠近北三环，人民大学对面。周边餐饮比较多，比较满意', '短评打分': 5}
{'短评内容': '虽然是公寓，但是房间还是不错的。两间屋子，三张床，不错！ ', '短评打分': 5}
{'短评内容': '多次居住，了解该店的价位与服务质量，俺算一个铁杆回头客，哈哈', '短评打分': 5}
{'短评内容': '因为燕山独特的地理位置、便捷的交通线路和舒适的房间服务，推荐各位到此住住。', '短评打分': 5}
{'短评内容': '酒店比较老，但是设施很考究，价格也很便宜，不错的推荐', '短评打分': 5}
