{'短评内容': '早餐不错', '短评打分': 5}
{'短评内容': '+酒店离机场有点远打车要70元左右，离西湖景区更远，酒店设施和环境挺好的，干净。不过杭州旅游没什么意思，堵车严重出租车黑且极难打到', '短评打分': 5}
{'短评内容': '+酒店很干净，虽然住的是休闲房，但是东西很齐全。淋浴房不太满意，洗完澡，外面都是水。整体感觉还是很舒适的。', '短评打分': 5}
{'短评内容': '是五一期间去的萧山，然后在网上定了这个酒店的特价标间，酒店是还满好的，满气派的。。地理位置还可以。。当然价格也肯定要贵一点拉。不过服务很不错，还会送水果到房间的。。。就是在我们出去吃饭的时候送的，这点感觉不怎么好.....房间很干净，设备很齐全的。。。但这个空调是实在让人受不了啊.服务人员调了也没用，照样一点都不冷的...怕热的人是吃不消的..晚上一点被子不盖都热..建议酒店方要定期检查一下啊..', '短评打分': 3}
{'短评内容': '不错，来萧山只住凯豪的，就是早餐样式太少，吃的次数多了，就没什么感觉可以吃的。。。。', '短评打分': 5}
{'短评内容': '看了之前入住的朋友们的点评选择这家宾馆的，房间比预想的要好，性价比很高，值得推荐。可惜的是离杭州市区远了点。', '短评打分': 5}
{'短评内容': '忘了说，酒店还有免费的多品种药枕提供。我试了#2号的伏明子枕头，果然睡得很香哦。', '短评打分': 3}
{'短评内容': '一流的酒店，五星级的房间配置，超经济的价格，超值。酒店附近环境很不错，有在日本的感觉。位置离市区很静，属于旺中带静。', '短评打分': 5}
{'短评内容': '休闲房的价钱是3星级的价钱，4星级的享受，不错的说，就是退房时间要12点，其他的地方都是2点，床太硬点', '短评打分': 5}
{'短评内容': '由于经验不足，一家三口自驾游订了个休闲房。谁知只有大床一张，又没有其他房间可以调换，只能一人打地铺。', '短评打分': 1}
{'短评内容': '这特价房还是性价比很高的，就是没有窗户，住了两次了，每次都很满意，交通也很方便。', '短评打分': 5}
{'短评内容': '感觉住宿还不错，就是位置不是很好找。\r\n', '短评打分': 5}
{'短评内容': '设施在全一些，卫生在好一些', '短评打分': 3}
{'短评内容': '设施在全一些，卫生在好一些', '短评打分': 3}
{'短评内容': '设施在全一些，卫生在好一些', '短评打分': 5}
{'短评内容': '前台的结账速度太慢 ', '短评打分': 3}
{'短评内容': '还不错  就是房间有点热 可能是修理空调的原因吧 没有窗口实在是太闷 ', '短评打分': 3}
{'短评内容': '在萧山的老城区，有点偏，不过周边的设施还算配套，吃饭的地方也比较多，整体还不错，下次一定还会再去的', '短评打分': 5}
{'短评内容': '床太硬 隔音太差 ', '短评打分': 5}
{'短评内容': '交通方便，性价比高；附近餐馆不够多', '短评打分': 5}
{'短评内容': '性价比挺高，服务较好，但是有些须加强，比如可以提供墨水等一些物品，退房时间还可延长些。', '短评打分': 5}
{'短评内容': '非常超值的四星级酒店', '短评打分': 5}
{'短评内容': '各方面都很满意，唯一意外的是竟然有卡拉OK在楼里，而且清晰可闻，好在12点前会结束。', '短评打分': 5}
{'短评内容': '位置挺好，如果提醒一下车子要从庆春路进来就更人性化了。', '短评打分': 3}
{'短评内容': '酒店房间有一股不明味道，可能是下水道的。不舒服。', '短评打分': 5}
{'短评内容': '性价比不错，下次还会住.', '短评打分': 5}
{'短评内容': '酒店很好，什么都有的。冰箱啊什么都有不错。就是没窗。', '短评打分': 5}
{'短评内容': '设施不错，就是没有窗户，比较闷气。\r\n\r\n', '短评打分': 5}
{'短评内容': '前台不行，态度不好', '短评打分': 3}
{'短评内容': '酒店前台接待不行，感觉像我们欠她几百万样的。客房服务的态度很好！', '短评打分': 5}
{'短评内容': '我常来住，因卫生做得好，酒店人员都热情有礼，服务好，感觉亲切，价格也比较理想。', '短评打分': 5}
{'短评内容': '很不错~', '短评打分': 5}
{'短评内容': '这次入住有点小问题，门不知道怎么的不好用！不过还是非常不错的', '短评打分': 5}
{'短评内容': '质量比以前差很多了\r\n', '短评打分': 1}
{'短评内容': '非常不错，性价比很高，早饭不够丰富！', '短评打分': 5}
{'短评内容': '设施不错，就是没有窗户，比较闷气。', '短评打分': 5}
{'短评内容': '属于定点酒店了', '短评打分': 5}
{'短评内容': '  直得一住!\r\n', '短评打分': 5}
{'短评内容': '酒店很不错，虽然和新开张时候比设施已经有点旧了，但是服务质量依旧没有下降。', '短评打分': 3}
{'短评内容': '在萧山比较市区但又算安静的地方.', '短评打分': 5}
{'短评内容': '设施有些陈旧了,房间里面的下水管道味道比较大但是是挺舒适的,服务态度还不错,位置是挺好找的,性价比挺好的.', '短评打分': 3}
{'短评内容': '由于住的不带窗户的房间，比较分不清时间，同时，下水道的味道太大了，本来就不透气，整个屋子非常难闻', '短评打分': 1}
{'短评内容': '到萧山基本多入住此店，客观上讲其性价比和当初开张之际比较有所下降，但在软件服务上没有下降，只是生意好了，硬件上要扩展和改善一下了。', '短评打分': 3}
{'短评内容': '酒店的服务都不错.酒店所在的位置比较偏,周边出行都很不方便.不过酒店服务还是非常好的.性价比也不错.', '短评打分': 3}
{'短评内容': '酒店的条件我觉得是比较不错的，环境和服务也挺好的，内部的设施配备相对完善，挺不错的。', '短评打分': 3}
{'短评内容': '酒店的服务态度一般，设施条件还可以，位置在萧山算是不错的了，所以还是可以考虑的。', '短评打分': 3}
{'短评内容': '房间虽小，功能俱全。超赞电熨斗和烫衣板。', '短评打分': 5}
{'短评内容': '酒店的性价比还是不错的,服务也很好,价格也比较适中,但是距离西湖景区稍远了一些.其它各方面都不错', '短评打分': 3}
{'短评内容': '这个酒店离我要去的地方挺远的，交通也不是特别方便，不过服务还是很不错的，内部的硬件也挺不错的，如果到这个附近我觉得还是可以考虑的。', '短评打分': 3}
{'短评内容': '酒店的设施和服质量的都不错，只是地理位置有点不太理想，早上的早餐不错，品种丰富，美味。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '特价房的面积很小,卫生打扫的倒是蛮干净的,地理位置在萧山来讲还是蛮方便的,价格方面也比较合适的.', '短评打分': 3}
{'短评内容': '相比萧山的其他酒店，这家酒店不错', '短评打分': 5}
{'短评内容': '早餐很丰富，很好吃！酒店比较干净，因为是国庆节期间，还有月饼和水果和支装水送。还优惠了我10元一晚上，是我这个国庆期间住的最舒服的酒店。推荐！', '短评打分': 5}
{'短评内容': '    前台人員專業表現太差，12人入住就搞的場面混亂，辦事完全無流程性，內部人員對於入住所須提供證件管理要求不一致評價30分(因該評為零分)。是否為國慶期間有工作代理而造成工作事項了解不夠透徹！內部須好好檢討。\r\n    早餐很豐盛每位客人都會想一直呆在餐廳、房間乾淨且佈置的很高級有回到家裡住的舒適感覺。因該給房務、廚房、餐廳人員評價100分', '短评打分': 5}
{'短评内容': '地理位置好，位于市心广场附近闹市区，交通业很方便，汽车总站下来做2站公交车就能到达。酒店人员服务好，设施不错。就是早餐一般，但198元送2分早餐也物有所值了。', '短评打分': 5}
{'短评内容': '从凯豪开张入住到四星旅游饭店评上后入住，感觉到设施的确开始变旧了，空调不是很冷，浴室下水不是很通畅，不过服务依旧不错。地理位置由于西河公园通道的打通，也变得愈发有优势了。', '短评打分': 5}
{'短评内容': '我多次入住这间酒店，卫生好，服务好！', '短评打分': 5}
{'短评内容': '酒店有点旧了，没有什么特色，有股不太好的味道，不过服务还是不错的，比较好', '短评打分': 1}
{'短评内容': '酒店的环境配套设施都还不错，但是卫生方面需要提高，我又一次去发现他的拖鞋是有人穿过的，由于我当天只睡几个小时就走，所以也没找他们，不过他的位置还可以。', '短评打分': 5}
{'短评内容': '前几天，我又住了这个酒店，让我又有新的发现。&lt;br /&gt;\n我在大堂吧喝咖啡时，常常听到礼宾员的声音：晚上好。。原来他们对每一个进酒店的人都会问好。不管他们有多忙，总会微笑，总台呢也是大老远就对你微笑。让人感觉服务的确是好。我住过的酒店也不少，住进客房时，还有专门的女士房，布置让我感觉很温馨。总体来说，四星级酒店有五星级的服务，还是值得人留恋的。', '短评打分': 5}
{'短评内容': '服务员服务挺好，感觉比较亲切，房间卫生设施设备还不错&lt;br /&gt;\n唯一的不足就是酒店前的路比较窄，有点难找。&lt;br /&gt;\n入住时，我不小心把我的钱包忘在总台了，是一位女服务员及时告诉我的，才找回来。这点让我很高兴。这酒店员工素质还挺高。', '短评打分': 5}
