{'descr': '酒店前台服务人员态度极差', 'star': 1}
{'descr': '很温馨的酒店，特色的大小床标间，符合锦江一贯的服务水准，自驾游很适合的选择。\n最好提前预定，房间很紧张的样子\n价格嘛，给网络的就是标准价格，锦江会员有更好的价格\n', 'star': 5}
{'descr': '服务态度很好，房间挺干净，以后还会继续入住该店。', 'star': 5}
{'descr': '服务态度很好，房间挺干净，以后还会继续入住该店。', 'star': 5}
{'descr': '环境很好。很干净，周围很静，出门在外的首选。。。。。', 'star': 5}
{'descr': '环境很好。很干净，周围很静，出门在外的首选。。。。。', 'star': 5}
{'descr': '干净整洁，去过很多次了，还要再光临，结帐速度也很快', 'star': 5}
{'descr': '干净整洁，去过很多次了，还要再光临，结帐速度也很快', 'star': 5}
{'descr': '＋卫生条件不错，服务也很好，只是邻近铁路，晚上有点吵', 'star': 3}
{'descr': '＋卫生条件不错，服务也很好，只是邻近铁路，晚上有点吵', 'star': 3}
{'descr': '交通方便，外滩很近，走路就可以到达，酒店的早餐也挺好的', 'star': 5}
{'descr': '交通方便，外滩很近，走路就可以到达，酒店的早餐也挺好的', 'star': 5}
{'descr': '很干净，服务态度也很好，我会推荐给其它朋友的', 'star': 5}
{'descr': '很干净，服务态度也很好，我会推荐给其它朋友的', 'star': 5}
{'descr': '都挺好的。就是希望尽快改善网速！ 无线网络覆盖的还可以。网速！网速！', 'star': 5}
{'descr': '都挺好的。就是希望尽快改善网速！ 无线网络覆盖的还可以。网速！网速！', 'star': 5}
{'descr': '整体不错。但是网速很慢很慢，，电梯要插卡，虽然安全，但是不方便', 'star': 5}
{'descr': '整体不错。但是网速很慢很慢，，电梯要插卡，虽然安全，但是不方便', 'star': 5}
{'descr': '地理位置好，很方便。店内干净整洁，服务态度好。唯一不足是稍有噪音，不过影响不大。', 'star': 5}
{'descr': '地理位置好，很方便。店内干净整洁，服务态度好。唯一不足是稍有噪音，不过影响不大。', 'star': 5}
{'descr': '很干净， 隔音也很好尤其推荐早餐不错，整体感觉不错', 'star': 5}
{'descr': '很干净， 隔音也很好尤其推荐早餐不错，整体感觉不错', 'star': 5}
{'descr': '交通很方便，停车安全！\n环境很好，服务周到。', 'star': 5}
{'descr': '交通很方便，停车安全！\n环境很好，服务周到。', 'star': 5}
{'descr': '塘沽锦江之星', 'star': 3}
{'descr': '塘沽锦江之星', 'star': 3}
{'descr': '挺好的！电梯要插房卡才能使用，防盗！就是距离轻轨塘沽站有点远，媳妇儿的脚疼得，心疼！', 'star': 5}
{'descr': '挺好的！电梯要插房卡才能使用，防盗！就是距离轻轨塘沽站有点远，媳妇儿的脚疼得，心疼！', 'star': 5}
{'descr': '不错，满意。', 'star': 3}
{'descr': '不错，满意。', 'star': 3}
{'descr': '之前住過好幾次~感覺還可以~附近也很方便~不過商務房太少~都訂不到~', 'star': 5}
{'descr': '之前住過好幾次~感覺還可以~附近也很方便~不過商務房太少~都訂不到~', 'star': 5}
{'descr': '网络相当悲催 其他还好 没啥正经饭菜 最好在外面吃午饭晚饭', 'star': 5}
{'descr': '网络相当悲催 其他还好 没啥正经饭菜 最好在外面吃午饭晚饭', 'star': 5}
{'descr': '噪音，还是噪音，其他方面挺好,如果有所改进，还会考虑，这次只是懒得换了', 'star': 1}
{'descr': '噪音，还是噪音，其他方面挺好,如果有所改进，还会考虑，这次只是懒得换了', 'star': 1}
{'descr': '服务还行，就是房间隔音效果差，如果能多花点成本把墙搞好就行', 'star': 1}
{'descr': '服务还行，就是房间隔音效果差，如果能多花点成本把墙搞好就行', 'star': 1}
{'descr': '隔音效果不好，墙不是实心的，是用木板隔起来的', 'star': 1}
{'descr': '隔音效果不好，墙不是实心的，是用木板隔起来的', 'star': 1}
{'descr': '细节很好，就是窗户不隔音，塘沽的锦江之心靠着轻轨，晚上吵!', 'star': 5}
{'descr': '细节很好，就是窗户不隔音，塘沽的锦江之心靠着轻轨，晚上吵!', 'star': 5}
{'descr': '非常喜欢这家酒店，好的态度', 'star': 3}
{'descr': '非常喜欢这家酒店，好的态度', 'star': 3}
{'descr': '不错！干净，服务态度很好，热情！有免费的针线包，挺好的。', 'star': 5}
{'descr': '不错！干净，服务态度很好，热情！有免费的针线包，挺好的。', 'star': 5}
{'descr': '结帐不查房，是所有锦江之星的特点，快，赞一个，但这次入住，被套比较脏，这是以前没见过的。', 'star': 5}
{'descr': '结帐不查房，是所有锦江之星的特点，快，赞一个，但这次入住，被套比较脏，这是以前没见过的。', 'star': 5}
{'descr': '酒店离轻轨塘沽站比较近,马路对面是洋货市场,比较方便', 'star': 5}
{'descr': '酒店离轻轨塘沽站比较近,马路对面是洋货市场,比较方便', 'star': 5}
{'descr': '酒店位置还可以，服务很好，卫生也很不错，但刚开始会有些凉，空调开启后会暖起来，希望酒店可以不关空调或保持一定的室温。', 'star': 5}
{'descr': '酒店位置还可以，服务很好，卫生也很不错，但刚开始会有些凉，空调开启后会暖起来，希望酒店可以不关空调或保持一定的室温。', 'star': 5}
{'descr': '住过多少次了，还是那么干净，结帐还是那么迅速，还有小礼品，感觉很开心！', 'star': 5}
{'descr': '住过多少次了，还是那么干净，结帐还是那么迅速，还有小礼品，感觉很开心！', 'star': 5}
{'descr': '酒店设施简单，卫生干净，服务较好，停车方便。整体感觉不错。', 'star': 5}
{'descr': '酒店设施简单，卫生干净，服务较好，停车方便。整体感觉不错。', 'star': 5}
{'descr': '很好，锦江之星的卫生就是干净！结帐也非常的快！', 'star': 5}
{'descr': '这家店不错，环境挺好，也挺干净，就是有点远，开车的朋友可以去，离天津火车站有50多公里，挺远的~', 'star': 5}
{'descr': '酒店设施比较简单 但比较干净，服务也比较好，推荐', 'star': 5}
{'descr': '地段好，房间很大也很干净，走着就能到达洋货市场和步行街，下次还会光顾！', 'star': 5}
{'descr': '位置方便，房间干净，整体感觉不错，下次还会入住', 'star': 5}
{'descr': '一直都认为锦江之星的卫生很干净，服务态度也很好', 'star': 5}
{'descr': '锦江之星的标准应该比这再好一点，房间还好，就是卫生间小点，早餐一般，人也多，没有及时添加缺少的食品。但总体性价比还好了。', 'star': 5}
{'descr': '住了N多次了，感觉还真的是不错，而且价位也很适合自己！', 'star': 5}
{'descr': '北京银马酒店性价比高！二楼还有免费的无线上网，不错！', 'star': 5}
{'descr': '卫生条件很好。周边购物就餐方便，距离洋货市场较近。', 'star': 5}
{'descr': '房间宽敞，但窗户太小。服务态度比较好。酒店靠近火车道，比较吵。', 'star': 5}
{'descr': '房间整齐干净，唯一缺点就是靠近铁道边，有点吵。', 'star': 3}
{'descr': '服务态度差  其他的都不错   位置不错  特别舒适  床睡的很舒服', 'star': 1}
{'descr': '各方面都很好，标间里面是一张大床加一张小床，很超值！', 'star': 5}
{'descr': '服务到位 非常满意', 'star': 5}
{'descr': '整体状况比较满意，只是价位比7天、如家等连锁点高出15%左右。', 'star': 5}
{'descr': '酒店的位置不错，可以走路到外滩，解放路商业街，洋货市场，房间的细节设计比较人性化，不错', 'star': 3}
{'descr': '值得一住。房间比较舒适和干净。建议长假期间提前预定，价格比较优惠哦', 'star': 5}
{'descr': ' 房间看着挺温馨的，有衣服架放行李的柜子，窗帘也不错，对房间挺满意的', 'star': 5}
{'descr': '很好!', 'star': 5}
{'descr': '不错的酒店经济实用', 'star': 5}
{'descr': '我去的时候是暑假，有些房间还在装修，整个色调本木色看起来很简洁环保，但过于单调，要是加点其他颜色就会显得温馨一些，设施都挺新的，卫生也很好，前台服务很热情，一楼的餐厅比在外面饭馆好吃多了。交通和购物也很方便，去洋货市场和外滩都只要一站路比较近。总体是比较满意，要是价格能稍稍再降点，性价比会更高。', 'star': 5}
{'descr': '房间里的上网速度并不是很快，希望能改进。', 'star': 5}
{'descr': '前台很有问题，入住退房时都是一样，看见拿着钱笔画的人就赶紧接，也不管你是不是排在前面，我都直面的大声呵斥，结果按顺序先为我办理。住店的不懂先来后到，你一个搞服务行业的还不懂，干什么吃的！房间条件一如既往，物有所值吧，算比较满意！', 'star': 3}
{'descr': '+', 'star': 3}
{'descr': '初了我去的时候旁边在装修外其他的都还不错，对得起这个价钱，交通比较方便，离轻轨车站很近，附近就是洋货市场，值得表扬', 'star': 5}
{'descr': '没有交通向导、房间情况一般有些异味、价格一般、', 'star': 3}
{'descr': '去的时候刚好赶上酒店装修，感觉不是特别整洁\n位置挺好，就在轻轨塘沽站南边一站地距离外滩公园没几站路\n房间环境还不错，就是无线网一直连不上，总的来说还是值得推荐的', 'star': 5}
{'descr': '酒店附近设施齐全、交通便利、房间气息不太好', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '锦江之星还是可以吧。入住环境比较规范。', 'star': 5}
{'descr': '不错~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 3}
{'descr': '卫生设施一如锦江之星的感觉，就是5楼再装修，边上有个火车道，关上窗子，噪音好一些，酒店内部隔音不是很好。', 'star': 5}
{'descr': 'now it is 1:30 am in this hotel, why our family make this comment because we cannot sleep. The room is full of paint smell, the smell of smoke. It is really a nightmare.', 'star': 1}
{'descr': '入住时酒店装修，一楼进去后噪音很大，但是安排在3楼的另一侧，还可以。', 'star': 5}
{'descr': 'hao~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '舒适，地点好', 'star': 5}
{'descr': '比较满意', 'star': 5}
{'descr': '这家锦江之星的位置比较偏僻，如果到天津经济开发区（滨海新区）办事，其实新区有更多号的选择。\r\n\r\n这家不够干净，周边环境比较乱，旁边铁路主干线，后悔呀。\r\n\r\n但服务人员还是很热情的，但是硬件太差了。\r\n\r\n搜索要选新区店或者开发区店。', 'star': 1}
{'descr': '还可以！', 'star': 5}
{'descr': '前台服务人员只认钱，排了半天队，只要有人拿钱给他，立刻就不理你，入住退房都是一样，我这暴脾气，跟他嚷嚷才行！大家一定要谨记！不要忍，不然你等到天黑也轮不到你！', 'star': 5}
{'descr': '前台服务人员只认钱，排了半天队，只要有人拿钱给他，立刻就不理你，入住退房都是一样，我这暴脾气，跟他嚷嚷才行！大家一定要谨记！不要忍，不然你等到天黑也轮不到你！', 'star': 5}
{'descr': '距离洋货市场非常近，房间很宽敞，干净，下次去塘沽还会考虑入住。', 'star': 5}
{'descr': '距离洋货市场非常近，房间很宽敞，干净，下次去塘沽还会考虑入住。', 'star': 5}
{'descr': '酒店卫生条件不错，总体感觉也很好，要是能再提供点平时日常用到的小物件就更好了，例如小剪刀。', 'star': 5}
{'descr': '酒店卫生条件不错，总体感觉也很好，要是能再提供点平时日常用到的小物件就更好了，例如小剪刀。', 'star': 5}
{'descr': '快捷酒店的服务和硬件设施都比我想象的好的多。下次我一定还定这家快捷酒店。', 'star': 5}
{'descr': '快捷酒店的服务和硬件设施都比我想象的好的多。下次我一定还定这家快捷酒店。', 'star': 5}
{'descr': '再便宜点就更好了。', 'star': 5}
{'descr': '再便宜点就更好了。', 'star': 5}
{'descr': '服务以及环境不错', 'star': 5}
{'descr': '服务以及环境不错', 'star': 5}
{'descr': '卫生不错', 'star': 5}
{'descr': '卫生不错', 'star': 5}
{'descr': '不错的酒店', 'star': 3}
{'descr': '不错的酒店', 'star': 3}
{'descr': '感觉很好', 'star': 3}
{'descr': '感觉很好', 'star': 3}
{'descr': '总体感觉还不错。', 'star': 5}
{'descr': '总体感觉还不错。', 'star': 5}
{'descr': '位置很好，距离火车站和洋货市场都很近。但是卫生条件一般。', 'star': 5}
{'descr': '位置很好，距离火车站和洋货市场都很近。但是卫生条件一般。', 'star': 5}
{'descr': '价格合理，一日三餐都特别好', 'star': 3}
{'descr': '价格合理，一日三餐都特别好', 'star': 3}
{'descr': '该店虽然便宜，但是却拥有5星级的服务。由于本人把物品留在店中，与该店联系后，该店员工立即寻找物品并与我联系，真的很感谢。今后还会继续住该店。', 'star': 5}
{'descr': '该店虽然便宜，但是却拥有5星级的服务。由于本人把物品留在店中，与该店联系后，该店员工立即寻找物品并与我联系，真的很感谢。今后还会继续住该店。', 'star': 5}
{'descr': '房间挺宽敞的，卫生也不错', 'star': 5}
{'descr': '房间挺宽敞的，卫生也不错', 'star': 5}
{'descr': '价格还算合理，位置也可以，就是附近有火车道，不过影响不大，相反，晚上能隐约听着火车的声音也不错。', 'star': 5}
{'descr': '价格还算合理，位置也可以，就是附近有火车道，不过影响不大，相反，晚上能隐约听着火车的声音也不错。', 'star': 5}
{'descr': '不错！！！', 'star': 3}
{'descr': '不错！！！', 'star': 3}
{'descr': '位置不好，和开发区店完全两个概念，好像住到了小村庄里。', 'star': 1}
{'descr': '位置不好，和开发区店完全两个概念，好像住到了小村庄里。', 'star': 1}
{'descr': '位置和性价比都不错，是我公司首选之一', 'star': 3}
{'descr': '位置和性价比都不错，是我公司首选之一', 'star': 3}
{'descr': '这家酒店是我们公司首选之一，很不错的，全国一个样', 'star': 3}
{'descr': '这家酒店是我们公司首选之一，很不错的，全国一个样', 'star': 3}
{'descr': '性价比比较好', 'star': 5}
{'descr': '性价比比较好', 'star': 5}
{'descr': '还不错，隔音不太好', 'star': 5}
{'descr': '还不错，隔音不太好', 'star': 5}
{'descr': '酒店不错，位置很好，距离洋货很近，办事方便！！！', 'star': 5}
{'descr': '酒店不错，位置很好，距离洋货很近，办事方便！！！', 'star': 5}
{'descr': '置挺方便的，離火車站、輕軌站都很近；就是太吵了，房間隔音效果差，晚上火車的聲音很吵；價格倒是很優惠，下次去應該還會住', 'star': 3}
{'descr': '位置挺方便的，離火車站、輕軌站都很近；就是太吵了，房間隔音效果差，晚上火車的聲音很吵；價格倒是很優惠，', 'star': 5}
{'descr': '早餐还行。停车也方便。就是房间上不了网，但楼下有个公用电脑能上，速度还挺快。', 'star': 5}
{'descr': '还不错！', 'star': 5}
{'descr': '入住非常愉快，服务到位，性价比合适。', 'star': 5}
{'descr': '比较干净，卫生间漱口杯有些差，是纸杯，太软。', 'star': 5}
{'descr': '比较干净，卫生间漱口杯有些差，是纸杯，太软。', 'star': 5}
{'descr': '很干净，就是隔音不好。另外总有人从门下塞服务信息', 'star': 3}
{'descr': '很干净，就是隔音不好。另外总有人从门下塞服务信息', 'star': 3}
{'descr': '优点：该有的都有了，不该有的都没有；\r\n缺点：隔音差；每天有人送不三不四服务的纸条。', 'star': 5}
{'descr': '一次性用品齐全，洗发水也有的，一月底去的，以前可能没有吧，现在全了', 'star': 5}
{'descr': '一次性用品齐全，洗发水也有的，一月底去的，以前可能没有吧，现在全了', 'star': 5}
{'descr': '房间很好，网速很快，位置不错', 'star': 3}
{'descr': '房间很好，网速很快，位置不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '酒店干净卫生 性价比较高', 'star': 5}
{'descr': '酒店干净卫生 性价比较高', 'star': 5}
{'descr': '房间非常不错，非常大，卫生条件也棒，唯一的缺点就是：只能供应早餐，不能供应午餐和晚餐，幸好外边吃饭的地方比较多，弥补一些吧。总体来说很满意。', 'star': 5}
{'descr': '卫生不错，价格合理，地理位置很好', 'star': 1}
{'descr': '环境可以，价格也不是很贵。', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '交通很方便，房间干净舒适，早餐还可以。总体来说不错，以后还会入住。', 'star': 5}
{'descr': '位置还行', 'star': 5}
{'descr': '环境不错，交通比较便利。离城铁和外滩都很近，但周围环境比较乱，上档次的吃饭地方不多，内部整体的设施不错。人员的管理感觉也不错，总的就是比较性价高', 'star': 3}
{'descr': '位置不错，只是酒店周边稍微寒颤了一点，但走几步就是塘沽比较繁华的地方了，吃饭购物都比较方便，可以一去再去的酒店。O(∩_∩)O~', 'star': 5}
{'descr': '很喜欢锦江之星，房间很干净舒适。标准间很不错。可能稍微有点遗憾的就是隔音效果稍显逊色。整体很不错。', 'star': 5}
{'descr': 'GOOD!', 'star': 5}
{'descr': '非常不错的经济旅馆，地点很好，比较舒适，交通方便，临近轻轨。', 'star': 5}
{'descr': '酒店的服务态度很好，也满足了我在网站上所备注的留言很不错，价格也便宜', 'star': 5}
{'descr': '总体的不错的，价格合理、地理位置优越，卫生条件良好，本人推荐入住。如果配备电脑就更好的！', 'star': 5}
{'descr': '酒店的服务卫生以及设施都很好的，酒店的位置不错的，交通和购物都很方便的，性价比不错的酒店', 'star': 5}
{'descr': '值得推荐 ', 'star': 5}
{'descr': '总体尚好', 'star': 5}
{'descr': '总体还是很好的', 'star': 5}
{'descr': '酒店挨着轻轨，从天津市区过来还是挺方便的，而且他们的服务环境也不错，挺干净的。', 'star': 5}
{'descr': '服务都还好，交通还是比较方便的', 'star': 5}
{'descr': '房间比较干净，服务也不错，就是房价高了点', 'star': 5}
{'descr': '酒店的环境很好，很干净，而且位置也不错，打车过去就在路边很好找，在塘沽来说价格算是比便宜的。', 'star': 5}
{'descr': '对会员客户有点不情愿的感觉，似乎是觉得客人占了什么便宜似的，还特地向客人交代几句本酒店的规矩，给人一种接受了施舍的感觉。望改进。', 'star': 5}
{'descr': '酒店服务和位置比较不错，交通也还算方便，但是房间里的东西就一般了。', 'star': 5}
{'descr': '房间里的环境卫生很不错，位置相对也比较便利。', 'star': 5}
{'descr': '挺不错的，住了好多次了，第一次点评！地理位置不错，去外滩洋货都很近。', 'star': 5}
{'descr': '设施很一般，但交通还是比较方便的', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '这个酒店我很满意，房间很安静，隔音效果好。卫生很干净，服务态度也不错，不过我住的那间房有一点不好：刚进去的时候发现洗手间的水池有水，马桶里有头发和污渍，也不是太大问题啦，总之我感觉很不错了。', 'star': 3}
{'descr': '服务态度很好，房间很干净，位置不错', 'star': 5}
{'descr': '饭店位置比较偏僻，整体不像宾馆', 'star': 3}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '还不错！性价比很好。', 'star': 5}
{'descr': '位置很好；服务不错；在当地算是正统酒店，能够认可', 'star': 5}
{'descr': '房费一样，但是房间大小不一样。', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '员工服务较好，但环境太差（周围施工不停，空气污浊），东站修好可能会好些。', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '订单成交时是159*2晚=318元，到达时被通知改为178元，酒店将已成交的订单私自改动，诚信有问题，看看戴尔是怎么处理显示器事件的，商以诚为本，我从那一刻起不再认同这家酒店', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 1}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '加强管理,特别是客房卫生和卫生间用品更换', 'star': 3}
{'descr': '总的来说还可以，地点有优势，仅靠轻轨，往返塘沽到市区比较方便。卫生间设备过于陈旧，前台结账速度慢。', 'star': 3}
{'descr': '我是8月底入住的，整体感觉服务和设施是感觉比如家快捷好些，房间的隔音效果不错，旁边就是火车道，但是关上窗户就基本是听不见外面的嘈杂声音了，我定的是商务单人房，床是2米的，很宽敞，房间也有23平方左右，酒店的位置也不错，离洋货市场和万家超市步行只要5分钟，到轻轨的塘沽站步行也只要8分钟左右，非常方便。&lt;br /&gt;\n  缺点就是电梯稍微显得小了些，呵呵，另外就是酒店的餐厅服务有待改善，服务', 'star': 3}
