{'短评内容': '京东订酒店速度很快，很好，很喜欢，不错，下次还要用京东定', '短评打分': 5}
{'短评内容': '棒棒棒', '短评打分': 5}
{'短评内容': '不愧是五星级酒店，硬件软件都不错，大堂经理武琳服务热心周到，下次还会来住。', '短评打分': 5}
{'短评内容': '服务各方面都挺好', '短评打分': 5}
{'短评内容': '套房设计，环境舒适', '短评打分': 5}
{'短评内容': '出行方便，服务特别棒！很放心！', '短评打分': 5}
{'短评内容': '房间非常大,很干净,也很舒服。带着两个孩子和父母一起出行。也很方便,酒店的服务非常好,有备用的被子和小孩的洗漱用品提供!下次去南京还会住这里的!', '短评打分': 5}
{'短评内容': '不错，价格也合适', '短评打分': 5}
{'短评内容': '环境很好 房间大 比较精致', '短评打分': 5}
{'短评内容': '不错，很不错', '短评打分': 5}
{'短评内容': '适合一家几口住！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境服务都很好，性价比很高的酒店。地理位置也不错，推荐', '短评打分': 5}
{'短评内容': '2室1厅是我选择这家酒店的理由，很适合出差带朋友，带家人一起住。其实房间还比较一般，床挺大的。一些杂项的费用都可以加在房费里，很方便。酒店的服务非常好，送了我凉茶、水果、小吃，酒店里还有类似管家的GRO，我的GRO叫HELEN从入住引我到房间，到我走的时候送我出酒店，还事先叫好了出租车，见到她就一直笑啊笑的，感觉很轻切。IT部门的那位先生帮我弄网线也弄了好久，辛苦了。谢谢你们~~下次我还来住', '短评打分': 5}
{'短评内容': '酒店房间条件不错', '短评打分': 3}
{'短评内容': '这回住的所谓“精致套房”，其实就是一个长房间中间给做了个隔断，感觉上当受骗了，\n\n酒店服务很好，接待很周到，楼层管家每天提供甜点和水果，很不错。\n\n酒店是在一个写字楼里，地位位置还不错，\n\n不过总体感觉一般般，下回看情况了，如果有更好的选择就不住他家了', '短评打分': 5}
{'短评内容': '适合居家旅游、服务很好！不太适合商务出差、设施有些陈旧', '短评打分': 5}
{'短评内容': '呃，服务比较周到，房间大小比较合适，不足之处就是酒店在一个大厦的22-28层，大厦还有写字间，十分不解。。。。', '短评打分': 5}
{'短评内容': '首先是服务员，特别的有礼貌。服务周到，面带微笑。这次去我们住的是套房B，一进门发现订这个还是正确的，楼层很高，非常亮堂，舒适。分一个主卧一个次卧。但次卧的床也不小，主卧的床就非常大了，我们三个人睡都不嫌小，而且枕头巨多，而且还会告诉你每个枕头有不同的功效。还有备用被褥。整个给人的感觉就是大，不管厕所，厨房，都是这样。厕所可以淋浴泡浴借可。那天正好是我生日，酒店还精心为我准备了蛋糕，送上生日祝福，非', '短评打分': 5}
{'短评内容': '已经住过3次，是目前南京城里的最好的服务，很值得一住，价格也好。性价比绝对比5星的中山高尔夫或市内索菲特银河要好的多。早餐的面点很好 南京特色小吃也很不错的', '短评打分': 5}
{'短评内容': '免费升级到A套房，房间很宽敞，布局也很合理，非常适合家庭入住。酒店的床和枕头很舒适，管家服务很到位。客户关系主任朱海伦小姐笑容可亲，酒店用微笑和服务弥补了装修噪音带来的缺憾。', '短评打分': 5}
{'短评内容': '不错的酒店吗，下次来南京 还会再来的。服务不错。不过，没有早餐，需要单独交费，就比较恶心了', '短评打分': 5}
{'短评内容': '推荐这家酒店，交通便利，而且环境很不错~床特别大！！\n', '短评打分': 5}
{'短评内容': '服务非常好的一家酒店。很细心也很温馨。虽然到南京机会不多，如果下次去，还会去这家。', '短评打分': 5}
{'短评内容': '地方比较的偏远 非常的难找。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '地方实在太难找了，价格也不便宜 。。。。。。。。。。', '短评打分': 1}
{'短评内容': ',酒店环境不错', '短评打分': 3}
{'短评内容': '非常好的酒店，每年去都住在这里，适合居家，带老人孩子居住，服务很贴心。 唯一一点不足是房间隔音相对差点。', '短评打分': 5}
{'短评内容': ' 非常好，以后还来。', '短评打分': 3}
{'短评内容': '非常好的酒店，房间设施齐全，厨房用具都可向酒店借用，为客人提供最优质的服务。', '短评打分': 5}
{'短评内容': '环境不错，两倍押金', '短评打分': 3}
{'短评内容': '房间足够大，服务态度好，下次还会光顾！', '短评打分': 3}
{'短评内容': '酒店地段很好，酒店房型有点旧，但服务态度很好，以后还会去。', '短评打分': 5}
{'短评内容': '入住很愉快，服务很好，就是酒店跟写字楼在一起，电梯有点慢不够方便', '短评打分': 3}
{'短评内容': '服务周到房间舒适', '短评打分': 3}
{'短评内容': '很温馨的管家服务,很温馨的房间布置,下次依旧住这家店!', '短评打分': 5}
{'短评内容': '酒店位于市中心地区, 交通方便. 前台较有服务意识. 客房服务也比较到位. 不足之处是酒店设施有点偏旧了. 这个没办法. 另外, 酒店和办公混处一幢楼内, 进出人员比较杂. ', '短评打分': 5}
{'短评内容': '前台很小，但是服务还不错，客人也还比较满意！', '短评打分': 5}
{'短评内容': '这酒店，物有所值。下次还住这儿。太棒了！！！', '短评打分': 3}
{'短评内容': '很好的饭店，这两年每次回南京都会选择这个饭店。服务态度让我们全家觉得很舒服。', '短评打分': 5}
{'短评内容': '服务很好', '短评打分': 3}
{'短评内容': '这个酒店服务很好！进房还有赠饮。房间大，舒适，小酒吧基本免费。三个人入住还给免费添加洗具。周边环境也很不错，下次还会住这儿。\n', '短评打分': 5}
{'短评内容': '很赞的酒店，弟弟说象家一样，工作人很亲切。', '短评打分': 5}
{'短评内容': '服务态度以及房间设施都很好，唯独大厅有点不够气派，下次还是会来住~', '短评打分': 5}
{'短评内容': '总体感觉很一般，装修较旧了。附近可供选择的酒店很多。', '短评打分': 1}
{'短评内容': '酒店的环境还是不错，交通还行，下次还会再来\n', '短评打分': 5}
{'短评内容': '最突出的就是酒店的服务真的一流。因订房时网站没有注明要求双床房，到店时发现是大床房，提出更换，酒店在没有相同房型的情况下马上免费升级套房，值得一赞。整个住宿过程服务员的服务非常到位。', '短评打分': 5}
{'短评内容': '房间很大 叔叔阿姨住的很舒服 一般客户喜欢大房间的 都安排在那里', '短评打分': 5}
{'短评内容': '房间很好，送的小点心也很温馨，一直都住这家，很喜欢', '短评打分': 5}
{'短评内容': '真正的套房酒店，环境、设施及服务绝对一流。下次依然会住。', '短评打分': 5}
{'短评内容': '酒店不错,还送了小礼物,不足之处是车库正在大修,停车不方便,不知何时修好.', '短评打分': 5}
{'短评内容': '房间很大，但是有点异味，服务员的态度非常好，但是总体感觉不值这个价格。', '短评打分': 1}
{'短评内容': '服务很人性化。', '短评打分': 3}
{'短评内容': '干净\n环境还不错\n客房隔音效果欠佳\n不过看在房内准备的贴心食品上弥补了不足吧', '短评打分': 5}
{'短评内容': '服务非常周到，房间打扫也很干净，非常好', '短评打分': 3}
{'短评内容': '不错的酒店，我去南京一般都住那地段还是不错的', '短评打分': 5}
{'短评内容': '酒店环境很好，服务很周到。', '短评打分': 3}
{'短评内容': '苏宁环球套房酒店价格不高，服务很温馨。来南京都是住这里。', '短评打分': 3}
{'短评内容': '酒店前台不够大气，服务人员具一定水准，房间环境较温馨！', '短评打分': 5}
{'短评内容': '是不是该准备护发素呢，不是很贵的东西，是女士洗护发的必需。', '短评打分': 5}
{'短评内容': '设施有点旧了，入住有点廉颇老矣的感觉，望翻新', '短评打分': 1}
{'短评内容': '设施旧了点，其他还行，但是设施旧是硬伤啊，望逐层翻新装修！', '短评打分': 5}
{'短评内容': '酒店蛮好。客人很满意，只是时间短，没法评论太多', '短评打分': 5}
{'短评内容': '虽然房间看上去有些旧，但是各方面的服务都很好，处处给人惊喜。', '短评打分': 5}
{'短评内容': '是南京五星級算是高檔的  附近有鍺記烤鴨  對面是寶萊納  飯店的早餐很棒', '短评打分': 5}
{'短评内容': '一如既往的噪音，却能忍受，房间很大，心情好，还有冰箱、微波炉，适合我们这种不正点吃饭的人。', '短评打分': 5}
{'短评内容': ' 服务还可以,但硬件与五星级酒店还有一些差距。', '短评打分': 3}
{'短评内容': '不错,我一直都住那还可以的地点还好方便到其它地方\n', '短评打分': 5}
{'短评内容': '很温馨，但价格稍贵', '短评打分': 3}
{'短评内容': '建议地下车库的休整改在晚上，白天施工，本来就很窄的地下车库通道，更加难上下了，这次开的车子小都刮倒了，架子什么的建议摆放注意下，还有游泳池要修到3月的啊。', '短评打分': 5}
{'短评内容': '感觉卧室的窗帘好像不太能拉的紧，每次早上睡懒觉都会透光，窗帘加厚，连接更紧一点，不要那么大空隙，床头柜以前有的纸巾现在也没了，这次的住的房间，客厅桌子有点坏了，老是摇晃，建议修一下，其它都很好啦，依然很舒服，体贴的牛奶不知道是只送首晚还是每天都送呢？早餐种类建议丰富一下，五星级，不要2年都不变吧', '短评打分': 5}
{'短评内容': '套房是他们的特色，但是含商务办公室出租，感觉不安全，物不及所值', '短评打分': 1}
{'短评内容': '环境很好，就是设施旧了点，洗衣机狂响，如同UFO', '短评打分': 5}
{'短评内容': '套房很不错，性价比较高，房间大，设施齐全，推荐！', '短评打分': 5}
{'短评内容': '房间很大，设施不错，以后还会入住这家酒店。', '短评打分': 5}
{'短评内容': '房间设施不错，很推荐，以后到南京还会住这家。', '短评打分': 5}
{'短评内容': '整体感觉不错，房间比较大，晚上的夜景很美。', '短评打分': 5}
{'短评内容': '性价比超级高的酒店。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '苏宁环球内部环境及服务都不错。', '短评打分': 5}
{'短评内容': '+环境适中，服务达不到五星', '短评打分': 5}
{'短评内容': '很适合家庭居住，地理位置也很方便。唯一缺点：沙发套未及时清洁，有点脏', '短评打分': 5}
{'短评内容': '房间不错，早餐品种太少，毫无特色。步行到新街口商城还是很有距离的。', '短评打分': 5}
{'短评内容': '晚上停电，没有相关应急措施。第二天也没有一个像样的道歉，像没发生过一样，好像和五星不符。', '短评打分': 3}
{'短评内容': '房间很大，服务很热情,前台和礼宾很热情，有礼貌。泳池有点小。', '短评打分': 5}
{'短评内容': '总体感觉不错，房间大小挺合适，早餐也不错。不过电梯是个问题，要等很久。酒店的服务态度确实很不错，前台接待，早餐服务，行李服务等等都很好。尤其值得一提的是客户服务不得Subrina不仅热情回答了我的疑问，还主动提供了热情的帮助，使人感觉宾至如归。', '短评打分': 5}
{'短评内容': '几年不去，南京变化真的很大。。。酒店不错，还有自助厨房和衣帽间，厅里也是落地窗户，可以看看风景，还不错', '短评打分': 3}
{'短评内容': '酒店设施一流，很有特色，下次来还会选择这家。', '短评打分': 5}
{'短评内容': '凑合吧 就是在写字楼的高层 电梯实在不方便', '短评打分': 5}
{'短评内容': '房间和服务都很好  特别是床很舒服   但是电视要改阿   5星 宾馆呢  每次来都要住阿', '短评打分': 3}
{'短评内容': '房间和服务都很好  特别是床很舒服   但是电视要改阿   5星 宾馆呢', '短评打分': 3}
{'短评内容': '每次都住这家，感觉很好，服务也没的说，床特别舒服&#183;&#183;&#183;&#183;唯一的不足就是电视了吧，无论什么房间都是老式电视，这种酒店应该换好点的哦', '短评打分': 5}
{'短评内容': '房间大.单人床不够大.服务很到位.还送了两杯西瓜汁.', '短评打分': 5}
{'短评内容': '下午乘坐G7146抵达南京,打车15分钟就到了酒店,车费22元.酒店门口停车通道有些狭窄拥挤,大厅人挺多,酒店看来入住的客人很多.但checkin很快.进入房间(丽家B型),很喜欢地毯的颜色,很有大理石质感的马可波罗淡黄色显得房间洁净典雅.客厅较大,有独立的储物间,餐桌上摆放着三朵盛开的月季花和皮布结合的沙发显得房间很温馨.整体上确实有家的感觉.到卫生间冲洗了一下,感觉浴盆和淋浴间有点小,布局不太', '短评打分': 5}
{'短评内容': '我在其他5星宾馆房间都能拿到酒店自印明信片，有些4星的都有，这家就没有', '短评打分': 5}
{'短评内容': '套房漲價了  那還是住家庭房  比較划算', '短评打分': 3}
{'短评内容': '家庭房的調味料  建議更改專用的容器  別再用碗了  同時可避免浪費', '短评打分': 5}
{'短评内容': '就是价格偏贵，别的还好', '短评打分': 5}
{'短评内容': '2室套房厅很大，舒服！', '短评打分': 5}
{'短评内容': '不是第一次住了，感觉依然很好。饭店房间很大，提供水果。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '真是让人很满意，性价比超好，服务态度好而且周到。下次还会选择入住苏宁集团旗下的酒店。', '短评打分': 5}
{'短评内容': '入住时产生了一些不愉快，但是酒店人员及时协调，特别是魏慧女士，服务周到，对老人和宝宝都特别关照，非常满意。\r\n\r\n酒店交通很方便，早餐很丰盛。', '短评打分': 5}
{'短评内容': '服务整体不错，前台该增加人员或简化流程。', '短评打分': 5}
{'短评内容': '无论是服务还是设施，交通，都是相当不错的', '短评打分': 3}
{'短评内容': '绝对不错的酒店，很大的房间，很喜欢', '短评打分': 3}
{'短评内容': '设施比较旧，在公寓酒店中不能算很好的。但是考虑地理位置不错，服务优秀，房间很安静，还是值得推荐的。', '短评打分': 5}
{'短评内容': '销售部，前台，餐饮，客房服务都非常好。', '短评打分': 5}
{'短评内容': '总体感觉还不错', '短评打分': 5}
{'短评内容': '我挺满意的。', '短评打分': 5}
{'短评内容': 'good facility and quality service.  spacious rooms. Will visit again!', '短评打分': 5}
{'短评内容': '游泳设备有点旧。', '短评打分': 5}
{'短评内容': '这个五星级的硬件软件都不够。', '短评打分': 5}
{'短评内容': '还可以，以前住中央酒店不是很好，这个第一次住就是lobby很少人，', '短评打分': 5}
{'短评内容': '总体感觉很好，服务态度非常好。遗憾的是没设无烟层，在楼道偶尔有很浓的烟味，改进后应很具竞争力。', '短评打分': 5}
{'短评内容': '因为朋友推荐才选择这里的，总体感觉还不错，服务的确非常好，房间也很大，早餐一般，不过可以吃饱。。。。。。\r\n接线员李蓓小姐的服务非常到位，感谢最后离店时的行李员，我们的行李确实很重，他却从房间到给我们拿到车上都没有离过手，非常敬业', '短评打分': 5}
{'短评内容': '还行，没有惊艳也没有缺失，卫生间稍显简陋', '短评打分': 5}
{'短评内容': '服务很好值得表扬，房间内的设施就很一般了，书桌太单薄，手一搁会晃。。。早餐一般吧，离5星级还有小小差距，下次携朋友一起来可以住A套', '短评打分': 5}
{'短评内容': '酒店位置好,前台小姐服务很好,让人印象很深,赞一下.', '短评打分': 5}
{'短评内容': '房间很大，由于下面是商厦，房间都是高楼层。', '短评打分': 5}
{'短评内容': '性价比非常高的酒店， 房间很大. 适合长期居住。\r\n前台的李经理和总台的李蓓小姐服务很耐心周到. \r\n下次应该还会继续选择入住.', '短评打分': 5}
{'短评内容': '这个价位的5星应该算不错了，再说我们公司老总和苏宁老总是哥们，当然推荐客户住这里了。', '短评打分': 5}
{'短评内容': '宾馆不错，特别是接线员李蓓小姐，服务非常热情，希望下次去南京能够再次住该宾馆', '短评打分': 5}
{'短评内容': 'this is a good hotel, esp the swimming pool is with best view.', '短评打分': 3}
{'短评内容': '酒店套房不错，就是早点有点简单', '短评打分': 5}
{'短评内容': '一入住酒店，老公就让我快点点评这个酒店。简直就是我们住过的最好的酒店，服务很好，所有的员工都会给你贴心的服务，从不吝啬他们的微笑。早餐也特别好，服务绝对到位，让你没有一点不舒服的感觉。下次到南京，我想我们一定还会入住！', '短评打分': 5}
{'短评内容': '    我去过很多城市，住过的酒店也好几十家了（大部分是喜来登、香格里拉、凯悦、希尔顿等4*-5*）而这家酒店的服务是我所有住过的酒店当中最好的，很体贴、细致，可以用近乎完美来形容。硬件设施与其星级相符，房间整体隔音很好，晚上睡的很舒适。早餐的品种及味道可列在中等偏上。如果下次再去南京的话，不会考虑其他酒店。 ：）', '短评打分': 5}
{'短评内容': '总体来说不错。', '短评打分': 5}
{'短评内容': '适合一家人度假。\r\n位置比较方便。', '短评打分': 5}
{'短评内容': '住店后给送来水果，服务还是比较贴心的。游泳池虽然没有试过，下次一定试试', '短评打分': 5}
{'短评内容': '很好很舒适 适合小型聚会 总体很不错', '短评打分': 3}
{'短评内容': '住了多回 26樓有一間  有點陰森  被壓床了', '短评打分': 3}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '如果一家老小几口去旅游入住，还不错。套房面积很大但设施简单了些，如果有2个卫生间、客厅沙发晚上可打开当床使用就好了，性价比就更高', '短评打分': 5}
{'短评内容': '除了前台样子又点小气了 其他都还不错', '短评打分': 5}
{'短评内容': '卫生服务方面都很不错,打扫的很干净,住着很舒适,但就是位置有点偏,不太好找.', '短评打分': 3}
{'短评内容': '酒店的房间很大，很舒适，不愧为套房酒店。卫生很干净。前台入住很快， 下午有下午茶， 有水果送， 很温馨， 特别是我有个三岁的宝宝， 在外旅行水果吃得少， 酒店还特别问有什么特殊需要。入住以后还特别送来宝宝的婴儿枕，感觉很细心。就是早餐几乎是中式的， 我先生是外国人，很吃不惯， 提议应该提高档次，毕竟本酒店是五星的， 感觉像三星的早餐。后来向餐厅经理建议， 态度非常好， 希望能看到你们的进步， 以后', '短评打分': 5}
{'短评内容': '很好的酒店，服务也不错，有机会还会入住。', '短评打分': 3}
{'短评内容': '这家酒店是一半酒店，一半写字楼，房间的卫生和设施还不错，服务也还行，整体感觉性价比一般', '短评打分': 3}
{'短评内容': '没有想象中的好。餐饮/房间还有南京火车站出租车竟然拒载。', '短评打分': 1}
{'短评内容': '住过4次了，服务很好，这次住的是26楼，感觉怎么26房间的隔音效果很差，晚上隔壁房间电视声，说话声都能听的到，住过22，23，27楼都没这个情况啊.', '短评打分': 5}
{'短评内容': '房间很大，可以看到低处 的实景，服务也不错，有机会会再住。', '短评打分': 3}
{'短评内容': '酒店地点很好,入住非常舒适,已经是第二次来这里了, 感觉还是很不错的,期待着再次光临.', '短评打分': 5}
{'短评内容': '卫生不错很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店，值得推荐', '短评打分': 3}
{'短评内容': '适合去那开会,商务的人士!', '短评打分': 1}
{'短评内容': '很好很好', '短评打分': 3}
{'短评内容': '早餐比四星的差', '短评打分': 5}
{'短评内容': '住的比较舒服，去订房的时候免费升级到丽家A。唯一不足的是洗手间在卧室里面，个人觉得应该在外面也能有一个洗手间，总体来说很不错，值得推荐。下次去那里办party', '短评打分': 5}
{'短评内容': '服务还是满意的,房间也很不错卫生设施都挺好的,位置还可以的\\,性价比还是挺不错的.', '短评打分': 3}
{'短评内容': '不错，位置跟工作的地方比较远，但服务还是很好的，有点兵至如归的感觉，可惜住了两天都没去游泳池看看，天冷的缘故，夏天应该更好吧。', '短评打分': 5}
{'短评内容': '位置不错，价格稍高', '短评打分': 5}
{'短评内容': '酒店房间较大，喜欢。自助早餐对于五星级酒店来说品种不够丰富，而且对婴幼儿身高80cm即付半价不合理，一两岁的幼儿能吃多少呢？但身高都要超过80cm。建议改进。', '短评打分': 5}
{'短评内容': '服务好，但前台人少，房间不错，但与 办公楼是一体的，不怎么好。电梯等待长', '短评打分': 5}
{'短评内容': '入住了两室一厅套房，免费送一份果盆和鲜花。包含一人自助早，如再需多一人用餐入住时订50元/人！我们带了宝宝去所以免费加了个好孩子的宝宝床！酒店装潢有些旧但设施还不错！适合一家大小游玩居住！', '短评打分': 5}
{'短评内容': '南京五星级酒店中性价比相当高，离南大很近。附近餐饮很方便。网速可达2M~3M，而且免费。', '短评打分': 5}
{'短评内容': '家庭房住的面積很大,枕頭有多種選擇,備有洗衣機,洗衣粉可跟櫃台索取,早餐是南京飯店吃的最好的.電視帶有HBO,附近吃的蠻多的,是不錯的選擇,水果及下午茶免費,物超所值 ', '短评打分': 5}
{'短评内容': '该酒店的商务客房价格适宜，设施较为普通，但服务有五星的水准，周边交通亦较为便利，推荐商务客人入住。', '短评打分': 5}
{'短评内容': '服务态度很好,但是没送水果,房间很大,值得推荐', '短评打分': 5}
{'短评内容': '大堂太马虎，前台偏居一偶不容易找，作为套房只有一只垃圾桶跟一个烟灰缸不方便；其他设施不错，尤其寝具很舒适！提供水果与寝前服务，房型大、性价比很高！', '短评打分': 5}
{'短评内容': '各方面都比较满意，服务人员主动热情。', '短评打分': 5}
{'短评内容': '酒店还是不错的,干净舒适,价格也很适中,交通也很方便；总体感觉性价比还是较高的,下次有机会过去,还会选择这家酒店；', '短评打分': 5}
{'短评内容': '酒店的设施和卫生不错,服务意识不强,不够5星标准,整体住着还算舒适.', '短评打分': 5}
{'短评内容': '酒店前台服务很好，亲切主动，让人感觉舒服，地理位置也可以，整体感觉不错，下次还可以继续入住。唯一小小不适在早餐，对每个用餐的客人查询很仔细，还要看房卡，让人感觉很是最舒服。', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置不是很方便的，坐车不方便，酒店的价格还可以的', '短评打分': 5}
{'短评内容': '给人家的感觉 设备齐全 非常满意', '短评打分': 5}
{'短评内容': '较为满意', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都非常好的，酒店的位置不错的，性价比不错的酒店', '短评打分': 5}
{'短评内容': '酒店除了服务稍微逊色一点，其他的硬件设施，环境服务，和地理位置都是很不错的。', '短评打分': 5}
{'短评内容': '感觉服务态度有点不太好，价格有点高，酒店本身还可以，挺干净的', '短评打分': 5}
{'短评内容': '酒店服务确实非常好,下次休假肯定还准备住那.', '短评打分': 5}
{'短评内容': '酒店的环境、设施都很好，价格也挺合适的，性价比可以', '短评打分': 5}
{'短评内容': '入住的是丽家B套房，首先是地理位置很好，正对五台山体育场大门，从窗口能看到体育场里面正在进行的比赛，有演唱会的时候就不用买票了。。。房间比想象中要大，很干净很舒适，服务也很好，晚上回房间的时候看到桌上有一盘水果，写字台上有今天的报纸，连浴衣都挂到了卫生间，服务很细致，以后去南京我基本都会入住这家酒店了。', '短评打分': 5}
{'短评内容': '设施一般，刚入住时电话不能用，网线不通，后维修才可用。', '短评打分': 3}
{'短评内容': '不好', '短评打分': 5}
{'短评内容': '价格还不错，就是大堂藏在里面，看不太清楚，位置也不错，房间够大，但是里面的设施似乎细节方面做得不够好，地毯的边角、墙角都有不美观的地方。', '短评打分': 5}
{'短评内容': '酒店的环境卫生都挺好的,位置稍微有些偏.但是出行还算是很方便的,价格也很合理.', '短评打分': 5}
{'短评内容': '这个酒店还是不错的，他们前台在三楼，不是特别醒目，但是环境服务都不错，房间的硬件设施非常好，交通也方便，价格可以接受。', '短评打分': 5}
{'短评内容': '服务卫生方面还是不错的,价格也能接受的.', '短评打分': 5}
{'短评内容': '服务卫生方面还是不错的,价格也能接受的.', '短评打分': 5}
{'短评内容': '很宽敞, 设施很齐全,服务也非常好. 如果两房的有两个卫生间就完美了 ', '短评打分': 5}
{'短评内容': '酒店挺不错,服务很热情,位置也不错,离地铁很近,就是自助餐的品种有些单调,价格稍微高了点', '短评打分': 5}
{'短评内容': '10。1 入住两晚上， 很满意， 唯一的缺点是只有一个洗手间。 免费停车。 ', '短评打分': 5}
{'短评内容': '作为一家五星级的酒店来讲，还是性价比高，价格很合适，酒店内部的服务也不错', '短评打分': 5}
{'短评内容': '套房很宽敞，除了客厅没有地毯，一切都很惬意，价格也很实在，除了游泳池略小，是个休闲度假的好住所', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '如果浴缸能大点就更好了', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;地段不是很好，打车不太方便，如若乘地铁，还得走大约700米至珠江道才可乘坐。酒店位于写字楼之上，看着来来往往的公司员工们总觉得有些凌乱，酒店大堂很寒酸，丝毫无五星级酒店的风范。服务员没有礼貌，而且显得有些吊儿郎当。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;不过房间内部还是不错的，很大很明亮，有家的感觉。适合家庭', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;昨晚入住该酒店的，感觉还是很不错的，房间的面积很大，住的也挺舒服的，只是也有不尽人意的地方：1、客厅是不是应该配一台电脑，毕竟苏宁那么大的公司，也不缺点钱吧，即使没有电脑，那配宽带接口，也应该可以的，毕竟不一定非要在房间才能上网的；2、这么大的房间只有在客厅才有垃圾筒是不是不够，建议ELONG向酒店提议房间也放一个垃圾筒&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;很不错的酒店：）&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;不错，可以&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '设施，环境，装修，格调都没得说，确实不错。就提两点意见：1、早餐确确实实不像五星级的水平，68/位的价格相对南京其他五星级的宾馆来说不算贵，但也吃不到什么东西，达不到五星级的早餐的水平，建议早餐含到房费里赠送给客人算了。2、门口叫出租车不是很方便，尽管大堂经理，门童也很积极帮助，但还是不能让客人感到比较满意地坐上车，尤其是雨雪天气。', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;我刚刚结束南京之行飞回西安，苏宁环球酒店总体来说还是很不错的，今天我结帐时，前台经理mm亲自为我叫好出租车，并让行李员为我提行李（虽说行李不多），但是还应当继续提高作为五星酒店标准的相应配套服务和设施，主要是更人性化-细致化。1、酒店是和商务办公区合用的，人比较嘈杂，酒店大堂应当把售楼展示区移走，更为客人休息会客区（当然还应当伴有钢琴演奏）。2、酒店客人电梯应当放', '短评打分': 5}
