{'descr': '很好 很大 不吵', 'star': 5}
{'descr': '办事很近，很方便。\n\n就是早餐略差，不像南方的早餐。', 'star': 5}
{'descr': '办事很近，很方便。\n\n就是早餐略差，不像南方的早餐。', 'star': 5}
{'descr': '挺干净舒适的。早餐也不错。位置也非常好，交通非常便利，离外滩很近。', 'star': 5}
{'descr': '挺干净舒适的。早餐也不错。位置也非常好，交通非常便利，离外滩很近。', 'star': 5}
{'descr': '位置很好 服务热情 去浦东机场虹桥火车站都有直达地铁 就是又涨价了 和三月那次涨了30元吧', 'star': 5}
{'descr': '位置很好 服务热情 去浦东机场虹桥火车站都有直达地铁 就是又涨价了 和三月那次涨了30元吧', 'star': 5}
{'descr': '位置很好 很方便 很安静舒适 推荐!', 'star': 3}
{'descr': '位置很好 很方便 很安静舒适 推荐!', 'star': 3}
{'descr': '服务很好，房间干净，离南京路步行街和外滩都很近。早餐简单，房间隔音效果不好，窗户小。', 'star': 5}
{'descr': '服务很好，房间干净，离南京路步行街和外滩都很近。早餐简单，房间隔音效果不好，窗户小。', 'star': 5}
{'descr': '经济快捷酒店一直最推荐的就是锦江之星。外滩滨江店离外滩很近，走路三四分钟就到外白渡桥了，位置非常好，服务不错，房间干净。一个房间只给一个房卡，有点不便。', 'star': 5}
{'descr': '经济快捷酒店一直最推荐的就是锦江之星。外滩滨江店离外滩很近，走路三四分钟就到外白渡桥了，位置非常好，服务不错，房间干净。一个房间只给一个房卡，有点不便。', 'star': 5}
{'descr': '挺好，干净，整洁，服务生态度挺好', 'star': 3}
{'descr': '挺好，干净，整洁，服务生态度挺好', 'star': 3}
{'descr': '地點算方便，性價比可以，設施可以，退房時要求中午2：00，因為不是會員，只可至1：30。', 'star': 5}
{'descr': '地點算方便，性價比可以，設施可以，退房時要求中午2：00，因為不是會員，只可至1：30。', 'star': 5}
{'descr': '位置真的很好离南京路和外滩很近，不过入夜之后，那一片还是挺安静的，周边都是老房子。', 'star': 5}
{'descr': '位置真的很好离南京路和外滩很近，不过入夜之后，那一片还是挺安静的，周边都是老房子。', 'star': 5}
{'descr': '酒店距南京步行街有点远，距外滩很近，去外滩很方便。床还是很舒服的，窗帘灰尘较大，窗户太小了，前台服务态度较好，整体给个好评吧', 'star': 3}
{'descr': '酒店距南京步行街有点远，距外滩很近，去外滩很方便。床还是很舒服的，窗帘灰尘较大，窗户太小了，前台服务态度较好，整体给个好评吧', 'star': 3}
{'descr': '挺好的 水龙头的水特别舒服', 'star': 3}
{'descr': '挺好的 水龙头的水特别舒服', 'star': 3}
{'descr': '1、定的标准A房型。地理位置非常好，到外滩、南京路步行6-7分钟的样子。\n2、酒店硬件设施要比如家好。\n3、卫生间是整体卫浴，比较干净。\n4、早餐18元一位，比较划算。\n5、周边小饭店比较多。\n6、前台和保安都很热情。\n7、窗户外面就是马路，晚上睡觉要关闭窗户才行。\n8、没有停车场，周边停车位紧张，开车来的朋友要考虑好。', 'star': 5}
{'descr': '1、定的标准A房型。地理位置非常好，到外滩、南京路步行6-7分钟的样子。\n2、酒店硬件设施要比如家好。\n3、卫生间是整体卫浴，比较干净。\n4、早餐18元一位，比较划算。\n5、周边小饭店比较多。\n6、前台和保安都很热情。\n7、窗户外面就是马路，晚上睡觉要关闭窗户才行。\n8、没有停车场，周边停车位紧张，开车来的朋友要考虑好。', 'star': 5}
{'descr': '1、定的标准A房型。地理位置非常好，到外滩、南京路步行6-7分钟的样子。\n2、酒店硬件设施要比如家好。\n3、卫生间是整体卫浴，比较干净。\n4、早餐18元一位，比较划算。\n5、周边小饭店比较多。\n6、前台和保安都很热情。\n7、窗户外面就是马路，晚上睡觉要关闭窗户才行。', 'star': 5}
{'descr': '1、定的标准A房型。地理位置非常好，到外滩、南京路步行6-7分钟的样子。\n2、酒店硬件设施要比如家好。\n3、卫生间是整体卫浴，比较干净。\n4、早餐18元一位，比较划算。\n5、周边小饭店比较多。\n6、前台和保安都很热情。\n7、窗户外面就是马路，晚上睡觉要关闭窗户才行。', 'star': 5}
{'descr': '介于南京路和外滩之间，位置好，出去比较方便。PS：宾馆东边的生煎包很不错~', 'star': 5}
{'descr': '介于南京路和外滩之间，位置好，出去比较方便。PS：宾馆东边的生煎包很不错~', 'star': 5}
{'descr': '酒店位置不错，离外滩，南京路步行街，城隍庙都很近，性价比较高。', 'star': 3}
{'descr': '酒店位置不错，离外滩，南京路步行街，城隍庙都很近，性价比较高。', 'star': 3}
{'descr': '位置非常方便，周边游吃饭的，离外滩一步之遥。酒店服务生态度都很好，就是床上有一点点灰尘，总体非常满意。', 'star': 5}
{'descr': '位置非常方便，周边游吃饭的，离外滩一步之遥。酒店服务生态度都很好，就是床上有一点点灰尘，总体非常满意。', 'star': 5}
{'descr': '地段不错，靠近外滩。自助早餐，午餐晚餐为点餐。这个价位还是值得推荐的', 'star': 5}
{'descr': '地段不错，靠近外滩。自助早餐，午餐晚餐为点餐。这个价位还是值得推荐的', 'star': 5}
{'descr': '不错，房间里面很干净，下次有机会的话还会住，推荐！！', 'star': 5}
{'descr': '不错，房间里面很干净，下次有机会的话还会住，推荐！！', 'star': 5}
{'descr': '环境与住宿条件都很好，房间很干净，许多硬件设施与软件设施堪比星级酒店，服务人员态度也很好，而且以这个条件这个价格算是很合理了。', 'star': 5}
{'descr': '环境与住宿条件都很好，房间很干净，许多硬件设施与软件设施堪比星级酒店，服务人员态度也很好，而且以这个条件这个价格算是很合理了。', 'star': 5}
{'descr': '地段比较好也很新，非常便利，也很干净。就是房间比较小。不过性价比还是很高的。下次来还会住。', 'star': 5}
{'descr': '地段比较好也很新，非常便利，也很干净。就是房间比较小。不过性价比还是很高的。下次来还会住。', 'star': 5}
{'descr': '酒店还可以，交通方便，同事每次出差都会住哪里。', 'star': 5}
{'descr': '酒店还可以，交通方便，同事每次出差都会住哪里。', 'star': 5}
{'descr': ' 房间很干净，交通也很便利。', 'star': 3}
{'descr': ' 房间很干净，交通也很便利。', 'star': 3}
{'descr': '服务很不错~给人的感觉很好。不过要是能提供早餐的业务就更好了。', 'star': 5}
{'descr': '服务很不错~给人的感觉很好。不过要是能提供早餐的业务就更好了。', 'star': 5}
{'descr': '去那不用换乘地铁，到南京东站下，直接逛了南京步行街，上海的小吃生煎包子真好吃，小心里面有汤汁，要吸着吃。给了两间房一个是226一个是223,223的没窗户，液晶电视太小挂在墙上，大小像19寸显示器，房间干净大小还行，卫生间空间紧凑，没吹风机。有空调新的样。早餐还好，18元一位，一米二以上小孩成人价。服务态度不错，但如果下雨一个房间只借给一把伞，出门就有水果店，还有连锁商店，走个几分钟就到江边了，外', 'star': 5}
{'descr': '去那不用换乘地铁，到南京东站下，直接逛了南京步行街，上海的小吃生煎包子真好吃，小心里面有汤汁，要吸着吃。给了两间房一个是226一个是223,223的没窗户，液晶电视太小挂在墙上，大小像19寸显示器，房间干净大小还行，卫生间空间紧凑，没吹风机。有空调新的样。早餐还好，18元一位，一米二以上小孩成人价。服务态度不错，但如果下雨一个房间只借给一把伞，出门就有水果店，还有连锁商店，走个几分钟就到江边了，外', 'star': 5}
{'descr': '很好，比莫泰168的空调好多了，也很干净，下次还会住的。', 'star': 5}
{'descr': '很好，比莫泰168的空调好多了，也很干净，下次还会住的。', 'star': 5}
{'descr': '不错，酒店很干净，被子很清爽，住了一天，很开心。只是进房间像进迷宫一样，担心着火的话逃生有点问题。', 'star': 5}
{'descr': '不错，酒店很干净，被子很清爽，住了一天，很开心。只是进房间像进迷宫一样，担心着火的话逃生有点问题。', 'star': 5}
{'descr': '比较满意', 'star': 3}
{'descr': '比较满意', 'star': 3}
{'descr': '非常干净，舒适度很高，位置好。下次还会住的。', 'star': 5}
{'descr': '非常干净，舒适度很高，位置好。下次还会住的。', 'star': 5}
{'descr': ' 经过了1天的折腾，终于又回到了锦江之星温暖舒适的床上。明天就要离开上海了。锦江之星绝对是理想之选。', 'star': 3}
{'descr': ' 经过了1天的折腾，终于又回到了锦江之星温暖舒适的床上。明天就要离开上海了。锦江之星绝对是理想之选。', 'star': 3}
{'descr': '很好的地理位置，周末还可以免费停车，干净整洁。。', 'star': 5}
{'descr': '很好的地理位置，周末还可以免费停车，干净整洁。。', 'star': 5}
{'descr': '位置不错，离办业务的地点较近，环境还好，房间隔音稍差，价格有些高啊', 'star': 5}
{'descr': '位置不错，离办业务的地点较近，环境还好，房间隔音稍差，价格有些高啊', 'star': 5}
{'descr': '听客户讲不太好，后来自己换了房。而且价格比其它店贵很多！', 'star': 1}
{'descr': '听客户讲不太好，后来自己换了房。而且价格比其它店贵很多！', 'star': 1}
{'descr': '挺好。挺干净', 'star': 3}
{'descr': '挺好。挺干净', 'star': 3}
{'descr': '离地铁2号，10号线稍微有点远，不过还是可以接受的距离！', 'star': 5}
{'descr': '离地铁2号，10号线稍微有点远，不过还是可以接受的距离！', 'star': 5}
{'descr': '酒店地理位置还不错，房间条件也还可以，服务热情。', 'star': 5}
{'descr': '酒店地理位置还不错，房间条件也还可以，服务热情。', 'star': 5}
{'descr': '酒店入口只有一個，對于最里面的房間太深，如有意外會很難逃生 。', 'star': 3}
{'descr': '酒店入口只有一個，對于最里面的房間太深，如有意外會很難逃生 。', 'star': 3}
{'descr': '网上看见这家店离黄浦江很近，所以就入住了此店。结果不但离外滩近，五分钟就走到了。离服装批发市场也只有十分钟，南京路步行街也只有十分钟，城隍庙坐地铁一站路就到了，如果大家想到上海旅游，这家店是最好选择。', 'star': 5}
{'descr': '网上看见这家店离黄浦江很近，所以就入住了此店。结果不但离外滩近，五分钟就走到了。离服装批发市场也只有十分钟，南京路步行街也只有十分钟，城隍庙坐地铁一站路就到了，如果大家想到上海旅游，这家店是最好选择。', 'star': 5}
{'descr': '环境很好，服务不错，价格还比较合理，房间条件也还可以。', 'star': 5}
{'descr': '环境很好，服务不错，价格还比较合理，房间条件也还可以。', 'star': 5}
{'descr': '环境不错，很安静，离外滩很近，交通购物很方便', 'star': 3}
{'descr': '环境不错，很安静，离外滩很近，交通购物很方便', 'star': 3}
{'descr': '锦江之星的床比较不错,个人很喜欢这个舒适度', 'star': 5}
{'descr': '锦江之星的床比较不错,个人很喜欢这个舒适度', 'star': 5}
{'descr': '帮同事订的，同事说服务亲切，整间酒店与房间都很干净，整体感觉不错。缺点是不能使用消费卷，有点小贵！还有为什么点评要写至少50字呢？不知要写什么了…', 'star': 5}
{'descr': '帮同事订的，同事说服务亲切，整间酒店与房间都很干净，整体感觉不错。缺点是不能使用消费卷，有点小贵！还有为什么点评要写至少50字呢？不知要写什么了…', 'star': 5}
{'descr': '有一种家的感觉。入住时前台工作人员态度非常好，酒店离外滩和南京路步行街都很近，在地铁站一号出口出来，过个马路，直走两个十字路口，然后左转再走大约两个路口就是了，离十号线和二号线都很近，酒店设施也非常好，一楼餐厅的早餐和饭菜都很好吃，保安师傅也非常热情，还帮忙叫来去机场的出租车，去浦东机场是170元，很不错的旅程，下次还会入住。', 'star': 5}
{'descr': '有一种家的感觉。入住时前台工作人员态度非常好，酒店离外滩和南京路步行街都很近，在地铁站一号出口出来，过个马路，直走两个十字路口，然后左转再走大约两个路口就是了，离十号线和二号线都很近，酒店设施也非常好，一楼餐厅的早餐和饭菜都很好吃，保安师傅也非常热情，还帮忙叫来去机场的出租车，去浦东机场是170元，很不错的旅程，下次还会入住。', 'star': 5}
{'descr': '入住的时候刚开业\n挺新的\n里面走廊七拐八拐像迷宫一样\n离外滩很近5分钟\n离南京路步行街10分钟\n来旅游住很不错', 'star': 5}
{'descr': '入住的时候刚开业\n挺新的\n里面走廊七拐八拐像迷宫一样\n离外滩很近5分钟\n离南京路步行街10分钟\n来旅游住很不错', 'star': 5}
{'descr': '还可以＇就是赠券没用', 'star': 3}
{'descr': '还可以＇就是赠券没用', 'star': 3}
{'descr': '房间一般，外面声音太吵。', 'star': 3}
{'descr': '房间一般，外面声音太吵。', 'star': 3}
{'descr': '前台接待、保安、服务员态度都非常好，问路、查火车票非常耐心，让人心里特舒服。位置也很好，去外滩、南京路步行街都可以步行，去城隍庙、豫园、人民广场打车起步价。一大一小两张床可睡三口之家，卫生好，附近还有购火车票（步行5分钟）的地方，总之值得推荐。', 'star': 5}
{'descr': '前台接待、保安、服务员态度都非常好，问路、查火车票非常耐心，让人心里特舒服。位置也很好，去外滩、南京路步行街都可以步行，去城隍庙、豫园、人民广场打车起步价。一大一小两张床可睡三口之家，卫生好，附近还有购火车票（步行5分钟）的地方，总之值得推荐。', 'star': 5}
{'descr': '离外滩很近，挺方便的。但是离地铁10号线出口有点远，要走10分钟吧。酒店房间的卫生还是挺好的。如果能每天送两支瓶装水就更好了。', 'star': 5}
{'descr': '离外滩很近，挺方便的。但是离地铁10号线出口有点远，要走10分钟吧。酒店房间的卫生还是挺好的。如果能每天送两支瓶装水就更好了。', 'star': 5}
{'descr': '从保安到店长都十分友好亲切，有到家的感觉，下次还来！', 'star': 5}
{'descr': '从保安到店长都十分友好亲切，有到家的感觉，下次还来！', 'star': 5}
{'descr': '服务非常好 交通便利，房间干净 会再入住。', 'star': 5}
{'descr': '服务非常好 交通便利，房间干净 会再入住。', 'star': 5}
{'descr': '＋GOOD', 'star': 3}
{'descr': '＋GOOD', 'star': 3}
{'descr': '距离外滩很近，价格合适，硬件很新，但是不太好找。', 'star': 5}
{'descr': '距离外滩很近，价格合适，硬件很新，但是不太好找。', 'star': 5}
{'descr': '与外滩很近，来上海观光的一个好落脚点\n价钱也比较适中', 'star': 5}
{'descr': '与外滩很近，来上海观光的一个好落脚点\n价钱也比较适中', 'star': 5}
{'descr': '不错，很干净，交通便利。以后还会去。。。。。。', 'star': 5}
{'descr': '不错，很干净，交通便利。以后还会去。。。。。。', 'star': 5}
{'descr': '酒店设施还可以，电梯有点旧，早餐品种比较少，但总体还可以，老一代的房间就是隔音不太好。服务倒是不错。', 'star': 5}
{'descr': '酒店设施还可以，电梯有点旧，早餐品种比较少，但总体还可以，老一代的房间就是隔音不太好。服务倒是不错。', 'star': 5}
{'descr': '真的非常不错！虽然价格有点小贵，但是地段很好！而且酒店很干净，空间也比较大，是我住过的经济型连锁酒店里最好的，下次去还会选择那里。', 'star': 5}
{'descr': '真的非常不错！虽然价格有点小贵，但是地段很好！而且酒店很干净，空间也比较大，是我住过的经济型连锁酒店里最好的，下次去还会选择那里。', 'star': 5}
{'descr': '酒店位置不错，走几步就是外滩，旅店东西比较新，只有四层楼。\r\n刘军', 'star': 3}
{'descr': '酒店位置不错，走几步就是外滩，旅店东西比较新，只有四层楼。\r\n刘军', 'star': 3}
{'descr': '总体还不错，大厅布局很不错，给人的感觉比较时尚，我预定的是标准间B，279元/间/天，略微贵了些。屋内设施给我感觉和外面有点差距，需要进一步改善，窗外景观不好（房间号是230）。不方便停车，巷子比较窄', 'star': 5}
{'descr': '总体还不错，大厅布局很不错，给人的感觉比较时尚，我预定的是标准间B，279元/间/天，略微贵了些。屋内设施给我感觉和外面有点差距，需要进一步改善，窗外景观不好（房间号是230）。不方便停车，巷子比较窄', 'star': 5}
{'descr': '很好，环境不错很干净！', 'star': 3}
{'descr': '很好，环境不错很干净！', 'star': 3}
{'descr': '酒店性价比高,很不错,推荐!', 'star': 3}
{'descr': '酒店性价比高,很不错,推荐!', 'star': 3}
{'descr': '新酒店，很干净，但是有点味道，硬件还不错，离四川北路繁华商业街很近，离地铁也很近，早餐虽然样数不多，但精致。比较推荐。', 'star': 5}
{'descr': '新酒店，很干净，但是有点味道，硬件还不错，离四川北路繁华商业街很近，离地铁也很近，早餐虽然样数不多，但精致。比较推荐。', 'star': 5}
{'descr': '位置很好,酒店非常新,前台服务员态度非常好,但前台办事速度有些慢.入住当天夜里可能是酒店服务员吵架,声音非常大,影响很坏.第二天一早睡梦中接到电话问我是否订了叫早服务,我痛苦万分.一是被人从睡梦中吵醒,二是那位真正需要叫早的房客可能要误事.总之硬件很好,软件不足.还有房间没有免费矿泉水.', 'star': 5}
{'descr': '位置很好,酒店非常新,前台服务员态度非常好,但前台办事速度有些慢.入住当天夜里可能是酒店服务员吵架,声音非常大,影响很坏.第二天一早睡梦中接到电话问我是否订了叫早服务,我痛苦万分.一是被人从睡梦中吵醒,二是那位真正需要叫早的房客可能要误事.总之硬件很好,软件不足.还有房间没有免费矿泉水.', 'star': 5}
{'descr': '酒店地理位置很方便，离外滩5分钟路程，离南京路步行街10分钟路程，离地铁站也10分钟路程，交通非常方便，浦东和虹桥机场地铁2号线均可到达。酒店很安静，环境也很好，很干净，唯一不足是新开店，还有少许装修的味道。相信酒店会处理好的，下次去还会选择这里。', 'star': 5}
{'descr': '酒店地理位置很方便，离外滩5分钟路程，离南京路步行街10分钟路程，离地铁站也10分钟路程，交通非常方便，浦东和虹桥机场地铁2号线均可到达。酒店很安静，环境也很好，很干净，唯一不足是新开店，还有少许装修的味道。相信酒店会处理好的，下次去还会选择这里。', 'star': 5}
{'descr': '离外滩很近的店，应该说也不吵闹。服务也很好。就是价格再低点就好了。呵呵。有二种标准间，价格相差10块钱，一个是有沙发一个是没有沙发，个人感觉沙发没有必要。呵呵。还是很实惠的，新店吧。所以价格比其他的店便宜10块钱，而且是网上订的再便宜10块钱。279元。', 'star': 5}
{'descr': '离外滩很近的店，应该说也不吵闹。服务也很好。就是价格再低点就好了。呵呵。有二种标准间，价格相差10块钱，一个是有沙发一个是没有沙发，个人感觉沙发没有必要。呵呵。还是很实惠的，新店吧。所以价格比其他的店便宜10块钱，而且是网上订的再便宜10块钱。279元。', 'star': 5}
{'descr': '房间不错!蛮干净的!', 'star': 3}
{'descr': '房间不错!蛮干净的!', 'star': 3}
{'descr': '，请问返到我帐上的200元消费券怎么使用。', 'star': 3}
{'descr': '，请问返到我帐上的200元消费券怎么使用。', 'star': 3}
{'descr': '地点好,视线好,干净交通方便,下次会选择这里的', 'star': 5}
{'descr': '地点好,视线好,干净交通方便,下次会选择这里的', 'star': 5}
{'descr': '新开店，很不错哦  地段很好，交通方便。离地铁，南京路，外滩都很近。房间干净，服务也很好，询问总台，总是能耐心解答。哈哈，下次会选择入住~~~', 'star': 5}
{'descr': '新开店，很不错哦  地段很好，交通方便。离地铁，南京路，外滩都很近。房间干净，服务也很好，询问总台，总是能耐心解答。哈哈，下次会选择入住~~~', 'star': 5}
{'descr': '地理位置佳，服务好，交通便利，购物或观光都很近', 'star': 5}
{'descr': '地理位置佳，服务好，交通便利，购物或观光都很近', 'star': 5}
