{'短评内容': '酒店比较干净，就以这个水准的酒店来说', '短评打分': 5}
{'短评内容': '酒店的位置比较偏僻，停车位很少，而且面包车不能进入酒店的停车场，要停在外面，极度不方便。', '短评打分': 1}
{'短评内容': '帮朋友预订定的，还不错吧。朋友还算满意。', '短评打分': 5}
{'短评内容': '广交会期间的房价有点高，住的特价房，房间有点意外的小！位置不太好找，建议从机场过来的做机场快线10号线到新珠江大酒店，然后打车起步价到怡趣街上！附近吃饭倒是很方便，有广式快餐，面包店，甜品店。', '短评打分': 1}
{'短评内容': '酒店位置和价格都很好，附近的环境很好，交通方便。\n房间面积合理，很舒适。酒店工作人员服务态度好。\n只是隔音措施还是较欠缺，接一个吹风气等两天才有...=.=\n总之很好，我个人比较喜欢滨江东路附近的环境。以后有机会必须在这住', '短评打分': 5}
{'短评内容': '整个酒店里都是从不通风，捂得发霉的味道。晚上睡觉都会被这个霉味熏醒，心情特别不好。房间设施一般，门缝很大，能看到门外的灯光。', '短评打分': 1}
{'短评内容': '房间很干净，挺卫生的；就是地方偏了点，不太好找到！还有房间的隔音效果不是很好', '短评打分': 5}
{'短评内容': '周边环境不错，挺舒服的，交通也方便，很惊喜。', '短评打分': 5}
{'短评内容': ' 如家的硬件及服务还是很值得肯定的', '短评打分': 3}
{'短评内容': '优点是离中大近，楼下有快餐店、超市、水果店、面包店等，非常方便，而且服务态度较好。\n缺点是床很硬，且硌人，被子太薄，早餐不好吃，隔音不好。', '短评打分': 5}
{'短评内容': '位置还好，挺接近中大的，但是楼道相当不隔音。', '短评打分': 1}
{'短评内容': '酒店位置还算好找，周围也有很多吃的，买东西也挺方便，房间还算干净，不过隔音好差，吵吵闹闹的，半夜还有人在大喊大叫，好吵！！床也不是很舒服，那个弹簧都外露了！！', '短评打分': 5}
{'短评内容': '如家酒店真是一如既往的好，不是第一天入住了，就是酒店人多，电梯少', '短评打分': 5}
{'短评内容': '地方有点偏 出门走一段才能打车 能住别的地方最好', '短评打分': 1}
{'短评内容': '还不错的经济型酒店，我预定的是带电脑的商务房。房间挺大的，但窗户设置的不好，有点闷。', '短评打分': 5}
{'短评内容': '，环境挺好的。', '短评打分': 3}
{'短评内容': '如家快捷酒店有连锁酒店的规范服务和装修风格,但是地理位置还是稍微偏僻一点.', '短评打分': 5}
{'短评内容': '酒店总体感觉还行!布置很温馨,空间也挺大的,也挺干净卫生的!但服务较差,还有那个隔音啊,差不得了!从中午到晚上,一直吵得很,幸福的是,早上不用闹钟,就能起床啦!哈哈!', '短评打分': 5}
{'短评内容': '不错，很温馨，很舒服。。。不过就是隔音太差，外面的学生凌晨在房间里闹把我吵醒了十几次。。。。', '短评打分': 5}
{'短评内容': '如家一如既往的让人觉得实惠温馨，不错。推荐', '短评打分': 5}
{'短评内容': '还可以，就是有点潮湿。环境还ok ！', '短评打分': 3}
{'短评内容': '房间环境还可以，配套不错，就是我当初那房间空调声音比较大，有点不适', '短评打分': 5}
{'短评内容': '环境很好，就是隔音不好，服务员早上很吵', '短评打分': 3}
{'短评内容': '还行，如家也就这价格，水平也就这样了。房间清洁做的不够好', '短评打分': 5}
{'短评内容': '离我的目的地非常近，干净，但是房间小了点，卫生间门锁坏了，服务态度还不错。', '短评打分': 5}
{'短评内容': '大床房的床很大。就是房间很小。不过性价比很高。对面的龟苓膏非常正宗。', '短评打分': 5}
{'短评内容': '房间近中大，很安静，不过房间味道比较大，服务很好。', '短评打分': 5}
{'短评内容': '舒适干净，价格合适，离中大很近，附近的公交线路也很方便，符合如家一贯特点。就是离地铁远一些', '短评打分': 5}
{'短评内容': '近中大，房间味道有点大，总体还行，价格便宜。', '短评打分': 5}
{'短评内容': '房间干净，电脑系统很不错，就是床太硬，被子太少。', '短评打分': 5}
{'短评内容': '相当不错，近中大~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '很吵呀......................................', '短评打分': 1}
{'短评内容': '房间价格便宜，总的一句一分钱一分货。。。还可以。', '短评打分': 5}
{'短评内容': '过得去吧，价格是很便宜了。前台小姐的服务态度不错', '短评打分': 5}
{'短评内容': '价格便宜，房间较干净，前台办事效率再高点就更好了。。。', '短评打分': 5}
{'短评内容': '本来想点不会推荐的，但是想想价格的话还是推荐吧。价格很便宜，但是地点很难找，主要外边牌子太小了。环境很一般，像招待所，不像我之前住过的如家。', '短评打分': 5}
{'短评内容': '除了酒店不好找以外…一切都不错～推荐之～', '短评打分': 3}
{'短评内容': '挺干净整洁的，而且毗邻住宿区，晚上很安静。不错。', '短评打分': 5}
{'短评内容': '还可以，就是价格有点高，位置比较难找，推荐一下。', '短评打分': 5}
{'短评内容': '离中大很方便，自助早餐还行，如果能稍微多点种类更好了。', '短评打分': 5}
{'短评内容': '酒店位置在中山大学北门隧道附近。。。还可以。。。', '短评打分': 5}
{'短评内容': '总体来说，住宿环境和卫生，还有前台服务都比较好，不过若是遇到说话大声的旅客，就会比较吵。', '短评打分': 5}
{'短评内容': '床很舒服，也挺干净的。就隔音效果不太好，一太早走廊，小孩在那走来走去，吵死啦噢。', '短评打分': 5}
{'短评内容': '酒店环境不错，但内部环境不好，服务也不行，如家的规范管理和人性化没有在家体现出来', '短评打分': 1}
{'短评内容': '去年来住过一次，当时住的有窗双人房还不错，这次想便宜点，住的无窗大床房，那个烦啊！外面每天到10点左右就有人大声说话（不知道是隔音效果不好还是怎么的），一直到12点，反正很吵，早上6点也开始陆续吵起来了，简直睡不成！我觉得如果想实惠点的朋友还是别来了吧，简直受罪！', '短评打分': 1}
{'短评内容': '离中大很近，到中大培训住此店很方便，内宾房，关窗会闷，不关窗会吵，有待改进的地方，不过卫生间、浴室很大，比较满意~~~', '短评打分': 5}
{'短评内容': '性价比不错，但是内部管理要加强，预定的房间有员工在里面用电脑，还让我拿着房卡，在门口等十分钟！', '短评打分': 1}
{'短评内容': '客房装修很温馨，就是刚走进房间的时候味道很重，卫生清洁工作做得不够好，不过总的来说还是很不错的，推荐。', '短评打分': 5}
{'短评内容': '位置比较偏，TAXI司机都不认路，不过前台服务态度不错，多次电话指路终于入住。房间卫生不错干净。', '短评打分': 5}
{'短评内容': '不錯,我認為服務不錯,周圍也有挺多吃的,就是離中大和地鉄有些遠...', '短评打分': 5}
{'短评内容': '该店房间卫生安静，就是地方不太好找', '短评打分': 3}
{'短评内容': '还不错，服务态度很好。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '这家酒店很偏僻的，不好找，而且酒店内的气味比较中，环境一般，我临走的时候落下了一些东西，回去拿的时候发现被服务员偷吃了一些，感觉很不爽。', '短评打分': 1}
{'短评内容': '房间还不错，只是楼层里总是有怪味。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '非常好，非常舒服，这个价格超值啊！因为房间没有窗户，所以有点霉味，开开空调吹吹就好了~', '短评打分': 5}
{'短评内容': '特价房性价比高', '短评打分': 3}
{'短评内容': '不错，各方面都还很好，对得起这个价格，周围环境也还可以，很方便。', '短评打分': 5}
{'短评内容': '房间不是很大，没有窗户，不过工作人员服务态度不错…地方也比较好找', '短评打分': 3}
{'短评内容': '标准大床房感觉房间小了点~还有就是没有衣柜~不过靠近珠江边挺好^~^', '短评打分': 3}
{'短评内容': '对于这家酒店感觉不错，卫生间比较干净，房间也还可以', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '挺不错的一家店，距离中山大学最近的路步行20多分钟差不多，还算近，大厅有一代售火车票和机票的代售点，很方便', '短评打分': 5}
{'短评内容': '经济、实惠、安全。室内用具要注意季节变换，如夏天尽量不要使用粉色被套，可用冷色调的床上用品。总的来说，入住如家快捷酒店还是比较放心的。', '短评打分': 5}
{'短评内容': '房间比较整洁干净，关键是出行办事方便，周边也有小吃店。', '短评打分': 5}
{'短评内容': '第二次入住了，房间比较干净，主要是办事方便，交通方便', '短评打分': 5}
{'短评内容': '房间的色调很温馨，适合情侣入住。挺干净的，各个方面都挺好。', '短评打分': 5}
{'短评内容': '这酒店挺好的。。。比较干净。。。。不过房间有点小了。。可能是特价房的原因吧。。不过真的挺好的', '短评打分': 5}
{'短评内容': '配套比较齐全，离中大地铁站还比较近，周边有小餐馆，选择余地不是很多', '短评打分': 5}
{'短评内容': '在住宅区里，购物和买东西都很方便，吃的也很方便的，值得推荐的', '短评打分': 5}
{'短评内容': '房间环境不错，没有窗户临街', '短评打分': 3}
{'短评内容': '电视不是液晶，数字电视居然不能点播，房间还不错，', '短评打分': 3}
{'短评内容': '到琶洲会馆交通非常便利，到机场也有快线大巴，很方便，店内设施可以', '短评打分': 5}
{'短评内容': '房间内空气较差', '短评打分': 3}
{'短评内容': '挺好的，很干净，服务也不错，还有停车场，不错', '短评打分': 5}
{'短评内容': '环境还不错，酒店也干净，满意', '短评打分': 3}
{'短评内容': '还不错,下次会再考虑去住。其他城市的也可尝试一下。', '短评打分': 5}
{'短评内容': '房间干净、卫生不错，满意。', '短评打分': 3}
{'短评内容': '整洁，舒适。位置佳，价格要是再低点就更好了', '短评打分': 5}
{'短评内容': '干净，服务员热情周到，就是广交会价格太高了。是平时的2倍哟', '短评打分': 5}
{'短评内容': '酒店的通风不好 价格还算适宜 地理位置不错', '短评打分': 3}
{'短评内容': '前台态度差..位置难找..不过客房部的工作人员态度不错！', '短评打分': 1}
{'短评内容': ' 很好，很安静', '短评打分': 3}
{'短评内容': ' 一般般', '短评打分': 3}
{'短评内容': '单间有点小，双间还行，住得蛮舒服的，交通也很方便', '短评打分': 5}
{'短评内容': '设施一般般  周围有很多吃的地方  找食方便\n但是酒店里的设备还真是太一般  感觉很窄  很憋', '短评打分': 5}
{'短评内容': '还不错，只是希望在过道放个公用的吹风机。。。免得都被借走了不及时还，其他人想用用不上。有条小径通中大校园，这点很好。', '短评打分': 5}
{'短评内容': '环境不错，很喜欢它的卫生间，但是隔音效果不好，隔壁讲什么都可以听到了', '短评打分': 5}
{'短评内容': '总体还可以 就是有些潮 订的大床房是无窗的 这点的注意', '短评打分': 5}
{'短评内容': '酒店不错，一贯的如家风格，总之什么都好。', '短评打分': 5}
{'短评内容': '酒店很是一般，卫生和服务都不好。下次绝对不去住了。', '短评打分': 1}
{'短评内容': '已入住，还是比较好吧，有宽带上网，卫生也 不错。我订了标准房，一家三口去，前台给我大床房，外加一小床，比较贴心，服务不错。离中大好近，今晚好多都是明天到参加中大自主招生的学生家长来住，比较好。无停车场，有点不方便，但附近路边可以晚上停车。', '短评打分': 5}
{'短评内容': '环境还不错  离中山大学很近  交通方便', '短评打分': 5}
{'短评内容': '安排的房间不错，地理位置很好，很安静很舒适\n', '短评打分': 5}
{'短评内容': '选择这里，主要是离报考的学校近，住了3天，很不错，环境不错，交通也方便', '短评打分': 5}
{'短评内容': '房间挺温馨,只是楼道等卫生不好,一般.', '短评打分': 3}
{'短评内容': '房间还行，但没地方停车，要自己花钱要停到外面', '短评打分': 3}
{'短评内容': '选择这家酒店就是因为离广交会近，没想到还有往返广交会的车。太方便了', '短评打分': 5}
{'短评内容': '离广交会不远，而且有专车接送很方便。房价也合理。值得推荐。', '短评打分': 5}
{'短评内容': '蛮不错的，比较容易找，附近也算繁华，好像有点味道，大概是才装修的缘故。', '短评打分': 5}
{'短评内容': '本来想的是离学校近，谁知道那么远。从东门过去走得半个小时了。。一如以往如家的风格，不过屋子里有点味道。其他都 还好。', '短评打分': 5}
{'短评内容': '很好，就是难找了点', '短评打分': 3}
{'短评内容': '地理位置很好，非常方便，服务态度很棒，房间很干净', '短评打分': 5}
{'短评内容': '一贯的如家风格，没有什么特别。房间简单朴实实用，但房间有异味，窗户螺丝有问题，光线不够。\n', '短评打分': 5}
{'短评内容': '干净，温馨，不贵', '短评打分': 3}
{'短评内容': '酒店闹中取静，环境还不错。只是感觉离8号线地铁站稍许有点远', '短评打分': 5}
{'短评内容': '房间价格适中，交通便利，提供网络甚至电脑，但电脑里连WORD都没有，应该升级电脑软件。\n另外房间偏小，部分房间没窗，设施不够新，窗开关时不顺畅，房间感觉有异味。', '短评打分': 5}
{'短评内容': '还不错 蛮干净的 房间也算大 但是地方好偏 找的时候找了半天 还有就是房间不隔音', '短评打分': 5}
{'短评内容': '前台和服务员都很耐心，交通也很便利。还会来。', '短评打分': 5}
{'短评内容': '参加广交会的话，还是可以推荐的！早餐比较差！', '短评打分': 5}
{'短评内容': '酒店的地理位置好恶心。自己找的话基本找不到，很多的士司机都不知道在哪里。加上几趟的士钱足够住另一家更好的酒店。最不满的是居然给一间只有15来平方米的小房我，应该是角落的不够地方的房，还不做特别说明。', '短评打分': 1}
{'短评内容': '网速比较慢，有霉味，要加强空气清新，其他的还好，经济型酒店也就这样吧', '短评打分': 5}
{'短评内容': '还不错哦，就是最近优惠活动少了，位置还不错的。', '短评打分': 3}
{'短评内容': '位置有点偏，不好早。周围吃饭的地方也少。', '短评打分': 5}
{'短评内容': '離地鐵站較遠.酒店人員對酒店位置都不清楚,所以打的都找了好久.', '短评打分': 3}
{'短评内容': '+卫生条件比较好安静', '短评打分': 5}
{'短评内容': '服務員不太友善，下雨天打不到的士讓酒店前臺人員多留房間一個小時，怎么樣都不肯留房。位置較隱蔽，的士司機都找了很久才找到。', '短评打分': 1}
{'短评内容': '+酒店还不错,虽然位置不好找,基本设施完备.', '短评打分': 5}
{'短评内容': '环境还可以，房间也挺干净，打扫挺及时就是房间小点', '短评打分': 5}
{'短评内容': '没有停车场，有点不方便', '短评打分': 5}
{'短评内容': '离新东方学校近,亚运会在即有人在门口登记很好,增添了安全感.', '短评打分': 3}
{'短评内容': '这家酒店位置不错，属于闹中取静，房间也比较干净，尤其是卫生间，在同类酒店中属于比较大的，唯一不足是没有窗户，还有隔音比较差。', '短评打分': 5}
{'短评内容': '离新东方学校近,附近吃饭方便.', '短评打分': 5}
{'短评内容': '还不错，就是位置有点难找', '短评打分': 5}
{'短评内容': '环境不错，就是房间小点，感觉较拥挤。总体感觉良好。', '短评打分': 5}
{'短评内容': '这家如家地理位置感觉有点偏，但是里面的一切包括服务都像其他地方的如家一样好…总体感觉还是很不错的…', '短评打分': 5}
{'短评内容': '位置比较隐蔽，不是太好找，但是距离中山大学较近，附近还可以坐船夜游珠江，距离机场大巴不远，打车起步价。', '短评打分': 5}
{'短评内容': '酒店很好，值得推荐', '短评打分': 5}
{'短评内容': '离地铁站稍远，其他都还可以，在住宅小区里面，比较安静', '短评打分': 5}
{'短评内容': '就是电梯挺恐怖的，很旧了，其他还好，广交会贵一点还行，就是电视机不好，上个世纪的东西了', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店大门不临街，不好找。楼中有办公区域，白天很乱。房间布置和服务还可以，价格便宜。', '短评打分': 5}
{'短评内容': '其他都还可以,就是服务意识差.', '短评打分': 3}
{'短评内容': '服务态度差,服务员半死不活的,看了就来气', '短评打分': 3}
{'短评内容': '服务人员工作方式僵化,开房给了一间没打扫过的,叫人打扫,他们却说在吃饭,要饭后才给打扫.', '短评打分': 1}
{'短评内容': '隔音很不好，位置不错！', '短评打分': 3}
{'短评内容': '服务态度还算可以，但是服务质量不算太好！标准间太潮，不过酒店位置不错，离中山大学很近！', '短评打分': 5}
{'短评内容': '离中山大学不远，门口就有不少饭店，就是大门是在小区里面，不太好找。另外酒店大楼里还混着不少公司办公室，感觉不太安全。\n房间大小正好，设施较新，大床睡得也舒服。', '短评打分': 5}
{'短评内容': '离珠江很近，环境还可以～', '短评打分': 3}
{'短评内容': '房间很小，一进去就是床和洗手间了，隔音比较差，但是总体说还是挺干净的，也让人睡得安心', '短评打分': 5}
{'短评内容': '一直都是推荐朋友住这里，主要是离中大近', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '就是隔音差了点，毛巾感觉不是很卫生，其他都还可以的', '短评打分': 5}
{'短评内容': '隔音太差了点', '短评打分': 5}
{'短评内容': '很卫生、很安静，住宿情况非常不错。离珠江及中大都很近', '短评打分': 5}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '一般吧，房内没有窗户，味道特别难闻！', '短评打分': 5}
{'短评内容': '我感觉环境干净舒适，细节方面做的很好，就是位置在小巷子里，连的士司机都不好，不过出行交通还是可以的', '短评打分': 3}
{'短评内容': '位置挺好,房间里面也很干净,温馨,如家经常住,都不错,就是如果价格方面再便宜些就更好了.', '短评打分': 3}
{'短评内容': '还不如 怡乐路那家 “岭南佳园”。两个我都住了，这家不但不好找，而且是在生活小区里。房间设施也不舒服。房间家具等设备都很一般。房间内也没有“特殊服务”电话，也没有放避孕套，刮胡刀等特殊用品。\r\n浴室空间特别小，喷头的位置根本不能站人。', '短评打分': 1}
{'短评内容': '比较好', '短评打分': 5}
{'短评内容': '室内环境不错，不愧是星级酒店金枕头得主\r\n只是窗户在走廊且隔音效果很不好，走廊上的旅客经常“高谈阔论”，希望加强管理\r\n', '短评打分': 5}
{'短评内容': '不好', '短评打分': 3}
{'短评内容': '房间朝向不太好朝西,酒店位置很好在江边.设施一般,卫生还不错很干净.', '短评打分': 3}
{'短评内容': '前台小姐太丑，服务态度相当不好。在大厅稍微用下电脑，还说要10元一小时。七天的态度就好多了，还能免费使用下电脑。要不是因为离朋友家近，一定不住这里。后面住了下7天，发现服务真是天下地下。还有房间没有窗，不透风，进门一刹那味道重。酒店的位置也不好，不是有朋友住那边，还找不到地方的。', '短评打分': 1}
{'短评内容': '酒店的整体不错的，酒店的服务卫生以及设施都很好的，酒店的位置不方便，酒店的价格还可以的。', '短评打分': 5}
{'短评内容': '酒店的整体不错的，房间比较潮湿，服务卫生以及设施都很一般的，酒店的位置以及交通都很方便的，价格还可以的', '短评打分': 5}
{'短评内容': '酒店的卫生环境还不错，但服务不够周到，地理位置也稍微偏一些，但价格比较便宜', '短评打分': 5}
{'短评内容': '酒店不错,比7天连锁要好,设施比较好,服务到位,比较卫生干净整洁,下次还是会选如家酒店的.', '短评打分': 5}
{'短评内容': '酒店还是不错的，挺干净，服务也很好，就是停车有点麻烦 ', '短评打分': 5}
{'短评内容': '还不错，就是里琶洲展馆不算近', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面还可以了,周边交通还是蛮方便的,就是方面里没窗户通风效果不太好了.', '短评打分': 5}
{'短评内容': '酒店环境不是很好,而且房间很小.离琶州展馆也不近.', '短评打分': 1}
{'短评内容': '酒店的环境硬件设施都很一般,硬件设施还好了当时给分配的房间还在装修.后来更换了房间,对这家酒店不是很满意.', '短评打分': 1}
{'短评内容': '酒店的服务，环境都很好，位置也不错，就是房间小了点', '短评打分': 5}
{'短评内容': '环境很好，干净整洁，位置靠江边，很方便，价格在广州也是比较优惠的', '短评打分': 5}
{'短评内容': '酒店的服务卫生一般.地理位置挺不错的交通挺方便的,设施太老旧了.房间面积也小感觉挺压抑的。', '短评打分': 1}
{'短评内容': '酒店服务态度差，见议大家不要去这家店', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
