{'descr': '非常不错，值得入住', 'star': 4}
{'descr': '房间很小，卫生条件还好，设施稍微显得陈旧了一些，不过性价比上看还不错', 'star': 3}
{'descr': '房间可以', 'star': 3}
{'descr': '房间可以', 'star': 3}
{'descr': '定的三人间,空间很大,也比较干净,就是隔音效果一般,但整体条件很好,离火车站很近,下次去还会入住', 'star': 3}
{'descr': '定的三人间,空间很大,也比较干净,就是隔音效果一般,但整体条件很好,离火车站很近,下次去还会入住', 'star': 3}
{'descr': '酒店卫生干净，就是有点吵，因为背靠铁路！', 'star': 3}
{'descr': '酒店卫生干净，就是有点吵，因为背靠铁路！', 'star': 3}
{'descr': '酒店服务非常周到。\n前台几个倒班的负责人服务都很到位，很亲切。\n房间阳光不错，离太原火车站3公里左右，离商务街也很近，游玩购物都很方便。\n下次我还会光顾~', 'star': 5}
{'descr': '酒店服务非常周到。\n前台几个倒班的负责人服务都很到位，很亲切。\n房间阳光不错，离太原火车站3公里左右，离商务街也很近，游玩购物都很方便。\n下次我还会光顾~', 'star': 5}
{'descr': '很满意，服务非常好！房间很干净！下次还会入住！那里的前台人员很热情，入住时天气比较冷，提醒客人多添衣服，退房办理很快，提醒我检查随身物品，要不我还真把东西落下了！呵呵。。', 'star': 5}
{'descr': '很满意，服务非常好！房间很干净！下次还会入住！那里的前台人员很热情，入住时天气比较冷，提醒客人多添衣服，退房办理很快，提醒我检查随身物品，要不我还真把东西落下了！呵呵。。', 'star': 5}
{'descr': '房间有点味，很不爽。不过离汽车站近。', 'star': 3}
{'descr': '房间有点味，很不爽。不过离汽车站近。', 'star': 3}
{'descr': '一般。', 'star': 3}
{'descr': '一般。', 'star': 3}
{'descr': '该酒店近铁路，当有火车经过时有点吵，还有就是房间窗户也小，我住二楼，光线差，通风也不好，其他还行吧，一分钱一分货。', 'star': 1}
{'descr': '该酒店近铁路，当有火车经过时有点吵，还有就是房间窗户也小，我住二楼，光线差，通风也不好，其他还行吧，一分钱一分货。', 'star': 1}
{'descr': '还行!', 'star': 3}
{'descr': '还行!', 'star': 3}
{'descr': '挺干净的 整洁 服务态度很好 就是祝了一个超小的房间还要价挺高，其他房间应该还可以。整体感觉很好，不错 ，值得推荐', 'star': 5}
{'descr': '挺干净的 整洁 服务态度很好 就是祝了一个超小的房间还要价挺高，其他房间应该还可以。整体感觉很好，不错 ，值得推荐', 'star': 5}
{'descr': '房价和锦江之星相差无几，设施差一点。总体还可以', 'star': 5}
{'descr': '房价和锦江之星相差无几，设施差一点。总体还可以', 'star': 5}
{'descr': '离建南汽车站很近，离火车站还有几站路，不过交通很方便。房间很干净，用我家孩子的话说，比三星的好太多了。前台服务也不错。', 'star': 5}
{'descr': '离建南汽车站很近，离火车站还有几站路，不过交通很方便。房间很干净，用我家孩子的话说，比三星的好太多了。前台服务也不错。', 'star': 5}
{'descr': '金广快捷酒店（太原建南店）房间干净整洁、就是房间外马路噪音很大！', 'star': 5}
{'descr': '金广快捷酒店（太原建南店）房间干净整洁、就是房间外马路噪音很大！', 'star': 5}
{'descr': '酒店确实不错，房间很干净，设施齐全，价格适中', 'star': 5}
{'descr': '酒店确实不错，房间很干净，设施齐全，价格适中', 'star': 5}
{'descr': '服务非常棒，值得推荐的酒店，客房卫生干净，早餐可口', 'star': 5}
{'descr': '服务非常棒，值得推荐的酒店，客房卫生干净，早餐可口', 'star': 5}
{'descr': '入住感觉非常好，卫生干净，服务不错，周边交通方便，希望一直能保持，！', 'star': 5}
{'descr': '入住感觉非常好，卫生干净，服务不错，周边交通方便，希望一直能保持，！', 'star': 5}
{'descr': '这家酒店的卫生干净、服务特别好、每个服务员都会热情的打招呼，推荐给大家啦。。。。。。', 'star': 5}
{'descr': '这家酒店的卫生干净、服务特别好、每个服务员都会热情的打招呼，推荐给大家啦。。。。。。', 'star': 5}
{'descr': '，环境不错。服务质量也可以', 'star': 3}
{'descr': '，环境不错。服务质量也可以', 'star': 3}
{'descr': '酒店环境挺不错的。距离建南汽车站也近。美中不足的是空调是坏的。', 'star': 3}
{'descr': '酒店环境挺不错的。距离建南汽车站也近。美中不足的是空调是坏的。', 'star': 3}
{'descr': '就是没有吹风机 网线有点短  别的好像 都不错！', 'star': 5}
{'descr': '就是没有吹风机 网线有点短  别的好像 都不错！', 'star': 5}
{'descr': '非常好，服务态度很好,推荐给大家！很温馨，隔音也不错', 'star': 5}
{'descr': '非常好，服务态度很好,推荐给大家！很温馨，隔音也不错', 'star': 5}
{'descr': '---服务态度好-----------\n---宾至如归的感觉--------\n', 'star': 5}
{'descr': '---服务态度好-----------\n---宾至如归的感觉--------\n', 'star': 5}
{'descr': '屋内环境，卫生条件，都很好。每天赠送矿泉水。早餐是10元自助形式，还不错。200元以内的价位，还算可以。太原本地的快捷酒店，很多分店。', 'star': 5}
{'descr': '屋内环境，卫生条件，都很好。每天赠送矿泉水。早餐是10元自助形式，还不错。200元以内的价位，还算可以。太原本地的快捷酒店，很多分店。', 'star': 5}
{'descr': '离汽车站很近，晚上可能会吵，交通方便。室内环境不错，比较卫生。', 'star': 3}
{'descr': '离汽车站很近，晚上可能会吵，交通方便。室内环境不错，比较卫生。', 'star': 3}
{'descr': '还可以吧。', 'star': 3}
{'descr': '还可以吧。', 'star': 3}
{'descr': '干净', 'star': 3}
{'descr': '干净', 'star': 3}
{'descr': '地理位置好，价格也合适，房间比较卫生，就是早点差了点', 'star': 5}
{'descr': '地理位置好，价格也合适，房间比较卫生，就是早点差了点', 'star': 5}
{'descr': '挺好的！挺方便的，环境不错！就是电视不怎么样！', 'star': 5}
{'descr': '挺好的！挺方便的，环境不错！就是电视不怎么样！', 'star': 5}
{'descr': '一般，房间有点旧，想对于房价，不太值！', 'star': 3}
{'descr': '一般，房间有点旧，想对于房价，不太值！', 'star': 3}
{'descr': '总体感觉还可以，和别的连锁快捷酒店比起来还是在服务上有差距。', 'star': 5}
{'descr': '总体感觉还可以，和别的连锁快捷酒店比起来还是在服务上有差距。', 'star': 5}
{'descr': '挺干净的，就是现在不含早餐了，不太方便，希望房价里面吧早餐包含了', 'star': 5}
{'descr': '挺干净的，就是现在不含早餐了，不太方便，希望房价里面吧早餐包含了', 'star': 5}
{'descr': '＋很好', 'star': 3}
{'descr': '＋很好', 'star': 3}
{'descr': ' 服务态度非常好，细节很到位', 'star': 3}
{'descr': ' 服务态度非常好，细节很到位', 'star': 3}
{'descr': '无论服务态度还是配套设施都比较不错,给人的感觉很舒服!', 'star': 5}
{'descr': '无论服务态度还是配套设施都比较不错,给人的感觉很舒服!', 'star': 5}
{'descr': '地理位置挺好。但后边有火车道。晚上睡觉有点吵的感觉 ', 'star': 1}
{'descr': '地理位置挺好。但后边有火车道。晚上睡觉有点吵的感觉 ', 'star': 1}
{'descr': '想去游玩的朋友们可以考虑这家店哦，虽然不在火车站旁边，但是紧邻建南汽车站，去周边景区游玩非常方便！店里的工作人员也会热情的解答你的旅游疑问的！美中不足的是我住的那间房淋浴喷头出水太小，水温也不太好调节，不知道是不是店里的普遍情况……', 'star': 5}
{'descr': '想去游玩的朋友们可以考虑这家店哦，虽然不在火车站旁边，但是紧邻建南汽车站，去周边景区游玩非常方便！店里的工作人员也会热情的解答你的旅游疑问的！美中不足的是我住的那间房淋浴喷头出水太小，水温也不太好调节，不知道是不是店里的普遍情况……', 'star': 5}
{'descr': '地理位置极佳，环境还不错，价格也很便宜，值得推荐。但是整个山西的旅游素质实在是太差了', 'star': 5}
{'descr': '地理位置极佳，环境还不错，价格也很便宜，值得推荐。但是整个山西的旅游素质实在是太差了', 'star': 5}
{'descr': '酒店在铁路边，经常有火车，很吵，订的豪华套间，里面也很简陋，有点简陋，而且不含早餐，以后不会再住这家酒店了', 'star': 1}
{'descr': '酒店在铁路边，经常有火车，很吵，订的豪华套间，里面也很简陋，有点简陋，而且不含早餐，以后不会再住这家酒店了', 'star': 1}
{'descr': '地方还不错,较舒适', 'star': 5}
{'descr': '地方还不错,较舒适', 'star': 5}
{'descr': '这家酒店可真叫一个脏啊', 'star': 3}
{'descr': '这家酒店可真叫一个脏啊', 'star': 3}
{'descr': '不太好。背后是车道，有些吵。', 'star': 3}
{'descr': '不太好。背后是车道，有些吵。', 'star': 3}
{'descr': '房间空调太差了，比外面的火车噪音还大，一晚上都没有睡好', 'star': 1}
{'descr': '房间空调太差了，比外面的火车噪音还大，一晚上都没有睡好', 'star': 1}
{'descr': '一个各方面都很不错的酒店，总之挺满意的，如果网上预订的价格可以再优惠些，那就更好了。O(∩_∩)O~', 'star': 5}
{'descr': '一个各方面都很不错的酒店，总之挺满意的，如果网上预订的价格可以再优惠些，那就更好了。O(∩_∩)O~', 'star': 5}
{'descr': '换着住了个房间，还不错！挺舒适。', 'star': 5}
{'descr': '换着住了个房间，还不错！挺舒适。', 'star': 5}
{'descr': '看了其他客人的点评后订的这家酒店，感觉还不错，比我去年订的另一家宾馆好，价格差不多。我住处的三人间，很大，比较干净，设施比较简单，不过对于一般出差的客人不错了，我还订一间单人房，就有点小，建议单人行的话也可以订个标间，会舒服点。整体不错，性价比较高，吃饭很方便，左右两边就是面馆，对面就有超市，很方便。推荐一下。', 'star': 5}
{'descr': '看了其他客人的点评后订的这家酒店，感觉还不错，比我去年订的另一家宾馆好，价格差不多。我住处的三人间，很大，比较干净，设施比较简单，不过对于一般出差的客人不错了，我还订一间单人房，就有点小，建议单人行的话也可以订个标间，会舒服点。整体不错，性价比较高，吃饭很方便，左右两边就是面馆，对面就有超市，很方便。推荐一下。', 'star': 5}
{'descr': '感觉非常舒服,不错.', 'star': 5}
{'descr': '感觉非常舒服,不错.', 'star': 5}
{'descr': '金广在山西确实做得好。单人房实在太小，太憋屈，还是别住，换大床吧。', 'star': 5}
{'descr': '金广在山西确实做得好。单人房实在太小，太憋屈，还是别住，换大床吧。', 'star': 5}
{'descr': '感觉很不好，还紧挨铁路，巨吵。价格也没有任何优势。', 'star': 1}
{'descr': '感觉很不好，还紧挨铁路，巨吵。价格也没有任何优势。', 'star': 1}
{'descr': '这家酒店的服务人员态度是很好的。设施也能接受，毕竟是快捷酒店，要求不是太高。卫生情况也不错。\r\n缺点主要在位置上，背后是铁路，正面是主干道，睡觉实在是吵啊。隔音效果不理想。如果您对睡觉质量要求较高的话，建议换一家宾馆。', 'star': 1}
{'descr': '这家酒店的服务人员态度是很好的。设施也能接受，毕竟是快捷酒店，要求不是太高。卫生情况也不错。\r\n缺点主要在位置上，背后是铁路，正面是主干道，睡觉实在是吵啊。隔音效果不理想。如果您对睡觉质量要求较高的话，建议换一家宾馆。', 'star': 1}
{'descr': '感觉干净，房间面积可以。高层看看风景也不错，还送两瓶水\r\n\r\n退房时不知道是不是忘了查房，感觉对房客比较信任的样子', 'star': 5}
{'descr': '感觉干净，房间面积可以。高层看看风景也不错，还送两瓶水\r\n\r\n退房时不知道是不是忘了查房，感觉对房客比较信任的样子', 'star': 5}
{'descr': '酒店不错，住的也比较舒服。', 'star': 5}
{'descr': '酒店不错，住的也比较舒服。', 'star': 5}
{'descr': '环境还不错,晚上比较安静', 'star': 5}
{'descr': '环境还不错,晚上比较安静', 'star': 5}
{'descr': '酒店新装修，比想象中的干净很多，住的是三人间家庭房，房间非常大，而且暖气烧得很热，非常满意！就是淋浴器花洒的角度有点儿差劲，洗起来不方便，而且洗手间的面盆漏水，但都不是大问题，可以接受。', 'star': 5}
{'descr': '酒店新装修，比想象中的干净很多，住的是三人间家庭房，房间非常大，而且暖气烧得很热，非常满意！就是淋浴器花洒的角度有点儿差劲，洗起来不方便，而且洗手间的面盆漏水，但都不是大问题，可以接受。', 'star': 5}
{'descr': '酒店的设施条件算是还可以的，服务很不错，干净舒适，地理位置便利，价格适中。', 'star': 3}
{'descr': '酒店的设施条件算是还可以的，服务很不错，干净舒适，地理位置便利，价格适中。', 'star': 3}
{'descr': '  刚开始看见位置不错就去了，可是去了就后悔了。到了前台，前台的服务员说办个他们那里的会员卡怎么怎么的好，我说不用了，我在网上预订好了，然后服务员脸就变了，爱理不理的。进了房间感觉不大，觉得一般，花这么 多钱在太原的另一家快捷酒店能住的很好了。第二天早上的早餐说是值10元，可是做的很不好，很少有人吃，菜估计还是上次剩下的。哎，后悔了。。', 'star': 1}
{'descr': '  刚开始看见位置不错就去了，可是去了就后悔了。到了前台，前台的服务员说办个他们那里的会员卡怎么怎么的好，我说不用了，我在网上预订好了，然后服务员脸就变了，爱理不理的。进了房间感觉不大，觉得一般，花这么 多钱在太原的另一家快捷酒店能住的很好了。第二天早上的早餐说是值10元，可是做的很不好，很少有人吃，菜估计还是上次剩下的。哎，后悔了。。', 'star': 1}
{'descr': '酒店的位置交通不太方便，而且太原的天气当天也不太好，感觉不太舒服，但是酒店很干净，服务也还行，就是设施比较简洁一点，但是主要还是交通不方便。', 'star': 3}
{'descr': '酒店的位置交通不太方便，而且太原的天气当天也不太好，感觉不太舒服，但是酒店很干净，服务也还行，就是设施比较简洁一点，但是主要还是交通不方便。', 'star': 3}
{'descr': '酒店位置不错，交通方便！', 'star': 3}
{'descr': '酒店位置不错，交通方便！', 'star': 3}
{'descr': '酒店位置不错，但是服务上较之其它国内的快捷酒店稍逊一筹！\r\n房间设置有待提高，隔音效果不是甚好!', 'star': 3}
{'descr': '酒店位置不错，但是服务上较之其它国内的快捷酒店稍逊一筹！\r\n房间设置有待提高，隔音效果不是甚好!', 'star': 3}
{'descr': '该酒店总体来说较之国内其他快捷酒店稍逊些！', 'star': 5}
{'descr': '该酒店总体来说较之国内其他快捷酒店稍逊些！', 'star': 5}
{'descr': '服务蛮周到的,态度也比较好,房间里面也挺整洁,而且价格也不是很贵,所以还是可以推荐的.', 'star': 3}
{'descr': '服务蛮周到的,态度也比较好,房间里面也挺整洁,而且价格也不是很贵,所以还是可以推荐的.', 'star': 3}
{'descr': '位置不太好,价格也偏高,很不好,里面的设施和服务都一般,第二天我自己又找了一家酒店,比这家便宜50块,里面还好,下次应该不会选择这家酒店了.', 'star': 3}
{'descr': '位置不太好,价格也偏高,很不好,里面的设施和服务都一般,第二天我自己又找了一家酒店,比这家便宜50块,里面还好,下次应该不会选择这家酒店了.', 'star': 3}
{'descr': '服务态度尚可，设施一般，卫生可，较安全', 'star': 5}
{'descr': '服务态度尚可，设施一般，卫生可，较安全', 'star': 5}
{'descr': '因为是第一次入住,所以对卫生,服务,设施都感觉比较不错!\r\n希望下次还能入住~', 'star': 5}
{'descr': '因为是第一次入住,所以对卫生,服务,设施都感觉比较不错!\r\n希望下次还能入住~', 'star': 5}
{'descr': '这家酒店除了价格稍微贵了一些，其他都还不错，服务环境都挺好的，地理位置也不错，出行很方便', 'star': 5}
{'descr': '这家酒店除了价格稍微贵了一些，其他都还不错，服务环境都挺好的，地理位置也不错，出行很方便', 'star': 5}
{'descr': '感觉酒店还不错，房间挺干净的，服务也不错，就是停车场太小，停车不太方便', 'star': 5}
{'descr': '感觉酒店还不错，房间挺干净的，服务也不错，就是停车场太小，停车不太方便', 'star': 5}
{'descr': '酒店挨着铁路，有点吵，房间比较干净，酒店周围交通还比较方便，就是自己开车的话停车不方便，再到太原这家酒店不是首选', 'star': 1}
{'descr': '酒店挨着铁路，有点吵，房间比较干净，酒店周围交通还比较方便，就是自己开车的话停车不方便，再到太原这家酒店不是首选', 'star': 1}
{'descr': '酒店的房间比较小，服务一般，而且晚上都没有服务员，不是特别方便，不过他们的环境卫生还不错，交通还算可以。', 'star': 5}
{'descr': '酒店的房间比较小，服务一般，而且晚上都没有服务员，不是特别方便，不过他们的环境卫生还不错，交通还算可以。', 'star': 5}
{'descr': '服务很到位,卫生环境还可以,离火车道近,晚上有噪音,出行还比较方便,价格适中', 'star': 5}
{'descr': '服务很到位,卫生环境还可以,离火车道近,晚上有噪音,出行还比较方便,价格适中', 'star': 5}
{'descr': '酒店的设施还行，停车不方便，停车场离酒店有点距离，酒店的价格还是比较优惠的', 'star': 5}
{'descr': '酒店的设施还行，停车不方便，停车场离酒店有点距离，酒店的价格还是比较优惠的', 'star': 5}
{'descr': '酒店的网速很快很方便，位置靠近车站交通挺方便的，价格稍微偏高些。卫生方面挺不错的房间里挺干净的。', 'star': 5}
{'descr': '酒店的网速很快很方便，位置靠近车站交通挺方便的，价格稍微偏高些。卫生方面挺不错的房间里挺干净的。', 'star': 5}
{'descr': '酒店紧邻火车站.有非常大的噪音,倒是很方便的.但是太吵了.', 'star': 5}
{'descr': '酒店紧邻火车站.有非常大的噪音,倒是很方便的.但是太吵了.', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '该用户未发表文字评论', 'star': 5}
{'descr': '旁边是铁路，房间也没有长风得大，过火车吵得厉害。', 'star': 3}
{'descr': '旁边是铁路，房间也没有长风得大，过火车吵得厉害。', 'star': 3}
{'descr': '隔音效果不太理想。', 'star': 3}
{'descr': '隔音效果不太理想。', 'star': 3}
{'descr': '勉强算还可以吧，服务一般环境一般早餐更一般，，，&lt;br /&gt;\n不过在太原来说这个价位也还可以接受吧，至少房间会比老牌的几个酒店装修的新颖点，性价比也还在能够接受的范围之内！&lt;br /&gt;\n如果不是招待客人只是差旅小住的话还是值得推荐', 'star': 3}
{'descr': '勉强算还可以吧，服务一般环境一般早餐更一般，，，&lt;br /&gt;\n不过在太原来说这个价位也还可以接受吧，至少房间会比老牌的几个酒店装修的新颖点，性价比也还在能够接受的范围之内！&lt;br /&gt;\n如果不是招待客人只是差旅小住的话还是值得推荐', 'star': 3}
