{'短评内容': '方面确实很好，还赠了早餐，下次还会入住', '短评打分': 5}
{'短评内容': '方便，干净。下次过来还住这。为什么一定要写20个字啊，我都无语', '短评打分': 5}
{'短评内容': '不错。服务很迅速，也很方便，就是阿姨很辛苦，总问是否要打扫房间。希望下次挂了请勿打扰就真的不要一直敲门了。吵醒好几次。', '短评打分': 5}
{'短评内容': '此酒店，我经常帮朋友代定，位置，价位方面可以，唯一不喜欢就是卫生间隔板为何是透明的，这样朋友来坐坐感觉不方便。', '短评打分': 5}
{'短评内容': '房间很好，价格实惠！', '短评打分': 3}
{'短评内容': '环境很好，电题很快，周围的生活也很方便，很安静。设计构造也不错。各种不错。就是押金很多有点麻烦，但还是不错的！推荐！', '短评打分': 5}
{'短评内容': '入住很开心，房间的隔音效果差，在周边的旅馆中性价比还是可以的。', '短评打分': 5}
{'短评内容': '第一次入住贵宾馆,房间很整洁,舒适.服务态度蛮好的.环境也不错.比较满意.', '短评打分': 5}
{'短评内容': '不能说有多好 但是对于这个地段这个价钱还真的是很值得。去徐家汇很近。附近吃的也很多。还有挺多便利店的。基本每次来上海都住这，找工作临时短居挺合算的~\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '不错,下次还会来住！卫生方面希望提高一下！', '短评打分': 5}
{'短评内容': '单行道开车过去要绕个圈子   酒店一般般', '短评打分': 5}
{'短评内容': '环境还不错，交通很方便', '短评打分': 3}
{'短评内容': '交通方便，值', '短评打分': 3}
{'短评内容': '方便，便宜', '短评打分': 3}
{'短评内容': '一直住这里，比较便宜', '短评打分': 3}
{'短评内容': '不错的酒店，干净，特别喜欢被套和枕套淡雅的花爸。下次还会入住。', '短评打分': 5}
{'短评内容': '快捷酒店 中规中举  拖鞋太单薄，很容易破 工作人员尽然连附近的寺庙都不知道地址 不专业', '短评打分': 1}
{'短评内容': '还算方便，其他也就那样，都是168的风格', '短评打分': 5}
{'短评内容': '上午10点去开的房，前台给的一楼头一间，进房后发现门背后防盗锁是坏的，而且离前台很近服务员说话声都能听见，更郁闷的是办公室门正对着房门，酒店工作人员进出频繁，走廊到处都是喧哗声，去前台要求换房，却被告知这是最后一间没的换，下次不会再去了。', '短评打分': 1}
{'短评内容': '服务到位的', '短评打分': 3}
{'短评内容': '和朋友住的特价大床房，房间很干净，靠近上海大舞台，交通也方便，下了公交车向前一点就到，关键价格实惠啊，推荐！！', '短评打分': 5}
{'短评内容': '不错，环境还行，交通挺便利的，服务员态度还算满意', '短评打分': 5}
{'短评内容': '不错。。。地理位置好，酒店干净，服务不错。。。', '短评打分': 5}
{'短评内容': '总体环境不错，设施比较齐全，环境清幽。服务态度良好，前台小哥长相不错哦。就是电视挂的有些高，看的时候不大方便。', '短评打分': 5}
{'短评内容': '还凑合，经常住', '短评打分': 3}
{'短评内容': '小广告好多，房间比较小，价格还凑合吧', '短评打分': 3}
{'短评内容': '酒店太脏了,到处还是**服务的小卡片,管理实在一般', '短评打分': 1}
{'短评内容': '位置很方便，床单也算干净，但家居和地毯显得很脏，从门缝塞黄色小广告的也不少', '短评打分': 3}
{'短评内容': '还好~~~~~~~~地理位置还不错~~~~~~~~~', '短评打分': 5}
{'短评内容': '房间有些小，但床还可以。地段好。还可以。', '短评打分': 5}
{'短评内容': '到上海一直都是入住此酒店，很有亲切感，床上用品都很干净。晾晒衣服也很方便。', '短评打分': 5}
{'短评内容': '房间总的来说住的还算舒服，但是空调太旧了，噪音很大，电视机摆放位置太高，看起来有点吃力，房间还算干净吧', '短评打分': 5}
{'短评内容': '房间条件很一般，总感觉不太干净卫生，总台服务员态度一般，早餐一般，居然不供应中饭晚饭，比原来在闵行住的莫泰168差多了，完全颠覆了莫泰给我的好印象。住了一天我就换隔壁的锦江之星了。', '短评打分': 1}
{'短评内容': '房间总的来说住的还算舒服，但是空调太旧了，噪音很大，电视机摆放位置太高，看起来有点吃力，房间还算干净吧', '短评打分': 5}
{'短评内容': '很好! \n经济。\n离地铁站走5分。到徐家汇可以走。', '短评打分': 5}
{'短评内容': '隔音不太好，卫生间不是很干净，但是这个价钱，值了', '短评打分': 5}
{'短评内容': '房间很小很简陋很贵，相同的位置不如隔壁的锦江之星', '短评打分': 1}
{'短评内容': '地方有点偏，离地铁站比较远，不怕走路的话还是很方便的，旁边就是上体馆和徐家汇(走路要20分钟的说....)，住的还行吧，就是服务员居然找不到我下的单子', '短评打分': 5}
{'短评内容': '房间比较紧凑，但是比较干净，特价房间无早', '短评打分': 5}
{'短评内容': '挺好的，环境不错,用品较齐全，算是物有所值。', '短评打分': 5}
{'短评内容': '房间小，还有从门口塞卡片的。前台态度很不好，房间内的网线是坏的，也没人更换，所以入住后要先检查房间的设备是否是完好的。', '短评打分': 1}
{'短评内容': '价格不错定的特价房比较简陋', '短评打分': 3}
{'短评内容': '相当好，地处闹市但又酒店环境又相当雅致，幽静，出行又方便，综合性价比很高！', '短评打分': 5}
{'短评内容': '酒店还可以，比较安静，房间是有点小，电视比较高，看着是有点不舒服，不过总体还可以。', '短评打分': 5}
{'短评内容': '尽管酒店不贵，位置也不错，但是感觉外在装饰与房间内部的装饰相差太多，大堂、电梯等都不错但关键的房间内的墙面、桌椅和床单都不是特别干净，电视很旧频道也很少，有必要花点精力打理哦~', '短评打分': 1}
{'短评内容': '还可以，价格偏高', '短评打分': 3}
{'短评内容': '交通还算便利，离4号线上海体育场站更近一些，只是房间条件一般，电视居然收不到中央五套，让我比较郁闷', '短评打分': 5}
{'短评内容': '还不错，位置稍微难找了点，酒店里倒是蛮幽静的', '短评打分': 5}
{'短评内容': '酒店环境不错，有夜宵意愿的话，附近有烧烤流动摊点。\n但大床房的电视是吊在半空的，看得脖子疼……\n交通的话，到哪儿都不近的感觉', '短评打分': 1}
{'短评内容': '离徐家汇比较近,可以走,交通很方便。房价也很便宜。', '短评打分': 5}
{'短评内容': '第一次住，服务一般，房间一进去有股异味，设施陈旧，洗澡间的马桶冲洗无力，同是200元的价格，格林豪泰性价比要好过这家了。', '短评打分': 3}
{'短评内容': ' 住宿条件和卫浴设施都不错，208的大床价格也还合理，提前一周预订还有优惠。', '短评打分': 3}
{'短评内容': '交通方便，很舒适。', '短评打分': 3}
{'短评内容': 'haixing', '短评打分': 3}
{'短评内容': '环境不错，比较干净，隔音也还可以，就是房间里觉得有点潮，不是太舒服。浴室比较干净，洗澡水很大。没有骚扰电话，这点不错。希望早餐能再改善一些。', '短评打分': 5}
{'短评内容': '这个价格，在上海也算是不错的了，离徐家汇很近，不嫌累的话，可以走路去徐家汇（大概20~30分钟），不过交通不是非常方便，离地铁站较远（可能是因为我不熟悉）。空间不大，但干净卫生无异味，算是对得起这个价格了。', '短评打分': 5}
{'短评内容': '周边非常热闹，买东西很方便。价格实惠,性价比高', '短评打分': 5}
{'短评内容': '价格还能接受，毕竟是在市中心，周围交通很方便，房间的设施也很好。', '短评打分': 5}
{'短评内容': '算是住过快捷酒店感觉比较好的之一，1楼也不是特别吵~', '短评打分': 5}
{'短评内容': '第二次来了，这次没住特价房 感觉好了好多~~', '短评打分': 5}
{'短评内容': '上面的会与不会推荐，我说不好，只是我建议注重品质的人不要住特价大床房，虽然我住了5天，因为省钱，这个价对于周边来讲还不错。\n这个房间大小我觉得还可以，也没有很小，有几个缺点，第一：房间的空气真的不怎么样，坐在里面上网，时不时传来一股像脚臭的味道，总之不好的味道。第二：电视挂得太高，看着难受。第三：电视的频道也太少了点，上海的地方台一个没有。第四：特价大床房在1楼，不习惯的不推荐。\n其实也有优点，地', '短评打分': 5}
{'短评内容': '性价比一般，还不错，在这附近这个酒店算好的了', '短评打分': 5}
{'短评内容': '一楼光线不好，房子成就，电视机挂太高，但地理位置优越，价格合理。', '短评打分': 5}
{'短评内容': '酒店一楼过去潮湿非常不推荐，别的还不错，交通也算便利', '短评打分': 5}
{'短评内容': '地段性价比，对于要求不高者入住还行。。。。。。。有早餐就更好了。', '短评打分': 5}
{'短评内容': '地理位置优越，价位合理，服务也还可以，连锁快捷酒店中不错的了~', '短评打分': 5}
{'短评内容': '总体感觉还不错，就是房间小了点…还算温馨吧！', '短评打分': 3}
{'短评内容': '这家酒店地理位置很好，距离徐家汇商圈步行10分钟。附近还有超市和水果店什么的，生活很方便。房间内的设置虽然不太舒适，比如电视是挂在墙上的，房间也比较小，但是考虑到这个地段，这个价位很划算了！', '短评打分': 5}
{'短评内容': '徐家汇还是比较方便的，性价比还可以，推荐', '短评打分': 5}
{'短评内容': '还不错，就是没有餐厅，只能吃早餐,桌有点小，电视是挂在上面的，不过价位还可能，经济实惠', '短评打分': 5}
{'短评内容': '住的一楼的特价房，觉得比较潮湿，可能是因为梅雨季节的缘故。', '短评打分': 1}
{'短评内容': '床垫不好，太硬了。很吵，不论是靠着马路还是走廊都很吵。', '短评打分': 5}
{'短评内容': '莫泰168(上海宛平南路店）的交通很便利，位于市中心很好找。', '短评打分': 5}
{'短评内容': '价格在徐汇区相对便宜，特价房面积较小，对得起这个价格了 不爽的就是电视挂的很高的 看的时候需要仰着看 很累', '短评打分': 5}
{'短评内容': '离港汇不远，打车起步价。房间小但是还不错，价格在经济型酒店里偏高些也还能接受。总体上还行。', '短评打分': 5}
{'短评内容': '环境不错，离零陵中学较近，又窗，有地巾，电视吊的很高，只适合躺着看；床太硬', '短评打分': 5}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': '服务质量满意服务态度热情', '短评打分': 3}
{'短评内容': '马桶堵了，早晨上厕所很郁闷。', '短评打分': 3}
{'短评内容': '酒店位置很好找,房间布置不错,但是前台服务员态度一般,酒店有点吵', '短评打分': 3}
{'短评内容': '首先，这个价位也不能要求太多，房间小点都可以将就。去住了一晚，不知道是不是运气不好，被子枕头有些怪味道，服务态度一般，门缝下面有人发卡。不得不提的是，隔音效果很差，门外有点动静都听得到，很容易被吵醒，一夜都没怎么睡好。最尴尬的，旁边房间有人似乎招妓了，女的发出好几次很大的叫床声，本想举报的，还是算了，过路而已....', '短评打分': 5}
{'短评内容': '蛮好', '短评打分': 3}
{'短评内容': '总体来说感觉还可以，服务尚可，早餐也还好。服务员态度很不错。', '短评打分': 5}
{'短评内容': '交通很方便，就是价格稍微贵些。酒店消费物品很少。', '短评打分': 5}
{'短评内容': '各方面都还可以，就是床垫超级烂，不知道其他房间的是不是也是这样', '短评打分': 5}
{'短评内容': '房间设备比较陈旧，大床房的床不大偏小，走廊噪声太大，隔音不好，房间还算干净。\n门下老有特“色”名片提供特色服务，呵呵！', '短评打分': 1}
{'短评内容': '莫泰的价格年年见涨，好像服务也没有什么改变。房间在商务酒店里算比较干净的，', '短评打分': 5}
{'短评内容': '位置不错，靠徐家汇中心也就15-20分钟的路，离东安和体育场4号线口也不远的。就是大床房有点小。床垫很硬的，咯得慌。', '短评打分': 5}
{'短评内容': '这次的房间很小,电视机老化比较严重,前台的工作人员态度比较一般,不太热情!房间的网络不能用,网络维护人员来处理的时候,态度很好!', '短评打分': 5}
{'短评内容': '地理位置不错，但是隔音太差，设备旧，感觉好陈旧。', '短评打分': 1}
{'短评内容': 'haibucuo de jiudian,jiushi sheshi bijiao pianlao', '短评打分': 5}
{'短评内容': '还可以，单行道不太方便。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店价格不高，但是住着很舒服，而且很方便，会推荐朋友来这里的~', '短评打分': 5}
{'短评内容': '周围环境挺好的，这个价格在徐家汇还是可以的，交通也还算方便。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '交通便利。服务员很亲切。\n房间非常干净和大。\n', '短评打分': 5}
{'短评内容': '还行，周围便利店比较多，就是离地铁有点距离走路至少得10分钟以上', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '室内条件相对陈旧，感觉有股味道，安全管理很好', '短评打分': 1}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '服务非常好，服务员也非常热情，我以后还会去', '短评打分': 5}
{'短评内容': '是个不错的店呢！！！！是个不错的店呢！！！！', '短评打分': 5}
{'短评内容': '酒店该装修了，早餐还可以，位置在徐家汇商圈和地铁交通枢纽很方便', '短评打分': 1}
{'短评内容': '房间很小，很旧，空调直接对着床。地理位置还可以', '短评打分': 1}
{'短评内容': '特价房在同地段内性价比很高，店员服务也不错', '短评打分': 5}
{'短评内容': '环境很好，很安静，离衡山路酒吧街很近，房间内的浴室设计的很巧妙，是玻璃，而且没有磨砂，从床上可以看到里面的人洗澡，比较适合情侣约会。。', '短评打分': 5}
{'短评内容': '总体来说还好吧~离地铁口有一点距离~而且大床房只有一床薄被子……房间也比较小~不过淋浴和空调还行~', '短评打分': 5}
{'短评内容': '去徐家汇很近，比较安静，服务也不错，下次还会选择', '短评打分': 5}
{'短评内容': '房间有点小', '短评打分': 3}
{'短评内容': '房间设施齐全，夜晚无噪声，还不错~但世博期间价格有些偏高', '短评打分': 5}
{'短评内容': '标准的快捷酒店，还行吧。房间很小，隔音效果不好。', '短评打分': 5}
{'短评内容': '还是不错的，酒店有个院子，可以停车。我定的是168的特价房，结果没有了给免费换成两百多的房！挺满意的！', '短评打分': 3}
{'短评内容': ' 莫泰168  宛平南路店总体还不错，卫生也干净，就是房间里的桌椅更新一下会更好。', '短评打分': 3}
{'短评内容': '离地铁站有点远，而且房子很老久，特价房在阁楼吧，感觉不整洁，还很压抑，相比第一天的汉庭差远了~', '短评打分': 1}
{'短评内容': '房间有点小，空调很好，价格适中，离徐家汇近。', '短评打分': 5}
{'短评内容': '总体还是很不错的，位置也挺方便的，环境还可以，毕竟价格在这里的', '短评打分': 5}
{'短评内容': '酒店房间有一种霉味   住起来很难受   相对来说  另一间在天钥桥路的168就好多了', '短评打分': 1}
{'短评内容': '性价比不是很高，不过世博会时候去的，那种小小的房子288已经算是便宜的了。', '短评打分': 1}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '房间设备已经很旧了,跟5年前一样,设备陈旧,电视机还是很小 老式的\n', '短评打分': 1}
{'短评内容': '在市中心的位置，价格还是比较便宜的, 莫泰的房间偏小了点。', '短评打分': 5}
{'短评内容': '入住的客人很满意，价格不高，而且方便，挺温馨的感觉，', '短评打分': 5}
{'短评内容': '因为特价房在单独的区域，反而没有其他朋友所说的隔音差等问题。卫生也不错，床也不错，就是房间小了些。不过还是很推荐！', '短评打分': 5}
{'短评内容': '房间卫生一般，房间小，价格有点高，不是很满意，', '短评打分': 1}
{'短评内容': '还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '还不错，父母住的很满意，交通也很方便，服务也很好', '短评打分': 5}
{'短评内容': '酒店位置不错，居于上海生活闹区，距离地铁东安路口比较近，转乘方便。\n酒店房间布置精心，布局合理。\n特价大床房是居于两层楼梯之间的，面积稍微小点，但床啊，卫生间啊，热水啊，电视啊都还不错，对于个人去玩比较实惠，呵呵', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '不错~位置很好.房间有点旧了，不过世博会期间是个不错的地方', '短评打分': 5}
{'短评内容': '酒店还是不错的，但是，网站上面还是有误导，这里地图上说离地铁站只有900米，可事实上酒店走到地铁站起码要15分钟，让人很怀疑说明里说的距离是不是刻意隐瞒啊！', '短评打分': 5}
{'短评内容': '酒店条件一般，不如7天，房间有点味道，床有点薄，睡起来不是很舒服，应该这个价位中等酒店', '短评打分': 5}
{'短评内容': '酒店设施很简单，所有的杯子都是纸杯，走廊黑乎乎的，晚上还有人不停往屋里塞“名片”，房间隔音非常差，半夜有点恐怖。不推荐。', '短评打分': 1}
{'短评内容': '好,值得住,交通方便,吃得很多,购物也方便,有个月光购物中心,价格也实惠', '短评打分': 5}
{'短评内容': '地理位置不错，很好找，周边吃的地方和超市蛮多的，但是房间比较小，床好硬。', '短评打分': 5}
{'短评内容': '对于订大床房的客人，早餐也应配备双份的；还有客人入住情况别人怎磨知道？晚上总打骚扰电话，询问是否要色情服务。', '短评打分': 3}
{'短评内容': '对面有一个车站，离地铁四号和七号线东安路十几分种的路程，总得来说还可以吧，就是空间小了一点。', '短评打分': 5}
{'短评内容': '環境跟設備一般。房間算有點小，但還有個窗戶。', '短评打分': 5}
{'短评内容': '定的是大床房 可是住在一个空间很小的阁楼里面 不是很舒适啊 不过在上海世博会很近的位置 去世博还是很方便的', '短评打分': 1}
{'短评内容': '酒店距离最近的地铁走路10多分钟左右，感觉还可以，这一站距离去世博也比较近了；早晨送一个单人自助餐，288元大床房的房价在世博期间这还是性价比比较高的一个连锁酒店，酒店大堂有一台免费上网的公用电脑，使用也很方便，世博期间推荐。', '短评打分': 5}
{'短评内容': '地理位置方便，离地铁站很近，周边环境很好', '短评打分': 5}
{'短评内容': '地点很好，看世博较方便，但世博期间上海酒店都很贵、很紧张，所以也就没什么好说。', '短评打分': 5}
{'短评内容': '挺好的，我和我老婆都很满意，以后还会去。', '短评打分': 5}
{'短评内容': '+环境很好', '短评打分': 5}
{'短评内容': '总体真得很一般。。。只是在世博期间，这家莫泰大床房还保持在300以下，性价比还行吧~', '短评打分': 1}
{'短评内容': '位置不错 周边有家乐福 餐饮店也多 交通也方便 性价比好 ', '短评打分': 5}
{'短评内容': '隔音很差，在自己的房间里能清楚听到其他房间人说话。电视机还很老，设施也非常一般。实在对不起这个价格。', '短评打分': 1}
{'短评内容': '很一般，房间里好像不通气，有股潮潮的味道，床也不舒服，睡起来感觉很硬有点，不舒服，服务一般，不过地理位置挺好，世博期间价位也还算凑合。', '短评打分': 1}
{'短评内容': '早餐不是太好，15元一个人，性价比不高，窗户没有纱窗', '短评打分': 5}
{'短评内容': '恩还好就是电视机挂太高', '短评打分': 5}
{'短评内容': '服务员人很好，谢谢了啊。就是国庆加世博期间价格有点贵，不过相对来说还是非常不错的', '短评打分': 5}
{'短评内容': '房间有点小，有些旧了，电视放得很高，该换了。不过服务还不错。', '短评打分': 5}
{'短评内容': '环境一般价格还算实惠。房间有点小', '短评打分': 5}
{'短评内容': '世博会期间,这个价位还算过得去,就是房间稍小,地铁站稍远了!', '短评打分': 3}
{'短评内容': '性价比还是不错的,离最近地铁站需要走十分钟', '短评打分': 5}
{'短评内容': ' +  方便、服务不错！房间较小，适合一个人住！', '短评打分': 3}
{'短评内容': ' 没有什么，就是颜色太射眼了！这这这这这这', '短评打分': 5}
{'短评内容': '地理位置还不错就是隔音不太好，世博期间有这样性价比的房间也算不错了吧。', '短评打分': 5}
{'短评内容': '设施比较旧，顶灯和台灯都该退休了。卫生间有点小。\n门口会有人塞不良卡片进来。进出人口好像不是管的很严。', '短评打分': 3}
{'短评内容': '设施比较旧，顶灯和台灯都该退休了。卫生间有点小。\n门口会有人塞不良卡片进来。进出人口好像不是管的很严。', '短评打分': 3}
{'短评内容': '设施比较旧，顶灯和台灯都该退休了。卫生间有点小。\n门口会有人塞不良卡片进来。进出人口好像不是管的很严。', '短评打分': 5}
{'短评内容': '交通便利，但设施老了，房间有点小。\r\n性价比高，自助游可以考虑。', '短评打分': 5}
{'短评内容': '位置不错，服务不错，就是房间太小，更适合一个人住，设施有点旧，世博期间房价偏高。', '短评打分': 5}
{'短评内容': '舒服，简洁，服务也非常不错，只是房间可能小了一点，不过总体来说还是相当不错的', '短评打分': 5}
{'短评内容': '房间很小,隔音效果很差,工作人员服务态度挺好，地理位置不错,去徐家汇和世博园交通很方便,世博期间入住整体性价比还不错,如有朋友去上海参观世博园会推荐。', '短评打分': 5}
{'短评内容': ' 房间还好，就是气味不太好…', '短评打分': 5}
{'短评内容': '房间还不错  ', '短评打分': 5}
{'短评内容': '距离地铁站没有想象中那么近，，有点距离。还有一点，门口会有人塞不良卡片进来。进出人口好像不是管的很严。', '短评打分': 5}
{'短评内容': '很方便，很舒服，不错呢，下次还来这里。。呵呵', '短评打分': 5}
{'短评内容': '房间好小。。。。。洗手间超小。。。服务态度不太好', '短评打分': 3}
{'短评内容': '+haihao', '短评打分': 5}
{'短评内容': '已入住,基本可以', '短评打分': 5}
{'短评内容': '房间太小了，洗手间好袖珍。。好几次被撞到。。。9楼大床房隔音还不错，就是感觉在阁楼一样，出了电梯还要上半层的楼梯才到房间', '短评打分': 5}
{'短评内容': '比较满意', '短评打分': 5}
{'短评内容': '隔音不好，太吵，餐厅还可以，房间小，位置不错，性价比高', '短评打分': 5}
{'短评内容': '地理位置不错。可服务态度不好，房间的空间过小，并且窗子不在墙面的中间，所以让人很压抑。', '短评打分': 1}
{'短评内容': '位置不错,乘地铁去世博或者去徐家汇逛街方便,同等位置里价格优势明显.', '短评打分': 5}
{'短评内容': '离世博一号口只有2站，很方便啊！房间小了点，有个服务员的态度不怎么好，让世博闹得价格飙涨，不过世博期间能在商业区住到这样的房已经很不错了。', '短评打分': 5}
{'短评内容': '房间非常小,干净倒还干净,世博期间完全谈不上性价比', '短评打分': 1}
{'短评内容': '条件一般', '短评打分': 5}
{'短评内容': '离世博还算比较方便，最远的门打车也就三十多块钱，只是比较小', '短评打分': 5}
{'短评内容': '总体还不错，世博期间，难得有位置，有房子就不错啦', '短评打分': 5}
{'短评内容': '环境不错，地理位置也很好，适合去世博的游客选择，但是唯一的不足是服务员态度很不好！', '短评打分': 5}
{'短评内容': '已住了。请返还每天20', '短评打分': 5}
{'短评内容': '不错，有些细节方面需要改进，如花洒漏水等', '短评打分': 5}
{'短评内容': '+累了半天才到宾馆！房间很小很小，还是阁楼，头顶房顶了！脖子总觉得压抑的抬不起！唉！是住过的最不实惠的宾馆！本想找个宾馆，放松心情…', '短评打分': 5}
{'短评内容': '住了3天换了3次房  第一天到地方给个最高层拐角处的房子 明显是储藏室改的 非常小房高都不到2米2 服务还不错到楼下给免费升级 第2天早上说让换回原来的大床房 晚上回来空调又是坏的继续换 又给免费升级还送了2张早餐卷  位置和服务还是不错 离地铁8分钟的路程 去世博很方便  ', '短评打分': 5}
{'短评内容': '我几乎每次出差到上海都住这家酒店。公共交通还算便利，走去地铁口也不算太远，十到十五分钟。打出租车就有点不合算，因为酒店门前的这条路是单行线。离酒店不远处有家餐厅叫“孔家花园”，本帮菜，很精致，味道也不错，当然价钱也不菲，不过还是值得一去的。', '短评打分': 5}
{'短评内容': '上海这家不如天津莫泰,房间小,卫生间灯光太暗.', '短评打分': 5}
{'短评内容': '地理位置挺好的，但是设施挺旧的，墙有一部分是不完整的，可能因为漏水潮湿的关系，床也有点硬。。另外还可以。价格在世博期间适中。', '短评打分': 5}
{'短评内容': '去的那天正好下大雨,到店之后衣服都湿的差不多了.办理手续的时候清洁的阿姨还主动拿了条毛巾让我们擦.房间挺大,床也很大,卫生也不错,只不过世博期间,房价有点高了.', '短评打分': 5}
{'短评内容': '房间有脚臭味 淋浴喷头挂不稳 其余还好', '短评打分': 5}
{'短评内容': '不错，比较安静，交通很方便。。。。。。。', '短评打分': 3}
{'短评内容': '挺好的 下次有机会还去住 很好很好很好哦~~~~~~', '短评打分': 5}
