{'短评内容': '陈珊服务好', '短评打分': 5}
{'短评内容': '嗯！酒店环境挺好的！服务也挺不错的！.............', '短评打分': 5}
{'短评内容': '住的1809，比1701好。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '这次是住的1809房间，比上次住的1701房间布置更让我喜欢。', '短评打分': 5}
{'短评内容': '已经不是第一次住了。都挺好的，希望早餐有所提高', '短评打分': 5}
{'短评内容': '感觉相当不错，除了略微有点吵没什么缺点。', '短评打分': 5}
{'短评内容': '早餐一般，样式挺多。房间对得起这个价钱。周围环境一般。', '短评打分': 5}
{'短评内容': '房间很大，设施不错 有四星的标准，\n\n早餐可以。\n\n价格小贵。。\n\n\n下次还会继续入住。', '短评打分': 5}
{'短评内容': '很不错的酒店,每次到柯桥的首选.装修很时尚,服务很好.', '短评打分': 5}
{'短评内容': '周边环境太嘈杂，在轻纺交易市场内，酒店设施并没有到达四星的要求。', '短评打分': 1}
{'短评内容': '服务挺周到，因为车子不好停，打电话给总台，马上派了保安出来指引。自助早餐东西也挺非富的。而且1.2米以下是免费的，记得以前到其他洒店好象都要付20元的。', '短评打分': 5}
{'短评内容': '酒店一般般', '短评打分': 3}
{'短评内容': '酒店不错，住的大床房，面积挺大，床睡的也舒服。\n就是停车位置不好找，我们去的时候是中午大概1点左右，在酒店附近绕了一圈才找到一个位置停车，不过晚上6点后车位就比较空了。\n酒店距离柯岩景区和乔波滑雪场都比较近，如果就为了去那边玩的话，可以选择住这个酒店。\n另外早上赠送的自助早餐也是不错的', '短评打分': 5}
{'短评内容': '环境不错，可惜没wifi.', '短评打分': 3}
{'短评内容': '整体都不错', '短评打分': 3}
{'短评内容': '达不到四星的水平，但是客房干净 ，设施齐全，但是酒店处在轻纺城市场边上，作为出差的商务酒店和价格水平还是挺适中的。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '酒店所处位置就在轻纺城市场边上，太过嘈杂。房间及大床都太小，有点像经济型酒店。印象中世贸君亭的酒店应该更好些。', '短评打分': 1}
{'短评内容': '前台工作效率很高，服务到位、专业，客房干净 ，设施齐全，早餐丰盛，这家四星的商务酒店，适合于旅游和出差居住。', '短评打分': 5}
{'短评内容': '地段较偏，周边没啥吃饭的地方，房间一般，性价比一般，去市区较远，套房其实就是一个大标准间，服务很一般', '短评打分': 5}
{'短评内容': '住的套房，房间挺大的。靠马路的那边晚上挺安静，但早上汽车一按喇叭还是听的蛮清楚的，感觉有点吵。早餐品种上还算可以，但是口味一般！', '短评打分': 5}
{'短评内容': '酒店房间环境好，服务态度好', '短评打分': 3}
{'短评内容': '离市中心太远，如想去柯岩，可考虑住那里，早餐还行,咖啡不行太淡，面包品种也少，洗脚实在水准不行，这样的券还是不要送的好', '短评打分': 1}
{'短评内容': '绍兴世贸君亭都市酒店关于我上次的点评做出的答复很好，希望世贸君亭做的更好，让客人入住酒店后像回到家一样温馨。', '短评打分': 5}
{'短评内容': '绍兴世贸君亭地理位置优越，酒店前台很专业，各种设施还是很齐全，客房非常满意，酒店经常搞促销活动，去年也是住这家酒店，以后还会住，中西早餐很丰盛，是一家理想的旅游度假和商务出差好酒店', '短评打分': 5}
{'短评内容': '酒店位置很市中心，靠近汽车站，前台工作效率很高，服务很到位，很专业，客房干净 ，设施齐全，早餐丰盛，这家四星的商务酒店，适合于旅游和出差居住，酒店里很多国际游客和商人，去年是住这家酒店，以后还会住。', '短评打分': 5}
{'短评内容': '酒店环境不错，就是离市区太远了，如果是旅游的话很不方便，住的是套房，圆形浴缸很大，但是放出来的水为什么是黄色的，看来水质有待提高啊！', '短评打分': 1}
{'短评内容': '房间有点味道，设计感觉怪怪的，半夜二点左右有莫名的声响，睡得不踏实。', '短评打分': 1}
{'短评内容': '这次还住了鉴湖大酒店，发现还是世贸君亭性价比高。周边饭店多，比较方便。', '短评打分': 5}
{'短评内容': '酒店装修很时尚，交通很方便。每次出差绍兴首选酒店。', '短评打分': 5}
{'短评内容': '性价比很高，出行也方便，到高速走金柯桥大道蛮快就到了。', '短评打分': 5}
{'短评内容': '性价比很高的酒店。就是空调不大给力，有个房间开了两个多小时居然一点都没有冷气……', '短评打分': 5}
{'短评内容': '酒店的装潢很有特色，早餐也很丰盛，对于这个价位的酒店来说，已经非常超值了', '短评打分': 5}
{'短评内容': '柯桥市场中心，设施完善，出行方便，服务也很好。', '短评打分': 5}
{'短评内容': '7月16日入住套房，房间设施还可以,地板很干净，有圆形浴缸泡澡和淋浴，就洗手液按不出来不好用,擦手没有小毛巾,没有冰箱,早中餐不是很丰富,不过服务员态度较好.', '短评打分': 5}
{'短评内容': '非常舒服的套房，地板很干净，有圆形浴缸泡澡和淋浴，就洗手液不太好用，电梯有时有些故障，其他都很好。', '短评打分': 5}
{'短评内容': '服务太差 设施一般 很像快捷酒店 早餐很差 不过办事很方便', '短评打分': 1}
{'短评内容': '去柯桥办事，选择这个酒店很好。设施和位置都不错。', '短评打分': 5}
{'短评内容': '酒店干净整洁性价比高，三楼餐厅经营广东菜，口味清淡，价格适中，前台服务员态度不错，还主动介绍当地旅游特色。总体来讲是一家商务型酒店。美中不足的是酒店位于轻纺城内，周边环境有点乱，如果是去度假的话，还是住鉴湖大酒店大酒店比较好，那里清静点。', '短评打分': 5}
{'短评内容': '如果是在柯桥轻纺市场办事，非常方便，酒店比较干净，可以入住。', '短评打分': 5}
{'短评内容': '地段不错，只是有点吵\n适合短住的商务酒店，中规中矩，特色不明显', '短评打分': 5}
{'短评内容': '就是有点远，大概作出租车要25分钟到市中心（城市广场）其他的都很不错。房间很大。但是就是没有电脑送到客房的服务。虽然有专门的电脑房。其余的 君亭酒店都有此项服务。', '短评打分': 5}
{'短评内容': '每次到柯桥都住这家酒店，服务及卫生都很好，出行也很方便，是一家性价比很高的酒店。', '短评打分': 5}
{'短评内容': '不错！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': ' 酒店位置非常好，餐厅也不错。', '短评打分': 3}
{'短评内容': '此酒店位于柯桥市场内，出行很方便。酒店设施及服务都很好，是个出行的好住所。', '短评打分': 5}
{'短评内容': '环境不错,很喜欢', '短评打分': 3}
{'短评内容': '酒店位于柯桥布料市场，设施及服务周到，是一家性价比很高的酒店。', '短评打分': 5}
{'短评内容': '就是间快捷酒店 各样设施都不行 服务就更不用说了 谁也不欠它的 谁跟服务员都不是世仇 住出一肚子火气', '短评打分': 1}
{'短评内容': '酒店很好，我很喜欢，功能及配套设施都很满意，下次还住这里。', '短评打分': 5}
{'短评内容': '很新很现代，够4星的。不错！就是前台看上去不够气派。早餐还可以，中西式都有。离景点大概3-4公里，打的乘三轮都很快。', '短评打分': 5}
{'短评内容': '這次運氣不好,住前排的房間真有點吵,記得要住后排較安靜', '短评打分': 5}
{'短评内容': '乾淨尤其是廁所,房間安靜,大床梃舒適的,枕頭材質不錯的ㄛ', '短评打分': 5}
{'短评内容': '还行，床很舒适，就是周边环境一般 市场边上', '短评打分': 5}
{'短评内容': '早餐在20层的楼面， 很有情调。 透过窗子， 可以看到下面的纤夫古道', '短评打分': 5}
{'短评内容': '酒店很豪华，配套设施很齐全，价格适中。可以相信的酒店', '短评打分': 5}
{'短评内容': '我们定的大床房，床很大可以住一家三口的。酒店很有风格也很舒适，早餐也很丰盛，要是果汁换成鲜榨的就更好了。', '短评打分': 5}
{'短评内容': '靠火车..有点声音... 空调很热....比较闷...冷不了...', '短评打分': 5}
{'短评内容': '酒店比较老牌，但服务不错，周边比较热闹，适合商旅人士的入住！', '短评打分': 5}
{'短评内容': '很值得住 房间很好', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '酒店不错，君亭系列的酒店档次还算可以的，下次还会选择该酒店 ', '短评打分': 5}
{'短评内容': '设施比较新，房间被单等没有异味。总体还算满意。', '短评打分': 5}
{'短评内容': '住的还行，入住和退房的手续再快点就行了。', '短评打分': 5}
{'短评内容': '较新，还比较满意。 早上退房速度不是很快。', '短评打分': 5}
{'短评内容': '可能还是新开的原因，相对绍兴其他的酒店 还是比较满意的。', '短评打分': 5}
{'短评内容': '房间较新，设施还可以，早餐较中式，对于外宾可能有点不合口味。', '短评打分': 5}
{'短评内容': '去乔波滑雪的话，这个酒店还近的。但是周围几乎没有什么吃的地方。酒店旁边就是类似轻纺城，人流量比较大。特价房，房间面积还是比较小的，液晶电视倒是很大。装修还可以，淋浴房水还蛮大的。自助早餐品种不是很多。感觉和自己期待的四星级有差距', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 3}
{'短评内容': '位置好，早餐不错，酒店性价比还可以，还是值得推荐的。', '短评打分': 5}
{'短评内容': '性价比可以，酒店本身可以，算个不错的商务酒店，就是周边太乱。', '短评打分': 5}
{'短评内容': '五星就是不同啊。虽然是旺季房价都涨了，和大城市的五星是没办法比的，淡季入住性价比还是不错的。枕头很舒服。宝宝很喜欢。', '短评打分': 5}
{'短评内容': '酒店较新，里面的设施还不错，只是毛巾比较旧，还不提供肥皂，连洗手液也没有。早餐很丰富，不错。', '短评打分': 5}
{'短评内容': '房间装修温馨舒适，干净，按摩很放松，早餐一般，有点拥挤，外面环境太乱', '短评打分': 3}
{'短评内容': '离轻纺城超方便，酒店设施也不错，下次来了还会住。', '短评打分': 3}
{'短评内容': '舒适 温馨 很好,就是早餐品种不算很多，而且环境有点拥挤\r\n\r\n\r\n\r\n', '短评打分': 5}
{'短评内容': '很不错的酒店！卫生很好，装修风格很前卫。性价比很高！', '短评打分': 5}
{'短评内容': '+ good!', '短评打分': 3}
{'短评内容': '硬件设施很到位~送自助双早很丰富~房间隔音不是太好~站在走廊能听见房间内电视和对话', '短评打分': 5}
{'短评内容': '由于酒店位于轻纺城边上，感觉周围环境比较吵杂。酒店房间设施一般，电视频道很少，早餐挺丰富的。', '短评打分': 1}
{'短评内容': '很不错的酒店，比较值，就是离失去有点远。周围环境不是很好', '短评打分': 5}
{'短评内容': '在柯桥的一众酒店中，世贸君亭算是独特的一种风格。很有设计感，就像我喜欢的另外一个品牌，桔子酒店。\r\n床非常舒服。\r\n早餐非常好。\r\n', '短评打分': 5}
{'短评内容': '很不错的酒店 到柯岩很近，也就三四公里左右。很值得住。', '短评打分': 5}
{'短评内容': '房间很大很时尚，性价比高，很好', '短评打分': 5}
{'短评内容': '客房床很舒适。因为是长假期间早餐要等位。', '短评打分': 5}
{'短评内容': '酒店有点旧了, 但是离几个轻纺市场都很近.服务态度很好.瑕疵去柯桥订货还会住在这里.', '短评打分': 5}
{'短评内容': '不错的酒店，服务也不错，交通也很方便。附近饭店、小吃购买也便利', '短评打分': 3}
{'短评内容': '卫生间有点旧 其他都还不错的 装修也还满有风格的！~', '短评打分': 5}
{'短评内容': 'bucuoddddddddddddddddddddddddddddddddd', '短评打分': 5}
{'短评内容': '     酒店环境有优雅，床很舒服，卫生设施一流，自助早餐非常美味。唯一不足就是周边有点嘈杂，离柯岩景区也稍微远一点。\r\n    ', '短评打分': 5}
{'短评内容': '环境还可以', '短评打分': 5}
{'短评内容': '住得还行', '短评打分': 5}
{'短评内容': '很好。适合商旅，卫生可以。价性比都可以。建议去', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店设施齐备，价位不贵，就在柯桥市场内，办事和方便。', '短评打分': 5}
{'短评内容': '性价比还算不错，但是前台的服务不好，几个服务员好像是进来的客人都欠他们不少钱呀。', '短评打分': 5}
{'短评内容': '酒店位置和价位及其优越，就在柯桥轻纺城，办事很方便。非常好的酒店。', '短评打分': 5}
{'短评内容': '冲着第一次入住的时候蛮好的服务第二次去的，没有想到大跌眼睛，定的5个标间，说要10张身份证，否则只能住大床。吃饭服务员像欠她300银子似的，5个房间一个没有遥控器，一个空调坏的，30多度睡了一个晚上，以后再也不会去了。', '短评打分': 1}
{'短评内容': '这家酒店环境不错，装潢很好，价格公道，餐厅也不错。值得下榻。', '短评打分': 3}
{'短评内容': '洗澡的沐浴露都没有了，汗，空间和其他设施不错，豪华！', '短评打分': 1}
{'短评内容': '好是蛮好的，离滑雪场很近，就是2楼的足浴服务太差。', '短评打分': 5}
{'短评内容': '性价比高，客人住了也很满意，只是前台服务态度欠佳，需待改进。', '短评打分': 5}
{'短评内容': '性价比高，服务好，不错，推荐下', '短评打分': 5}
{'短评内容': '性价比高，每次客人来都会入住这里。', '短评打分': 3}
{'短评内容': '装修后性价比提高了很多，非常不错。每次客人来都让他住这里。', '短评打分': 5}
{'短评内容': '还算满意.', '短评打分': 5}
{'短评内容': '虽然是改造的酒店，大堂很小，但房间可以，挺舒服的，关键是价格有优势！', '短评打分': 5}
{'短评内容': '性价比很高的酒店，下次还会入住。。。', '短评打分': 5}
{'短评内容': '酒店非常好，位置也不错，房间比较大，也干净。早餐也很丰盛', '短评打分': 5}
{'短评内容': '酒店位置很方便去轻纺城，酒店环境也不错，中餐厅是西湖春天，味道不错！不足的是一楼咖啡吧的咖啡尽管是现磨，但很难喝', '短评打分': 5}
{'短评内容': '服务和位置，综合设施都很好，紧邻柯桥布料市场，很方便', '短评打分': 5}
{'短评内容': '位置不错 服务周到 蛮舒服', '短评打分': 5}
{'短评内容': '整体感觉还是不错的，房间布置的挺整洁挺舒适的，服务人员也挺热情的，价格方面还是蛮合适的，整体感觉还是不错的。', '短评打分': 5}
{'短评内容': '总体来说还不错 呵呵', '短评打分': 5}
{'短评内容': '目前房间没开空调,其他都很好', '短评打分': 3}
{'短评内容': '不错.离汽车站很近，要买面料的话，就在酒店楼下，很方便\r\n', '短评打分': 5}
{'短评内容': '酒店比较新，感觉挺舒适的，用餐也挺方便的。整体感觉性价比还是蛮不错的。', '短评打分': 5}
{'短评内容': '空调没有开,是中央空调,有点热', '短评打分': 5}
{'短评内容': '我是五一去的，感觉这家酒店比较适合到轻纺城的商务旅客。但是对旅游者就不太合适了。\r\n\r\n缺点是\r\n\r\n1）交通离市中心相当远，已经不是绍兴市了，地块属于绍兴县。火车站到酒店12公里，而不是介绍上说的8公里，打的费用是30元。绍兴起步价2.5公里7元，每公里2元。酒店附近有5路公交车，这是唯一一部进市区的车，途径的地块很荒芜。车票是3元，路上要40分钟。一般市区公交都是一元。可见有多远。\r\n\r\n2）', '短评打分': 1}
{'短评内容': '这家饭店确实很好，设施非常好。', '短评打分': 5}
{'短评内容': '因为日前入住杭州的世贸君亭，性价比不错，有理由到了绍兴试一试他们的同门。\r\n酒店地理位置较偏，离绍兴市中心30公里，处于柯桥的西侧。故当天下午最后一站安排去柯岩游玩，结束后恰好就近入住该酒店。\r\n绍兴店比杭州店明显上一个档次。无论客房、大堂、自助餐厅、正餐楼层都堪当大任，评个三星绰绰有余。\r\n大床房面积有25-30平方，设计上多用玻璃和不锈钢，显得现代感较强。床具软硬适中，沙发带搁脚，舒服。液晶电', '短评打分': 5}
{'短评内容': '服務好 酒店新 但設施不足 我入住商務套房 沒果盘 沒咖啡包 没面巾, 后耒经理送我2杯即磨咖啡 经理服務好 整体算不錯', '短评打分': 5}
{'短评内容': '位置较好，环境不错', '短评打分': 5}
