{'短评内容': '卫生干净，值得入住', '短评打分': 5}
{'短评内容': '酒店在市中心还是比较热闹，就是出来打的不方便，属商务酒店，房间里面的设施还是有点哪个。', '短评打分': 5}
{'短评内容': '比以前贵了点，但服务、地理、环境优势依旧。', '短评打分': 5}
{'短评内容': '不错的酒店，服务态度不错', '短评打分': 3}
{'短评内容': '来兰州的这一周住在这家酒店里，突然下雨，酒店提供了雨伞服务，比较贴心。\n但是最近酒店网络改造，上网很不正常，美中不足。', '短评打分': 5}
{'短评内容': '除了宽带网络最近不理想以外，酒店的硬件软件还是不错的。', '短评打分': 5}
{'短评内容': '环境位置较好，离商业区近。涨价了，价格较高，性价比一般。早餐还行，还有送早餐服务，比较好。', '短评打分': 5}
{'短评内容': '1. 酒店註明可接受VISA...已為可以接受外卡....結果不行...爛\n2. 入住當天電梯壞了...提著大包小包上六樓..超爛\n3. 隔天一早睡正爽...服務員就直接開門....超幹\n4. 半夜一點,服務員不知是白癡還是智障又直接開我房門..被我罵一頓\n5. 五分鐘後又開我門...靠\n6. 隔天收拾衣物發現一包換洗衣物遺失...被當垃圾丟了....\n>>>真是很神奇的一間爛酒店', '短评打分': 1}
{'短评内容': '在兰州最繁华的步行街旁边。位置很好。办事之后可以去步行街转转。\n酒店早餐还可以。牛肉面很好吃。\n房间设施较新。\n值得推荐！', '短评打分': 5}
{'短评内容': '酒店环境不错 服务也好 推荐', '短评打分': 3}
{'短评内容': '酒店很好，位置也好，干净卫生，离商业区很近，早餐凑活还行，就是价格有些高，性价比低', '短评打分': 5}
{'短评内容': '酒店很好，位置也好，干净卫生，离商业区很近，早餐凑活还行，下次还住', '短评打分': 5}
{'短评内容': '酒店很好，位置也好，干净卫生，离商业区很近，早餐凑活还行', '短评打分': 5}
{'短评内容': '房间卫生干净整洁，设施基本齐全，环境安静，推荐入驻', '短评打分': 5}
{'短评内容': '新的经济快捷酒店, 服务很好,特别是那个小餐厅, 很实惠, 早餐很不错.', '短评打分': 5}
{'短评内容': '服务很不错，早餐是可以送到房间的，很贴心！地段不错，下次还会住！', '短评打分': 5}
{'短评内容': '房间还不错！很新。床上用品比较好。\n不足之处：\n1、毛巾很大的烟味。卫生需加强。\n2、酒店外部环境不要改进。特别是那个巷子要做一下装饰可能会好一些。', '短评打分': 5}
{'短评内容': '酒店在市中心，出行方便。是新装修的，整洁、舒适、干净。提供免费早餐，牛肉面不错。', '短评打分': 5}
{'短评内容': '以前都是国庆假期入住的，这次是出差入住的，天壤之别啊。居然停电\n停电后还敢收全价。。。你停电就停电，得提前通知吧。\n真不愧是西北偏远阿。\nF了\n再也不会住这家酒店', '短评打分': 1}
{'短评内容': '很不错的酒店，房间很干净，卫生间及毛巾也非常干净，洗漱用品还准备了刮胡刀和润肤乳，早餐也还不错，还有牛肉面位置很繁华，就是晚上不好打车，可能整个兰州都不好打车，唯一的缺点就是酒店的走廊里有一种炒菜的油烟味，最值得赞的就是房间内有加湿器。总之非常不错。', '短评打分': 5}
{'短评内容': '酒店卫生合格；夜间宽带效果不好没信号；空调噪音大。综合七十分', '短评打分': 3}
{'短评内容': '早餐比较一般。但房屋比较干净.作为短期入住，值得推荐', '短评打分': 5}
{'短评内容': '这个酒店我得推荐，前台服务一般，但餐厅确实让我感动，因为第二天早走，他们下班后还专业让两个人给我送来早餐，大冷天的，真是感动。\n', '短评打分': 5}
{'短评内容': '酒店不错，干净卫生，下次还是订他，就是大门有点偏僻， 不好停车比较麻烦！', '短评打分': 5}
{'短评内容': '阳面的房间(商务房)，靠在躺椅上沐浴在阳光下，非常暖和舒适，不临大街，安静。服务非常好，早餐品种多(与商务经济酒店相比)，还提供免费送早餐。房间面积在快捷酒店中算不错的，如果房间再多个衣架就更好了。装修设施挺新的，毛巾非常白。一个电梯，在上班时段(楼上有办公的)要等一会儿。性价比很高。', '短评打分': 5}
{'短评内容': '位置好，处于繁华地带，办事方便，就是停车困难', '短评打分': 5}
{'短评内容': '位置好。房间里面特别新，干净。前台服务员都很热情。停车不便', '短评打分': 5}
{'短评内容': '第2次入住该酒店，选择的原因是觉得房间卫生不叫干净，但是价格已明显上涨。', '短评打分': 1}
{'短评内容': '酒店不错，同事很满意', '短评打分': 3}
{'短评内容': '宾馆很不错，早餐比较丰富，每天都换花样。\n就是水果少了点', '短评打分': 5}
{'短评内容': '酒店很好，床很舒服，房间很大，卫生间也很好，下次还会入住。只是在前台办理手续的时候，有一位位穿工作的小伙子，缺乏基本的礼貌，毫无表情也不打招呼，在下电梯的时候迎面遇到，也毫无表示，不知道这是不是店老板', '短评打分': 5}
{'短评内容': '位置好。房间里面特别新，干净。前台服务员都很热情。打的也方便。非常推荐。', '短评打分': 5}
{'短评内容': '帮朋友订的一间商务房，听朋友说客房很好。谢谢。', '短评打分': 5}
{'短评内容': '虽然是商务酒店，但是服务还是很不错的。早餐没试过。周围交通还比较便利。', '短评打分': 5}
{'短评内容': '酒店非常好，性价比很高。前台服务态度较好，凌晨2点到店也还是为我们悉心办理了入住手续，还赠送了最新一期的《读者》，楼道里的地毯让人觉得很温暖。房间装修年轻时尚，床也很软哦。还有加湿器~~就是隔音效果稍微一般，但不影响休息，总的来说非常不错。', '短评打分': 5}
{'短评内容': '去年10.1期间就是住这家酒店过.\n今年也住了.\n明年也会住的', '短评打分': 5}
{'短评内容': '这家酒店经济实惠,干净整洁,交通还算方便.', '短评打分': 5}
{'短评内容': '酒店坐落在市政府的旁边 地理位置还算不错 出门没多久就是步行街之类的繁华地带 就是酒店门口在弄堂里面 不好认\n酒店房间空间算大了 比起锦江小小的活动空间算不错了 淋浴什么都没有问题 \n酒店装修算比较新的 整体软硬件都不错 特别是酒店的毛巾 很新 很柔软 表扬一下\n酒店的早餐也不错 品种很多 主要是很干净 味道是其次了 餐厅的服务员会跟你问好 下次还去这家酒店!', '短评打分': 5}
{'短评内容': '作为商务出行是个不错的选择，基本满意', '短评打分': 3}
{'短评内容': '感觉还不错 但是和图上有点不太一样 房间小了点', '短评打分': 3}
{'短评内容': '位置好，房間值五星，性價比高，服務員非常友善，推薦', '短评打分': 5}
{'短评内容': '位置很好，干净卫生，因为才从青海玩回来，觉得比青海的酒店好多了，就是车放在楼下第二天左前胎没气了，也不知道怎么回事。', '短评打分': 5}
{'短评内容': '非常好的酒店，卫生，房间比较大，非常好，离张掖路步行街很近，出行非常方便，周围有很多购物的地方，而且酒店还提供非常温馨的服务，免费赠送了一本读者，真是愉快的一次住宿。', '短评打分': 5}
{'短评内容': '一般般啦，出租司机都不知道这个酒店，距离张掖路步行街挺近的，房间比快捷酒店大而已，还是蛮新的，网评说床硬，倒感觉不明显，我觉得性价比不是很高，不如住快捷', '短评打分': 1}
{'短评内容': '酒店还是非常不错的，空间也比较大。只有个餐厅服务，没有购物的，作为商务旅行还不错，值得推荐。地理位置也还不错。', '短评打分': 5}
{'短评内容': '不到一星期再次入住，这次安排的大床房，感觉床上的褥子太薄了，床垫中的钢丝都透过来了，睡在上面有些硌，希望加以改善。其余比较好。', '短评打分': 5}
{'短评内容': '房间宽敞，设施也很新，性价比很好。位置在省政府旁边，离张掖路步行街和中山桥也非常近，旁边还有一家小肥羊哈哈。服务也还行，我们晚上到店，有主管经理在门口迎接。下次去还住这里.', '短评打分': 5}
{'短评内容': '酒店位置不错，靠近步行街，酒店设施与价格基本匹配，卫生间设施比较好但有些异味，房间比较简洁实用，电梯只一部，速度较慢。', '短评打分': 5}
{'短评内容': '挺好，步行街买东西、逛商场很方便，服务态度挺好.\n', '短评打分': 5}
{'短评内容': '这家酒店的性价比非常高，总体感觉很好。\n前台的微笑服务让人很舒服；\n房间很宽敞，好大的床啊，人横着睡都嫌大，网速也很快；\n早餐也很丰富，牛肉面不错。\n地理位置不错哟！就在省政府斜对面\n有点小遗憾是，酒店只有1个电梯，速度慢，幸好房间在五层，爬爬也无所谓；床垫子似乎要换一下，比较硬，疙疙瘩瘩的。', '短评打分': 5}
{'短评内容': '入住亲子房，房间宽敞而且干净，地理位置也不错，下次去兰州还会定那里', '短评打分': 5}
{'短评内容': '整体上讲，是一家经济型快捷酒店，性价比一般。\n优点：离商业街很近，方便逛街购物。\n缺点：四、五、六楼为客房，其他楼层为办公区，仅有的一部电梯很小，速度慢，白天有时乘电梯不便；楼下有KTV，影响休息；房间隔音效果差；定的两个房间都有异味，可能是从卫生间地漏里散发出来的。', '短评打分': 5}
{'短评内容': '不错的酒店，性价比很高，很干净，位置也很好，值得推荐，', '短评打分': 5}
{'短评内容': '酒店位置很难找\n早餐品种太少\n房间里备品比较差', '短评打分': 1}
{'短评内容': '很好，干净、温馨，值得推荐。我们从西藏回来还想来这住。', '短评打分': 5}
{'短评内容': '经济型酒店，服务人员的态度很好，房间属新装修，卫生间不错。', '短评打分': 5}
{'短评内容': '酒店在胡同里不好找，刚办完入住手续电梯坏了，拎着沉重的行李爬四楼，本来就已经九点了还没吃饭，服务员也不说帮忙拎上去，累得我直喘粗气', '短评打分': 3}
{'短评内容': '酒店设施不错，比较干净，就是停车位很少，而且不好找到，如果不开车去还可以', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '酒店小而精，服务员态度也很好,早餐也很丰富，还有兰州拉面', '短评打分': 5}
{'短评内容': '该宾馆大门在一条小路内，大堂很小，但房间属新装修，卫生间很好，宾馆离步行街很近，离黄河风景区也很近', '短评打分': 5}
{'短评内容': '经济酒店之选，干干净净，别的没有什么特点。\n网速很慢。', '短评打分': 5}
{'短评内容': '地方住起来还是很舒服的，地理位置也不错，靠近省政府，交通也好，走路到黄河边也很快，距离中山桥也很近，就在步行街的东入口处，早餐可以再丰富一点就好了。', '短评打分': 5}
{'短评内容': '入住的亲子房，房型有点怪，不过房间挺大，不错，感觉接近江浙的汉庭全季，只是装修上略粗糙了些，卧室也没地毯。服务挺好，能在西北感受这样的服务真不错。房间灯少且不亮，花洒偏小，洗漱用品比如家之类好。早餐有点简单。离步行街很近，去吃马子禄拉面走就到了。靠近省政府，周边都挺方便。登记入住送读者，本地土特产。推荐入住。', '短评打分': 5}
{'短评内容': '很好的快捷商务酒店，服务态度很好，干净，比较新，稍稍有点吵，主要是离我办事的地方很近。推荐', '短评打分': 5}
{'短评内容': '酒店设施相当好，甘肃有些干燥里面还有加湿器，服务特别好，临近就是张掖路，特近，早餐很不错，超喜欢这个酒店！！', '短评打分': 5}
{'短评内容': '酒店的设施设备真的不错，很干净舒适，但是最让我生气的是6月13号下午两点左右我们入住时的那个大堂副理，他的态度真的不敢恭维，我们来到酒店看到酒店停车位全都满了（酒店就4个停车位），我们就进入酒店和保安说我们是入住酒店的客人，没有车位我们车往哪里停，保安出去给我们指了一个写有禁止停车标示的位置，我们问他能不能停，他说不能但是也有人停，就转头回酒店了，造成我们的车被刮蹭，我们回到酒店办理入住时就和那个', '短评打分': 1}
{'短评内容': '地理位置不错，紧靠着甘肃省人民政府，附近吃饭也比较方便，商业区距离也都不远，关键是酒店的卫生不错，服务人员的态度很好，每次我看到的时候脸上都是微笑，无论前台还是楼层，感觉非常好。\n\n美中不足的是，酒店不是独立的一个建筑，电梯和其他单位混用，有点不方便，并给入住的体验打了点折扣。', '短评打分': 5}
{'短评内容': ' 不错,三星水平足够,价有所值.', '短评打分': 3}
{'短评内容': '正赶上店庆两周年，有洗漱用品旅行装的礼品赠送，另外入住即送读者杂志一本非常适合长途旅行的朋友们打发时间。专修及家具风格我都很喜欢，比起那些设施老旧得掉渣的酒店来说，真是年轻了许多，下次来兰州还会入住。', '短评打分': 5}
{'短评内容': '干净！安静！\n\n就是位置不太好找！前台人员可以说的更清楚些！', '短评打分': 5}
{'短评内容': '环境宽敞明亮，推荐', '短评打分': 3}
{'短评内容': '第三次入住，仍然感觉良好。干净，不繁琐的装饰。 礼貌的服务人员。\n还要把同事都叫来住。\n价格比上次涨了，是不是旅游季节了\n', '短评打分': 5}
{'短评内容': '第三次入住了，感觉还可以，地理位置和房内装修都不错', '短评打分': 5}
{'短评内容': '性价比非常好，硬件比几家老的酒店都好，以后还会继续入住......', '短评打分': 5}
{'短评内容': '房间设施很不错，卫生也很好，且为消费者考虑的比较周全！', '短评打分': 5}
{'短评内容': '住了4回了，每次到兰州都住这里，很安静，设施简洁大方，非常适用于商务出差，比一般的商务酒店的房间面积大一些，没有压抑感，总之是个不错的酒店，推荐！如果有机会不妨也来试试吧！', '短评打分': 5}
{'短评内容': '服务态度、环境非常好', '短评打分': 3}
{'短评内容': '很不错的酒店，地理位置很优越，房间硬件也很好！就是酒店大门不好找，在巷子里面！', '短评打分': 5}
{'短评内容': '酒店不好找，前台业务感觉不是很熟练，房间一般，连衣柜都没有，网速非常慢，而且上网还要下载个拨号程序，并需要前台开通。早餐实在是简单，总之性价比很差', '短评打分': 1}
{'短评内容': '酒店环境、服务很好', '短评打分': 3}
{'短评内容': '因为锅炉维修还是怎么回事 期间有20个小时没有热水提供 而且是前一天晚上才通知的 这点不太满意 其他方面还是不错的 相对于这个价格的酒店来说 还是值得推荐的', '短评打分': 5}
{'短评内容': '服务水平一般，房间卫生不错，房间面积偏小，价格偏高了。', '短评打分': 5}
{'短评内容': '进入房间有一股烟味，建议设立不吸烟房间。电梯有点慢。其余都不错。服务员及管理人员的态度超过4星甚至于5星的酒店', '短评打分': 5}
{'短评内容': '房间比较新，卫生间设备不错，房间有点挤，前台服务态度较差。', '短评打分': 5}
{'短评内容': '感觉比较一般，也还凑合，没什么特好特不好的地方。', '短评打分': 5}
{'短评内容': '大厅比较小，不过在兰州，性价比算不错的了，地段较好', '短评打分': 5}
{'短评内容': '在二线城市这个酒店算很好的。性价比也很高，很舒适很安静而且骸在市中心繁华地区', '短评打分': 5}
{'短评内容': '已经入住过几次，地理位置比较合适，办事比较方便！', '短评打分': 5}
{'短评内容': '位置比较好，房子新装修，总体感觉不错！适合商务出差！', '短评打分': 5}
{'短评内容': '卫生不错 地理位置很方便 没有免费停车 停车场离宾馆有一段距离', '短评打分': 5}
{'短评内容': '酒店地段很好，就在省政府旁，离商业街很近，设施也不错，如能改进早餐的质量，那就更OK了。', '短评打分': 5}
{'短评内容': '宾馆的服务热情。 \n房间比较干净。在闹市中显得比较安静。', '短评打分': 5}
{'短评内容': '＋宾馆的好选择', '短评打分': 3}
{'短评内容': '\r\n数码房一晚押金2500!五星级宾馆押金也没这么玩笑呀!\r\n床单还算挺干净.', '短评打分': 3}
{'短评内容': '相当物有所值，客房、服务均满意，美中不足的是浴室开关有损坏。', '短评打分': 5}
{'短评内容': '很喜欢,房间住着很舒服,早餐也不错,非常好.', '短评打分': 5}
{'短评内容': '带了两位同事去住这家酒店，位置不错，在省政府旁边，靠近步行街。 不在路边，还是比较安静的。 房间里是新装修，感觉不错，早餐与商务酒店的价格相符。年后再来兰州，肯定还会住。', '短评打分': 5}
{'短评内容': '整体不错，早餐再改善，帮房间送饮料，这些能改就更好了', '短评打分': 5}
{'短评内容': '房间挺新的，装修风格也不错，离步行街挺近，', '短评打分': 5}
{'短评内容': '房间温度太低，害怕洗澡感冒.265元1天的价格不值', '短评打分': 3}
{'短评内容': '飞天之星酒店临近省政府和步行街，办事逛街方便，房间干净，服务还好。', '短评打分': 5}
{'短评内容': '＋酒店新开一年多，干净舒适，在步行街旁边，步行街上银行很多，下次还会来', '短评打分': 3}
{'短评内容': '酒店的服务和环境都还不错，就是电梯太少，但还是推荐下。', '短评打分': 5}
{'短评内容': '酒店位置不错，设施也不错，下次还可以入住，不知能不能在优惠点', '短评打分': 5}
{'短评内容': '很好的一家酒店，除了大门不好找，电梯略陈旧基本都还可以。', '短评打分': 5}
{'短评内容': '办理入住的时候有点乱~其他还好~性价比一般', '短评打分': 1}
{'短评内容': '环境很好，服务也不错，稍稍不满意的地方就是，楼下在装修，客房的卫生受到影响，不是很干净。', '短评打分': 5}
{'短评内容': '这次入住很满意，卫生搞的非常的卫生，我就喜欢这样的居住环境', '短评打分': 5}
{'短评内容': '下次来还住这里，卫生那是相当的干净啊，就是早餐质量差了一点', '短评打分': 5}
{'短评内容': '地理位置好，交通便利，房间干净整洁，如果可以配备好一些的电脑就更好了，网速慢，发邮件比较困难', '短评打分': 5}
{'短评内容': '位置好，交通便利，房间干净，只是电脑过于陈旧，网速慢', '短评打分': 5}
{'短评内容': '这里服务员打扫卫生程度非常好，感觉不亚于4,5星酒店，但是每天上午11点多就问你是否退房还是续住，有点....', '短评打分': 5}
{'短评内容': '很不错的商务酒店！位置很好，就在甘肃省政府这里，酒店设施也没得说，服务人员很客气也很热情。房间给人很温馨的感觉。最欣慰的是还有加湿器，这个在兰州这样气候的地方真是实用。床很舒服，我定的亲子房，房间很大，感觉不错。\n不足的是电梯实在有点慢，而且看着有些陈旧。和酒店档次不符！', '短评打分': 5}
{'短评内容': '这家酒店还是可以的，房间也挺干净，就是早餐质量差了一点', '短评打分': 5}
{'短评内容': '不方便寻找，停车位窄，难停车，离民居太近，很吵。再不会去了', '短评打分': 1}
{'短评内容': '地理位置挺好，就在步行街旁边，装修风格也不错，价格偏高了', '短评打分': 5}
{'短评内容': '地理位置不错，就在步行街附近，酒店的装饰风格也挺现代，就是稍微窄了点', '短评打分': 5}
{'短评内容': '第二次入住，总体感觉不错。酒店地理位置较好。', '短评打分': 5}
{'短评内容': '常年在外,这是我住过最好满意的酒店,员工素质很好,房间设计人性化,唯一不足是早餐', '短评打分': 5}
{'短评内容': '总体感觉不错，比较满意。就是酒店的餐厅太差了点，其他都还不错。', '短评打分': 5}
{'短评内容': '酒店的装修风格很不错\n就是洗浴间没有门，洗完澡之后水漫到处都是', '短评打分': 5}
{'短评内容': '连锁酒店的感觉，简单舒适，性价比不错\r\n早餐一般，像是私人承包的感觉', '短评打分': 5}
{'短评内容': '酒店卫生还可以,但是卫生间有一条浴巾上有污垢,细节方面还是不够,窗帘没有遮阳布,门上也没有门镜,酒店隔音还可以', '短评打分': 5}
{'短评内容': '酒店的位置不是很好找，不过住着还可以。外国人入住手续比较麻烦。', '短评打分': 5}
{'短评内容': '我好像点评过啊，酒店楼下有个KTV，比较吵。\n但是半夜会结业，12点以后比较安静。\n酒店整体很干净，也挺新的。', '短评打分': 3}
{'短评内容': ' 很好', '短评打分': 5}
{'短评内容': '甘肃美居飞天之星商务酒店（兰州）位置不错  干净 舒适', '短评打分': 3}
{'短评内容': '在兰州市中心中心再中心不过了.不过非常安静,一点噪音都没有.而且房间隔隔音作的也非常好.\r\n如果还有机会去兰州,我肯定会再入住这里的.', '短评打分': 5}
{'短评内容': '酒店还不错前台的态度生硬不友好', '短评打分': 5}
{'短评内容': '+干净,舒适,位置很好,早餐的兰州拉面很地道!', '短评打分': 5}
{'短评内容': ' 甘肃美居飞天之星商务酒店（兰州） 不错 价钱合理 干净整洁', '短评打分': 5}
{'短评内容': '酒店不错.打车来你说在农业发展银行对面.挺整洁温馨的.洗手间也好.支持一下!', '短评打分': 5}
{'短评内容': '酒店卫生很好\r\n还给配了加湿器，考虑很周到\r\n周边出行也很方便\r\n如果早餐更丰富点就好了', '短评打分': 3}
{'短评内容': '酒店很干净\r\n床单被套都是天天换的，这点很好\r\n亲子房让我们这样带孩子出行的方便了很多\r\n值得推荐', '短评打分': 5}
{'短评内容': '麻雀虽小,五脏俱全,干净的很,性价比非常高', '短评打分': 3}
{'短评内容': ' 酒店是新的，居住舒适，给个好评！就是地点太偏不好找。', '短评打分': 5}
{'短评内容': '＋酒店挺好的，就是网速不怎么快', '短评打分': 3}
{'短评内容': '酒店比较新，位置方便。设施也还挺完善的。不错。', '短评打分': 5}
{'短评内容': '价格合理,关键是非常干净.不如四五星大酒店东西多,但对于商旅用户足够了.我很推荐,早餐再丰富一点就更好了.', '短评打分': 5}
{'短评内容': '水利厅办的经济型酒店，在省政府对面，步行街入口，地理位置很好。外墙看很陈旧，但房内设施很新，很干净，早餐也不错。', '短评打分': 5}
{'短评内容': '非常值得推荐的酒店！\r\n房间挺大，装修不豪华但绝对现代、干净！\r\n大床很大，宽在2米左右，很干净、舒服！\r\n地理位置很好，在兰州最热闹的商业步行街边上，离甘肃省政府很近，属于市中心区域闹中取静的地方！由一家老楼改装，但是不太好找，走在张掖路上不太看得见标志，从汽车站打车过去，司机居然说不知道在哪儿，在张掖路的一头把我们放下，自己找的！\r\n早餐不丰富，但足够吃，味道也不错！\r\n这个价格上住上这么样一', '短评打分': 5}
{'短评内容': '  设施稍显陈旧，但是比较干净，很安静。性价比较高', '短评打分': 5}
{'短评内容': '酒店位置很好，靠近兰州步行街，周围用餐、购物、到达火车站、机场大巴都比较方便。酒店新装修，房间干净，装修风格清爽。但是酒店为商务酒店，与速八等类似，从价格上来说，性价比一般。', '短评打分': 5}
{'短评内容': '真不好意思，下面的点评错了。我以为别的酒店。居飞天之星商务酒店真的很好。我对所有的项目要点4～5分。\r\n请管理者删除下面的内容！', '短评打分': 3}
{'短评内容': '除了酒店的位置以外，都一般。设施很旧，房子里有点儿臭什么的', '短评打分': 1}
{'短评内容': '挺好，挺好干净！！', '短评打分': 5}
{'短评内容': '房间有点小，与网上描述的不一样。设施还好，很干净。', '短评打分': 5}
{'短评内容': '酒店整体印象一个字：好!', '短评打分': 5}
{'短评内容': '和锦江之星差不多的快捷酒店。', '短评打分': 5}
{'短评内容': '如大家所说，酒店非常干净，应该是比较新的装修。\r\n服务也比较到位，帮我保留到了半夜。\r\n\r\n不过，酒店下面有个KTV，还是有影响，一点才停业，不是很舒服。', '短评打分': 1}
{'短评内容': '酒店新 ，没有其他杂七杂八的东西，位置好', '短评打分': 5}
{'短评内容': '住宿还可以，就是停车场小点', '短评打分': 5}
{'短评内容': '总体来说还可以,还会考虑再去的', '短评打分': 5}
{'短评内容': '住过几次，感觉不错，以后还住这。', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '还不错~', '短评打分': 3}
{'短评内容': '酒店很新，都不错，就是水盆下水比较慢。', '短评打分': 5}
{'短评内容': '除了服务比较一般，尤其是餐厅服务不是很好外，其他都非常满意！不过酒店太新了，也可能是部分房间刚装修完，甲醛味道很重，很呛，其他都很完美。', '短评打分': 5}
{'短评内容': '非常好的酒店 性价比比还是不错的 服务员态度很好 感觉兰州有这么超值的酒店挺不容易。。。', '短评打分': 3}
{'短评内容': '总体感觉都很不错的酒店 下次去了一定还会去', '短评打分': 5}
{'短评内容': '位置很好，处于省政府对面，步行街街口，离兰州主要景点（白塔山及五泉山）、万里黄河第一桥中山桥均很近，我们都是走路去这两个景点。硬件设施也很新，卫生条件也很好，房间地板也是比较新的，唯一不足的是卫生间地板瓷砖较滑，容易摔跤，建议下次装修时考虑更换防滑型瓷砖；早餐在兰州应该比有些四星级的还好。还有就是外里面较脏。', '短评打分': 5}
{'短评内容': '装修较新，设施也不错。', '短评打分': 5}
{'短评内容': '比较满意！', '短评打分': 5}
{'短评内容': '酒店位置不错，很干净，很新，离步行街很近，走路过去5分钟，周边吃的很多，也很好找，整体性价比不错', '短评打分': 5}
{'短评内容': '酒店比较新,可是电视竟然有一天不能用,说是机顶盒坏了,整个酒店都不能用(晚上修好了)我入住的期间全部不能看中央5套.餐厅下班早,这个我看了别人的评论早早知道了.房间不暖和,尤其是卫生间(当然南方人住应该没问题的)我24小时开着空调还凑合.关键价格还是太高了,感觉不值.', '短评打分': 1}
{'短评内容': '新开业，服务、装修、舒适程度都不错，性价比很高，地段极佳，在省政府斜对面，紧邻中央广场和张掖路步行街，购物、吃饭、交通都非常方便', '短评打分': 5}
{'短评内容': '旅游还可以住，商务就太差了。性价比不好', '短评打分': 5}
{'短评内容': '酒店的位置也比较一般，卫生服务都还好巷子里面的酒店，酒店没有停车场。价格有些偏高。酒店很新，设施搭配都很不错。整体来讲算是可以推荐的酒店。', '短评打分': 3}
{'短评内容': '可能是地理位置的影响,所以停车不是很方便,不过内部条件还是不错的,而且价格也比较合理,还是可以推荐的.', '短评打分': 3}
{'短评内容': '很新的酒店。在兰州，估计除了五星级的，其它酒店都比不上这了。但是也有一些不足，就是餐厅。晚上6点半以后餐厅居然说厨师下班了，不能点餐，让客人交20元钱吃员工餐，好搞笑。', '短评打分': 5}
