{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '不错的服务,环境可以,就是隔音不是很好.另外充电不方便', '短评打分': 5}
{'短评内容': '酒店有点老了,设施老。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '环境很好，端午节的时候男朋友来玩住的这里，就是离地铁站有点远。', '短评打分': 5}
{'短评内容': '还不错 订好多次了 如家的风格很喜欢 房间挺大的。。', '短评打分': 5}
{'短评内容': '挺不错的。。。价格很便宜。。。定的特价房。。都不像特价房。。。房间还蛮大的', '短评打分': 5}
{'短评内容': '不错哈，都觉得不像特价房。。房间挺大的。服务也好。。地段靠着步行街', '短评打分': 5}
{'短评内容': '环境很好，房间很宽敞，服务员态度也很好……下次还会再来的', '短评打分': 3}
{'短评内容': '这个酒店还不错。。。价格也挺便宜，住的挺舒服。上次在没房间的情况下还是排出房出来了', '短评打分': 5}
{'短评内容': '酒店还可以，挺安静的。江宁区的中心，吃饭干嘛也方便', '短评打分': 5}
{'短评内容': '双标跟大床房都住过了。。这个大床房还是不错的。。设施都齐全了', '短评打分': 5}
{'短评内容': '一如计往的如家，就是没有吹风机，不过很好，给好评', '短评打分': 3}
{'短评内容': '环境很好，很温馨，尤其是被子我很喜欢，粉色的哦。。。', '短评打分': 5}
{'短评内容': '推荐推荐推荐!推荐推荐推荐!推荐推荐推荐!推荐推荐推荐!推荐推荐推荐!', '短评打分': 5}
{'短评内容': '还可以,在河定桥站转公交可以到,去胜太路方便.出行较方便.', '短评打分': 5}
{'短评内容': '酒店不错. 价格便宜. 下次还住. 但是很多是没有窗户的. ', '短评打分': 5}
{'短评内容': '特价房的确要比普通的小，窗是暗窗的，内饰布置方面如家都是差不多的，就是这家宽带是直接连网线就能上的，没有之前需要密码登录的那种稳定，玩游戏进不去，老掉，上网办公用但是足够了', '短评打分': 5}
{'短评内容': '房间不大，但挺干净的，也没人打扰，挺不错的。', '短评打分': 5}
{'短评内容': '房间还不错', '短评打分': 3}
{'短评内容': '基本上还是蛮好的，打扫的阿姨人很好', '短评打分': 3}
{'短评内容': '  不错，挺大的，电视音量有点小', '短评打分': 3}
{'短评内容': '挺不错的 就是床硬了点 适合小情侣  硬件也不错\n', '短评打分': 5}
{'短评内容': '价格适合，方便舒适。早餐丰富，服务很贴心。', '短评打分': 5}
{'短评内容': '这家如家还是可以的，所在的地点不错。基本上都挺满意的。。', '短评打分': 5}
{'短评内容': '旅店年代比较久远，设施设备较为陈旧，第一个房间空调不能用，好不容易换了第二个房间，结果淋雨头是坏的，个别前台服务员态度不好。', '短评打分': 1}
{'短评内容': '  好满意。很舒服', '短评打分': 3}
{'短评内容': '酒店很好，服务态度好', '短评打分': 3}
{'短评内容': '还是一样的温馨', '短评打分': 3}
{'短评内容': '已入住江宁区如家,订了个标间,房间挺大,挺干净,就是没窗,性价比挺高,临近步行街', '短评打分': 3}
{'短评内容': '总体还不错  交通也方便  价格可以   环境不错', '短评打分': 5}
{'短评内容': '周围交通方便，吃喝玩乐都不错。就是门口停车不方便', '短评打分': 5}
{'短评内容': '还不错！来过2次了，值得推荐，地理位置比较优越！', '短评打分': 5}
{'短评内容': '卫生间洗澡的地方太小  地板滑  其他还可以', '短评打分': 5}
{'短评内容': '还可以  就是地板太滑   害我摔得屁股都肿了', '短评打分': 5}
{'短评内容': '酒店内部环境和服务真不错，推荐', '短评打分': 3}
{'短评内容': '房间很整洁干净，但是卫生间有点小，下次还会继续光顾的。', '短评打分': 5}
{'短评内容': '一如既往的好，周边小吃多。', '短评打分': 3}
{'短评内容': '＋还不错，，前台很热情，，地板有点起壳，需改进，下次还会入住', '短评打分': 3}
{'短评内容': '服务不错的~  入住很开心~  值得一住。哈哈哈', '短评打分': 5}
{'短评内容': '酒店挺不错的哦，主要周边吃的挺多的，而且便宜。', '短评打分': 5}
{'短评内容': '很不错的酒店 空间很大 也很干净！不错的选择！！！！', '短评打分': 5}
{'短评内容': '环境很不错', '短评打分': 3}
{'短评内容': '总体还不错~~服务态度挺好。电视网线都有，不至于很无聊。', '短评打分': 5}
{'短评内容': '酒店不错，温馨如家，网络速度很快是我最满意的，早餐也不错，美中不足的是酒店不提供中餐和晚餐服务', '短评打分': 5}
{'短评内容': '不错啊。。。环境还可以。。房间有点小。。。床也有点小', '短评打分': 5}
{'短评内容': '环境不错，价格优惠。空间也比较大。就是有点小远', '短评打分': 5}
{'短评内容': '一如既往的干净整洁经济实惠.但也没有什么惊喜.', '短评打分': 5}
{'短评内容': '不错，特价房很便宜，周围挺繁华。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店的服务不错，也很卫生，真的有如回家！', '短评打分': 5}
{'短评内容': '不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '好啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊', '短评打分': 5}
{'短评内容': '服务态度很好，环境也不错，宽敞舒适，设施齐全。', '短评打分': 3}
{'短评内容': '离南京南站很近，交通也算方便，旺季去旅游可以住这里，淡季不建议住这里', '短评打分': 5}
{'短评内容': '感觉还不错，就是没给我就大床', '短评打分': 3}
{'短评内容': '经济性的临时住所，比较适合停留一两晚的年轻人，简洁，实惠，很实在', '短评打分': 5}
{'短评内容': '不错，感觉卫生。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '环境还可以，设备齐全，服务好...', '短评打分': 3}
{'短评内容': '真不错，服务好，很干净，住的很舒服。下次还会来的。位置也好，楼下就是好吃的。', '短评打分': 5}
{'短评内容': '酒店的硬件有点陈旧，但是很安静，床很舒服，卫生间干净。附近的位置好，能感觉到南京普通人的生活。', '短评打分': 5}
{'短评内容': '地点不错，房间还挺干净，就是有点小，窗户也不能打开', '短评打分': 5}
{'短评内容': '还好，设施有点旧，尤其厕所。其他还行。还不知早饭咋样。', '短评打分': 5}
{'短评内容': '空间不大，但很紧凑，地段不错，出门购物很防便！总体来讲还不错！', '短评打分': 5}
{'短评内容': '周围比较热闹，吃饭也比较方便，不过酒店条件一般，太小了！', '短评打分': 5}
{'短评内容': '房间小，而且有的房间没有窗户。所以不建议客人住在那里', '短评打分': 1}
{'短评内容': '非常不错~酒店的服务也很好，推荐大家去~', '短评打分': 5}
{'短评内容': '房间环境不错，就是太小', '短评打分': 5}
{'短评内容': '房间整体较小，无窗户。设施相对简单。上网设置太麻烦，不过服务态度还好。', '短评打分': 1}
{'短评内容': '我们鼓励真实入住客人的点评，如果您最终未入住该酒店，您所发表的点评会被视为无效点评', '短评打分': 3}
{'短评内容': 'Small but clear and comfortable!', '短评打分': 5}
{'短评内容': '+房间不大，卫生条件还可以！总的来说还不错！推荐入住！', '短评打分': 5}
{'短评内容': '很不错的房间', '短评打分': 5}
{'短评内容': '酒店整体还不错，卫生条件也蛮好，就是房间比较小了一点，希望店方改善一点。', '短评打分': 5}
{'短评内容': '总体还不错 比较温馨  就是面积小了点  早餐一般  工作人员比较热情', '短评打分': 3}
{'短评内容': '＋总体还不错  就是小了点', '短评打分': 5}
{'短评内容': '干净整洁，服务态度不错，除了周边的餐饮有点少，一切都很好', '短评打分': 3}
{'短评内容': '房间不大但干净整洁，服务礼貌周到', '短评打分': 5}
{'短评内容': '隔音、地板、浴室排水不好', '短评打分': 1}
{'短评内容': '酒店不错，虽然外面看门面挺小，但是里面还是不错的，在江宁算是第二好的酒店了，性价比也很好，非常适合小两口旅游下住', '短评打分': 5}
{'短评内容': '酒店的价格还是比较便宜的,房间里的设备也蛮齐全的,基本条件还是比较满意的.', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '卫生服务方面都很不错,打扫的很干净住着很舒适,但就是位置有点偏,不太好找,性价比还是比较高的.', '短评打分': 3}
{'短评内容': '酒店的室内环境还是不错的,位置挺好挺方便出行.卫生和设施条件也不错,总体感觉还是可以的.', '短评打分': 3}
{'短评内容': '喜欢如家！！', '短评打分': 3}
{'短评内容': '推荐好几个朋友去住过了，如家一贯的风格，感觉都还不错啦。就是在江宁这边价格还是蛮贵的。', '短评打分': 5}
{'短评内容': '酒店房间蛮温馨的,服务也比较周到,而且价格也很便宜,还是比较满意的.', '短评打分': 3}
{'短评内容': '总体可以，设施有些旧，还是可以推荐的。', '短评打分': 5}
{'短评内容': '房间小，隔音差，房间的窗被外面的广告牌挡住了，床比较硬，不过电视台的频道很多。', '短评打分': 1}
{'短评内容': '有的房间只是暗窗.. 不够舒适... 空气不是很好 其他都不错..', '短评打分': 5}
{'短评内容': '价格合理的经济酒店', '短评打分': 5}
{'短评内容': '性价比一般', '短评打分': 5}
{'短评内容': '房间隔音效果不好,周边只有这一家酒店所以只能选择住着,这种快捷酒店设施服务都很一般', '短评打分': 1}
{'短评内容': '感觉酒店还不错，干净卫生，服务也挺好的，就是电视旧了点', '短评打分': 5}
{'短评内容': '太让我失望了，我是凭着如家的口碑订的，但是结果进去一看内部装修破破烂烂的，墙壁特别的黄，也没有什么服务', '短评打分': 1}
{'短评内容': '酒店卫生挺干净的，位置和价格都还符合我的要求，整体感觉不错', '短评打分': 5}
{'短评内容': '总体感觉挺好的，经济实惠，交通便利', '短评打分': 5}
{'短评内容': '位置比较偏，服务态度还行，只是令人气愤的是最后退房返还押金的时候，居然找给我200块假币！！！当时急急忙忙的也没在意，后来回家拿出来用的时候才发现！', '短评打分': 3}
