{'短评内容': '地点不错。服务周到。', '短评打分': 5}
{'短评内容': '太棒的酒店，强烈推荐！奢华气派，软硬件都是一流！！', '短评打分': 5}
{'短评内容': '每次带客户来南京，必选的酒店，很大气奢华，天气好时能看到南京全景', '短评打分': 5}
{'短评内容': '不错不错，强烈推荐！南京地标式建议，很气派', '短评打分': 5}
{'短评内容': 'best hotel in Shanghai. Lovely marble floor.', '短评打分': 3}
{'短评内容': '不错很给力很舒适以后还会光顾。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '南京绿地洲际酒店环境很好！我很喜欢！', '短评打分': 3}
{'短评内容': '超级好！没说的！到南京必住！而且一定要住行政楼层', '短评打分': 5}
{'短评内容': '高高楼的酒店，视野开阔，客房和服务基本满意，就是早餐的客人多有些忙乱，服务就跟不上了~', '短评打分': 5}
{'短评内容': '很不错，很喜欢，服务很好，楼层高观景的感觉很好', '短评打分': 5}
{'短评内容': '4月29日和老婆及两个小BB入住该酒店59楼豪华房，1595元/晚双早的价格尚能接受，可能是被该酒店为南京最高建筑所吸引，真实体验感受是，酒店的软件比硬件高，洲际酒店的管理水品毋庸置疑，工作人员的服务态度都不错，特别是礼宾部的小伙子的笑容和前台服务小姐的快捷服务值得称赞。。。豪华房面积不小，但是客房的装修质量及细节处理，实在不敢恭维，比较深圳成都洲际差远了，早餐在45楼，数量品种不少，质量嘛对不起', '短评打分': 1}
{'短评内容': 'Average service. Nice view but they should clear the windows more often', '短评打分': 5}
{'短评内容': 'Probably the best hotel in Nanjing so far. However, you would expect more from Intercontinetal', '短评打分': 5}
{'短评内容': '一个很好的酒店,里面的工作人员都很有礼貌,入住和退房都很快,都不超过5分钟.这次入住60楼窗外的景色也非常好!我家小孩超喜欢,还想多住几天了.', '短评打分': 5}
{'短评内容': '有一个严重的问题是马桶有下水道的味道，其次空调没用。其余都挺好。', '短评打分': 5}
{'短评内容': '酒店装修很豪华，有个性。但是早餐比较差，人少时服务很好，人多时服务不够好，总体来说很好。', '短评打分': 5}
{'短评内容': '不错，就是在预定时要用信用卡，有点麻烦。', '短评打分': 5}
{'短评内容': '入住快捷,服务人员有礼貌,卫生间设计合理,感觉很好!', '短评打分': 5}
{'短评内容': '酒店不错，很大气，不失温馨，尤其行政楼层设计很好，不错，推荐。服务人员素质也不错，礼貌，周到！', '短评打分': 3}
{'短评内容': '我们住的是湖景豪华房，房间还蛮大，有一大间步入式衣帽间，只是不大喜欢室内圆形的浴缸，其实就是把洗手间干湿分区后，将盥洗台和浴缸搬进房间，总觉得有点堵。晴天时湖景蛮美。很便利的是酒店的游泳池，1.5米深，景致很美，如果天气暖和，室外的泳池应该很棒。', '短评打分': 5}
{'短评内容': '服务很到位，房间设施硬件很不错，豪华房的浴缸很有特点，顶灯可以变换七彩色，宝宝很喜欢。', '短评打分': 5}
{'短评内容': '极好的一家酒店，市口好，闹中取静。服务人员训练有素，很专业。房间布置和风景均为上乘。早餐和健身设施都不错。总的来说大器，符合五星级水准。', '短评打分': 5}
{'短评内容': '该酒店位于中央路闹市区，酒店在大厦的45层以上，风景很好，能看到玄武湖或者新街口等。客房装修非常现代，时代感强。', '短评打分': 5}
{'短评内容': '酒店餐饮服务需加强员工培训。', '短评打分': 3}
{'短评内容': '前台值班经理非常好帮我协调房间', '短评打分': 3}
{'短评内容': '洲际酒店确实不错！服务热情周到，环境优雅整洁干净！床具睡着非常舒服！唯一遗憾，就是价格有点贵！', '短评打分': 5}
{'短评内容': '酒店位置、设施、景色都很好，服务态度也可以，值得一住。', '短评打分': 5}
{'短评内容': '适合喜欢住的高打开窗帘睡的TX们。装修的色调有些暗重，个人偏好。但是前台小妹居然说通过旅行社订的房间不能积分会员卡。和同事据理力争后，终于肯积分了\n', '短评打分': 5}
{'短评内容': '位置很好，价格贵。\n服务也不错，但是最多普通5星而已。二个例子：\n闹钟没电。\n总台没听我说完，就告诉我3点退房不可能。', '短评打分': 5}
{'短评内容': '酒店很漂亮，大气，早餐丰富，就是电梯麻烦', '短评打分': 5}
{'短评内容': '服务非常好！交通也十分方便。唯一的遗憾是南京城的天空分成三段，最上面是蓝天，中间是一片混沌，最下面是建筑物，因此，站在这栋南京最高建筑物俯视下去，景色逊色不少，不是惊艳，而是叹息。但愿未来的天空是清澈的蓝色，即使再一般的建筑，在蓝天白云的映衬下，也会增色很多。', '短评打分': 5}
{'短评内容': '1.入住耗时，房型不对。\n2.远眺玄武湖，景色不错。\n3.早餐很正，但是人多。\n难忘的一次旅行。', '短评打分': 5}
{'短评内容': '订得比较晚，结果大床房全部满了，因为带着8个多月的宝宝，睡小床怕掉下来，所以在前台工作人员的建议下加了一点费用，升级到湖景大床房。在前台等待过程中，宝宝还获赠了一个可爱的绒毛小熊，感觉蛮温馨的。\n房间总体不错，特别令人满意的是床和床品，宝宝和我们都美美地睡了一觉，个人觉得比丽兹卡尔顿的床更舒服一些。不太满意的地方是浴缸比较小，老公泡澡时感觉都缩在里面了。另外，房间空调虽然可以调节，但是温度始终上不', '短评打分': 5}
{'短评内容': '这次住店非常好，前台给我连升了两级直接住到了豪华房，中间有个圆形浴缸，面积有58平米，将整个玄武湖和紫金山尽收眼底，后来才知道这家酒店是中国大陆第2高楼——450米，下次来南京还是住这', '短评打分': 5}
{'短评内容': ' 很好非常感谢你们', '短评打分': 3}
{'短评内容': '不错的酒店，就是转电梯超麻烦，服务很到位。', '短评打分': 5}
{'短评内容': '江苏第一高楼，实现不是一般的好，推荐，下次还来住', '短评打分': 5}
{'短评内容': '硬件设施不错，但服务水平有待提高，比如前台，check in 和check out的速度太慢，客人等太久还没椅子坐。还有一点是打车不够方便。', '短评打分': 5}
{'短评内容': '很棒的5星级酒店，超豪华房非常大气，出门就是地铁站，去各个旅游景点都很方便！下次还会入住', '短评打分': 5}
{'短评内容': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', '短评打分': 5}
{'短评内容': '前台和服务员非常热情，房间很大，房间大部分是落地玻璃窗，站在房间俯瞰玄武湖，地铁至夫子庙四站，刚入住还不清楚周边饭馆情况', '短评打分': 3}
{'短评内容': '酒店位置方便，各种设施完善，干净卫生，我们都很喜欢，整体很满意，下次出差还会再光临的。', '短评打分': 5}
{'短评内容': '酒店设施不错，服务不太行', '短评打分': 3}
{'短评内容': '风景不错服务也好', '短评打分': 3}
{'短评内容': '很好，就出电梯再转电梯，有点复杂。\n躺在浴缸能看电视，很好。', '短评打分': 5}
{'短评内容': '六星的酒店，很过瘾哦，有种腾云驾雾的感觉，下次还会考虑入住。', '短评打分': 5}
{'短评内容': '酒店房间不错，很大，装修也是我喜欢的，住在61层，号称是第七高楼。上网收费，这个不好。', '短评打分': 5}
{'短评内容': '入住那天天气不好，灰蒙蒙的什么也看不到。没有直达电梯，需要换乘非常不方便', '短评打分': 5}
{'短评内容': '贵\n没有想象中奢华\n性价比一般\n房间还是蛮大的\n电梯要换乘很烦\n', '短评打分': 1}
{'短评内容': '房间很舒适，服务人员比较热情，早餐以西式为主，去了还给升级成湖景房，很满意。', '短评打分': 5}
{'短评内容': '住57楼风景不错,服务也还可以，对面不远有的免税店可以不出国门就能买到免税东西', '短评打分': 3}
{'短评内容': '是南京比较有卖点的酒店，一共82层，号称自己是第六还是第八高的建筑。客人需要在45层转电梯。宽带收费，这个不灵。', '短评打分': 5}
{'短评内容': '南京最高的 最好的酒店 不错 住在66楼 感觉不错 \n                                                                                                                                                                           ', '短评打分': 5}
{'短评内容': '   酒店刚开业时在最高层餐厅吃过饭，环境不错，对餐饮印象一般。\n   这次入住酒店，入住时给了较高层的客房，还办了会员卡。上去一看，是一张大床房。因急着去医院，没有当时提出调房。几小时后，去前台询问，接待很热心地帮着调换了隔壁的双床房，另一位工作人员还跟着我们一起上楼，帮着拿行李，把房间调整到位。不一会儿，一位工作人员就敲门问卫生是否满意。晚上在酒店泳池游泳时，一位王姓工作人员热心而又细心地回答', '短评打分': 5}
{'短评内容': '酒店一如既往的好，不论是设施还是服务。这次订的是超级豪华房，不过个人感觉还不如豪华房舒服，可能比较喜欢温馨的感觉，超级豪华房有点偏商务。早餐样式略微少了点。', '短评打分': 5}
{'短评内容': '不错的服务，美食很棒！向湖环境很好！希望能保持这种方式！', '短评打分': 5}
{'短评内容': '服务很好，我原本要求延长到14：00退房，酒店已同意。后来我有事不能及时赶回，酒店就又延长两小时，非常关心客人感受，很好。', '短评打分': 5}
{'短评内容': '在南京最高的楼上，感觉很好，无论是房间还是餐厅，都是很好，不愧是洲际！特别感谢酒店帮我找回遗失的小物品，谢谢！', '短评打分': 5}
{'短评内容': '朋友介绍的没错，很舒服，不错，还会介绍朋友光顾。', '短评打分': 5}
{'短评内容': '南京目前最好的酒店，硬件设施不错，服务还没达到应有标准。', '短评打分': 5}
{'短评内容': '号称南京最好的酒店，除了高，其他都一般。电梯要换乘，不方便。早上的自助餐人巨多，东西不好吃而且拿东西也很不方便，游泳池水不干净，房间的空气不好', '短评打分': 1}
{'短评内容': '不愧是超5星酒店。。设施服务确实都很不错。。周末特价也很实惠。。', '短评打分': 5}
{'短评内容': '高是够高的，不过是偏向于商务的酒店，我们带孩子去玩的，酒店没啥好玩的，游泳池也哈小，服务么，也就那样', '短评打分': 1}
{'短评内容': '非常上档次的酒店，服务有点滞后，以后要加强服务，五星级酒店的设施也算一般吧，要加油哦！虽然很多配套服务都不算是在五星级酒店里有多超前，但是我还是非常喜欢这个酒店！', '短评打分': 5}
{'短评内容': '很好，很舒适，难忘的度假体现。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店房间很大，很舒服。楼层也够高，觉得值得一试。早上的自助餐也算是符合它的档次。地理位置也很好，去各个景点都很方便。', '短评打分': 5}
{'短评内容': '酒店房间不错，设施很舒服，交通也很方便，期待下次再次入住。', '短评打分': 5}
{'短评内容': '酒店真的很一般,比不远的westin差一个档次,早餐和其他五星级酒店没法比,餐式和服务都很一般.房间很多细节根本没做好,牙刷放3把,梳子一把没有,卫生间竟然有下水道的味道....', '短评打分': 1}
{'短评内容': '很好！！！很现代装修也不错。很大，价钱么。。稍微高点，要是洲际俱乐部的行政套在3000就好了。那个行政套比一般的行政套要好一些。。', '短评打分': 5}
{'短评内容': '酒店服务須改善,員工儀態欠親切!\n酒店內設備好滿意, 早餐也合符5星酒店標準!\n', '短评打分': 5}
{'短评内容': '住在七十二层的房间里，关上灯，感受南京市夜色~不亚于上海的夜景', '短评打分': 5}
{'短评内容': '行政楼层的餐厅是超级享受，无敌全市景！！', '短评打分': 5}
{'短评内容': '是第二次入住这个酒店了，很不错，就是很难预订！', '短评打分': 5}
{'短评内容': '我和先生特别满意，不论是环境还是服务都很好。早餐也很丰盛，只是偏重了老外的口味，是以后来南京的首选。而且还给我做了升级。非常感谢。', '短评打分': 5}
{'短评内容': '服务好！清洁！装修好！', '短评打分': 3}
{'短评内容': '酒店感觉很不错！', '短评打分': 3}
{'短评内容': '洲际是我最喜欢的品牌之一，服务、设施等方面没得说', '短评打分': 5}
{'短评内容': '酒店环境还不错，大堂一般，房间设施够上5星（全国各大城市豪华酒店都住过了对比来的）。价格在南京算贵的，但是值得一住！另外服务中心小姐很热心，我询问最好的穆斯林餐厅，不光给我找到餐厅还帮我订位，值得表扬！！我记得她好像名字是李贝！！谢谢你！', '短评打分': 5}
{'短评内容': '除了mini bar打开的时候有些灰尘还有房间感觉没有58平以外都非常好。。。\n其实房间算非常大了。。。', '短评打分': 5}
{'短评内容': '每次去绿地洲际，环境和服务都是这么优秀，会推荐给朋友！', '短评打分': 5}
{'短评内容': '性价比不高。可以看得出来，洲际在成本上的节省程度。', '短评打分': 1}
{'短评内容': '非常非常好的酒店。离地铁也近，很方便。没有意见。希望保持。', '短评打分': 5}
{'短评内容': '位置很好，价格合理，设施包括健身房泳池都不错，很喜欢。还是第一次住这么高的楼，呵呵', '短评打分': 5}
{'短评内容': '房间宽敞、床睡着舒适、豪华，\n高层俯瞰南京的景色，美不胜收。\n早餐的品种也很丰富。\n', '短评打分': 5}
{'短评内容': '很好还会住很好还会住很好还会住很好还会住', '短评打分': 5}
{'短评内容': ' 不错', '短评打分': 3}
{'短评内容': '真不愧是5星级酒店!非常专业!真不愧是5星级酒店!非常专业!', '短评打分': 5}
{'短评内容': '1、前台直接升级为湖景房地2、全景玻璃，景观绝对OK3、早餐很丰富，超5星级的4、入住退房快速。', '短评打分': 5}
{'短评内容': '环境不错 服务也很好  早餐也很好吃 总的来说 不错', '短评打分': 5}
{'短评内容': '酒店不错，房间很大，床很舒服，早餐丰富。', '短评打分': 3}
{'短评内容': '房间灰常灰常大，尤其中意他的浴室，下次还会入住！', '短评打分': 5}
{'短评内容': '环境不错，服务一流，下次还会选择绿地洲际酒店', '短评打分': 5}
{'短评内容': '很不错的酒店，首次入住很多不会的地方，受到了热情的服务。\n下次还注！', '短评打分': 5}
{'短评内容': '一家全新的酒店,在南京数的上的,不愧是知名酒店集团的,非常好的入住体验,下次去还会选择这里.', '短评打分': 5}
{'短评内容': '酒店高层景观效果不错，服务不错，环境好。', '短评打分': 5}
{'短评内容': '酒店设施很不错，床很舒服。大堂有点小和旧', '短评打分': 5}
{'短评内容': '去南京10天住了三家酒店，这是我认为最棒的一家！\n美中不足78层云端餐厅的服务不是很好，好像人手不够，服务员经常是找不到人。郁闷！', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '保持了洲际的一贯水准，除了电梯换乘，很棒，入住过三次，南京最高的酒店房间，你可以光着屁股在房间里，不用管落地窗，因为没人能看得到你，呵呵', '短评打分': 5}
{'短评内容': '酒店在南京新地标80多层的紫峰大厦上，视野很好，俯瞰金陵，设施很新，很显档次，入住感觉不错。', '短评打分': 3}
{'短评内容': '房间宽敞舒适，服务周到，餐饮水平不错。适合商旅和休闲。', '短评打分': 5}
{'短评内容': '酒店环境一流，而且地处市中心，交通非常方便。', '短评打分': 5}
{'短评内容': '订的是市景房，酒店免费升级成湖景房。硬件很新，服务态度很好。', '短评打分': 5}
{'短评内容': '名符其实的国际级酒店，地铁近', '短评打分': 3}
{'短评内容': '好高哦!我住在5323,看玄武湖感觉不是很直观,说是什么湖景房斜着看头超不爽哦。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店很不错，房间很大，尤其是有很大的落地窗，老公也特别喜欢，服务也很好，楼层很高哦，在地平线餐厅吃饭也不错哦', '短评打分': 3}
{'短评内容': '绿地洲际很高很豪华，入住本身就是一种风景享受！', '短评打分': 3}
{'短评内容': ' 硬件一流，服务标准，值得再来！', '短评打分': 3}
{'短评内容': '酒店给免费升级为豪华房。酒店非常好。超五星。名副其实', '短评打分': 5}
{'短评内容': '很好的酒店', '短评打分': 3}
{'短评内容': '豪华，私密，景观好，卫生间推门上方有蜘蛛网？早餐接待能力不够，质量口味不好。', '短评打分': 5}
{'短评内容': '房间非常好，送的早餐非常丰盛，非常满意。', '短评打分': 3}
{'短评内容': '整体感觉不错，各个方面都挺让人满意的，价格也不算很贵。', '短评打分': 5}
{'短评内容': 'very nice hotel, stay is very comfortable.', '短评打分': 5}
{'短评内容': '位置不错，交通方便，设施很新，非常安静，就是早餐有点小贵。', '短评打分': 5}
{'短评内容': '这是一家很不错的酒店，服务周到，设施完美，让旅途中的你休息的好，心情舒畅！我下次还会住！', '短评打分': 5}
{'短评内容': '酒店设施一流，干净整洁，早餐品质丰富，味道不错，值得推荐。', '短评打分': 5}
{'短评内容': '很好的酒店，住很好，服务很周到，车子有问题很负责的给处理。', '短评打分': 5}
{'短评内容': '不错，环境很好，下次还住这里', '短评打分': 3}
{'短评内容': '不错的酒店品牌，设施新，安排的湖景房，风景不错，服务很好，早餐丰富！', '短评打分': 5}
{'短评内容': '高是一大特点 新是一大卖点 硬件很好 软件仍需改进', '短评打分': 5}
{'短评内容': '春节时间入住的 这个价位 服务 还是很值的 ', '短评打分': 5}
{'短评内容': '酒店位置、装修、设施没得说，都很棒！最值得表扬的是服务相当热情周到，也非常人性化！由于我到的比较早，酒店当时没有空房间，不仅为我做了免费的房间升级还提供了免费的自助早餐，而且前台服务人员还一再表示歉意！感觉很体贴，下次去南京肯定还会再次入住！', '短评打分': 5}
{'短评内容': '硬件设施不错，在市中心叫出租很方便，公司出差到南京都会住这个酒店 ', '短评打分': 5}
{'短评内容': '在国内住过的酒店中最舒适的。下次还会入住，价格再便宜一点会更好。', '短评打分': 5}
{'短评内容': '酒店环境好，临地铁，服务好。唯一不足就是有点不透气，因为是全封闭式的。', '短评打分': 3}
{'短评内容': '  房间大，早餐好', '短评打分': 3}
{'短评内容': '南京绿地洲际酒店档次很高，房间也很满意。', '短评打分': 5}
{'短评内容': '城市高点俯瞰玄武湖美景，如在云中漫步。早餐丰富，中西兼顾。价格还行。', '短评打分': 5}
{'短评内容': '视线很好，可以看见南京城，水龙头打开8秒左右有热水，和房价很相衬~床很舒服有弹性，就是上网很贵，钱多的可以试试', '短评打分': 5}
{'短评内容': '图新鲜，硬件设施不错，性价比一般，酒店大堂局促且有诡异的气氛', '短评打分': 1}
{'短评内容': '酒店新但落地窗很脏，入住时前台说可以免费升级至湖景房，办理的时候被一个女前台嘀咕了一句不要动XXXX房间，查了一下便说没有了', '短评打分': 5}
{'短评内容': ' 服务不好房间设施不错但是偏小', '短评打分': 3}
{'短评内容': 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', '短评打分': 5}
{'短评内容': '硬件没的说 房间宽敞舒适 服务也很周到 下次还会光顾', '短评打分': 5}
{'短评内容': '入住洲际非常满意，服务热情，交通便利，有机会下次还会入住', '短评打分': 3}
{'短评内容': '老样子 一如既往的好态度 不错 就是按电梯老师被电', '短评打分': 5}
{'短评内容': '靠近玄武湖的一侧，看风景不错，新开的酒店，也比较干净', '短评打分': 5}
{'短评内容': '酒店很不错,环境位置都很好,景观不错.南京数一数二的酒店', '短评打分': 5}
{'短评内容': '新开的洲际酒店的确不错啊，在正式营业前一段时间入住的，整体感觉良好，下次去还会入住的，只是换乘电梯的时候，电梯井的风真的很大！', '短评打分': 5}
{'短评内容': '不错 很好的选择 我喜欢 很有味道 下次继续 呵呵', '短评打分': 5}
{'短评内容': '酒店设施非常好,游泳池和桑拿干净舒适,很好的休闲放松场所。', '短评打分': 5}
{'短评内容': '平安夜入住，总的来说很不错\n风景好，鸟瞰南京城；\n早餐品种丰富', '短评打分': 5}
{'短评内容': '前台给免费升级湖景房，能看到整个玄武湖，赞。落地窗比较脏，家具的色调沉闷了点。除了这些，其他都很不错，对得起这个价位。', '短评打分': 5}
{'短评内容': '套房景观非常不错，值得再次入住。就是房间的一些细节装修不是太仔细。', '短评打分': 5}
{'短评内容': '家具有些裂缝 落地玻璃没擦干净 被子太厚 其他都好 景色很不错', '短评打分': 5}
{'短评内容': '应该也算是不是比较壮观的酒店了,高层可以俯瞰市容,游泳池小了些', '短评打分': 5}
{'短评内容': '非常好的酒店 除了满意 没有其他的话 ........', '短评打分': 5}
{'短评内容': '太好了，非常的满意，早餐也非常丰富，强力推荐', '短评打分': 5}
{'短评内容': '服务一般，转楼梯不是很方便，硬件可以', '短评打分': 3}
{'短评内容': '地标建筑，的确很有档次啊，不错。不过，前台的水准还有待提高', '短评打分': 5}
{'短评内容': ' 前台人员明显不专业，办理入住站了五分钟。。。才来了个女的问干吗？然后办理的男的不告知预收权金额就让输密码！感觉很傻。。。。', '短评打分': 3}
{'短评内容': '洲际的品牌在此，确实名副其实啊！\n相对房间内的陈设和硬件设备而言，1092的房价确实物超所值。毕竟现在南京随便一个星级酒店，基本房价就是上500的。\n服务来说，可能是由于新开业，似乎前台的水准还有待提高，感觉他们管理系统还不太会用似的，连订单都找了半天。给人感觉缺乏洲际服务的稳重和老练。\n此外，大清早服务员敲门收衣服，反应稍微慢了点，服务员就拿房卡自己开门了。幸亏我上了门锁，否则又要尴尬了。。。\n', '短评打分': 5}
{'短评内容': '酒店确实很上档次，比较豪华，但如果能服务再人性化一点会更好。', '短评打分': 5}
{'短评内容': '酒店很棒，服务很到位', '短评打分': 3}
{'短评内容': '南京的地标建筑了，洲际的品质，不错，周末有特价，哈哈', '短评打分': 5}
{'短评内容': '酒店很好.房间安静舒适,睡眠质量高.多次入住了,没有不愉快的经历.', '短评打分': 5}
{'短评内容': '酒店很豪华，很上档次，美中不足就是窗户的玻璃不是太干净，要看远处不清楚', '短评打分': 5}
{'短评内容': '酒店装修不错。但是隔音效果不好，房间里面的低音炮都无法关掉。酒店服务员是很礼貌来提醒。真的满扫兴的。\n结账果然像传说的一样，很慢。没有凯悦酒店的那种效率和人性化的特性。', '短评打分': 5}
{'短评内容': '网络上，大家的评语都很客观。\n名气很响亮，大堂感觉不像酒店，像写字楼，还有就是大堂里面的规划不够醒目\n看不到各地的时间，大堂中给客人坐的位子设计的不合理，没有人文关怀，大家都\n挤在一条长长的S型的皮凳上，其实可以做一些沙发，摆放一下，放些绿色植物会好点。\n住了两个晚上，总体还行。\n交通也算便利\n早餐自助吃的也不错，就是地方我觉得偏小了，景观蛮好\n洗水台确实很浅，下水很慢，不好用，其他还可以\n床还是', '短评打分': 5}
{'短评内容': '很温馨，舒适，符合五星级的要求，如果价格能再优惠些就更好了', '短评打分': 5}
{'短评内容': '房间条件、设施非常好，很舒服，服务很热情，地理位置也很好。', '短评打分': 5}
{'短评内容': '很满意！', '短评打分': 5}
{'短评内容': ',我已经入住', '短评打分': 5}
{'短评内容': '酒店位置很好,在鼓楼,开业不到半年,外面灯光还在调试.很好.', '短评打分': 5}
{'短评内容': '服务好东西也好吃，景色漂亮。位置也好，心情很愉快', '短评打分': 5}
{'短评内容': '景观房的原因景色看起来不错,不过性价比不高.周五的房价还比较能够接受,早餐价格远远超出南京五星级的标准.', '短评打分': 1}
{'短评内容': '我下午才入住还没有看到房间呢希望酒店能给我免费升级哈哈', '短评打分': 5}
{'短评内容': '酒店停车要另外付费，有些贵。服务一般!!', '短评打分': 3}
{'短评内容': '香港酒店的感觉，时尚型，还算不错！！！！！', '短评打分': 5}
{'短评内容': '总的来说相当不错，性价非常高，非常干净舒适，早餐也很好', '短评打分': 5}
{'短评内容': '+在酒店房间俯视南京夜景很美哦！因为是新酒店所以设施都很新的', '短评打分': 5}
{'短评内容': ' 非常不错。', '短评打分': 5}
{'短评内容': '景色不错 又新又搞 服务态度也一流 价格还可以接受 建议入住', '短评打分': 5}
{'短评内容': '    国庆期间入住，湖景房千元以内，性价比相当高。总体来说，居停感觉舒适，但还达不到愉悦。\r\n    优点：房间大气明亮，床品、卫浴设施相当不错，卫生间尤为宽敞。沐浴用品是英国水疗品牌，香味令人放松，雨林花洒冲澡很爽。饱睡一觉后，电动窗帘徐徐展开，伸个懒腰，俯瞰玄武湖、紫金山，顿觉南京这个城市其实也有灵性之美。\r\n    缺点：服务总体不差，但细节就有欠缺。浴缸不是非常干净，我们晚上出去吃饭，九', '短评打分': 5}
{'短评内容': '总的来说相当不错，性价非常高，非常干净舒适，可以俯瞰南京，我想应该以后住不到这个价格了~\r\n但服务方面还有待于进一步提高，特别是还要注意细节，比如柜子里的红酒杯，虽然很少会有人用，但是打扫的时候不要遗漏，因为我看到蒙了一层灰~\r\n\r\n总体非常推荐~', '短评打分': 3}
{'短评内容': '地理位置不错，地处繁华商圈，\r\n房间设施、卫生条件都很好\r\n', '短评打分': 3}
{'短评内容': '地理位置不错，地处繁华商圈，\r\n房间设施、卫生条件都很好\r\n', '短评打分': 5}
{'短评内容': '+入住满意', '短评打分': 5}
{'短评内容': '住过最好的酒店之一，性价比最高的酒店，可能刚开业，如果洲际酒店在上海至少3000-4000一晚，现在1000不到就可以入住，就是还有一些酒店设施没有完善，强力推荐！', '短评打分': 5}
{'短评内容': '交通方便，火车站直接坐地铁三站路到酒店门口，住了两天在63楼，从服务来说尤其赞赏一下前台mr.Frank，由于银行系统的问题，酒店在刷我预授权的时候显示我的卡余额不足，他非常照顾客人的感受，马上降低了预授权的金额再试了一下，显示成功，非常的人性化，入住第二天酒店还赠送了果盘，虽然没啥好吃，但感觉很温馨，打扫房间的MM也很可爱哦！从硬件来说洲际用的都是品牌货，卫浴用的都是CROHE，这可是德国的好牌', '短评打分': 5}
{'短评内容': '这已经是第N次入住了，非常喜欢这家酒店，一切都是那么舒适。', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '酒店很好！新开的都达到5星标准！但是工作人员的服务还跟不上！领班的感觉还好下面的前台不好！忙了就爱理不理的！', '短评打分': 3}
{'短评内容': '开车的朋友一定不要忘记拿停车券。\r\n这一点酒店在CHECK-OUT的时候应该要提醒一下客人。\r\n酒店还要和紫峰大厦的人员协调好。\r\n不然会造成客人的不便。', '短评打分': 5}
{'短评内容': '设施很好,服务一般.', '短评打分': 5}
{'短评内容': '酒店非常不错，唯独宽带要收120元一天，确实太高了。整个酒店值得推荐，不过价格也确实贵啊。', '短评打分': 5}
{'短评内容': '酒店很新！真的很好！！房间很大！尤其是450米的高楼住在66楼真的可以俯视正个南京市啦！！哈哈哈哈！！！', '短评打分': 5}
