{'短评内容': '离11号地铁很近，去高铁及机场非常近。', '短评打分': 4}
{'短评内容': '很不错的酒店！', '短评打分': 3}
{'短评内容': ' 很好', '短评打分': 3}
{'短评内容': '第一次入住新年酒店，感觉不错，希望这一感觉在以后的几天得到证实。', '短评打分': 3}
{'短评内容': '酒店卫生不错，周边购物方便。', '短评打分': 3}
{'短评内容': '房间很大很舒适，真是太超值了！交通也便利，下次一定会再次选择！', '短评打分': 5}
{'短评内容': '不错的酒店，住了好几次了，推荐大家住啊。', '短评打分': 5}
{'短评内容': '酒店位置挺好的，附近治安不错，而且出租车司机都知道这个酒店。\n房间一般，不过也对得起这个价格了。让人比较郁闷的是2楼的餐厅，味道真的比较糟糕，好在附件有很多各类饭店，可以解决吃饭问题。\n要提出批评的是酒店任何一个服务员看到客户都是毫无笑脸，更不用说打招呼了', '短评打分': 5}
{'短评内容': '很干净 很舒服 酒店员工也很热情。服务非常周到。推荐', '短评打分': 5}
{'短评内容': '我住2103号房间，是无烟楼层。房间布置简洁，就是一边窗帘拉不拢，要自己理顺路轨上的扣子，才可以拉上。 本想试一试酒店的游泳池，但发觉，游泳的人很多，池内根本就没有空间可以让人游上几米的距离！可能是游泳池也招待非酒店住客的人士吧！', '短评打分': 5}
{'短评内容': '很不错的酒店之一,特别是晚上休息,很安静,房间也比较大,空调很好,周边交通便利,到南山办事,首选这里', '短评打分': 5}
{'短评内容': '交通方便、酒店环境不错、干净卫生、价格合理。总体感觉挺好，下次还会再来。', '短评打分': 5}
{'短评内容': '還算乾淨, 服務態度也 OK , 唯一缺點是只有2部電梯  要等比較久', '短评打分': 5}
{'短评内容': '酒店位置离机场挺近的，45分钟到机场很方便，性价比很高，出去交通也还好，门口打车很容易', '短评打分': 5}
{'短评内容': '酒店整体还不错，比想象中好一些，路边吃饭的也比较多', '短评打分': 5}
{'短评内容': '都满意，就是浴室没有地巾。', '短评打分': 3}
{'短评内容': '套房整体感觉不错，明亮干净，推荐入住......', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '性价比还不错，卫生干净，美中不足的是这个价位不含早餐', '短评打分': 5}
{'短评内容': '不错，房间环境依旧挺干净的。', '短评打分': 3}
{'短评内容': '正如其他网友评论，早餐确实很不好，人多，地小，果汁不是鲜榨的，豆浆是用开水冲的。房间还可以。离科技园近，交通方便。', '短评打分': 5}
{'短评内容': '价钱和质量都是三星的标准，还不错啦，\n但是宣传上说是四星，就不太符合了。', '短评打分': 5}
{'短评内容': '卫生、服务都很好，除了20元的自助早餐不是很喜欢，其他方面都很满意！另外枕头要是再低一点就好了。基本上回深圳必住新年酒店，对这间酒店感情很深。', '短评打分': 5}
{'短评内容': '环境不错。服务也不错。下次会继续住这边。呵呵。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '环境不错，有种小家庭的feel。设备也蛮齐全，卫生挺干净的。', '短评打分': 3}
{'短评内容': ' 试了下套房，非常不错！', '短评打分': 3}
{'短评内容': '床超大 2m*2m4  怎么躺都行  长条形卫生间 很宽敞\n房间内设施算是比较简洁的 东西不多  不吵 蛮安静的 \n电梯2部 有点慢\n前台退房速度太慢了 而且不分先来后到 这点最不好了\n', '短评打分': 5}
{'短评内容': '不错的酒店，不贵，干净，舒适，吃饭打车都方便。还会再住。\n\n提醒经由深圳湾口岸到香港机场的朋友：不要用酒店礼宾部提供的服务。礼宾部会收你50块，打一个电话让一家叫做三通的公司前来酒店接你到深圳湾口岸（然后过关去香港机场）。打的士从酒店到深圳湾口岸只要23块。用酒店礼宾部的服务，你损失27块。\n', '短评打分': 5}
{'短评内容': '环境挺好的', '短评打分': 3}
{'短评内容': '标准间一般，和四星有差距。', '短评打分': 3}
{'短评内容': '部屋は清潔で掃除が行き届いていた。料金が安いためか、朝食が別料金でした。\n', '短评打分': 5}
{'短评内容': '抠门了点！室内光源很少，搞得包括洗手间在内都暗暗的，空调噪声稍微大，其余的还行', '短评打分': 3}
{'短评内容': '酒店位置不错，周边设施齐全，房间整洁，多种房间可供选择，套房330。不过房价不含早餐，且2楼早餐偏贵，这点另人费解及不甚满意。房间价钱也算合理，推荐之！', '短评打分': 5}
{'短评内容': '酒店位置不错，周边设施齐全，房间整洁，多种房间可供选择，套房330。不过房价不含早餐，这点另人费解。价钱也合理，推荐之！', '短评打分': 5}
{'短评内容': '这是一家我住了很多次的酒店，感觉还是很好的，只是有几个小问题.\n1. 淋浴房没有供客人放置洗发液及剃须水的小架子， 不方便，自带的东西都要放在地上。希望能改善！\n2. 感觉2楼餐厅服务员越来越拿工作的地方当做自己家了，说话声音太大了，客人是来吃早餐的，不是来看你们打打闹闹的！\n3. 送餐到房间的服务员总是面无笑容，将账单踢给客人签单的时候眼睛总是盯着我的电视屏幕看，不礼貌也没有起码的职业态度。\n\n', '短评打分': 5}
{'短评内容': '酒店干净，就是不含早餐不大满意，特别是帮客户订更显得我们不周到。\r\r', '短评打分': 3}
{'短评内容': '真不错。环境和服务都可以。环境有四星的标准。推荐。', '短评打分': 5}
{'短评内容': '性价比很高的酒店，交通也方便，周边的消费场所也不少，下次朋友来也会推荐。', '短评打分': 5}
{'短评内容': '房间还不错，没有送早餐有点麻烦，不方便。\n', '短评打分': 5}
{'短评内容': '环境不错，地段方便。', '短评打分': 3}
{'短评内容': '环境还不错 房间也算宽敞 就是略显简陋 但是东西还算干净整洁', '短评打分': 5}
{'短评内容': '酒店很不错，我每次去深圳都订此酒店', '短评打分': 3}
{'短评内容': '环境不错。服务也不错。下次会继续住这边。呵呵。', '短评打分': 5}
{'短评内容': '设计的很好~住进去很舒服，灯光什么的都很舒服', '短评打分': 5}
{'短评内容': '位置还不错，房间也还可以 ，下次还会选择', '短评打分': 5}
{'短评内容': '豪华房够大，床也超大，酒店周边餐馆多，有大型商厦。', '短评打分': 5}
{'短评内容': '  经济实惠,还不错.', '短评打分': 3}
{'短评内容': 'fu wu ting hao de you shi qing gen zhong taisuo yixia. Tamen dou ke yi bande. Ting man yi', '短评打分': 5}
{'短评内容': '酒店挺不錯。環境很好。還有送餐服務。Good。', '短评打分': 3}
{'短评内容': '酒店比较新，公寓式酒店形式，这次住的是套间式的，有厨房书房卫生间客厅和卧室，很有家的感觉，价格略显高，不过住这样的房间也算不错的。周边设施还是挺好的，支持一下。', '短评打分': 5}
{'短评内容': '隔音很好，空调给力，服务也很周到，但如果有送早餐券就更好了。', '短评打分': 5}
{'短评内容': ' 酒店公寓卧室和浴室都小 书房和厨房都浪费 早餐也简陋 也就是个经济型酒店的水平', '短评打分': 3}
{'短评内容': '位置可以，出行方便，服务满意，电梯太慢，推荐。。。。', '短评打分': 5}
{'短评内容': '位置比较醒目，房间挺大的，也比较干净，下次会再住的。', '短评打分': 5}
{'短评内容': '卫生好/床上与卫生间用品可以.价不高.但隔音极差,大床是两张单人床并起,床易滑动分开.只能商务住,绝不可以夫妻或情侣住.会很尴尬.切记', '短评打分': 1}
{'短评内容': '性价比一般,没有提供早餐,不会推荐.........', '短评打分': 1}
{'短评内容': '替朋友订的，朋友评价性价比很高，各方面都很好，对得起这个价格，服务也一如既往不打折，以后还会继续入住。', '短评打分': 5}
{'短评内容': '已经是好几次定这酒店了，各方面都不错，这次是替朋友定的，反映很好。', '短评打分': 5}
{'短评内容': '交通比较方便，可是如果价格能便宜点就好了。。。', '短评打分': 5}
{'短评内容': '在南山深大一带算性价比很高的酒店了，套房才300多，楼下餐厅密布，非常方便。', '短评打分': 5}
{'短评内容': '住的房间非常非常吵，楼上天天晚上在拖东西，房间装修也比较旧，其他还可以，酒店位置很好', '短评打分': 5}
{'短评内容': '替朋友订的，朋友入住以后感觉卫生很好，热水很大，评价很好。', '短评打分': 5}
{'短评内容': '性价比比较高的一家酒店.位置也很便利,房间也比较干净舒服.唯一不足的是套间在硬件设施上的一个小缺憾:入门位置的小斜坡.马虎的朋友要留意地面.', '短评打分': 5}
{'短评内容': '还不错，交通比较方便，环境一般••••••价格比较便宜', '短评打分': 5}
{'短评内容': '这里交通便利。价格有点贵。希望能便宜点。', '短评打分': 5}
{'短评内容': '住在这里主要是交通方便，希望以后可以包含早餐。谢谢。', '短评打分': 5}
{'短评内容': '周边环境不错的酒店，硬件很好，服务也不错。唯一的问题是卫生间下水不畅，希望能尽快改进！', '短评打分': 5}
{'短评内容': '酒店很新, 卫生条件也不错, 服务员态度也好, 值得推荐.', '短评打分': 5}
{'短评内容': '还不错•••••••，价廉物美。交通方便，\n装修比较简陋。', '短评打分': 5}
{'短评内容': '帮同事订的，同事反应不错，挺干净的。以后还会推荐同事入住。', '短评打分': 5}
{'短评内容': '冷了一个晚上  枕头很不舒服 隔音不太好', '短评打分': 3}
{'短评内容': '很满意！', '短评打分': 3}
{'短评内容': '位置不错 离欢乐谷等景点不远 ，酒店下面有超市 很方便！', '短评打分': 5}
{'短评内容': '酒店服务还是不错的，而且离深圳湾关口打车20元以内，可惜进房门有股小味道。', '短评打分': 1}
{'短评内容': '很不错的酒店，干净舒适。虽然位置有些偏，但是因为我们的目的地是世界之窗和锦绣中华，再加上离开深圳是从蛇口码头出发，因为觉得出行也算是方便，以后到南山区还会选择这里。\n\n唯一美中不足的就是早餐太简单了，但是毕竟一分价钱一分货嘛，也OK啦', '短评打分': 5}
{'短评内容': '服務及衛生均可以，但位置有點偏，中午想衝涼時居然沒有熱水!要浪費好多的水及等待好久，結果還是衝了個凍水涼!', '短评打分': 5}
{'短评内容': '环境相当的不错，周边也比较方便，吃饭购物都还可以。。。。。', '短评打分': 5}
{'短评内容': '很好的酒店，套房感觉非常温馨，很安静，交通也很方便，附近就是海岸城。很满意，但是如果地板换成地毯，我会更喜欢', '短评打分': 5}
{'短评内容': '酒店位置，管理，室内，价位都不错，值得推荐', '短评打分': 3}
{'短评内容': '性价比较高,以后会再次选择', '短评打分': 3}
{'短评内容': '床铺十分柔软，干净卫生，唯一美中不足是我认为厕所有点小。。。', '短评打分': 5}
{'短评内容': '酒店位置不错，超市、吃饭很方便，前台服务一般，开车的话停车位很多', '短评打分': 5}
{'短评内容': '新的装修，二楼餐厅不错服务很好，旁边很多吃的', '短评打分': 5}
{'短评内容': '房间大，干净，电梯快，服务也不错~ 值得推荐', '短评打分': 5}
{'短评内容': '酒店位置很好，对面就是岁宝百货，周围吃饭的地方也蛮多，打车方便；房间装修干净整洁。每次来深圳都住这里。', '短评打分': 5}
{'短评内容': '性价比高，干净舒适，附近交通还算方便。想去海岸城后海也很方便，走路才15分钟', '短评打分': 5}
{'短评内容': '位置不错， 酒店很干净， 就是在节假日住的人太多了。', '短评打分': 5}
{'短评内容': '交通方便、价格合适、环境干净、服务到位、快捷', '短评打分': 5}
{'短评内容': '还可以，标题要够长。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '酒店价格不错，地理位置和内部条件还好。合适一般的出差族。', '短评打分': 5}
{'短评内容': '服务还好，位置还好，交通有点点麻烦。房源太紧张，老是预订不到。', '短评打分': 5}
{'短评内容': '不错呢，比较喜欢，环境也干净。支持，可以考虑主这，服务环境价格都不错、', '短评打分': 5}
{'短评内容': '物超所值～不过如果房间里面的设备再多点就好了。。。', '短评打分': 5}
{'短评内容': '房间设计的简单幽雅，商务入住、公司宾客 都可以选择在此。', '短评打分': 5}
{'短评内容': '酒店的服务粉不错，地理位置也方便，出门就有商场，裙楼多家餐馆可以选择', '短评打分': 5}
{'短评内容': '房间环境不错，空间略显小。早餐的品种再多一些选择就更好', '短评打分': 5}
{'短评内容': '订的是套间,房间面积比较大,也比较干净,很不错.', '短评打分': 5}
{'短评内容': '酒店不错，位置好，价格实在，房间也很舒服', '短评打分': 5}
{'短评内容': '酒店还是很不错的，朋友来，一般都会推荐住这里！房间比较新，设施也不错，周边吃饭购物都很方便！', '短评打分': 5}
{'短评内容': '很干净，地点很好交通方便\n服务员态度很不错，周边超市商场都有', '短评打分': 5}
{'短评内容': '可能因为前一天刚从中南海悦搬过来，所以对比下：酒店大堂气派，房间稍旧但还干净整洁，浴室灯光很暗，水量大小冷热不均，地理位置不错，楼下吃饭地儿很多，员工彬彬有礼', '短评打分': 5}
{'短评内容': '替同事预定的，反映还不错，如果下次我出差的话也选择这里了。', '短评打分': 5}
{'短评内容': '房间不错，够大，价格合适，下次还会选择入住', '短评打分': 5}
{'短评内容': '在深圳住过那么多这个价位差不多的酒店，感觉新年酒店性价比最高，而且环境优雅，卫生各方面我都很满意。', '短评打分': 5}
{'短评内容': '酒店服务蛮好的，性价比很高，房间很大，很干净，很满意，唯一一个缺点就是卫生间太小了，有点转不过身。', '短评打分': 5}
{'短评内容': '酒店环境不错，房间很大，交通也挺便利的。虽然昨天入住时出了点小误会，但工作人员还是很热心的解决了', '短评打分': 5}
{'短评内容': '不错，以后再住。交通、吃放、购物、往机场都很方便。', '短评打分': 5}
{'短评内容': '挺好的，位置挺好的，周边也挺好的，环境也挺好的，貌似房间有点干燥。', '短评打分': 5}
{'短评内容': '不错。相当不错，价格和位置都相当好。酒店也新，在南山办事很方便。', '短评打分': 5}
{'短评内容': '还好,正体还是很不错的。下次还会入住，就是结账等待时间太长', '短评打分': 5}
{'短评内容': '酒店挺认真, 我因为飞机晚点晚到了酒店就打电话确认问我到底来不来,但是你们半小时不用确认两遍呀?\n\n周六一大早六点就电话叫醒服务,可我没要求这服务呀?', '短评打分': 5}
{'短评内容': '环境不错 服务不错 房间不错 需要加强的是隔音设施~总体棒 下次还会来', '短评打分': 5}
{'短评内容': '环境很好，卫生干净、周边设施齐全，早餐稍有些简单，不过整体还是不错，后续就它了', '短评打分': 5}
{'短评内容': '环境、卫生均不错，只是电梯太少、太慢，一次出入要花费过多时间，值得推荐！', '短评打分': 5}
{'短评内容': '此酒店我已入住過N次,地點真的很好,很適合出差,交通方便民生用品也方便,很值得推薦!', '短评打分': 5}
{'短评内容': '各方面非常好，周围交通也很方便，以后还会选择这里。', '短评打分': 5}
{'短评内容': '性价比相当不错.而且重点离我公司很近.附近交通很方便,离火车站一小时,飞场半小时,离深大五分钟', '短评打分': 5}
{'短评内容': '这个酒店非常好，性价比超级高。尤其淋浴，很舒服。', '短评打分': 5}
{'短评内容': '酒店的卫生和服务都比较好，房间也较大，但餐厅不能刷卡有点不便. 总的来说, 都不错.', '短评打分': 5}
{'短评内容': '地理位置还可以，在南山区，购物生活都方便，离口岸较近，觉得蛮新的 还不错', '短评打分': 5}
{'短评内容': '房间里有点异味，服务非常好，离蛇口也很近，出门就有小吃和超市，很方便', '短评打分': 5}
{'短评内容': '酒店环境不错，房间也比较大，是个不错的选择', '短评打分': 5}
{'短评内容': '酒店的卫生和服务都比较好，位置也还不错。', '短评打分': 5}
{'短评内容': '酒店比较干净，服务员的态度不错，住得比较舒服，性价比较高', '短评打分': 5}
{'短评内容': '酒店离深圳湾口岸近，去香港很方便，内部设施简洁干净，不错，下次还可以选择入住，性价比高。', '短评打分': 3}
{'短评内容': 'OK', '短评打分': 5}
{'短评内容': '酒店干净整洁，楼下进门要刷卡，安全感觉不错。\r\n离深圳湾口岸近，来返香港方便，不错，价格也不贵，性价比高，下次还可以去住住。', '短评打分': 3}
{'短评内容': '卫生条件好,最近有了新的门禁,需刷卡进入.好.', '短评打分': 3}
{'短评内容': '不同以前的房间 新房间 有股味道 不好，希望下次有所改进', '短评打分': 5}
{'短评内容': '酒店整洁干净，不错，性价比挺高的。\r\n内部装修简洁，卫生也不错，离深圳湾口岸近，交通方便。', '短评打分': 5}
{'短评内容': '不错，满推荐的，可以自己过过煮饭的日子，还要凑满20个字，那就打多点吧，现在抒发自己的感觉还要受字数限制，呵呵，Anyway,let it be!', '短评打分': 5}
{'短评内容': '房内设施过于简单,只有一把椅子,来个人坐处都没有.到少还应有一茶几和两把椅子.', '短评打分': 5}
{'短评内容': '还是很不错的,套房300出头,面积挺大的,床很大,而且被品都很干净上档次.隔音稍差,尤其是楼上楼下的声音.\n\n前台服务较慢.', '短评打分': 5}
{'短评内容': '整体还是可以的,值得一住,套间比价有特色.', '短评打分': 5}
{'短评内容': '套房略显局促，但整体还是不错的，很实惠！！！', '短评打分': 5}
{'短评内容': '我住的是数码E房，没想到是一房一厅的公寓式，电脑和电视都在客厅，不能躺在床上看。。。总体还行，但洗手间太小，灯光太暗了。', '短评打分': 5}
{'短评内容': '不错的酒店，位置比较好，房间特别是套房很不错，比较舒适', '短评打分': 5}
{'短评内容': '位置佳、服务好、性价比高。下楼后就是吃饭的地方，方便。要是送早餐就更好', '短评打分': 5}
{'短评内容': '+很好！', '短评打分': 5}
{'短评内容': '地理位置不错，下面饭馆、商场都有，卫生干净，房间设施齐全，唯一遗憾的是电视频道少', '短评打分': 3}
{'短评内容': '不错，价格合理。', '短评打分': 5}
{'短评内容': '还不错的酒店 下次可以继续考虑', '短评打分': 5}
{'短评内容': '所谓大床其实是两张床拼起来的。虽然很大，但是感觉很山寨。\n空调无论怎么吹都正好吹到我们身上，只好关掉。\n288的房价对于4星酒店来说并不贵，问题在于这里并不像一间4星酒店。感觉也就是锦江之星的水平。可能还不如。', '短评打分': 1}
{'短评内容': '真的是家性价比很高的酒店，以后还会住的．', '短评打分': 5}
{'短评内容': '订的2 1套房，环境还不错，服务态度也挺好的。适合在南山附近活动的旅客，交通方便。', '短评打分': 5}
{'短评内容': '卫生干净、环境安静、服务很好，就是电视节目比较少', '短评打分': 3}
{'短评内容': '卫生干净、环境安静、服务很好，就是电视节目比较少', '短评打分': 5}
{'短评内容': '干净卫生，价格合理。但前台可以更加热情一点', '短评打分': 5}
{'短评内容': '+酒店整体感觉舒适', '短评打分': 5}
{'短评内容': '酒店就在深圳大学西门对面，离南山书城，海雅百货和学府路都很近，非常方便。 酒店设计简洁，温馨，性价比很高，以后还会来。不过酒店四面都有马路，如果打开窗户的话会有点吵。', '短评打分': 5}
{'短评内容': '这家酒店的套房挺不错的，可以住3个人，价格也合理。', '短评打分': 3}
{'短评内容': '很好，很干净，，住的套房，有一个小厨房，有电磁炉，可以让客房服务部拿餐具和厨具。有冰箱，除了一个大房间，厨房旁边还有个小小的只有张一米床的房间。房间与客厅有门隔开，房间内无电视，网线，，这些在客厅。沙发很舒服，还有保险箱。', '短评打分': 5}
{'短评内容': '不错的酒店. 我们1家4人住了两次往返香港. 周围很多餐馆, 用餐很方便. ', '短评打分': 5}
{'短评内容': '位置很好，周边吃饭和逛街的地方也很多，不错的酒店，推荐！', '短评打分': 5}
{'短评内容': '酒店的房间很大，很干净，床也很舒适,酒店的地理位置也很好！', '短评打分': 5}
{'短评内容': '这次入住还是有上次的味道。停车场的位置太少。', '短评打分': 5}
{'短评内容': '难得订一次，还找不到客人名字！最后当没预定的住了。提醒前台通知e-long了，满口答应，最后还是要e-long的客服来找我确认。这服务，实在太马虎了。', '短评打分': 5}
{'短评内容': '酒店位置不错，周围商店和饭店也挺多，在深圳这个价位还是不错的', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '310的套房真的是很不错，性价比高，蛮舒适的', '短评打分': 5}
{'短评内容': '环境不错，不过玻璃比较脏，没人打理。。', '短评打分': 3}
{'短评内容': '不错的说', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '不错的酒店，位置很好，房子很温馨，唯一缺点就是走廊的地毯，可能由于清洗后，遗留一些杂味。不知道其他楼层是否有？？', '短评打分': 5}
{'短评内容': '新年我住过大概有20次了吧，每次住的都是套房，总想住高点，服务员老跟我说没有了，就剩这间了。然后我这次入住，在三楼，这间房很令我反感，一进门就闻到一股很恶心的味道，厅和房和厨房都充斥着这恶心的味道，然后我老公就说是下水道的味，然后就打开水龙头，把那味压了下去。哎。本来就很开心的，不过也没什么啦。打了个电话给服务台，很快就有人上来看了，不过那时问题也不大了。我希望新年能在客人入住前确保这些问题不存在', '短评打分': 5}
{'短评内容': '房间很干净，也很宽敞，住着舒服，下次去深圳，我还会去住。', '短评打分': 5}
{'短评内容': '再便宜一点就好了', '短评打分': 5}
{'短评内容': '交通比较方便。容易找。', '短评打分': 5}
{'短评内容': '交通挺便利的，旁边各色餐馆都有，选择多多！总体性价比比较高！', '短评打分': 5}
{'短评内容': '住得还比较舒服，床真得好大，check in和check out都很快，值得推荐！', '短评打分': 5}
