{'短评内容': '酒店位置佳，干净整洁', '短评打分': 5}
{'短评内容': 'CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委屈你了啊CK可口可乐了就可以?流量宝贝委', '短评打分': 5}
{'短评内容': '在大马路边上，吵得没法睡，房间小，没有洗刷用品，性价比一般！', '短评打分': 4}
{'短评内容': '很不错，干净卫生', '短评打分': 5}
{'短评内容': '如家还不错。', '短评打分': 5}
{'短评内容': '性价比高，位置不错。', '短评打分': 3}
{'短评内容': '房间太小', '短评打分': 4}
{'短评内容': '→_→十五字有何意义？又不给我经验', '短评打分': 4}
{'短评内容': '如家不错，温馨，干净，下次出门还会选择如家，就是前台的服务员没什么笑容', '短评打分': 5}
{'短评内容': '除了房间不大外，临街，有点噪声，睡着了就无所谓了，我觉得挺好的。', '短评打分': 5}
{'短评内容': '一直住在这里，交通很方便，无论是机场还是火车站，都很方便，周边吃饭逛街的地方也有，酒店就是如家风格，房间小，电梯小，卫生一般', '短评打分': 4}
{'短评内容': '一直住在这里，交通很方便，无论是机场还是火车站，都很方便，周边吃饭逛街的地方也有，酒店就是如家风格，房间小，电梯小，卫生一般', '短评打分': 4}
{'短评内容': '一切都很满意,下次还会选如家.有一点点就是306房门有二次难开不知为什么', '短评打分': 5}
{'短评内容': '服务态度特别好。我的睡衣落在那里过后，还能邮寄回来给我，', '短评打分': 5}
{'短评内容': '房间虽小，但是位置好，服务好，卫生好。下次还会选择如家。', '短评打分': 5}
{'短评内容': '此酒店地理位置不错，离火车站很近，不过325房间实在是太小了，而且在那里丢了一台手机，是我心里永远的痛', '短评打分': 5}
{'短评内容': '   这个酒店我觉得非常的好，温馨，安静，有家的感觉，前台那个女孩笑容真的很美。缺点是位置有点偏僻，房间有点小，总之，物超所值。', '短评打分': 5}
{'短评内容': '价格优惠，位子不错，安静，干净，麻雀虽小，五脏俱全，很好', '短评打分': 5}
{'短评内容': '离火车站近，出行方便，服务周到，性价比高！', '短评打分': 5}
{'短评内容': '房间大小还可以，东西很全，有免费的水。\n比较安静，比较干净。到火车站很近比较方便，去火车站住这里很好。', '短评打分': 5}
{'短评内容': '住的特价单人房，麻雀虽小，五脏俱全，价格优惠，值得入住', '短评打分': 5}
{'短评内容': '酒店不错!不是第一次入住!', '短评打分': 3}
{'短评内容': '整体还不错，但是要是房间靠车路边上的话，晚上睡觉会是一个比较头疼的事情。', '短评打分': 5}
{'短评内容': '1、床铺软硬适宜，枕头安排合理，睡好觉没问题；2、热水快，量大，洗好澡没问题；3、厕所干净，毛巾、便池、洗脸池都很清洁，洗漱起居没问题；4、房间色彩温暖柔和，呆着舒适；5、十二点后出入酒店，有门禁，值班大叔每层巡楼，安全有保障', '短评打分': 5}
{'短评内容': '还不错，很好的入住体验，就是不提供一次性洗漱用品', '短评打分': 3}
{'短评内容': '房间不大，但是还算干净', '短评打分': 3}
{'短评内容': '酒店位置很好，在八一路上靠近省公安厅。 房间比较小，适合匆匆过客', '短评打分': 5}
{'短评内容': '服务态度很好，酒店卫生干净，环境很好，很满意。', '短评打分': 5}
{'短评内容': '这个酒店的适合低薪阶层消费，如实上午出差的话建议换个好点的吧，不是很好，设施较老，空间较小。', '短评打分': 5}
{'短评内容': '挺好的  就是房间太小 不知道为神马晚上连不上网 早上连上的时候网速倒挺快', '短评打分': 5}
{'短评内容': '我住的屋子是123的特价房，感觉比较小，但是五脏俱全，还不错，要是一个人的话，可以推荐下', '短评打分': 5}
{'短评内容': '离火车站  很近   价格蛮实惠的 虽然面积小 但是省钱啊  ', '短评打分': 5}
{'短评内容': '大床间面积不是很大，但房间设计特别舒适，各种用具都挺齐全，要自带洗漱用品，其他的都有，很方便，离火车站也不是很远，大赞！', '短评打分': 5}
{'短评内容': '非常不错的如家。服务人员的服务就一如以往，很不错。不过呢，房间是小了一点点。但是设施挺不错的。就是长沙的酒店不提供牙膏牙刷的，各位亲注意。', '短评打分': 5}
{'短评内容': '出发之前打了电话，一直打不通，因为凌晨5点多才能下火车。下车后，本来还有点担心，不过到了以后，一会就办好入住手续了。不错的如家！', '短评打分': 5}
{'短评内容': '房间很温馨  总体感觉不错  热水 空调都很给力 就是在街道边  很吵杂。', '短评打分': 5}
{'短评内容': '住的很安逸，可惜住不久了，要换区域了。', '短评打分': 3}
{'短评内容': '很便宜，离火车站很近，环境不错，单人间小巧精致。靠近马路边，买个早餐什么的很方便，服务态度很好。', '短评打分': 5}
{'短评内容': '火车晚点一个小时，本来预定23点前入住，结果还是晚了8分钟。工作人员还帮助调了一个房间，解决了住宿，非常不错。', '短评打分': 5}
{'短评内容': '房间很干净，床也很舒服，尤其是配备了一个很薄的枕头，真是太周到了。很多酒店枕头都太高，根本没办法睡。如家很贴心，很喜欢。', '短评打分': 5}
{'短评内容': '位置不错，干净卫生，服务热情。价格公道。离五一广场，火车站都很近，也容易找到。', '短评打分': 5}
{'短评内容': '酒店离火车站比较近，旁边还有车站去哪里都方便 房价也十分优惠', '短评打分': 5}
{'短评内容': '还不错，实惠便宜，交通便利', '短评打分': 3}
{'短评内容': '酒店设备环境很好，也很干净，就是靠着街边的房间早上有点吵', '短评打分': 3}
{'短评内容': '酒店设施很新，但1楼味道较大，很难闻，我住的5楼还可以。', '短评打分': 5}
{'短评内容': '交通方便，设施齐全，很经济实用。', '短评打分': 3}
{'短评内容': '不错 ，服务很周到。。。。。。。。。。。而且还有吹风机', '短评打分': 5}
{'短评内容': '不错，价格公道，房间干净整洁，设施齐全，卫生间配有风筒很方便', '短评打分': 5}
{'短评内容': '位于火车站附近，非常好找。很多旅游团的集合地点就在酒店旁边的广场，比较方便', '短评打分': 5}
{'短评内容': '距离车站、五一大道都很近，交通方便，最主要的是服务态度完善，好！', '短评打分': 5}
{'短评内容': '比较干净，住的也好舒服，空调不错！就是隔音差点！', '短评打分': 5}
{'短评内容': '真的挺不错的酒店，很安静，很舒服,还有就是很便宜', '短评打分': 5}
{'短评内容': '酒店服务不错，但靠近马路的房间晚上会比较吵。\n', '短评打分': 5}
{'短评内容': '酒店整体不错，如家还是值得信赖的。在火车站旁边，比较容易能找到', '短评打分': 5}
{'短评内容': '交通特别方便~~~离火车站很近~~环境也不错 ', '短评打分': 5}
{'短评内容': '交通，吃饭都很便利，布置也很小清新', '短评打分': 3}
{'短评内容': '还不错 有WIFI 只是电视机 接收信号不好  ', '短评打分': 5}
{'短评内容': '五一出行,提前订的,真的很不错，里面的设施应有尽有,而且感觉很舒适，价格也还蛮实惠的,服务员态度非常的好,确实有种宾至如归的感觉,强烈推荐一下.', '短评打分': 5}
{'短评内容': '第一次住，总体感觉还不错，挺好的！下次来还会住这里！离武昌火车站不远，挺方便的！', '短评打分': 5}
{'短评内容': '酒店各方面都还不错，服务员比较有礼貌，本来住2天后来又多住了一天 价格也比较合理', '短评打分': 5}
{'短评内容': '地理位置很好，酒店设施、服务员态度都还OK，总体上不错。', '短评打分': 5}
{'短评内容': '嗯嗯，在快捷连锁酒店里，如家比较干净', '短评打分': 3}
{'短评内容': '每周末入住，很好！', '短评打分': 3}
{'短评内容': '总体来说不错！ 干净卫生，服务员态度很好！  下次还会来住！', '短评打分': 5}
{'短评内容': '地理位置还不错。服务很差，我预定的103元单人房，居然给我开出200元的单子，事后连句解释都没有，更别说对不起，这素质很汗颜。。。房间也窄小，隔音差，我是第一次住，这种服务，我以后是不想再住了。', '短评打分': 1}
{'短评内容': '酒店距火车站不远。非常方便，酒店环境还行的', '短评打分': 5}
{'短评内容': '还不错，挺温馨的，服务态度也很好！', '短评打分': 3}
{'短评内容': '相当不错的， 位置很好，附近交通饮食都很方便', '短评打分': 5}
{'短评内容': '很好，就是听说连锁酒店的卫生条件不能放心啊，希望酒店能做好', '短评打分': 5}
{'短评内容': '总体来说不错啊·就是空间小了点·如家的服务方面还是不错的·', '短评打分': 5}
{'短评内容': '这家酒店就是通风条件不太好，有股湿漉漉的水腥味，夹杂着汗味一样，感觉不是特别好。不过一分价钱一分货啊', '短评打分': 5}
{'短评内容': '第一次来长沙，开始比较了酒店看这家网上评价服务不错就来了，谁知道真的是差强人意，我怀疑网上是不是他们自己填的，刚进酒店，前台就向没吃饭一样，板着个脸，说话也没力气，五一刚开始就没尽。晚上要吹风机没有，问她要，说我说没，让我用空调把头发吹干，空调吹头发！，！房间小。无线网速还限制时间，早上退房，5•1日的前台扳着脸没有笑脸，说话声音向蚂蚁。不知道你们店的前台最近遇到都一个个没精神，旅客是旅游的！请严', '短评打分': 1}
{'短评内容': '酒店位置不错，房间很干净，有个大窗户，装修是暖色调，挺喜欢的。', '短评打分': 5}
{'短评内容': '因为开店时间不长，设施都蛮新的，感觉还不错，就是有点小', '短评打分': 5}
{'短评内容': '环境不错，服务员很热情！', '短评打分': 3}
{'短评内容': '前台有一个服务员服务态度很差 真的很差 。。。。', '短评打分': 1}
{'短评内容': '位置不错，环境也好，在长沙来讲性价比很高了。', '短评打分': 3}
{'短评内容': '很好，下次还会住这家酒店，都快成老顾客了', '短评打分': 5}
{'短评内容': '房间很小，但床还算舒服。交通比较方便。总的来说还是不错，可以推荐。', '短评打分': 5}
{'短评内容': '很卫生很干净。服务态度也很好~~~房间虽然有点小，但很温馨！', '短评打分': 5}
{'短评内容': '帮朋友订的，地址位置不错，也比较舒适！！！', '短评打分': 5}
{'短评内容': '如家在此处有好几个店，差点走错了。房间很小，但床还算舒服。交通比较方便。', '短评打分': 5}
{'短评内容': '还不错，虽然最近看到如家的负面消息，但是这家店做的还是不错的，希望能改进，消除负面影响', '短评打分': 5}
{'短评内容': '很好，还有返券哦,经济实惠，作为一个暂时落脚的地方这样的价格确实已经很不错了', '短评打分': 5}
{'短评内容': '房间不大，没洗漱用品，电视看不了。好吧，就这些。', '短评打分': 1}
{'短评内容': '环境不错哟', '短评打分': 3}
{'短评内容': '酒店的交通很方便， 周边公交车很多，打出租很方便，民航酒店就在边上，去机场超方便的，强烈推荐哦', '短评打分': 5}
{'短评内容': '很好的酒店，很合理的价格，建议去长沙的朋友选择此酒店，去机场河旅游景点都非常的方便！', '短评打分': 5}
{'短评内容': '第六次入住，洗漱水量较小，干净整洁。', '短评打分': 3}
{'短评内容': '很干净，舒适，已入住5次，态度也很好。', '短评打分': 3}
{'短评内容': '挺好的 干净 位置也挺好的 以后再来长沙还会来这里住的', '短评打分': 5}
{'短评内容': '住宿条件还行，下次还来', '短评打分': 3}
{'短评内容': '环境不错，服务也很好。', '短评打分': 3}
{'短评内容': '房间有点小，不过还算干净，距离办事的地方很近。所以就连住了几天。。', '短评打分': 5}
{'短评内容': '如家的服务不错，酒店大堂有暖气，很温暖，房间的床很舒服，服务也比较热情，出门就有公交，不错。', '短评打分': 5}
{'短评内容': '刚已入住，爸妈就说挺好的，比有些汉庭的房间还好些，然后又续订了两天呢··干净整洁，不错，如家的感觉', '短评打分': 5}
{'短评内容': '单间房间虽小，但很温馨，整体感觉还不错。', '短评打分': 3}
{'短评内容': '很干净就是房间偏小，没早餐什么的，下次还会选着', '短评打分': 5}
{'短评内容': '房间打扫得很干净，前台态度也很好。很不错', '短评打分': 5}
{'短评内容': '帮助朋友预定的酒店，朋友说：“地理位置比较好，离民航酒店的机场大巴很近。房间太小，不过设施很新、很干净。”', '短评打分': 5}
{'短评内容': '一、房间面积小，但是好处是空调供热快，所以房间很暖和。\n二、床铺很干净、柔软、舒服，尤其是被子很暖和，很厚实。\n三、卫生间的受龙头和淋浴非常棒，水流和水温都很好。\n四、处在交通主干道边上，出行方便。', '短评打分': 5}
{'短评内容': '小，还是比较干净，附近吃饭比较难找，湖南菜，辣！！！', '短评打分': 5}
{'短评内容': '房间看着挺温馨的，不过确实很小…很小', '短评打分': 3}
{'短评内容': '很不错，一个人住很实惠。床两个人睡都够了。地段价格也很超值', '短评打分': 5}
{'短评内容': '这家宾馆很好哇  很舒适  价格相对于其他同品牌的宾馆便宜些  服务也很周到  下次还来这家', '短评打分': 5}
{'短评内容': '如果急着在附近住的话，还是可以，毕竟挂牌价格都不太贵，这个地段随便一个三星的都要200多。\n但是，房子有点小，我住的是123的，加上厕所才10个平方左右，放下床以后每边不到50cm。另外，没有停车的地方，这个地段太难找停车位了。如果方便的话，个人觉得韶山北路那个要好一点。', '短评打分': 5}
{'短评内容': '房间很温馨，周围交通方便，吃的也很难多，离火车站很近。', '短评打分': 5}
{'短评内容': '虽然房间较小，但是设施很新。入住正值冬日还下着淅淅沥沥的雨，进入屋内，打开空调一会就能暖和过来，看来小房间也有好处。入住酒店无非就是洗澡要舒服，然后再美美的睡一觉，这两点在这家如家都能得到解决，洗澡水很好，而且床铺很柔软，被子厚厚的软软的，躲在里面很舒服，这时已经完全忽略了房间的大小。', '短评打分': 5}
{'短评内容': '离火车站比较近，交通也比较方便。个人推荐', '短评打分': 5}
{'短评内容': '可以很干净，下次还住，靠公安厅，安全。就是没早餐早餐', '短评打分': 5}
{'短评内容': '酒店位置不错，1路车通火车站，干净卫生，安静，服务不错，免费借伞、上网，周边燕山路有小吃街，去五一路有家乐福，往东有家润多超市', '短评打分': 5}
{'短评内容': '干净整洁  采光也不错  价格在全国连锁酒店中也算是实惠的  ', '短评打分': 5}
{'短评内容': '很干净…很好…满意…', '短评打分': 3}
{'短评内容': '很好呀，环境很好 服务也很好 主要是热水真的是很给力呀', '短评打分': 5}
{'短评内容': '很不错，经常出差住如家，离火车站近。挺舒适的，床很舒服', '短评打分': 5}
{'短评内容': '很经济，门口就是公交站，去火车站很方便，就是房间有些小。', '短评打分': 5}
{'短评内容': '其实经济型连锁酒店硬件设施都差不多，八一路上还有很多。长沙酒店不提供一次性牙具，如家前台竟然只有一种牙膏，小包装，每只八元，太过分了！', '短评打分': 1}
{'短评内容': '为情人节买单了，昨天酒店无端的涨价30元，说是情人节涨价一天，鄙视如家八一店，据了解，不是所有的如家都涨价，求解释。不过懒得换地方，还是住这家了。', '短评打分': 5}
{'短评内容': '房间比较小，不过一个人住没问题，交通方便，洗澡的热水很冲。', '短评打分': 5}
{'短评内容': '离火车站近，服务也好，很不错。不过上网网速很慢，没有无线网。', '短评打分': 5}
{'短评内容': '整个感觉不错的~ 就是房间太小了，还有返券也没返还~', '短评打分': 5}
{'短评内容': '很好哦。不错不错。。。。。。。。。。。。。。。。。。。就是外面有点吵', '短评打分': 5}
{'短评内容': '房间很舒适，交通便利，自费出差旅游选择不错！', '短评打分': 5}
{'短评内容': '交通比较方便，住的非常舒服，我很喜欢！~', '短评打分': 5}
{'短评内容': '如家的感觉一直很舒适！', '短评打分': 3}
{'短评内容': '这个店比火车站附近的如家要新，墙面没有剥脱现象，里面的设施也很齐全，在省公安厅旁100米左右，很安全，店旁有个小的私人超市，买些个人用品挺方便的（因为店内不提供一次性洗漱用品，一次性洗浴巾提供），虽然临街不过晚上睡觉时把窗关好就不会吵，我是南方人，在冬天入住的，入店前了解了有冷暖空调就很放心，空调也很给力晚上挺暖和的，不足的是周围没有什么吃饭的地方要走到另一条街才能吃饭，且房间真的很小，除了可以放', '短评打分': 5}
{'短评内容': '干净 热水 空调 都好。没的说~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '不错  很温馨 就是房间太小  建议面积稍微大一些', '短评打分': 5}
{'短评内容': '房间虽然小但很精致，很温馨。服务很好，卫生也不错。', '短评打分': 5}
{'短评内容': '很小很小,如果以前没有住过这种快捷联锁的店,可能不会想像中有多么小,反正我是没有往过这么小的,相对于100元的价格已就不值了.', '短评打分': 5}
{'短评内容': '这酒店服务很好，房间干净卫生，只是房间太小了，总的来说很不错的', '短评打分': 5}
{'短评内容': '总体不错，没有一次性洗漱品。', '短评打分': 3}
{'短评内容': '位置很方便，不错，但是在结账的时候，说我把房间的电热壶弄坏了，天哪，电热壶入住的时候就是那样，上面的盖子不好盖，盖不好，最后前台说算了。但是住客进房间不会把你们的每样东西都检查一遍，需要你们的服务员要及时发现。要加以改进才好，不然很耽误客人的时间 和心情。', '短评打分': 5}
{'短评内容': '房间不错，交通方便。离火车站两站路，吃饭购物都方便。不错，推荐。', '短评打分': 5}
{'短评内容': '酒店环境很好，特别是被褥，下次还要住如家', '短评打分': 5}
{'短评内容': '店的外墙查了些，其他很好，下次还会住。交通很方便', '短评打分': 5}
{'短评内容': '太贵\n\n房间很小，距离火车站走路15  30分钟\n\n只有网线没电脑，还不如提供无线wifi。卫生好，设备齐，\n\n就是价格有点高', '短评打分': 1}
{'短评内容': '交通便利，房间虽小但是干净舒适，服务态度也很亲切，总体来说不错', '短评打分': 5}
{'短评内容': '环境好，房间干净简洁，很好的经济型旅馆', '短评打分': 3}
{'短评内容': '单间有窗户，临街有点吵，但很干净，服务质量不错，洗漱用品不是免费的', '短评打分': 3}
{'短评内容': '一如既往住如家。蛮好。就是没有洗漱用品。交通也还方便！', '短评打分': 5}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '长沙八一路店是中国房间面积最小的如家店，窗户外是一片垃圾，臭味冲天，令人恶心。以后不会再住此店了。', '短评打分': 3}
{'短评内容': '环境好，卫生，而且感觉很温馨，有家的感觉。', '短评打分': 5}
{'短评内容': '很好很干净，我住过很多次了，我觉得交通也方便，离步行街和火车站都近，而且周围不是很吵很闹，适合居住。支持一下！~', '短评打分': 5}
{'短评内容': '性价比很好', '短评打分': 3}
{'短评内容': '环境很好，交通便利', '短评打分': 3}
{'短评内容': '如家的风格我还是很喜欢的，位置也不错，交通方便，就是前台服务员交班没有交接好。其他还不错........................', '短评打分': 5}
{'短评内容': ' 比较温馨', '短评打分': 3}
{'短评内容': '如家给我的印象一直很好，这次房间虽然不大但是设施依然很齐全，住起来很舒服。', '短评打分': 5}
{'短评内容': '酒店位置好，交通方便，离火车站很近，房间干净温馨舒适，感觉不错。', '短评打分': 5}
{'短评内容': '不错，交通非常方便，离商业区也很近，就是停车位没有，但是对门有个机关大院，十块停一晚，非常安全', '短评打分': 5}
{'短评内容': '酒店真的很干净，不过有些缺点，宽带速度不快，靠路边的房比较吵。', '短评打分': 5}
{'短评内容': '在长沙旅游，这是第一次住的如家，本来看房价只有130多，以为房间条件不好，结果一进门，发现真的有家的感觉，床单是很可爱的粉红色，一切设备都很新，电视机是液晶电视哦~~爱上如家了！', '短评打分': 5}
{'短评内容': '*没有餐厅，电视还有问题。', '短评打分': 3}
{'短评内容': '地理位置不错，去火车站很方便，周边吃东西也方便，很卫生，价格不贵，就是房间有点小。', '短评打分': 5}
{'短评内容': '环境温馨，设施齐全，前台的服务态度让人很舒服。下次旅行就选如家，顶一个', '短评打分': 5}
{'短评内容': '很干净，就是有点小。电视也是液晶的。位置还比较方便。', '短评打分': 3}
{'短评内容': ' 酒店环境不错很温馨，服务特别好，位置也不错，离火车站很近，走路10分钟就到，周围什么都有，很方便', '短评打分': 5}
{'短评内容': '店不大但服务很好,干净,价格合理,是住过的如家酒店里感觉较好的,离火车站很近,交通很方便,下次来长沙还会选择住这里!\u3000\n', '短评打分': 3}
{'短评内容': '交通很方便，服务人员态度也很好，但是房间有点小，可能经济型酒店都这样吧。总体来说是不错的。', '短评打分': 5}
{'短评内容': '房间还是如家一贯的风格，不过房间有点小，采光也不是很好。总体来说还是不错的。', '短评打分': 5}
{'短评内容': '还不错，第一次入住，觉得前台的服务员很热情有亲和力！~', '短评打分': 5}
{'短评内容': '已经入住远大一路53号如家,服务很好赞一下', '短评打分': 3}
{'短评内容': '还Ok 有的房间太小', '短评打分': 3}
