{'短评内容': '。。。。。。', '短评打分': 5}
{'短评内容': '环境的确很安静的，已经多次入住了，很好！', '短评打分': 3}
{'短评内容': '＋房间不大比较干净安静很喜欢', '短评打分': 3}
{'短评内容': '位置不错', '短评打分': 3}
{'短评内容': '在七天后面，算是有些尴尬。环境还不错。交通也还便利。十年特惠房算很划算的。\n', '短评打分': 5}
{'短评内容': '虽然房间有点小，位置有点难找到，\n但是床单，卫生间等很干净，酒店设施也好，酒店服务员态度很好，很有礼貌，\n价钱也比较划算，\n推荐一个~~~', '短评打分': 5}
{'短评内容': '住过都不知道多少次，服务好，位置方便，安静。就是房间比较小，不过一个人也无所谓了。餐厅可提供中晚餐，现在很多如家都取消了，这个还不错。', '短评打分': 5}
{'短评内容': '老顾客，服务很好。。就是房间毛巾旧了点。。', '短评打分': 5}
{'短评内容': '环境服务都挺不错的，隔音效果太差，再就是房间太小了。', '短评打分': 5}
{'短评内容': '原来在巷子里，房间有点小', '短评打分': 3}
{'短评内容': '这是第二次入住这家店了,生意挺火爆!房间不大,没配吹风机稍有不便,周围吃饭比较方便', '短评打分': 3}
{'短评内容': '已经不是第一次入住这家酒店了，虽然有点难找，但环境很不错，非常的安静！', '短评打分': 3}
{'短评内容': '不错，第二次住，感觉还是很好。但标准间和单人大床房怎么是一样大的房间呢，钱却要多花，感觉有点不爽', '短评打分': 5}
{'短评内容': '屋子太小了，过道就能走个人，蜗居。设施也不行，电视是大屁股的，马桶按钮也有问题，这家如家不咋地，可能就地段好点。', '短评打分': 1}
{'短评内容': '空调有点吵，其他的还好.exe.exe.exe', '短评打分': 5}
{'短评内容': '在铁路桥旁边但没想到还挺安静的氛围很好虽然周边设施不怎么齐全这个价格也还公道了', '短评打分': 5}
{'短评内容': ' 环境不错 舒服！', '短评打分': 3}
{'短评内容': '床舒服，水不要钱，冬天住最合适，因为房间不大，热的快！哈哈', '短评打分': 5}
{'短评内容': '相比起其他老牌连锁酒店，我觉得如家还是非常不错的，主要是床比较舒服！水也不要钱！尤其今天住的特价房，很实惠！', '短评打分': 5}
{'短评内容': '房间不大，不过床很大，室内卫生条件不错，室外就不行了，如家大门正对着就是一垃圾堆。特价房间是在一楼，135-30还是很合算的，而且很安静', '短评打分': 5}
{'短评内容': '感觉还行，蛮安静的', '短评打分': 3}
{'短评内容': '酒店价格不错，服务不错，在武汉武昌中心里汉阳汉口都不远，比较推荐', '短评打分': 5}
{'短评内容': '在一楼 感觉不是很好 但总的来说还不错 这个价格很便宜了', '短评打分': 5}
{'短评内容': '除了位置有点难找这个缺点外其余都挺好的，大厅的接待人员，双人间的环境布置，硬件上的齐备都令我们很满意 ', '短评打分': 5}
{'短评内容': '其它都好，就是房间太小。', '短评打分': 3}
{'短评内容': '帮朋友订的，说有点差。不过135还返回券，价格应该是很实惠了。。。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '住的很舒服，房间很干净！很棒！', '短评打分': 3}
{'短评内容': '酒店环境还不错，工作人员态度不错，路过都会打招呼，可惜房间比较小', '短评打分': 3}
{'短评内容': '地理位置不错，门口时就大东门公交站，走几分钟就是傅家坡客运站，交通方便，环境也很舒适，服务人员态度都很好。就是老是没有吹风机用，上次来住的时候借吹风机，让我快点还，说只剩一个了，怕别人要用，这次直接都借完了。总体不错，以后还回来。', '短评打分': 5}
{'短评内容': '干净卫生，交通便捷！\n推荐！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '干净，卫生！！！\n值得推荐！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '抽风机很不错，衣服一晚无论多厚都干，给力，就是房子有点小。一楼没有防盗网。', '短评打分': 5}
{'短评内容': '总体来说还不错，保洁员非常敬业挂了勿打扰的牌子晚上去吃饭还主动打扫了...', '短评打分': 5}
{'短评内容': '环境很好，但是有窗和没窗是一样的。没有电梯住在楼层高一点的有点累。', '短评打分': 3}
{'短评内容': '房间有点点小，不过服务态度很不错。打扫也很及时', '短评打分': 5}
{'短评内容': '交通很方便，往付家坡车站及武昌火车站都很方便，出门不远就是公交车站\n如家的服务自然没的说', '短评打分': 5}
{'短评内容': '就是房间有点小，第一次住如家的酒店，感觉还不错', '短评打分': 5}
{'短评内容': '不错，挺干净卫生的，比较温馨。就是在小巷里面一点，乍一看还不好找，一如既往支持如家', '短评打分': 5}
{'短评内容': '房间虽然小点还是比较卫生，交通比较方便，总体上还是比较实惠的\n就是房间的空调有异味，很难闻的', '短评打分': 5}
{'短评内容': '酒店在小巷里面，但位置其实要比大东门一店还要方便；房间小，干净。', '短评打分': 5}
{'短评内容': '還不錯,比較實惠~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店很干净，服务员态度也很好，门口就有公交站，出行很方便，总之是一家很不错的店', '短评打分': 3}
{'短评内容': '房间还不错，就是晚上有点吵人，醒了好几次。', '短评打分': 3}
{'短评内容': '虽然离火车站不是想象中那么近，但是很实惠', '短评打分': 5}
{'短评内容': '环境尚可，比较安静，其他还好', '短评打分': 3}
{'短评内容': '还是比较喜欢如家的，不管哪里的如家都还不错的', '短评打分': 5}
{'短评内容': '酒店卫生与服务不错。就是象我住的601房浴室没有玻璃隔断，只有布帘子。再就是缺个行李架，箱子没地方放。', '短评打分': 3}
{'短评内容': '比较实惠，就是偏僻了点，旁边没什么吃饭的地方！', '短评打分': 5}
{'短评内容': '酒店很干净，也很安静，在一个巷子里，有点不好找，周边小吃很多，总的来说不错。', '短评打分': 5}
{'短评内容': '房间也太小了吧！！！', '短评打分': 3}
{'短评内容': '可以，蛮安静', '短评打分': 3}
{'短评内容': '地方太偏，不好找，没有电梯。但房间特别干净，而且服务态度好.', '短评打分': 5}
{'短评内容': '好，，很温馨，很干净，，不过有个灯坏了一直闪，，不过不影响这是一家好店', '短评打分': 5}
{'短评内容': '位置有点不好找，隔音不太好，但整体不错，干净，服务好！', '短评打分': 5}
{'短评内容': '如家武昌大东门二店感觉还不错，很安静，除了隔音有点不是很好，其他的都感觉不错，下次可以继续入住', '短评打分': 3}
{'短评内容': '酒店服务很好，就是离火车站比一店要远一些，不过也能接受，步行就二十分钟吧。', '短评打分': 5}
{'短评内容': '还可以，对得起这个价格，比较干净，交通便利。不过周围的环境差了点，房间有点小，而且我住的两早上都停水，不知是为了节约还是主管道的问题，希望下次不会出现这种情况。', '短评打分': 5}
{'短评内容': '在巷子里，不过可以打电话问前台怎么走，交通方便，装修挺新的，感觉还不错，会推荐的~不过这个点评字数有点要求多了......', '短评打分': 5}
{'短评内容': '房间没有标明的那么大，小很多，服务质量一般，房间里的杯子有灰尘，·····························', '短评打分': 1}
{'短评内容': '还可以，对得起这个价格，周围的环境差了点，晚上不适合外出。比较干净，有点小，还可以，对得起这个价格，周围的环境差了点，晚上不适合外出。比较干净，有点小', '短评打分': 5}
{'短评内容': '第一次住如家，房间小价格低，布置简单，但还比较温馨的说。经济型酒店也就这样了，跟汉庭七天比，有自己的特色。', '短评打分': 5}
{'短评内容': '房间有点小  服务不错  因为在巷子里   生意比别的分店便宜些\n房间有点小  服务不错  因为在巷子里   生意比别的分店便宜些\n房间有点小  服务不错  因为在巷子里   生意比别的分店便宜些', '短评打分': 5}
{'短评内容': '很好的一家店，在主干道上，离武昌站也很近，去哪里都挺方便的', '短评打分': 5}
{'短评内容': '住的大床房，房间有点小，但可以接受。特点是在居民区内，很安静，偶尔有火车经过的声音，可以接受。处于武昌的交通要道武珞路，出行很方便，位置其实还很好找的，公交到大东门站，的士的话告诉师傅在长春观前桥和铁路桥之间的武珞路三巷，从傅家坡车站往铁路桥方向走，过铁路桥就到，我提着行李走到傅家坡车站走路五分钟而已。', '短评打分': 5}
{'短评内容': '热情服务！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境还不错，服务还不错，卫生服务很好，就是空间有点小，', '短评打分': 5}
{'短评内容': '挺不错的，如家全国都是一个风格，我喜欢如家的感觉，下次还会住', '短评打分': 5}
{'短评内容': '下午入住的，休息了一下，感觉周围是居民区，比较安静，休息的还好。', '短评打分': 3}
{'短评内容': '位置脏乱差，房间极小，一股霉味，有损如家的形象。可能如家就这形象，我第一次住，下次不会了。', '短评打分': 1}
{'短评内容': '还行吧，来试试就知道了，不来不会知道的。你们懂得', '短评打分': 5}
{'短评内容': '还行，不多，可以来试试，床很硬，其他还好', '短评打分': 5}
{'短评内容': '总体还不错，就是位置不太好找，卫生间有点小', '短评打分': 3}
{'短评内容': '酒店里面的大床房间还可以。另外，酒店里面也没有那种潮湿的味道。', '短评打分': 5}
{'短评内容': '住过好多次，这次入住有很多按摩色情卡片塞进门缝，图片内容不太文明，少儿不宜。', '短评打分': 5}
{'短评内容': '住了两次了！这次住房间太小了！不是很隔音！', '短评打分': 5}
{'短评内容': '地理位置太差，晚上入住好有点怕，服务也不太好', '短评打分': 3}
{'短评内容': '太偏了，小路进去，环境还算干静，但酒店马路上就不行了，我应该不会再去', '短评打分': 1}
{'短评内容': '环境一般  价格适中  就是有火车 稍微有点吵', '短评打分': 5}
{'短评内容': '还行。。应该还可以的，你们去试试，我也说不清的', '短评打分': 5}
{'短评内容': '离武昌火车站不是很远，对于刚从武昌站下车的来说，可以提供选择。二店没有一店那么好，在一个小巷子里，总体环境还凑活，但是地板的味道很重，前台接待有说是早上刚换的地板。早上一早就有小孩在跑来跑去的吵，这点对酒店管理不是很满意。', '短评打分': 5}
{'短评内容': '房间很舒服，但是周围环境不太好…', '短评打分': 3}
{'短评内容': '就是地方有点偏，呵呵，住的环境还可以，11111', '短评打分': 5}
{'短评内容': '如介绍所说 距离傅家坡车站很近 交通很方便', '短评打分': 5}
{'短评内容': '位置好，服务热情，干净整洁，下次还会住在那里', '短评打分': 5}
{'短评内容': '交通便利，服务良好，值得一住', '短评打分': 3}
{'短评内容': '还可以，设施比较全', '短评打分': 3}
{'短评内容': '这个如家的双人间会让您有进了黑店的感觉。', '短评打分': 1}
{'短评内容': '这家酒店直接改变了我对如家的一贯好印象，见过烂的，没见过这么烂的。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '地段不错，离傅家坡汽车站很近，还是蛮干净的，房间也比较多。', '短评打分': 5}
{'短评内容': '＋不错，还行。', '短评打分': 3}
{'短评内容': '蛮宽的。', '短评打分': 3}
{'短评内容': '帮同事预订的，武汉的酒店基本都是比较一般般的，差不多', '短评打分': 5}
{'短评内容': '嘿嘿 ，还不错的酒店！                    ~~~~~~~~~~~~~~~~       \n                      ', '短评打分': 5}
{'短评内容': '方便快捷，早餐一般，离武昌火车站较近，赶车方便。', '短评打分': 5}
{'短评内容': '周围环境不太好,就是感觉位置还行,所以每次来就住这里了.', '短评打分': 5}
{'短评内容': '如家快捷酒店（武汉大东门二店）地理位置还可以，不在主街上，离傅家坡车站确实不远。 ', '短评打分': 5}
{'短评内容': '地理位置非常好，离傅家坡车站走路10分钟之内！\n', '短评打分': 5}
{'短评内容': '地理位置非常好，离傅家坡车站走路10分钟之内！', '短评打分': 5}
{'短评内容': '房间卫生条件较好,位置离付家坡车站步行5分钟,美中不足房间太小,小的有些无法忍受.', '短评打分': 3}
{'短评内容': '里面还行，外面太乱！外面好像是在装修，以后应该不会去了。', '短评打分': 1}
{'短评内容': '环境安静，交通方便，房间小些', '短评打分': 3}
{'短评内容': '酒店还算干净,房间较小,但是作为一家全国连锁酒店,在春节期间大幅涨价,让人有被宰的感觉,象到了黑店一般,辜负了我对如家的信任', '短评打分': 1}
{'短评内容': '入住的第二天，洗澡的热水变成了温水，而武汉的天气刚好转冷，真是杯具！问服务员，回答是：洗澡的客人多了，所以热水不够。前台服务员服务态度不错，入住和退房手续都很快，如果对当地的情况了解得更多就更好了。', '短评打分': 1}
{'短评内容': '其实就在路边进去一点，但是打车的时候出租车司机直接送到了大东门一店，还好距离很近。一贯的如家风格，隔音效果很一般，还挺温馨的。', '短评打分': 5}
{'短评内容': '如家洒店环境不错,服务也很不错,下次我还住那儿.', '短评打分': 3}
{'短评内容': '房間設備很新又有網路可用,前台服務也很好,除了房間不大,位置不是很好找之外,其他都很不錯', '短评打分': 5}
{'短评内容': '挺安静的，服务态度很好。', '短评打分': 3}
{'短评内容': '服务很好 出火车站右转上武珞路 约行100米记到 途中回路过如家快捷大东门一店 别混淆了', '短评打分': 5}
{'短评内容': '房间环境还不错，就是网速限制的太厉害了，只能到70多K。', '短评打分': 5}
{'短评内容': '＋服务，房间都很好，唯一的不足是位置不好找，很多出租车司机都不知道怎么走。', '短评打分': 3}
{'短评内容': '酒店还不错,安静,也很干净,服务态度也好。就是位置有点不好找', '短评打分': 3}
{'短评内容': '交通方便,经济实惠,周围环境较差,不太好找.', '短评打分': 5}
{'短评内容': '交通便利价格合理但停车不是很方便因为在小胡同里面', '短评打分': 5}
{'短评内容': '环境不不错，就是地方偏了点，有点难找，房子也小了点，交通比较方便，价格还合适，室内装修感觉比较新，不会给人陈旧的感觉', '短评打分': 5}
{'短评内容': '价格合理交通便利', '短评打分': 3}
{'短评内容': '内部环境不错,前台服务也很好,距离火车站和客车站及黄鹤楼很近,交通方便.唯一不足的是楼层没有电梯.', '短评打分': 5}
{'短评内容': '交通还算方便，离火车站1，2站路样子，服务人员态度不错，房间不太隔音', '短评打分': 5}
{'短评内容': '喜欢如家一贯的干净 温馨 住起来放心 就是房间有点窄', '短评打分': 5}
{'短评内容': '位置方便，房间也比较干净，靠近付加坡，就是房间小了点', '短评打分': 5}
{'短评内容': '酒店很不错，房间硬件挺齐全的，服务很好，卫生条件不错，干净整洁，住宿条件挺好的', '短评打分': 5}
{'短评内容': '位置不错，价钱实惠，就是附近的环境差了点，都是很老的房子', '短评打分': 5}
{'短评内容': '服务好，周围环境一般，打火车还方便，房间有点小', '短评打分': 5}
{'短评内容': '如家快捷酒店环境好干净清洁,宁静,硬件不错,服务员工作到位!', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '很好的酒店！位置 服务都不错 ，还有停车场', '短评打分': 5}
{'短评内容': '房间是蛮大的，也很干净，服务也不错，就是周边的环境实在是不咋的。', '短评打分': 5}
{'短评内容': '的确不错.服务很周道', '短评打分': 3}
{'短评内容': '这个酒店离付家坡车站步行5分钟,酒店稍微有点难找啦.\n价格不高,还是蛮划算的', '短评打分': 5}
{'短评内容': '交通便利，但在里巷，但有停车位，早餐很难吃。', '短评打分': 5}
{'短评内容': '总体感觉房间还可以，卫生挺干净的，服务不错，住宿环境还好', '短评打分': 3}
{'短评内容': '又一次住了这个如家，服务一流，房间比较大，但是离火车站比较近，很多出租车步送，你可以步行，或者座2站公交车', '短评打分': 5}
{'短评内容': '如家的标准服务，居然是我住的所有如家里面最大的标准间！不过外面环境比较脏，在一个巷子里面！', '短评打分': 5}
{'短评内容': '房间有点小,但是挺干净,服务也不错,房间电话声音有点小.其他OK.', '短评打分': 5}
{'短评内容': '干净，房间还可以，价格比较适中，就是来的时候大桶水过期了，后来和总台联系后，给换了', '短评打分': 5}
{'短评内容': '刚进如家，真的像到家的感觉。虽然房间有点小，但干净卫生。特别是那粉红色的被套，给人特别温馨的感觉……下次去武汉，我还入住如家快捷酒店（武汉大东门二店）', '短评打分': 5}
{'短评内容': '出行方便，环境也还好，就是隔音效果实在不怎么样', '短评打分': 5}
{'短评内容': '离火车站大约2站的距离，前台服务不错，房间还挺大，但电源插座太少，隔音不太好', '短评打分': 5}
{'短评内容': '位置不错，房间也比较大，唯一缺点就是窗户开在走廊上面，隔音不太好', '短评打分': 5}
{'短评内容': '离傅家坡长途汽车站很近，走路不用10分钟，周边环境很乱，在胡同里。餐厅还不错，做菜的口味挺正宗。旁边100米的大东门一店环境好多了，建议可以选一店。', '短评打分': 5}
{'短评内容': '+性价比还可以,就是房间有点小,简餐一般', '短评打分': 5}
{'短评内容': '总体欢迎不错，不过有人散发小广告，希望能够注意一下', '短评打分': 3}
{'短评内容': '此洒店位置还可以，很安静，离汔车站，火车站很近。', '短评打分': 5}
{'短评内容': '好，虽然地理位置不是很好找 ，但是还是不错的，安静舒适的环境。', '短评打分': 3}
{'短评内容': '不好找，吃饭不方便。\r\n如果行李不多，离机场大巴和武昌车站可以走走，如果行李多，那就是不怎么方便了。', '短评打分': 3}
{'短评内容': '酒店安全防盗措施还行，有一个卡控防盗门。就是房间小了点，其它各方面都还行。交通出行也很方便，推荐朋友们可以住一住。', '短评打分': 5}
{'短评内容': '房间是以前老的单位办公楼改装的，没有地毯，一般化，交通比较方便，便宜，适合短时间住，长时间在那儿住肯定会不爽的。', '短评打分': 5}
{'短评内容': '设施和服务还不错，已经多次入住该酒店，值得推荐', '短评打分': 5}
{'短评内容': '地理位置还不错  逛街很方便  非常支持 推荐朋友入住', '短评打分': 3}
{'短评内容': '还不错，就空间小了点~其他都还好~~~~~', '短评打分': 5}
{'短评内容': '总的来说还是不错，就是在小巷里面，比一店安静，但是不如一店方便，以后应该还会入住！', '短评打分': 5}
{'短评内容': '在主干道的小巷子里，不过有停车位，不错，干净交通方便', '短评打分': 5}
{'短评内容': '前台的服務還是挺不錯的，就是位置不顯眼，在小巷裡，周邊環境不太好～比較臟～但住宿環境還行～房間有點小，但是一算乾淨舒適的～', '短评打分': 5}
{'短评内容': '住过无数次，，感觉很习惯，卫生条件很好，也比较安静，已经习惯住这了！', '短评打分': 3}
{'短评内容': '价格还可，服务还可以。出行不方便，差了一点！', '短评打分': 1}
{'短评内容': '这个酒店房间很干净，住的很舒服，下次还会住', '短评打分': 5}
{'短评内容': '设施还不错，感觉挺好的，已经多次入住该酒店', '短评打分': 3}
{'短评内容': '我住了两天半,为何只按两天计算积分?服务和房间条件还可以,周围环境条件差点.', '短评打分': 3}
{'短评内容': '一如既往，还那样！——————为啥非要20个字？', '短评打分': 5}
{'短评内容': '地方不难找 但是周边环境比较差 房间蛮小的 一切都只能用一般来形容', '短评打分': 5}
{'短评内容': '距离火车站的确不远，就在傅家坡附近，条件还可以地理位置有点偏，差点没发现！', '短评打分': 3}
{'短评内容': '宾馆设施和卫生都还挺不错的。温馨，性价比高。', '短评打分': 5}
{'短评内容': '还行。向客户推销如家会员卡的做法不妥。房间卫生、服务等还不错，就是有点偏，不好找。', '短评打分': 5}
{'短评内容': '还好,有点偏,难找,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,', '短评打分': 5}
{'短评内容': ' 很满意', '短评打分': 5}
{'短评内容': '卫生还不错，干净，就是位置不打好找，比较隐蔽，服务也还行。', '短评打分': 5}
{'短评内容': '离傅家坡长途车站很近，除了房间稍小，显得有点拥挤外，其他都还不错。', '短评打分': 5}
{'短评内容': '和所有的如家一样，温馨，性价比高。\r\n唯一不好的是，在一个小巷子里，不好找！', '短评打分': 5}
{'短评内容': '位置有点偏,在小巷子里,感觉安全性不够好~当然啦,纯属个人感觉.离车站很近很方便', '短评打分': 5}
{'短评内容': '酒店很好，交通便利，环境安静，服务不错。非常值得推荐！', '短评打分': 3}
{'短评内容': '没找到2店，只有住在大东门一店，房价比较偏高，感觉还是7天干净些', '短评打分': 5}
{'短评内容': '房间宽敞，卫生干净，前台服务态度很好，出了傅家坡往永和豆浆的方向走几分钟就到了', '短评打分': 3}
{'短评内容': '本月连续入住两次，服务位置都不错，有机会一定再次选择。\r\n值得推荐！', '短评打分': 3}
{'短评内容': '本月连续入住两次，服务位置都不错，有机会一定再次选择。\r\n值得推荐！', '短评打分': 5}
{'短评内容': '房间比较小，周围环境不怎么样，但是交通比较方便，其他都一如既往！', '短评打分': 3}
{'短评内容': '性价比很高，2号楼房间很好，大床房的床好大啊，卫生一如既往的干净', '短评打分': 5}
{'短评内容': '房间有点小，外部环境看起来有些乱。不过前台服务态度很好，办理了张会员卡，还送了我4张餐劵。比较舒适，在这个价位来看已经是相当不错了~\r\n位置还比较好，交通便利，推荐入住！', '短评打分': 5}
{'短评内容': '这家店性价比很好。房内物品新。住起来感觉挺好。', '短评打分': 5}
{'短评内容': '离火车站很近，坐公交两站地，其他就不用说了都还行说说缺点吧，房间太小了，有点紧凑感，另外酒店所在外置的周边环境比较差，我这点反感挺大的，其他都还行！', '短评打分': 3}
{'短评内容': '离火车站很近，坐公交两站地，其他就不用说了都还行说说缺点吧，房间太小了，有点紧凑感，另外酒店所在外置的周边环境比较差，我这点反感挺大的，其他都还行！', '短评打分': 1}
{'短评内容': '环境安静利于夜间休息，有餐饮服务，性价比高。推荐！！！', '短评打分': 5}
{'短评内容': '环境设施都很好，只是酒店的位置偏僻点，找了好久！', '短评打分': 5}
{'短评内容': '地方有点偏，不好找。房间隔音效果不是太好。人员服务挺好', '短评打分': 5}
{'短评内容': '位置还可以,就是房间太小了.还有隔音不是太好.', '短评打分': 5}
{'短评内容': '酒店地址不错，出行比较方便，环境还可以。', '短评打分': 3}
{'短评内容': '总体来说，这个酒店的价位有点高。房间空间很小。', '短评打分': 5}
{'短评内容': '很不错 就是有点偏僻 不太好找       ', '短评打分': 3}
{'短评内容': '不怎么好找 环境还不错 和一般的如家一样 干净便捷', '短评打分': 5}
{'短评内容': '第二次来了，还是忘记在哪里，是有点偏，门口有个站点，我忘记是哪路车的了，不过要是标注地点的时候标注一下是什么车的哪个站点就更好找了，卫生很好呢，很干净，大床房真是舒服啊，卫生间也很干净，很亮堂，不过好像不送早餐，12元一位吧，也不错，推荐这里', '短评打分': 5}
{'短评内容': '性价比很高', '短评打分': 3}
{'短评内容': '周围的环境太糟 都是泔水味道 夏天都能熏晕人', '短评打分': 3}
{'短评内容': '这是我住过如家最差的', '短评打分': 1}
{'短评内容': '酒店外面环境太差，给人最初印象感觉象路边小旅社一样。酒店内部还是保持如家的风格及服务。', '短评打分': 5}
