{'短评内容': '还不错 性价比挺高', '短评打分': 4}
{'短评内容': '位置很好，房间比较小，还算比较干净，晚上睡觉比较安静。', '短评打分': 5}
{'短评内容': '交通很方便，附近餐馆也很多，不过房间有点小，设施比较旧，房间里没有烧水壶太不方便了', '短评打分': 3}
{'短评内容': '位置很好，搭车很方便', '短评打分': 3}
{'短评内容': '还可以，交通挺方便的。不过房间灯管坏了，说暂时没法修。', '短评打分': 5}
{'短评内容': '房间比较小，设施一般，但交通方便，服务也还行。', '短评打分': 5}
{'短评内容': '环境一般，装修有点旧，屋里面潮气味道比较大，空间也不算大', '短评打分': 1}
{'短评内容': '还可以，还可以，还可以，还可以，还可以，', '短评打分': 5}
{'短评内容': '房间卫生干净，交通方便，生活饮食便利，是个不错的选择。', '短评打分': 5}
{'短评内容': '宾馆还不错，有点难找，但是住到这出行很方便。', '短评打分': 3}
{'短评内容': '房间小，但还算干净，交通方便', '短评打分': 3}
{'短评内容': '暑假到北京旅游，入住酒店，交通方便，地理位置优越，酒店环境不错，值得入住！', '短评打分': 5}
{'短评内容': '房间比想象的点小，不过还行，服务不错。提个小建议，我是晚上十点入住的，退房时必须在每天下午的两点以前，因为我是下午六点的车，想在酒店多待一个小时，跟服务台商量延长一下时间，但必须交一百块钱。没办法，只得交钱。像这种情况不能宽松的对待一下。', '短评打分': 5}
{'短评内容': '离北京工商大学很近就在旁边，但这是个小宾馆改名的酒店，设施老旧，环境还算安静，在一个小区里面，不过房间太阴暗潮湿了，隔音很差，厕所一直滴滴答答，还是楼上传来的声音，算是凑合了一晚上，199不划算这环境，也就值99！', '短评打分': 1}
{'短评内容': '  己入住。', '短评打分': 3}
{'短评内容': '地理位置不错，房间虽然不算很大，但经济实惠。', '短评打分': 5}
{'短评内容': '交通还比较方便，四周也是便利店，靠近公主坟了，房间设施还行，但是挺干净的，床也很大~', '短评打分': 5}
{'短评内容': '虽然房间有些小了点，餐厅的饭菜品种少了点，但总体来说是个物美价廉的酒店！  ', '短评打分': 5}
{'短评内容': '地理位置挺方便地，第二天要去304办事，所以选择这里，各个方面都还不错，满意', '短评打分': 5}
{'短评内容': '方便干净服务好，交通非常便利，价格非常实惠', '短评打分': 5}
{'短评内容': '性价比较高 房间有点小有点旧 总体还是干净的该有的东西都有 上网速度虽然不稳定也还是可以了 不过以前有送早餐券现在没了 服务态度还行', '短评打分': 5}
{'短评内容': '酒店位置在小区里,不太好找。电视台多,很好。一楼房间地上潮 ', '短评打分': 3}
{'短评内容': '还不错，比较方便，环境还算干净，服务态度也不错。', '短评打分': 5}
{'短评内容': '从4月27日开始，入住3天，房间温馨干净，隔音效果很好，洗手间里还有备用的刷牙杯子，这个是很值得一提的。总之，住的很好，给予好评！', '短评打分': 5}
{'短评内容': '好家得快捷连锁酒店（北京天缘惠达店)酒店环境很好，干净卫生。服务人员态度很好，下次还住这里。', '短评打分': 5}
{'短评内容': '总体能接受，地方有点儿难找。其他对于我这种不太讲究的都还成，卫生间有点儿小，其余都还行。周边交通很方便，吃的东西也不少', '短评打分': 3}
{'短评内容': '还算安静，在居民区里，就是房间小，设施陈旧。', '短评打分': 5}
{'短评内容': '条件不错，不在街边，很安静', '短评打分': 3}
{'短评内容': '环境一般，价格实惠，如果要求不高可以入住，地方有些难找', '短评打分': 5}
{'短评内容': '地点有些难找，在小弄堂里，价格实惠，设施一般。', '短评打分': 5}
{'短评内容': '室内室外环境都不好，屋子极小，被子很脏，带着黄色的印痕。', '短评打分': 1}
{'短评内容': '位置距离北京工商大学很近,位于家属区内,有早餐,房间隔音特别差 考试学生不宜住 ', '短评打分': 3}
{'短评内容': '房间太小，入住人员比较杂', '短评打分': 3}
{'短评内容': '酒店地理位置优越，交通便利，尤其是沐浴不错，下次再来!', '短评打分': 3}
{'短评内容': '设备简陋、电视信号差、无空调使用电暖气、不包早。', '短评打分': 3}
{'短评内容': '优点是安静，缺点是房间太小', '短评打分': 3}
{'短评内容': '价格实惠，设施齐全，房间物品较旧，有餐厅、有停车场，比较方便。', '短评打分': 5}
{'短评内容': '很温馨，热水很好，比较干净，可以上网，酒店房间虽然不大，但停车场却可以免费停车，实惠。', '短评打分': 5}
{'短评内容': '酒店不错，比较安静，地处三环旁，四周小区环绕，交通方便，安静舒适\n关键是离握住的地方很近，早餐很丰盛，帮朋友定的，他们都很满意，以后来个亲戚朋友就这里了，呵呵\n关键一点，价格合理，给大家推荐', '短评打分': 5}
{'短评内容': '房间很好', '短评打分': 3}
{'短评内容': '经济实惠，房间虽小，但酒店应该有的都有了，性价比很高', '短评打分': 5}
{'短评内容': '与隔壁不隔音，说话都听的特清楚', '短评打分': 3}
{'短评内容': '第二次入住 洗澡很舒服 水很大 24小时热水 现在还有早餐 虽然饭菜一般 但是很贴心', '短评打分': 5}
{'短评内容': '在北京能找到这样的地方已经不错了，价格还便宜，还有早餐。', '短评打分': 5}
{'短评内容': '很干净很安静，很不错', '短评打分': 3}
{'短评内容': '酒店不是很好找 在胡同里 条件也不是很好 网速不是很快 对于在北京工商考试的考生来说走的话不近。。  ', '短评打分': 1}
{'短评内容': '交通便利.又来住了.', '短评打分': 3}
{'短评内容': '房间有点小，电视有些台收不到，但无其他大问题，热水很给力，暖气也给力，网速有点慢，经常掉和断网，', '短评打分': 5}
{'短评内容': '酒店很舒适.交通便利.', '短评打分': 3}
{'短评内容': '还不错，与价格相适应，位置也不错', '短评打分': 3}
{'短评内容': '酒店位置挺好的，离中央电视塔很近，门口的公交车很多，出行方便。', '短评打分': 3}
{'短评内容': '很不错，性价比高，只是房间隔音太差了点，需要自佩耳塞，总体上，推荐！', '短评打分': 3}
{'短评内容': '一段时间以来去北京出差一直选择住在该酒店，性价比蛮高的', '短评打分': 5}
{'短评内容': '小地方感觉不错，平安夜和女朋友在北京玩住的，嘿嘿，有查点的暖气和矿泉水，不错不错！', '短评打分': 5}
{'短评内容': '酒店不错，价位比较合理，设施还算可以，下次还住。', '短评打分': 5}
{'短评内容': '很实惠啊', '短评打分': 3}
{'短评内容': '      一般吧，但服务挺速度的。下次还能去看看把', '短评打分': 5}
{'短评内容': '服务还不错，但是地方比较难找，而且不是很干净。附近的公交方便。', '短评打分': 1}
{'短评内容': '酒店交通很烦方便，房间卫生条件很好，价格合理，性价比高。', '短评打分': 5}
{'短评内容': '安静，环境好。服务态度可以，住的和用的都挺方便。', '短评打分': 5}
{'短评内容': '房间太小…………卫生情况一般……性价比不高！', '短评打分': 1}
{'短评内容': '前台服务很好。卫生条件、热水都不错。\n房间之间隔音不太好。', '短评打分': 5}
{'短评内容': '这里的环境挺舒服，很安静，是我要找的酒店。', '短评打分': 3}
{'短评内容': '水挺好，毛巾干净，好像是新的。但是床单不是每天换，建议改进。', '短评打分': 5}
{'短评内容': '差', '短评打分': 3}
{'短评内容': '根据自己的目的地来讲，交通是便利的。服务上，有待进一步提高，比如，有时候房间里卫生纸没有放啦、电蚊香片放少了什么的等，服务应及时到位。自助式早餐，5元一位，还不错。另外，就是，房间布局有点拥挤，这个价位199元的标间，有点贵了。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '交通便利，算是闹中取静，不熟悉北京地形不太好找。前台的服务员包括大堂经理服务有待提高。房屋条件嘛，还对得起这个价格。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '这里离西客站很近，可惜北京下暴雨，打车很久才能搭上。很快就到了。位置很方便，设施也齐全。朋友住在这里，评价不错。下次还会安排这里。', '短评打分': 5}
{'短评内容': '价格适中，条件不错！位置距离火车西站蛮近的。。。。。。', '短评打分': 5}
{'短评内容': '价格还算合理公道，起码在北京已经很不错了。美中不足的是厕所有点差，天花板有几块砖有点翘角。入住第一天发现塑料拖鞋上居然还有大概是上一位住客留下的头发！这点需要改进。', '短评打分': 5}
{'短评内容': '环境很好，交通便利，出门办事方便，顶、顶、顶。', '短评打分': 5}
{'短评内容': '位置还不错，交通便利，下次去北京还会去该家酒店入住。', '短评打分': 5}
{'短评内容': '来京出差一直住这，出行方便，价格不高，所以性价比很高，推荐！', '短评打分': 5}
{'短评内容': '酒店的位置不错，交通很方便，302房间有味，没睡着觉，床也不大。一般，价格相对的便宜', '短评打分': 5}
{'短评内容': '舒适整洁 设施齐全 最让人惊喜的是居然有机顶盒 在这个价位可不多见 很不错', '短评打分': 3}
{'短评内容': '价格还可以，位置也不错，有自助早餐很好，下次还去', '短评打分': 5}
{'短评内容': '总的来说还是可以的，卫生，服务，都还不错，只是位置偏僻一点而已', '短评打分': 5}
{'短评内容': ' 服务质量有待提高。', '短评打分': 3}
{'短评内容': '这个地段算是很不错的一家…整体感觉满意…', '短评打分': 3}
{'短评内容': '枕头有点脏，还有一种味道， 早餐还只让我吃一个鸡蛋， 小气～～', '短评打分': 5}
{'短评内容': '酒店有点难找，住的还可以', '短评打分': 3}
{'短评内容': ' 服务不错 卫生间有点小 总体来说还不错', '短评打分': 3}
{'短评内容': '很好。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '还可以           有点小         有点味      ', '短评打分': 5}
{'短评内容': '常客了', '短评打分': 3}
{'短评内容': '酒店干净，环境安静，经济实惠，就是入口标志不够明显', '短评打分': 3}
{'短评内容': '弄脏床单会付5元清洗费。。。.。。。。。。。。。', '短评打分': 5}
{'短评内容': '还可以       有点小      有点味     早餐8点半就没了    明明写的九点   ', '短评打分': 5}
{'短评内容': '还可以，交通比较方便，房间还算干净。细节方面需要加强一些。', '短评打分': 5}
{'短评内容': ' 第N次入住挺好的', '短评打分': 3}
{'短评内容': '很好，很负责，很卫生，价钱公正！位置还好，初次去的话有点难找！', '短评打分': 5}
{'短评内容': '交通便利,离车站非常近，而且还免费供应早餐。。。不错', '短评打分': 5}
{'短评内容': '位置很理想，环境不错，设施略显陈旧。有机会还会入住', '短评打分': 5}
{'短评内容': '整体还是不错的，就是洗澡的时候水会从卫生间流到卧室。还有，就是房价偏高。', '短评打分': 5}
{'短评内容': '住过好几次了，还不错，虽然现在涨价了，但还算是性价比高的，早餐挺好', '短评打分': 5}
{'短评内容': '就还行吧 ', '短评打分': 3}
{'短评内容': '交通很方便。', '短评打分': 3}
{'短评内容': '第二次入住感觉比上次好。', '短评打分': 3}
{'短评内容': '酒店的免费早餐很不错，有点在家吃饭的感觉，很干净，感觉很舒服。', '短评打分': 5}
{'短评内容': '酒店很不错，经济实惠，服务热情周到，房间虽然不是很大，但还干净，满意。', '短评打分': 5}
{'短评内容': '很好的经济型酒店，服务很热情周到，打扫得也很干净，就是我们房间的大床床板中间有点裂痕，很怕睡塌了。', '短评打分': 5}
{'短评内容': '正好离要去的地方近，其他还好。希望环境更好点，不怎么好找。', '短评打分': 5}
{'短评内容': '那个地儿挺好，也挺大，离着近', '短评打分': 3}
{'短评内容': '交通挺方便的～', '短评打分': 3}
{'短评内容': '再次选择入住该酒店，实在是因为在航天桥这个地段该酒店的性价比真的很高了。', '短评打分': 5}
{'短评内容': '地理位置优越感性价比很高', '短评打分': 3}
{'短评内容': '环境不错，床很宽敞，交通便利，好评！嘻嘻', '短评打分': 3}
{'短评内容': '地理位置不错，相比其他酒店能提供更加舒适的居住环境。室内空间布局也较为合适，且提供丰盛的早餐服务，是在航天桥附近比较实惠的一家酒店。性价比可谓相当的高，推荐到这里来休息娱乐，第二天能获得一个不错的心情！', '短评打分': 5}
{'短评内容': '还不错，经济实惠，住过几次，总体来说性价比较高', '短评打分': 5}
{'短评内容': '酒店位置还行，也很安静，就是坐地铁不方便。总体还不错', '短评打分': 5}
{'短评内容': '酒店靠近繁华路段的交叉路口，公交车较多交通方便。但是酒店房间偏小，设施简陋，总体评价适中。', '短评打分': 5}
{'短评内容': '酒店位置很好，也很安静，但卫生确实不敢恭维，椅子很陈旧，卫生间也很陈旧，希望老板能进行适当装修，就算价格高点也好。\n前台服务也好，小妹长的很漂亮，呵呵，赞一个。', '短评打分': 1}
{'短评内容': '前台服务糟糕，郁闷的是热水还不是二十四小时的，晚点回来要不就用凉水洗，要不就直接睡觉~~', '短评打分': 1}
{'短评内容': '总的来说 还算好  就是位置有点偏 不过交通也算方便', '短评打分': 5}
{'短评内容': '比较干净,巷口超市的担担面很好吃,交通便利,就是离地铁站远了点,总的来说性价比比较高。', '短评打分': 3}
{'短评内容': '房间不错 挺干净的 隔音效果还算可以吧  下次有机会还会来', '短评打分': 5}
{'短评内容': '推荐~感觉不错', '短评打分': 3}
{'短评内容': '干净，实惠', '短评打分': 3}
{'短评内容': '很好，干净便宜，方便', '短评打分': 3}
{'短评内容': '很安静很干净服务态度也很好!赞!', '短评打分': 3}
{'短评内容': '  很好  很干净', '短评打分': 3}
{'短评内容': '酒店位置不错，服务很好，很干净，早餐很丰富，但隔音效果有一点差，不过也可以了', '短评打分': 5}
{'短评内容': '不错，很干净，就是有点小，服务也很到位。里面还有早餐，午餐也能从这儿订，比较方便', '短评打分': 5}
{'短评内容': '性价比比较高，虽然位置比较好，但就是比较难找。', '短评打分': 5}
{'短评内容': '这地方不错。', '短评打分': 3}
{'短评内容': '价格位置都还可以，虽然房间小了一点，整体性价比不错，还有免费的早餐不错。', '短评打分': 5}
{'短评内容': '太贵了，不值', '短评打分': 3}
{'短评内容': '这家酒店性价比算是比较高的了，位置虽隐蔽但很容易找到~ 不足就是隔音效果太太太太差了。。。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '酒店很好，干净又舒服', '短评打分': 3}
{'短评内容': '酒店物美价廉，位置不错方便，可以向大家推荐', '短评打分': 5}
{'短评内容': '房間乾淨整潔、服務親切、信價比高、值得推薦。', '短评打分': 5}
{'短评内容': '性价比比较高，但是洗澡不太好，晚上水比较少', '短评打分': 5}
{'短评内容': '交通很方便。服务还可以。还有免费的早餐。                                             ', '短评打分': 5}
{'短评内容': '还可以，在北京这个价位还是不错的，还有免费的早餐啊', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '标间一个大床一个小床，大床睡两人绝无问题，还带双早，在空军总医院和海军总医院附近算性价比比较高了', '短评打分': 5}
{'短评内容': '还不错,但是没有热水,比较郁闷', '短评打分': 3}
{'短评内容': '还可以  服务还行，，，就是房间小了点。。。。。。。                                         ', '短评打分': 5}
{'短评内容': '工薪阶层自费去北京的，还是很不错的选择。地理位置在一个居民小区中所以很安静。就是房间比较小，当然了一分价钱一分货嘛。', '短评打分': 5}
{'短评内容': '卫生间设施老化，墙角的灯装修难看，地坛很脏，椅子的套也很脏。这个价钱住任何快捷酒店都可以，希望能对设施进行优化。', '短评打分': 1}
{'短评内容': '  隔音有点差，其他都挺好，免费早餐也很好', '短评打分': 3}
{'短评内容': '性价比挺高，安静，挺方便的，服务员态度可以，能替顾客考虑，市话免费。', '短评打分': 5}
{'短评内容': '性价比不错，设施不太好，但还算干净。可以免费停车。', '短评打分': 5}
{'短评内容': '＋网速太慢甚至无法应用，希望加强改进。', '短评打分': 3}
{'短评内容': '环境不错,交通方便,', '短评打分': 3}
{'短评内容': '已经入住过多次了，自己觉得早餐虽然简单，但是很好吃，尤其是鸡蛋饼很好吃。\n酒店位置很好，价格实惠，性价比高，值得推荐。', '短评打分': 5}
{'短评内容': '很不错，离考试的地方很近，又增加了一晚！', '短评打分': 5}
{'短评内容': '卫生条件不怎么好。\n住的一楼，房间很小，厕所的臭味特大，第二天赶紧换地方住了。', '短评打分': 1}
{'短评内容': '涨钱了。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '在航天桥下，出行，吃饭都很方便，价格很实惠，不错！', '短评打分': 5}
{'短评内容': '房间一般，但是总觉得有些贵，房间不值这个价钱，还不如99连锁旅店呢。', '短评打分': 3}
{'短评内容': '服务很热情.房间挺安静.', '短评打分': 3}
{'短评内容': '不错，电视有点不好，隔音效果也不好，其他的还可以吧', '短评打分': 5}
{'短评内容': '环境条件还可以，就是隔音效果不好，屋里和外面差不多。。。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '酒店不错，就是位置有点偏，不是很好找，交通还是蛮方便的', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '以入住', '短评打分': 3}
{'短评内容': '不错，，就是房间有点小，隔音不是特别好，不过就是实惠吧，还有早餐。。。。', '短评打分': 5}
{'短评内容': '舒服！标准间比大床房好多了，而且没有异味，就是有点冷。空调开关没找到。。。', '短评打分': 5}
{'短评内容': '酒店特别难找在一个小胡同里面，酒店内部环境也是很一般房间很小，服务还行，除了早餐之外中餐晚餐都不提供，价格倒是比较便宜。', '短评打分': 1}
{'短评内容': '可以了，能上网，还算干净，出行也方便，这个价格，不错了！', '短评打分': 5}
{'短评内容': '房间隔音效果不好。。。别的基本都很满意。。。', '短评打分': 5}
{'短评内容': '房间虽然小了点，但是麻雀虽小，五脏俱全，只是晚上住就已经很好了', '短评打分': 5}
{'短评内容': '很好吧，空调热水都比较齐全的。前台接待不是特别的满意，服务态度有待改进。', '短评打分': 5}
{'短评内容': '环境安静、服务周到！', '短评打分': 3}
{'短评内容': '还不错，就是浴室有点小 还不错，就是浴室有点小 还不错，就是浴室有点小', '短评打分': 5}
{'短评内容': '有时候人会很多，大概是因为太便宜看吧，提前预订比较保险', '短评打分': 5}
{'短评内容': '性价比不错，适合学生一族旅游居住，环境一般，但是有早餐赠送。', '短评打分': 5}
{'短评内容': '房间有点味道，供暖差强人意，在小区里，有点难找', '短评打分': 1}
{'短评内容': '卫浴条件还好，位置有点难找，枕头是荞麦的不是羽绒的，喜欢这个枕头', '短评打分': 5}
{'短评内容': '挺不错的，干净，虽然隔音效果不好，但酒店周围很安静，住的也安全，值得推荐！', '短评打分': 5}
{'短评内容': '还可以，隔音不好，其他的还不错     房间小了点。。。。', '短评打分': 5}
{'短评内容': '还可以。但是电视有点不清晰，其他的还行。。。。。。。。                     ', '短评打分': 5}
{'短评内容': '除了隔音效果不好，在这个价位其他都值得推荐。', '短评打分': 5}
{'短评内容': '整个宾馆都建在居住区的小院内，很安静，早上有早饭，考司法考试选择它们家还是比较合适的。', '短评打分': 5}
{'短评内容': '服务态度不错，就是设施条件简陋了点儿，考虑到位置和价格，还算合理。', '短评打分': 5}
{'短评内容': '酒店的房间太小了，而且洗手间有味道。但是有早餐还是不错的。', '短评打分': 1}
{'短评内容': '酒店不错就是有点热，环境很好，出行很方便。不隔音', '短评打分': 5}
{'短评内容': '还好 就是隔音效果太差了，隔壁的动静都能听见，总体还行吧', '短评打分': 1}
{'短评内容': '电视突然没信号了！！！！！！过了一个小时多才好，不过还好，没有一晚上都没有电视看', '短评打分': 5}
{'短评内容': '卫生间的味道太大， 弥漫在整个房间内，服务员的态度有点生硬，没有宾至如归的感觉', '短评打分': 1}
{'短评内容': '好家得涨价了，涨了20元，坐车方便，卫生还行，就是洗澡用的好像是循环水，不太好。', '短评打分': 3}
{'短评内容': '小了点  隔音不是太好   其他的还满意   隔音不怎么好。。。。。。。。', '短评打分': 5}
{'短评内容': '交通十分方便 机场快轨公主坟方向的航天桥下，房间有点小，不隔音，外面开个门，走个人都能听到。性价比高。', '短评打分': 5}
{'短评内容': '挺好的  位置不错  位置不错  位置不从  位置不错。。。。。', '短评打分': 5}
{'短评内容': '便宜实惠啊~在西三环属于最最黄金的地段了...太好了~~~又干净，房间还不错！', '短评打分': 5}
{'短评内容': '三环内这个价格和服务，不错，下次还回去，三环内这个价格和服务，不错，下次还回去', '短评打分': 5}
{'短评内容': '房间小了点，但是其余各方面都不错，送双份早餐，早餐挺不错的。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '还挺好的  小了点                  ', '短评打分': 1}
{'短评内容': '刚入住，住住再说。', '短评打分': 3}
{'短评内容': '不错，就是小了点                       ', '短评打分': 5}
{'短评内容': '住的大床房，房间小了点，还算整洁干净，设施旧了点，环境挺安静，停车场够大。住的还可以。', '短评打分': 5}
{'短评内容': ' 又来入住了 离上课的地方近 房间有点小 隔音不够好 不过还是挺温馨的 实惠', '短评打分': 3}
{'短评内容': '房间很小，不过对得起它的价位，交通也很方便', '短评打分': 5}
{'短评内容': '位置便利，航天桥，2环边上。不足，冬天没有空调，目前只有电暖气，环境设置很一般，能住就行了...', '短评打分': 5}
{'短评内容': '地方很隐蔽，小时房偏贵\n有很多车位\n但是屋里很潮\n隔音不好', '短评打分': 5}
{'短评内容': '还行 就是交通方便，设施一般，小屋比较温馨吧', '短评打分': 5}
{'短评内容': '舒适整洁', '短评打分': 5}
{'短评内容': '环境安静优雅,房间小了一点,不过还算干净,就是周围吃饭不太方便,总体上是性价比相当不错的选择!', '短评打分': 3}
{'短评内容': '每次来北京，都选择这家旅店，交通方便，卫生，性价比高。', '短评打分': 5}
{'短评内容': '还不错！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '如同名字一样，作为一个快捷酒店，可以理解为能住就行了.设置卫生都没什么说的，就那样吧，挺差的，唯一值得推荐的就是价钱比较便宜，大床房178，而且位置也比较好就在航天桥', '短评打分': 1}
{'短评内容': '店还不错，就在航天桥边上，交通比较方便。就是早饭不是很好！', '短评打分': 5}
{'短评内容': '还可以，位置挺好，卫生也还行~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': ' 房间很小 但还显得挺温馨的', '短评打分': 5}
{'短评内容': '房间虽然很小，但是还算便利，坐车尤其方便', '短评打分': 3}
{'短评内容': '地点非常不错，在航天桥下东北角，从哪边走都不要上桥，在好利来、上岛咖啡的北面，只能过一辆车的小区路口。住宿停车很方便，而且免费！\r\n缺点也很多：卫生条件一般，很一般，接近差，发现很多头发，尤其脸盆上沿，自己清理半天。房间里看到毛毛虫一只。卫生间很小，没有单独淋浴区，没有浴帘，洗完澡卫生间就都是水了，不过经过一晚上倒是都干了，说明抽风还是比较管用。能上网，不过网速绝对不快，凑合能看网页。\r\n早餐比较', '短评打分': 1}
{'短评内容': '总体来说不错，服务也还好，但就是卫生间有些小，早饭不好吃', '短评打分': 3}
{'短评内容': '＋设施可以，房间小了点，信价比可以！出门还算方便', '短评打分': 5}
{'短评内容': '房间还挺干净，设施也挺全，服务一般，早餐品种有点少，还特别难找，不过对得起这个价格。', '短评打分': 3}
{'短评内容': '在这个地段，对得起这个价钱，在经济型酒店送的免费早餐非常不错，我想我还会再次入住此酒店', '短评打分': 3}
{'短评内容': '+服务还可以。', '短评打分': 5}
{'短评内容': '位置还可以，服务态度还可以，就是房间有点小，有点旧', '短评打分': 3}
{'短评内容': '＋服务态度还可以，就是房间有点旧，还比较小。', '短评打分': 5}
{'短评内容': '性价比高，环境一般，卫生间值得改进。服务态度还好。地理位置不错。', '短评打分': 3}
{'短评内容': ' 房间还挺干净，服务还可以，就是太难找了。', '短评打分': 5}
{'短评内容': '环境总体来说不错，服务也还行，早餐不错。就是卫生间有点小，水质不太好', '短评打分': 5}
{'短评内容': '停车厂大，干净，房间很干净，可以上网，服务态度很好，早餐也不错！！', '短评打分': 5}
{'短评内容': '不怎么好，一般般！', '短评打分': 3}
{'短评内容': '和想象差距有点大，房间太小，隔音很差，毛巾还是坏的。整体设施都不好。很简陋，价格贵，不推荐。。。', '短评打分': 3}
{'短评内容': '和想象差距有点大，房间太小，隔音很差，毛巾还是坏的。整体设施都不好。很简陋，价格贵，不推荐。。。', '短评打分': 1}
{'短评内容': '还可以吧 房间不太大，整体还行，电视台少了一点', '短评打分': 5}
{'短评内容': '+还可以', '短评打分': 5}
{'短评内容': '+实惠，不错！', '短评打分': 5}
{'短评内容': '酒店附近交通其实颇方便,只是位处地点较隐密,需走一段小路才找到,如能在大路加上指示牌会好一点,另外厕所马桶去水不理想,还出现过淤塞,也是不足之处,其它服务水平尚可,以此价钱来说,性价比已算不错了', '短评打分': 5}
{'短评内容': '去中央电视塔办事住的这里。在路边有酒店的牌子，按照引导走进去就可以找到了，房间设施比较一般，但是酒店服务员很好，因为上网的事情跟我确认了好多次，不错，而且178的价格早晨还送早餐，如果要在那边办事还会去那里', '短评打分': 5}
{'短评内容': '隔音稍微有点差，如果一个人睡觉的话，还行。有早餐券', '短评打分': 1}
{'短评内容': '房间的隔音不好，在巷子内，就是有点贵。但地理位置还不错。', '短评打分': 5}
{'短评内容': '地理位置不错，性价比较高。房内空间很大，建议可以升级一下卫生间格局。', '短评打分': 5}
{'短评内容': '建在小区里的，比较安静，就是感觉年代有点久远了，墙皮脱落了，不过服务态度挺好的。', '短评打分': 3}
{'短评内容': ' 环境和服务都很好，我们很满意！', '短评打分': 5}
{'短评内容': '性价比很高，就是位置不太好找，周边公交还不少。推荐！', '短评打分': 3}
{'短评内容': '位置好~~价格便宜~~BUT房间太小~~隔音不好~~晚上还能听见边上也不知哪在唱歌。。。', '短评打分': 5}
{'短评内容': '交通很方便，但硬件设施很一般，前台还不错，客房服务就很差劲了，马桶盖是坏的，打扫房间不及时增添物品。上网是免费的，但要安装他指定的一个软件，我没敢装，怕有木马，结果用无线上网花了不少米。晕倒。。。', '短评打分': 1}
{'短评内容': '不太明显不好找，但还挺安静方便，离304医院很近，所以整体比较满意！', '短评打分': 3}
{'短评内容': '位置很方便，靠近三环，但很难找，换算性价比不错！', '短评打分': 5}
