{'短评内容': '还行吧', '短评打分': 4}
{'短评内容': '我入住很顺利、方便，房间也不错，很满意！', '短评打分': 3}
{'短评内容': '首先没有提供免费的停车位置，这个跟酒店网站所说不一致，酒店位置很不晚上好，后面小区连路灯都没有，入住的房间没有热水，半夜换了房间。结果另外一个房间设施很次。半夜很冷的。下次不会住了，希望酒店从新装修下，改进下环境。。。。', '短评打分': 1}
{'短评内容': '位置还行，价格还好。Anna Zhu', '短评打分': 3}
{'短评内容': '99元的价格也不好说什么。光是睡觉还是可以的，服务别太苛求了。', '短评打分': 5}
{'短评内容': '酒店挺不错的！房间很大，热水也随时供应！都很齐全！大家有机会一定光顾啊', '短评打分': 5}
{'短评内容': '我已入住。尹福康', '短评打分': 3}
{'短评内容': '酒店环境还可以，预订时特价168，入住时酒店又打折99了，便宜的没话说。', '短评打分': 5}
{'短评内容': '离燕大挺近的,座车比较方便,距 火车站较远,差点误车', '短评打分': 5}
{'短评内容': '房间太小，卫生间更小。', '短评打分': 3}
{'短评内容': '环境不错，卫生可以,服务态度不错，下次应该会入住.', '短评打分': 5}
{'短评内容': '酒店不错服务很好条件也不错', '短评打分': 3}
{'短评内容': '性价比较高，房间设施、卫生条件不错，服务也挺好。', '短评打分': 5}
{'短评内容': ' 很好！位置不错！值得再住！', '短评打分': 3}
{'短评内容': '第一次入住感觉还不错挺温馨的，服务员的态度也很好，正好赶上酒店的西餐厅刚开业，在那里吃了一次，感觉挺好的，牛排很大，服务也很到位，推荐一下。酒店旁边是条河，可以在那里直接看到入海口感觉真的挺不错的，很值！值得推荐。', '短评打分': 5}
{'短评内容': '就在汤河边，除了隔音不是特别好之外，其他都很好，性价比不错', '短评打分': 3}
{'短评内容': '条件很不错！', '短评打分': 3}
{'短评内容': '不错，还很满意，就是房间隔音效果不太好', '短评打分': 3}
{'短评内容': '环境不错，交通便利，服务好。尤其早餐丰盛，品种多，味道不错，荤素都有，还有水果，很好吃，也很营养。酒店位于汤河畔，看风景也可以。值得推荐。', '短评打分': 5}
{'短评内容': '房间还可以，就是设备有些旧了，还有就是隔音效果很差。早餐结束太早，没吃上。酒店有停车位，10元每天，服务还可以吧。', '短评打分': 5}
{'短评内容': '挺好的酒店，设施齐全，卫生条件好，房间也很大，前台服务热心。不过也有美中不足。1.标间的床实在太小，两个人睡会掉下来，大床房比较少。2.床好像是后买的，质量和其它的不同。3.餐厅的鱼不太新鲜，一开始上菜还挺快而且最后忙着接团队客户，冷落了散客。等等还不来，我们叫服务员问问，如果没开始烧就退了，结果回复2～分钟就好，结果等了20分钟', '短评打分': 5}
{'短评内容': '一个公寓酒店，住了4天。位置、环境、设施都不错,每天会送俩牛奶、一张地图，服务员也比较敬业。床确实比较硬，隔音很不好（有一晚楼上客人吵架听得非常清晰），早餐是送，所以很一般，其他都还好。总体还可以，感觉性价比比要比住北戴河的酒店高。', '短评打分': 5}
{'短评内容': '本人是第一次入住这里，第一印象是比较干净，有一扇窗子可以看到汤河，环境不错。床非常硬甚至有种睡炕的感觉，窗子密封不严外面刮风可以看到窗帘在动，冬天入住一定很凉爽。可以上网，网速一般，看在线视频比较费劲。有台空空的小冰箱。卫生间有浴缸但是酒店提示只能淋浴，热水器只能满足两个人洗澡用，洗得慢的小心了。房间为住宅公寓分割改装，隔音很差，晚上可以清晰的听到隔壁说话，还算幸运没遇到XXOO的。早餐7－9点，', '短评打分': 1}
{'短评内容': '因为是酒店式公寓，适合家庭旅游。环境可以。我们住的那天，旅游团住的人太多，早餐太乱了，散客根本就没东西可吃。希望能改进。', '短评打分': 5}
{'短评内容': '酒店环境不错，设施也比较新 \n标准间比较大，有冰箱\n都不错\n\n不足：早餐不够丰富，味道也没什么特色', '短评打分': 5}
{'短评内容': '房间设施齐全，有地下停车库（一天最多收15元），就是餐厅小了一点，早餐也还可以。', '短评打分': 5}
{'短评内容': '都很好，附近出行也方便，但是没有果盘，也没有酸奶什么的，早餐还不错。隔音不太好。外面有时候吵。', '短评打分': 5}
{'短评内容': '条件太一般了，价格却不菲，？？？？？？？？？？', '短评打分': 1}
{'短评内容': '第二次到这个酒店了，感觉还是不错的，服务态度一样的好，有机会还会去的。', '短评打分': 5}
{'短评内容': '公寓式酒店,硬件设施很好,如同进了自已的家;接待也很热情,如同到了朋友的家.', '短评打分': 3}
{'短评内容': '酒店环境不错.适合带老人和孩子住.房间非常的干净呦.', '短评打分': 3}
{'短评内容': '.非常满意', '短评打分': 3}
{'短评内容': '很好，感觉还不错，买东西和吃饭不太方便，停车不太安全', '短评打分': 5}
{'短评内容': '酒店环境还不错，性价比很高！', '短评打分': 3}
{'短评内容': '各方面条件都很不错，附近有很好的饭店，地理位置也不错。', '短评打分': 5}
{'短评内容': '酒店还不错', '短评打分': 3}
{'短评内容': '房间很大，站在阳台上能看到汤河公园。海风很大。第一天送了梨和水，第二天送了两个梨。周边环境很好。', '短评打分': 5}
{'短评内容': '1，网络不通。联系前台说不能换房间，维修人员来看了一下说联系物业，后无回音。\n2，酒店式公寓，大堂在3楼停车场没电梯，要拎行李上到地面然后爬到3楼办入住。\n3，服务态度还可以，但是硬件达不到也谈不上什么服务。', '短评打分': 1}
{'短评内容': '环境还行，房间有点小，格音不太好，没有果盘，总体感觉一般', '短评打分': 3}
{'短评内容': '酒店环境还可以，硬件设施良吧。不过服务很好，周边环境很美。值得推荐', '短评打分': 5}
{'短评内容': '房间感觉一般，夜间外面起大风，窗漏风很大。服务还好。', '短评打分': 5}
{'短评内容': '房间面积很大，条件不错，但是看不到什么风景，另外，隔音稍微有点差~', '短评打分': 5}
{'短评内容': '环境非常的好，在一个海口，离海边很久！服务员服务很好，晚上网络出问题，打了电话不到2分钟就上来了！两天，每天都送了梨和水，服务员主动提供暖气。。。。。。。总之非常的不错！下回来秦，还是这里！妥妥的~', '短评打分': 5}
{'短评内容': '很喜欢的酒店 里面是一间公寓楼 房间干净安全 周围环境很棒 值得推荐', '短评打分': 5}
{'短评内容': '特价房很值，酒店房间干净下次还住', '短评打分': 3}
{'短评内容': '挺好的，以前就订过，主要交通比较方便，周围环境不错', '短评打分': 5}
{'短评内容': '太冷了，虽然态度很好，给了电暖气，可是阳台漏风还是很严重', '短评打分': 5}
{'短评内容': '感觉不是很好，性价比较差，早餐质量也不好，希望能给以改善！', '短评打分': 1}
{'短评内容': '刚入住完这家酒店，总体感觉很不错，服务很周到，卫生也很干净，元旦期间酒店还赠送了小礼物，旺仔牛奶，不禁让人想到旺旺的广告，可见酒店送礼物还是用心挑的，下次还会入住这家酒店的。', '短评打分': 5}
{'短评内容': '冬天来很暖和。暖气特热。但是缺陷是没有停车场。只好在周边随便放。', '短评打分': 5}
{'短评内容': '还可以吧，不是非常理想。价格稍微贵了点。房间味道很重', '短评打分': 1}
{'短评内容': '就是一个公寓，没什么特别的。独家房间有味道', '短评打分': 1}
{'短评内容': '服务一般，不太好找，室内有些冷。其他还是很好的。就是有些麻烦。', '短评打分': 5}
{'短评内容': '服务挺好，还给送水果，晚上睡觉也很安静，早餐特别好，下次爸妈来还来这', '短评打分': 5}
{'短评内容': '很好，有暖气了。很好，有暖气了。很好，有暖气了。很好，有暖气了。很好，有暖气了。很好，有暖气了。很好，有暖气了。', '短评打分': 5}
{'短评内容': '很好，有暖气了。很好，有暖气了。很好，有暖气了。很好，有暖气了。很好，有暖气了。', '短评打分': 5}
{'短评内容': '酒店很干净，不错啊，就是涨价了哦，性价比没有原来好了，不过还是建议大家去的哦~~', '短评打分': 5}
{'短评内容': '挺好酒店呢，住好几次了。开发区很不错的的酒店。    ～～～～～～', '短评打分': 5}
{'短评内容': '房间干净，比较有特点。停车位太少，周围吃饭什么的不方便。\n饭店位于酒店式公里里面。', '短评打分': 5}
{'短评内容': '刚入住完这家酒店，总体评价很好。卫生很到位，服务热情，房间温度很好，很暖和，一进大堂就很温暖，酒店健身房开了，这次去没来得及去，下次要去看一下，听说还不错。下次来还会继续住这里。', '短评打分': 5}
{'短评内容': '酒店相当不错，很喜欢简单的欧式装修，由于是公寓式酒店，所以没有住酒店的感觉，很喜欢，卫生服务都很好，空调业很暖和，下次还会住这里。', '短评打分': 5}
{'短评内容': '住的是特价房，很整洁，但是隔音效果不好，隔壁房间开的电视声音过大，睡觉时总是隐约能听见~屋内空调也不是很好用~其他条件都还好，房间很敞亮~下次如果去肯定不会住特价房啦~', '短评打分': 5}
{'短评内容': '这家酒店很不错，外观很漂亮，房间很温馨，服务也很好，由于入住的时候没有供暖，酒店配有电暖气还有电热毯，很暖和，卫生做的也很到位，服务员也很热情，下次还会入住这家酒店。', '短评打分': 5}
{'短评内容': '酒店还处于起步阶段，需要完善改进的地方还很多', '短评打分': 1}
{'短评内容': '网速很快，环境不错，建议大家前往参观入住哈', '短评打分': 5}
{'短评内容': '酒店比较新,房间内设施齐全,希望再加强一下相关配套服务。', '短评打分': 5}
{'短评内容': '总体感觉还可以。环境很不错，但我入住的时候没有开暖气，只有电热毯。', '短评打分': 5}
{'短评内容': '云天海湾假日酒店值得住，设施不错，卫生干净，服务周到热情，餐厅饭菜很可口，价钱也不贵，到海边也很近，还有海底世界和海豚表演馆，酒店旁边还有条河，河的那边是个公园，也可以去逛逛。总之还是不错的，会介绍给朋友的。', '短评打分': 5}
{'短评内容': '总体来说还不错，值得下次入住。房间设施比较温馨，卫生很好，周边环境还可以，餐厅的饭菜味美价廉，服务更是没的说，服务人员都很热情，下次还会入住这家酒店。', '短评打分': 5}
{'短评内容': '房间还有个小阳台，感觉挺温馨的。干净、舒适', '短评打分': 5}
{'短评内容': '我在贵酒店住了5天，总体感觉安静、卫生，服务比较好，整体条件也不错，我非常满意。下次来还想住这。', '短评打分': 3}
{'短评内容': '酒吧环境不错，服务不错。', '短评打分': 5}
{'短评内容': '酒店像迷宫', '短评打分': 5}
{'短评内容': '位置较偏  卫生间需要改进 而且背对着公路 比较难找得到 ', '短评打分': 1}
{'短评内容': '   我住的房间感觉很舒服，可是室内居然没电话与宽带，往前台打电话只能用手机打长途，原本住三晚，可是承诺的第二天给我换类式的有电话与宽带的房间却没办到，所以退房走人。不过酒店服务人员素质不错，我小孩手表忘记在洗手间，退房几小时后在服务员帮助下顺利取回。', '短评打分': 1}
{'短评内容': ':环境好.服务完美.', '短评打分': 5}
{'短评内容': '房间太小，交通吃饭不便', '短评打分': 5}
{'短评内容': '卫生不太好，我订的房间被褥比较脏，和前台说了很久才给换的房间！其他的还可以', '短评打分': 3}
{'短评内容': '卫生还可以，但是前台的服务人员的态度一般！', '短评打分': 5}
{'短评内容': '比想象中得要好的多，原以为这个价钱是订不到这么好的酒店的，没想到屋子里还有冰箱，令人欣喜。地理位置也很不错，到哪去都很方便，房间还有小阳台，下次去一定还会再光顾的，还会推荐朋友去。', '短评打分': 5}
{'短评内容': '地方不错，是酒店式公寓，离新奥海底世界很近，房间很干净，设施很全。不足之处是台阶有三层楼那么高。', '短评打分': 5}
{'短评内容': '秦皇岛云天海湾假日酒店服务卫生位置均不错', '短评打分': 3}
{'短评内容': '服务好价格合理', '短评打分': 5}
{'短评内容': '干净服务好价格不高', '短评打分': 5}
{'短评内容': '房间很好，很满意，还可以看见汤河，周围环境很好，唯一不足的就是卫生间太小了，不过下次来还住这。', '短评打分': 5}
{'短评内容': ' 酒店还好，干净 有家的感觉', '短评打分': 5}
{'短评内容': '价格偏贵，其他还可以了，帮朋友预定的，下次考虑还会住', '短评打分': 5}
{'短评内容': '＋没有想象中那么好，被子有点潮，枕套比较脏，其他的倒还过得去', '短评打分': 3}
{'短评内容': '没有想象中那么好，被子有点超，枕套比较脏，其他的倒还过得去', '短评打分': 5}
{'短评内容': '房间很一般', '短评打分': 5}
{'短评内容': '+入住后发现和网上是两麻事，很失望。屋子太潮有霉味，有种上当的感觉。', '短评打分': 5}
{'短评内容': '很好 屋子很大 设施齐全 朝向虽然不好 但离秦皇岛主公交线34路很近 以后还会去', '短评打分': 3}
{'短评内容': '总体还可以，设施齐全环境也不错；不足就是离海边浴场较远，前台说开车两分钟就能到实际上要二十分钟才能到', '短评打分': 5}
{'短评内容': '房间还行  面积不是很小  布置也还可以  就是早餐和隔音都有待提高，还有由于靠海近，所以比较潮   也可以理解，比较满意的是每天都送水果，很开心，开心不是因为水果，而是一份心情，下次去还会选择的！！', '短评打分': 5}
{'短评内容': '住宿条件不错，1楼的餐厅菜也很好；每天还送水果，极力推荐。', '短评打分': 3}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '很不错的酒店，性价比不错，可坐34路到秦皇岛火车站很方便。店内餐馆的木桶豆腐不错，很适合老人和儿童。', '短评打分': 5}
{'短评内容': '+环境不错，餐厅服务差点!', '短评打分': 5}
{'短评内容': '在黄金时段能找到这样的酒店已经很好了，设施干净，信价比不错，还去住。', '短评打分': 3}
{'短评内容': '饭店是家庭旅馆管理方式，服务员很少，但是有问题打电话都很快就来解决，屋子里很潮湿，可能海边的房子都是如此。房间的东西很干净，只是服务水平跟不上，3人间只有2套用品。位置刚好在北戴河和山海关之间，交通方便。入口很难找，但是当地司机都知道怎么走，自己开车要找一下。', '短评打分': 5}
{'短评内容': '该酒店很一般，但是这个时候秦皇岛是旅游季节，很难订到酒店，将就可以住，但是前台服务员的服务太差了，到前台办入住手续的时候，办理入住人员较多，站在那儿差不多10分钟，服务一句招呼也没有打，把客人当成不存在一样，这样的服务员有没有经过培训就上岗？？？', '短评打分': 5}
{'短评内容': '第一次去感觉酒店的位置还真是有点绕，不过酒店的服务态度还是不错的，而且还送给我们两个苹果，感觉很窝心，呵呵。', '短评打分': 5}
{'短评内容': '第二次选择入住的酒店,房间很干净,早餐档次有所降低!出租车费用如下:该酒店离乐岛50元;北戴河鸽子楼30元,南戴河国际娱乐中心70元;打车很方便!早餐档次有待提高!', '短评打分': 5}
{'短评内容': '还可以一般。房间味道稍微有点大，格局还不错。服务业还可以。早餐不好', '短评打分': 5}
{'短评内容': '十已入住', '短评打分': 5}
{'短评内容': '如果有停车场就更好了', '短评打分': 5}
{'短评内容': '房间比较大，但是卫生间偏小了些，住的是11楼的标准A间，走出阳台就能看见海，感觉还不错。', '短评打分': 5}
{'短评内容': '酒店位置临街、临河不错，但不太好找，因为入口要转到后面。服务和管理、设施都很不错。下次还住。', '短评打分': 3}
{'短评内容': '云天海湾酒店找起来费了点周折：因为酒店在街面上不易看到，其实离街很近，就是要进去得转到小区里面。设施和服务都不错，公寓式酒店，入住后服务员还送来水果和地图很周到。酒店紧邻汤河环境不错，周边有很多饭馆吃饭很方便，特别是酒店后的金色港湾小店不错，狗虾馅的大包子3元一个味道相当好。提醒一点：家庭房的窗户有点小采光一般。双人间要8层以上那是相当不错的，性价比可以。', '短评打分': 5}
{'短评内容': '特别棒 价钱公道 酒店气派 设施齐全 位于江边 门口就是可以去火车站和北戴河的34路 我落在这里的充电器也被完好的保存直到我去取 向大家真诚推荐 以后我也还会住这里', '短评打分': 5}
{'短评内容': '床小了点 其他还可以吧', '短评打分': 5}
{'短评内容': '作为公寓式酒店还是不错的，感觉性价比稍差一些。', '短评打分': 5}
{'短评内容': '房间太小，并且房间较冷', '短评打分': 1}
{'短评内容': '非常满意', '短评打分': 3}
{'短评内容': '节假日外来性价比更优', '短评打分': 5}
{'短评内容': '非常满意！下次还回去。', '短评打分': 5}
{'短评内容': '环境相当不错', '短评打分': 3}
{'短评内容': '卫生一般，前台服务态度很糟糕，早饭是我吃过最难吃的', '短评打分': 3}
{'短评内容': '酒店大堂还在装修,服务员安排房间不好,房间条件差,价高质次,有上当的感觉.', '短评打分': 1}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '地里位置还不错，交通，周边环境不错~~', '短评打分': 5}
{'短评内容': '都挺好的，就是7月1号突然涨价让我接受不了，一打听说是秦皇岛7月1日号正式步入旺季，所有宾馆都涨价', '短评打分': 5}
{'短评内容': '上网速度慢，只适合度假，不适合工作商务。', '短评打分': 5}
{'短评内容': '我住的是128元的特价房间,酒店房间不大,床还是比较大的,1.2米宽,适合带孩子住.房间打扫的比较干净,性价比高.就是位置不是很好,但对得起这个价格.酒店旁边还有一家不错的烧烤店,晚上人很多.', '短评打分': 3}
{'短评内容': '酒店性价比不错,下次还会选择.', '短评打分': 5}
{'短评内容': '酒店还不错，隔音不是特别好，位置有点偏，但整体还算行', '短评打分': 5}
{'短评内容': '空调刚好在修，其他都不错觉', '短评打分': 5}
{'短评内容': '酒店整体不错，交通方便，34路公交直达，从火车站打车十几元就到，但是，楼下有个KTV晚上比较吵，服务人员服务热情度不高，就是公事公办。由于是节能热水器，水较小，洗澡不太痛快。', '短评打分': 5}
{'短评内容': '我觉得此酒店不错，下回来秦皇岛一定再住此酒店！', '短评打分': 5}
{'短评内容': '房间比较小，非常拥挤。前台接待客人很多，似乎比较烦躁，房间客服很好，其他还好', '短评打分': 5}
{'短评内容': '真的是一家不错的酒店！', '短评打分': 5}
{'短评内容': '早饭很差，大堂服务态度很差。', '短评打分': 3}
{'短评内容': '酒店位置不错在秦皇岛中心。我们住的是大床房，设备不是很新，说是大床就是普通双人床，并不是2米大床，我们带着小孩子睡得比较挤。如果不是在三层（前台在三层），还算安静。给父母订的是5层，好一些。早餐还算不错。', '短评打分': 5}
{'短评内容': '酒店位置不错在秦皇岛中心。我们住的是大床房，设备不是很新，但房间还算比较大，但隔音超差，晚上睡觉听着旁边的房间聊天，就好像在耳边。建议大家入住，不要三层的房间（三层就是前台），我们住的这间一直在听电话铃。。。早餐还算不错。', '短评打分': 5}
{'短评内容': '早餐待提高。', '短评打分': 5}
{'短评内容': '虽然位置有点偏但楼旁有汤河公园开窗也可看见河水还偶有小船也是不错的风景。另外三公里外就可到海港还有栈桥挺好的。房间还是比较干净的。', '短评打分': 5}
{'短评内容': '酒店房间设计有点怪，但房间整体还可以服务态度也不错，就是总台在三楼需要爬个很大的坡道。', '短评打分': 5}
{'短评内容': '1、地理位置：在秦皇岛火车站坐34路公交在秦皇岛海关下，往对面走，门口有一个显著的工行标志，一直走进去往右看就能看到酒店，其实是在维多利亚公寓里；去北戴河、南戴河都可以坐34路再换车，交通方便，离燕大四站地，公交大概10分钟。\r\n2、卫生和设施：可能因为我住的128特价房，设施一般，但是颜色搭配和布局、卫生都很好，干净整洁，屋里有小冰箱和免费茶水，唯一不足的是隔音不是很好，隔壁孩子几点哭都能听见，', '短评打分': 5}
{'短评内容': '公寓式酒店，有一些奇怪的主客，隔音效果很差，隔壁看什么电视都能一清二楚，建议喜欢安静的人不要选择面对汤河的那一面，因为对面的汤河公园实在是很吵，距离开发区比较近，办事比较方面，服务还可以，因为忘记开发票还帮我补开了，比较感谢', '短评打分': 5}
{'短评内容': '我很欣赏这家酒店的位置和内部环境，住的挺舒服，只不过听本地哥们说那楼有点小问题，不过没什么大碍，以后有时间去秦皇岛还会考虑下踏这家酒店！', '短评打分': 5}
{'短评内容': '挺不错的酒店，我很满意。内部环境很好，附近出行的话都是挺方便的，感觉还不错。', '短评打分': 5}
{'短评内容': '不错，比预想的好得多，很满意', '短评打分': 5}
{'短评内容': '是一家酒店式公寓，也许是因为海边的缘故，被子总是潮的感觉。毛巾和浴巾特别的旧（还算是干净，能闻到消毒水的味），入住的时候明确的跟前台说住两天，结果当第一天下午回来后发现房卡失效！到前台问，被告知以为我就住一天。躺在床上想关灯很难，因为床头灯的开关离我有1.5米远！最后就是酒店下边的餐厅，我还在吃饭时服务员就无视我的存在，在我旁边收拾！天哪！！！号称3星级？？？如果跟7天或是如家比！这家酒店太差了！', '短评打分': 1}
{'短评内容': '相当不错的酒店 各种标准都是一流的 最后给我换的日式的房间很喜欢', '短评打分': 5}
{'短评内容': '外观不错，但内部设施一般，位置还不错，但进入酒店需要走很长的一段楼梯，行李多的很不方便', '短评打分': 5}
{'短评内容': '很满意，我和老公住的很开心，下次来秦皇岛还要住这里', '短评打分': 5}
{'短评内容': '性价比不错。', '短评打分': 5}
{'短评内容': '因为业务关系选择了离办公地点算最近的一家酒店，酒店整理感觉良好，特别是每日送水果服务及代金券发放，感觉酒店比较人性化；但本人入住的时候未开中央空调（估计是为了节省开支），所以感觉冷，还有卫生间的热水器据说是为了节能，往往洗到一半热水就没了，需要再等40多分钟加热再洗，很不便；所以不足之处希望酒店加以改进。', '短评打分': 5}
{'短评内容': '不错，就是淋浴应该改善', '短评打分': 3}
{'短评内容': '环境不错！早餐有点简单！', '短评打分': 5}
{'短评内容': '非常不错的酒店，我很喜欢室内的设施！也才200多一晚 性价比不错 还有免费的早餐', '短评打分': 5}
{'短评内容': '相对来说比较不错，但是服务态度不是很理想，希望以后可以改进。', '短评打分': 5}
{'短评内容': 'hao', '短评打分': 5}
{'短评内容': '挺好的……服务不错', '短评打分': 5}
{'短评内容': '不推荐\r\n性价比不高，位置很偏', '短评打分': 1}
{'短评内容': '房间的舒适度和设施还行,但是可能是冬天了吧那个卫生间还有蟑螂应该是卫生没有打扫干净,酒店的服务态度还是挺好的,位置还不错出行挺方便,总体感觉性价比还是可以也是值得推荐的酒店.', '短评打分': 3}
{'短评内容': '公寓式酒店，有中央空调，床上还有电热毯，商旅的选择。', '短评打分': 5}
{'短评内容': '入住后感觉服务比较好，客房比较干净整洁，价格适中，地段很便利', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '第一次入住这家酒店，感觉总体感觉还不错，设施服务都不错，服务人员也很热情，要是想去购物或者游玩可以咨询她们，他们会很热情的告知位置和如何坐车。还赠送代金券，可以在餐厅用餐，比较划算，餐厅价格也不贵，下次来还会住这里，值得推荐。', '短评打分': 5}
{'短评内容': '国庆和女朋友一起去的，开始认为是很不错的，结果床不好，晚上睡觉一直会有噪声，其他都还好，也比较安静。', '短评打分': 3}
{'短评内容': '还算好 国庆时候去的 去的时候人不算很多，蛮安静的，拿了早餐券不过没有去吃过早餐，听说种类不是很丰富，房间也蛮大的', '短评打分': 3}
{'短评内容': '千万不要住这家酒店，住了悔死你！设施极差，装修极烂,比仓库还不如。洗澡？还不如找水笼头冲冲算了！', '短评打分': 1}
{'短评内容': '很不错的酒店，中央空调很暖和，大堂还装扮了圣诞树什么的，很有节日的气氛，餐厅的价位也很适中，早餐还不错，房间卫生很干净，服务很好，下次还会选择这家酒店的。还赠送了餐厅的代金券，还有水果，总之总体感觉不错。', '短评打分': 3}
{'短评内容': '还算可以吧。要是便宜点就好了。', '短评打分': 5}
{'短评内容': '位置非常好,交通很方便,卫生服务方面做的也都很周到,呆着很舒适,但就是房间的隔音效果不太好.', '短评打分': 3}
{'短评内容': '很不方便的地方，让服务员叫出租被应付，下楼后说没有。其他的不说了，很郁闷', '短评打分': 1}
{'短评内容': '还不错，推荐', '短评打分': 3}
{'短评内容': '房间挺大', '短评打分': 5}
{'短评内容': '感觉不错，很舒服，房间里也很暖和，餐厅饭菜也很可口，下次还会入住。', '短评打分': 3}
{'短评内容': '酒店总体感觉不错，开始感觉比较冷，后来还可以，中央空调，温度还不错，很舒适。下次还会入住。', '短评打分': 5}
{'短评内容': '还可以购物吃饭不方便  ', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '刚住过了这家酒店，总体感觉还是比较满意的，房间感觉比较舒服，早餐也不错，还可以延迟到下午2点退房，并且还赠送餐厅的代金券，比较划算，餐厅的菜品味道也不错，而且每天还有打折菜；商务中心还可以预订回程的火车票，比较方便，服务也没的说，下次来的话还会选择这里。', '短评打分': 5}
{'短评内容': '位置不错，服务很好，性价比较好，面积与网上标注差别较大，实际面积（20～25）网上面积（33～39），隔音效果特差，屋里说话，屋外听得特别清楚 。', '短评打分': 5}
{'短评内容': '卫生还好，住的房间床不好，晚上转身会发出很难听的声音，其他还好，服务也不错', '短评打分': 5}
{'短评内容': '整体来讲，住宿条件一般，设施老旧，入住的时候房间有异味。但是早餐很棒。', '短评打分': 3}
{'短评内容': '隔音有点差。', '短评打分': 5}
{'短评内容': '不错&#183;性价比很高的一家酒店&#183;位置离海边也比较近&#183;已经是第二次入住了~推荐如果想在海港区海边游玩的朋友们&#183;可以选择的一家酒店&#183;', '短评打分': 5}
{'短评内容': '设施比较完善,价格还是有点高了,位置还是比较方便,总体的感觉比较满意的', '短评打分': 3}
{'短评内容': '这个酒店就是隔音不好，价格也稍微高了一点，不过环境服务都不错，位置也挺方便的。', '短评打分': 3}
{'短评内容': '酒店住着很舒适,卫生很干净,性价比还不错,地理位置也是很好还是值得推荐的酒店.', '短评打分': 3}
{'短评内容': '酒店的服务很不好，而且还特别不安全，别人的房卡也能把我的房间门打开，这样的酒店谁住会放心啊！以后再也不住这样的酒店', '短评打分': 3}
{'短评内容': '还是可以的', '短评打分': 5}
{'短评内容': '酒店服务还可以,房间的隔音效果不太好,设施空间都不错性价比很好.位置不错周边购物很方便.', '短评打分': 1}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，性价比不错的酒店的', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都还可以的，酒店的位置不错的，出行很方便的，性价比不错的酒店', '短评打分': 5}
