{'短评内容': '比门市价便宜很多！！！！', '短评打分': 5}
{'短评内容': '碰到一个不错的前台mm，帮忙换了正儿八经的房间，不再是边角料，因为前一天晚上有个像房产中介一样的实习生非要说没法换房间，一看就假得要死，还是正式员工有服务素质', '短评打分': 5}
{'短评内容': '太糟糕了，每次都安排我住在小小的长房间，我这才醒悟过来虽然对酒店很支持，可人家是旅行团达店，根本不考虑你啊', '短评打分': 5}
{'短评内容': '帮同事订的房间，景色还不错啊，能看到鸡鸣寺的塔', '短评打分': 5}
{'短评内容': '服务态度不咋地，都确认过晚到，但是对方又打电话说只保留到9点，过期不候。太死板。房间还行。', '短评打分': 1}
{'短评内容': '酒店条件还可以,不够四星级标准.服务一般,房间设施较陈旧,但很干净', '短评打分': 5}
{'短评内容': '本人入住酒店环境卫生不错', '短评打分': 3}
{'短评内容': '每次去南京基本都是这一家了！安静，温馨，服务质量，菜肴，都是很好的！', '短评打分': 5}
{'短评内容': '住宿用餐条件都不错，就是停车费太黑', '短评打分': 3}
{'短评内容': '给免费升级到了行政标间，整体感觉还是不错的，房间内有电脑可以直接上网，算是个小惊喜，其他中规中矩。酒店的餐厅点菜味道不错。', '短评打分': 5}
{'短评内容': '离开玄武湖挺近，背山面水，不过要去市区就要费些周折，另外早餐还有改进的地方。', '短评打分': 5}
{'短评内容': '来南京还会选择这里，这里交通便捷，环境安静，服务水平高，特别值得一提的是东西好吃，\n', '短评打分': 5}
{'短评内容': '安静整洁，如果送两个早餐就在好不过了，因为自助很是好吃，品种全，质量高\n\n', '短评打分': 5}
{'短评内容': '价格有点小贵，酒店设备旧了。下次去应该不会再住了。', '短评打分': 1}
{'短评内容': '金陵之星的性价比较为一般', '短评打分': 3}
{'短评内容': '酒店还算干净，就是客房年代比较早，有点异味', '短评打分': 3}
{'短评内容': '酒店很干净，服务员的态度也非常好，每次到南京都会入住这里。', '短评打分': 5}
{'短评内容': '服务尚可，，性价比一般！靠近国展中心，交通便利！', '短评打分': 5}
{'短评内容': '房间很宽敞，电脑网速也很快，楼下的自助餐和小火锅都很不错，下次还会再来的！', '短评打分': 5}
{'短评内容': ' 房间没有配小冰箱，没有浴袍，对不起四星的标准！', '短评打分': 3}
{'短评内容': '酒店房间很宽敞，可能是最近改装过，房间里有点味道。', '短评打分': 3}
{'短评内容': '酒店环境还比较不错，地理位置也可以，在餐饮方面注重一下其他地方的口味。', '短评打分': 5}
{'短评内容': ' 很舒适有浴缸', '短评打分': 3}
{'短评内容': '服务细致周到，早餐丰富精致。也许是因为蛮多年前就住过，留下了很好的印象。也因为离我朋友那边很近，每次去南京大部分时间都住在那边。缺点就是设施已经有点老旧啦。', '短评打分': 5}
{'短评内容': '服务周到热情，工作效率高，设施齐全，房间卫生整洁。一直选这家酒店接待客人。希望继续保持！', '短评打分': 5}
{'短评内容': '春节期间，有朋友来，安排在这家酒店，感觉很好。服务周到热情，房间温馨舒适。在酒店的聚餐也安排的很好，有点特殊要求酒店也都尽量满足了。非常满意！', '短评打分': 5}
{'短评内容': '不错，已经入住两次了，干净卫生，距离火车站和汽车东站都较近。', '短评打分': 5}
{'短评内容': '酒店整体很好，楼道地毯有点旧了。', '短评打分': 3}
{'短评内容': '酒店挂四星，但是条件不符合四星标准。还有电话打进房间，询问是否需要提供按摩服务。', '短评打分': 1}
{'短评内容': '服务不错，早餐也可以，服务态度挺好的，值得推荐！！！', '短评打分': 5}
{'短评内容': '很慢一这家酒店，很适合商务出差，格调简单。缺点是房间陈设略微旧了一些。', '短评打分': 5}
{'短评内容': '价格有点高 不过还算物有所值 管理和设施都很规范 比较正规', '短评打分': 5}
{'短评内容': '酒店不太好，服务很差劲，希望大家住这个酒店的时候慎重考虑。性价比不高！', '短评打分': 1}
{'短评内容': '干净卫生，服务态度好，中间专门打电话询问对酒店有什么建议，值得入住。', '短评打分': 5}
{'短评内容': '挺好的，干净，早餐特别好，希望能推出带双早的标准间', '短评打分': 5}
{'短评内容': '酒店的地理位置还可以，离火车站很近。酒店的硬件环境也不错，早餐也比较丰富，是一个四星级酒店的标准。不过前台的服务质量尚待提高，我离店的时候要开发票，女服务员告知我不能输入单位名称，只能手写，但是按照一般公司审计的标准，必须在手写处盖上酒店的章，但是服务员又提供不出来相应的图章，好在我看到另外一个男服务员正在给其他客人用手写板在输入单位名称，这个女服务员才不得已给我输入。虽然酒店的客人比较多，生意也', '短评打分': 5}
{'短评内容': '服务态度不错，比较热情，卫生条件也不错，值得推荐', '短评打分': 5}
{'短评内容': '设施有点旧，房间很小，但有电脑不错', '短评打分': 3}
{'短评内容': '还可以啊。', '短评打分': 3}
{'短评内容': '      不错，很干净', '短评打分': 3}
{'短评内容': '帮同事定的，他说还不错。这里出行还是很方便的，离火车站很近。', '短评打分': 5}
{'短评内容': '酒店很一般很一般,绝对不会再考虑这家，环境很一般的，服务也不是很好', '短评打分': 1}
{'短评内容': '这家酒店不错', '短评打分': 3}
{'短评内容': '酒店真的很老，设施也是很老。绝对不是什么4星。太老了。', '短评打分': 1}
{'短评内容': '该酒店网上报价很低，一旦入住你会发现上当！\n首先，停车必须付费！加十元；\n其次，标准间只提供一位早餐，另一位须另付68元；\n再次，一到前台，服务人员说给免费升级，到15楼高级间，但感觉房间很小，窗口很高压抑，不知升级之前会是什么样？\n\n不推荐！', '短评打分': 1}
{'短评内容': '房间比较干净，床很硬。早餐一般， 周边环境不错。', '短评打分': 5}
{'短评内容': '酒店服务热情周到，入住结账手续快捷，房间设施较好，但是价格略高点。', '短评打分': 5}
{'短评内容': '酒店位置合适，服务热情周到。价格略高，为公司首选酒店。', '短评打分': 5}
{'短评内容': '我觉得还行，如果你到南京国际展览中心办事住这儿方便。就是标准房只有单早餐供应，还是要考虑双早好点。', '短评打分': 5}
{'短评内容': '不错，硬件设施很好！价格合理。服务周到。环境也很好。尤其房间配备电脑很方便，但少视频头，不方便可视聊天。建议酒店安装个。', '短评打分': 5}
{'短评内容': '还可以，已经住过两次，可以去湖边散步。房间送餐需要改善', '短评打分': 5}
{'短评内容': '简洁，卫生，早餐还不错，房间送餐菜单需要更新下！', '短评打分': 5}
{'短评内容': 'not badbhot', '短评打分': 3}
{'短评内容': '前台、餐饮、客房服务热情、周到，房间温馨、舒适，地理位置佳，价格略高一点。\n是公司来客的第一选择。', '短评打分': 5}
{'短评内容': '酒店服务较好，位置佳，交通方便。价格略贵了点！', '短评打分': 5}
{'短评内容': '，已入住金陵之星，上次也是住的这家酒店，感觉还不错，出入也方便，就是只含单早，不太好。', '短评打分': 3}
{'短评内容': '—酒店非常干净，早餐一般。', '短评打分': 3}
{'短评内容': '房间设施比较一般，大床房的大床小了点。\n早餐不错。\n总体感觉尚可。', '短评打分': 5}
{'短评内容': '中规中矩的四星酒店设施好！卫生好！早餐好服务好！满意！', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '总体不错，只是卫浴设施太过陈旧，又漏水浴缸又堵，希望饭店能维修更新！', '短评打分': 5}
{'短评内容': '酒店环境较好，交通便利，房间液晶电视较好，其它设施有点老化。', '短评打分': 3}
{'短评内容': '离火车站较近，但附近吃饭的地方不多。房间也还不错，可惜的是桌上的台式机太占地方（写字台较小），建议酒店把主机移到地上，毕竟现在商务客基本上人人都自带电脑。', '短评打分': 5}
{'短评内容': '老客人，地段和环境都是不错的，下次还会再来！\n', '短评打分': 5}
{'短评内容': '服务不好，明明有房间却不给.我中午12点退房,想延迟到2点退房，先吃饭，对方说不能延迟，必须12点前.只好退掉。然后因为某些原因，需要再住一晚,结果预定成功后，到前台办理，告之说单人房间再打扫,需要等40分钟，然后我等到接近1点30分，再问，被告之继续等待，我说房间没打扫不要紧,我先进去放行李...此时被告之说实际没有房间,客人都还没有退,我问为什么让我等,他们说2点钟退房的，到时候一定有房间..', '短评打分': 1}
{'短评内容': '不错 配得上五星酒店了 就是地理位置比较不佳 出门要打的 ', '短评打分': 5}
{'短评内容': '帮朋友订的，据说也不错，靠近高校考场，属于闹中取静\n', '短评打分': 5}
{'短评内容': '卫生间太小', '短评打分': 3}
{'短评内容': '地点很好，离会议中心、南京林业大学很近，离火车站不远。酒店的设施和服务都比较好，总台前大厅很敞亮。卫生也比较好。', '短评打分': 5}
{'短评内容': '酒店服务很不好，不能及时与客人沟通。也没有商务中心，非常不方便。', '短评打分': 1}
{'短评内容': '性价比一般，房卡出现问题让人莫名其妙突然完全没电。', '短评打分': 5}
{'短评内容': '玄武湖畔,风景优美,南京站附近,交通方便,性价比高!', '短评打分': 5}
{'短评内容': '9楼行政房非常好，下次还会选住。房间大，视线好', '短评打分': 5}
{'短评内容': '对面是国展中心，离火车站很近，交通便利。但与同价位酒店相比，房间太小、设施太旧，早餐价格高，可以考虑根据入住人数送1至2位早餐。性价比不高，还不如太平门的九华饭店', '短评打分': 1}
{'短评内容': '位置比较偏 但是订房的时间比较晚了 设施还是不错的 早餐没来得及吃 总的来说还是不错的\n', '短评打分': 5}
{'短评内容': '感觉还行 早餐很好 就是房间还是有霉味 继续努力', '短评打分': 5}
{'短评内容': '定了有电脑的房还是挺方便的，性价比还不错。', '短评打分': 5}
{'短评内容': '房间设施较久，但离南京国际展览中心非常近！', '短评打分': 5}
{'短评内容': '不错的酒店，物超所值。服务也挺好，早餐一般。还会再去的。', '短评打分': 3}
{'短评内容': '早餐不错！                         离展览中心很近。', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '卫生、舒适度方面，房间整体不错，介绍入住的老外很喜欢', '短评打分': 3}
{'短评内容': ' Good rooms!', '短评打分': 5}
{'短评内容': '较满意', '短评打分': 5}
{'短评内容': '＋大堂很好，服务热情', '短评打分': 5}
{'短评内容': '各方面都算凑合的酒店，送双早，感觉比较大方，虽然我也不会一个人吃掉两份早餐，另外行政间有电脑，也赞一个。\r\n\r\n就是前台是个实习生，实在缺乏经验，早上10点到酒店，告知客房没有打扫，要我等两个小时以后。说是早上退了一大批房间，需要逐个打扫，不知道什么时候轮到我这间，我说可否让我先放下行李到房间，我先出去办事，也说不行。My God，稍微有服务意识的酒店都不会让客人站着等两个多小时，难道不能先打扫我', '短评打分': 5}
{'短评内容': '向前台找个电脑USP接口给MP3充电都没有，现在酒店都应有公用电脑供客人查询使用，跟四星级标准相差太远了。\r\n整体感觉，设备落后，跟不上时代了。是个典型的老4星。', '短评打分': 3}
{'短评内容': '停车要收费，我曾经打过电话咨询答复是白天3元，过夜4元。结果看是外地车牌，原本4元的停车费非得要收10元，心情不爽。\r\n', '短评打分': 1}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '离火车站比较近,宾馆服务比较好.房间干净.不后悔的', '短评打分': 5}
{'短评内容': '前台服务还好 还提醒我帮助订票要加40元费用 房间还是有霉味 饮食还好 这是我老婆最满意的', '短评打分': 5}
{'短评内容': '位置非常好，前台服务有待提高，性价比不错。', '短评打分': 5}
{'短评内容': '離車站不遠,且安靜.但是距離景區都有點距離.如商務需要我會推薦這裡.觀光的話,就要考慮了.', '短评打分': 5}
{'短评内容': '住了2次了，前台永远都是1个人接待，客户等也不知道打声招呼！房间地毯脏的很，香烟味道很大，早餐也很差！\r\n总之，性价比很差的!', '短评打分': 1}
{'短评内容': '位置虽然离火车站2公里，还凑合，但是性价比不行，368块的标准间连个矿泉水和咖啡都不送，而且电视都是老式的20寸的，枕头太低太软，服务员表情淡漠，总体来说价格太高，对比火车站旁的新世纪差的太多了！', '短评打分': 1}
{'短评内容': '还不错。就是大堂有点热', '短评打分': 3}
{'短评内容': '代客人订的房，反馈很好！早餐不错。', '短评打分': 5}
{'短评内容': '如果去展览中心参加会议，是非常好的选择，交通极其便利', '短评打分': 5}
{'短评内容': '酒店早餐蛮丰富的，馄饨很好吃', '短评打分': 5}
{'短评内容': '到南京的首选酒店，性价比高，交通便利，开车、坐车都方便。', '短评打分': 5}
{'短评内容': '一切都很好', '短评打分': 5}
{'短评内容': '房间大小一般，比较干净；早餐挺丰富的。', '短评打分': 5}
{'短评内容': '好酒店啊，位置实在是妙中之妙，啊是的啊~~~~~~~', '短评打分': 3}
{'短评内容': '位置实在是好啊~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '位置蛮好的，隔音效果不太好，早餐不错', '短评打分': 5}
{'短评内容': '旧，非常旧。', '短评打分': 5}
{'短评内容': '第二次入住了，性价比还不错。', '短评打分': 3}
{'短评内容': '第二次入住了，性价比还不错。', '短评打分': 5}
{'短评内容': '服务挺好的环境也可以 网速超快', '短评打分': 3}
{'短评内容': '服务挺好的环境也可以 网速超快', '短评打分': 5}
{'短评内容': '挺好。卫生、服务都还不错，门童特热情。建议每个房间都配上电脑。', '短评打分': 5}
{'短评内容': '比较老的四星酒店，比较干净。房间不太隔音，或者说隔壁的叫声太大。\r\n中规中矩的酒店，自助餐一般。就是离国展中心和林业大学近。', '短评打分': 5}
{'短评内容': '不错的酒店，上网速度很快哦。', '短评打分': 3}
{'短评内容': '很不错的酒店，离火车站非常近！早餐也很丰富，有机会还会入住。', '短评打分': 5}
{'短评内容': '比较吵 其他都还不错', '短评打分': 3}
{'短评内容': '房内设施有点旧，其他尚可', '短评打分': 5}
{'短评内容': '装修比较陈旧，服务一般。', '短评打分': 3}
{'短评内容': '酒店装修太旧，价格又高。', '短评打分': 1}
{'短评内容': '酒店位置很好，很干净，服务也不错。', '短评打分': 5}
{'短评内容': '装修旧了些，交通方便，性价比一般。', '短评打分': 5}
{'短评内容': '住宿条件不错，二楼餐厅较差', '短评打分': 5}
{'短评内容': '今年考研入住的 满意', '短评打分': 3}
{'短评内容': '推荐 不错的 是这个价格', '短评打分': 5}
{'短评内容': '酒店非常干净，设施条件也不错，位置离我要去的地方很近，价格适中，就是前台的服务感觉没有北京的好，但是如果还到这附近的话，肯定还住这。', '短评打分': 3}
{'短评内容': '酒店的设施方面有些陈旧了,服务和卫生还是不错的,周边环境还可以.出行比较方便的,价格方面稍微偏高些了.', '短评打分': 3}
{'短评内容': '该酒店与四星相差很远，但是地理位置比较好，方便出差办事。餐饮比较好。主要问题，设施比较老，服务意识较差。', '短评打分': 5}
{'短评内容': '酒店的设施方面有些陈旧了,服务和卫生方面还是可以的,位置靠近火车站比较近.但去市区稍微远了点,整体感觉价格还是比较合适的.', '短评打分': 3}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '环境各方面感觉很一般，下次去南京会选择更好些酒店', '短评打分': 3}
{'短评内容': '前台服务不是很热情，比较冷淡，给人感觉不好', '短评打分': 3}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': '酒店比较旧，价格太高，下次不住了！', '短评打分': 3}
{'短评内容': '因为开展会没有办法，这家酒店很一般！', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '房间太小、设施太旧、价格偏高；\r\n交通便利。', '短评打分': 1}
{'短评内容': '酒店位置相当不错,离火车站很近.但是设施有点旧,那会儿有的楼层在装修,装修的味道也难闻.', '短评打分': 5}
{'短评内容': '酒店各方面基本上都还是可以的,没发现什么不好的地方.', '短评打分': 3}
{'短评内容': '位置很好，服务一般，让人不舒服的是停车场停车要收费；餐饮太差，建议住宿可以，不要在里面用餐。', '短评打分': 5}
{'短评内容': '此酒店我住过多次，也带客户住过，普遍反应不错，早餐比较丰盛，房间也还可以。一般去南京公干都愿意住这里。离火车站很近。就是周围上档次的饭店不多。', '短评打分': 5}
{'短评内容': '总体感觉良好，值得推荐，服务态度要改进', '短评打分': 3}
{'短评内容': '酒店位置可以，出门很方便，建议改进服务态度问题', '短评打分': 5}
{'短评内容': '服务员经常不敲门就进来了！让人难以接受！', '短评打分': 5}
{'短评内容': '四星收费二星水平，房间狭小，电脑不能安装自己必要软件，晚上十一点后还有Se Qing拉客电话，拜托不要进住。', '短评打分': 1}
{'短评内容': '酒店情况基本尚可，基本上是3星的水平，价格和酒店的实际状况是有些距离，性价比是不值的，早餐比较差很多东西都吃完了也不加，前台的服务态度确实不佳！\r\n', '短评打分': 5}
{'短评内容': '酒店的设施环境都很一般不是很舒适，价格也不是很优惠.', '短评打分': 5}
{'短评内容': '酒店的环境设施都比较达标位置也很方便,交通也很好.', '短评打分': 5}
{'短评内容': '酒店很干净，而且离中山陵很近，如果旅游观光的去中山陵的话，这里不错，就是前台办手续比较慢，似乎是新人，每个人办理都要10分钟左右。', '短评打分': 5}
{'短评内容': '设施、位置、周边环境都很好！', '短评打分': 5}
{'短评内容': '感觉房间布置得挺有情调，卫生做得很好。设施服务都不错。下次还住。', '短评打分': 5}
{'短评内容': '我的亲戚入住竟然没有空调，南京天气超过32摄氏度，酒店居然不开中央空调，太热了晚上都没有睡好。还有酒店不开空调的话，打开窗户就有蚊子飞进来，连个蚊香都没有，窗户没有纱窗防蚊子。', '短评打分': 1}
{'短评内容': '总体一般，早餐尚可，地段有点偏。附近无购物场所。登记要两个人的证件，否则早餐只给一份。', '短评打分': 3}
{'短评内容': '还可以，房间较大，离车站比较近，靠近路边。从秦淮河打的回去需要20元车费。离开时间较早，未能享受免费早餐。', '短评打分': 3}
{'短评内容': '一般,有电脑可以上网,不错', '短评打分': 3}
{'短评内容': '总的来说还是不错的，只是早上的早餐品种太少，房内用餐的菜单更是少的可怜，这是我住过所有四星级酒店吃饭品种最少的一家酒店！不过门童和前台的服务态度真的很不错~我还是比较满意的~', '短评打分': 3}
{'短评内容': '我是周末和我先生一起去的，酒店的服务很好，服务生也很有礼貌。当时去的时候已经是中午了，所以在酒店吃了自助餐，后来一看才58元。原来酒店在搞活动，买一送一，等于我们2个人的平均消费才29元，吃的饱的要命。第二天我们俩个的早餐也是免费的... &amp;lt;BR&amp;gt;&amp;lt;BR&amp;gt;酒店的环境不错。但是有一点我很郁闷，为什么我们住的房间有很重的烟味呢？后来致电到总台，2', '短评打分': 3}
{'短评内容': '我是周末和我先生一起去的，酒店的服务很好，服务生也很有礼貌。当时去的时候已经是中午了，所以在酒店吃了自助餐，后来一看才58元。原来酒店在搞活动，买一送一，等于我们2个人的平均消费才29元，吃的饱的要命。第二天我们俩个的早餐也是免费的... &amp;lt;BR&amp;gt;&amp;lt;BR&amp;gt;酒店的环境不错。但是有一点我很郁闷，为什么我们住的房间有很重的烟味呢？后来致电到总台，2', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;还好，退房时间还是比较灵活的。&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt; 我与2005年10月5日入住贵酒店，进门的霎那间感觉酒店的服务真好，门童彬彬有礼的服务，让人如沐春风。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt; 但当我们晚上进餐回来后（大约23：00左右），遇到贵酒店的停车场保安，不愉快的事情发生了。贵酒店保安要求我们缴纳停车费，我们立即向贵店保安解释&amp;#8220;', '短评打分': 3}
{'短评内容': '不错的一个酒店 去的时候还有水果篮 还有早餐 便宜一点就更好了', '短评打分': 3}
{'短评内容': '总体还好 不过还是觉得没有东面200米的太阳宫好 而且贵了点 但是金陵之星星级要高一点啊', '短评打分': 3}
{'短评内容': '我现在正住在金陵之星，感觉还不错，现在对这家酒店发表以下个人看法：硬件环境不错，设施较好，房间里的设备和用品挺齐备，服务态度较好，但打扫房间比较差，今天不知为什么都没打扫，叫了服务生才来打扫。早餐种类少。房间的价格在南京来讲还算值。交通比较方便。&lt;br /&gt;\n晚上会有人打电话问要不要按摸之类的。总的来说不错，值得一住。', '短评打分': 3}
{'短评内容': '不错，我去住了几次，环境很好，服务很好，感觉很好，就是有的房间床好响，别扭！&lt;br /&gt;\n另外，空调不是很强劲，遗憾！&lt;br /&gt;\n房间的电脑就更别提了，都是木马，开机都要等10分钟，晕了~~~~', '短评打分': 5}
{'短评内容': '这里地理位置很好.离中山陵玄武湖很近.离火车站只有起步价,所以有些司机是很不情愿拉你的.房间很干净,有电脑可以免费上网.性价比很高.', '短评打分': 3}
{'短评内容': '服务是我在南京唯一遇到的较好的。房间还好，窗户很大。湖景房要贴着窗户还可以看到湖。离展览中心很近。', '短评打分': 5}
{'短评内容': '总体来说还不错，挺好的。', '短评打分': 3}
{'短评内容': '国庆在这里住了几天，感觉蛮不错的！卫生，服务都很不错！就是住宿给的早餐卷给2张就好了！', '短评打分': 3}
{'短评内容': '总的来说还是不错的，如果你想睡个懒觉就可以用168的不含早餐的房间，挺新挺干净的，单人间有落地窗，8层以上能看的到玄武湖和紫金山，不错，行政标准间除了楼层高一点外和普通标准见没什么差别，还比较小一点，推荐：普通标准见，含两分早餐，不错！', '短评打分': 3}
{'短评内容': '酒店比较干净卫生，看上去很新，只是位置比较偏，朝北的房间几乎没有什么风景，而且这么冷的天暖气开的也不是很足。但是总的来说还是比较满意，房间也很宽敞，还有卫星电视。', '短评打分': 3}
