{'短评内容': '不错，服务很好', '短评打分': 5}
{'短评内容': '国图正对面，地铁4号线C口出来步行100米左右就到，交通便利。往北可到民族大学、人民大学、北京交大等学府。办事还是比较方便的。\n值得一提的是，三楼的燕兰楼的兰州菜味道不错，当然价格也“不错”呵。', '短评打分': 5}
{'短评内容': '酒店环境非常好，干净整洁，下次还会选择这里。', '短评打分': 3}
{'短评内容': '维也纳酒店最大的好处是房间宽大,干净,门口有地铁和公交站,交通方便.附近的张记面馆不错.但酒店里除餐厅外没有别的设施,太单调.', '短评打分': 3}
{'短评内容': '酒店位置很好，交通方便，装修很讲究，我和儿子很喜欢，他住着不想走呢，我住的豪华单人间，但床很大，2*1.8米，还有一个大沙发，真是不错，下回想试试带浴缸的房间', '短评打分': 5}
{'短评内容': '设施稍显陈旧，地理位置较好，房间够大，总体来说性价比还可以', '短评打分': 5}
{'短评内容': '\n已入住，一切還好！', '短评打分': 3}
{'短评内容': '很舒适，下次还选择这里', '短评打分': 3}
{'短评内容': '到国图查资料住此店最方便，四号地铁站出口就是店门，房价大方整洁，服务周到热情', '短评打分': 5}
{'短评内容': '在网上订的高级单人房，到的时候因为房间满了给免费升级了豪华房，挺不错。酒店离地铁站特别近，交通很方便。房间的硬件设施齐全，只是隔音不是很好。服务一般，可能太忙了。', '短评打分': 5}
{'短评内容': '很好！很大！很舒服！真正五星级服务二星级价格', '短评打分': 3}
{'短评内容': '还不错，空调很好，房间很宽敞，位置很好。', '短评打分': 5}
{'短评内容': ' 还好,下次还会入住。', '短评打分': 3}
{'短评内容': '价格不贵,环境好,外出有地铁交通方便。', '短评打分': 3}
{'短评内容': '挺好的 价格再低点就更完美了 字数够了吗。。。。。。。。。。', '短评打分': 5}
{'短评内容': '第二次来了，性价比很高，虽然第一次出现点问题，但是酒店处理的很好！！！', '短评打分': 5}
{'短评内容': '交通还算比较方便，早餐一般般。三楼餐厅不能挂账，而且服务质量不到位。', '短评打分': 5}
{'短评内容': '6床和枕头很舒服，离地铁很近。', '短评打分': 3}
{'短评内容': '酒店的位置很好，门口就有公交站，离地铁非常近。而且停车不收费。房间的环境不错，床特别软，可能有些人不舒服。', '短评打分': 5}
{'短评内容': '在这个位置，价格就算比较合适了。离地铁站比较近，方便到达。', '短评打分': 5}
{'短评内容': '环境不错，交通便利，价格比较优惠，非常好', '短评打分': 5}
{'短评内容': '环境不错，离地铁口很近，服务到位，下次还会入住', '短评打分': 5}
{'短评内容': '本来要退房,因为感觉维也纳酒店住宿确实不错,所以取消了其他酒店的订单,续订维也纳酒店,强力推荐维也纳酒店{首体店}', '短评打分': 3}
{'短评内容': '维也纳酒店<首体店>交通便利,设施完备,性价比高,值得推荐', '短评打分': 3}
{'短评内容': '很不错的酒店，尤其是坐高铁到北京的，直接4号线地铁就到了。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '交通十分便利，几乎去所有景点都有直达的公交或地铁，酒店环境也好！', '短评打分': 5}
{'短评内容': '酒店非常好，环境确实满意,下次有机会还去住。', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '交通较方便，环境较好，地方较大，设施也不错！！！', '短评打分': 5}
{'短评内容': '这家酒店很不错，交通便利，环境也好，最主要是价格实惠。', '短评打分': 5}
{'短评内容': '每次来北京都是住这里,挺好的,但好象涨价了?每次来北京都是住这里,挺好的,但好象涨价了?每次来北京都是住这里,挺好的,但好象涨价了?每次来北京都是住这里,挺好的,但好象涨价了?每次来北京都是住这里,挺好的,但好象涨价了?', '短评打分': 5}
{'短评内容': '地理置优越，紧邻地铁图书馆站，交通便利，站酒店外观看着一般，但酒店内德房间不错，很舒适，很干净，房间也大，免费上网，不错的酒店，性价比很高的酒店。', '短评打分': 5}
{'短评内容': '环境很舒适，床很软!特别提出一点，尽管挨着主干道，但是隔音很好，非常安静!', '短评打分': 3}
{'短评内容': '酒店很大，很新，又在地铁站旁，出行非常方便。服务正规，态度好。不远处有大型超市，购物方便。离北大，清华近、', '短评打分': 5}
{'短评内容': '环境好，床很舒服', '短评打分': 3}
{'短评内容': '不错，各方面都很好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境还不错，可惜预订了个单间没有入住，3个标间住下来了，费用还照收，酒店这么考虑的话就是只想做一次生意，唉。', '短评打分': 1}
{'短评内容': '环境不错，服务也很好，本年度5月份去住过一次，走的时候匆忙有几件衣服忘了拿走，结果事隔三个多月了，还能找到。非常感谢那里的服务人员。', '短评打分': 5}
{'短评内容': '离地铁站相当近，服务态度很好，我们住的楼层那个阿姨  态度更好，··  总体来说，挺值得··   就是卫生间不要用透明玻璃，注重隐私嘛', '短评打分': 5}
{'短评内容': '不错,位置好,方便.价格说不上贵或者便宜,在北京市区的地方,这个价格这能说还可以.还有免费停车场,难得.主要的是楼下就是神州租车,要是租车用倒是真方便.下次还会住在这儿的.', '短评打分': 5}
{'短评内容': '优越的地理位置  实惠的价格  就是房间太紧张了不好预定。交通便利  但周围吃饭的地方不多，晚上只能去比较远的地方消遣。楼下燕兰楼的菜品实在不敢恭维。', '短评打分': 5}
{'短评内容': '交通便利，正在地铁4号线国图站出口处，所以坐地铁是很方便。而且房间比较宽敞，也比较干净。我住了两天，中间并没有让服务员打扫卫生，但是第一天下午出门后，服务员就主动帮我们打扫了卫生，这点让我很满意。服务态度也是不错的。下次再回母校还是住这家，呵呵', '短评打分': 5}
{'短评内容': '不错，挺干净。', '短评打分': 3}
{'短评内容': '地段绝佳，距离国家图书馆很近；房间设备全新，卫生打扫也很及时。如果在价格上再便宜一点，饭食上再大众化一些，那就更锦上添花了。', '短评打分': 5}
{'短评内容': '雖然大廳前還在整修, 但房間還不錯, 交通也還不錯,地鐵就在門口. 另外,早餐差了點', '短评打分': 5}
{'短评内容': '还不错，交通方便，以后还是会先把这里，不过价格相对说来还是有点贵。', '短评打分': 5}
{'短评内容': '帮朋友订的，反映不错！交通方便，性价比高。', '短评打分': 5}
{'短评内容': '优点如下：1、靠近地铁出口，出入方便。2、距离国家图书馆很近。3、住宿条件和服务员的态度都不错。\n建议：能经常推出一些特价房就好了。', '短评打分': 5}
{'短评内容': '出4号线就到，地理位置很好。服务不错，设施也非常齐。这个价位是值得入住的。', '短评打分': 5}
{'短评内容': '性价比挺高的  服务态度也很好 房间设施也不错 以后还会再来', '短评打分': 5}
{'短评内容': '看了评价推荐这是一家性价比比较高的酒店，正好爸爸去附近的口腔医院看病，就定了这家。交通很方便，酒店设施也很好，服务员都读都特别好，总之住的很开心！性价比是很高！下次去北京还会考虑这家的', '短评打分': 5}
{'短评内容': '交通非常方便,离地铁口仅一两分钟,非常方便;周边吃得不是特别丰富,不过有吉野家,走四五百米的样子内,也有几家餐馆;附近有药店和小便利店.觉得不好的就是房间的床太软了,睡得热而且睡得腰疼(可能个人偏好硬床些).总的来说还不错,要是价格便宜些就最好了', '短评打分': 5}
{'短评内容': '房间挺大，但设施不齐全，前台服务态度一般，总体性价比一般', '短评打分': 5}
{'短评内容': '位置可以，离地铁口很近，服务和设施都可以，但就是就餐不方便，没有午晚餐，三楼的餐厅又贵的要死，世界上看来没有完美的事。', '短评打分': 5}
{'短评内容': '酒店装修、服务都还可以。前台和客房部的员工都很热情。但是早餐太贵了，35一位！相同的价格可以吃上岛了，但是这里的早餐没法和上岛比。早餐服务员只知道追着客户签单、收钱，什么品种吃完了，哪桌的餐食该收拾了，全都不管。但是瑕不掩瑜，3楼得午饭和晚饭都不错，但是由于不是一家的关系，还不能签单，望改进。（价格不要再涨了）', '短评打分': 5}
{'短评内容': '再次入住该酒店，喜欢它优越的位置，喜欢它宽敞的房间，喜欢舒适的大床．就是周遍吃饭的地方少，都是适合商务宴请的餐馆．', '短评打分': 5}
{'短评内容': '地理位置好，房间大，新换得床很舒适．缺点是西边有工地，晚上比较吵．接待团队多，前台服务比较慢', '短评打分': 5}
{'短评内容': '前台接待的那个小伙子（瘦高个）接待水平不比女孩差。值得给个大拇指！', '短评打分': 5}
{'短评内容': '住了六天，感觉很好。干净整洁，有网络，洗澡水也很大，交通方便，下次来还会入住！', '短评打分': 5}
{'短评内容': '还不错，位置蛮好的，地铁很方便，服务也可以', '短评打分': 5}
{'短评内容': '给朋友定的，房间宽敞，床大，舒适，像北美的酒店', '短评打分': 5}
{'短评内容': '很超值，房间很不错。地理位置也很好。这个价格相对于这个房间来讲，完全超值！', '短评打分': 5}
{'短评内容': '房间装饰很合理，很实用；房间宽敞、明亮、色调柔和，看上去很舒适、温馨；\n电器插座特多，放行李的空间特大，很方便；酒店就在地铁四号线口，交通的方便就不要说了。', '短评打分': 5}
{'短评内容': '酒店不错，交通比较方便，就是吃的不是很方便', '短评打分': 5}
{'短评内容': '总体还不错， 酒店镂空的设计很有意思，洗澡间是透明的玻璃房，很好玩~~~', '短评打分': 5}
{'短评内容': '房间非常干净 也比较大~有冰箱 浴室是透明的 整体感觉非常好~', '短评打分': 5}
{'短评内容': '服务卫生很好，床很大，很舒服。前台服务好，结账快，交通方便。地铁口附近。', '短评打分': 5}
{'短评内容': '干净，房间大，楼下是地铁交通方便，周边有小超市，快餐厅和高级餐厅，对于300这个价格确实不错。', '短评打分': 5}
{'短评内容': '在该酒店入住近一星期，总体评价不错，房间干净，位置在地铁站旁，还有公交站，出行方便，服务还行；就是不含早，酒店内早餐35，而附近早餐店只有吉野家，或者就是早摊点，用餐不是很方便。还有预订标间描述的床有1.5x1.8米，我感觉根本没有这么宽，顶多1.2米宽。房间也没想象的大。另外还想提醒去北京玩的朋友，“一日游”千万千万不要参加各种广告传单上的，全是黑导，本人上当了，特在此提醒。', '短评打分': 5}
{'短评内容': '房间很宽敞，床也比一般酒店大，很干净，价位很好！帮朋友订的。', '短评打分': 5}
{'短评内容': '酒店很好，位置好环境好，软硬件都很好，价格合理，物有所值，下次还住。', '短评打分': 3}
{'短评内容': '位置不错，条件也很好啦！', '短评打分': 3}
{'短评内容': '  酒店不错，但汽车噪声有点大。', '短评打分': 3}
{'短评内容': '房间屋顶上小飞虫特别多，而且夏天酒店不主动提供熏蚊器', '短评打分': 1}
{'短评内容': '房间屋顶山小飞虫很多，夏天酒店不主动提供熏蚊器', '短评打分': 1}
{'短评内容': '酒店比想象的大也  房间的布局,浴室的设计都不错。 满意', '短评打分': 3}
{'短评内容': '床很舒服，交通方便，服务好，空调好，设施好，网速快，价格合理', '短评打分': 5}
{'短评内容': '环境很好，房间布置的也不错。该有的都有了！离地铁口非常近，交通便利！', '短评打分': 5}
{'短评内容': '＋交通比较方便，性价比高', '短评打分': 3}
{'短评内容': '酒店不错，干净，离地铁口很近，只是不送早餐不太人性化。', '短评打分': 5}
{'短评内容': '我住的高级单人房，房间很干净，隔音也还不错，基本不会影响到休息，卫生间是透明的，总体感觉很好，下次还来这里', '短评打分': 3}
{'短评内容': '自从三月份住过这家酒店后,每次都住这家了,交通方便,房间也大气', '短评打分': 5}
{'短评内容': '环境不错，地理位置比较靠近市内，出门就是地铁口，服务态度也不错', '短评打分': 5}
{'短评内容': '非常好，一周去一次啊，真是性价比很好，就是会员卡贵了点', '短评打分': 5}
{'短评内容': ' 除了离地铁口近之外，没有任何值得推荐的地方。大厅在装修，脏乱得很，服务质量有待提高。下次还是不要住这里了。', '短评打分': 3}
{'短评内容': '环境不错，服务很好，但门面装修，不太雅观', '短评打分': 3}
{'短评内容': '非常好！', '短评打分': 3}
{'短评内容': '真的很不错，价格便宜性价比高的酒店，大床很舒服', '短评打分': 5}
{'短评内容': '不错，  基本满意，离办事的地方较方便 ！', '短评打分': 5}
{'短评内容': '此酒店很不错，由其是前台的服务。欠缺之处就是三楼中国兰州手抓羊肉酒店、收银台的服务意识欠缺。', '短评打分': 5}
{'短评内容': '酒店正在装修,地理位置不错,很方便,而且退房时间是下午两点,很人性化.', '短评打分': 5}
{'短评内容': '不错~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~··', '短评打分': 5}
{'短评内容': '不错哦~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~··', '短评打分': 5}
{'短评内容': '条件不错，交通也很方便，下次去还住这里。', '短评打分': 5}
{'短评内容': '条件不错。', '短评打分': 3}
{'短评内容': '住的高级单人房，和网上照片一样，很温馨的房间布置。主要还是周围工地建设，一楼大厅装修，而且楼从外表看，真的不怎么好，但是里面走廊房间啊很干净的，和楼外表看上去一点也不衬。。。推荐', '短评打分': 5}
{'短评内容': '马上就到', '短评打分': 3}
{'短评内容': '这家酒店挺好,已经来北京住两回了,环境不错,交通尤其方便,就在地铁站口啊.', '短评打分': 5}
{'短评内容': '酒店地理位置超好 离地铁站超近 附近也有公交车站 出行方便\n酒店的浴室水超大 很喜欢 ', '短评打分': 5}
{'短评内容': '感觉不好 市内的电话费超级贵 大堂里面竟然还出租给私人开商店呢', '短评打分': 1}
{'短评内容': '去的时候正在装修 从早上8点就开始就很吵了 酒店比较陈旧', '短评打分': 1}
{'短评内容': '竟然早晨7点多有服务员敲门说查酒店里响了一晚上的奇怪的声音，不推荐，服务实在不行', '短评打分': 1}
{'短评内容': '酒店环境舒服，服务态度很好，整体感觉都很不错，挺喜欢这个酒店的', '短评打分': 5}
{'短评内容': '性价比还是蛮高的，就是大堂在装修有点小乱，房间不错，隔音也还好，不过怎么没有擦鞋布！', '短评打分': 5}
{'短评内容': '环境不错，卫生好。服务生态度也很好，因为周六演唱会的原因客房爆满，我提前到酒店几次想入住都没有空房，服务生一直耐心解释，其实是我提前到了哈，一到预定的时间就顺利入住了。交通方便，出了地铁几分钟就到酒店，离首体也非常近，总之这次出行很开心。不过早餐不值35元。', '短评打分': 5}
{'短评内容': '很满意', '短评打分': 3}
{'短评内容': '非常令人失望的酒店；一楼就是一个大工地，超级刺激的甲醛味道；鼻炎又烦了；   6楼早餐通道也是正在装修，冒着刺鼻气味去吃饭，居然时间还拖后。  唯一的亮点是3楼的餐厅可惜不是酒店的物业。  不小心污损的床单居然要150大元，跟抢钱没有区别。', '短评打分': 1}
{'短评内容': '地点便利，房间舒适，服务到位，干净整洁，推荐入住，性价比高', '短评打分': 5}
{'短评内容': '很满意…', '短评打分': 3}
{'短评内容': '酒店大床房很舒服！交通很方便', '短评打分': 3}
{'短评内容': '装修收尾阶段，味道大。灰多。进出酒店感觉像路过工地。', '短评打分': 1}
{'短评内容': '酒店还不错', '短评打分': 3}
{'短评内容': '环境不错，靠近地铁站，交通便利，只是期间有一晚突然没热水。', '短评打分': 5}
{'短评内容': '樓下在裝修電梯內都是砂石且有甲醛的味道預定時都沒告知', '短评打分': 1}
{'短评内容': '內容', '短评打分': 3}
{'短评内容': '房间宽敞 安静 床很舒服 交通方便 出门就是地铁口 干净卫生', '短评打分': 3}
{'短评内容': '总体来说很满意，住宿环境很好，卫生条件不错，打扫的很干净，房间的床很大，被子很柔软，电视是挂墙上的，感觉设计的前卫，床头灯灯光柔和，住宿条件不错', '短评打分': 5}
{'短评内容': '服务很好，服务员随叫随到，有求必应，酒店硬件设施比较齐全，房间卫生条件很好干净整洁，格局布置的不错，舒适度很好', '短评打分': 5}
{'短评内容': '酒店这一带环境蛮舒服的，房间很宽敞，床很大很舒服，卫生间设计的很时尚，卫生条件不错', '短评打分': 5}
{'短评内容': '房间硬件设施很好，很齐全，卫生条件不错，干净整洁，服务比较一般，酒店位置还可以', '短评打分': 3}
{'短评内容': '性价比较高的酒店，房间很干净，环境很好，地理位置不错，周边出行方便，舒适度很不错', '短评打分': 5}
{'短评内容': '酒店位置不错，距离动物园很近，门口打车坐公交都很方便，吃饭的餐馆也比较多，房间一次性洗漱用品齐全，虽然房间靠近马路，但是很安静，隔音做的不错', '短评打分': 5}
{'短评内容': '服务员态度很好，周到热情，酒店餐饮不错，有各种各样的菜系，吃饭蛮方便的，房间大小合适，隔音效果挺好，舒适度不错', '短评打分': 5}
{'短评内容': '酒店服务很好，服务员很周到热情，房间硬件很齐全，卫生条件很好，干净整洁，住宿条件蛮不错的', '短评打分': 5}
{'短评内容': '卫生间设计的比较人性化，里面安了梳妆镜，对于女生来讲很方便，房间设施很齐全，颜色搭配很好，酒店地理位置不错，周边交通出行方便，坐地铁坐公交都很方便，附近还有大超市，购物方便', '短评打分': 5}
{'短评内容': '早餐很不错，是自助形式的，种类多，口味好，房间卫生条件很好，干净整洁，硬件设施蛮齐全的，服务相当周到', '短评打分': 5}
