{'短评内容': '...', '短评打分': 5}
{'短评内容': '总体不错的酒店。唯一的缺点是和写字间混在一起，上下班的时候电梯不够用。', '短评打分': 5}
{'短评内容': '门框快掉下来了，条件很陈旧，附近的海德不错。', '短评打分': 1}
{'短评内容': '超级垃圾，不建议大家入住，周围配套设施也少，房间价格偏贵，而且不提供免费矿泉水，不提供洗衣服，并且是在商务楼里面，等电梯特别慢，而且谁都可以进，不安全', '短评打分': 1}
{'短评内容': '酒店设施简单，还不能洗衣服，强力建议不要住', '短评打分': 3}
{'短评内容': '酒店设施简单，还不能洗衣服。', '短评打分': 3}
{'短评内容': ' 昨天入住的,地理位置不错,条件也不错的,以后还会考虑这家酒店的', '短评打分': 3}
{'短评内容': '商务套间还不错，卫生也可以。周围环境安静，可房间隔音差些，隔壁打麻将动静有点大。附近人民电影院有夜市。', '短评打分': 5}
{'短评内容': '整体还可以，但是一定要住友窗户的房间。价格稍显贵，因为位置在闹市区。', '短评打分': 5}
{'短评内容': '位置不错，楼下酒店，楼上办公，停车是个问题，价格还可以。', '短评打分': 5}
{'短评内容': '房间不错，设施也好。位置处于交通最拥堵的区域。酒店大堂不向人打听都打不到。最大的遗憾是早晨有多上班族，一起抢电梯，把你拎的东西都能挤坏了。', '短评打分': 5}
{'短评内容': '房间不错，景色还好，位置便利，就是电梯太差了。因为酒店是在写字楼里，又挨着电脑卖场。每次上楼要等N长时间。虽然有4部电梯，但还是要等等很久。建议酒店为客房设置转梯。', '短评打分': 5}
{'短评内容': '酒店前台老弄错事，住了四天，两次没能进房间，害我下楼去找，虽然态度很好，但还是应该多注意，总体来说环境卫生服务周到，不错！', '短评打分': 3}
{'短评内容': '酒店设施还行，但是服务不是四星级的。电梯太慢。', '短评打分': 5}
{'短评内容': ' 已经入住物有所值不错', '短评打分': 3}
{'短评内容': '房间挺干净，但是隔音不太好，电梯太慢了。', '短评打分': 5}
{'短评内容': '还不错，房间有点小', '短评打分': 3}
{'短评内容': '装修很好，很高档，干净，安静，交通很方便，服务区就在楼下什么都有，很适合汉族的，服务很好。\n白天电梯急死了不好坐还要等，洗澡不够方便，虽然有暖气但是冬天窗户不够密封，有点冷。\n我住的是11楼的豪华房。', '短评打分': 5}
{'短评内容': '酒店条件不错，在市中心，吃饭挺方便。晚上12点有电话打进来几次，后来我把电话线拔了，估计是骚扰电话', '短评打分': 5}
{'短评内容': '房间就是有点冷，上电梯的人比较多。房间的设施，隔音条件都还可以！\n', '短评打分': 5}
{'短评内容': '房间很暖和，性价比很高～', '短评打分': 3}
{'短评内容': '暖气出风不怎么好，网络很差。。交通不好。。主要是过不去中山路太堵', '短评打分': 1}
{'短评内容': '房间小和暖气出口不好，位置不好，中山路堵车严重', '短评打分': 3}
{'短评内容': '环境比我想象中的好多了，希望下次有机会再去入住！', '短评打分': 5}
{'短评内容': '比较超值的酒店,设施都还不错.但好象这幢楼也有办公的.电梯人比较多.', '短评打分': 5}
{'短评内容': ' 硬件设施不错，电梯貌似和办公区域共用，要等很久且很拥挤，餐厅饭菜和服务都差', '短评打分': 3}
{'短评内容': '位置不是很好找，酒店的态度还好，房间空间倒是蛮大的不过设施比较一般，价格挺便宜的。', '短评打分': 5}
{'短评内容': '酒店房间设施非常好，淋浴水龙头漏水，其他都不错。\n服务水平有待提高，跟四星相差太远。', '短评打分': 5}
{'短评内容': '真是非常超值的一家酒店，就是停车场非常恐怖。', '短评打分': 5}
{'短评内容': '酒店还算可以吧。地理，房间，价格都算合理。下次还会住的。', '短评打分': 3}
{'短评内容': ' ^o^', '短评打分': 3}
{'短评内容': ' 满意~', '短评打分': 5}
{'短评内容': '处在市中心，跟电脑城在一块，交通方便，但是电梯太少，速度太慢，前台结账很慢', '短评打分': 3}
{'短评内容': '酒店是在一个电脑城里面不是一个单独的一个酒店感觉环境也很乱，房间也很一般根本也不想一个四星级酒店，位置也不好找，价格也很贵。', '短评打分': 1}
{'短评内容': '酒店位置很好，价格也算合理，不足之处：酒店早餐从来不换样，电梯严重不够用，退房结算很慢，不是一般的慢！', '短评打分': 5}
{'短评内容': '位置还行，在百花村电脑城后面的商务楼中，我住的是1219房间（豪标），人员比较复杂；房间条件还可以，但是宽带不怎么样，要找人设置IP和DNS；卫生间冲淋的地方，水会大量的溢出；房间隔音效果不好，隔壁打电话我听得很清楚；数字电视的机顶盒在电视机后面，虽然美观但遥控操作不是特别灵敏；退房结账速度太慢，花了我大概17分钟时间。', '短评打分': 1}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '房间浴缸不干净，其他都蛮好，酒店大门和商场是通着的，感觉不太好', '短评打分': 5}
{'短评内容': '位置很正，卫生做的不太够好，把浴袍拿下来准备穿，一看，别人穿过的根本就没换，上面还有方便面泡过的油。房子空间很大，舒坦。', '短评打分': 5}
{'短评内容': '房間太舊了! 怎也不值390. 百花村280都比它好。', '短评打分': 1}
{'短评内容': '服务一般，酒店位置比较好，就在市中心，其他都蛮不错的，下次还会入住的。', '短评打分': 5}
{'短评内容': '性价比很高的 四星级酒店\r\n', '短评打分': 5}
{'短评内容': '我很喜欢，非常喜欢，希望一直保持。', '短评打分': 5}
{'短评内容': '里面还可以，设施还是比较新的位置很方便就是在市中心，价格的话也是很便宜的。', '短评打分': 5}
