{'短评内容': '当初v那你不想做的v就不想做', '短评打分': 5}
{'短评内容': '性价比非常高,感觉很舒服,很温馨.还有wii,xbox,桌上足球,台球,有wifi,没带电脑也可以去休闲区上网.非常不错', '短评打分': 3}
{'短评内容': '情人节人超级多啊，连酒店都涨价了！没有订到特价房的人伤不起！这家比较实惠的就是89元特价房，129的单人房还可以但空间太小了点！求便宜的孩子伤不起！', '短评打分': 5}
{'短评内容': '很温馨，就是没有洗漱用具，要自己买的，下次要住这个酒店要自带呀！大家记住了。环境不错。', '短评打分': 5}
{'短评内容': '真是超出想象的干净，位置也不错，离火车站、北京路等商圈也近。特别是价格，真的令人无法拒绝！', '短评打分': 5}
{'短评内容': '在市区，楼下饮食方便，距离地铁站有点远，房间很小，隔音不好，没电梯，没电话，单人房没一次性用具。总体一般，性价比不算高', '短评打分': 1}
{'短评内容': '哈哈，第二次住了，真心觉得不错！', '短评打分': 3}
{'短评内容': '还可以喔. 跟去年比涨了价. 上下床铺还是很不错的, 如果有拖鞋就好了. 要不然洗澡只能赤脚. 就这一点是非常非常的不方便呀', '短评打分': 5}
{'短评内容': '已经光顾这家点很多次了，我和老婆每次来广州出差都会选择这家店，但这次没有订到最便宜的套餐，因为情人节嘛。\n128元的房间跟7天等经济型酒店的标准间很类似，布置温馨，私密性也比较好，但价位就便宜多啦。如果说缺点呢，就是电视离床比较近伤眼睛一些。', '短评打分': 5}
{'短评内容': '简约而且时尚，不错，喜欢。如果能够有长包就好了，这样可以连续住很久，总体还算可以。', '短评打分': 5}
{'短评内容': '已经在这家连住两晚了，总体来说经济实惠。我住的是特价房，1m的床，卫生间和浴室是公用的，布置得很温馨，这两天睡得都挺香的。\n最近两天情人节，订房的人好多，要提前订哦，哈哈！', '短评打分': 5}
{'短评内容': '挺好，干净卫生，就是房间非常小，只能放张床和桌子。', '短评打分': 3}
{'短评内容': '很好干净，就是有点小巧了', '短评打分': 3}
{'短评内容': '之前都是住如家和七天的，但是自从住了汉庭后就特别喜欢它，我们住的是公共卫浴的，感觉房间特别温馨，女朋友特别喜欢，有种蜗居的感觉，很巧，去年5月我们住过这间房，今年春节我们也住了同一间房，或许这就是象征我们对爱情的专一吧，嘻嘻', '短评打分': 5}
{'短评内容': '汉庭很不错，第一次住，我觉得比七天好…', '短评打分': 3}
{'短评内容': '环境还不错.除了有可能被别人从窗外看到外(那晚我还看到附近的人家在洗澡...).值得再次入住的酒店', '短评打分': 5}
{'短评内容': '这家酒店第一次入住，原来里面什么都没有的，牙刷，毛巾，沐浴露，洗发水等都要自己准备。里面的房间挺小的。不过环境不错，适合聚会，一大群朋友去入住！开始挺难找的！不过后面找到了，服务很好！里面还有无线网络！很好！！', '短评打分': 5}
{'短评内容': '这家汉庭海友的位置挺好的，步行到陈家祠也就15分钟，还可以免费上网，就是特价房的房间实在是太小了，感觉没有7天的划算，而且房间里面洗澡的地方和床铺之间没有门，导致洗完澡以后房间里很潮，而且房间窗户又很小，总之，没有他家单人间划算！二楼的活动室和休闲的地方很不错，装修很有特色。', '短评打分': 5}
{'短评内容': '交通便利，房间虽然有点小 但朋友说住着挺温馨的', '短评打分': 5}
{'短评内容': '干净，舒适，最喜欢走廊的画，非常适合年轻人，超级喜欢~~~~附近的珍珍猪手面、牛杂都非常好吃啊。。。距离地铁站有点远，要走十几分钟，不过可以走地下商场，还可以逛逛，强烈推荐啊。。。就是有个建议，空调不要对着床吹，很不舒服的。。。', '短评打分': 5}
{'短评内容': '简洁低碳环保，性价比高，单身旅行者的休憩空间。', '短评打分': 5}
{'短评内容': '这个酒店性价比很高！舒适安静简洁，而且最重要的是价格实惠。实在是都市中的一个宁静的小港湾。', '短评打分': 3}
{'短评内容': '优点：\n地理位置不错，环境卫生也不错，价格相对来说也合理。\n缺点：\n但总有走廊的烟味能渗透进来，我个人比较讨厌烟味。', '短评打分': 1}
{'短评内容': '？交通便利，周边小吃多选择。房间干净，整体满意！', '短评打分': 3}
{'短评内容': '很好。。服务态度也很好。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '价格挺实在的环境也不错！主要是交通也非常方便！适合年轻的消费群', '短评打分': 5}
{'短评内容': '卫生不错，洗澡水很好，服务OK，交通算方便。电脑上网很方便。\n没电梯不方便，不提供电话服务不方便。', '短评打分': 5}
{'短评内容': '第一次住，位置还可以，房间干净，服务也好，网络也可以，下次去广州还去住。', '短评打分': 5}
{'短评内容': '酒店一如既往的干净，就是有点吵，隔音只能是说一般了……', '短评打分': 3}
{'短评内容': '面积值50硬件值150。价格不贵也不便宜。严格说100合理', '短评打分': 3}
{'短评内容': '不错，找性价比的强烈推荐！', '短评打分': 3}
{'短评内容': '一如既往\n还是那么干净\n我一直很喜欢墙上的画', '短评打分': 5}
{'短评内容': '房间非常小，卫生间的玻璃门实在有些让人不好意思，其他还好，服务人员比较热情，位置离地铁有些远了。', '短评打分': 5}
{'短评内容': '还不错  就是没有电梯  要自己走。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '干净整洁，小巧温馨，服务到位，地理位置也可以。', '短评打分': 3}
{'短评内容': '很干净，环境还不错，但是离地铁比较远，坐车不方便！', '短评打分': 5}
{'短评内容': '我要了329房间，午睡时发现很吵，给服务台反映后，服务员给我换了330房间，特别表扬昨天3楼的服务员和总台的服务员。', '短评打分': 3}
{'短评内容': ' 很专业！酒店干净，环境温馨，设施为旅行者的需求考虑得很周到，软硬件都不错，维一不太舒服的就是房间有点小，但是经济型酒店可以理解。', '短评打分': 3}
{'短评内容': '到店后没房若有所失，可是店里安排了另一家分店的房间给我，房间更大更舒适，价格更实惠。', '短评打分': 5}
{'短评内容': '性价比高。后来换了榻榻米房间，旁边很热闹～～', '短评打分': 5}
{'短评内容': '酒店还不错，环境还好，位置很方便！！！！！！！', '短评打分': 5}
{'短评内容': '房间没开水很不方便,卫生还不敢错。', '短评打分': 3}
{'短评内容': '性价比高，如果自费出行是不错的选择。周边吃喝非常方便，有机会还要入住。', '短评打分': 5}
{'短评内容': '小，但是很整洁，不过那个盥洗脸盆设计不合理，没法使用。没有一点多余物品和空间，完全符合环保理念，外部环境也不错，地理位置好，又吃饭方便，经济实惠到头', '短评打分': 5}
{'短评内容': '小归小，质量好！干净，明亮一直是汉庭的风格！没有一次性的用品，建议可以给个瓷杯喝茶漱口之类的。', '短评打分': 5}
{'短评内容': '还不错很温馨', '短评打分': 3}
{'短评内容': ':交易会涨价了', '短评打分': 3}
{'短评内容': '正好碰上广交会 涨价啊~~酒店还行 环境干净条件一般 但是人不错，比我住的7天的服务员好~~推荐', '短评打分': 5}
{'短评内容': '房间比较干净，环境也可以。交通也比较方便，还能提供上网，不错的酒店。就是房间设施不是很合理。房间设置不是很安全。', '短评打分': 5}
{'短评内容': '还好 正好碰上广交会都涨价 没办法 整体还行 人比7天感觉好', '短评打分': 5}
{'短评内容': '环境还不错，就是有点小，\n服务态度也可以，最主要就是交通方便，', '短评打分': 5}
{'短评内容': '空间较小，需要自带洗浴用具的，整体感觉还行', '短评打分': 5}
{'短评内容': '离地铁有些距离，对于不熟悉广州地理的人而言，有些难找，不过环境价位都还行', '短评打分': 5}
{'短评内容': '啥都没，连一个刷牙的玻璃杯也没有！除了区位优势，没有任何的优点。', '短评打分': 1}
{'短评内容': '房间小，无沐浴液洗发液牙刷牙膏，要自带，其它还是不错的', '短评打分': 5}
{'短评内容': '这家酒店里的装修不错很清新时尚，网络设备也有提供，只是房间面积有一点小，而且里面也没有提供清洁用品，这一点不是很好。。。', '短评打分': 5}
{'短评内容': '.真的不錯，乾淨、安靜、櫃台人員又親切，有機會還會想去。', '短评打分': 3}
{'短评内容': 'LP很喜欢的一家店，设计很有风格，价格合适，是驴友聚会的好地方，只是房间确实小！附近有个小巷子吃海鲜，传说很好吃，可是只有晚上才有，下次去一定要吃！', '短评打分': 5}
{'短评内容': '第二次入住，服务各方面都没得说，有趣的是好像所有工作人员遇到顾客都会跟你HI一句，房间里没饮用水，但没一层楼梯都有一个饮水机，也有吹风筒提供', '短评打分': 5}
{'短评内容': '清新淡雅，但是房间太小，没有浴巾，床睡着不舒服，被子也不太舒适。总之差强人意吧。有桌游棋牌等等可以租借，挺好。', '短评打分': 5}
{'短评内容': '干净有特色不过没电视', '短评打分': 3}
{'短评内容': '不错的酒店。整体环境很好，服务满意。比较喜欢它的风格，房间的布置很充分，麻雀虽小，但五脏俱全，很方便，舒适，阳光。适合年轻朋友出行，交友，言谈的酒店。', '短评打分': 5}
{'短评内容': '比较便宜 还不错 比较合适的\n地理位置也不错的\n就是房间比较小 \n但是怎么说呢 毕竟价格在哪里呢 所以 也不还是对得起这个价格的', '短评打分': 5}
{'短评内容': '环境还不错的，我住的是特价房有点小，特别是厕所太窄了~不过那床睡得挺舒服的，那里的人的服务态度也很好~价钱也适中，总体还是可以的', '短评打分': 5}
{'短评内容': '经济实惠，不错', '短评打分': 3}
{'短评内容': '＋刚入住，99元以为封闭但意外的有个小窗子，温馨舒适环保。就是靠近马路有点吵。总的不错。', '短评打分': 3}
{'短评内容': '太让我失望了！如果你不知道什么叫一无所有，请到这里来看看……', '短评打分': 3}
{'短评内容': '地段交通方便，客栈卫生挺干净，唯一有点压抑就是房间有点小，不过价格实惠，下次出游还会考虑入住.....还有一点不足,就是空调直对着床吹,不知道是不是每个房间都这么设计的,前台的服务员很热情:)', '短评打分': 5}
{'短评内容': '地段交通方便，客栈卫生挺干净，唯一有点压抑就是房间有点小，不过价格实惠，下次出游还会考虑入住......', '短评打分': 5}
{'短评内容': '环境很好，服务也很热情。是家很不错的酒店，价格也很合适。就是有点难找，位置不是很好，不过离火车站还是蛮近的。嘻嘻，以后有机会还会住这家酒店的。', '短评打分': 5}
{'短评内容': '价格实惠，干净卫生，虽然房间空间有点小，挺适合年轻旅行者...................................................', '短评打分': 5}
{'短评内容': '挺好的，价格实惠，干净卫生！ZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ', '短评打分': 5}
{'短评内容': '酒店服务好 周边配套好 很方便 也很干净', '短评打分': 5}
{'短评内容': '很低碳的酒店，不错，还有无线网提供，只是榻榻米房间的空调对着床吹，很不爽。', '短评打分': 5}
{'短评内容': '在广州这地方,这个价格住这样的房间很不错了,虽然小,但价格便宜,一直以来都比较相信连锁酒店.', '短评打分': 5}
{'短评内容': '一如既往的好 下次依然会去入住的~~谢谢~', '短评打分': 5}
{'短评内容': '熟客了，不解释！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '干净舒适服务态度好!!非常适合年轻人居住!!墙面也很有心思地画了好看的画!!房间精致!!', '短评打分': 5}
{'短评内容': '真系几好几好几好几好几好几好几好几好几好几好几好几好几好几好', '短评打分': 5}
{'短评内容': '挺好的，干净温馨交通便利，适合像我这样没钱的学生，没玩够又续住了一晚，要求高的还是绕行吧', '短评打分': 5}
{'短评内容': '很精致的小旅店啊。非常棒，就是 我所住的房间比较小，但是  在广州 西关这个地段 算很好了。  很赞~~~~\n服务也很好哦~~~退房后 还能免费寄存东西。', '短评打分': 5}
{'短评内容': '服务态度很好，，环境很温馨，一楼有免费得电脑上网，二楼有有游戏室，免费得桌球，家庭影院，下次到广州还到这里住！！', '短评打分': 5}
{'短评内容': '很乾淨及便宜，是背包客的一個好選擇~我下次還是會選擇，其交通還蠻方便的，吃也很多樣~', '短评打分': 5}
{'短评内容': '房间虽然很小，只有床，很小的桌椅和空调，但是很干净很温馨，服务人员也都很耐心细致，唯一不足的地方就是wifi信号不是很稳定，总掉线，不过隔壁就是网吧，影响不大，还是推荐', '短评打分': 5}
{'短评内容': '没有电梯，房间很狭窄，是真正的客栈。。。', '短评打分': 1}
{'短评内容': '其实还可以的,麻雀虽小五脏俱全,但如果那个淋浴换成花洒就更好了~', '短评打分': 5}
{'短评内容': '入住的是榻榻米房..觉得一切都还蛮OK的....特别是那榻榻米床..我蛮喜欢的啊..我还跟我老公说以后也把家里弄这样..', '短评打分': 5}
{'短评内容': '很好的酒店！交通也方便！前台的帅哥、美女也很热情的！', '短评打分': 5}
{'短评内容': '房间比较小，位置不近地铁口。但经济实惠，感觉不错', '短评打分': 5}
{'短评内容': '价格便宜，不过要自带沐浴液，洗发水、牙刷、杯、', '短评打分': 5}
{'短评内容': '性价比不错,工作人员态度都很好的,希望下次还有机会到广州来.', '短评打分': 5}
{'短评内容': '非常不错，虽然房间小了点，但是五脏俱全。空调很给力，电视频道超多。\n店员态度好，可以wifi,也可以在一楼用房卡上网，很适合年轻人，装修也很温馨，希望在成都也开一家。总之很好很好\n但是要自带洗漱用品好。', '短评打分': 5}
{'短评内容': '设施不错，不过3天才打扫一次，自己掂量吧~', '短评打分': 5}
{'短评内容': '一如既往的优质服务！以后会继续入住。', '短评打分': 3}
{'短评内容': '我住的不是这个店最便宜的房间  但是感觉房间以及房间的所有设施都好小  网络也没有  和登记的情况不太一样', '短评打分': 1}
{'短评内容': '可能对这块不太熟，再加上我是路痴，找了半天才找到，离地铁陈家祠站的位置稍微有点远。酒店不提供一次性的洗漱用品，但是它有出售，如果懒得自备，也可以在酒店买，价格也还OK.另外，房间里没有饮水机，纸杯，所以水要自备。印象深刻的是装修布置都很温馨可爱，彩绘墙，相片墙，小熊墙，还提供游戏区，上网区。还蛮特别的~\n\n', '短评打分': 5}
{'短评内容': '优点:卫生很好.服务很热情.地理位置不错.\n缺点:房间空间太小.不提供洗漱用品.', '短评打分': 5}
{'短评内容': '第一次住汉庭，也是第一次住客栈。走进去的时候，是满满的惊喜，客栈的装修真的很年轻化，而且很新，给人的感觉就是2个字——舒服！客栈里面有免费的wifi可以上，也有免费上网区，还有娱乐区可以打桌球看电影，真是周到~~\n虽说是客栈，但它的设备可以说是按标准三星配备的，但是房价却比同类的三星级要低一些~我住的是大床房，房间不大，但都够住了~厕所什么的也很干净卫生，很新，亮堂堂的~唯一的弊病就是隔音不好，走', '短评打分': 5}
{'短评内容': '旅馆装潢很舒适。', '短评打分': 3}
{'短评内容': '总体来讲，很温馨，也很干净，附近吃饭的地方很多，而且距离地体不远，很方便。特别是他们的wi-fi非常方便，甚至可以坐在马桶上看在线电影，这也是我最喜欢此酒店的原因。他们的唯一弱点，对于我这个怕空调的人来说，是致命的弱点是，他们的空调直对着床吹：开着太冷，关掉又热。很是痛苦！', '短评打分': 5}
{'短评内容': '房间很干净，服务员态度很好！下次还会来住！', '短评打分': 3}
{'短评内容': '交通比较方便，离火车站蛮近的\n不过隔音效果不是很好，而且没有洗漱用品不太方便。\n总体还可以~', '短评打分': 5}
{'短评内容': '很不错，下次还会过来的.\n服务热情，房间干净，舒适。', '短评打分': 5}
{'短评内容': '住得很满意！下次如果去广州还住这里！', '短评打分': 3}
{'短评内容': '房间有点小，不过布置还不错，很干净，有无线网络，很方便。外面走廊墙上有手绘的图案，很温馨。', '短评打分': 3}
{'短评内容': '环境很好~设施也很好  就是环境稍微小了一点点   无线很快  不错', '短评打分': 5}
{'短评内容': '提醒各位想住此店的朋友，酒店不提供洗漱用品，甚至连毛巾都没有！便宜是便宜，但需要配备好这些需要用的东西。房间肯定大不了，但一人住只睡觉没有问题。网络是无线的，有时信号不好。', '短评打分': 5}
{'短评内容': '房间干净 距离火车站很近 很好 下次还会来的', '短评打分': 5}
{'短评内容': '太小了,只适合一个人将就将就,卫生间没有门,感觉不好.太简陋了,房间什么都没有.', '短评打分': 1}
{'短评内容': '只能說還可以，性價比已經算高', '短评打分': 1}
{'短评内容': '干净  舒适  小了点  不过上下铺的 和家人去很不错', '短评打分': 5}
{'短评内容': '酒店的地理位置优越，卫生也满意，服务员的态度友好，设施更是无懈可击了！推荐~', '短评打分': 5}
{'短评内容': '这里环境不错的', '短评打分': 3}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '蛮好的，干净卫生，就是房间有点小，没有烧水的，喝水基本靠买。', '短评打分': 5}
{'短评内容': '蛮好的，性价比高，交通也很方便,干净卫生，就是没有拖鞋和烧水的。', '短评打分': 5}
{'短评内容': '这家宾馆又便宜坏境不错，以后会继续去，而且周围很多小吃，不过就是离地铁站哟点远', '短评打分': 5}
{'短评内容': ' 生意很火爆啊!  住后我网上提前1天都没有订到房间。销售量很好', '短评打分': 5}
{'短评内容': '总体很好！很干净，特价房的无线网络有些差。', '短评打分': 5}
{'短评内容': '以前就听朋友介绍过这个品牌，说不错。但这次出差来入住，很不满意的是给我的房间，墙壁都是发霉的，都脱皮了，唉。', '短评打分': 1}
{'短评内容': '虽然小 但干净舒服 不过自己洗漱用品毛巾啊要带齐', '短评打分': 5}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '好非常好真好下次以后还回来，下次还回来！', '短评打分': 5}
{'短评内容': '地方很小，服务一般，空调太差，感觉一般，99元入住还行超过这价就不划算了…', '短评打分': 3}
{'短评内容': '房间小空气也不怎么好还是在最后面最低下那个特价房对那价格是还可以。', '短评打分': 1}
{'短评内容': '挺好的地方，很干净，装修的也挺漂亮，没失望，下次去的话还是会选它。', '短评打分': 3}
{'短评内容': '旅店位置不错，位于老城区内，出来小吃店都挺方便的，离火车站4站公交车就到，离陈家祠地铁站也近，闹中取静，不错。房间挺干净的，就是空间稍微有点小，小情侣或者一个人住完全没问题，年纪大点的，体形稍大的可能就觉得不太方便。整个酒店是无线网络覆盖的，上网很舒服。还是推荐的！', '短评打分': 5}
{'短评内容': '啥都没有，水都要外面饮水机倒，面积超小，设备不齐', '短评打分': 1}
{'短评内容': '卫生好，环境可以，但就是高低铺房间，电视位置设计不好', '短评打分': 3}
{'短评内容': '已经第三次入住了，很不错', '短评打分': 3}
{'短评内容': '总体还好   就是特价房的无线不是太好,，，，，，，，，，，', '短评打分': 5}
{'短评内容': '除了房间小点以外其他全是优点，非常值得DIY旅行者入住的一家酒店！！', '短评打分': 5}
{'短评内容': '非常好 态度好 房间舒服 空调和热水都很给力', '短评打分': 5}
{'短评内容': '很好，比较适合年轻人出行，感觉很温馨。性价比极高', '短评打分': 5}
{'短评内容': '与网站介绍的一致，是出行的好选择，很划算~~~~', '短评打分': 5}
{'短评内容': '虽然很小，但是干净，清爽，性价比高。一楼二楼还有休闲区，比较有意思', '短评打分': 5}
{'短评内容': '兜里有俩子儿就别来了，纯扯淡。\n没便宜到哪去，卫生间就拉一个帘，潮气全到屋里，空调对着脑袋吹。', '短评打分': 1}
{'短评内容': '价格合理 房间还不错 在广州找不到第二家了···', '短评打分': 5}
{'短评内容': '  房间比较小，但是舒服和干净，服务好。', '短评打分': 3}
{'短评内容': '经济实惠，干净卫生，服务也很好，很适合我们这些出差办事的，节约成本！行李太多可以要求要2楼的房间，没有电梯！还可以免费上网哦，免费的娱乐设施，对于这个价格来说真的很好了！', '短评打分': 5}
{'短评内容': '房间有点小，但很干净，出门就是公交车站，离步行街很近，不错', '短评打分': 3}
{'短评内容': '交通方便, 前台服务好, 只是房间比较小, 但很舒服...只要99元, 伿价比高', '短评打分': 5}
{'短评内容': '很好，提供洗漱用品就更好了！打9.5分', '短评打分': 3}
{'短评内容': '里面设施实在陈旧了!好在服务还算好!性价比总的来说还是不错的!', '短评打分': 3}
{'短评内容': '比我想象中的好，虽然小点，但是布置的很温馨，很舒服', '短评打分': 5}
{'短评内容': '环境干净\u3000布置很可爱', '短评打分': 3}
{'短评内容': '刚入住，比较温馨，简单实用！', '短评打分': 3}
{'短评内容': '几好既，就脚同埋卫生，适合我地D后生仔，成日离，就系特价房真系细左D！！', '短评打分': 5}
{'短评内容': '很好的一家客栈！服务员很热情，超乎我的想象。只是空间比较小，但很温馨，在乎空间大小的朋友就要好好考虑了。', '短评打分': 5}
