{'descr': '该宾馆条件差服务差是有生以来没有遇见过。', 'star': 3}
{'descr': '饭店的设施还不错，房间挺宽敞。员工很热情，感觉也很亲切。因为是在世博会期间，所以房价偏高。', 'star': 5}
{'descr': '算是在黄金地段吧，去东方明珠塔之类的地方走着就能到，省时间省精力。', 'star': 5}
{'descr': '算是在黄金地段吧，去东方明珠塔之类的地方走着就能到，省时间省精力。', 'star': 5}
{'descr': '厨房在装修，没早餐', 'star': 3}
{'descr': '厨房在装修，没早餐', 'star': 3}
{'descr': '位置离我办事的地方挺近的，房间的卫生和设施还不错，服务方面的话都差不多，价格还行吧，总体还行。', 'star': 1}
{'descr': '位置离我办事的地方挺近的，房间的卫生和设施还不错，服务方面的话都差不多，价格还行吧，总体还行。', 'star': 1}
{'descr': '色彩比较明快，没有压抑的感觉，房间也不布置的温馨，很喜欢哦。', 'star': 5}
{'descr': '色彩比较明快，没有压抑的感觉，房间也不布置的温馨，很喜欢哦。', 'star': 5}
{'descr': '在东方路，离东方明珠塔和陆家嘴很近，交通很方便。', 'star': 5}
{'descr': '在东方路，离东方明珠塔和陆家嘴很近，交通很方便。', 'star': 5}
{'descr': '我住的房间里虽然设施不错，但是总觉得有点旧，老公劝我家具不能吃不能喝，何必要求那么高，最后想想也是哈。', 'star': 5}
{'descr': '我住的房间里虽然设施不错，但是总觉得有点旧，老公劝我家具不能吃不能喝，何必要求那么高，最后想想也是哈。', 'star': 5}
{'descr': '周围几家酒店都转过了，最后选了最便宜的这家，虽然不奢华，但是足够实惠。', 'star': 5}
{'descr': '周围几家酒店都转过了，最后选了最便宜的这家，虽然不奢华，但是足够实惠。', 'star': 5}
{'descr': '在地铁浦电路站与蓝村站中间，往两边走都要5-10分钟', 'star': 3}
{'descr': '在地铁浦电路站与蓝村站中间，往两边走都要5-10分钟', 'star': 3}
{'descr': '总体还好，就是服务电话一般没人接', 'star': 5}
{'descr': '总体还好，就是服务电话一般没人接', 'star': 5}
{'descr': '入住时正好赶上世博刚开始，房间比较紧张。只有商务大床房，整体感觉还可以吧。不好的是早餐，特难吃做的！', 'star': 5}
{'descr': '入住时正好赶上世博刚开始，房间比较紧张。只有商务大床房，整体感觉还可以吧。不好的是早餐，特难吃做的！', 'star': 5}
{'descr': '餐厅据说在维修，也不能送餐到房。其他还行。', 'star': 5}
{'descr': '餐厅据说在维修，也不能送餐到房。其他还行。', 'star': 5}
