{'短评内容': '服务不错到位', '短评打分': 5}
{'短评内容': '酒店位置好，卫生好，服务也行，就是早餐品种少了些，单间只有一张早餐券。豪华单间里面竟然还有一道门，感觉怪...特不舒服，服务员说是管道井，所有的豪华单间都一样。陌生的环境，一个人，不知道半夜里门会否突然打开，或者有什么东西从里面出来。虽然睡过后没有怪事发生，建议酒店改改，不然下次不会入住这一房型。', '短评打分': 5}
{'短评内容': '没有小广告骚扰，酒店干净地段好，买东西方便', '短评打分': 5}
{'短评内容': '地段好，吃东西方便，旁边就是家乐福。酒店干净服务好', '短评打分': 5}
{'短评内容': '酒店环境和装修都很新，距离黄兴步行街和解放西路等商业区不远，价格也很实惠，除了38元赠送的早餐一般外，值得推荐给大家', '短评打分': 5}
{'短评内容': '还不错哦~|· 值得推荐。挺安静的 而且', '短评打分': 5}
{'短评内容': '还行....早餐一般....下次还来住......预定的人还挺多的......', '短评打分': 5}
{'短评内容': '房间很老式，设施很普通。基本干净，空调噪音太大，根本不能开着睡觉，只能关掉。卫生间的状况粗看不错，结果在淋浴间里的下水道口，居然有一个用过的避孕套，服务员居然没清理掉。\n看的人都浑身鸡皮疙瘩，可以想象上一位住这房间的客人做过什么龌蹉事情。\n当然电话值班经理，虽然一再道歉，说是可以换房，但是也懒的动了，让清洁人员打扫一下，第二天再换吧。\n再也不会住这个酒店了，太脏。', '短评打分': 1}
{'短评内容': '酒店位置非常好，吃饭购物非常方便，卫生条件很好，只是房间面积小点。', '短评打分': 5}
{'短评内容': '房间太小，设施、卫生、早餐一般。虽然地处中心地带芙蓉广场，但是附近五一广场附近修地铁，五一大道又塞车，经常难以打车，从别处回酒店头疼死了，出租车司机经常拒载。', '短评打分': 1}
{'短评内容': '酒店地理位置不错', '短评打分': 3}
{'短评内容': '这家酒店还是很不错的，大堂服务亲切细致，房间装修和设施都十分完善，大方。卫生条件也不错，但就是隔音效果差点，总体还是非常不错的！', '短评打分': 5}
{'短评内容': '旁边就是家乐福，房间也挺好的，早餐也算不错', '短评打分': 5}
{'短评内容': '第二次入住，确实还不错，性价比高！', '短评打分': 1}
{'短评内容': '卫生和服务可以！就是四星级房间连电脑也没有很可惜！', '短评打分': 3}
{'短评内容': '该酒店名副其实', '短评打分': 3}
{'短评内容': '服务态度很,有宾至于归的感觉,,位置也好,出行方便,', '短评打分': 5}
{'短评内容': '酒店的服务很好，位置也很好。唯一不理想的是出租车很难打。', '短评打分': 5}
{'短评内容': '酒店还可以！', '短评打分': 3}
{'短评内容': '非常干净的一个酒店，床特别舒服，值得推荐。\n早餐能丰富点更好啦', '短评打分': 5}
{'短评内容': '地理位置优越，酒店服务不错！酒店视线较好，就是空间可以再大点！', '短评打分': 5}
{'短评内容': '酒店整体条件海不错，性价比不错。美中不足是早六点退宿去机场时，酒店不能提供早餐打包服务，我们只好另备早餐。', '短评打分': 5}
{'短评内容': '还不错，交通方便，房间偏小。', '短评打分': 3}
{'短评内容': '酒店位置很好，房间虽然很小但是比较精致。我会一直选择居住这家酒店。', '短评打分': 5}
{'短评内容': '感觉一般，早餐差，周围停车、交通购物比较方便。', '短评打分': 3}
{'短评内容': '比较的中心。不管到哪都挺近的。不错。。。附近吃的也多', '短评打分': 5}
{'短评内容': '酒店价格，环境都很好。', '短评打分': 3}
{'短评内容': '很满意，各种服务很好十分满意！', '短评打分': 3}
{'短评内容': '地段很好，是长沙的最中心，比较实惠，不过早餐不是很好。', '短评打分': 5}
{'短评内容': '饭店不错的，床上用品非常舒适，早餐没来得及吃不清楚。饭店附近有周黑鸭卖的哦', '短评打分': 5}
{'短评内容': '已经入住，酒店手续快捷，服务主动，很满意。', '短评打分': 3}
{'短评内容': '酒店没有24小时餐饮服务，停车麻烦，保安态度差。酒店门口不对大马路，难找（看不到门牌）。房间不怎样。住一次就够了，这条街有几家比较好的酒店可是价格比较高。长沙是我开车自助游的中点休息站，只住6小时所以没太在意。', '短评打分': 1}
{'短评内容': '环境很好，离步行街很近。装修挺新的，卫生令我很满意，服务也很好，总体来说还是很庆幸订到满意的酒店，以后若再来还是会选这里。', '短评打分': 5}
{'短评内容': '实际入住三天，居然说我没有入住，只不过是调换了房间，其他都是一样的，为什么？', '短评打分': 1}
{'短评内容': '整体环境一般，地理位置和性价比可以。\n\n符合三星的酒店标准吧。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '新装修的，很干净。价格很好，地点也不错，大堂接待小姐很热情，楼层服务员也很好。只是早餐略差了些。', '短评打分': 5}
{'短评内容': '房間內還可以, 但酒店格局有點老套, 但最嚴重問題是: 1. 無空調 (有但不開, 要調到16度才起動); 2. 房間隔音超差, 旁邊的住客吵得要命', '短评打分': 1}
{'短评内容': '酒店位置很好，各方面条件都不错，推荐..........', '短评打分': 5}
{'短评内容': '这家酒店干净卫生，服务也不错，位置也很方便！', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '新装修的，位置和条件还都好，楼下沃尔玛和必胜客，很方便。性价比挺高，', '短评打分': 5}
{'短评内容': '周边环境不错，家乐福，必胜客，农行等等都很方便。酒店服务态度还可以，没有像别人说的那么差。就是隔音差了点，晚上常能听到对面开门的声音。', '短评打分': 5}
{'短评内容': '下面有二个风轮，吵得不行，房间也太小了，某些设计还比上连锁酒店', '短评打分': 1}
{'短评内容': '长沙维也纳酒店设施很好，地里位置优越，入住很舒心！', '短评打分': 3}
{'短评内容': '交通方便，性价比高，的确住对了，称得上四星的享受，两星的价格', '短评打分': 5}
{'短评内容': '成功入住', '短评打分': 3}
{'短评内容': '我来长沙出差，一般都选择这家酒店。交通比较方便。', '短评打分': 5}
{'短评内容': '房间什么的都不错，就是新装修，味道太大了\n等味道散了之后还是很不错的选择', '短评打分': 5}
{'短评内容': '地理位置很不错，服务态度也很好，宾馆门口就是家乐福，就是长沙市交通特别不方便，一个省级城市只有6200台出租车，出门打车运气不好等半个小时。', '短评打分': 5}
{'短评内容': '干净', '短评打分': 3}
{'短评内容': '房间新，床舒服,稍微有点装修气味，位置很好', '短评打分': 5}
{'短评内容': '以前来长沙住过这家酒店，感觉还是比较好，地理位置非常好，房间也很干净。周围吃饭也很方便，房价比较适中。唯一感到不太满意的是打出租车很难。', '短评打分': 5}
{'短评内容': '8月22日结账，酒店工作人员在取消我信用卡预授权时，误操作，多收取我1500元，由于当天离开长沙没有回酒店处理，酒店电话里说申请退还，但还没有下文。', '短评打分': 5}
{'短评内容': '房间不错，干净整洁，设备都很新，床是非常舒服。。。。。。', '短评打分': 5}
{'短评内容': '酒店位置不错,购物岀行很方便,卫生间有点小.前台服务员态度不好', '短评打分': 5}
{'短评内容': '办事出行方便，三星收费三星标准！一般一般', '短评打分': 5}
{'短评内容': '酒店新装修的，地理位置不错，房间稍有点贵，单间的户型很奇怪，而且没有早餐，让人很郁闷。', '短评打分': 5}
{'短评内容': '还可以，临时订的，电脑出了点问题，没有使用到消费券，这边比较不划算', '短评打分': 5}
{'短评内容': '地理环境好出行方便，性价比可以。服务不错，房间小了点。', '短评打分': 5}
{'短评内容': '因为是刚刚装修好营业，所以房间内还是会有轻微的油漆味。还有房间内的配套物品不是很齐全，没有睡衣；另外淋浴的水量太小，问了服务员，说调不了。住的豪华双人间，总体还是不错，服务员服务态度很好，不过建议增加其专业形象。', '短评打分': 5}
{'短评内容': '酒店总体不错，交通很方便，也很卫生。就是大厅装修还未完成，也没有早餐。希望尽快改进。。。', '短评打分': 5}
{'短评内容': '装修不错，布局还是差了点', '短评打分': 3}
{'短评内容': '交通非常便利，到哪儿都近都方便。不错不错！', '短评打分': 5}
{'短评内容': '其他都好，装修中，没有早餐。大堂也没有装修。不像四星。房间虽然装修了，但是还有味道。', '短评打分': 1}
{'短评内容': '酒店环境很不错,服务员素质也高.下次出差准备还是住这儿!!!', '短评打分': 5}
{'短评内容': '房间小，不过交通方便，购物还可以，总体来讲一般。', '短评打分': 5}
{'短评内容': '房间干净整洁,卫生间也非常清洁,存在房间面积没有介绍的大,偏小.总体评价较好.', '短评打分': 5}
{'短评内容': '超值 希望开业后价格不要太高 下次还会入住', '短评打分': 5}
{'短评内容': '非常超值 不知正式开业后房价如何 在长沙位置也方便', '短评打分': 5}
{'短评内容': '房间还可以就是有装修的味道', '短评打分': 3}
{'短评内容': '环境很好，也很干净，特别是灯光色调很温暖', '短评打分': 5}
{'短评内容': '不错，床很舒服，价格适中，交通便利，但最近好像易主了，涨价了。总体还不错。', '短评打分': 5}
{'短评内容': '以后会一直住的.....................................', '短评打分': 5}
{'短评内容': '很干净.......................................                                         ', '短评打分': 5}
{'短评内容': '离办事地点近 帮朋友定的...................', '短评打分': 5}
{'短评内容': '还不错，就是酒店外面在装修，没看到真面目。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '内部环境不错。就是酒店门口外围在装修。不过无影响。', '短评打分': 3}
{'短评内容': '房间装修比较精致，温馨，房间感觉很整洁干净，提三点建议，一是床垫个人觉得比较软，二是空调效果感觉有点热，三是房间稍小。不过价格实惠，性价比较高。', '短评打分': 5}
{'短评内容': '不错，就在市中心，近家乐福傍边太好了。步行不远就到黄兴街。', '短评打分': 5}
{'短评内容': '不错的酒店,装修好一定更棒!下次一定还住!', '短评打分': 5}
{'短评内容': '虽然在装修,但酒店服务还可以,下次还会住!', '短评打分': 5}
{'短评内容': '这次换了标单住，感觉也不错。和豪单相比，房间没那么大，少了书桌台，其他都还差不多，比较舒适。', '短评打分': 5}
{'短评内容': ':酒店大堂正在装修有点乱，预定高级双人房很小，后更换为豪华二人房！整体服务很好！', '短评打分': 3}
{'短评内容': '条件还不错，就是要尽快装修好！还有就是希望要有点驱蚊的东西更加好！', '短评打分': 5}
{'短评内容': '价格200一晚，较实惠。设施比较新，新装修的，所以也会有些味道。到长沙的这两天，天气突然非常热，但酒店空调似乎并未跟上，室内温度太高，晚上睡的不是太舒服。希望今后能改进服务，并保持一定的价格优势，那就完美了。', '短评打分': 5}
{'短评内容': '外部在装修，有些不方便。房间有装修的气味，其他都不错，性价比高', '短评打分': 3}
{'短评内容': ',房间干净整洁，给人舒服温馨，前台接待热情！', '短评打分': 3}
{'短评内容': '处于城市中心，确实还不错，新装修的，还是有点气味，价格合理，听说马上就要涨价了！', '短评打分': 5}
{'短评内容': '中心位置，价格合适，就是空调差点，大点的房间比小点的好！', '短评打分': 5}
{'短评内容': '除了上网网速蜗牛外其他都好，在长沙还是很有性价比的', '短评打分': 5}
{'短评内容': '酒店在装修，稍微有点陈旧，不过交通非常方便。', '短评打分': 5}
{'短评内容': '基本满意', '短评打分': 3}
{'短评内容': '不错的选择，挺方便。新装修的效果也挺好。就是空调为了节能酒店晚上给关了，捂得一身汗。', '短评打分': 5}
{'短评内容': '5.1期间在次逗留3日，地理位置十分优越，酒店楼下就是家乐福，对面就有据说是长沙最著名的咖啡馆--天使之翼。离步行街，坡子街，岳麓山等景点都不太远（当然也是因为长沙的确不大）。但因酒店正在装修，没有明显标识，晚上外地人很难找到。房间空调严重不给力，坐在房间都会出汗。退房时长沙下雨，提前到总台询问是否有叫车服务，得到肯定回答，但到了时间却被告知阴雨天叫不到出租车，非常不靠谱，不专业！！！', '短评打分': 1}
{'短评内容': '床很舒服。。。。。\n就是新装修没多久，有点装修的气味。。。\n大堂正在装修', '短评打分': 5}
{'短评内容': '酒店位置不错，交通方便，楼层很高，住起来还不错。就是酒店联系电话太少，联系总台不方便，希望能跟进酒店各部门内部电话。', '短评打分': 5}
{'短评内容': '价格还能便宜点就更完美拉 ........', '短评打分': 5}
{'短评内容': '还可以阿 在长沙一直住这家酒店的 以后价格能便宜点吗', '短评打分': 5}
{'短评内容': '房间还不错\n但让我冒火的时开票时手太快了，问我要卡刷完就直接打印了，我还没说完开票要求。我开了两个房间，由于住的人不一样，要分开开票，她竟然都开在一起，导致没办法报账，变成自己掏腰包了。\n垃圾服务员\n垃圾、垃圾、垃圾', '短评打分': 1}
{'短评内容': '酒店环境和服务都不错，性价比也很高，可能因为住的楼层关系，没有遇到其他旅客说的装修噪音问题，推荐。', '短评打分': 5}
{'短评内容': '地理位置不错 新装修的.........', '短评打分': 5}
{'短评内容': '新装修的 价格也不高 位置也不错...........', '短评打分': 5}
{'短评内容': '酒店重新装修的，很新，房间也很大，性价比不错，只是太吵，他们几乎没有不靠近马路的房间。怕吵的可能不会喜欢。', '短评打分': 5}
{'短评内容': '酒店房间很好,物超所值.虽然白天装修有点吵,但对早出晚归的我们一点也没受影响.超级好!', '短评打分': 3}
{'短评内容': '不错的酒店 地理位置 性价比都能让人接受  唯一不爽的就是盥洗用品要收费  有以环保的名义圈钱的嫌疑 完全可以做到不使用酒店提供的用品即返现奖励  这才是环保又双赢', '短评打分': 5}
{'短评内容': '城市景观不错，周边饮食玩乐都很方便。床很舒服。', '短评打分': 5}
{'短评内容': '酒店新装修的，硬件不错，但是施工噪音很大，而且晚上中央空调不开，冻的.......', '短评打分': 5}
{'短评内容': '地理位置很好，就是在装修，期待着装修后的入住。', '短评打分': 5}
{'短评内容': '新装修的酒店整体不错，问题就是洗手间的空间太小，门都打不开，刚刚开始设计的时候就应该用推拉门，现在进去洗手间都困难。床比较舒服。', '短评打分': 5}
{'短评内容': '老牌酒店新装修，附近交通很方便，市中心的位置经济连锁酒店的价格', '短评打分': 5}
{'短评内容': '离五一广场和购物区很近,设施不错 .房间干净.可惜没有早餐', '短评打分': 3}
{'短评内容': '良好', '短评打分': 3}
{'短评内容': '酒店不怎么样！', '短评打分': 3}
{'短评内容': '好脏，上当，住了一晚，自己第二天让给朋友住；了', '短评打分': 1}
{'短评内容': '装修期间，上一当，无早餐，民工弟兄电梯同上同下，忽然开一层电梯门黑乎乎吓人。', '短评打分': 1}
{'短评内容': '房间都发霉了，地毯墙壁都是霉。给人感觉至少有二十年历史了，房间很小。三百多一晚上不值。', '短评打分': 5}
{'短评内容': '酒店房間設備非常陳舊跟狹小!如非公務出差只要求過夜其他不建議考慮此酒店!', '短评打分': 3}
{'短评内容': '實在很失望,房內設備很陳舊連牆壁油漆都剝落了!下次不會再考慮此酒店!', '短评打分': 1}
{'短评内容': '下次去长沙依然选择国贸', '短评打分': 5}
{'短评内容': '   还不错啦 只是前台接待小姐少了些 退房的时间等的久了些.', '短评打分': 5}
{'短评内容': '位置较好，离五一广场购物区不行只15分钟左右。房间隔音好，安静。只是在周末入住要在下午17点前预订，要不可能定不到房。', '短评打分': 5}
{'短评内容': '位置很好，价位有点高。', '短评打分': 5}
{'短评内容': '酒店的条件还是不错的，服务态度也挺好的，而且交通方便，价格适中。', '短评打分': 3}
{'短评内容': '视野很开阔,不错,但是打车有点困难,特别是下班时间', '短评打分': 5}
{'短评内容': '总体感觉一般，酒店太老了', '短评打分': 5}
{'短评内容': '套房还是比较好的。价格挺合理。', '短评打分': 5}
{'短评内容': '很不错的地方啦...', '短评打分': 5}
{'短评内容': '房间里的设施太老化，跟不上四星级标准。地毯不干净。床板太硬。总体感觉', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '酒店位置很好，外观很好，但酒店内就像是老旧的国营宾馆，设备有点陈旧了，厕所也非常旧，瓷砖缝里都是脏。反正比想像的差，最多三星级标准吧，概翻新翻新了，下次不会去了。', '短评打分': 3}
{'短评内容': '住了1晚国贸酒店,位置还不错,附近有几家快餐店,必胜客,KFC.酒店的家具陈旧,床不舒服,床单很单薄,卫生间大小.非常讨厌的是房间隔音很差,休息得不好.早上退房的时候,前台两个人要服务30分钟,态度极差.如果到长沙的话建议还是不要选择这间酒店.', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;我的感觉是交通位置，硬件设施还凑合，房间也还够大。美中不足的是酒店和写字楼在一起，因此等电梯时间会相对较长；四楼的KTV的设置使人感觉比较嘈杂；早餐品种单调，质量较差，还有就是床不舒服。最要命的是前台服务质量有很大提高的必要。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;不过比较好的是，楼下有PIZZAHUT，KF', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;我在湖南住过几家酒店,这家的性价比真的最高,去年51住的,价格240多非常合理,房间的小冰箱很实用,酒店楼下就是家乐福,必胜客,购物吃饭都很方便,走到步行街也只要15分钟,很好,推荐大家去...&amp;lt;/P&amp;gt;', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;唯一缺点是房间隔音效果太差了,下次可以考虑住&amp;lt;/P&amp;gt;', '短评打分': 3}
{'短评内容': '我住过，一间不错的酒店，豪华单间很舒适，也很方便。但是以前价钱好象是248。以后有机会还会去住。', '短评打分': 5}
{'短评内容': '离家乐福近，购物和交通还算可以。房间设施一般，虽然有四星，感觉和三星差不多。有宽带是我选择他的重要原因，外型相当可以，只是里面并不太好。服务很好，在我退房后还热情的帮我办理寄存，出门有服务生帮助叫车。这个价格的话应该还算可以了，有机会去长沙我还是考虑再去住这里的。', '短评打分': 5}
{'短评内容': '地处市中心，交通方便，设施还好，虽然有办公的，但是我要的是高级双人间，楼层还算清净。房间也不算小。不错。', '短评打分': 5}
{'短评内容': '地处闹市，交通较便利，但是酒店环境太差，既有办公楼出租，又有KTV在四楼，进进出出的人员太复杂，太吵。晚上睡觉，房间隔音也不好，房间空调也不足，并且前台的服务小姐态度恶劣。&lt;br /&gt;\n&lt;br /&gt;\n想对金源来讲，实在不是一个标准和档次的，真应该把他的四星拿下来，换个三星勉强吧。', '短评打分': 1}
{'短评内容': '我住的豪华单间非常干净,设备及用品是新的,房间略显小了点。二楼的湘菜很不错，大开胃口。附近有一家大型超市，购物很方便。就是酒店很多楼层是许多公司的写字楼，有时乘电梯人很多，显得嘈杂，但住客人的楼层很安静。', '短评打分': 5}
{'短评内容': '设施很旧，服务较生硬，但周边环境还不错，大门口及公共卫生间的状况让人不能接受，22楼以上是其他单位的办公场所，管理欠专业，人员较乱，总体感觉一般', '短评打分': 3}
