{'descr': '挺好', 'star': 5}
{'descr': '酒店位置在公交车站那里，交通很方便，房间也很整洁，属于性价比还是比较高的酒店，外面商铺音响可能会有一点点吵，不过还好，没影响。特价商务房，没有出现所谓手机信号不好啊，不知道为什么房间介绍里会有这一条。', 'star': 5}
{'descr': '房间很温馨，24小时热水，房间设计合理，住起来很舒适', 'star': 5}
{'descr': '位置挺好，干净整洁。唯一不足之处是停车没有专用地方，门前虽然有免费停车地方，但是有时候满了就没法儿停车了', 'star': 5}
{'descr': '还不错，房间比较小，不过环境不错，性价比也算比较高啦', 'star': 5}
{'descr': '房间非常整洁干净，前台服务为很好，主要是在网上提前预定方便了很多。', 'star': 3}
{'descr': '交通非常方便，门口就是345快，就是门口商铺较多，比较吵闹。总的来说是一家性价比很高的酒店。', 'star': 5}
{'descr': '还不错，挺干净的，也比较舒服，推荐居住。订房间也比较方便', 'star': 5}
{'descr': '服务态度非常好，酒店有一位短发女孩，被她接待两次了，每次都特别温馨，非常感谢她', 'star': 5}
{'descr': '如家是我出门住酒店的首选,住着很舒服,很满意,心情很好,这样考试也顺利。', 'star': 3}
{'descr': '位置还不错，附近有美廉美，就是门口比较吵', 'star': 5}
{'descr': '挺好 给个好评吧 就是挨着马路有点吵 总体还行 挺温馨的  ', 'star': 5}
{'descr': '交通方便，环境比较好，服务周到，下次还会光顾。', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '老是住这里，还是很不错的，早饭也很好吃，有时候很不安静，门的密封性比较差，位置很好，可以直接坐345快活着888,881之类的，是来昌平住宿的一个好地方。', 'star': 5}
{'descr': '在昌平政府旁，距中国政法大学，石油大学一站路，是外地学生家长送孩子，接孩子入住的地方，价格不贵300以内，我住的是208元每晚，空间小，麻雀虽小，五脏俱全，热水24小时都有。', 'star': 5}
{'descr': '我很喜欢这家，值得推荐，干净便宜，服务质量也比较高', 'star': 5}
{'descr': '服务挺不错，就是如家的客房房间太小。另外卫生有些欠缺。', 'star': 5}
{'descr': '早点很好,前台帅哥的服务态度很差，入住的时候等很长时间不理，退房的时候也不理会，连个招呼也不打。', 'star': 5}
{'descr': '如家服务真的很垃圾，前台一个比一个死心眼，包括经理，打到4008203333都解决不了问题？就会说对不起，对不起管屁用 ？要不是我追到底，人家从东北过来，估计不用下火车就让人家原样回去了，而且隔音效果差的要死，如家的服务啊，哎，心寒', 'star': 1}
{'descr': '隔音效果太差，听着隔壁那声音~~~~~~~', 'star': 5}
{'descr': '干净，卫生，就是电视台有点少…………………………', 'star': 5}
{'descr': '环境卫生还好。就是热水不好用。其他都还行。', 'star': 5}
{'descr': '房间很干净很整洁，各种设施完备，挺不错的旅店，适合短途逗留', 'star': 5}
{'descr': '去的时候还没有收拾好，好像是有点儿早了，不到三点。住的还是很舒服，早饭很丰盛，就是空调风有点儿大，早上起来吹受不了，总体很好。', 'star': 3}
{'descr': '一如既往的舒适，貌似洗发水很次，还是不用的好', 'star': 3}
{'descr': '不错,这次房间面积太小,郊区店比不上郊县的房间面积大啊', 'star': 5}
{'descr': '特别舒适的商务大床房，早晨赶时间没吃上免费早餐。。', 'star': 3}
{'descr': '居住得很舒适，就是早饭吃的时候有点儿凉了，吃的不舒服，米饭应该供应充足一些', 'star': 3}
{'descr': '很好，很干净！在中心城区，交通还算方便，门口有公交车直达市区', 'star': 5}
{'descr': '很满意，环境不错,服务员办事效率很快，价格也满意', 'star': 5}
{'descr': '不好意思点评晚了，记得请下次我们定房时一定要提前告诉我们有特价房哦，因为是学生，每次考试好几天，花消是颠越少越好哦，总体不错。很干净整洁。', 'star': 5}
{'descr': '卫生环境好，服务态度好，支持', 'star': 3}
{'descr': ' 还不错', 'star': 3}
{'descr': '价格实惠，服务性价比还可以。', 'star': 3}
{'descr': '交通便利，服务好，卫生好，就是没地停车。', 'star': 5}
{'descr': '干净卫生，房间舒适，只是住的时候刚好楼下商场有活动，有点吵，不过还好啦。服务人员热情态度好，早餐也不错，挺好的。', 'star': 5}
{'descr': '门前就有919直达市里，交通很方便。吃饭方便。', 'star': 5}
{'descr': '服务非常不错。房间有点小但是足够了。房间挺整洁的。外面虽然有点吵，不过在屋里的时候注意不到。', 'star': 5}
{'descr': '4月26日下午入住，感觉客房卫生还比较干净，没有异味，最值得提出的是房间里没有摆放，需付费的成人用品，和小食品。我们最讨厌客房摆放这些乱七八糟的自费用品。在不少宾馆都在卫生间或房间桌子上呗这些东东，令人不舒服，结账时偶有和查房服务生发生矛盾。在云南昆明退房时因为房间桌子上少了几块越南糖果，结账时僵持近一个小时，酒店经理看到我们是北京来的客人才算不了了之。早餐也比较干净卫生，在昌平能有这样的酒店我们', 'star': 5}
{'descr': '位置还不错晚上停车点不方便\n早餐不算很丰富还算说得过去 ', 'star': 5}
{'descr': '房间太小', 'star': 3}
{'descr': '房子很干净~服务业很好~就是房子有点小，呵呵~', 'star': 5}
{'descr': '服务尚好，房间清洁，停车位待改进。', 'star': 3}
{'descr': '酒店还不错 位置也挺好 下回还考虑接着用。。。。。。。。。。', 'star': 5}
{'descr': '住宿条件还可以，干净卫生。交通很方便!', 'star': 3}
{'descr': '在昌平, 属于性价比很高的酒店, 交通便利, 由于是在昌平城中心所以房间理感觉还是比较吵的, 建议住在马路的背面.', 'star': 5}
{'descr': '酒店地理位置不错，位于政府街，交通比较方便，但门前停车位不多。前台服务态度很好，入住时还送了我2盒酸奶，让人感觉很舒服。\n我住的是180元/天的特惠商务房,总体来说对得起这个价格。\n房间洗浴的热水很冲，洗得很舒服，让我非常满意。\n房间隔音差，走廊里的人说话房间里听得一清二楚，楼上洗浴流水声也能听到。白天不能开窗户，因为楼下是底商，还有促销活动，特别吵。\n\n', 'star': 5}
{'descr': '很好，很干净，就是有点小啊！不过还是好评。', 'star': 3}
{'descr': '交通方便，管理规范，服务热情周到，员工训练有素，确有如家感觉。但周边商场白天声音有点大。', 'star': 5}
{'descr': '还不错,就是略窄了点,去年底新开的,总之挺好的!', 'star': 3}
{'descr': '位置很好，附近吃饭购物出行都方便，就是房间有点小。。。', 'star': 5}
{'descr': '非常不错的酒店，性价比很高，服务很好，因刚营业没多久，房间设施很新，隔音效果也不错，超喜欢他们家的被子，盖起来很舒服。', 'star': 5}
{'descr': '离八达岭长城比较近，比较干净，下次还会入住。', 'star': 5}
{'descr': '房间不错，空间有点小。', 'star': 3}
{'descr': '和其他分店一样的干净，暖和，舒适，不错，性价比高。', 'star': 3}
