{'短评内容': '订单被取消， 浪费我时间', '短评打分': 2}
{'短评内容': '早餐稍微有点对不起这个酒店的档次。空调有点吵，其他一切ok', '短评打分': 5}
{'短评内容': '酒店很干净，很舒服，性价比很高。以后来这里肯定一定来住这里。', '短评打分': 5}
{'短评内容': '酒店的早餐还是这样啊，不过周围的饭店很多，可以', '短评打分': 5}
{'短评内容': '早餐还是这样啊 郁闷郁闷郁闷，真的很愚蒙', '短评打分': 5}
{'短评内容': '酒店设施还可以，不过服务要跟上，要微笑的，不要很死板', '短评打分': 5}
{'短评内容': '酒店的早餐千篇一律，背都背得出要吃那几样', '短评打分': 5}
{'短评内容': '酒店周围都是饭店，卖场也很近，出去购物很方便', '短评打分': 5}
{'短评内容': '酒店设施还可以，细节方面是可以的,表扬一下', '短评打分': 5}
{'短评内容': '酒店的早餐真的是无语啊，唉，算了不说了，说了还是这样', '短评打分': 5}
{'短评内容': '帮朋友订的，朋友很满意，酒店性交比不错，周边也比较方便，是莘庄地区不错的选择', '短评打分': 5}
{'短评内容': '酒店的早餐还是老样子，唉，吃吧味道还行吧，真希望他们改改', '短评打分': 5}
{'短评内容': '  环境尚可  但浴巾有破埙', '短评打分': 3}
{'短评内容': '很有家的感觉！', '短评打分': 3}
{'短评内容': '还算可以吧，都是一室一内的公寓。性价比还算可以！周边吃饭还还算方便', '短评打分': 5}
{'短评内容': '性价比较高，400元不到的价格，还带客厅，厨房，周边乐购超市，饭店多，比较方便', '短评打分': 5}
{'短评内容': ',OK，BUT SERVICE NEED TO BE IMPROVED', '短评打分': 3}
{'短评内容': '酒店的性价比高，在上海套房，这个价格是很实惠了，下次还会住', '短评打分': 5}
{'短评内容': '很好，有家的感觉。', '短评打分': 3}
{'短评内容': '第二次住了，房间相当不错，而且位置也不错，下了高架就是', '短评打分': 5}
{'短评内容': '早餐太单一了 就是这么几样 期盼再多几样 客房还可以', '短评打分': 5}
{'短评内容': '酒店很不错,周围设施非常齐全,就是离地铁站有点距离,走路要20分钟左右.', '短评打分': 5}
{'短评内容': '很不错的酒店，莘庄七宝附近会作为首选了！早餐丰富一些更好！', '短评打分': 5}
{'短评内容': '住宿非常好，早饭非常差，位置还不错，旁边有超市。', '短评打分': 5}
{'短评内容': '同样是四星的标准，性价比不高。\n房间看起来不是很干净。\n', '短评打分': 5}
{'短评内容': '哎 早餐就是这样了 没什么大的改变 不过也不指望他们了\n不过房间还很舒适', '短评打分': 5}
{'短评内容': '还行，就是酒店外施工较吵!', '短评打分': 3}
{'短评内容': '地理位置非常方便，到地鐵站也就兩站路，酒店安靜住的非常舒服，房間打掃的也比較乾淨，沒有那種一住進去，房間就有酒店特殊的味道。', '短评打分': 5}
{'短评内容': '客房设施还可以 不过早餐千年不变 哎 可以换换口味啊', '短评打分': 5}
{'短评内容': '特意安排这个酒店，开车方便，离我家近，接送客人迅捷。', '短评打分': 5}
{'短评内容': '酒店旁边各色小吃店\n傍晚，老人们会聚在空地上跳舞，老外很喜欢这个氛围。', '短评打分': 5}
{'短评内容': '自己驾车的话，还是很方便的。\n帮老外订的，感觉不错。', '短评打分': 5}
{'短评内容': '這家酒店性價比不錯，周遭的環境還蠻方便的。酒店環境也乾淨，要去機場也方便，價格在上海的地方來說算是比較便宜的，下次會再入住。', '短评打分': 5}
{'短评内容': '位置对开车的朋友很合适。楼下周围高档餐馆群聚，适合宴请。只是酒店外观很普通，不进房间难以感受内部的舒适。', '短评打分': 5}
{'短评内容': '豪华套间很大,住得还算舒服,冲凉下水没有之前客人说的那么慢,但是一个若大的浴缸横在那上下很不方便.进门感觉很不好,根本没有星级的感觉,没有镜头灯,所幸房间大令人很舒服', '短评打分': 5}
{'短评内容': '不错的，我帮朋友定的，很安静，房间也大，最主要是有诚信，我朋友第二天早上退房忘了拿押金，最后电话了，查证并退还了押金。不错', '短评打分': 5}
{'短评内容': '套房，挺宽敞，性价比很高。~~~~~~~~~不足50字，不足50字不足50字不足50字不足50字不足50字啊啊啊啊', '短评打分': 5}
{'短评内容': '性價比不錯，房間很大，週遭生活機能很好，不過就是早餐不好吃', '短评打分': 5}
{'短评内容': '房间很不错，周围打车还算方便，有公交到莘庄地铁站，打的也就起步价，就是没有无线网络，上网不方便', '短评打分': 5}
{'短评内容': '酒店老客人了 不说了 反正很喜欢这里的环境', '短评打分': 5}
{'短评内容': '订了3间豪华套房，房间很大，淋浴都不好，下水超慢会溢出，只能勉强冲一下。早餐确实相当凑合。自驾交通挺方便，周围环境还行，吃喝都有，去龙茗路美食街开车也不远，到闵行招标中心办事很近。', '短评打分': 5}
{'短评内容': '还算可以吧，就是早餐有点单调。\n入住的话还行。', '短评打分': 5}
{'短评内容': '性价比蛮高的酒店，就是早餐差了点。现在去都不吃那里的早餐了。', '短评打分': 5}
{'短评内容': '入住豪华套房。离开办事点较近，旁边是乐购，用餐、停车等都很方便。公寓楼格局，空间很大，家具等一应俱全，但淋浴很难下水，设计不好。有家的感觉，整体还不错。附近还有家美林国际，下次换住看看。', '短评打分': 5}
{'短评内容': '硬件可以，房价够大。空调要想办法解决一下，出门停电空调就停了，回来屋里特闷！', '短评打分': 5}
{'短评内容': '也是酒店的老客人了 房间很大 不过早餐就是这么点 没新意', '短评打分': 5}
{'短评内容': '酒店不错，很干净，早餐相当好，下次还会住', '短评打分': 5}
{'短评内容': '酒店硬件不错，交通方面嘛，没有自驾车有点不方便，服务水准还有待提高。', '短评打分': 5}
{'短评内容': '性价比蛮高的酒店，就是早餐太寒碜了，没什么吃的。', '短评打分': 5}
{'短评内容': '酒店硬件条件很好，一室一厅面积超大，交通比较便利，就是离市区远点儿。软性的服务意识方面，可提升的空间还是很大的！', '短评打分': 5}
{'短评内容': '不错，一居室，卧室和客厅分开，适合3-5天出差的，有厨房，可以自己做些吃的', '短评打分': 5}
{'短评内容': '上海恒福新天地酒店很好，价格实惠，交通也很方便。', '短评打分': 5}
{'短评内容': '酒店位置还好，随距离地铁站较远，但周边设施齐全，餐饮方便，房间很舒适，很宽敞，尤其是床很舒服，服务不错，下次一定会再来住，谢谢！', '短评打分': 5}
{'短评内容': '也是酒店老客户了 房间可以 现在房价低了 不知道服务会如何', '短评打分': 5}
{'短评内容': '房间很大,不错.', '短评打分': 3}
{'短评内容': ' 房间很干净 早餐也可以', '短评打分': 3}
{'短评内容': '房间不错，套房的空间，单间的价格，推荐家庭入住。', '短评打分': 5}
{'短评内容': '公寓式酒店，已经入住了很多次了，价格比较合理，早餐一般，没有健身中心。', '短评打分': 5}
{'短评内容': '房间不错，就是没有健身房，早餐一般，不过不喜欢锻炼的可以考虑，而且旁边是沐足会所。', '短评打分': 5}
{'短评内容': '酒店房间很大,不错.', '短评打分': 3}
{'短评内容': '房间不错，唯一伤不起的是早餐。 早餐种类很少，跟如家之类差不多。', '短评打分': 5}
{'短评内容': ' 挺满意的', '短评打分': 3}
{'短评内容': '烟味非常严重，早餐比较差。正好在莘庄这边办事所以住这里，幸亏没推荐我们公司的老外大老板住，万幸！', '短评打分': 1}
{'短评内容': '酒店干净 房间也很大 设备大都有 交通还可以 楼下饭店卖场都有', '短评打分': 5}
{'短评内容': '帮同事定的房间, 因为距离我家比较近, 一般朋友同事都会安排在这个酒店居住, 好的地方就是房间比较宽敞, 卧室客厅都是独立的, 不好的地方就是设施有些陈旧了, 包括毛巾床单被褥等等, 需要尽快更换了.', '短评打分': 5}
{'短评内容': '性價比高  房間寬敞  早餐比較不滿意 離地鐵車站比較遠', '短评打分': 5}
{'短评内容': '不错 房间够大。挺干净。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': ' 环境不错 设施齐全 以后还来', '短评打分': 3}
{'短评内容': '给客户定的酒店，客户比较满意，希望下次继续安排。', '短评打分': 5}
{'短评内容': '好 酒店可以 早餐可以 都可以 很好 我推荐 值得一住', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '服务有改善,客户增加了咖啡,但木有搅拌棒,客户的清洁依然不能给人专业的感觉......', '短评打分': 5}
{'短评内容': '环境比较好, 但是酒店的用品比较陈旧了, 交通还算便利.', '短评打分': 5}
{'短评内容': '不错的酒店，交通方便，附件设施比较齐全，楼下就是足浴城', '短评打分': 5}
{'短评内容': '超大空间，周围环境好，服务好，适合居家住', '短评打分': 5}
{'短评内容': '房间非常大，性价比超高的，交通也很方便，值得推荐！', '短评打分': 5}
{'短评内容': '不错的酒店，到超市很方便，离虹桥机场也不远，下次还会住', '短评打分': 5}
{'短评内容': '交通比较方便，房间也不错，就是早餐差了点', '短评打分': 5}
{'短评内容': '早餐简单了些。其他好。', '短评打分': 3}
{'短评内容': '服务态度不好 里面的总台也不够礼貌   进去的时候总台连最起码的主动招呼都没有', '短评打分': 1}
{'短评内容': '酒店很好', '短评打分': 3}
{'短评内容': '室内整洁安静', '短评打分': 3}
{'短评内容': '酒店设施很好 早餐很好 房间很大 hao ', '短评打分': 5}
{'短评内容': '很不错的酒店，下次还会住，就是周围没什么玩的地方', '短评打分': 5}
{'短评内容': '房间大 早餐还可以 每次都会入住 不错不错', '短评打分': 5}
{'短评内容': '每次都会入住 不错 房间大 好 推荐 服务还可以', '短评打分': 5}
{'短评内容': '条件不错，很舒适，室内装饰也很舒服。服务也不错。', '短评打分': 3}
{'短评内容': '这里不错的~~~交通方便~我有朋友过来都是推荐这里的~环境好~都是小套房~~', '短评打分': 5}
{'短评内容': '行政房较舒适，干净，面积较大，有厨房，很好', '短评打分': 5}
{'短评内容': '酒店客房很舒适 很满意 每次办事都会入住', '短评打分': 5}
{'短评内容': '环境  价位都好', '短评打分': 3}
{'短评内容': '性价比很高，很好，还免费给升级，很满意。', '短评打分': 5}
{'短评内容': '不错的酒店公寓，客户以前住过，这次还是选择这家，性价比真的很高', '短评打分': 5}
{'短评内容': '房间很大，周围吃饭的地方不错，下次应该还会去吧，就是交通稍微偏一些', '短评打分': 5}
{'短评内容': '周围饭店有几家，酒店房间蛮大的，住了几次热水没有倒是没有碰到过', '短评打分': 5}
{'短评内容': '酒店设备很新，服务可以，自助酒店嘛多靠自己，不过早餐品种很多 比一般的酒店要好点', '短评打分': 5}
{'短评内容': '酒店条件不错，但有些房间空调暖气不行，热水不热，希望改善！', '短评打分': 5}
{'短评内容': '还是帮朋友订的，一如经往的满意。地段很好，安静而舒适', '短评打分': 5}
{'短评内容': '房间还不错，不过服务肯定不行，住的是套房，竟然碰到没有热水，希望可以提高。不过在莘庄附近也确实没有什么酒店可以选择，所以下次还会住。', '短评打分': 5}
{'短评内容': '帮朋友订的，反映不错，环境蛮好。据说楼下的足浴技师手艺很好', '短评打分': 5}
{'短评内容': '帮朋友订的,还算不错啦.在这个区域算好的', '短评打分': 5}
{'短评内容': '多次入住了，很好．早餐能再丰富点就好了．．．．．．．．．．．．', '短评打分': 5}
{'短评内容': '不错的酒店，交通比较方便，离高架出口很近，住的很宽敞', '短评打分': 5}
{'短评内容': '酒店式公寓，房间很大，但是价格也比较高，相对同级的酒店来说还是超值的', '短评打分': 5}
{'短评内容': '值得推薦的好酒店店  地點交通方便 設施優秀', '短评打分': 5}
{'短评内容': '上海恒福新天地酒店很舒服，我喜欢，价格也很公道。', '短评打分': 5}
{'短评内容': '上海恒福新天地酒店很好，房间很舒服，服务员也很好。', '短评打分': 5}
{'短评内容': '不错，很不错！公寓式酒店，一房一厅，很舒服。电视有外语频道，同行的外宾也表示满意。就是无烟楼层太少，我去时还是被安排了去非无烟楼层，幸好房间没什么烟味。下次出差也首选这里！', '短评打分': 5}
{'短评内容': '房间很大，硬件条件很好，性价比很高，就是空调不太好用，冷，需要改进', '短评打分': 5}
{'短评内容': '整体来讲酒店还是不错的，单室套，一室一厅一厨一卫。过去的几天正好下雪，酒店的空调打得很足，房间里很暖和。设施不算豪华但是都还不错，一家人过去旅游住的话还是蛮合适的，前提是有人睡沙发。\n不足的就是晚上睡觉被外面的空调外机给吵醒了，可能有一个外机松了，声音很大，第二天好像好点，可能修过了。酒店前台服务一般，有天过去问有没有健身房，前台爱理不理的。\n', '短评打分': 5}
{'短评内容': '交通还算方便，隔壁就有大卖场，房间也蛮大的。', '短评打分': 5}
{'短评内容': '住了好几次了，房间大，有客厅，还有厨房，早餐能改进一下就好了。', '短评打分': 5}
{'短评内容': '安排是13楼的房间，空调很好，淋浴也不错，各种设施都蛮好！\n\n只是23点左右进出大堂，发现前台和保安都在大堂沙发里躺着聊天，看到客人出现就立刻立正，说明意识还是有的，纪律是很差的。希望给我们这样出差在外的人多一份安全感，请多多拜托！', '短评打分': 5}
{'短评内容': '酒店环境很好,烧水壶有股怪味道.', '短评打分': 3}
{'短评内容': '环境不错~交通方便~服务好~周围配套多~', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '这次入住了1607，空调严重有问题，不但不制冷还像拖拉机一样响！\n\n后来要求换了1608，情况改善的很好~\n\n以后还会来~这是一个值得推荐的酒店~', '短评打分': 5}
{'短评内容': '已经好几次入住了，房间很大，有客厅。', '短评打分': 3}
{'短评内容': '酒店周边超市餐饮配套齐全，紧邻沪杭高速，交通便利', '短评打分': 5}
{'短评内容': '在莘庄地区这是一个不错的地方，主要都是单套的公寓，房屋结构和安全性都很不错，下次还会来！', '短评打分': 5}
{'短评内容': '很好，房间大，但交通没市中心方便，周边饮食等都不错', '短评打分': 5}
{'短评内容': '宾馆房间很大，适合较长时间的居住。\n出行也比较方便。', '短评打分': 5}
{'短评内容': '酒店位置非常好，附近饭店，超市，适合居住', '短评打分': 5}
{'短评内容': '酒店性价比较高，就是离市中心较远，出差入住还是比较方便', '短评打分': 5}
{'短评内容': '象酒店公寓，适合时间长一些的出差。', '短评打分': 3}
{'短评内容': '上海恒福新天地酒店很方便，环境很好，房间很安静。', '短评打分': 5}
{'短评内容': '上海恒福新天地酒店很好，服务热情，房间很干净。', '短评打分': 5}
{'短评内容': '客房一室一厅，厅里有沙发，感觉空间较大。\n附近饭店很多，紧靠乐购超市，购物饮食都很方便。\n与莘庄地铁站距离2.2公里，走路大约25分钟，\n早餐一般，没有花色变化。', '短评打分': 5}
{'短评内容': ' 好的', '短评打分': 3}
{'短评内容': '酒店硬件很好，早餐需改进。下次还会再住。', '短评打分': 5}
{'短评内容': '房间蛮大的，酒店旁就有大卖场，饿了买吃的很方便。早餐太差，没什么东西就算了，最主要还是冷的，就一粥是冒热气的。', '短评打分': 5}
{'短评内容': '軟件服務真的很好\n以後到上海還會去\n\n（早餐需要改進）', '短评打分': 5}
{'短评内容': '蛮好的，住过好几次了。以后还是会选择这里的。', '短评打分': 5}
{'短评内容': '环境比较好~出行也是方便的~还有小客厅小厨房', '短评打分': 5}
{'短评内容': ' 好', '短评打分': 3}
{'短评内容': '终于锅炉修好了啊。有热水了，上礼拜被朋友修理了，说水不热。今后要注意啊。另外公寓套房最好配备微波炉。', '短评打分': 5}
{'短评内容': '挺安静的。离乐购也很近，很方便，但是打的不好打。', '短评打分': 5}
{'短评内容': '环境不错~吃住很方便~唯一就是酒店开车出来不能左转~', '短评打分': 5}
{'短评内容': '很不错的环境~~很好的酒店~价格比较实惠~不错 不错', '短评打分': 5}
{'短评内容': '帮朋友订的，很不错的套房，很大，呵呵，我们偶尔在客厅玩下牌，比较方便，朋友来都住这里。', '短评打分': 5}
{'短评内容': '酒店設施很好  是一家性價比高的酒店 下次還會入住 ', '短评打分': 5}
{'短评内容': '帮朋友定的酒店，世博会期间这个价格，真的是很不错的了。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '房間很舒適  還有小廚房  房間很舒適  還有小廚房', '短评打分': 5}
{'短评内容': '很差的酒店， 今后不会住在这样的酒店了， 完全不值得 ！ ', '短评打分': 1}
{'短评内容': '房間很大  但是早餐一般沒有太多菜色 可加強大堂接待', '短评打分': 3}
{'短评内容': '位置很好,房间很大,环镜不错,停车位不多,不过世博期间价格太贵.', '短评打分': 5}
{'短评内容': '还也可以吧，比较方便，就是卫生间比较小，厅的空间挺大的', '短评打分': 5}
{'短评内容': '不错，以后再来上海还会住这家酒店。交通方便，房间宽畅，设施新。早餐希望能提供双人免费餐。\r\n', '短评打分': 5}
{'短评内容': '为世博涨价，稍微有点不地道。原来是性价比很不错的酒店。\r\n另外地下车库的栏杆需要去掉啊，否则车子出来真是比杂技表演还困难。', '短评打分': 5}
{'短评内容': '周边环境蛮好，房间空调噪音太大，服务配套不是很完备，没有数字电视', '短评打分': 1}
{'短评内容': '唔，我点评过了……\r\n\r\n挺好的', '短评打分': 3}
{'短评内容': '世博期间性价比变低了……位置也一般般，不过附近生活设施还是挺好的。世博会快结束吧T T\r\n\r\n总的来说这家值得推荐，挺不错的', '短评打分': 5}
{'短评内容': 'henhao ', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 3}
{'短评内容': '略贵了', '短评打分': 3}
{'短评内容': '酒店性价比很高 ！', '短评打分': 3}
{'短评内容': 'good', '短评打分': 3}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '上海算性价比很高的\r\n', '短评打分': 5}
{'短评内容': '不错的', '短评打分': 5}
{'短评内容': '地下停车场设计存在问题，进出口进出困难。', '短评打分': 5}
{'短评内容': 'very good', '短评打分': 3}
{'短评内容': '服务有待改善', '短评打分': 5}
{'短评内容': '酒店较新，隔音差，位置偏。', '短评打分': 1}
{'短评内容': '还算方便。', '短评打分': 5}
{'短评内容': '交通还算方便，就是服务还有所欠缺，早餐也不是很丰富。', '短评打分': 5}
{'短评内容': '性价比高，交通便利，服务欠佳', '短评打分': 3}
{'短评内容': '性价比不错，交通便利。', '短评打分': 3}
{'短评内容': '地理位置不错，性价比很高，服务需改善。', '短评打分': 5}
{'短评内容': '性价比还行,地点偏远,只能在附近办事才会住,附近有乐购,总体还算可以,下次如有需要还会入住的', '短评打分': 5}
{'短评内容': '服务质量急需提高，只够2星级服务标准，我们8间房，有4间房卡坏的，需要服务员去开，而且由于8间房间分得很散，等同一个服务员开门很费时。登记住宿的服务员业务相当不熟练，耗时20分\r\n\r\n', '短评打分': 3}
{'短评内容': '酒店位置、房间大小、环境尚可。家具陈旧', '短评打分': 3}
{'短评内容': '很好!', '短评打分': 5}
{'短评内容': '服务质量急需提高，只够2星级服务标准，我们8间房，有4间房卡坏的，需要服务员去开，而且由于8间房间分得很散，等同一个服务员开门很费时。登记住宿的服务员业务相当不熟练，耗时20分', '短评打分': 5}
{'短评内容': '房间宽敞，性价比比较高，早餐实在太差劲，品种奇少。', '短评打分': 3}
{'短评内容': '房间够大，但是比较冷，早餐太差', '短评打分': 3}
{'短评内容': '楼下饭店相当的多，房间相当的大，位置一般，洗衣服很晚才能送来，早餐太烂，实在没有什么吃的。', '短评打分': 5}
{'短评内容': '周围环境较好，卖场、饭店楼下都有。较方便。', '短评打分': 5}
{'短评内容': '酒店设施新，房型好，周围环境也不差。', '短评打分': 5}
{'短评内容': '在闵行区来说算是不错的选择了，性价比还不错，很新，就在乐购旁边', '短评打分': 5}
{'短评内容': '酒店比较新，就是早餐太次了。', '短评打分': 5}
{'短评内容': '总体不错,如果淋浴间里有块地垫就好了,刚进去的时候觉得好冰.另外热水来得有点慢', '短评打分': 5}
{'短评内容': '莘庄那儿没什么好酒店，这家还行，开车去杭州方便。', '短评打分': 5}
{'短评内容': '外面3度,房内10度,一晚上竟然冷在被子里不敢出来.', '短评打分': 1}
{'短评内容': '新酒店,还行', '短评打分': 5}
{'短评内容': '公寓酒店中是条件很好的，周围配套环境也不错。就是价格稍贵。', '短评打分': 5}
{'短评内容': '  虽说地址偏了点，在莘庄 ，但酒店设施，硬件，都不错，500不到的价格，性价比不差，边上就有大型超市和KFC,很方便，打车到1号线地铁终点站，也很方便，值得推荐~！', '短评打分': 5}
{'短评内容': '服务好，卫生还可以。就是设施要改进一下了。', '短评打分': 5}
{'短评内容': '468一间夜的是那种一室一厅加厨房的套间，装修风格偏冷，还不错。早餐不怎么好，品种单一，酒店位置一般，离莘庄地铁站大概2～3公里，但我是去莘庄工业园办事，所以还很方便', '短评打分': 5}
{'短评内容': '酒店较新，还有装修味，号称4星，其实远达不到，早餐很差，前台态度很差，出门很难打到车！不过酒店保安态度很好。', '短评打分': 1}
{'短评内容': '环境很号，瞒雅的。服务质量也不错。', '短评打分': 5}
