{'短评内容': '前台服务热情 徐汇 王亚南服务好 还赠送了早餐 感谢', '短评打分': 5}
{'短评内容': '非常满意,住过这么多酒店,感觉这家服务很到位,不比五星的差,很满意', '短评打分': 5}
{'短评内容': '房间很大，比较干净，服务也不错，床很舒服，下次还会再去的', '短评打分': 5}
{'短评内容': '设施较新，感觉也还不错。 早餐可以再丰富一点，就更好了~~', '短评打分': 5}
{'短评内容': '酒店很新，很干净，性价比高。地脚也不错。在开发区应该是首选。', '短评打分': 5}
{'短评内容': '环境非常好.干净.', '短评打分': 3}
{'短评内容': '酒店非常不错\n态度很好，\n房间也很干净。\n我会为我的朋友推荐这个酒店', '短评打分': 5}
{'短评内容': '蛮好的一个酒店，是出行旅游，公差朋友选择的好去处', '短评打分': 5}
{'短评内容': '还好还好还好还好还好还好还好还好还好还好还好还好还好', '短评打分': 5}
{'短评内容': '很不错的酒店，位置优越，在CBD中心，附近有大型购物商场。值得推荐！', '短评打分': 5}
{'短评内容': '很不错的酒店 干净 设施齐全 服务员态度很好', '短评打分': 5}
{'短评内容': '干净,新装修,整体感觉不错;下次还会考虑入住', '短评打分': 5}
{'短评内容': '还好还好还好还好还好还好还好还好还好还好还好还好还好飞', '短评打分': 5}
{'短评内容': '还好还好还好还好还好还好还好还好还好还好', '短评打分': 5}
{'短评内容': '很棒的酒店！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '很棒的酒店！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '干净，卫生，安静，服务态度好，性价比高的四星级酒店，值得推荐', '短评打分': 5}
{'短评内容': '位置不错。应该是黄岛排名第二的酒店了。早餐很丰盛。', '短评打分': 5}
{'短评内容': '酒店设施和服务都不错，我是第三次入住，希望旺季不要涨价太多，推荐入住！', '短评打分': 3}
{'短评内容': '每次去黄岛必选的酒店，酒店装修很新，早餐很不错，服务也好', '短评打分': 5}
{'短评内容': '比较舒适，早餐也不错', '短评打分': 3}
{'短评内容': '这个酒店还是挺好得，位置不错，房间也是可以的，下次还是回选择继续住在这里', '短评打分': 5}
{'短评内容': '下次去还会选择住这里。人员训练有素，非常满意。', '短评打分': 5}
{'短评内容': '服务很得体。大堂经理很专业 也很敬业。增加了我们对青岛更多的喜爱。', '短评打分': 5}
{'短评内容': '已是第二次入住了，感觉确实不错，在黄岛属于上层酒店了，比海丰的房间视觉好。', '短评打分': 5}
{'短评内容': '这个宾馆新开很干净装饰华丽. 晚上可以看到黄岛港口的夜景.', '短评打分': 5}
{'短评内容': '酒店设施很好,服务也不错,比较新.在市中心.好好.', '短评打分': 5}
{'短评内容': '位置不错 每次去黄岛都住那 床很大 \n另外 服务也不错\n还有就是 什么时候能有无线网络? ', '短评打分': 5}
{'短评内容': '自助餐很超值，早餐也丰富，味道不错！房间也算可以，干净整洁，服务也不错，房间不太大，但落地窗感觉还是很好的，位子很好，晚上街对面还有热闹的夜市，挺有意思的！', '短评打分': 5}
{'短评内容': '位置不错,酒店服务还算可以.双人床的宽度稍小了些', '短评打分': 5}
{'短评内容': '第一次入住这家酒店，地理位置处于开发区中心，交通方便。门童很热情，打车过去会给你一张车牌号记录卡。房间内整洁干净，面积也很大。很安逸。唯一遗憾的事酒店赠送的水果看似不新鲜，缺少水分。', '短评打分': 5}
{'短评内容': '黄岛内较好的一家宾馆，干净舒适，在相对较繁华的香江路上，吃饭方便。', '短评打分': 5}
{'短评内容': '青岛世贸海悦大酒店，服务很好，硬件设施不错，还会入住。\n缺点：毛巾不吸水，洗完澡要用吹风机吹一下，不然不干。', '短评打分': 5}
{'短评内容': '酒店很气派,装修崭新,床和枕头很舒服,卫生间也干净,服务人员都很亲切热情,还会送报纸和热饮,真的是宾至如归啊~~可惜没来得及吃早饭~', '短评打分': 5}
{'短评内容': '交通还很方便，酒店的性价比不错，吃的东西也很多！', '短评打分': 5}
{'短评内容': '不错的一家酒店，值得推荐，性价比很好，吃的东西也很不错！', '短评打分': 5}
{'短评内容': '宾馆位于黄岛金融街，房间很好，早餐也不错。周边吃饭都很房间。是我每次来黄岛必选之地。', '短评打分': 5}
{'短评内容': '来黄岛一直住的这家酒店，酒店环境很好，交通方便', '短评打分': 5}
{'短评内容': '很不错的酒店。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '来黄岛一直住这里，性价比高，服务人员热情，很不错', '短评打分': 5}
{'短评内容': '房间设施很好，还免费升级。就是空调升温慢。', '短评打分': 5}
{'短评内容': '一场大雪，又一个晴朗日\n祝各位来青岛的，出差的，旅游的，顺顺利利！\n', '短评打分': 5}
{'短评内容': '不错，住了3晚上了，环境整洁，服务态度也好。\n早餐么，就中规中矩。\n挺好的酒店', '短评打分': 5}
{'短评内容': '位置不错，标准房有点小。性价比还算可以。', '短评打分': 5}
{'短评内容': '再来点一下，希望房间里也可以有无线，那就更方便了', '短评打分': 5}
{'短评内容': '服务挺好的。住的是单人房，却有3个电话机，很方便。\n就是房间里只能用有线网，大堂里可以用无线。\n如果房间里也是无线，那就更加好了。', '短评打分': 5}
{'短评内容': '房间很干净，不过价钱再便宜一点就好了，。。', '短评打分': 5}
{'短评内容': '出差到青岛来一直住的这家酒店，很好很方便的', '短评打分': 5}
{'短评内容': '酒店干净，舒适，大堂非常气派，很大气, 性价比还可以', '短评打分': 5}
{'短评内容': '酒店环境和卫生及服务实施都不错，是出门在外的游客较理想的入住处', '短评打分': 5}
{'短评内容': '酒店性价比可以。房间设施不错。遗憾的是酒店的服务水平。只能马马虎虎，没有看到对客人微笑，除了他们见到外国人。', '短评打分': 5}
{'短评内容': '服务态度超好 房间也很赞··· 地理位置也很方便··', '短评打分': 5}
{'短评内容': '交通很便捷，酒店很新，很干净。服务还好！', '短评打分': 5}
{'短评内容': '酒店很新，很干净。服务还可以，早餐一般般！', '短评打分': 5}
{'短评内容': '非常不错，很值得推荐，算是黄岛地区非常好的酒店了。性价比也非常高！', '短评打分': 5}
{'短评内容': '酒店的位置很好找，环境也很好，特别是配置物品非常周到，比如卫生间的体重秤和吹风机，床头抽屉的手电筒，洗澡的浴袍，人性化的卫生间感应灯，还有衣柜的保险柜，袖珍书桌，个性沙发，冰箱等，都可以让我们体会到酒店对于细节的追求，非常不错，赞一个。唯一美中不足的地方是门的隔音效果似乎不是太好，走廊里服务员来回走动开门的声音非常明显，但是不影响酒店的整体水平。总而言之，世贸海悦酒店相当不错，推荐各位朋友入住。', '短评打分': 5}
{'短评内容': '位置优越，星级酒店，服务不错，也很安静，下次还会选住 ', '短评打分': 5}
{'短评内容': '酒店位置很好，房间设施也很好，以前来黄岛经常住海丰，现在看来性价比这家值得推荐', '短评打分': 5}
{'短评内容': '青岛世贸海悦大酒店酒店装潢新颖，处于金融街。吃饭方便，适合商务出差 \n', '短评打分': 5}
{'短评内容': '  快捷便利,价低房好,', '短评打分': 3}
{'短评内容': '五星级，还算可以。入住的是最小的房间，300多，太迷你了，呵呵', '短评打分': 5}
{'短评内容': '酒店位置便捷，吃饭方便。还有专车送机场大巴', '短评打分': 5}
{'短评内容': '酒店装潢新颖，处于金融街。吃饭方便，适合商务出差', '短评打分': 5}
{'短评内容': '酒店装潢很好，地处中心，吃饭很方便，周边银行特别多', '短评打分': 5}
{'短评内容': '不错。设备很新。服务也让人感觉温馨。就是卫生间有点小。浴缸跟淋浴在一起。', '短评打分': 5}
{'短评内容': ' 房间干净整洁，早餐也不错。网络快。服务也不错。个人认为是开发区最适合商务旅行的酒店。就是只返20元，太少了。', '短评打分': 3}
{'短评内容': '很好的一家酒店，第二次來這，像回家一樣，安靜中又方便，建議大家來住', '短评打分': 5}
{'短评内容': '酒店的位置有点偏，但是机场大巴直接到（如果没有记错的话）还不错', '短评打分': 5}
{'短评内容': '虽然是第一次住这家酒店，可他们的良好的服务和优雅的环境还是令人流连忘返。下次还住这里\n', '短评打分': 5}
{'短评内容': '环境优雅，房间干净舒适，早餐丰富，服务人员态度友好和善', '短评打分': 5}
{'短评内容': '干净 舒适，酒店员工很热情。房间还赠送水果，让宾客感觉很温馨', '短评打分': 5}
{'短评内容': '酒店很大，很新，房间也不错，酒店位置不错，周围很热闹', '短评打分': 5}
{'短评内容': '服务很周到，酒店设施不错，唯一遗憾就是洗手间有点小。', '短评打分': 5}
{'短评内容': '酒店位置很好，离海边很近，服务很好，值得推荐', '短评打分': 5}
{'短评内容': '酒店设施不错，服务态度也很好，下次还会去住。', '短评打分': 5}
{'短评内容': '去黄岛基本就住这里了，性价比高，这次入住还有贴心的热梨水，不错', '短评打分': 5}
{'短评内容': '总体尚可，出门吃饭的地方不少，不过有送我同事梨茶没送我哎，这个我要投诉，呵呵。', '短评打分': 5}
{'短评内容': '一如既往的舒服、方便，每次都是住这里的，值得入住', '短评打分': 5}
{'短评内容': '酒店的设施比较新，服务较好，早餐还不错，值得入住。', '短评打分': 5}
{'短评内容': '服务人员态度很好，热情，换房间很快\n\n\n', '短评打分': 5}
{'短评内容': '住房条件不错，环境很好，，服务态度也很好，，', '短评打分': 5}
{'短评内容': '非常好的4星酒店，水果报纸样样不少，现在去黄岛一直就住这里了', '短评打分': 5}
{'短评内容': '个人感觉在黄岛算是性价比相当高的酒店了，就是服务人员再热情点就好了', '短评打分': 5}
{'短评内容': '一直住的这家酒店，酒店环境很好，下次还会住这家', '短评打分': 5}
{'短评内容': '真的很不错，就是服务人员再热情点就好了！', '短评打分': 5}
{'短评内容': '出差一直住的这家，环境还可以，主要是办事方便', '短评打分': 5}
{'短评内容': '在黄岛的酒店，很不错，房间很干净，早餐也还不错，主要是出差办事比较方便。', '短评打分': 5}
{'短评内容': '价格在当地也算的上可以，主要是比较舒适，下次可以选它', '短评打分': 5}
{'短评内容': '青岛世贸海悦大酒店总体评价非常好，适合全家旅游居住', '短评打分': 5}
{'短评内容': '在黄岛的酒店，很不错，房间很干净，早餐也还不错，推荐！', '短评打分': 3}
{'短评内容': '青岛开发区性价比比较高的酒店，停车很方便，设施不错，就是入住的时候中央空调坏了，酒店也没有什么反应', '短评打分': 3}
{'短评内容': ' 酒店不错，房间再大点就好了，办婚宴早上放炮有点吵', '短评打分': 5}
{'短评内容': '+房间很好，设施也好', '短评打分': 5}
{'短评内容': '房间很干净，服务态度很好。', '短评打分': 5}
{'短评内容': '房间内设施好多坏了', '短评打分': 5}
{'短评内容': '酒店不错 ，价格比较合适，服务也不错。下次去黄岛会考虑的。', '短评打分': 3}
{'短评内容': '感觉不错，总体上达到了四星级的标准。希望以后把早餐质量在提高一层', '短评打分': 3}
{'短评内容': '总的来说是一家不错的大酒店，希望越来越好', '短评打分': 5}
{'短评内容': '再次入住，感觉非常好', '短评打分': 5}
{'短评内容': '酒店性价比不错，完全达到四星标准，美中不足的所住的房间靠近中央空调外机，噪音太响。', '短评打分': 5}
{'短评内容': '酒店价位还可以床很好早餐一般', '短评打分': 5}
{'短评内容': '位置方便，服务也不错，离JUSCO很近，已经住过2次了，还会再去的', '短评打分': 5}
{'短评内容': '位于商业繁华区 购物出行都很方便 就是早餐种类不多 建议增加', '短评打分': 5}
{'短评内容': '不错的酒店，不错的选择，青岛开发区我觉得性价比最高的酒店', '短评打分': 5}
{'短评内容': '酒店大堂给人感觉好气派，房间设施不错。周边商场、饭店齐全。', '短评打分': 5}
{'短评内容': '房间小了点，其他的都还好。位置在商业街.....', '短评打分': 3}
{'短评内容': '酒店整体不错  以前入住过。不过这次有个小插曲，卫生间马桶没有打扫干净，留有烟蒂东西。希望酒店能改进细节方面。', '短评打分': 5}
{'短评内容': '总体不错的酒店，酒店位置一般，价位优势一般，饭店硬件很好，服务也不错。下次还会入住。\r\n', '短评打分': 5}
{'短评内容': '性价比很高的酒店，入住时因未打扫干净，免费给升级到了套间，非常棒的房间。下次还会入住。', '短评打分': 3}
{'短评内容': '豪华间很大，设施不错。够得上5星标准，早餐很丰富，服务人员态度热情，笑容可爱。', '短评打分': 5}
{'短评内容': '很满意，还很意外的升级了房间，唯一不好的就是空调只能打到27度，还有浴缸不太干净。', '短评打分': 5}
{'短评内容': '房间位置不错，卫生条件也很好，设施不错，安静，舒适，但餐厅人员服务不是很好，早餐摆放位置让人很难逐一找到可口的食物', '短评打分': 5}
{'短评内容': '房间确实小了点，服务，早餐都还不错！！！', '短评打分': 5}
{'短评内容': '酒店服务非常好，早餐很好，品种很多，性价比很高。', '短评打分': 5}
{'短评内容': '1.卫生条件一般，在沙发上残留不知道是精液还是鼻涕的，很恶心，不给换沙发，只是用个浴巾给盖上！！\r\n2.这么大酒店居然晚上不开空调，晚上房间27度！问前台，说坏了！无语。。4星级酒店也经常坏空调？\r\n3.酒店没有自己专门停车地方，如果白天去会找不到停车位置。\r\n\r\n总之一般，比蓝海差远了，不会再去住了。', '短评打分': 1}
{'短评内容': '酒店服务非常热情，在这方面山东的酒店做的都很好，超赞的是2.4米的大床，软硬适中，非常舒适，另有九种枕头供客人选择。但吹毛求疵的讲还是存在一些小毛病，例如1.酒店的所有毛巾都不象纯棉制品，非常不吸水。2.浴室没有晾衣绳。3.沙发前没有搁脚凳。\r\n', '短评打分': 5}
{'短评内容': '服务很好，房间设施很不错，尤其是电视和节目。早餐还可以。下次还会住。', '短评打分': 5}
{'短评内容': '总的来说信价比不错，房间很干净，早餐和晚餐都是不错的。', '短评打分': 5}
{'短评内容': '位置处于商业区 吃饭购物都方便 就是房间比较小', '短评打分': 3}
{'短评内容': '啤酒节期间能够订上应该说很幸运，上次已经住过此酒店了，感觉不错才会再次来，可是朝阴面的房子下面有空调设备，吵得我一晚都睡不着，郁闷！\r\n但是房间的性价比确实不错。', '短评打分': 5}
{'短评内容': '床比较舒服，有免费水果，咖啡和矿泉水不错，就是网络速度有点慢。', '短评打分': 5}
{'短评内容': '居然借不到烫斗跟烫衣板，说是已经给其他住客借走了，让问一下可否取回，回答说“不可能”', '短评打分': 5}
{'短评内容': '环境很好，服务态度也还可以，自助晚餐品种太少，酒店价位还可以', '短评打分': 3}
{'短评内容': '房间很干净', '短评打分': 5}
{'短评内容': '温馨优雅，整洁宽敞，自助晚餐品种单一，早餐一般', '短评打分': 5}
{'短评内容': '单人间比较小，可能跟价位有关系吧', '短评打分': 3}
{'短评内容': '豪华大床房够大，前台接待稍微差一点感觉', '短评打分': 5}
{'短评内容': '相比较  性价比还可以。', '短评打分': 3}
{'短评内容': '感觉还不错', '短评打分': 5}
{'短评内容': '酒店设施、卫生、位置等方面都非常好，但前台接待人员服务态度一般。', '短评打分': 5}
{'短评内容': '很不錯的酒店，下次我還會去，另外建議免費到機場巴士，應該寫清楚，只到黃島候機室，會誤導。', '短评打分': 5}
{'短评内容': '性价比非常高，酒店服务人员很到位，房间环境很好，床非常舒服，浴室有浴缸，设备非常齐全，很人性化，非常推荐。唯独就是一层的西餐自助味道一般。', '短评打分': 5}
{'短评内容': '不错的酒店   我们一家前几天到青岛玩  在黄岛玩金沙滩  住了一晚  下次还定海悦', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '非常满意', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '家人7月初去青岛旅游，入住这家酒店，家人反映非常好，父母第一次住这么高级的酒店，也非常高兴。全部打满分。', '短评打分': 5}
{'短评内容': '同样的价格，在一线城市至少比这里高50%，所以我会推荐它。', '短评打分': 5}
{'短评内容': '空間小，空調故障率高，浴巾不吸水。', '短评打分': 1}
{'短评内容': '酒店很新，设施很好。大堂比较开阔。服务态度较好。和大多数新酒店一样，个人感觉就是装修后的味道还有一些。早餐中餐部分似可再增加些品种。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '09年开业的新酒店，房间设施比较好，交通也方便。', '短评打分': 5}
{'短评内容': '该店地理位置优越，装修不错，房间设施很好，很干净很卫生', '短评打分': 5}
{'短评内容': '服务态度挺好的，房间也很不错，硬件设施上面都是比较不错的，但是酒店的价格是有些高了，位置还是挺好找的，要是价格能在便宜一些的话那就更好了，其他方面都还是挺不错的。', '短评打分': 5}
