{'descr': '。。。。。可以吧', 'star': 5}
{'descr': '在北京邮电大学周边的宾馆来看，禧龙是性价比最高的，首先周边七天和如家价格都比禧龙高，但环境可能禧龙稍微低点，只能说一点点，其次比起兴国栋和金兆来说，环境要好的多，并且价格高不了多少，对于追求性比的朋友来说，禧龙是很好的，并且离北邮北师都近，情侣可以选择圆床房', 'star': 5}
{'descr': '价格上升，环境越来越差，被子有血，换时服务员竟然说血在里面没事，别的房间也这样', 'star': 3}
{'descr': '住的圆床房，除了房间小点，其他设施还是不错的，也很干净，还有就是卫生间也稍小，住着还不错···', 'star': 5}
{'descr': '地理位置好，性价比挺高的。屋子里有食品用品可以消费。经常来这里住，还不错。', 'star': 5}
{'descr': '定的圆床房，不是很满意。主要是空调不好使，屋子没窗户，非常潮湿！一晚上过去，鞋子都湿了，又热又潮。不过除此以外，房间一切都不错。', 'star': 5}
{'descr': '＋都还不错，隔音较差，屋内较潮', 'star': 3}
{'descr': '还不错，就是没窗户，电视不太清楚，里面东西倒是挺便宜，吃的喝的不贵', 'star': 5}
{'descr': '周边基础设施不错，房间较小，隔音效果很差，不是很干净。', 'star': 1}
{'descr': '圆床房一般吧，房间很小，隔音很不好。家庭房挺好的。', 'star': 5}
{'descr': '非常好的一家酒店，离单位较近，出行方便。有停车场，必须支持', 'star': 5}
{'descr': '不知酒店是怎么设计的，我住在8楼，电梯居然最高只到达7楼，到8楼还得爬一层楼。刚刚入住的时候发现房间里有“小强”，喊服务员要求换房，被告知没有房间可以调换，服务态度比较生硬。不过还好经要求，服务员来到房间查看，撒了一些药后，小强消失了。不过感觉还是蛮恐怖的，房间里的东西都不敢随便碰了。电视效果巨差，无线、有线网络均无法连接。打服务台电话，被告知无法解决，8楼就是这样的（貌似该酒店房价不是按楼层计价', 'star': 1}
{'descr': '标准房间不算大，比一般旅馆要小点，但是其他设施都齐全，里面冰箱的商品价格还算厚道，水2元，方便面5元等等。', 'star': 5}
{'descr': '挺好，就是窗户有点小，房间也略小', 'star': 3}
{'descr': '房间不大，还行，有个超级小的窗子，没有电脑，不知道为啥', 'star': 5}
{'descr': '环境舒适，洗浴的喷头水很足，床很大很软，电视平板的，装修别具一格适合年轻人。又免费早点要前一天12点前提前预订，且第二天会在六点半到九点把早点挂在门把手上，过点不取人就就收回去了，呜呜，不知道所以没吃到。。。还有住到了有大窗的房间很舒服', 'star': 3}
{'descr': '房间设备比较齐全，空间略偏小，前台服务一般，因为走的时候前台说房间的玻璃台面有破损，让我们赔偿，所以建议大家入住的时候检查一下房间的主要设备是否有问题，省的走的时候被刁难。。另外宾馆的交通一般，公交站牌需要步行几百米，周围环境还不错，旁边是北京邮电和北京师范，治安环境比较好。。', 'star': 1}
{'descr': '环境挺好的，挺干净，位置也不错，还有免费电脑用，很满意。', 'star': 3}
{'descr': '离学校近，价格还行，只是晚上住一下，暑假还住这里。', 'star': 5}
{'descr': '圆床房有点小。其余都还不错啦。', 'star': 3}
{'descr': '房间太小，卫生间实在太小。', 'star': 3}
{'descr': '酒店的内部设施还不错，但就是服务员的态度我不敢恭维，服务员，尤其是前台的那几个人觉得自己老牛B了，，一副不可一试的样子。态度极其恶劣，需要重新上岗培训。而且接电话的时候也是要理不理的。工作态度 漫不经心。', 'star': 5}
{'descr': '价格还行，交通不是很方便，周围餐饮还算方便', 'star': 5}
{'descr': '感觉很不错，服务态度好，环境不错，下次来还住这里！', 'star': 5}
{'descr': '网上预定无免费早餐', 'star': 3}
{'descr': '1.进驻该酒店最大的收获就是以后再也不会选择高校旁边的宾馆酒店里，不管广告做的多好。\n2.该酒店房间（我订的圆床）是我住过最小的，房间里除了床，卫生间（也就一平方多）外剩余的空间为看不超过三平方米（不夸张），而且没有窗户，住下三分钟我就打电话要换房间，加钱换大的也行，服务台的态度一如刚入住的时候一样冷漠，没有，一间都没有，全酒店都没有。\n3.服务员态度，走廊里打扫卫生的态度不错，服务台让我想到原来', 'star': 1}
{'descr': '入住', 'star': 3}
{'descr': '很好！圆床房很浪漫啊。就是没窗户。', 'star': 3}
{'descr': '环境挺好，干净，感觉比全国性那种连锁酒店性价比更高一点，服务员态度也挺好', 'star': 5}
{'descr': '酒店很好，很有情趣，物超所值', 'star': 3}
{'descr': '房间空气流通差', 'star': 3}
{'descr': '还不错，位置很好，环境也不错，就是厕所不太好用，北京这个价值了', 'star': 5}
{'descr': '还可以。有种什么钻石卡可以便宜30块。在北京算便宜的了吧。', 'star': 5}
{'descr': '环境很好！', 'star': 3}
{'descr': '挺舒服，值这个钱', 'star': 3}
{'descr': '不错很不错，干净，而且 地理位置比较好，不像街边小旅馆', 'star': 5}
{'descr': '很小.不过挺温馨 !前台人员实在不行!都跟爷似的!', 'star': 3}
{'descr': '房间有点小，但是总得来说还不错', 'star': 3}
{'descr': '服务员态度稍微好一点就好了，但是其余的还真是不错', 'star': 5}
{'descr': '环境不错，不过空气有点闷，隔音效果比较差，但房间内的生活用品和小吃饮料都不贵，挺好。\n', 'star': 3}
{'descr': '这个价格还是挺不错的。\n\n位置也挺方便的，有钻石卡就最好了，省钱。', 'star': 5}
{'descr': '椅子有点高，不是很舒服，其他一切还好。床比较舒服。', 'star': 5}
{'descr': '服务态度一般 喜欢这里的装修  附近吃饭很方便 ', 'star': 5}
{'descr': '很好 非常美丽 环境很好 冬天住很热。头顶有大玻璃很美', 'star': 5}
{'descr': '禧龙宾馆房间还可以，但是走廊实在太窄了，有点压抑感，也觉得不符合安全要求。', 'star': 3}
{'descr': '地方还不错，房间就是有点小，离学校近但每次基本上都爆满，要定得速度', 'star': 5}
{'descr': '很喜欢 就是味道大了 因为不通风所谓霉味很浓', 'star': 5}
{'descr': '这次是大床房，比圆床房感觉舒服，视觉上比圆床房大。', 'star': 5}
{'descr': '很喜欢，环境很好，就是屋子太潮湿太阴暗了，都没有窗户', 'star': 5}
{'descr': '标间，很宽敞，一面落地窗墙，温度也很适合，唯一的不足就是隔音效果一般，隔壁打电话都会听到', 'star': 5}
{'descr': '气氛不错，无窗的房间有点闷，服务态度不是很好，很冷漠，房间不会每天定时收拾。', 'star': 5}
{'descr': '环境还好，氛围也好，就是暖气太热了，睡了一晚上，不盖被子还一直出汗。', 'star': 5}
{'descr': '此酒店地处北三环边，交通方便，就餐的餐饮就更为快捷便利了；相对房费还是比较值；', 'star': 5}
{'descr': '北方暖气太足，需要开制冷空调，否则热的难受。房间隔音效果不好，隔壁的水龙头等各种声音如同在自己房间一样。', 'star': 5}
{'descr': '环境很好，早饭也很贴心，相对来说也很安静，总体感觉不错。', 'star': 5}
{'descr': '很一般，服务态度差，浴室条件差，地上全是水', 'star': 5}
{'descr': '氛围挺好 服务态度也比以前有好转 就是退房的时候晚下去了20分钟 要补交半天的钱……第一次遇到唉 最后说了半天才补交了小时房的钱 条件有点太苛刻了', 'star': 5}
{'descr': '环境不错，交通便利，房间宽敞舒适，比较火爆', 'star': 5}
{'descr': '装修没话说，就是木有窗户，个人觉得大床比圆床好点，安静。', 'star': 5}
{'descr': '还好吧…没有看的样间好', 'star': 3}
{'descr': '环境不错，周边很安静，装修很象ktv,但是楼道隔音效果不好，早上容易被吵醒，适合情侣', 'star': 3}
{'descr': '整体上感觉还挺提不错的。这个价格在北京也很可以了。', 'star': 5}
{'descr': '厕所的排水系统太差了……洗个澡整个屋都是水，还排不出去，湿气太大，屋里味道也大。', 'star': 5}
{'descr': '条件一般,不过在北京这个价格和位置,也没什么好说了,推荐一下.', 'star': 5}
{'descr': '有调调的地方，没有窗户的房间其实就是隔断间，隔音不好，适合年轻人住，服务还不错', 'star': 5}
{'descr': '价格便宜是优点，这个不否认，但是房间加厕所大概只有10平米（无窗的圆床房）\n前台服务员态度十分差，好像你欠她钱一样，打个比喻吧，态度就像是车管所的工作人员那态度。不满意\n老子回北邮同学聚会进了你这黑店真是瞎了眼。', 'star': 1}
{'descr': '无窗大床房..床还行比较舒服..房间比较小..前台小姐真是..态度太次..', 'star': 1}
{'descr': '挺好的 出行方便 环境很温馨 很适合情侣居住！！但隔音效果太差！！', 'star': 5}
{'descr': '靠近学校，圆床房没有床，很小，但装修十分独特，很温馨。\n房间的下水道会向上散发气味，这个有点不好。', 'star': 5}
{'descr': '房间太小了 洗澡的地方和马桶在一起的。。。但是环境特别好 很惊喜！', 'star': 5}
{'descr': '环境不错!服务态度挺好', 'star': 3}
{'descr': '  房间太小', 'star': 3}
{'descr': '房间太小了，，楼道又窄又暗，隔音差，服务也差！', 'star': 1}
{'descr': '酒店干净规范，设施齐全，物有所值，值得推荐，下次还去~！', 'star': 5}
{'descr': '装潢超像KTV的，也算是有特色的咯，房间的装饰搭配也不错，适合情侣的说。总体还是蛮干净卫生的。空间比较小，但设施都齐全。圆床房的床小，大床房的床就是比较正常的双人床了。\n另外就是，我住的都是无窗房，卫生间是没有活动门的！都是一大面的玻璃，留出个门的位置让你进出，但是没有可以关上锁上的门的。洗澡的时候就是浴帘拉上。如果对此介意的亲们就慎订咯。\n还有，房间里放着一篮的零食，冰箱里有饮料。看到零食边的纸', 'star': 5}
{'descr': '都挺好的。。。就是正在房间里不方便的时候服务员进来了  送东西', 'star': 5}
{'descr': '我的点评就是见过次的，没见过这么次的快捷酒店。大家之所以选择快捷酒店，就是希望住宿条件在可以接受的价位上比较标准，可以信赖，起码是舒适、干净、便捷。旅游出差住过这么多次酒店，上星不上星的，属这次住的最是糟心。进入房间就是床沿，一股潮湿霉气扑到脸上，考虑到北京寸土寸金，房间小是可以理解的，由于房间没有窗，卫生间潮气排不出去也忍了，打开房门放一放就好了（排风不好用），另外害怕十一黄金周期间其他酒店也不', 'star': 1}
{'descr': '还可以。。。就是上网要收费，电吹风要提前租，隔音效果一般', 'star': 5}
{'descr': '还不错，就是房间挺小的…电视的频道少，交通还算便利，旁边吃的挺多…总体来说已经算不错了。', 'star': 3}
{'descr': '，条件很好，干净，有大窗户，房子有点小。', 'star': 3}
{'descr': '房间比较小，位置比较好找，总的来说还不错', 'star': 5}
{'descr': ' 提一点意见，床铺太软 隔音差 尤其是脸盆容易溅水！房间显迷你', 'star': 3}
{'descr': '嘿嘿  不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间有些潮，其他的都挺好！', 'star': 3}
{'descr': '住的家庭房床很软.离北师大和北邮很近.吃饭楼下有好几家饭店.买车票北邮南门有一家.挺好的', 'star': 5}
{'descr': '价位是不错的，但是房间确实比较狭窄，而且发潮，网络服务不稳定。对一般住宿需求而言能接受，若需要高质量的服务，不推荐此处', 'star': 1}
{'descr': '装修不错，交通比较方便，有需要下次还会入住', 'star': 5}
{'descr': '环境还行 但是服务不是很好 中间房价还给我弄错了  但是最后经理还是处理好了 ', 'star': 5}
{'descr': '圆床房有点儿小', 'star': 3}
{'descr': '很有情调的酒店，适合小情侣来，只是10点钟电话问明天还需不需要住宿，催促结房比较烦。', 'star': 5}
{'descr': 'NICE~~~~~~~~~~~~~~~~~~~~~~~~~\n', 'star': 5}
{'descr': '不错的地方~ 干净卫生，住过几次~ 印象都还行', 'star': 5}
{'descr': '像是歌厅,如果追求价格的话,可以选择.如果追求舒适，还是换个吧。', 'star': 5}
{'descr': '环境很温馨，但是马桶老是没水，不好用，定的早餐第二天的也没送', 'star': 5}
{'descr': '挺温馨的酒店，氛围适合情侣入住。大床房虽然空间有限，但环境还不错，床也很舒服', 'star': 5}
{'descr': '地理位置方便，房间很不错，感觉比较温馨。', 'star': 5}
{'descr': '圆床无窗太小，有窗的不错，住2天以上的可以考虑办会员卡', 'star': 5}
{'descr': '环境比较干净 唯一的不足就是不太隔音 隔壁大叔打鼾的声音都能听见', 'star': 5}
{'descr': '环境不错，交通便利，周围吃饭的地方也挺多的', 'star': 5}
{'descr': '整体不错、卫生凑活、不是很安静、性价比很不错。', 'star': 5}
{'descr': '交通比较方便，无窗的房间确实有点闷，电视台不是很多，房间不大，但是床还是比较舒服的，服务态度也比较好，浴室设计一般，但相对价格来说还是不错的', 'star': 5}
{'descr': '很有特点，整个环境很暧昧，跟酒店风格都一致', 'star': 1}
{'descr': '没有左家庄那边的好 屋子里没有窗子 有点闷  还有一个隐形的通向过道的窗。。有点。。。', 'star': 5}
{'descr': '酒店性价比高，圆床房浪漫温馨', 'star': 3}
{'descr': '莫名其妙说我们消费了酒店里面的东西，而且周围同学之前也有类似遭遇，坑人啊。', 'star': 1}
{'descr': '挺好 除了隔音有点。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '挺好的', 'star': 3}
{'descr': '很方便服务态度也很好!挺满意的!', 'star': 3}
{'descr': '非常好，室内环境适合情侣住。就是隔音欠佳。', 'star': 5}
{'descr': '虽然房间有点小，但是看起来非常干净，挺好的，前台态度也都很好。', 'star': 5}
{'descr': '卫生太差了。。。一进去地上都是瓜子皮，床单上都是脚印。实在是让人受不了', 'star': 1}
{'descr': '这是一家快捷型酒店，装修较新，也较整洁，但空间相对较小，服务也不是特别完善。总的来说是不错的选择，价位也不是很高。', 'star': 3}
{'descr': '还可以,就是网络不行!全宾馆竟然没有—个会弄的......', 'star': 3}
{'descr': '离北京邮电大学东门很近，但服务员态度不太好', 'star': 5}
{'descr': '很好,还是那个样', 'star': 3}
{'descr': '很不错 超高性价比 早餐简单了点  建议办会员卡后入住', 'star': 5}
{'descr': '服务态度不理想,房间没有采光..有点闷..', 'star': 3}
{'descr': '比较满意！距离办事地点较近。', 'star': 3}
{'descr': '不错 地段好 而且经济实惠 下次亲戚来还让住这里', 'star': 5}
{'descr': '房间太小了，环境不错,但是服务太度及差!', 'star': 3}
{'descr': '感觉非常好！环境很不错', 'star': 3}
{'descr': '房间很不错，虽然小点，但很干净！', 'star': 3}
{'descr': '很好。谢谢！', 'star': 3}
{'descr': '真的不错啊！哈哈哈哈哈哈开心死了啊！~~~~~~~~~~~~~~~~~~~~~~~~·', 'star': 5}
{'descr': '位置很好，就在北邮的东门，就是服务员差劲点', 'star': 5}
{'descr': '很一般，暖气不给力，卫生也不让人满意。很一般，暖气不给力，卫生也不让人满意。', 'star': 5}
{'descr': '酒店很好，很干净，就是小了点。', 'star': 3}
{'descr': '性价比还不错，房间小了点 很拥挤 水龙头的确让人很纠结', 'star': 5}
{'descr': '房间有点儿小，不过其他的还可以。8层西侧的房间有阳台，夏天的时候应该不错。', 'star': 5}
{'descr': '酒店价格合理，装修风格很后现代，各层的服务员态度都超好哦~~我们住的房间是一张大床一张小床，相当于亲子房，有电脑电视，房间里提供的食物也就比市价贵一点~~早晨还会有早餐，一般是包子和粥或豆奶。', 'star': 5}
{'descr': '我住的是大床房，酒店房间很小，灯光比较暧昧，适合情侣住，早上会有早餐挂在门把手上，电脑上网10元/20小时。', 'star': 1}
{'descr': '交通便利，比较方便！去周边大学看考场，考试都比较方便', 'star': 5}
{'descr': '除了房间有下水道反上来的味道以外 ,,别的都还可以....比较经济。。', 'star': 5}
{'descr': '离北影厂非常近，地理位置不错，虽然有点难找。总体来说对的起这个价格', 'star': 5}
{'descr': '条件尚可，房间比较小，风格很别致，很不错的情侣主题酒店：）另外，就是酒店四周都是吃饭的好去处，地段也很方便。', 'star': 5}
{'descr': '装修不错，感觉也很好，就是细节有待提高，像水龙头太高了，洗手间没有门，总体性价比是不错的。', 'star': 5}
{'descr': '还可以，就是晚上好像就施工的，在修什么东西', 'star': 5}
{'descr': '房间隔音不好，服务态度一般，其他都还不错', 'star': 5}
{'descr': '房间角落比较脏 隔音查 还有虫子 服务不怎样  不满意 而且需要信用卡担保 还不能刷卡 不会再去了', 'star': 3}
{'descr': '位置不错,房内食品定价合理,屋子不大', 'star': 3}
{'descr': '    房间真的好小    没窗子很憋曲', 'star': 3}
{'descr': '房间太小，但是有风格，交通不是很方便，很难找到。', 'star': 1}
{'descr': '价格在北京来讲算是便宜的。房间偏小，卫生还可以吧。房间内饮料食品的定价比较合理，这个赞一个。早餐确实如一位网友所说诡异，挂在门口的，呵。要求不高不讲排场的话，性价比不错的酒店。', 'star': 5}
{'descr': '酒店的位置很方便，靠近北京邮电大学和北京师范大学，如果在附近办事的朋友可以在这里住。', 'star': 5}
{'descr': '优点：吃饭地方多，装修不错，前台很勤快。缺点：隔音问题很大，如果像我一样不巧遇到隔壁情侣happy，女孩恩恩的声音清清楚楚，不用睡觉了。总结：祝大家好运，不会遇到隔壁是情侣（可能吗。。。），我是不会住了。', 'star': 1}
{'descr': '灯光很好，有电脑，有电视，感觉很好，性价比很高，隔音有一点问题，电视信号不好。但是圆床设计很不错', 'star': 3}
{'descr': '地段还可以，感受了一下园床，情侣来开房不错的地方', 'star': 5}
{'descr': '还不错，网速太慢', 'star': 3}
{'descr': '比较适合情侣 灯光有些幽暗 早餐比较诡异的挂在门口 可以叫肯德基的外卖', 'star': 5}
{'descr': '连锁酒店，在鹤岗曾经住过，房间非常温馨，但是隔音效果不好', 'star': 5}
{'descr': '明明是圆床房，床却不是圆的。防噪音确实有些差，但不影响睡眠。无窗户所以有时感受不到时间，有早餐但有时会被别人顺走 ，总体来说性价比不错，离学校也近，只是交通需要费点时间', 'star': 3}
{'descr': '第一天入住，在那睡午觉，外面的服务员吵得人无法入睡，并且附近在施工。然后，渐渐发现他这里服务态度也不尽人意，不过这是因人而异，有的服务员态度很好的，但是有的就很不耐烦。还有就是关于在这里的免费早餐，头一天我打电话预定了，接线员并没有告诉我要挂什么牌子，所以第二天一直等早餐也没有等到。第二天就没有预定早餐。这样第三天早上打电话预定，接线员告诉我要提前一天预订并且还要挂什么牌子并且态度有点恶劣，所以我', 'star': 5}
{'descr': '房间紧凑，灯光气氛很温馨，床也很舒适，但明明是圆床房，床却不是圆的。防噪音确实有些差，但不影响睡眠。无窗户所以有时感受不到时间，有早餐但有时会被别人顺走 ，总体来说性价比不错，离学校也近，只是交通需要费点时间', 'star': 5}
{'descr': '住得挺舒服的,服务也比较好，就是网速比较慢！！！', 'star': 5}
{'descr': '酒店卫生间的设施特别不方便，水笼头一开，溅得到处都是！更让人不能接受的是，竟然不允许刷信用卡。？？？', 'star': 1}
{'descr': '房间有点小，但是性价比比较高，总体还不错', 'star': 5}
{'descr': '大床房的床很舒服，枕头也不错~就是隔音有点问题……空间略微小，不过都没什么妨碍啦~', 'star': 5}
{'descr': '不错 就是房间小了点 早餐太单调了 前台查询网上预订时 应该加快速度 太慢了', 'star': 5}
{'descr': '环境很好就是不能用无线网络，电脑比较慢。卫生还是比较好的。舒适度也不错', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '房间有点小，人的活动范围比较小，而且感觉屋子的隔音效果不佳，隔壁看电视都能听清楚。卫生还行，性价比不错，在三环能住到这么便宜的房子已经很不错了', 'star': 5}
{'descr': '客服服务态度很好，早餐很及时，卫生都不错，值得推荐。隔音效果需要改善。', 'star': 3}
{'descr': '还可以的。就是我们定的是标间。可是最后却是大床房，问服务员说是没房间了。因为是国庆佳节期间比较忙，所以没有追究责任。', 'star': 3}
{'descr': '不错，值得住。卫生条件可以，就是不知道怎样洗的。貌似还有污渍，但是总体效果不错，', 'star': 5}
{'descr': '宾馆的设施还是很好很特别的，但是服务实在让人窝火，我要的是有窗大床房，打开房间一看窗口就两个鞋盒那么大，去前台想换个房间，坐在中间的一女前台很鄙夷地瞟了我一眼，实在气愤但是不想找事没投诉她，前台说没有房了，房没换成，就算了。酒店说早晨提供早餐，前台白纸黑字写着配送到房间，我前一晚预定，第2天等到快十点了还是没人送来，打电话问前台，前台说早餐时间已经过了，说9点之前自取。我实在无语，规定变更早餐要自', 'star': 1}
{'descr': '整体感觉很好,卫生条件不错，还有就是地理位置非常好，到哪都很方便', 'star': 5}
{'descr': '环境还可以，比较有浪漫气息，服务也还行，只是早餐不敢恭维。', 'star': 3}
{'descr': ',我已入住。', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '挺好的，酒店很漂亮。适合情侣～\n酒店服务员也很好～\n总之挺满意的～', 'star': 3}
{'descr': '大床房也不错    离很多高校都很近 性价比也很高  就是房间太难预定了  生意太好了  ', 'star': 3}
{'descr': '很不错 离很多高校都很近 性价比也很高  就是房间太难预定了  生意太好了', 'star': 5}
{'descr': '环境不错。温馨。挺喜欢的', 'star': 5}
{'descr': '新店，环境比较好，很温馨，免费早餐经常吃不到，被别人顺去了', 'star': 5}
{'descr': '房间很漂亮 和图片一样 很干净 很舒适 服务也很好 真的很不错 ', 'star': 3}
{'descr': '恩恩  这个宾馆真不错  环境很好  房间很漂亮', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '房间布置很有特点，感觉不错。价格也比较合适', 'star': 5}
{'descr': '服务一般，位置不错，酒店的卫生条件也不错，总之价格和环境城正比吧。', 'star': 5}
{'descr': '北京禧龙宾馆（北三环店）房间很时尚，床很舒服，装修风格很现代化，但是服务员服务很不专业，并且态度一般，房间面积非常小。', 'star': 3}
{'descr': '房间很时尚，床很舒服，装修风格很现代化，但是服务员服务很不专业，并且态度一般，房间面积非常小。', 'star': 5}
{'descr': '性价比还可以，周围交通挺方便的，出去办个事什么的比较好坐车。', 'star': 5}
{'descr': '之前在京东这里订的，显示的是通过这里入驻的艺龙订的这个酒店，并且是提前付款的，预定的时候也没说有补差价这个事，结果到店后，三个男的前台说网站订的价格不准，他们都是要补差价的，因为入驻是周五，他们这周五周六都得补差价。', 'star': 1}
