{'短评内容': '有点旧，没窗户', '短评打分': 5}
{'短评内容': '卫生条件不错，性价比也比较高，不过前台服务人员素质有待提高。', '短评打分': 5}
{'短评内容': '酒店安静舒适四星酒店，经级行酒店的价格。服务好还有早餐赠送超值', '短评打分': 5}
{'短评内容': '其他没问题,还就是早餐太差啦,不知酒店为什么要打这种小算盘,估计也是CPI惹的祸', '短评打分': 5}
{'短评内容': '酒店服务让顾客感到很是热情与负责.环境干净整洁舒适.美中不足出租较难叫进,请想法改善', '短评打分': 5}
{'短评内容': '第二次住了，一如既往的好。吃住行都方便，房间也舒服', '短评打分': 5}
{'短评内容': '很实惠 和方便 尤其是交通便利 这个价位能如这这样的酒店很难能可贵 \n', '短评打分': 5}
{'短评内容': '无论是店内设施还是服务都很满意，酒店内卫生条件很好，房间比较宽敞，性价比非常高，周边有家乐福等大超市，还有多家美食店，总之非常满意，一定会再入住！', '短评打分': 5}
{'短评内容': '不错，干净，服务热情，就是早餐种类少了点。', '短评打分': 5}
{'短评内容': '很实惠 和方便 尤其是交通便利 这个价位能如这这样的酒店很难能可贵', '短评打分': 5}
{'短评内容': '房间很好.只是前台的店员连从酒店到王府井怎么走都不知道,很意外', '短评打分': 5}
{'短评内容': '很实惠 和方便 尤其是交通便利 这个价位能如这这样的酒店很难能可贵', '短评打分': 5}
{'短评内容': '性价比非常 不错的酒店！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '住的还舒服，不错，我客户住的还比较满意！', '短评打分': 5}
{'短评内容': '周末温泉很火爆 位置有点隐蔽 豪标挺大 设施不错 有小冰箱还送了2瓶免费的水 细节不够好 只有淋浴  下水确实很小 隔音有点问题哈 总体不错啦~~~', '短评打分': 5}
{'短评内容': '前台服务不错，但四层楼道和房间地毯很脏。 ', '短评打分': 3}
{'短评内容': '不错就是房间小点', '短评打分': 3}
{'短评内容': '性价比不错，干净整齐。就是大部分房间都没有对外的窗户。', '短评打分': 5}
{'短评内容': '前几次感觉不错,这次落差太大--早餐严重缩水!原来早餐是其一大优势,如今荡然无存,下次不可能再住.', '短评打分': 1}
{'短评内容': '好多次入住了 服务好', '短评打分': 3}
{'短评内容': '酒店在丰台区\n下次还会选择\n去客户那里方便', '短评打分': 5}
{'短评内容': '离赵公口很近，房间还可以，电视挺大。总体中上吧。', '短评打分': 3}
{'短评内容': '次次都住，习惯了，酒店卫生环境都不错，餐厅饭菜也很好。', '短评打分': 5}
{'短评内容': '性价比好，在三环这个地段\n比较超值。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店还不错，就是酒店里面消费的东西太少了，什么都要买198的套票进去后才能消费。。。', '短评打分': 5}
{'短评内容': '房间挺好的，就是房间里面可消费的东西实在太少了，房间里面应该有一些酒水比较好', '短评打分': 5}
{'短评内容': '服务不错，还能感受SPA设施按摩服务。电视节目较少几乎无国际频道的卫星电视。', '短评打分': 5}
{'短评内容': '房间不错，唯大部分房间即使有窗也是对着温泉里面。', '短评打分': 5}
{'短评内容': '环境不错.下次还来.', '短评打分': 3}
{'短评内容': '房间有点热,别的还好了', '短评打分': 3}
{'短评内容': '房间虽然不大但卫生情况不错。早餐还好，三环内400一晚连早餐也不能要求太高了。如果出差地点在附近建议入住，附近就一些类似7天的没有像样的了。', '短评打分': 5}
{'短评内容': '还好还好，说的过去，不算差也说不上有多好 \n', '短评打分': 5}
{'短评内容': '不错，设备都很新，就是要看房间的位置，同样的价位有的房间就稍小', '短评打分': 5}
{'短评内容': '服务满意', '短评打分': 3}
{'短评内容': '设备很好, 服务很好. 房间太热, 空调不好用.', '短评打分': 3}
{'短评内容': '虽然房间是无窗的，但内部设施较完善，性价比高。', '短评打分': 5}
{'短评内容': '不怎么样，只适合周末去玩，不适合商务住宿', '短评打分': 1}
{'短评内容': '房间有点小，但很干净。空间设置的还是比较合理的。房间里的东西也比较新，就是有点奇怪，没有窗户为什么还要挂窗帘。插卡的地方在窗帘后，找了半天才找到。', '短评打分': 5}
{'短评内容': '房间挺大的，但是不温馨，装修的很差，凑合了', '短评打分': 5}
{'短评内容': '不错的酒店设施和友善专业的服务和价格,出租车难叫要改善', '短评打分': 5}
{'短评内容': '干净，餐饮也还好', '短评打分': 3}
{'短评内容': '够正规四星级酒店的标准.无论从硬件到服务都是令人满意的.只是出租难找', '短评打分': 5}
{'短评内容': '住过几次了，总体感觉不错，早餐也不错，只是没有茶供应，有点怪。', '短评打分': 5}
{'短评内容': '房间还是不错的，停车也很方便。\n就是早餐人太多了，都是洗浴那边的客人。', '短评打分': 5}
{'短评内容': '已是第n次入住该酒店,总体不错,离我办公室也近.', '短评打分': 5}
{'短评内容': '环境不错，价格比较实惠', '短评打分': 3}
{'短评内容': 'good...nice...!will be there next time.', '短评打分': 5}
{'短评内容': 'good...so nice!nice people，nice room.', '短评打分': 5}
{'短评内容': '只住了一晚，晚上12点到的酒店，所以也没有机会去试试温泉和官府菜。单从客房来说，很一般。豪华标准间只有淋浴，淋浴房的下水太慢，造成整个厕所水漫金山。', '短评打分': 1}
{'短评内容': '早餐实在一 般而且太热', '短评打分': 3}
{'短评内容': '酒店的服务质量，房间，和价格还是一如既往的合算', '短评打分': 5}
{'短评内容': '酒店设备很好，管理尚有遗憾：这么好的四星温泉酒店居然不设无烟房，推门即闻浓烈烟味。', '短评打分': 3}
{'短评内容': '性价比不错，较舒适。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '藏在方庄的4星酒店，环境、服务均可，在方庄周围如此价位、服务的酒店不好找。', '短评打分': 5}
{'短评内容': '入住热公馆426，很不错，不过老外不喜欢，我认为不错，推荐入住', '短评打分': 3}
{'短评内容': '酒店很新还不错，就是卫生间小了点，早餐差了点', '短评打分': 5}
{'短评内容': '酒店环境不错，房间也干净；下次也还会考虑入住', '短评打分': 3}
{'短评内容': '挺好的，除了小点没窗户外都不错', '短评打分': 5}
{'短评内容': '已是第二次入住,作为四星酒店,性价比相当高.还会继续作为首选酒店.', '短评打分': 5}
{'短评内容': '6号回北京还是入住这家酒店，发现一个问题，就是淋浴那边下水比较慢，感觉好像有点堵水，如果长期这样的话，房间肯定会潮湿，感觉不舒服。', '短评打分': 3}
{'短评内容': '因为离朋友家近选的这家酒店，住过之后感觉还不错。从机场乘坐到方庄的大巴直接终点下车，好像不用10分钟就走到酒店。因为装修不久，感觉很干净。没有窗的房间本来担心会很憋闷，但其实真正进去没有特别的压抑感，还不错。房间简洁，隔壁房间隔音效果还好，只是走廊不隔音，如果有人说话会听很清楚。卫生间稍嫌小。早餐是和洗浴那边一起的，品种不多，但是味道还可以，特别是蒸饺。第二天要出发去西客站，在附近有741路直接能', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '好棒!', '短评打分': 5}
{'短评内容': '标准间是无窗的，只有玻璃窗不能打开，正好位于自助餐厅的上方，晚上10点多餐厅员工在下面开会，声音很大，比较吵', '短评打分': 5}
{'短评内容': '四星级酒店居然只有淋浴...而且房间没窗户...房间也比较小', '短评打分': 5}
{'短评内容': ' 很好，干净，安静。', '短评打分': 5}
{'短评内容': '以后我会经常去住或者安排朋友去住的，吃喝玩乐住宿都很方便，四星级，不贵，而且离家里很近。', '短评打分': 3}
{'短评内容': '该酒店位置不错，各方面上档次，离我家很近，是我的最好选择。', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '十可以', '短评打分': 5}
{'短评内容': '棒极了!', '短评打分': 5}
{'短评内容': '+环境不错', '短评打分': 5}
{'短评内容': '相当不错的酒店，性价比很高。美中不足的是吃自助餐的人太多了，温泉那边生意太好了', '短评打分': 5}
{'短评内容': '帮朋友订的房间，她很满意！\r\n以后还会向其他朋友推荐的。', '短评打分': 5}
{'短评内容': '+好', '短评打分': 5}
{'短评内容': '不错,性价比很高,超出预期,下次还会作为首选.', '短评打分': 5}
{'短评内容': '虽然只住了一天感觉很不错，单人间很实惠（虽说是单人间，但可以住双人哦）早餐是自助也很满意，尤其是吃饭的环境很好。据说可以洗温泉，因为时间关系没有去洗', '短评打分': 5}
{'短评内容': '酒店总体不错，早餐价格太高，不如在旁边洗桑拿吃自助。', '短评打分': 5}
{'短评内容': '由于航班关系 深夜抵达酒店 开房门后居然找不到插卡取电的地方摸黑进房间用手机照明搜索一阵房间墙面甚是尴尬，最后求助前台服务生也不知道怎么回答，结果等待客房服务生期间还是被我找到了，原来\r\n插卡处隐藏在房间墙面一侧的窗帘里 这个位置是我住酒店来第一次遇上！\r\n\r\n床很舒适 淋浴间和卫生间的结构狭长 开门不方便 其它都不错!', '短评打分': 5}
{'短评内容': '设施不错，隔音效果不太好，早餐建议提早点', '短评打分': 5}
{'短评内容': '去过几次很不错  就是人有点多', '短评打分': 5}
{'短评内容': '价位略高,房间有些小显得比较拥挤一些.感觉豪华标间好像不太达标.其它各方面还都不错.', '短评打分': 5}
{'短评内容': '闹中取静，服务周到。', '短评打分': 5}
{'短评内容': '性价比合适，温泉很好', '短评打分': 5}
{'短评内容': '蛮好的酒店，房间干净，设施完善，性价比较高，下次还会住的。', '短评打分': 5}
{'短评内容': '蛮好的酒店，房间干净，设施完善，性价比较高，下次还会住的。', '短评打分': 5}
{'短评内容': '居住舒适，离美食街很近，吃饭方便，温泉也很好~~推荐~&#183;', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 5}
{'短评内容': '除了隔音稍差，卫生间设计不合理，其他都还可以', '短评打分': 5}
{'短评内容': '套房很大。据说洗浴很好', '短评打分': 3}
{'短评内容': '性价比很好', '短评打分': 5}
{'短评内容': '养生设施很全。', '短评打分': 5}
{'短评内容': '房间很好!很舒服', '短评打分': 3}
{'短评内容': '房间很宽敞，温泉洗浴和足疗都很好，官府菜也很好吃，性价比超级合适~~~方庄周围强烈推荐~~', '短评打分': 5}
{'短评内容': '除了没有窗子，其他都很不错了', '短评打分': 5}
{'短评内容': '总之很好！', '短评打分': 5}
