{'descr': '很好很好很好很好', 'star': 5}
{'descr': '紧邻空港工业区，帮国外客户定的，反应不错，已经是第二次入住了！', 'star': 5}
{'descr': '入住环境还不错，交通挺便利的就在机场附近！如果是再空港工业区附近工作，入住很方便的！\n', 'star': 5}
{'descr': '酒店很豪华，房间设施很现代!', 'star': 3}
{'descr': '此酒店的环境很好，房间设施齐全，很宽敞，床很软很舒服，服务态度不错。', 'star': 5}
{'descr': '酒店非常的漂亮！我是给我们外国客人订的，他说挺好的！', 'star': 5}
{'descr': '是帮客人预约的北京临空皇冠假日酒店，客人反映挺好的。', 'star': 5}
{'descr': '入住时正好是展会期间 离新国展很近 服务人员忙而不乱 服务质量很高 整洁有序', 'star': 5}
{'descr': '房间很好，no free internet', 'star': 3}
{'descr': '酒店性价比比较高，下次来肯定还会再住这里', 'star': 5}
{'descr': '环境不错，比较肃静！距离市区较远、周边还比较荒凉。服务还可以，有接送机场巴士，早晨赶飞机打的是酒店结的帐！', 'star': 5}
{'descr': '非常不错，离机场近，而且24小时有接机服务。。。。。。', 'star': 5}
{'descr': '离机场很近，赶飞机来得很方便。', 'star': 3}
{'descr': '干净整洁，配得上皇冠假日的名字。早上的班车没法发，酒店给交了出租车，还付了打车费。服务很不错。可惜时间仓促，没来得及体验SPA', 'star': 5}
{'descr': '非常不错，非要说20个字以上。只想说一分钱一分货。配得上这个钱。', 'star': 5}
{'descr': '性价比不高 去机场比较方便！。。。。。。。。。。。。。。', 'star': 5}
{'descr': '性价比不高 去机场比较方便！。。。。。。。。。。。。。。', 'star': 5}
{'descr': '洲际旗下的酒店，没啥说的~挺好的，离机场很近', 'star': 5}
{'descr': '洲际旗下的酒店，没啥说的~挺好的，离机场很近', 'star': 5}
{'descr': '适合转机或者需要在附近办事人员入住，内部设施很好，周边就不要强求了。', 'star': 5}
{'descr': '适合转机或者需要在附近办事人员入住，内部设施很好，周边就不要强求了。', 'star': 5}
{'descr': '酒店比较新，配套设施不错，就是什么都要收费，房间上网都要收费。', 'star': 5}
{'descr': '酒店比较新，配套设施不错，就是什么都要收费，房间上网都要收费。', 'star': 5}
{'descr': '还可以，离机场近，而且24小时有车服务，只需提前半小时预约好就行，', 'star': 5}
{'descr': '还可以，离机场近，而且24小时有车服务，只需提前半小时预约好就行，', 'star': 5}
{'descr': '酒店还可以，就是早餐太贵了，周围又没有什么吃的。', 'star': 5}
{'descr': '酒店还可以，就是早餐太贵了，周围又没有什么吃的。', 'star': 5}
{'descr': '给老板预订的大床房，老板对房间很满意。有班车接送，服务态度还不错。', 'star': 5}
{'descr': '给老板预订的大床房，老板对房间很满意。有班车接送，服务态度还不错。', 'star': 5}
{'descr': '\n非常好，很晚到还安排接机。酒店设施非常好。已经多次入住，计划以后转机还入住这里', 'star': 3}
{'descr': '\n非常好，很晚到还安排接机。酒店设施非常好。已经多次入住，计划以后转机还入住这里', 'star': 3}
{'descr': '酒店不错，离机场近，还有接机服务..下次就机会还会入住', 'star': 5}
{'descr': '酒店不错，离机场近，还有接机服务..下次就机会还会入住', 'star': 5}
{'descr': '应该不错的，位置比较好，到航站楼有免费班车', 'star': 5}
{'descr': '应该不错的，位置比较好，到航站楼有免费班车', 'star': 5}
{'descr': '北京机场附近算是比较不错的酒店，有免费的bus接送，距离近，很方便。', 'star': 5}
{'descr': '北京机场附近算是比较不错的酒店，有免费的bus接送，距离近，很方便。', 'star': 5}
{'descr': '帮国外同事订的，没听到什么负面的反馈。订的大床房怎么没有单人早餐的选项，所以订了一个单人大床房带二份早餐还有一个单人大床房不带早餐，看到此前的点评有说带二份早餐的若只登记一人也只供应一份，若真是这样就太不靠谱了，也没道理。希望同事没遇到。', 'star': 5}
{'descr': '帮国外同事订的，没听到什么负面的反馈。订的大床房怎么没有单人早餐的选项，所以订了一个单人大床房带二份早餐还有一个单人大床房不带早餐，看到此前的点评有说带二份早餐的若只登记一人也只供应一份，若真是这样就太不靠谱了，也没道理。希望同事没遇到。', 'star': 5}
{'descr': '很好，离机场近，有酒店班车接送，设施很好', 'star': 5}
{'descr': '很好，离机场近，有酒店班车接送，设施很好', 'star': 5}
{'descr': '房间大小尚可，卫生间小了些，淋浴很好。由于赶飞机没能吃上早餐。服务非常好，不论是总台、门卫或行李服务、联系车辆、叫醒登记都非常专业和认真。总体还不错', 'star': 5}
{'descr': '房间大小尚可，卫生间小了些，淋浴很好。由于赶飞机没能吃上早餐。服务非常好，不论是总台、门卫或行李服务、联系车辆、叫醒登记都非常专业和认真。总体还不错', 'star': 5}
{'descr': '离机场很近，去机场比较方便，位置不错，卫生条件也很好，就还是有些偏', 'star': 5}
{'descr': '离机场很近，去机场比较方便，位置不错，卫生条件也很好，就还是有些偏', 'star': 5}
{'descr': '硬件很好，离北京机场也比较近，安静。\n但是，服务方面，如前台和西餐厅有很大的改进空间', 'star': 5}
{'descr': '硬件很好，离北京机场也比较近，安静。\n但是，服务方面，如前台和西餐厅有很大的改进空间', 'star': 5}
{'descr': '前台服务周到，离机场近，有免费班车接送，很方便。', 'star': 5}
{'descr': '前台服务周到，离机场近，有免费班车接送，很方便。', 'star': 5}
{'descr': '非常优秀的酒店，给来北京的外宾一个良好的印象。我们将继续送我们的外国客人入住这个酒店。', 'star': 5}
{'descr': '非常优秀的酒店，给来北京的外宾一个良好的印象。我们将继续送我们的外国客人入住这个酒店。', 'star': 5}
{'descr': '前台服务很好，尤其是英语服务很详细，还主动帮客人拿行李！', 'star': 5}
{'descr': '前台服务很好，尤其是英语服务很详细，还主动帮客人拿行李！', 'star': 5}
{'descr': '住了好多次，这下一起点评了，离机场近，免费接机服务，不错', 'star': 5}
{'descr': '住了好多次，这下一起点评了，离机场近，免费接机服务，不错', 'star': 5}
{'descr': '已经住了好多次，优乐会成员还可以获得一张免费的茶水券，服务很周到', 'star': 5}
{'descr': '离机场很近，环境幽雅，每次同事来了都点名住这里，还有免费班车接送，服务很周到', 'star': 5}
{'descr': '离机场很近的酒店中，是最好的了，下次还住。', 'star': 5}
{'descr': '酒店地理位置很好，离机场很近，还有班车机场接送，方便，', 'star': 5}
{'descr': '酒店设施很新，就是周边没有什么商业区，很冷清；离机场很近，赶早上飞机很方便。', 'star': 5}
{'descr': 'A very convenient place to stay, especially for catching early morning flight.', 'star': 5}
{'descr': '酒店设施新，餐饮好，近机场。有轻轨进市区', 'star': 3}
{'descr': '酒店设施新，餐饮满意。周边商业欠缺', 'star': 3}
{'descr': '酒店还算比较干净, 服务还算可以, 就是附近没有去的地方, 如果不是展览会,就不考虑了.', 'star': 5}
{'descr': '给客人订了很多次,不过不失的酒店,但是价钱还是太贵', 'star': 1}
{'descr': '离机场蛮近的， 赶早上的飞机很方便，可是西餐厅种类太少了，没有太多可选的食物。', 'star': 5}
{'descr': '酒店安排的机场接机太复杂，不如朗豪和希尔顿在3号楼有柜台', 'star': 5}
{'descr': '管理比较国际化是我选择该酒店的理由,因为是给外国同事订的. 价格太高使我每次预订的时候都好犹豫,得到外国同事同意以后才感决定. 也就是说,该酒店的价格在欧美人看来也是偏高的确.', 'star': 5}
{'descr': '一个单子订了两个房间，一个先入住，另一个客人入住时酒店前台居然说没有单。各种交涉之后还砌词狡辩，这就是你们5星级的态度和服务么？', 'star': 1}
{'descr': ' 一贯皇冠的风格, 但是附近不是很方便, 价格比较高, ', 'star': 5}
{'descr': '提前预约，酒店随时可以派车到机场接客人，很方便的。', 'star': 5}
{'descr': '  给客人定的， 硬件和软件都OK，但是就是交通不方便，从机场3号楼到酒店的时间竟然因为堵车要40分种', 'star': 5}
{'descr': '价位总是有浮动。 整理水平不错。价格小贵。毕竟地理位置不是很好。', 'star': 5}
{'descr': '价格比附近同等酒店高出一倍，房间隔音效果不好，能听到飞机与车辆的声音，吵。服务人员态度也不如其它酒店。', 'star': 1}
{'descr': '差，不是一般的差，不是五星应该是无星，十几人到达大堂门口连服务生都没有，没人帮拿行李，连行李车都不提供，告只一句半小时以后才有行李车就没人管了。早餐预定付的的双早费，以只登记了一人为由只给一份早餐，问其预定的是双早，按双早付的费为什么只提供单早？服务人员一句本店就是这么规定的，你可以不住。态度之恶劣。要求找总经理投诉才找出大堂经理，又说可以提供双早。差呀，真是差呀。这种管理，这种服务，还有这种价格', 'star': 1}
{'descr': '前台服务员素质太差，网站上只有无早和双早，预定房间只需要一人证件，预定了双早登记了一人却只给一人的早餐，总台服务人员给出的说法是我们这里就是这个规定，爱怎么着就怎么着，要求投诉该服务人员，叫出经理又告知可以给双份早餐。一行十二人到达酒店，门口连接待的服务生都没有，别说帮助拿行李的服务生没有，连行李车都没有，告知一句半个小时以后才会有完事了。如此服务哪配得上五星，应该是无星。真是差，不是一般的差。强', 'star': 1}
{'descr': '酒店装修气派，距离北京国际机场航站楼很近，就是定价有些高，上网也要付费，总体来说不错', 'star': 5}
{'descr': '酒店离首都国际机场航站楼很近，装修非常气派，提供免费接机服务，就是价格偏高，推荐！', 'star': 5}
{'descr': '多次为客人预订此酒店，客人反映酒店本身硬件很不错，就是吃饭较贵，希望酒店在此工作上在下功夫。在北京以后还会预订该酒店。', 'star': 5}
{'descr': '多次为客人预订此酒店，客人反映酒店本身硬件很不错，就是吃饭较贵，希望酒店在此工作上在下功夫。在北京以后还会预订该酒店。', 'star': 5}
{'descr': '价格涨了。有点不值。', 'star': 3}
{'descr': '价格涨了。有点不值。', 'star': 3}
{'descr': '酒店装修还蛮新。乘酒店的车到机场只要20分钟不到，非常方便。半夜都可以乘车哦！', 'star': 5}
{'descr': '住了n次得酒店。 同比 假日酒店，这个位置算很贵的了。 服务和房间都不错。 可以去旁边的欧陆广场吃饭。 走路约10-15分钟。出行不方便。', 'star': 5}
{'descr': '住了n次得酒店。 同比 假日酒店，这个位置算很贵的了。 服务和房间都不错。 可以去旁边的欧陆广场吃饭。 走路约10-15分钟。出行不方便。', 'star': 5}
{'descr': '住了n次得酒店。 同比 假日酒店，这个位置算很贵的了。 服务和房间都不错。', 'star': 5}
{'descr': '酒店环境很好\n周边吃饭的地方要去欧陆广场附近。\n离机场很近。相对环境 价位有点高', 'star': 5}
{'descr': '酒店环境很好，周边环境一般。 出行不是很方便。离机场2号航站楼10-15分钟车程。3号 15-20 车程 。 ', 'star': 5}
{'descr': '房间不隔音，服务不到位，毛巾该换了，订的早餐以没看见门上挂的牌子为由，虽然送了3个早餐盒，但是头天晚上的挂账消费仍然令我耿耿于怀，如果这么怕客人押金不够消费，何不多收些押金？信用卡预授权和身份证都是干嘛用的？抱歉，因为没遇上过被拒绝房卡签帐的事情，所以有些愤青\n这样的硬件和软件直接导致，价格严重不符合，性价比太差\n以后去那儿办事还会住，因为要去的地方实在是只有这家能住的，实属无奈之举，并不是因为它', 'star': 1}
{'descr': '房间不隔音，服务不到位，毛巾该换了，订的早餐以没看见门上挂的牌子为由，虽然送了3个早餐盒，但是头天晚上的挂账消费仍然令我耿耿于怀，如果这么怕客人押金不够消费，何不多收些押金？信用卡预授权和身份证都是干嘛用的？抱歉，因为没遇上过被拒绝房卡签帐的事情，所以有些愤青\n这样的硬件和软件直接导致，价格严重不符合，性价比太差\n以后去那儿办事还会住，因为要去的地方实在是只有这家能住的，实属无奈之举，并不是因为它', 'star': 1}
{'descr': '为外国同事订的，酒店前台和礼宾部的英文都不错，服务很热情。。。', 'star': 5}
{'descr': '酒店离机场很近非常便利，还有往返机场的巴士，值得推荐', 'star': 5}
{'descr': '酒店离机场非常近，还有专门巴士接机，如果住一晚转机很便利', 'star': 5}
{'descr': '离机场近，机场往返有定时班车，服务周到。', 'star': 5}
{'descr': '离机场近，机场往返有定时班车，服务周到。', 'star': 5}
{'descr': '离机场非常近，适合赶飞机。酒店内部也不错，服务还可以', 'star': 5}
{'descr': '离机场非常近，适合赶飞机。酒店内部也不错，服务还可以', 'star': 5}
{'descr': '总是住在这里了。不错。总是住在这里了。不错。', 'star': 5}
{'descr': '距离机场比较近 酒店有免费的接机服务 很周到', 'star': 5}
{'descr': '服务挺好的，酒店设施基本都能接受。若便宜点就更好了', 'star': 5}
{'descr': ' 酒店还可以吧，在机场附近算安静的。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '位置非常好，离机场很近，还有贴心的接机服务，公司的客户斗很满意。', 'star': 3}
{'descr': '位置非常好，离机场很近，还有贴心的接机服务，公司的客户斗很满意。', 'star': 3}
{'descr': '位置非常好，离机场很近，还有非常贴心的接机服务，公司的客户非常满意。', 'star': 5}
{'descr': '位置非常好，离机场很近，还有非常贴心的接机服务，公司的客户非常满意。', 'star': 5}
{'descr': '地方有点远，去机场打车不打表，房间一般但是价格不便宜', 'star': 1}
{'descr': '地方有点远，去机场打车不打表，房间一般但是价格不便宜', 'star': 1}
{'descr': '一楼蚊子多，没法安坐！说是接机，其实就是班车，能不能坐上主要看运气，其次是耐心！', 'star': 1}
{'descr': '一楼蚊子多，没法安坐！说是接机，其实就是班车，能不能坐上主要看运气，其次是耐心！', 'star': 1}
{'descr': '酒店设施新服务好近机场,推荐', 'star': 3}
{'descr': '酒店设施新服务好近机场,推荐', 'star': 3}
{'descr': '距离新国展非常近，很方便，价格稍低点更好。', 'star': 5}
{'descr': '距离新国展非常近，很方便，价格稍低点更好。', 'star': 5}
{'descr': '在这个位置算是不错的酒店了。便宜点更好。', 'star': 5}
{'descr': '在这个位置算是不错的酒店了。便宜点更好。', 'star': 5}
{'descr': '根据这个地理位置，酒店算是有点小贵。若是在1000元以下那就更完美了。 酒店的牛排一般，不如去欧陆广场那里吃。', 'star': 5}
{'descr': '根据这个地理位置，酒店算是有点小贵。若是在1000元以下那就更完美了。 酒店的牛排一般，不如去欧陆广场那里吃。', 'star': 5}
{'descr': '还没有在酒店吃饭过，可以去旁边的欧陆广场有很多餐厅还是不错的。 酒店很安静。', 'star': 5}
{'descr': '还没有在酒店吃饭过，可以去旁边的欧陆广场有很多餐厅还是不错的。 酒店很安静。', 'star': 5}
{'descr': '床很舒适，服务也好。房间面积也还算可以。', 'star': 5}
{'descr': '床很舒适，服务也好。房间面积也还算可以。', 'star': 5}
{'descr': '酒店硬件设施挺好，住着很舒服，就是服务还需加强', 'star': 5}
{'descr': '酒店硬件设施挺好，住着很舒服，就是服务还需加强', 'star': 5}
{'descr': '环境、房间、各方面都不错。。。值得下次推荐。。。。。。', 'star': 5}
{'descr': '环境、房间、各方面都不错。。。值得下次推荐。。。。。。', 'star': 5}
{'descr': 'GOOD|～～～～～～～～～～～～～GOOD|～～～～～～～～～～～～～GOOD|～～～～～～～～～～～～～GOOD|～～～～～～～～～～～～～', 'star': 5}
{'descr': 'GOOD|～～～～～～～～～～～～～GOOD|～～～～～～～～～～～～～GOOD|～～～～～～～～～～～～～GOOD|～～～～～～～～～～～～～', 'star': 5}
{'descr': '酒店不错，就是有点小贵', 'star': 3}
{'descr': '酒店不错，就是有点小贵', 'star': 3}
{'descr': 'ok', 'star': 3}
{'descr': 'ok', 'star': 3}
{'descr': '酒店地理位置非常好,性价比也不错,很舒适干净整洁,服务也不错,值得推荐的酒店.\n\n', 'star': 5}
{'descr': '酒店地理位置非常好,性价比也不错,很舒适干净整洁,服务也不错,值得推荐的酒店.\n\n', 'star': 5}
{'descr': '基本符合星级标准，交通便利，环境优美，干净卫生，服务周到。', 'star': 5}
{'descr': '基本符合星级标准，交通便利，环境优美，干净卫生，服务周到。', 'star': 5}
{'descr': '很好的酒店，性价比很高，服务也不错，以后还会住这。', 'star': 5}
{'descr': '很好的酒店，性价比很高，服务也不错，以后还会住这。', 'star': 5}
{'descr': '去机场很方便,酒店设施也很好。服务到位。', 'star': 5}
{'descr': '去机场很方便,酒店设施也很好。服务到位。', 'star': 5}
{'descr': '酒店的位置方便转乘飞机，免费到首都机场的班车24小时服务，不错！', 'star': 5}
{'descr': '酒店的位置方便转乘飞机，免费到首都机场的班车24小时服务，不错！', 'star': 5}
{'descr': '价格太越来越离谱了！刚才查了一下，明后天的高级房居然要1900多！抢钱啊？？再也不住了！', 'star': 1}
{'descr': '离机场近和24小时免费接机是两大卖点，硬件设施已经达到5星级标准，但是软件还有待改进，早上退房每个人需要10分钟，排队结帐的人排的老长了。真是搞不懂，为什么不学习国外，提前就给客人把发票和清单准备好，退房前一晚送给客户，第二天直接退房还房卡走入就是了，多快啊！真的应该送到国外去培训一下，提高软件水平。', 'star': 5}
{'descr': '离机场很近，24小时免费接机服务。但是价格就像油价一样飞涨，高级房年初的时候还是八百多一晚，现在已经涨到一千二百多了，再涨就真的住不起了！', 'star': 5}
{'descr': 'This hotel is very close to Beijing Capital Airport. Good service, nice staff.', 'star': 5}
{'descr': 'Hotel is very close to Beijing Capital Airport. Free transpotation between the Airport and Hotel for 24 hours/day. Very convenient!', 'star': 5}
{'descr': '酒店设施很好，服务也很好，要是不加服务费就更好了', 'star': 3}
{'descr': '环境一般，但价格特别却特贵。。。。有点趁机抬价的感觉！服务就不要说了。一个字，差。。。。。。。！！！！！！要不是因为参展需要，才不会选择这个酒店。。。。', 'star': 1}
{'descr': '酒店的服务、环境卫生都不错，只是房价有点贵。', 'star': 5}
{'descr': ' 很满意', 'star': 3}
{'descr': '非常好', 'star': 3}
{'descr': '虽然价钱贵点，但是离机场还算方便。设施也挺不错。服务还可以。', 'star': 5}
{'descr': '离机场比较近 设施不错 接送机必须提前预定 否则没有此服务 只能坐酒店大巴', 'star': 5}
{'descr': '国内品牌酒店住过很多， 价格也比较公道， 偶然入住这家酒店， 觉得软件方面和国内酒店没什么区别， 反过来硬件方面并不比国内酒店高，有些地方还不如国内酒店（这次住的是行政间），比如房间内部的舒适感（缺乏进入房间后那种放松的感觉，比较压抑）， 所以感觉性价比不高。', 'star': 1}
{'descr': '临空皇冠不错的，每次我领导去北京机场要住都是订在那里，去机场也很方便，住宿环境也不错', 'star': 3}
{'descr': '服务不错，五星级标准，就是洲际集团的酒店上网都要要钱，有些不习惯！', 'star': 5}
{'descr': '環境和服務都不錯，有免費的報紙看，中文和英文的都有，價格偏高，但總體感覺還是不錯的不錯', 'star': 5}
{'descr': '够档次的一家酒店，硬件一流，环境还不错，地理位置毗邻新国展，离机场也近比较方便，不过价位偏高！', 'star': 5}
{'descr': '该酒店唯一的优点就是离机场比较近，比较适宜第二天乘早班飞机的人士下榻。酒店的消费比较贵，吧台的服务给我的感觉是漫不经心，酒店周边的娱乐及服务设施比较少。', 'star': 1}
{'descr': '酒店还可以，离机场比较近，还算方便吧。价钱不是很便宜。', 'star': 5}
{'descr': '帮朋友订的，酒店感觉还不错。离机场比较近。价格当然也不便宜。', 'star': 5}
{'descr': '：帮朋友订的房，反应不是很好，主要是不方便。另外，行政房的收费让人搞不明白，免费洗衣或免费上网，只能二选一，很奇怪。', 'star': 1}
{'descr': '帮朋友订的房价，他们反映酒店设施是不错，但很不方便，交通不方便，吃饭也不方便，象迷宫一样。', 'star': 1}
{'descr': '位置居中,性价比好', 'star': 3}
{'descr': '酒店不错价格也适中', 'star': 3}
{'descr': '距离机场不远，环境好，前台人员接待热情，服务好。', 'star': 3}
{'descr': '设施档次较高、服务态度良好，中餐场地偏紧、席位偏少…', 'star': 5}
{'descr': '房间的淋浴喷头是坏的，一开水莲花喷洒就掉下来。作为一家5星级酒店，完全不能接受这样的设施，印象极其不好。在酒店留下顾客意见表,也没有得到任何反馈.', 'star': 1}
{'descr': 'bucuo  tinghaode   jiushiyuanledian', 'star': 3}
{'descr': '离机场近，不错，就是贵了点。', 'star': 5}
{'descr': '酒店还行，但是位置太尴尬，出租车都不愿意去', 'star': 5}
{'descr': '服务一般', 'star': 3}
{'descr': '距离首都机场 不到10分钟，适合转机时住宿', 'star': 5}
{'descr': '位置好，客户很满意', 'star': 3}
{'descr': '厚街稍微有点偏，不过周边还算方便', 'star': 5}
{'descr': '酒店离机场很近，出差选择此酒店很方便', 'star': 5}
{'descr': '很好 很安静', 'star': 5}
{'descr': '总体感觉很不错。', 'star': 5}
{'descr': '商务旅行，由于要乘第二天一早的飞机，选择这家酒店。老外连连夸奖菜很好吃，我却没食欲。菜很贵，量还可以。真的很不错，一切都很好，只可惜早上5：30就起床了，没好好享受一下。酒店的电视能收到多个国外频道，可以练习一下听力，不错，推荐！', 'star': 5}
{'descr': '不错，位置也好', 'star': 5}
{'descr': '转机很方便,早餐也还可以.', 'star': 5}
{'descr': '硬件不错,服务欠佳.早餐无人领位;从外面打酒店总机转分机时接线员总要问什么事,让人很不舒服;结账后直接把发票交给客人,而不是把水单和发票装入信封,很不专业.\r\n', 'star': 1}
{'descr': '看到可使用消费卷了，以后会推荐转机客人的', 'star': 3}
{'descr': '在这住了两次，硬件设施还不错。但是酒店的服务真的很一般，食物非常一般。', 'star': 1}
{'descr': '酒店挨着新国展，看北京车展很方便，服务好，早餐很丰富、很不错。稍微贵了点。二楼餐厅也挺好。', 'star': 5}
{'descr': '离空港最近的五星了吧', 'star': 5}
{'descr': '优点：离机场最近的五星级酒店。\r\n缺点：前台办手续效率偏低。态度倒是还不错。\r\n', 'star': 5}
{'descr': '非常棒的酒店，各方面都很棒，服务人员很友好很热情，中餐厅的饭很好吃！真的很棒！', 'star': 5}
{'descr': '环境不错，服务也挺好', 'star': 5}
{'descr': 'the lady(amada shao) who works in the reservation department is very nice and professional \r\n', 'star': 5}
{'descr': '态度不错，展会期间管理混乱，希望改进！', 'star': 1}
{'descr': '房间不错，价位太高。建议对内宾打点折', 'star': 5}
{'descr': '靠近机场，房间硬件还可以，然而服务水准基本上用一个冷字形容。', 'star': 1}
{'descr': '离机场很近，为隔夜转机提供了方便，但不要以为都是一次性客人，我们都是回头客，价格应有好的优惠。', 'star': 5}
{'descr': '离机场很近，房间较小，价格偏贵。', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '不错，离机场很近', 'star': 3}
{'descr': '住过几次，感觉硬件环境不错，整洁，服务到位，性价合适', 'star': 3}
{'descr': '卫生很好很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店，值得推荐', 'star': 3}
{'descr': '对于要去国际展览中心新址的同学们,这是很好的选择,新,干净,酒店安全管理得比较好,', 'star': 5}
{'descr': '酒店很舒适，物有所值，值得推荐入住。', 'star': 3}
{'descr': '北京机场附近最好的一家酒店了，软硬件都不错。下次去了还会入住。', 'star': 5}
{'descr': '性价比超值的酒店，在没有展览的时节真的超值的。只是位于首都机场附近，对于来机场公干或者转机住宿的人来说很不错！！', 'star': 5}
{'descr': '为公司客人订的房, 离机场近,接送比较方便,酒店还提供接送机服务,酒店设施和服务也都很好. 下次还会选择这里.', 'star': 5}
{'descr': '适于短暂停留的转机住宿.', 'star': 5}
{'descr': '不过这是离机场最近的最好的酒店,没的选了', 'star': 3}
{'descr': '有一点忘记说了,上楼不是很方便,非要卡电梯才能动', 'star': 3}
{'descr': '位置太难找了,朋友开车找了很久才找到.早餐还不错,就是急着赶飞机没有时间吃.有酒店机场巴士直接送到机场,很方便', 'star': 5}
{'descr': '酒店环境很好，房间也很大！服务好！', 'star': 3}
{'descr': '全都好', 'star': 5}
{'descr': '真题不错，装修非常好', 'star': 3}
{'descr': '绝对5星级的硬件,服务也优良.相对所在位置,价格偏贵.', 'star': 5}
{'descr': '离机场近的酒店这个应该算最好的吧\r\n感觉非常不错', 'star': 5}
{'descr': '有酒店大巴直接从机场接我们到酒店，很方便', 'star': 5}
{'descr': '附近什么都没有,除非来这里附近办事.\r\n价格太高,没有性价比可言.\r\n卫生\\设施\\服务都还不错.', 'star': 5}
{'descr': '酒店各方面感觉都挺不错的，服务也比较热情，房间也蛮干净舒适的，还不错', 'star': 5}
{'descr': '酒店干净,舒服,价钱合理,唯一不足的就是提供有偿接机服务的价钱有点高,该酒店地理位置相对与,另外一个4星酒店位置有点远,如果能把接机的价钱降到一半,这样对你们的生意可能有很大的帮助.', 'star': 5}
{'descr': '设施，舒适度都不错；因为临近机场，所以对于中转飞机、短暂逗留的旅客是个不错的选择。离市区较远，周边没有发现什么购物商场和娱乐场所，出租车要提前10分钟预订。', 'star': 5}
{'descr': '酒店设施很好 价格合宜 唯位置偏僻 且酒店机场班车一小时一班 间隔过久 （机场出租车对於短程乘客 态度不佳 如要搭乘 要有心理准备）', 'star': 5}
{'descr': '酒店属于那种专门为去机场的客人准备的，离机场很近，很方便，相反离市区有点距离，这个位置上的酒店服务设施都比较不错，价格也适中。', 'star': 5}
{'descr': '希望前台在查找客人预定时灵活一点.外国人的姓名顺序与中国形式不同,避免不必要的麻烦和不快', 'star': 5}
{'descr': '酒店的环境设施都很好位置也不错,就是觉得价格有些高.', 'star': 5}
