{'短评内容': '服务好  早餐好 很赞', '短评打分': 5}
{'短评内容': '酒店周围环境不错，酒店布置有点特色，但室内光线不足，底楼房间窗户没有格栅，晚上担惊受怕的\n\n--------------------------------------------------------------------------------\n', '短评打分': 1}
{'短评内容': '酒店周围环境不错，酒店布置有点特色，但室内光线不足，底楼房间窗户没有格栅，晚上担惊受怕的', '短评打分': 1}
{'短评内容': '还不错 就是要走比较里面拿着行李有点累  但是很安静', '短评打分': 5}
{'短评内容': '外面看上去还不错，里面就不行了！隔音相当差，热水只够洗一个人的！房间不是一般的小！', '短评打分': 1}
{'短评内容': '房间很可爱', '短评打分': 3}
{'短评内容': '领地旅馆标房真心的小。。。好挤。。。我们住的是大话西游。。。', '短评打分': 3}
{'短评内容': '  旅馆位置离龙头路还算近，设施就不能和快捷酒店比了，一楼房间有霉味', '短评打分': 3}
{'短评内容': '很有情调哦，房间虽小，但鼓浪屿本来地方就不大，能有一个设施齐全的房间就很好了，洗澡很方便，还自助洗衣一桶，一会就干了。服务很亲切，离鼓浪屿的小广场很近，夜宵好方便，大排档好好，奶茶、酒吧很多。。。喜欢。。。', '短评打分': 5}
{'短评内容': '领地旅馆的位置挺好找，建议大家先买张地图。住的是小城之春房间，比图片拍的小，但比较安静。队门就是日式和风的复式房，漂亮，但很贵啊', '短评打分': 3}
{'短评内容': '其实只在领地住了一晚，这一晚被领地安排到领地附近的家庭旅馆，虽然是领地搞错了，但安排的那家家庭旅馆条件也很不错，某些方面比领地还要强，比如房子较新，洗发水沐浴液用的是“多芬”', '短评打分': 5}
{'短评内容': '环境还不错 ，很优雅，就是一楼有点潮~隔音效果不是很好~', '短评打分': 5}
{'短评内容': '口味较重，也许由于房子本身较老，翻新困难，所以房间的颜色用了大红和大绿。到达后，不知道哪里出了问题，领地说只登记了一天的房（原本订了10月1日，10月2日两天），所以只在领地住了一天，原本10月1日住英雄本色，改住甜蜜蜜，10月2日原本要住甜蜜蜜，领地换了别的家庭旅馆。PS：领地那个穿格子的男孩子还是蛮帅的，有点腼腆，羞涩，话不多，原本我以为他就是老板何固，后来问了说不是，不过这个男孩子也姓何', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '酒店周边环境还不错，就是有点不是很好找，窗户玻璃是坏的，其它的都还不错', '短评打分': 3}
{'短评内容': '比较一般，房间小了点，布局不够理想，一楼手机没有信号，不值这个价格。而且刷卡、开票都要自己承担5%。', '短评打分': 1}
{'短评内容': '服务很好很贴心，以后会再来', '短评打分': 3}
{'短评内容': '刚到岛上的话旅馆位置不是很好找，离风琴博物馆较近，房间和环境较干净，就是房间太小将就住，旅馆周围都是房子无风景可看。', '短评打分': 1}
{'短评内容': '哈哈！主题房。环境不错，虽然比较远。但是岛很小，走走就到了。很快得！环境不错！楼下可以休息！上网。反正不错！什么都好', '短评打分': 5}
{'短评内容': '鼓浪屿三天住的最方便的一家~~~离龙头路很近！旅馆提供洗衣服和自助厨房（虽然木有用）~~有只小拉布拉多叫旺仔~~哈哈 超级皮~~~住的房间是廊桥遗梦~~额，房间有点抽象化~比较适合男孩子吧~~爆了2个灯泡~有点暗~~~店家服务还是OK的', '短评打分': 5}
{'短评内容': '很安静的家庭旅馆，前台mm都很可爱。不过最后一晚在房间里打死一只超大小强，对于我们北方人看到这么大的小强还是心里一惊。估计要是mm早就吓晕过去了。哈哈', '短评打分': 5}
{'短评内容': '东京日和这间房间虽然较之领地里面的其他房间，但是还是很值得推荐的。tatami睡着很舒服，还有就是那个木桶，洗澡相当给力啊。赞', '短评打分': 5}
{'短评内容': '领地是个很安静惬意的酒店，但可惜没有画映室或者图书室可可坐坐看看书。1楼的卡萨布兰卡还是比较小很暗，没有挂衣服的架子或衣橱。', '短评打分': 3}
{'短评内容': '蛮舒适的家庭旅馆，环境很好，柜台的MM们很热情', '短评打分': 5}
{'短评内容': '住在安静的安海路上，没有龙头路那块地方的喧嚣，感觉非常好。', '短评打分': 5}
{'短评内容': '真心推荐哦 不错 很容易找 隔壁就是龙头路好多小吃呀 ', '短评打分': 5}
{'短评内容': '旅馆好找，在海角八号的旁边，从泉州路一路走来，可以吃好多小吃。\n宽带不稳定，晚上过了12点好像就关掉WIFI不能上网了，其他没什么，我住的甜蜜蜜，灯管比较差，一楼应该多放个桌子和椅子，要不然来个人，没地方说话，只能到二楼坐在床上聊天。', '短评打分': 5}
{'短评内容': '怎么没网', '短评打分': 3}
{'短评内容': '酒店环境不错。要是能更注意房间清洁就完美了。', '短评打分': 5}
{'短评内容': '给我的感觉是舒适、安静、有情调很不错的旅馆。', '短评打分': 3}
{'短评内容': '不大的空间一应具全，房间也别有风味，就是地处里头些', '短评打分': 3}
{'短评内容': '有蚊子。不过整体环境还不错。第一次去鼓浪屿的有点难找。不过熟悉后地理位置还是不错的。', '短评打分': 5}
{'短评内容': '很有情调的一家旅馆，虽然设施有些陈旧，但是岛上的旅馆都差不多了，也是别有一番风味的。前面的帅哥和美女都很健谈，也很热情，足足住了5天4晚，感觉很好，岛上的悠闲生活让我觉得非常的放松心情', '短评打分': 5}
{'短评内容': '，很温馨的小酒店，电影主题，很有感觉！', '短评打分': 3}
{'短评内容': '房间很小，有点旧，空调也一直在滴水~勉强可以住啦', '短评打分': 1}
{'短评内容': '我住的是茜茜公主，房间比较小，不过在鼓浪屿还是性价比可以了。', '短评打分': 1}
{'短评内容': '房间有点小。其他都还不错，离龙头不会太远 也不会很吵。', '短评打分': 5}
{'短评内容': '领地环境还不错！卫生也感觉可以！\n我们住的蜡笔小新房间~还不错~还有阳台~可以晒衣服！', '短评打分': 5}
{'短评内容': '房间没有桌子和凳子，所有东西只能摊在地上，感觉很不好\n淋浴没有单独地方，一洗澡整个卫生间全湿了', '短评打分': 1}
{'短评内容': '住的卧虎藏龙房间，在一楼，即使外面天天晴天（住了四晚，每日气温都在22度-32度之间），房间里也是一股霉味。不能开窗通风，原因有二：1. 对面一米远就是另一户人家的窗户，开窗无隐私；2. 开窗把窗帘放下来也不行，会有n个蚊子飞进来，没有蚊帐\n到码头走路15分钟左右，比较难找\n到龙头路的其中一条支路5分钟，吃东西比较方便', '短评打分': 1}
{'短评内容': '酒店在小岛的中心位置，不会太吵，离龙头路也挺近的，地理位置适合那些想要感受鼓浪屿风情又不想住的太偏僻的游客。至于酒店的设施，我们住的是兄弟连，一间小房间住四个人是小了点，加上热水器是烧电的比较慢，好像还不是很干净有小虫子，主要看中它便宜，看了旁边两间其他风格的房间，还是可以的。总体来说算是经济实惠。', '短评打分': 5}
{'短评内容': '位置有点难找，但是比较安静，房间布置还不错，就是太小了，浴室就在床旁边觉得潮湿，那边的家庭旅馆估计都是寸土寸金的缘故吧！有一只糯糯的小狗，很可爱……', '短评打分': 5}
{'短评内容': '挺好的，灰常有特色，每个房间有不同的风格，服务的态度也不错~~', '短评打分': 5}
{'短评内容': '挺好的……庭院有感觉', '短评打分': 3}
{'短评内容': '我们订的房间由于客人不愿退房，调成了音乐之声房间，房间很不错，是那种复式结构。\n布置的很温馨。', '短评打分': 5}
{'短评内容': '去的时候是中午退房的时间，我们本来订的是248的小城之春，结果之前的客人不退房，又不想住一楼太吵，于是就给我们免费升到花样年华这间了，哈哈~\n没住过岛上其它的没有比较，但是感觉这家还是不错挺满意的，虽然设施简单但是布置的很特别，比我想像的要干净，也没有遇到热水不够的情况，就是床单什么的，觉得好像是没有换的样子。。\n总之不错，以后如果有机会再住鼓浪屿还是住领地的。', '短评打分': 5}
{'短评内容': '稍有点旧，地方也不大，鼓浪屿的旅馆基本都有些风格的，住哪都一样', '短评打分': 1}
{'短评内容': '真的是家庭旅馆，所以不会那么标准化，每个房间都很有自己的风格，相应的也会比较的小！有无线网络，有免费的共用电脑，很不错，不足的是房间没手机信号，很奇怪！总的来说感觉还行~', '短评打分': 5}
{'短评内容': '跟想象中有差距', '短评打分': 3}
{'短评内容': '房间一般，可能是因为我住的的是便宜的两人间，可是院子很漂亮，最重要的是地脚很好，在安静的安海路上，游人少，离花时间咖啡馆只有几十米之遥', '短评打分': 5}
{'短评内容': '不错，是老别墅改的应该，定的秋天的童话，三面窗，干净，不过同时定的龙头小木屋也不错，推荐', '短评打分': 5}
{'短评内容': '主题性的旅店非常具有趣味性，很舒服很温馨，让人一入住进来就非常的喜欢。服务态度也很好，让人觉得流连忘返，很不错的主题家庭旅馆', '短评打分': 5}
{'短评内容': '房间很不错，很有氛围，尤其喜欢电视，是数字电视，O(∩_∩)O~，看着很爽', '短评打分': 5}
{'短评内容': '房间偏小 开始不认识比较不好找，隔音效果不是很好', '短评打分': 5}
{'短评内容': '感觉很不错', '短评打分': 3}
{'短评内容': '喜欢这家的格调，房间虽然不是很大，但是很有小岛的风味~', '短评打分': 5}
{'短评内容': '服务很好，装修有特色，是按电影来安排的，是家不错的家庭旅馆~', '短评打分': 5}
{'短评内容': '＋位置相对较偏。这次入住比较冷。前台服务一般。388的房间分上下层，不方便', '短评打分': 3}
{'短评内容': '出门左转不远就是风琴博物馆，还有好几只小猫眯。', '短评打分': 5}
{'短评内容': '距离龙头路很近，周边旅游的人不多，挺安静的。\n对面正在装修，有点可惜。\n不能刷卡，稍有不便。', '短评打分': 5}
{'短评内容': '旅馆卫生程度差，潮，价格相对高，服务态度还好，也可能鼓浪屿上的旅馆都这样，下次再有朋友来，不推荐住在鼓浪屿。', '短评打分': 3}
{'短评内容': '旅馆位置非常好，是岛的核心地带，去哪都方便，闹中取静，服务人员态度也好，最大的不足是房间比较小，木板床睡的不舒服，千万别选蜡笔小新房', '短评打分': 3}
{'短评内容': '住的是复合式的甜蜜蜜 房间比较有特色 个人觉得离龙头路不是很远 反而住龙头路人太多 不安静 退房的时候有好多间都整理好了  看了看 其他的房间也挺有特色 有一个很小的花园 整栋楼不算大', '短评打分': 5}
{'短评内容': '位置比较好，既不会像龙头路那么吵，也不会太偏。穿过一条繁华的小吃街上一个坡子即到。房间规划的挺好，电视节目很多。卫生间水压很好，很舒适。', '短评打分': 5}
{'短评内容': '环境不错，很舒适，但价格实在偏高……而且那个天窗看不清的……估计很久没擦洗了……而且房间也实在小了一点点……不过装修真的很有艺术……', '短评打分': 5}
{'短评内容': '觉得有点不值这个价格 感觉像上海老房子的三层阁 所谓的观星天窗其实就是老虎天窗 住的是罗马假日 里面挂着罗马假日的海报 天窗上是赫本的美照 ', '短评打分': 1}
{'短评内容': ',还不错，店里的风格我比较喜欢。', '短评打分': 3}
{'短评内容': '房间很干净 地址也比较好找 去龙头路很方便 前台的帅哥 推荐我们去哪里玩 很热心 下次还会选择入住领地家庭旅馆', '短评打分': 5}
{'短评内容': '酒店是家庭是的旅馆 小小的 很简洁 很干净 出行也比较方便 旅馆内养了很多猫猫 很可爱 大猫还刚养好小猫呢 前台的小伙子 也很热心 推荐我们哪里好吃 哪里好玩 下次还会选择入住领地家庭旅馆 ', '短评打分': 5}
{'短评内容': '去入住那天 已经天黑 于是乎 在龙头路上兜了3个圈都没找到领地！ 后来在一直处于和前台电话连线中才终于找到方向 他们家晚上的招牌并不明显 所以晚上真的好难找啊！我住的花样年华房 本来有看到说 鼓浪屿的家庭旅馆 卫生间都会有味道 但入住后我就推翻了这个说法 几乎是没有味道的哦~ 房间分上下两层 下面卫生洗浴间 淋浴房旁边还有个浴缸 哈泡泡舒服啊~ 上面就是卧房啦 顶上有个玻璃小天窗 大概2张A4纸大', '短评打分': 5}
{'短评内容': '中心地点，环境可以，就是步行有点远。', '短评打分': 3}
{'短评内容': '酒店还是比较好找的，住的很舒适，在岛上这个价格性价比还不错，去哪都很方便', '短评打分': 5}
{'短评内容': '酒店位置不错，闹中取静。只是房间较潮湿，床板真的很硬！', '短评打分': 5}
{'短评内容': '离龙头路步行街挺近的。感觉挺温馨的旅馆，店里还养了几只小猫，超级像在家里休闲度假一样&#183;&#183;', '短评打分': 3}
{'短评内容': '住的是小城之春，感觉挺温馨的', '短评打分': 5}
{'短评内容': '环境很浪漫，还有自助厨房。整体感觉很好。另外这家不含餐哦', '短评打分': 5}
{'短评内容': '总体还行=================================================', '短评打分': 5}
{'短评内容': '感覺還可以,,其實鼓浪嶼上面有很多大同小異的旅店,,所以我覺得這家其實還不錯~性價比也很好', '短评打分': 5}
{'短评内容': '各方面都比想象中差了点，服务啊 房间啊 等等', '短评打分': 1}
{'短评内容': '房间很温馨，舒适', '短评打分': 5}
{'短评内容': '设施不算最好~但是性价比比较高~还是不错的~', '短评打分': 5}
{'短评内容': '额。我们住的是花样年华。我只能说住复式楼真的很爽啊、然后设施都很全那。电视台真的很多、还可以点播也。好吧、虽然价格也挺高个。\r\n不过要是第一次上岛的话、肯定要找很久。相当痛苦个。而且我第一次路过的时候还把它忽略了。\r\n还有就是各种原因综合、我真的没能看见星星。\r\n', '短评打分': 5}
{'短评内容': '房间是复式套房，可以泡澡，条件不错，就是观星的天窗貌似不够干净，看得不是很清楚，酒店离日光岩、八卦楼都很近，总体来说还是很不错的', '短评打分': 5}
{'短评内容': '终于住下了，房间看起来还不错，就是从码头一路找来太辛苦…', '短评打分': 5}
{'短评内容': '本来订的是领地，后来到那说房间紧张和我们商量换到他们的分店，米米的花园，刚住过市区的汉庭，对这个设施有点失望', '短评打分': 5}
{'短评内容': '独特的设计风格很吸引我，露天的阳台上聊聊天很悠闲，房间里很干净，上网也很方便。', '短评打分': 5}
{'短评内容': '环境很不错，且位置靠近日光岩景区，离码头也不是很远。周边风景很美。', '短评打分': 5}
{'短评内容': '设计很个性化，每间房间风格都不一样，让人有梦幻般的感觉，值得赞一个。', '短评打分': 5}
{'短评内容': '非常好，还有早餐也不错。', '短评打分': 3}
{'短评内容': '性价比不错，位置也很好找，而且能在网上订房间，方便。', '短评打分': 5}
{'短评内容': '房间的主题还是不错的，就是没有照片上看上去大，不过设施还是很齐全的！下次还会去住其他主题的房间！！', '短评打分': 5}
