{'短评内容': '不错不错，出差首选。', '短评打分': 5}
{'短评内容': '住过两次，还可以吧，打车太困难。早餐一般', '短评打分': 5}
{'短评内容': '房间有点偏小，其他还不错，早餐种类有点少', '短评打分': 5}
{'短评内容': '环境不错，周边很热闹。酒店的早餐也很丰富的。会向朋友推荐', '短评打分': 5}
{'短评内容': '房间不是很大，早餐很不错，交通也很便利，', '短评打分': 5}
{'短评内容': '房间不算大，但是很干净也很安静，早餐很不错', '短评打分': 5}
{'短评内容': '交通方便，房间偏小，打扫得也不是很干净。', '短评打分': 1}
{'短评内容': '每次来合肥一直住这家酒店，酒店面积太小，装修一般，早餐一般，唯一的好处就是位置方便，去哪里办事都可以。', '短评打分': 5}
{'短评内容': '交通方便，早餐也很好。就是房间旧了，设施旧了。总体性价比不错', '短评打分': 5}
{'短评内容': '前不久刚住过两天，位置不错，管理水平不错的酒店，值得长住的酒店。', '短评打分': 5}
{'短评内容': '很好，很舒适。要不是赶上医药展览会。价格是相当实惠的。早餐也很丰盛', '短评打分': 5}
{'短评内容': '所有的都不错，感觉都好，但是有一点有点不好，房间里面居然没有伞，下雨天问前台借伞，居然说借完了。', '短评打分': 5}
{'短评内容': '作为4星级的酒店，设施一般，早餐一般，总体中等偏上吧。', '短评打分': 5}
{'短评内容': '酒店服务不错，环境很好，床很舒服，附近吃饭的地方也比较多', '短评打分': 5}
{'短评内容': '这个酒店不错，会想周围的朋友进行推荐，希望酒店越办越好。', '短评打分': 5}
{'短评内容': '早餐选择比较多。房间空调也很足。值得推荐。', '短评打分': 5}
{'短评内容': '市口好 \n服務佳\n設施善 \n出行易 \n價格中\n早餐行\n', '短评打分': 5}
{'短评内容': '性价比不错的酒店，位置很好靠近包公祠，出行很方便，早餐还不错，服务比较到位，值得再住。', '短评打分': 5}
{'短评内容': '价格公道！环境优美！是个好地方！价格公道！环境优美！是个好地方！', '短评打分': 5}
{'短评内容': '房间太小，服务一般', '短评打分': 3}
{'短评内容': '每次去合肥都住这家酒店，就因为地段好，去哪里都不远。但这次去时大堂在维修，登记的时候一摸前台都是灰。希望酒店能注意这些细节，别觉得维修时脏是应该的。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '房间比较小，但是性价比还可以，早餐不错，但是周围吃的地方不错', '短评打分': 5}
{'短评内容': '很好 下次首选', '短评打分': 3}
{'短评内容': '一切都好，就是牙刷太差，服务需要改进。希望改进。。。', '短评打分': 5}
{'短评内容': '我很喜欢这个酒店，早餐不错，但是得知3月1日已经涨价了，看来以后要告别了', '短评打分': 5}
{'短评内容': '酒店卫生、服务较好；早歺在20楼旋转歺厅，可惜不转实在愦感，菜的质量也达不到四星的标准！', '短评打分': 3}
{'短评内容': '在合肥一直住的这个酒店，主要是早餐不错。', '短评打分': 5}
{'短评内容': '还可以\n下次还入住！！！！！！！！！！！！1', '短评打分': 5}
{'短评内容': '该酒店不错，早餐很好，下次来还是会去住的，会推荐朋友一起去的', '短评打分': 5}
{'短评内容': '出入还算方便。 老四新， 设施还可以，商务出差可以了。 ', '短评打分': 5}
{'短评内容': '房间较大，只是吃饭的餐厅很早就停了，卫生状况较好！', '短评打分': 5}
{'短评内容': '一般.性价比尚可.位置等还行.随便住住可.', '短评打分': 5}
{'短评内容': '还可以.就是房间小了些.写字台正对电视,上网时辐射厉害.', '短评打分': 5}
{'短评内容': '市口好 \n服務佳\n設施善 \n交通便 \n價格惠\n早餐行\n', '短评打分': 5}
{'短评内容': '环境还行 在老城区 早餐不错 在顶楼 下次会推荐！', '短评打分': 5}
{'短评内容': '该酒店不错，地理位置好，服务也不错，会向朋友推荐的', '短评打分': 5}
{'短评内容': '酒店性价比好,早餐丰盛,环境很好,客房安静.', '短评打分': 5}
{'短评内容': '酒店卫生很好,交通方便,早餐品种较多,单间偏小,总体还可以.', '短评打分': 5}
{'短评内容': '房间设施可以，但隔音效果有待加强，早餐超值，推荐', '短评打分': 5}
{'短评内容': '还可以，是个不错的酒店。下次还住在这里。', '短评打分': 5}
{'短评内容': '酒店设施好，服务态度好，服务员随叫随到。早餐丰富，非常好吃。唯一不足的是网速不够快。', '短评打分': 5}
{'短评内容': '酒店太老了些，在合肥这个价位，很容易找到更好的。', '短评打分': 1}
{'短评内容': '酒店餐厅不错，早餐也很丰富，就是房间面积略小', '短评打分': 5}
{'短评内容': '一直就住那，交通比较方便，关键是早餐还不错。', '短评打分': 5}
{'短评内容': '房间比较精致，我住的单人间，也过得去。--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '房间比较精致，我住的单人间，也过得去。不过千万不要打电话去叫足疗什么的，宣传都有，实际上全是小姐服务，太黑了，可要注意哦！', '短评打分': 5}
{'短评内容': '性价比还好，有点小。', '短评打分': 3}
{'短评内容': '多次入住这家宾馆，感觉不错， 服务也不错。\n', '短评打分': 5}
{'短评内容': '第二次入住了 挺好的 挺方便的 如果能有租车服务就更好了', '短评打分': 5}
{'短评内容': '房间有点小，活动空间很小，服务不错，其他都还可以', '短评打分': 5}
{'短评内容': '离火车站30分钟，感觉有些远，但是蛮值得。', '短评打分': 5}
{'短评内容': '根据网上的定评，帮朋友订的，他们都非常满意。', '短评打分': 5}
{'短评内容': '很不错的酒店，干净卫生，空调足，床也舒服。\n就是房间小点，窗户不隔音。\n面向马路的房间有点吵。', '短评打分': 5}
{'短评内容': '该酒店总体情况还是非常不错的哦，会向朋友进行推荐', '短评打分': 5}
{'短评内容': '位置和服务都不错\n就是前台的有个妹妹不行 问他有没有创可贴 她思考都不思考直接来一句“不好意思没有”\n后来被我屌了一顿 她打电话给房务中心的 一问 人家说有 要几个。。。', '短评打分': 5}
{'短评内容': '环境还算蛮好', '短评打分': 3}
{'短评内容': '整体不错只是隔音差', '短评打分': 3}
{'短评内容': '酒店空调很好，正好合肥降温，房间温暖舒适，干净整洁。冬天还是要选择一个空调好的酒店，否则半夜冻得要命。', '短评打分': 3}
{'短评内容': '已经入住，非常温馨的酒店，虽然离办事的地方有点距离，还是非常推荐入住，性价比很高，能好好休息一下。还有水果和夜床服务，小小惊喜。', '短评打分': 3}
{'短评内容': '就图个方便，火车站打车过来20分钟，15块钱。', '短评打分': 5}
{'短评内容': '还不错，设施一般，服务员态度很好，离出差办事的地方也很近，下次还回去', '短评打分': 5}
{'短评内容': '不错！值得推荐，安静安全安心，旋转餐厅更棒，各式口味，各式糕点都有。', '短评打分': 5}
{'短评内容': '我和我的朋友对这件宾馆的印象都不错，超出我的想象。性价比较高。', '短评打分': 5}
{'短评内容': '只要在合肥就住这个酒店，服务人员很热情，早餐不错，每天入住还有赠送的水果和点心，很好', '短评打分': 5}
{'短评内容': '服务态度很好，地理位置好，交通方便，房间有点小，价格偏高，自助早餐内容不丰富，性价比不高', '短评打分': 5}
{'短评内容': '房间还行。。不知道明天早餐会不会好吃点。。', '短评打分': 3}
{'短评内容': '良苑商务会所服务好,不错', '短评打分': 3}
{'短评内容': '不错！不错！真不错！虽然处于老城区还任然魅力无穷，干净、安静有情义服务到家，物超所值！', '短评打分': 5}
{'短评内容': '假如挂三星，那么就会是推荐！\n\n服务态度很好，玻璃桌子，竟然还准备了鼠标垫，体贴备至。\n\n299的房间很小，不算卫生间的话我估计就10平左右，房门隔音不好，墙壁隔音也不好，屋子傍边是服务员工作间，早上服务员有说有笑的，很快就把我吵醒了。\n\n洗漱用品、拖鞋等是3星水平；早餐地点是4星水平，食品是3星水平。\n\n总体来讲，性价比不是很好，但还是对得起这个价格。看来以后还要住400左右的。', '短评打分': 1}
{'短评内容': '房间太小，性价比不高，设备也挺陈旧的，自助餐还可以', '短评打分': 1}
{'短评内容': '每次到合肥都住这个酒店，非常好，喜欢他们里面的早餐，服务人员很客气。', '短评打分': 5}
{'短评内容': '酒店还可以，就是桑拿洗不了，我是跑到外边的大浴场才蒸到桑拿', '短评打分': 3}
{'短评内容': '装修还行，服务员的服务意识比较好，不过餐厅的菜价格不实在，说打八折其实没几个菜能打折的，楼下有个KTV，每天唱到12点，不过比旁边的和平国际酒店还是好了那么一点。', '短评打分': 5}
{'短评内容': '地点不错，交通便利，早晨的自助早餐很好。值得入住。', '短评打分': 5}
{'短评内容': '299的房间虽小了点,但很精致,值得入住!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '交通還算便利\n早餐比較豐盛\n服務態度不錯\n價格比前略高', '短评打分': 5}
{'短评内容': '该酒店不错，环境和服务以及硬件都很好，会向朋友推荐的。', '短评打分': 5}
{'短评内容': '安徽良苑商务酒店好好好。还会入住。安徽良苑商务酒店好好好。还会入住。', '短评打分': 5}
{'短评内容': '酒店硬件设施不错，旋转餐厅给人感觉很好，就是价格略高', '短评打分': 5}
{'短评内容': '普通标间的空间太小，另外隔音效果不是很好！', '短评打分': 5}
{'短评内容': '点了一份面条，服务员问几个人，说一个，就将亮和价格都打了折，赞一个。很人性化', '短评打分': 5}
{'短评内容': '房间很干净,早餐在顶楼,可看到合肥风景,非常不错!!!!!!!', '短评打分': 5}
{'短评内容': '性价比不错.周围都方便.本来一直住和平国际,以后良苑也是选择.', '短评打分': 5}
{'短评内容': '早餐还是不错的，性价比还好，出差可以选择！', '短评打分': 5}
{'短评内容': '太差', '短评打分': 3}
{'短评内容': '客观来说酒店还不错的，\n主要有2个问题：\n电梯太少；\n早上不好打车', '短评打分': 5}
{'短评内容': '非常舒适', '短评打分': 3}
{'短评内容': '4星的标准，性价比还挺好，但是酒店的设施陈旧，我住的16楼，楼上就是歌厅，睡觉时感觉非常吵，后半夜又被隔壁的聊天声吵醒，这说明隔音的太差了。我们预定的3间房，父母住的那间有一面墙太潮湿，壁纸都鼓了，还有股子发霉的味，不爽不爽！楼上的旋转餐厅还不错！楼下的那个康体保健中心提供的是特服，太乱了！', '短评打分': 1}
{'短评内容': '房间太小太小，性价比不高，返券还只返20元。。。。', '短评打分': 1}
{'短评内容': '送的水果不错，还有电脑配', '短评打分': 3}
{'短评内容': '一如既往的OK，赠送水果不错哦，要是入住当晚就有，那就更好了。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '地段处于合肥市中心地段，交通方便，去哪里都差不多远。缺点就是设施老化，房间总体都偏小。一个人住，都觉得挤。好处是有一次性剃须刀，每次来合肥没带剃须刀时就会选择这家酒店。', '短评打分': 5}
{'短评内容': '房间太小了，价格也不低，消费券才能用20元', '短评打分': 1}
{'短评内容': '房间小，价格还很高早餐不好吃，晚餐非常贵，在合肥真不怎样', '短评打分': 1}
{'短评内容': '酒店房价涨了,单间面积太小,早餐还可以.', '短评打分': 1}
{'短评内容': '酒店房价涨了,消费券从40元减到20元,单间很小,出差人士会考虑住其他酒店.', '短评打分': 5}
{'短评内容': '交通比较方便，一般到安徽常住。！！！！！', '短评打分': 5}
{'短评内容': '酒店环境还可以，只是上下班点打车很不方便，尤其是下雨天。早餐真的不错。', '短评打分': 5}
{'短评内容': '交通方便，只要不是下雨天。早餐选择很多。', '短评打分': 5}
{'短评内容': '早餐在顶层旋转餐厅，品种不算很丰富。服务还是蛮好的', '短评打分': 5}
{'短评内容': '感觉还行，性价比还不错，酒店所处的位置也挺好。', '短评打分': 5}
{'短评内容': '性价比不高，300块房间小的一点点，和网站所说不符，旋转餐厅倒是不错，但定价偏高。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 1}
{'短评内容': '标榜四星，勉强过得去，服务一般般，房间空间停大。。。。。早餐质量还可以，只是选择较少。以后仍然会选择入住。', '短评打分': 5}
{'短评内容': '自助早餐不错', '短评打分': 3}
{'短评内容': '  很好', '短评打分': 3}
{'短评内容': '感觉环境不错！', '短评打分': 3}
{'短评内容': '不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店不错的酒店', '短评打分': 5}
{'短评内容': '酒店就在合肥最好的芜湖路上,芜湖路的两边多是粗大的法国梧桐,绿化很好的.酒店自主早餐在楼顶的旋转餐厅,可以看到合肥的城市景色.', '短评打分': 5}
{'短评内容': '酒店不错，前台服务也好，如果想提前退房可以先给前台打个电话，然后到楼下即可结帐，这点还是很方便的。\n第二天订房还给我的房间升了一下级，挺不错的。\n\n酒店不错，前台服务也好，如果想提前退房可以先给前台打个电话，然后到楼下即可结帐，这点还是很方便的。\n第二天订房还给我的房间升了一下级，挺不错的。', '短评打分': 5}
{'短评内容': '酒店不错，前台服务也好，如果想提前退房可以先给前台打个电话，然后到楼下即可结帐，这点还是很方便的。\n酒店不错，前台服务也好，如果想提前退房可以先给前台打个电话，然后到楼下即可结帐，这点还是很方便的。', '短评打分': 5}
{'短评内容': '房间小了点，电视的距离和床之间不好走路，晚上的自助餐的老虎蟹是坏得，郁闷死了，菜不是很多啊。客房送菜，相对与走边的四星级酒店，贵了20%左右。', '短评打分': 5}
{'短评内容': '总的来说酒店还可以，就是电梯比较少；在20楼层的旋转餐厅也不错；但是地处闹市，外面交通比较拥挤\n总的来说酒店还可以，就是电梯比较少；在20楼层的旋转餐厅也不错；但是地处闹市，外面交通比较拥挤', '短评打分': 5}
{'短评内容': '这家酒店各方面都很好！ 我都满意。但有一点希望酒店能够改进：房间卫生间里面的洗脸盆底下有一条地砖横杠，每次洗脸脚底下都会给拌一下，很不舒服，也别扭，不知道酒店装修时为啥会这样？其他都好。', '短评打分': 5}
{'短评内容': '不是很让人满意，又老又旧，对不起这个价格。\n反正以后肯定换别家。                     ', '短评打分': 1}
{'短评内容': '合肥安徽良苑商务会馆是个不错的酒店，房间很安静，虽然在市区。前台还行，中规中矩。这次没有欢迎水果，但是上周我来的时候有的，房价也是一样的，不知道是怎么回事。', '短评打分': 5}
{'短评内容': '合肥安徽良苑商务会馆是个不错的酒店，房间很安静，虽然在市区。前台还行，中规中矩。这次有欢迎水果，值得表扬。', '短评打分': 5}
{'短评内容': '服务还行，但是酒店信号不好。服务还行，但是酒店信号不好。服务还行，但是酒店信号不好。服务还行，但是酒店信号不好。服务还行，但是酒店信号不好。服务还行，但是酒店信号不好。服务还行，但是酒店信号不好。', '短评打分': 5}
{'短评内容': '房间有点味道，其他还不错，位置中心，交通方便', '短评打分': 3}
{'短评内容': '来合肥只住良苑，但重装后性价比不如以前高了。ELONG你烦不烦啊，让我们写50字的评论？！？！脑袋进水了吧？！？！？！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '相当不错的酒店，硬件方面很齐备，甚至每楼层都有自动擦鞋机，早餐也很丰富，每晚还有赠送水果，感觉很温馨。唯一不足的是电梯只有两部，上下有时候需等候较长时间。', '短评打分': 5}
{'短评内容': '房间有点小，其他都很好，还有就是不好找，在二楼。找不到入口。不过最大的优点就是地段很好，很方便', '短评打分': 5}
{'短评内容': '值得推荐的酒店啦，环境不错，地理位置也不错，就是酒店附近吃饭的地方少了', '短评打分': 5}
{'短评内容': '性价比很好，房价比较干净， 服务也不错。早餐一般， 希望能改进。', '短评打分': 5}
{'短评内容': '还不错得酒店，服务也还好。地理位置也不错', '短评打分': 5}
{'短评内容': '房间比较小，不过还算比较精致，20楼的自助餐还是非常不错的，以后还会入住', '短评打分': 5}
{'短评内容': '交通方便、服务周到、每天晚上回来看见赠送的水果、报纸和饮料以及其他一些细节上的服务，感觉非常好！推荐入住。', '短评打分': 5}
{'短评内容': '行政间太小，早餐不丰富，性价比实在不够高', '短评打分': 1}
{'短评内容': '这个价位来说，服务还是相当不错的，房间比较整洁干净，大床很舒服，还有免费水果，水，凉茶。\n就是中央空调的声音稍微大了点，晚上睡觉会感觉有点吵。', '短评打分': 5}
{'短评内容': '朋友推荐的，位置不错，价格偏高。111111111111111111111111111111111111111111111111111111111111', '短评打分': 5}
{'短评内容': '酒店地理位置很好，                                                 。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '在合肥这边看来，价格有点小贵，但设施还算比较新，一般般吧！', '短评打分': 5}
{'短评内容': '交通很方便，服务很热情。早餐也不错。性价比很好 ', '短评打分': 5}
{'短评内容': '小单间房间很小，但如果是一个人的话就完全够了。遗憾的是房间的形状不够方方正正，如果对这个有要求的朋友就肯定不喜欢了。还有就是墙的隔音不是很好。', '短评打分': 5}
{'短评内容': '一开始给我安排的房间就是上次我不满意的房间，要求调换后，等了十几分钟给安排了标间，还算可以吧。', '短评打分': 5}
{'短评内容': '很不错的酒店，早餐也很好，地理位置也很好', '短评打分': 5}
{'短评内容': '最常住的酒店，来合肥必住，重装完一年多了还是有味，这点不好。重装完性价比不高。', '短评打分': 5}
{'短评内容': '有点吵有点吵有点吵有点吵有点吵有点吵有点吵有点吵有点吵有点吵', '短评打分': 1}
{'短评内容': '地段很好，去哪里都方便，房间也很干净，价格不贵，总的来说，没什么不好的地方。', '短评打分': 5}
{'短评内容': '酒店很干净，在市中心，不到一百米有体育场，有高尔夫球练习场，很方便。', '短评打分': 5}
{'短评内容': '交通便捷，房间比较干净，靠马路边有点噪音，总体感觉蛮好。', '短评打分': 5}
{'短评内容': '这样的酒店，居然市挂牌四星级，真的难以置信！不知道是怎么搞到的牌？顶上的旋转餐厅，旋转倒是旋转了，可是自助餐实在是不敢恭维。', '短评打分': 1}
{'短评内容': '总体感觉还行，房间略小，不过前台小姐很热情，说话也很客气。这点真的感觉宾至如归了。', '短评打分': 5}
{'短评内容': '性价比高，附近交通便利，整体感觉不错,下次城区办事还是首选', '短评打分': 5}
{'短评内容': '干净舒服,交通方便。服务态度也不错.房间性价比很好', '短评打分': 5}
{'短评内容': '楼上旋转餐厅不错，性价比很高，还有大蟹赠送', '短评打分': 5}
{'短评内容': '早餐品种丰富，搭配合理，在二十楼很休闲，值得再次光顾', '短评打分': 5}
{'短评内容': '性价比高，室内环境不错，虽然房间小，但很干净。', '短评打分': 5}
{'短评内容': '满意,服务质量不错，房间大小也可以，有事找商务中心', '短评打分': 5}
{'短评内容': '交通便利，房间设施较好，早餐丰富，环境舒适，服务较好', '短评打分': 5}
{'短评内容': '总体感觉还不错\n但是有两个问题：\n电梯数量太少，等待时间太长；\n室内好像有点味道', '短评打分': 5}
{'短评内容': '干净，环境不错，设施有点儿老，餐厅不错，口味儿也不错。', '短评打分': 5}
{'短评内容': '性价比很高，还有饮料和水果赠送，吃住行都很方便，早餐也不错', '短评打分': 5}
{'短评内容': '酒店不错，服务也好。\n只要找到商务中心，什么事情都能搞定。', '短评打分': 5}
{'短评内容': '四星宾馆中性价比较高的选择，房间有点小，胜在价格，环境也还不错，交通也便利，让人印象深刻的是早餐丰富，还在顶层旋转餐厅内享用。', '短评打分': 5}
{'短评内容': '房间干净，舒服，早餐特别棒，以后有机会还要住这里，就是价位高了点相对', '短评打分': 5}
{'短评内容': '下次还会住在这里，房间干净，装修也不错。', '短评打分': 5}
{'短评内容': '经常住的酒店了，服务挺好的。性价比不错。', '短评打分': 5}
{'短评内容': '酒店挺好，停车也方便。早餐丰富。中餐的自助餐有些贵啦。要70元，其实50元应当可以。', '短评打分': 5}
{'短评内容': '房间有点小，早餐不错。', '短评打分': 3}
{'短评内容': '订的单人间，房间不大但是却很温馨。每天有送水果很贴心！', '短评打分': 5}
{'短评内容': '干净舒服,环境也不错.交通很好.服务很到位', '短评打分': 5}
{'短评内容': '非常适合商旅的酒店，服务体贴入微，早餐也比较丰富。缺点是标准间的采光不太好。', '短评打分': 5}
{'短评内容': '单人房299元的价格还是比较有竞争力的。', '短评打分': 5}
{'短评内容': '酒店非常舒适，服务也非常的体贴入微。如果大家到合肥出差，这是非常好的选择。', '短评打分': 5}
{'短评内容': 'my first choice in HF', '短评打分': 5}
{'短评内容': '多次入住、感觉依旧、交通便利、用餐方便、下次还来。', '短评打分': 5}
{'短评内容': '酒店服务还不错,在当地也算不错的酒店了.', '短评打分': 5}
{'短评内容': '地理位置不错，旁边的体育馆就有高尔夫练习场，打球很方便。', '短评打分': 5}
{'短评内容': '电梯太少了点，\n上去太慢了\n不错20楼的旋转餐厅还不错', '短评打分': 5}
{'短评内容': 'a very nice hotel, surroundings, service and breakfast buffet....', '短评打分': 5}
{'短评内容': 'recommended wihtout hesitate', '短评打分': 5}
{'短评内容': 'excellent, stay here nearly every time in hefei', '短评打分': 5}
{'短评内容': '环境不错；\n适合商务旅行住宿；\n就是电梯少了点。', '短评打分': 5}
{'短评内容': '酒店挂牌4星,总体还可以,28楼餐厅早餐丰富.', '短评打分': 5}
{'短评内容': '酒店整体感觉不错,服务到位,房间稍小了点,早餐有特色', '短评打分': 5}
{'短评内容': '每月到合肥出差就住此酒店,4星299元含早餐不错的', '短评打分': 5}
{'短评内容': '酒店位置不错,离市中心很近28楼早餐很有特色,最近房价涨了30元,但还会住', '短评打分': 5}
{'短评内容': '硬件还算不错，早餐品种还算丰富，价格略高', '短评打分': 5}
{'短评内容': '不错的服务，早餐也可接受，单人间有点小，建议订大床间', '短评打分': 5}
{'短评内容': '恩 还不错啦\n房间很干净 \n楼上有旋转餐厅 很晕 哈哈', '短评打分': 5}
{'短评内容': ' 酒店不错，性价比较高。', '短评打分': 3}
{'短评内容': '特价房很小，不过服务还行，合肥居然也这么贵。', '短评打分': 1}
{'短评内容': '酒店早餐丰富,各方面条件都好,交通方便,但最进调高房价性价比不好.', '短评打分': 5}
{'短评内容': 'nice surroundings, wonderful buffet breakfast...recommended', '短评打分': 5}
{'短评内容': '这个酒店不错，地理位置很好，环境也不错，会向朋友推荐', '短评打分': 5}
{'短评内容': '正如其他人所说，感觉价格上提高了。。这点不是很满意。', '短评打分': 5}
{'短评内容': '一如既往的不错。比较满意！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '入住多次,感觉酒店整体还是不错的,\n就是今年价格涨的有点厉害,', '短评打分': 5}
{'短评内容': '以前住过对面的和平,还有黄山大厦,圣大国际,\n相互比较一下,良苑的价位还行,硬件还有待改善,\n装修觉得有点旧了', '短评打分': 5}
{'短评内容': '很好的酒店,交通方便,下次还会入住,\n值得推鉴早餐,品种比较丰富', '短评打分': 5}
{'短评内容': '还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '领导给定的房间，很不错哦。下次来合肥出差仍会选这里。', '短评打分': 5}
{'短评内容': '一切如故，很好！下次来合肥出差还会住这里的。', '短评打分': 5}
{'短评内容': '还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '相对商务大床房来说，单大间还是值得推荐的，房间和床虽小，一个人足矣！才299', '短评打分': 5}
{'短评内容': '酒店位置很好，但是房间太小，尤其忍受不了的是酒店的下面几层竟然是写字楼，而且只有两部电梯，大堂相当嘈杂，人员混乱。早餐一般，但是环境不错。', '短评打分': 1}
{'短评内容': '该酒店地理位置不错，早餐也比较丰盛，会向朋友推荐', '短评打分': 5}
{'短评内容': '环境非常好，早餐也还不错，就是前台服务态度差点', '短评打分': 5}
{'短评内容': '很久没到良缘了，一般到合肥都住和平，这次想换换地方，也看看良缘现在的状况，来前也看了些评价，感觉确实有些提的很有道理，比如电梯的问题，早上等待时间实在是有点长啊。\n来的时候下雨，门口的两名保安拿着雨伞竟然不能够过来迎接下，也许他的职责只是引导车位吧，呵呵，酒店第一天有了水果，可谓惊喜，但里边的黄瓜上边竟然有脏东西，如果能洗洗再拿来岂不是锦上添花的事情。\n很多细节暴露出了问题啊，管理者应该总结总结，', '短评打分': 5}
{'短评内容': '涨价了，以前大床和双床一个价的，现在大床要386，要命的是大床是2个单人床拼起来的，睡在中间能很明显得感觉到两张床的高低拼缝。而且床头没有总的控制开关，灯得一个一个跑过去关。', '短评打分': 1}
{'短评内容': '环境很干净,交通挺方便.服务改进的很好了', '短评打分': 5}
{'短评内容': '酒店位置很好,早餐也很不错,还是顶楼的观光餐厅', '短评打分': 5}
{'短评内容': '早听说这个酒店了，但是真正住了，效果确实一般般，首先晚餐只有超贵的自助，关键是实在没什么值钱的吃的，单点的还没有地方吃，都是大包厢，其次，作为一个星级酒店，网速奇慢无比，而且20层楼的酒店，竟然只有两部电梯，还有一个有时是停的，总体来说，不建议入住，尤其是在这个价位', '短评打分': 1}
{'短评内容': '酒店涨价了?!而且开会人太多,房间好难定', '短评打分': 3}
{'短评内容': '酒店式比较老的，房间也很一般，只是旋转餐厅还可以。', '短评打分': 5}
{'短评内容': '非常不错\n是商务旅行的首选\n就是电梯较少，早上等电梯时间消耗的多', '短评打分': 5}
{'短评内容': '环境安静、室内整洁，早餐和网速都很好，值得推荐', '短评打分': 5}
{'短评内容': '非常好的酒店，舒适、便捷！', '短评打分': 3}
{'短评内容': '在合肥最常住的酒店了，价格也越来越贵了！重装一年多了，味道一直散得不好。', '短评打分': 5}
