{'descr': '还可以', 'star': 5}
{'descr': '中秋房100元超级给力，带窗，环境干净。酒店位置后身就是家乐福。如果坐车路线是地铁四惠站转671公车做一站慈云寺桥下车走一会就到。如果开车走东四环,慈云寺桥附近。', 'star': 5}
{'descr': '往机场很顺。住的百元店很划算', 'star': 3}
{'descr': '房间还不错，就是距离马路比较近，有点吵！\n服务比较周到，定的的节日特价房，才100，很划算的！！！！！！！！！！！！！', 'star': 5}
{'descr': '酒店的服务和设施都相当的不错 很干净 特别是100元的特价房相当的超值\n地理位置也很优越  性价比超级的高', 'star': 5}
{'descr': '还不错，位置还算好找，连锁的条件差不多啊           biedejiumeishenme                    ', 'star': 5}
{'descr': '非常一般 而且位置也不好 ，不好找\n非常一般 而且位置也不好 ，不好找\n非常一般 而且位置也不好 ，不好找\n非常一般 而且位置也不好 ，不好找\n非常一般 而且位置也不好 ，不好找\n非常一般 而且位置也不好 ，不好找\n非常一般 而且位置也不好 ，不好找', 'star': 1}
{'descr': '非常超值，房间和正常房间一样，发现了一条新的节约途径哦', 'star': 3}
{'descr': '服务比较规范，体现连锁店效益，简单、经济。干净程度一般，刚进房间闻到一些异味。地理位置不是特别方便，如果你有重行李，不建议地铁。', 'star': 5}
{'descr': '中规中矩的服务，简单、经济。干净程度尚可，地理位置不是特别方便，坐地铁到四惠下，还要走1公里多的路。如果你有重行李，建议打的。', 'star': 5}
{'descr': '内容', 'star': 3}
{'descr': '靠近四环，窗户隔音效果不是太好，其他的都挺好。服务很热情。', 'star': 5}
{'descr': '其实位置很好找，坐公交车都找得到，公交还是比较方便的。我住的是周日百元房，特别实惠，特别推荐。什么设施都具备，也干净，服务特别好。总之就是推荐推荐~~下次还会考虑入住。', 'star': 5}
{'descr': '汉庭华贸二店的确是一家比较不错的酒店，尤其是周末百元房，特别的值。卫生、服务相比较其他的酒店都是不错的，下次还会选择入住。', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '汉庭酒店是个不错的选择。。。住在汉庭就想回家，，，不但离超市近，现在他们还有了停车场 特别的方便。。。。下次一定住汉庭', 'star': 5}
{'descr': '房间舒适，服务态度好，开始住的房间空调坏了，给重新换了一个房间。', 'star': 5}
{'descr': '满意', 'star': 3}
{'descr': '我住的大床房，房间很小，靠近路，比较吵；周边吃和玩也都很不方便，', 'star': 1}
{'descr': '当我入住汉庭让我真正有了回家的感觉。。。温馨的环境，热情的服务，倍感亲切、在这里不但环境优雅，干净卫生。各方面都很满意。。是出差旅行的首选酒店，不愧是品牌酒店，我希望大家可以体验一下、、、我推荐这个品牌哦。。。。', 'star': 5}
{'descr': '喜欢浴室干湿分离，这样比较方便。很干净，下次来还住这里', 'star': 5}
{'descr': '很不错，房间很舒服，服务也不错，赞一个。', 'star': 3}
{'descr': '经常入住汉庭快捷北京华贸二店，一如既往的好。', 'star': 5}
{'descr': '酒店位置方便，靠近超市是一大优点，住好几次了，呵呵~', 'star': 5}
{'descr': '价格比较高 位置优越 早餐尤其不错 推荐', 'star': 5}
{'descr': '带着孩子出去游玩，交通便利，就在四环辅路边上。', 'star': 5}
{'descr': '交通方便，购物挨着家乐福，早餐营养。下次接着住，百元房实惠。', 'star': 5}
{'descr': '环境不错，安静干净，交通方便，边上就是家乐福买东西也方便', 'star': 5}
{'descr': '服务很好，已经帮朋友定了春节特惠房，估计她们也会住的很舒服。\n拭目以待。', 'star': 5}
{'descr': '真合适，一个人住超级舒服。也不冷 干净 \n还有吹风机可用\n就是不能连续都住这里，因为百元房只能住一天', 'star': 5}
{'descr': '酒店总体还是不错的，位置较为方便，卫生也很好。', 'star': 5}
{'descr': '还不错的~位置相对方便，服务还行，卫生也不错。', 'star': 5}
{'descr': '挺不错的一家店 卫生 服务都还是不错的 大家可以去试试', 'star': 5}
{'descr': '交通便利，服务热情，给客人在家的感觉，客房卫生干净。', 'star': 5}
{'descr': '条件一般。靠近四环，有噪音。价格还不便宜。', 'star': 1}
{'descr': '好的就不说了，说点瑕疵：总有人从门缝里塞进小广告卡片。是什么人呢？都想报警了。', 'star': 5}
{'descr': '房间干净，公交也比较方便，出差住还行，价廉物美。', 'star': 5}
{'descr': '位置比较好找，就在家乐福旁边。房间不大，但还比较干净。价钱我觉得适中。', 'star': 5}
{'descr': '地理位置比较占优，就在东四环边上，外地来的朋友从机场过来很方便，路边很明显，不像有些店在小路不方便外地人，出租车司机也找不到。旁边还有家乐福超市。去地铁站也方便，出门就有公交站。服务一般', 'star': 5}
{'descr': '不错还可以 挺好的 就是有点小 希望改进 挺好的 位置也很好找', 'star': 5}
{'descr': '还可以一般', 'star': 5}
{'descr': '酒店很不错！', 'star': 5}
{'descr': '帮朋友订的，东四环边，交通便利，楼下是家乐福，很方便，性价比不错', 'star': 5}
{'descr': '出门就是家乐福超市，但除此之外周边就很空了，室内家具有点脏，卫生间不太卫生', 'star': 1}
{'descr': '+酒店服务很好!', 'star': 5}
{'descr': '位置很好，100￥超值，舒服，很有家的感觉，内部有网线电视，BF说很不错！！！', 'star': 5}
{'descr': '位置还不错，三环路边上，就是房间太小了，比较拥挤。', 'star': 1}
{'descr': '+房间比较大,旁边就是家乐福,出行比较方便。', 'star': 5}
{'descr': '环境非常好，就是离地铁远了一点，需要坐两站公交。过马路很复杂。\r\n酒店前面的小树林非常有感觉，灰常喜欢。', 'star': 5}
{'descr': '.房间有小虫子', 'star': 5}
{'descr': '房间有点小。 价格还算便宜。 卫生也不错。 ', 'star': 3}
{'descr': '很好的，很方便就,是没有停车场,还是性价比很高的', 'star': 3}
{'descr': '位置不错，靠着四环路，现在加了双层玻璃，隔音还行', 'star': 5}
{'descr': '没有停车场，网速还可以。房间还不错。稍微有点贵。', 'star': 5}
{'descr': '靠近东四环，噪音偏大。 房间比较小。总体感觉不够舒适。', 'star': 1}
{'descr': '前台都不仔细看订单就要开房，刚住进去时床单枕套又都是脏的，服务实在一般。另外，开车来的话很麻烦，只能停旁边家乐福的停车场里，按时交费。\r\n', 'star': 1}
{'descr': '帮同事定的豪华单人房，汉庭的风格干净，但是在一楼靠马路很吵。\r\n', 'star': 3}
{'descr': '其他都很不错 就是打听里的饮品机很郁闷 居然限制一天只能3杯 是不是有点儿太小气了呢', 'star': 5}
{'descr': '非常差根本谈不上高级和价格严重不符合，地板非常滑。', 'star': 5}
{'descr': '我订的是周日百元房，原以为会差一些，但打开房间发现很干净。床是2米的，厕所和洗澡间独立分开的，我住的是面向小区的房间很安静，旁边是家乐福超市，买吃的很方便，门口有车到四惠站转地铁，门前就是东四环路，酒店在环内。', 'star': 3}
{'descr': '服务很不错，交通也很便利，旁边就有个家乐福', 'star': 5}
{'descr': '+内容', 'star': 5}
{'descr': '  好地方', 'star': 5}
{'descr': '总体来说，性价比很高，很满意~位置也不错，房间很舒服，虽然是周末特价房，希望以后能多推出这样的房间，服务也很令我满意~', 'star': 5}
{'descr': '一般 ', 'star': 3}
{'descr': '地理位置离CBD商务区还是很方便的。', 'star': 3}
{'descr': '性价比还不错的一个酒店。', 'star': 5}
{'descr': '出差去的，里办公地点很近很方便，内部装修一般，但还算干净整洁', 'star': 5}
{'descr': '房间里写字台陈旧，电视太小太旧，卫生间也感觉不是很舒服。', 'star': 1}
{'descr': '很不错的酒店', 'star': 3}
{'descr': '位置好。周日百元房性价比极高。服务和硬件设施对得起这个价位的酒店。赞一个', 'star': 5}
{'descr': '很不错的酒店，全国连锁，大家都知道吧', 'star': 5}
{'descr': '总体印象不错，服务尤其值得称赞。近日安装隔音玻璃有些吵，位置坐落在东四环路边，旁边有大型家乐福超市，一切都方便，美中不足的是离公交站远了点，还有就是过四环路需要绕好长一段路。', 'star': 3}
{'descr': '目前正在进行隔音玻璃安装，机器噪声忽隐忽现，近一两天有点吵，以后会很好的。交通不太方便，离公交站较远，至少步行10分钟以上。', 'star': 5}
{'descr': '交通方便，旁边有家乐福，生活方便。', 'star': 5}
{'descr': '连个停车场都没有  地方小的可怜 ', 'star': 1}
{'descr': '帮同事订的，他反应说因靠近四环，确实有点吵', 'star': 1}
{'descr': '卧室有点憋屈...晚上睡觉比较吵~ 位置还算不错啦，特别好找', 'star': 5}
{'descr': '性价比很高的酒店。', 'star': 5}
{'descr': '在马路边上的房间有点吵', 'star': 1}
{'descr': '总体来说不错，服务好舒适性不错~', 'star': 5}
{'descr': '酒店还可以，卫生条件不错，位置也很好，就是没有停车场，也不太好找', 'star': 5}
{'descr': '周日百元房，非常不错', 'star': 3}
{'descr': '周日百元房，非常不错', 'star': 5}
{'descr': '经济实惠，正好符合我公司的报销标准，住着也舒服。', 'star': 5}
{'descr': '参加北京培训时订的房间，主要看中的是地理位置，交通方便。在这个地段价格比较能够接受。', 'star': 3}
{'descr': '酒店外就是大马路，交通非常方便，早餐也很好，可是靠外面马路的房有点吵，隔音不好，望改进。', 'star': 1}
{'descr': '位于CBD边缘区，性价比不错。', 'star': 5}
{'descr': '位置就在东四环边上。在一个大型超市旁边，购物非常方便。如果从北边过来非常方便，如果从南边来特别不方便。', 'star': 5}
{'descr': '典型的经济快捷酒店，没什么特别，但是卫生不错，床有点不太舒服。。。', 'star': 5}
{'descr': '已经入住好几次了,每次都感觉很亲切,以后还会入住的.', 'star': 5}
{'descr': '还不错 离办事地点近 ', 'star': 5}
{'descr': '服務態度不好,但地點好', 'star': 5}
{'descr': '晚上入住，机场出来比较困。第二天爬起来，发现床单上有个脚印，那郁闷真是无话可说。打电话给前台，语气是很不错，承诺换，但等我中午回来一看，根本就没换。到时走廊上有个清扫的服务员，我跟她一反应，人家进来就帮我换，还很利索...感觉这里面酒店管理是否规范呢？', 'star': 1}
{'descr': '前台办理效率有待提高。显得稍慢了些。', 'star': 5}
{'descr': '位置交通比较便利，卫生、设施比较一般，隔音效果确实如其他评价所说，比较差；基于地理位置，价格也还好了。', 'star': 1}
{'descr': '隔音很差，环境也一般，比锦江之星逊色', 'star': 3}
{'descr': '服务态度差', 'star': 1}
{'descr': 'good ', 'star': 1}
{'descr': '隔音太差了，不是一般的差，晚上半夜回来的，闹腾的不行，跟纸糊的一样墙', 'star': 1}
{'descr': '隔音稍微差点，房间格局有点不舒服，不过服务还行', 'star': 5}
{'descr': '隔音非常差，不是汉庭的会员，不好延时退房。', 'star': 1}
{'descr': '住的新春百元房，感觉很超值，呵呵，很干净，房间很暖和，没有异味，服务态度也很不错哦~~~', 'star': 5}
{'descr': '开了应该是不到一年 住的房间水池已经开裂了还有污痕 厕所的马桶圈也歪了 遥控器没有数字键只能上下换台 住的是百元房 平时的话不打算再去了', 'star': 5}
{'descr': '态度不错，设施较新，但是房间隔音不好。', 'star': 5}
{'descr': '旁边有个家乐福，但是交通不怎么方便！', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '隔音实在太差，尤其是临环路的房间。', 'star': 1}
{'descr': '酒店安排的房间是靠马路的,所以会感觉比较吵,不过房间的卫生环境还可以,交通挺方便的,价格一般,感觉并不是很优惠.', 'star': 3}
{'descr': '餐厅服务不错，可以送餐到客房', 'star': 3}
{'descr': '餐厅服务不错，可以送餐到客房', 'star': 5}
{'descr': '我很喜欢这家酒店,位置非常好,出行很方便,房间的卫生和设施方面也都不错,是一家性价比很高的酒店.', 'star': 3}
{'descr': '主要感觉房间较冷。', 'star': 5}
{'descr': '因为订的是周末百元房，感觉性价比很高。但是如果是正常价格，就显的稍贵。比较喜欢他们的大床。但是，枕头不是很舒服。还有，冬天不能用空调，暖气尽管很烫手，但是因为房间的密闭性不是很好，还是有点冷。并且房间很小，我住的时候，浴巾还有点脏。', 'star': 5}
{'descr': '再次入住这家酒店，订的百元房，感觉很温馨。各方面都还不错。', 'star': 3}
{'descr': '第二次入住这家店，洗澡间地漏依然脏水没过脚面。隔音不好，走廊吵吵闹闹。看到云台不锈钢的水印，根本不想碰。不锈钢材质真的看起来很不舒服。', 'star': 1}
{'descr': '酒店离办事的地方很近，订的百元房，性价比很好。不足的是服务员在楼道说话声音有点大。望改进。', 'star': 5}
{'descr': '这个酒店的位置非常不错，很方便，房间的面积比较小，环境设施还是不错的.', 'star': 5}
{'descr': '酒店很专业啦,客人很满意啦!!!', 'star': 5}
{'descr': '这酒店还可以。挺干净的。', 'star': 3}
{'descr': '厕纸还是老样子，看来这家酒店对批评是“虚心接受，坚决不改”，呵呵。', 'star': 3}
{'descr': '非常好的酒店, 房间干净舒服', 'star': 3}
{'descr': '再次入住这家酒店，感觉很温馨。各方面好像都还不错。', 'star': 5}
{'descr': '四层是无烟楼层，我觉得这点做得挺好的。一般高级酒店才有的服务，经济型酒店也能做到，感觉很不错。', 'star': 3}
{'descr': '个人感觉还不错，就是没有停车的地方，如果要去入住的话得把车停在附近的家乐福或金泰大厦。环境还是很好的，服务也很好。还是值得推荐的。', 'star': 5}
{'descr': '交通方便，购物便利，酒店有餐厅，可以安排早中晚餐。', 'star': 5}
{'descr': 'very good hotel and perfect room, will stay there again.', 'star': 3}
{'descr': 'very good hotel and perfect room, will stay there again.', 'star': 5}
{'descr': '如果是住周日百元房，那几乎没有什么可挑剔的。平时则显得有点贵了。', 'star': 5}
{'descr': '酒店里面很干净的,而且这个位置也很方便,酒店房间面积有点小,快捷酒店都这样,另外就是电视接受的台比较少,价格的话挺便宜的,总的来说还是挺满意的.', 'star': 3}
{'descr': '酒店各方面都不错。值得推荐。', 'star': 3}
{'descr': '这家酒店还是不错的,性价比很高的,卫生服务方面也都不错,但就是酒店没有停车位,不太方便.', 'star': 3}
{'descr': '地段、服务、设施都不错。但有个细节问题需要改进一下，希望酒店方面能注意一下，就是厕纸质量太差。我住过如家、7天、莫泰等不同的经济型酒店，汉庭的厕纸可能是最差的，很粗糙，用起来不太舒服，也不知道是什么牌子。现在的经济型酒店都用维达、心相印等品牌厕纸了，其实一卷厕纸也就两三块钱，就算客人全带走也不会增加多少成本，更不要说只是用很少的一部分。\r\n汉庭，尤其是这家汉庭的服务是很细致入微的，设施也体现了对客', 'star': 3}
{'descr': '我在这家店住了两天，感觉还不错，怎么会有那种糟糕的评价呢？住过后大大超出我的期望值，而且周日还是100元住的，超值了。当天我扣子掉了向前台要针线包，服务员在2分钟内就送来了，出门时服务员还跟我说北京天气冷出去玩还要多带件衣服，真是太贴心了，下次来北京我还会住这家店。', 'star': 5}
{'descr': '房间地上都是头发、淋雨不好用，旁边有个家乐福还挺方便，交通不便，到车站要绕一下，要是有个天桥就好了。', 'star': 1}
{'descr': '我订的是周日百元房，觉得很超值。进电梯需先刷卡，然后按楼层，只能到自己的房间所在楼层，感觉很安全。另外，很多设计都让人觉得很细致周到。位置和服务都不错。', 'star': 5}
{'descr': '不错的&#183;&#183;', 'star': 5}
{'descr': '我订的是周日百元房，觉得在这样的地段有这么好的酒店，已经非常值。不过因为靠近四环，开窗时会有点吵，关上窗仍会觉得有点吵。地方不难找，就在四环边上，去CBD办事很方便。', 'star': 5}
{'descr': '此酒店的房间超出了我的预期想象，很不错！', 'star': 5}
{'descr': '我去住的时候是星期天&#183;&#183;值了&#183;&#183;真值了&#183;&#183;全世界都找不到这么便宜和这么好的酒店&#183;&#183;100块！！不过酒店有点黑&#183;我住到第二天的下午6点零一分，他收我374块&#183;说第二天的房费也要算&#183;&#183;才超过1分钟就收我半天的房费&#183;多了一百多大元&#183;&#183;黑了点吧&#183;&', 'star': 5}
{'descr': '因为预定的比较晚，所以我选择了商务大床房，到了前台以后我希望前台小姐给我一个安静的房间，小姐说非常的安静，于是我就相信她了，结果到了房间后发现，居然是一个靠近电梯和工作室的房间，让我非常郁闷的是跟前台小姐借吹风机，小姐居然说没有，本来我是要住2天的，可是我有点生气，索性就只住了一天，而且卫生间云台的铁板，看起来好脏啊，我就没用云台。更郁闷的是，淋浴间的下水道不知道为什么，不漏水，洗澡的时候脏水都没', 'star': 1}
{'descr': '酒店的位置比较隐蔽，地址写的是延静里中街3号院11号楼，可是在延静里中街上找不到该酒店，得到四环上才能到，建议酒店更改一下地址，方便入住。', 'star': 5}
